ENSMODP00000003608	ENSMODP00000016222
ENSMODP00000038261	ENSMODP00000022209
ENSMODP00000017347	ENSMODP00000020407
ENSMODP00000020407	ENSMODP00000017347
ENSMODP00000004906	ENSMODP00000008455
ENSMODP00000008455	ENSMODP00000004906
ENSMODP00000004906	ENSMODP00000020030
ENSMODP00000020030	ENSMODP00000004906
ENSMODP00000008455	ENSMODP00000020030
ENSMODP00000020030	ENSMODP00000008455
ENSMODP00000023496	ENSMODP00000002747
ENSMODP00000002747	ENSMODP00000023496
ENSMODP00000017746	ENSMODP00000031852
ENSMODP00000031852	ENSMODP00000017746
ENSMODP00000019147	ENSMODP00000008459
ENSMODP00000008459	ENSMODP00000019147
ENSMODP00000019147	ENSMODP00000022777
ENSMODP00000022777	ENSMODP00000019147
ENSMODP00000019147	ENSMODP00000034626
ENSMODP00000034626	ENSMODP00000019147
ENSMODP00000008459	ENSMODP00000022777
ENSMODP00000022777	ENSMODP00000008459
ENSMODP00000008459	ENSMODP00000034626
ENSMODP00000034626	ENSMODP00000008459
ENSMODP00000022777	ENSMODP00000034626
ENSMODP00000034626	ENSMODP00000022777
ENSMODP00000001111	ENSMODP00000018579
ENSMODP00000018579	ENSMODP00000001111
ENSMODP00000001111	ENSMODP00000035385
ENSMODP00000035385	ENSMODP00000001111
ENSMODP00000018579	ENSMODP00000035385
ENSMODP00000035385	ENSMODP00000018579
ENSMODP00000006206	ENSMODP00000016948
ENSMODP00000016948	ENSMODP00000006206
ENSMODP00000006206	ENSMODP00000016950
ENSMODP00000016950	ENSMODP00000006206
ENSMODP00000016948	ENSMODP00000016950
ENSMODP00000016950	ENSMODP00000016948
ENSMODP00000023558	ENSMODP00000019713
ENSMODP00000019713	ENSMODP00000023558
ENSMODP00000020264	ENSMODP00000010276
ENSMODP00000010276	ENSMODP00000020264
ENSMODP00000022105	ENSMODP00000010406
ENSMODP00000010406	ENSMODP00000022105
ENSMODP00000014796	ENSMODP00000037021
ENSMODP00000037021	ENSMODP00000014796
ENSMODP00000018917	ENSMODP00000010074
ENSMODP00000010074	ENSMODP00000018917
ENSMODP00000020393	ENSMODP00000036263
ENSMODP00000036263	ENSMODP00000020393
ENSMODP00000020393	ENSMODP00000004989
ENSMODP00000004989	ENSMODP00000020393
ENSMODP00000036263	ENSMODP00000004989
ENSMODP00000004989	ENSMODP00000036263
ENSMODP00000015030	ENSMODP00000005946
ENSMODP00000005946	ENSMODP00000015030
ENSMODP00000019420	ENSMODP00000040438
ENSMODP00000040438	ENSMODP00000019420
ENSMODP00000019420	ENSMODP00000014631
ENSMODP00000014631	ENSMODP00000019420
ENSMODP00000040438	ENSMODP00000014631
ENSMODP00000014631	ENSMODP00000040438
ENSMODP00000017783	ENSMODP00000029570
ENSMODP00000029570	ENSMODP00000017783
ENSMODP00000017783	ENSMODP00000035344
ENSMODP00000035344	ENSMODP00000017783
ENSMODP00000017783	ENSMODP00000001726
ENSMODP00000001726	ENSMODP00000017783
ENSMODP00000029570	ENSMODP00000035344
ENSMODP00000035344	ENSMODP00000029570
ENSMODP00000029570	ENSMODP00000001726
ENSMODP00000001726	ENSMODP00000029570
ENSMODP00000035344	ENSMODP00000001726
ENSMODP00000001726	ENSMODP00000035344
ENSMODP00000004225	ENSMODP00000024791
ENSMODP00000024791	ENSMODP00000004225
ENSMODP00000017558	ENSMODP00000005034
ENSMODP00000005034	ENSMODP00000017558
ENSMODP00000033025	ENSMODP00000012713
ENSMODP00000012713	ENSMODP00000033025
ENSMODP00000033025	ENSMODP00000006389
ENSMODP00000006389	ENSMODP00000033025
ENSMODP00000033025	ENSMODP00000006313
ENSMODP00000006313	ENSMODP00000033025
ENSMODP00000012713	ENSMODP00000006389
ENSMODP00000006389	ENSMODP00000012713
ENSMODP00000012713	ENSMODP00000006313
ENSMODP00000006313	ENSMODP00000012713
ENSMODP00000006389	ENSMODP00000006313
ENSMODP00000006313	ENSMODP00000006389
ENSMODP00000007629	ENSMODP00000012781
ENSMODP00000012781	ENSMODP00000007629
ENSMODP00000007629	ENSMODP00000024518
ENSMODP00000024518	ENSMODP00000007629
ENSMODP00000012781	ENSMODP00000024518
ENSMODP00000024518	ENSMODP00000012781
ENSMODP00000028169	ENSMODP00000000643
ENSMODP00000000643	ENSMODP00000028169
ENSMODP00000028169	ENSMODP00000014248
ENSMODP00000014248	ENSMODP00000028169
ENSMODP00000028169	ENSMODP00000034116
ENSMODP00000034116	ENSMODP00000028169
ENSMODP00000000643	ENSMODP00000014248
ENSMODP00000014248	ENSMODP00000000643
ENSMODP00000000643	ENSMODP00000034116
ENSMODP00000034116	ENSMODP00000000643
ENSMODP00000014248	ENSMODP00000034116
ENSMODP00000034116	ENSMODP00000014248
ENSMODP00000023356	ENSMODP00000003753
ENSMODP00000003753	ENSMODP00000023356
ENSMODP00000023356	ENSMODP00000011237
ENSMODP00000011237	ENSMODP00000023356
ENSMODP00000003753	ENSMODP00000011237
ENSMODP00000011237	ENSMODP00000003753
ENSMODP00000034145	ENSMODP00000034463
ENSMODP00000034463	ENSMODP00000034145
ENSMODP00000028794	ENSMODP00000020748
ENSMODP00000020748	ENSMODP00000028794
ENSMODP00000001616	ENSMODP00000040149
ENSMODP00000040149	ENSMODP00000001616
ENSMODP00000001739	ENSMODP00000040149
ENSMODP00000040149	ENSMODP00000001739
ENSMODP00000001735	ENSMODP00000040149
ENSMODP00000040149	ENSMODP00000001735
ENSMODP00000010196	ENSMODP00000024458
ENSMODP00000024458	ENSMODP00000010196
ENSMODP00000014166	ENSMODP00000034890
ENSMODP00000034890	ENSMODP00000014166
ENSMODP00000007927	ENSMODP00000022176
ENSMODP00000022176	ENSMODP00000007927
ENSMODP00000000814	ENSMODP00000007157
ENSMODP00000007157	ENSMODP00000000814
ENSMODP00000004469	ENSMODP00000024590
ENSMODP00000024590	ENSMODP00000004469
ENSMODP00000004469	ENSMODP00000021330
ENSMODP00000021330	ENSMODP00000004469
ENSMODP00000024590	ENSMODP00000021330
ENSMODP00000021330	ENSMODP00000024590
ENSMODP00000001502	ENSMODP00000004693
ENSMODP00000004693	ENSMODP00000001502
ENSMODP00000004160	ENSMODP00000000505
ENSMODP00000000505	ENSMODP00000004160
ENSMODP00000028503	ENSMODP00000025233
ENSMODP00000025233	ENSMODP00000028503
ENSMODP00000028503	ENSMODP00000031563
ENSMODP00000031563	ENSMODP00000028503
ENSMODP00000025233	ENSMODP00000031563
ENSMODP00000031563	ENSMODP00000025233
ENSMODP00000018295	ENSMODP00000023680
ENSMODP00000023680	ENSMODP00000018295
ENSMODP00000018295	ENSMODP00000018283
ENSMODP00000018283	ENSMODP00000018295
ENSMODP00000023680	ENSMODP00000018283
ENSMODP00000018283	ENSMODP00000023680
ENSMODP00000035883	ENSMODP00000011235
ENSMODP00000011235	ENSMODP00000035883
ENSMODP00000019655	ENSMODP00000001450
ENSMODP00000001450	ENSMODP00000019655
ENSMODP00000023063	ENSMODP00000037216
ENSMODP00000037216	ENSMODP00000023063
ENSMODP00000023063	ENSMODP00000020163
ENSMODP00000020163	ENSMODP00000023063
ENSMODP00000037216	ENSMODP00000020163
ENSMODP00000020163	ENSMODP00000037216
ENSMODP00000013652	ENSMODP00000038117
ENSMODP00000038117	ENSMODP00000013652
ENSMODP00000037031	ENSMODP00000004914
ENSMODP00000004914	ENSMODP00000037031
ENSMODP00000008363	ENSMODP00000023740
ENSMODP00000023740	ENSMODP00000008363
ENSMODP00000029161	ENSMODP00000005601
ENSMODP00000005601	ENSMODP00000029161
ENSMODP00000013887	ENSMODP00000004893
ENSMODP00000004893	ENSMODP00000013887
ENSMODP00000013887	ENSMODP00000001608
ENSMODP00000001608	ENSMODP00000013887
ENSMODP00000013887	ENSMODP00000035754
ENSMODP00000035754	ENSMODP00000013887
ENSMODP00000004893	ENSMODP00000001608
ENSMODP00000001608	ENSMODP00000004893
ENSMODP00000004893	ENSMODP00000035754
ENSMODP00000035754	ENSMODP00000004893
ENSMODP00000001608	ENSMODP00000035754
ENSMODP00000035754	ENSMODP00000001608
ENSMODP00000020099	ENSMODP00000040556
ENSMODP00000040556	ENSMODP00000020099
ENSMODP00000021360	ENSMODP00000020085
ENSMODP00000020085	ENSMODP00000021360
ENSMODP00000021360	ENSMODP00000022442
ENSMODP00000022442	ENSMODP00000021360
ENSMODP00000020085	ENSMODP00000022442
ENSMODP00000022442	ENSMODP00000020085
ENSMODP00000004958	ENSMODP00000018134
ENSMODP00000018134	ENSMODP00000004958
ENSMODP00000003796	ENSMODP00000006515
ENSMODP00000006515	ENSMODP00000003796
ENSMODP00000020994	ENSMODP00000011509
ENSMODP00000011509	ENSMODP00000020994
ENSMODP00000006215	ENSMODP00000016598
ENSMODP00000016598	ENSMODP00000006215
ENSMODP00000015178	ENSMODP00000011747
ENSMODP00000011747	ENSMODP00000015178
ENSMODP00000015178	ENSMODP00000011985
ENSMODP00000011985	ENSMODP00000015178
ENSMODP00000015178	ENSMODP00000021456
ENSMODP00000021456	ENSMODP00000015178
ENSMODP00000011747	ENSMODP00000011985
ENSMODP00000011985	ENSMODP00000011747
ENSMODP00000011747	ENSMODP00000021456
ENSMODP00000021456	ENSMODP00000011747
ENSMODP00000011985	ENSMODP00000021456
ENSMODP00000021456	ENSMODP00000011985
ENSMODP00000015462	ENSMODP00000028490
ENSMODP00000028490	ENSMODP00000015462
ENSMODP00000010677	ENSMODP00000035746
ENSMODP00000035746	ENSMODP00000010677
ENSMODP00000007192	ENSMODP00000011498
ENSMODP00000011498	ENSMODP00000007192
ENSMODP00000007192	ENSMODP00000033084
ENSMODP00000033084	ENSMODP00000007192
ENSMODP00000011498	ENSMODP00000033084
ENSMODP00000033084	ENSMODP00000011498
ENSMODP00000000673	ENSMODP00000012038
ENSMODP00000012038	ENSMODP00000000673
ENSMODP00000000673	ENSMODP00000012043
ENSMODP00000012043	ENSMODP00000000673
ENSMODP00000000673	ENSMODP00000025712
ENSMODP00000025712	ENSMODP00000000673
ENSMODP00000012038	ENSMODP00000012043
ENSMODP00000012043	ENSMODP00000012038
ENSMODP00000012038	ENSMODP00000025712
ENSMODP00000025712	ENSMODP00000012038
ENSMODP00000012043	ENSMODP00000025712
ENSMODP00000025712	ENSMODP00000012043
ENSMODP00000023997	ENSMODP00000019174
ENSMODP00000019174	ENSMODP00000023997
ENSMODP00000012182	ENSMODP00000005837
ENSMODP00000005837	ENSMODP00000012182
ENSMODP00000012182	ENSMODP00000005759
ENSMODP00000005759	ENSMODP00000012182
ENSMODP00000005837	ENSMODP00000005759
ENSMODP00000005759	ENSMODP00000005837
ENSMODP00000038432	ENSMODP00000020495
ENSMODP00000020495	ENSMODP00000038432
ENSMODP00000038432	ENSMODP00000016953
ENSMODP00000016953	ENSMODP00000038432
ENSMODP00000020495	ENSMODP00000016953
ENSMODP00000016953	ENSMODP00000020495
ENSMODP00000038094	ENSMODP00000036539
ENSMODP00000036539	ENSMODP00000038094
ENSMODP00000025949	ENSMODP00000007186
ENSMODP00000007186	ENSMODP00000025949
ENSMODP00000024630	ENSMODP00000007314
ENSMODP00000007314	ENSMODP00000024630
ENSMODP00000000807	ENSMODP00000025533
ENSMODP00000025533	ENSMODP00000000807
ENSMODP00000035575	ENSMODP00000020871
ENSMODP00000020871	ENSMODP00000035575
ENSMODP00000037551	ENSMODP00000004628
ENSMODP00000004628	ENSMODP00000037551
ENSMODP00000037551	ENSMODP00000038315
ENSMODP00000038315	ENSMODP00000037551
ENSMODP00000037551	ENSMODP00000039322
ENSMODP00000039322	ENSMODP00000037551
ENSMODP00000004628	ENSMODP00000038315
ENSMODP00000038315	ENSMODP00000004628
ENSMODP00000004628	ENSMODP00000039322
ENSMODP00000039322	ENSMODP00000004628
ENSMODP00000001075	ENSMODP00000025647
ENSMODP00000025647	ENSMODP00000001075
ENSMODP00000004183	ENSMODP00000037028
ENSMODP00000037028	ENSMODP00000004183
ENSMODP00000004183	ENSMODP00000025406
ENSMODP00000025406	ENSMODP00000004183
ENSMODP00000004183	ENSMODP00000025394
ENSMODP00000025394	ENSMODP00000004183
ENSMODP00000037028	ENSMODP00000025406
ENSMODP00000025406	ENSMODP00000037028
ENSMODP00000037028	ENSMODP00000025394
ENSMODP00000025394	ENSMODP00000037028
ENSMODP00000025406	ENSMODP00000025394
ENSMODP00000025394	ENSMODP00000025406
ENSMODP00000034209	ENSMODP00000000451
ENSMODP00000000451	ENSMODP00000034209
ENSMODP00000034209	ENSMODP00000037704
ENSMODP00000037704	ENSMODP00000034209
ENSMODP00000034209	ENSMODP00000026551
ENSMODP00000026551	ENSMODP00000034209
ENSMODP00000000451	ENSMODP00000037704
ENSMODP00000037704	ENSMODP00000000451
ENSMODP00000000451	ENSMODP00000026551
ENSMODP00000026551	ENSMODP00000000451
ENSMODP00000037704	ENSMODP00000026551
ENSMODP00000026551	ENSMODP00000037704
ENSMODP00000010843	ENSMODP00000003741
ENSMODP00000003741	ENSMODP00000010843
ENSMODP00000010843	ENSMODP00000016415
ENSMODP00000016415	ENSMODP00000010843
ENSMODP00000003741	ENSMODP00000016415
ENSMODP00000016415	ENSMODP00000003741
ENSMODP00000034504	ENSMODP00000017159
ENSMODP00000017159	ENSMODP00000034504
ENSMODP00000034504	ENSMODP00000022651
ENSMODP00000022651	ENSMODP00000034504
ENSMODP00000017159	ENSMODP00000022651
ENSMODP00000022651	ENSMODP00000017159
ENSMODP00000001221	ENSMODP00000002321
ENSMODP00000002321	ENSMODP00000001221
ENSMODP00000017940	ENSMODP00000015526
ENSMODP00000015526	ENSMODP00000017940
ENSMODP00000010212	ENSMODP00000011028
ENSMODP00000011028	ENSMODP00000010212
ENSMODP00000010212	ENSMODP00000020372
ENSMODP00000020372	ENSMODP00000010212
ENSMODP00000011028	ENSMODP00000020372
ENSMODP00000020372	ENSMODP00000011028
ENSMODP00000020345	ENSMODP00000005460
ENSMODP00000005460	ENSMODP00000020345
ENSMODP00000018923	ENSMODP00000033680
ENSMODP00000033680	ENSMODP00000018923
ENSMODP00000018923	ENSMODP00000038197
ENSMODP00000038197	ENSMODP00000018923
ENSMODP00000033680	ENSMODP00000038197
ENSMODP00000038197	ENSMODP00000033680
ENSMODP00000019572	ENSMODP00000002177
ENSMODP00000002177	ENSMODP00000019572
ENSMODP00000019572	ENSMODP00000011613
ENSMODP00000011613	ENSMODP00000019572
ENSMODP00000019572	ENSMODP00000016140
ENSMODP00000016140	ENSMODP00000019572
ENSMODP00000002177	ENSMODP00000011613
ENSMODP00000011613	ENSMODP00000002177
ENSMODP00000002177	ENSMODP00000016140
ENSMODP00000016140	ENSMODP00000002177
ENSMODP00000011613	ENSMODP00000016140
ENSMODP00000016140	ENSMODP00000011613
ENSMODP00000018953	ENSMODP00000009558
ENSMODP00000009558	ENSMODP00000018953
ENSMODP00000002133	ENSMODP00000006650
ENSMODP00000006650	ENSMODP00000002133
ENSMODP00000000384	ENSMODP00000005851
ENSMODP00000005851	ENSMODP00000000384
ENSMODP00000014169	ENSMODP00000013383
ENSMODP00000013383	ENSMODP00000014169
ENSMODP00000014169	ENSMODP00000013333
ENSMODP00000013333	ENSMODP00000014169
ENSMODP00000014169	ENSMODP00000006152
ENSMODP00000006152	ENSMODP00000014169
ENSMODP00000014169	ENSMODP00000020206
ENSMODP00000020206	ENSMODP00000014169
ENSMODP00000013383	ENSMODP00000013333
ENSMODP00000013333	ENSMODP00000013383
ENSMODP00000013383	ENSMODP00000006152
ENSMODP00000006152	ENSMODP00000013383
ENSMODP00000013383	ENSMODP00000020206
ENSMODP00000020206	ENSMODP00000013383
ENSMODP00000013333	ENSMODP00000006152
ENSMODP00000006152	ENSMODP00000013333
ENSMODP00000013333	ENSMODP00000020206
ENSMODP00000020206	ENSMODP00000013333
ENSMODP00000006152	ENSMODP00000020206
ENSMODP00000020206	ENSMODP00000006152
ENSMODP00000015504	ENSMODP00000026649
ENSMODP00000026649	ENSMODP00000015504
ENSMODP00000018611	ENSMODP00000021531
ENSMODP00000021531	ENSMODP00000018611
ENSMODP00000009260	ENSMODP00000018612
ENSMODP00000018612	ENSMODP00000009260
ENSMODP00000021326	ENSMODP00000020260
ENSMODP00000020260	ENSMODP00000021326
ENSMODP00000022127	ENSMODP00000024585
ENSMODP00000024585	ENSMODP00000022127
ENSMODP00000032312	ENSMODP00000025101
ENSMODP00000025101	ENSMODP00000032312
ENSMODP00000032312	ENSMODP00000018806
ENSMODP00000018806	ENSMODP00000032312
ENSMODP00000032312	ENSMODP00000024224
ENSMODP00000024224	ENSMODP00000032312
ENSMODP00000025101	ENSMODP00000018806
ENSMODP00000018806	ENSMODP00000025101
ENSMODP00000025101	ENSMODP00000024224
ENSMODP00000024224	ENSMODP00000025101
ENSMODP00000018806	ENSMODP00000024224
ENSMODP00000024224	ENSMODP00000018806
ENSMODP00000002646	ENSMODP00000037712
ENSMODP00000037712	ENSMODP00000002646
ENSMODP00000022440	ENSMODP00000021633
ENSMODP00000021633	ENSMODP00000022440
ENSMODP00000022440	ENSMODP00000012958
ENSMODP00000012958	ENSMODP00000022440
ENSMODP00000022440	ENSMODP00000006141
ENSMODP00000006141	ENSMODP00000022440
ENSMODP00000021633	ENSMODP00000012958
ENSMODP00000012958	ENSMODP00000021633
ENSMODP00000021633	ENSMODP00000006141
ENSMODP00000006141	ENSMODP00000021633
ENSMODP00000012958	ENSMODP00000006141
ENSMODP00000006141	ENSMODP00000012958
ENSMODP00000004975	ENSMODP00000012151
ENSMODP00000012151	ENSMODP00000004975
ENSMODP00000017580	ENSMODP00000038229
ENSMODP00000038229	ENSMODP00000017580
ENSMODP00000013223	ENSMODP00000011589
ENSMODP00000011589	ENSMODP00000013223
ENSMODP00000022092	ENSMODP00000018288
ENSMODP00000018288	ENSMODP00000022092
ENSMODP00000005441	ENSMODP00000027864
ENSMODP00000027864	ENSMODP00000005441
ENSMODP00000005441	ENSMODP00000006777
ENSMODP00000006777	ENSMODP00000005441
ENSMODP00000027864	ENSMODP00000006777
ENSMODP00000006777	ENSMODP00000027864
ENSMODP00000009105	ENSMODP00000001146
ENSMODP00000001146	ENSMODP00000009105
ENSMODP00000009105	ENSMODP00000036832
ENSMODP00000036832	ENSMODP00000009105
ENSMODP00000001146	ENSMODP00000036832
ENSMODP00000036832	ENSMODP00000001146
ENSMODP00000023122	ENSMODP00000003094
ENSMODP00000003094	ENSMODP00000023122
ENSMODP00000004141	ENSMODP00000014640
ENSMODP00000014640	ENSMODP00000004141
ENSMODP00000019725	ENSMODP00000013632
ENSMODP00000013632	ENSMODP00000019725
ENSMODP00000019725	ENSMODP00000017432
ENSMODP00000017432	ENSMODP00000019725
ENSMODP00000013632	ENSMODP00000017432
ENSMODP00000017432	ENSMODP00000013632
ENSMODP00000025604	ENSMODP00000009936
ENSMODP00000009936	ENSMODP00000025604
ENSMODP00000013955	ENSMODP00000017343
ENSMODP00000017343	ENSMODP00000013955
ENSMODP00000020508	ENSMODP00000014185
ENSMODP00000014185	ENSMODP00000020508
ENSMODP00000020508	ENSMODP00000002789
ENSMODP00000002789	ENSMODP00000020508
ENSMODP00000014185	ENSMODP00000002789
ENSMODP00000002789	ENSMODP00000014185
ENSMODP00000003583	ENSMODP00000011192
ENSMODP00000011192	ENSMODP00000003583
ENSMODP00000016585	ENSMODP00000023723
ENSMODP00000023723	ENSMODP00000016585
ENSMODP00000025602	ENSMODP00000033234
ENSMODP00000033234	ENSMODP00000025602
ENSMODP00000017053	ENSMODP00000012030
ENSMODP00000012030	ENSMODP00000017053
ENSMODP00000017053	ENSMODP00000018855
ENSMODP00000018855	ENSMODP00000017053
ENSMODP00000012030	ENSMODP00000018855
ENSMODP00000018855	ENSMODP00000012030
ENSMODP00000012900	ENSMODP00000037115
ENSMODP00000037115	ENSMODP00000012900
ENSMODP00000012900	ENSMODP00000009001
ENSMODP00000009001	ENSMODP00000012900
ENSMODP00000012900	ENSMODP00000003619
ENSMODP00000003619	ENSMODP00000012900
ENSMODP00000037115	ENSMODP00000009001
ENSMODP00000009001	ENSMODP00000037115
ENSMODP00000037115	ENSMODP00000003619
ENSMODP00000003619	ENSMODP00000037115
ENSMODP00000009001	ENSMODP00000003619
ENSMODP00000003619	ENSMODP00000009001
ENSMODP00000003336	ENSMODP00000015057
ENSMODP00000015057	ENSMODP00000003336
ENSMODP00000003336	ENSMODP00000020450
ENSMODP00000020450	ENSMODP00000003336
ENSMODP00000003336	ENSMODP00000006508
ENSMODP00000006508	ENSMODP00000003336
ENSMODP00000003336	ENSMODP00000003636
ENSMODP00000003636	ENSMODP00000003336
ENSMODP00000015057	ENSMODP00000020450
ENSMODP00000020450	ENSMODP00000015057
ENSMODP00000015057	ENSMODP00000006508
ENSMODP00000006508	ENSMODP00000015057
ENSMODP00000015057	ENSMODP00000003636
ENSMODP00000003636	ENSMODP00000015057
ENSMODP00000020450	ENSMODP00000006508
ENSMODP00000006508	ENSMODP00000020450
ENSMODP00000020450	ENSMODP00000003636
ENSMODP00000003636	ENSMODP00000020450
ENSMODP00000006508	ENSMODP00000003636
ENSMODP00000003636	ENSMODP00000006508
ENSMODP00000010412	ENSMODP00000019135
ENSMODP00000019135	ENSMODP00000010412
ENSMODP00000020242	ENSMODP00000008035
ENSMODP00000008035	ENSMODP00000020242
ENSMODP00000011835	ENSMODP00000040608
ENSMODP00000040608	ENSMODP00000011835
ENSMODP00000011835	ENSMODP00000007047
ENSMODP00000007047	ENSMODP00000011835
ENSMODP00000040608	ENSMODP00000007047
ENSMODP00000007047	ENSMODP00000040608
ENSMODP00000021453	ENSMODP00000006088
ENSMODP00000006088	ENSMODP00000021453
ENSMODP00000021453	ENSMODP00000026493
ENSMODP00000026493	ENSMODP00000021453
ENSMODP00000006088	ENSMODP00000026493
ENSMODP00000026493	ENSMODP00000006088
ENSMODP00000012224	ENSMODP00000016445
ENSMODP00000016445	ENSMODP00000012224
ENSMODP00000000740	ENSMODP00000004328
ENSMODP00000004328	ENSMODP00000000740
ENSMODP00000021575	ENSMODP00000038702
ENSMODP00000038702	ENSMODP00000021575
ENSMODP00000021575	ENSMODP00000011718
ENSMODP00000011718	ENSMODP00000021575
ENSMODP00000038702	ENSMODP00000011718
ENSMODP00000011718	ENSMODP00000038702
ENSMODP00000012877	ENSMODP00000014505
ENSMODP00000014505	ENSMODP00000012877
ENSMODP00000020838	ENSMODP00000012242
ENSMODP00000012242	ENSMODP00000020838
ENSMODP00000020838	ENSMODP00000019625
ENSMODP00000019625	ENSMODP00000020838
ENSMODP00000012242	ENSMODP00000019625
ENSMODP00000019625	ENSMODP00000012242
ENSMODP00000000887	ENSMODP00000017666
ENSMODP00000017666	ENSMODP00000000887
ENSMODP00000037455	ENSMODP00000033852
ENSMODP00000033852	ENSMODP00000037455
ENSMODP00000006685	ENSMODP00000037070
ENSMODP00000037070	ENSMODP00000006685
ENSMODP00000005983	ENSMODP00000017552
ENSMODP00000017552	ENSMODP00000005983
ENSMODP00000031304	ENSMODP00000009046
ENSMODP00000009046	ENSMODP00000031304
ENSMODP00000031304	ENSMODP00000011430
ENSMODP00000011430	ENSMODP00000031304
ENSMODP00000009046	ENSMODP00000011430
ENSMODP00000011430	ENSMODP00000009046
ENSMODP00000007285	ENSMODP00000014942
ENSMODP00000014942	ENSMODP00000007285
ENSMODP00000019529	ENSMODP00000008082
ENSMODP00000008082	ENSMODP00000019529
ENSMODP00000019529	ENSMODP00000022314
ENSMODP00000022314	ENSMODP00000019529
ENSMODP00000008082	ENSMODP00000022314
ENSMODP00000022314	ENSMODP00000008082
ENSMODP00000010391	ENSMODP00000022783
ENSMODP00000022783	ENSMODP00000010391
ENSMODP00000010391	ENSMODP00000039566
ENSMODP00000039566	ENSMODP00000010391
ENSMODP00000022783	ENSMODP00000039566
ENSMODP00000039566	ENSMODP00000022783
ENSMODP00000006646	ENSMODP00000022543
ENSMODP00000022543	ENSMODP00000006646
ENSMODP00000006646	ENSMODP00000016502
ENSMODP00000016502	ENSMODP00000006646
ENSMODP00000022543	ENSMODP00000016502
ENSMODP00000016502	ENSMODP00000022543
ENSMODP00000017230	ENSMODP00000014738
