ENSMUSP00000025288	ENSMUSP00000105282
ENSMUSP00000127892	ENSMUSP00000104878
ENSMUSP00000104878	ENSMUSP00000127892
ENSMUSP00000110955	ENSMUSP00000063380
ENSMUSP00000063380	ENSMUSP00000110955
ENSMUSP00000110955	ENSMUSP00000122915
ENSMUSP00000122915	ENSMUSP00000110955
ENSMUSP00000110955	ENSMUSP00000030376
ENSMUSP00000030376	ENSMUSP00000110955
ENSMUSP00000063380	ENSMUSP00000122915
ENSMUSP00000122915	ENSMUSP00000063380
ENSMUSP00000063380	ENSMUSP00000030376
ENSMUSP00000030376	ENSMUSP00000063380
ENSMUSP00000122915	ENSMUSP00000030376
ENSMUSP00000030376	ENSMUSP00000122915
ENSMUSP00000025682	ENSMUSP00000025685
ENSMUSP00000025685	ENSMUSP00000025682
ENSMUSP00000025682	ENSMUSP00000053270
ENSMUSP00000053270	ENSMUSP00000025682
ENSMUSP00000025685	ENSMUSP00000053270
ENSMUSP00000053270	ENSMUSP00000025685
ENSMUSP00000045973	ENSMUSP00000036150
ENSMUSP00000036150	ENSMUSP00000045973
ENSMUSP00000135677	ENSMUSP00000021519
ENSMUSP00000021519	ENSMUSP00000135677
ENSMUSP00000039852	ENSMUSP00000022217
ENSMUSP00000022217	ENSMUSP00000039852
ENSMUSP00000084977	ENSMUSP00000036721
ENSMUSP00000036721	ENSMUSP00000084977
ENSMUSP00000084977	ENSMUSP00000102813
ENSMUSP00000102813	ENSMUSP00000084977
ENSMUSP00000084977	ENSMUSP00000034754
ENSMUSP00000034754	ENSMUSP00000084977
ENSMUSP00000036721	ENSMUSP00000102813
ENSMUSP00000102813	ENSMUSP00000036721
ENSMUSP00000036721	ENSMUSP00000034754
ENSMUSP00000034754	ENSMUSP00000036721
ENSMUSP00000102813	ENSMUSP00000034754
ENSMUSP00000034754	ENSMUSP00000102813
ENSMUSP00000132008	ENSMUSP00000106963
ENSMUSP00000106963	ENSMUSP00000132008
ENSMUSP00000085872	ENSMUSP00000112934
ENSMUSP00000112934	ENSMUSP00000085872
ENSMUSP00000085872	ENSMUSP00000086730
ENSMUSP00000086730	ENSMUSP00000085872
ENSMUSP00000112934	ENSMUSP00000086730
ENSMUSP00000086730	ENSMUSP00000112934
ENSMUSP00000041173	ENSMUSP00000042317
ENSMUSP00000042317	ENSMUSP00000041173
ENSMUSP00000032815	ENSMUSP00000021413
ENSMUSP00000021413	ENSMUSP00000032815
ENSMUSP00000032815	ENSMUSP00000024742
ENSMUSP00000024742	ENSMUSP00000032815
ENSMUSP00000021413	ENSMUSP00000024742
ENSMUSP00000024742	ENSMUSP00000021413
ENSMUSP00000021004	ENSMUSP00000111151
ENSMUSP00000111151	ENSMUSP00000021004
ENSMUSP00000105350	ENSMUSP00000037324
ENSMUSP00000037324	ENSMUSP00000105350
ENSMUSP00000105350	ENSMUSP00000041294
ENSMUSP00000041294	ENSMUSP00000105350
ENSMUSP00000037324	ENSMUSP00000041294
ENSMUSP00000041294	ENSMUSP00000037324
ENSMUSP00000007257	ENSMUSP00000109904
ENSMUSP00000109904	ENSMUSP00000007257
ENSMUSP00000007257	ENSMUSP00000041453
ENSMUSP00000041453	ENSMUSP00000007257
ENSMUSP00000007257	ENSMUSP00000024755
ENSMUSP00000024755	ENSMUSP00000007257
ENSMUSP00000109904	ENSMUSP00000041453
ENSMUSP00000041453	ENSMUSP00000109904
ENSMUSP00000109904	ENSMUSP00000024755
ENSMUSP00000024755	ENSMUSP00000109904
ENSMUSP00000041453	ENSMUSP00000024755
ENSMUSP00000024755	ENSMUSP00000041453
ENSMUSP00000058308	ENSMUSP00000133728
ENSMUSP00000133728	ENSMUSP00000058308
ENSMUSP00000029780	ENSMUSP00000099947
ENSMUSP00000099947	ENSMUSP00000029780
ENSMUSP00000029780	ENSMUSP00000126192
ENSMUSP00000126192	ENSMUSP00000029780
ENSMUSP00000099947	ENSMUSP00000126192
ENSMUSP00000126192	ENSMUSP00000099947
ENSMUSP00000122855	ENSMUSP00000137256
ENSMUSP00000137256	ENSMUSP00000122855
ENSMUSP00000085642	ENSMUSP00000108717
ENSMUSP00000108717	ENSMUSP00000085642
ENSMUSP00000137517	ENSMUSP00000028071
ENSMUSP00000028071	ENSMUSP00000137517
ENSMUSP00000104311	ENSMUSP00000031750
ENSMUSP00000031750	ENSMUSP00000104311
ENSMUSP00000104311	ENSMUSP00000006618
ENSMUSP00000006618	ENSMUSP00000104311
ENSMUSP00000104311	ENSMUSP00000066894
ENSMUSP00000066894	ENSMUSP00000104311
ENSMUSP00000031750	ENSMUSP00000006618
ENSMUSP00000006618	ENSMUSP00000031750
ENSMUSP00000031750	ENSMUSP00000066894
ENSMUSP00000066894	ENSMUSP00000031750
ENSMUSP00000006618	ENSMUSP00000066894
ENSMUSP00000066894	ENSMUSP00000006618
ENSMUSP00000030898	ENSMUSP00000078281
ENSMUSP00000078281	ENSMUSP00000030898
ENSMUSP00000051107	ENSMUSP00000116057
ENSMUSP00000116057	ENSMUSP00000051107
ENSMUSP00000051107	ENSMUSP00000121212
ENSMUSP00000121212	ENSMUSP00000051107
ENSMUSP00000116057	ENSMUSP00000121212
ENSMUSP00000121212	ENSMUSP00000116057
ENSMUSP00000124470	ENSMUSP00000079598
ENSMUSP00000079598	ENSMUSP00000124470
ENSMUSP00000053755	ENSMUSP00000071859
ENSMUSP00000071859	ENSMUSP00000053755
ENSMUSP00000115718	ENSMUSP00000027178
ENSMUSP00000027178	ENSMUSP00000115718
ENSMUSP00000062607	ENSMUSP00000104168
ENSMUSP00000104168	ENSMUSP00000062607
ENSMUSP00000026172	ENSMUSP00000025718
ENSMUSP00000025718	ENSMUSP00000026172
ENSMUSP00000026172	ENSMUSP00000061168
ENSMUSP00000061168	ENSMUSP00000026172
ENSMUSP00000025718	ENSMUSP00000061168
ENSMUSP00000061168	ENSMUSP00000025718
ENSMUSP00000121283	ENSMUSP00000099517
ENSMUSP00000099517	ENSMUSP00000121283
ENSMUSP00000081225	ENSMUSP00000040531
ENSMUSP00000040531	ENSMUSP00000081225
ENSMUSP00000038633	ENSMUSP00000083187
ENSMUSP00000083187	ENSMUSP00000038633
ENSMUSP00000038633	ENSMUSP00000043636
ENSMUSP00000043636	ENSMUSP00000038633
ENSMUSP00000083187	ENSMUSP00000043636
ENSMUSP00000043636	ENSMUSP00000083187
ENSMUSP00000003268	ENSMUSP00000030212
ENSMUSP00000030212	ENSMUSP00000003268
ENSMUSP00000003268	ENSMUSP00000032874
ENSMUSP00000032874	ENSMUSP00000003268
ENSMUSP00000030212	ENSMUSP00000032874
ENSMUSP00000032874	ENSMUSP00000030212
ENSMUSP00000107062	ENSMUSP00000066701
ENSMUSP00000066701	ENSMUSP00000107062
ENSMUSP00000107062	ENSMUSP00000126826
ENSMUSP00000126826	ENSMUSP00000107062
ENSMUSP00000107062	ENSMUSP00000062507
ENSMUSP00000062507	ENSMUSP00000107062
ENSMUSP00000066701	ENSMUSP00000126826
ENSMUSP00000126826	ENSMUSP00000066701
ENSMUSP00000066701	ENSMUSP00000062507
ENSMUSP00000062507	ENSMUSP00000066701
ENSMUSP00000126826	ENSMUSP00000062507
ENSMUSP00000062507	ENSMUSP00000126826
ENSMUSP00000109229	ENSMUSP00000110422
ENSMUSP00000110422	ENSMUSP00000109229
ENSMUSP00000128922	ENSMUSP00000095845
ENSMUSP00000095845	ENSMUSP00000128922
ENSMUSP00000019920	ENSMUSP00000035649
ENSMUSP00000035649	ENSMUSP00000019920
ENSMUSP00000087641	ENSMUSP00000025208
ENSMUSP00000025208	ENSMUSP00000087641
ENSMUSP00000087641	ENSMUSP00000122056
ENSMUSP00000122056	ENSMUSP00000087641
ENSMUSP00000025208	ENSMUSP00000122056
ENSMUSP00000122056	ENSMUSP00000025208
ENSMUSP00000048350	ENSMUSP00000053431
ENSMUSP00000053431	ENSMUSP00000048350
ENSMUSP00000090567	ENSMUSP00000047888
ENSMUSP00000047888	ENSMUSP00000090567
ENSMUSP00000081664	ENSMUSP00000019290
ENSMUSP00000019290	ENSMUSP00000081664
ENSMUSP00000081664	ENSMUSP00000021066
ENSMUSP00000021066	ENSMUSP00000081664
ENSMUSP00000081664	ENSMUSP00000138618
ENSMUSP00000138618	ENSMUSP00000081664
ENSMUSP00000019290	ENSMUSP00000021066
ENSMUSP00000021066	ENSMUSP00000019290
ENSMUSP00000019290	ENSMUSP00000138618
ENSMUSP00000138618	ENSMUSP00000019290
ENSMUSP00000021066	ENSMUSP00000138618
ENSMUSP00000138618	ENSMUSP00000021066
ENSMUSP00000082220	ENSMUSP00000092794
ENSMUSP00000092794	ENSMUSP00000082220
ENSMUSP00000032974	ENSMUSP00000021142
ENSMUSP00000021142	ENSMUSP00000032974
ENSMUSP00000032974	ENSMUSP00000031423
ENSMUSP00000031423	ENSMUSP00000032974
ENSMUSP00000021142	ENSMUSP00000031423
ENSMUSP00000031423	ENSMUSP00000021142
ENSMUSP00000123078	ENSMUSP00000101700
ENSMUSP00000101700	ENSMUSP00000123078
ENSMUSP00000123078	ENSMUSP00000122896
ENSMUSP00000122896	ENSMUSP00000123078
ENSMUSP00000123078	ENSMUSP00000126980
ENSMUSP00000126980	ENSMUSP00000123078
ENSMUSP00000101700	ENSMUSP00000122896
ENSMUSP00000122896	ENSMUSP00000101700
ENSMUSP00000101700	ENSMUSP00000126980
ENSMUSP00000126980	ENSMUSP00000101700
ENSMUSP00000122896	ENSMUSP00000126980
ENSMUSP00000126980	ENSMUSP00000122896
ENSMUSP00000029575	ENSMUSP00000028623
ENSMUSP00000028623	ENSMUSP00000029575
ENSMUSP00000030643	ENSMUSP00000076505
ENSMUSP00000076505	ENSMUSP00000030643
ENSMUSP00000019226	ENSMUSP00000108302
ENSMUSP00000108302	ENSMUSP00000019226
ENSMUSP00000028045	ENSMUSP00000097909
ENSMUSP00000097909	ENSMUSP00000028045
ENSMUSP00000028045	ENSMUSP00000065205
ENSMUSP00000065205	ENSMUSP00000028045
ENSMUSP00000028045	ENSMUSP00000028362
ENSMUSP00000028362	ENSMUSP00000028045
ENSMUSP00000097909	ENSMUSP00000065205
ENSMUSP00000065205	ENSMUSP00000097909
ENSMUSP00000097909	ENSMUSP00000028362
ENSMUSP00000028362	ENSMUSP00000097909
ENSMUSP00000065205	ENSMUSP00000028362
ENSMUSP00000028362	ENSMUSP00000065205
ENSMUSP00000027896	ENSMUSP00000029307
ENSMUSP00000029307	ENSMUSP00000027896
ENSMUSP00000027896	ENSMUSP00000028241
ENSMUSP00000028241	ENSMUSP00000027896
ENSMUSP00000029307	ENSMUSP00000028241
ENSMUSP00000028241	ENSMUSP00000029307
ENSMUSP00000104732	ENSMUSP00000096728
ENSMUSP00000096728	ENSMUSP00000104732
ENSMUSP00000104732	ENSMUSP00000054226
ENSMUSP00000054226	ENSMUSP00000104732
ENSMUSP00000104732	ENSMUSP00000107035
ENSMUSP00000107035	ENSMUSP00000104732
ENSMUSP00000096728	ENSMUSP00000054226
ENSMUSP00000054226	ENSMUSP00000096728
ENSMUSP00000096728	ENSMUSP00000107035
ENSMUSP00000107035	ENSMUSP00000096728
ENSMUSP00000054226	ENSMUSP00000107035
ENSMUSP00000107035	ENSMUSP00000054226
ENSMUSP00000094076	ENSMUSP00000053899
ENSMUSP00000053899	ENSMUSP00000094076
ENSMUSP00000094076	ENSMUSP00000106460
ENSMUSP00000106460	ENSMUSP00000094076
ENSMUSP00000053899	ENSMUSP00000106460
ENSMUSP00000106460	ENSMUSP00000053899
ENSMUSP00000031868	ENSMUSP00000031713
ENSMUSP00000031713	ENSMUSP00000031868
ENSMUSP00000001122	ENSMUSP00000021161
ENSMUSP00000021161	ENSMUSP00000001122
ENSMUSP00000022040	ENSMUSP00000103066
ENSMUSP00000103066	ENSMUSP00000022040
ENSMUSP00000129216	ENSMUSP00000110669
ENSMUSP00000110669	ENSMUSP00000129216
ENSMUSP00000077040	ENSMUSP00000068716
ENSMUSP00000068716	ENSMUSP00000077040
ENSMUSP00000091964	ENSMUSP00000032373
ENSMUSP00000032373	ENSMUSP00000091964
ENSMUSP00000044903	ENSMUSP00000128308
ENSMUSP00000128308	ENSMUSP00000044903
ENSMUSP00000003659	ENSMUSP00000022213
ENSMUSP00000022213	ENSMUSP00000003659
ENSMUSP00000003659	ENSMUSP00000029682
ENSMUSP00000029682	ENSMUSP00000003659
ENSMUSP00000022213	ENSMUSP00000029682
ENSMUSP00000029682	ENSMUSP00000022213
ENSMUSP00000060441	ENSMUSP00000057488
ENSMUSP00000057488	ENSMUSP00000060441
ENSMUSP00000025755	ENSMUSP00000064220
ENSMUSP00000064220	ENSMUSP00000025755
ENSMUSP00000106772	ENSMUSP00000040229
ENSMUSP00000040229	ENSMUSP00000106772
ENSMUSP00000106772	ENSMUSP00000031607
ENSMUSP00000031607	ENSMUSP00000106772
ENSMUSP00000040229	ENSMUSP00000031607
ENSMUSP00000031607	ENSMUSP00000040229
ENSMUSP00000090528	ENSMUSP00000025645
ENSMUSP00000025645	ENSMUSP00000090528
ENSMUSP00000081943	ENSMUSP00000109092
ENSMUSP00000109092	ENSMUSP00000081943
ENSMUSP00000081943	ENSMUSP00000006523
ENSMUSP00000006523	ENSMUSP00000081943
ENSMUSP00000109092	ENSMUSP00000006523
ENSMUSP00000006523	ENSMUSP00000109092
ENSMUSP00000095169	ENSMUSP00000020403
ENSMUSP00000020403	ENSMUSP00000095169
ENSMUSP00000095169	ENSMUSP00000129378
ENSMUSP00000129378	ENSMUSP00000095169
ENSMUSP00000020403	ENSMUSP00000129378
ENSMUSP00000129378	ENSMUSP00000020403
ENSMUSP00000088089	ENSMUSP00000076751
ENSMUSP00000076751	ENSMUSP00000088089
ENSMUSP00000091329	ENSMUSP00000124179
ENSMUSP00000124179	ENSMUSP00000091329
ENSMUSP00000091329	ENSMUSP00000130758
ENSMUSP00000130758	ENSMUSP00000091329
ENSMUSP00000124179	ENSMUSP00000130758
ENSMUSP00000130758	ENSMUSP00000124179
ENSMUSP00000034946	ENSMUSP00000039243
ENSMUSP00000039243	ENSMUSP00000034946
ENSMUSP00000030080	ENSMUSP00000029639
ENSMUSP00000029639	ENSMUSP00000030080
ENSMUSP00000084578	ENSMUSP00000065679
ENSMUSP00000065679	ENSMUSP00000084578
ENSMUSP00000122712	ENSMUSP00000061402
ENSMUSP00000061402	ENSMUSP00000122712
ENSMUSP00000122712	ENSMUSP00000134894
ENSMUSP00000134894	ENSMUSP00000122712
ENSMUSP00000061402	ENSMUSP00000134894
ENSMUSP00000134894	ENSMUSP00000061402
ENSMUSP00000018644	ENSMUSP00000101060
ENSMUSP00000101060	ENSMUSP00000018644
ENSMUSP00000018644	ENSMUSP00000000574
ENSMUSP00000000574	ENSMUSP00000018644
ENSMUSP00000018644	ENSMUSP00000043522
ENSMUSP00000043522	ENSMUSP00000018644
ENSMUSP00000101060	ENSMUSP00000000574
ENSMUSP00000000574	ENSMUSP00000101060
ENSMUSP00000101060	ENSMUSP00000043522
ENSMUSP00000043522	ENSMUSP00000101060
ENSMUSP00000000574	ENSMUSP00000043522
ENSMUSP00000043522	ENSMUSP00000000574
ENSMUSP00000103897	ENSMUSP00000136611
ENSMUSP00000136611	ENSMUSP00000103897
ENSMUSP00000030588	ENSMUSP00000130142
ENSMUSP00000130142	ENSMUSP00000030588
ENSMUSP00000030588	ENSMUSP00000125580
ENSMUSP00000125580	ENSMUSP00000030588
ENSMUSP00000130142	ENSMUSP00000125580
ENSMUSP00000125580	ENSMUSP00000130142
ENSMUSP00000037867	ENSMUSP00000049285
ENSMUSP00000049285	ENSMUSP00000037867
ENSMUSP00000034698	ENSMUSP00000002837
ENSMUSP00000002837	ENSMUSP00000034698
ENSMUSP00000034388	ENSMUSP00000092230
ENSMUSP00000092230	ENSMUSP00000034388
ENSMUSP00000132514	ENSMUSP00000043210
ENSMUSP00000043210	ENSMUSP00000132514
ENSMUSP00000100991	ENSMUSP00000006027
ENSMUSP00000006027	ENSMUSP00000100991
ENSMUSP00000036065	ENSMUSP00000112662
ENSMUSP00000112662	ENSMUSP00000036065
ENSMUSP00000036065	ENSMUSP00000040162
ENSMUSP00000040162	ENSMUSP00000036065
ENSMUSP00000036065	ENSMUSP00000020023
ENSMUSP00000020023	ENSMUSP00000036065
ENSMUSP00000112662	ENSMUSP00000040162
ENSMUSP00000040162	ENSMUSP00000112662
ENSMUSP00000112662	ENSMUSP00000020023
ENSMUSP00000020023	ENSMUSP00000112662
ENSMUSP00000040162	ENSMUSP00000020023
ENSMUSP00000020023	ENSMUSP00000040162
ENSMUSP00000000939	ENSMUSP00000059033
ENSMUSP00000059033	ENSMUSP00000000939
ENSMUSP00000014290	ENSMUSP00000027168
ENSMUSP00000027168	ENSMUSP00000014290
ENSMUSP00000028252	ENSMUSP00000091011
ENSMUSP00000091011	ENSMUSP00000028252
ENSMUSP00000028252	ENSMUSP00000019456
ENSMUSP00000019456	ENSMUSP00000028252
ENSMUSP00000091011	ENSMUSP00000019456
ENSMUSP00000019456	ENSMUSP00000091011
ENSMUSP00000034969	ENSMUSP00000077899
ENSMUSP00000077899	ENSMUSP00000034969
ENSMUSP00000034969	ENSMUSP00000031096
ENSMUSP00000031096	ENSMUSP00000034969
ENSMUSP00000077899	ENSMUSP00000031096
ENSMUSP00000031096	ENSMUSP00000077899
ENSMUSP00000017821	ENSMUSP00000031309
ENSMUSP00000031309	ENSMUSP00000017821
ENSMUSP00000022698	ENSMUSP00000087079
ENSMUSP00000087079	ENSMUSP00000022698
ENSMUSP00000022698	ENSMUSP00000046695
ENSMUSP00000046695	ENSMUSP00000022698
ENSMUSP00000087079	ENSMUSP00000046695
ENSMUSP00000046695	ENSMUSP00000087079
ENSMUSP00000095103	ENSMUSP00000029075
ENSMUSP00000029075	ENSMUSP00000095103
ENSMUSP00000095103	ENSMUSP00000043554
ENSMUSP00000043554	ENSMUSP00000095103
ENSMUSP00000029075	ENSMUSP00000043554
ENSMUSP00000043554	ENSMUSP00000029075
ENSMUSP00000045150	ENSMUSP00000077808
ENSMUSP00000077808	ENSMUSP00000045150
ENSMUSP00000031263	ENSMUSP00000023835
ENSMUSP00000023835	ENSMUSP00000031263
ENSMUSP00000131010	ENSMUSP00000103366
ENSMUSP00000103366	ENSMUSP00000131010
ENSMUSP00000028279	ENSMUSP00000065770
ENSMUSP00000065770	ENSMUSP00000028279
ENSMUSP00000113913	ENSMUSP00000118911
ENSMUSP00000118911	ENSMUSP00000113913
ENSMUSP00000107770	ENSMUSP00000111221
ENSMUSP00000111221	ENSMUSP00000107770
ENSMUSP00000114175	ENSMUSP00000043346
ENSMUSP00000043346	ENSMUSP00000114175
ENSMUSP00000114175	ENSMUSP00000041629
ENSMUSP00000041629	ENSMUSP00000114175
ENSMUSP00000043346	ENSMUSP00000041629
ENSMUSP00000041629	ENSMUSP00000043346
ENSMUSP00000067541	ENSMUSP00000031663
ENSMUSP00000031663	ENSMUSP00000067541
ENSMUSP00000067541	ENSMUSP00000022749
ENSMUSP00000022749	ENSMUSP00000067541
ENSMUSP00000067541	ENSMUSP00000106317
ENSMUSP00000106317	ENSMUSP00000067541
ENSMUSP00000031663	ENSMUSP00000022749
ENSMUSP00000022749	ENSMUSP00000031663
ENSMUSP00000031663	ENSMUSP00000106317
ENSMUSP00000106317	ENSMUSP00000031663
ENSMUSP00000022749	ENSMUSP00000106317
ENSMUSP00000106317	ENSMUSP00000022749
ENSMUSP00000064246	ENSMUSP00000126281
ENSMUSP00000126281	ENSMUSP00000064246
ENSMUSP00000064246	ENSMUSP00000043222
ENSMUSP00000043222	ENSMUSP00000064246
ENSMUSP00000064246	ENSMUSP00000040775
ENSMUSP00000040775	ENSMUSP00000064246
ENSMUSP00000126281	ENSMUSP00000043222
ENSMUSP00000043222	ENSMUSP00000126281
ENSMUSP00000126281	ENSMUSP00000040775
ENSMUSP00000040775	ENSMUSP00000126281
ENSMUSP00000043222	ENSMUSP00000040775
ENSMUSP00000040775	ENSMUSP00000043222
ENSMUSP00000037966	ENSMUSP00000126243
ENSMUSP00000126243	ENSMUSP00000037966
ENSMUSP00000037966	ENSMUSP00000105250
ENSMUSP00000105250	ENSMUSP00000037966
ENSMUSP00000126243	ENSMUSP00000105250
ENSMUSP00000105250	ENSMUSP00000126243
ENSMUSP00000130050	ENSMUSP00000001280
ENSMUSP00000001280	ENSMUSP00000130050
ENSMUSP00000130050	ENSMUSP00000036739
ENSMUSP00000036739	ENSMUSP00000130050
ENSMUSP00000001280	ENSMUSP00000036739
ENSMUSP00000036739	ENSMUSP00000001280
ENSMUSP00000068453	ENSMUSP00000096258
ENSMUSP00000096258	ENSMUSP00000068453
ENSMUSP00000025197	ENSMUSP00000128401
ENSMUSP00000128401	ENSMUSP00000025197
ENSMUSP00000025197	ENSMUSP00000031354
ENSMUSP00000031354	ENSMUSP00000025197
ENSMUSP00000128401	ENSMUSP00000031354
ENSMUSP00000031354	ENSMUSP00000128401
ENSMUSP00000037487	ENSMUSP00000029905
ENSMUSP00000029905	ENSMUSP00000037487
ENSMUSP00000037487	ENSMUSP00000052989
ENSMUSP00000052989	ENSMUSP00000037487
ENSMUSP00000037487	ENSMUSP00000018113
ENSMUSP00000018113	ENSMUSP00000037487
ENSMUSP00000029905	ENSMUSP00000052989
ENSMUSP00000052989	ENSMUSP00000029905
ENSMUSP00000029905	ENSMUSP00000018113
ENSMUSP00000018113	ENSMUSP00000029905
ENSMUSP00000052989	ENSMUSP00000018113
ENSMUSP00000018113	ENSMUSP00000052989
ENSMUSP00000099975	ENSMUSP00000040210
ENSMUSP00000040210	ENSMUSP00000099975
ENSMUSP00000007249	ENSMUSP00000034697
ENSMUSP00000034697	ENSMUSP00000007249
ENSMUSP00000007249	ENSMUSP00000087394
ENSMUSP00000087394	ENSMUSP00000007249
ENSMUSP00000034697	ENSMUSP00000087394
ENSMUSP00000087394	ENSMUSP00000034697
ENSMUSP00000027146	ENSMUSP00000114404
ENSMUSP00000114404	ENSMUSP00000027146
ENSMUSP00000027146	ENSMUSP00000075992
ENSMUSP00000075992	ENSMUSP00000027146
ENSMUSP00000027146	ENSMUSP00000099430
ENSMUSP00000099430	ENSMUSP00000027146
ENSMUSP00000114404	ENSMUSP00000075992
ENSMUSP00000075992	ENSMUSP00000114404
ENSMUSP00000114404	ENSMUSP00000099430
ENSMUSP00000099430	ENSMUSP00000114404
ENSMUSP00000075992	ENSMUSP00000099430
ENSMUSP00000099430	ENSMUSP00000075992
ENSMUSP00000039943	ENSMUSP00000137726
ENSMUSP00000137726	ENSMUSP00000039943
ENSMUSP00000082754	ENSMUSP00000070554
ENSMUSP00000070554	ENSMUSP00000082754
ENSMUSP00000000642	ENSMUSP00000020277
ENSMUSP00000020277	ENSMUSP00000000642
ENSMUSP00000000642	ENSMUSP00000111946
ENSMUSP00000111946	ENSMUSP00000000642
ENSMUSP00000000642	ENSMUSP00000051215
ENSMUSP00000051215	ENSMUSP00000000642
ENSMUSP00000000642	ENSMUSP00000099984
ENSMUSP00000099984	ENSMUSP00000000642
ENSMUSP00000020277	ENSMUSP00000111946
ENSMUSP00000111946	ENSMUSP00000020277
ENSMUSP00000020277	ENSMUSP00000051215
ENSMUSP00000051215	ENSMUSP00000020277
ENSMUSP00000020277	ENSMUSP00000099984
ENSMUSP00000099984	ENSMUSP00000020277
ENSMUSP00000111946	ENSMUSP00000051215
ENSMUSP00000051215	ENSMUSP00000111946
ENSMUSP00000111946	ENSMUSP00000099984
ENSMUSP00000099984	ENSMUSP00000111946
ENSMUSP00000051215	ENSMUSP00000099984
ENSMUSP00000099984	ENSMUSP00000051215
ENSMUSP00000062920	ENSMUSP00000109337
ENSMUSP00000109337	ENSMUSP00000062920
ENSMUSP00000103546	ENSMUSP00000003575
ENSMUSP00000003575	ENSMUSP00000103546
ENSMUSP00000101618	ENSMUSP00000017851
ENSMUSP00000017851	ENSMUSP00000101618
ENSMUSP00000101618	ENSMUSP00000020027
ENSMUSP00000020027	ENSMUSP00000101618
ENSMUSP00000017851	ENSMUSP00000020027
ENSMUSP00000020027	ENSMUSP00000017851
ENSMUSP00000051261	ENSMUSP00000047547
ENSMUSP00000047547	ENSMUSP00000051261
ENSMUSP00000091163	ENSMUSP00000002469
ENSMUSP00000002469	ENSMUSP00000091163
ENSMUSP00000091163	ENSMUSP00000022137
ENSMUSP00000022137	ENSMUSP00000091163
ENSMUSP00000002469	ENSMUSP00000022137
ENSMUSP00000022137	ENSMUSP00000002469
ENSMUSP00000105884	ENSMUSP00000098594
ENSMUSP00000098594	ENSMUSP00000105884
ENSMUSP00000099976	ENSMUSP00000065225
ENSMUSP00000065225	ENSMUSP00000099976
ENSMUSP00000101141	ENSMUSP00000099716
ENSMUSP00000099716	ENSMUSP00000101141
ENSMUSP00000101141	ENSMUSP00000055308
ENSMUSP00000055308	ENSMUSP00000101141
ENSMUSP00000101141	ENSMUSP00000059420
ENSMUSP00000059420	ENSMUSP00000101141
ENSMUSP00000099716	ENSMUSP00000055308
ENSMUSP00000055308	ENSMUSP00000099716
ENSMUSP00000099716	ENSMUSP00000059420
ENSMUSP00000059420	ENSMUSP00000099716
ENSMUSP00000055308	ENSMUSP00000059420
ENSMUSP00000059420	ENSMUSP00000055308
ENSMUSP00000099820	ENSMUSP00000100025
ENSMUSP00000100025	ENSMUSP00000099820
ENSMUSP00000099572	ENSMUSP00000062924
ENSMUSP00000062924	ENSMUSP00000099572
ENSMUSP00000099572	ENSMUSP00000057725
ENSMUSP00000057725	ENSMUSP00000099572
ENSMUSP00000062924	ENSMUSP00000057725
ENSMUSP00000057725	ENSMUSP00000062924
ENSMUSP00000027373	ENSMUSP00000061278
ENSMUSP00000061278	ENSMUSP00000027373
ENSMUSP00000068197	ENSMUSP00000006851
ENSMUSP00000006851	ENSMUSP00000068197
ENSMUSP00000036013	ENSMUSP00000103162
ENSMUSP00000103162	ENSMUSP00000036013
ENSMUSP00000021090	ENSMUSP00000004959
ENSMUSP00000004959	ENSMUSP00000021090
ENSMUSP00000021090	ENSMUSP00000046532
ENSMUSP00000046532	ENSMUSP00000021090
ENSMUSP00000004959	ENSMUSP00000046532
ENSMUSP00000046532	ENSMUSP00000004959
ENSMUSP00000112221	ENSMUSP00000083611
ENSMUSP00000083611	ENSMUSP00000112221
ENSMUSP00000027151	ENSMUSP00000102570
ENSMUSP00000102570	ENSMUSP00000027151
ENSMUSP00000027151	ENSMUSP00000078715
ENSMUSP00000078715	ENSMUSP00000027151
ENSMUSP00000102570	ENSMUSP00000078715
ENSMUSP00000078715	ENSMUSP00000102570
ENSMUSP00000114094	ENSMUSP00000139310
ENSMUSP00000139310	ENSMUSP00000114094
ENSMUSP00000087680	ENSMUSP00000096994
ENSMUSP00000096994	ENSMUSP00000087680
ENSMUSP00000070726	ENSMUSP00000025695
ENSMUSP00000025695	ENSMUSP00000070726
ENSMUSP00000070726	ENSMUSP00000021447
ENSMUSP00000021447	ENSMUSP00000070726
ENSMUSP00000025695	ENSMUSP00000021447
ENSMUSP00000021447	ENSMUSP00000025695
ENSMUSP00000082053	ENSMUSP00000002839
ENSMUSP00000002839	ENSMUSP00000082053
ENSMUSP00000039632	ENSMUSP00000038013
ENSMUSP00000038013	ENSMUSP00000039632
ENSMUSP00000100911	ENSMUSP00000020411
ENSMUSP00000020411	ENSMUSP00000100911
ENSMUSP00000019683	ENSMUSP00000006128
ENSMUSP00000006128	ENSMUSP00000019683
ENSMUSP00000019683	ENSMUSP00000031779
ENSMUSP00000031779	ENSMUSP00000019683
ENSMUSP00000006128	ENSMUSP00000031779
ENSMUSP00000031779	ENSMUSP00000006128
ENSMUSP00000016471	ENSMUSP00000033826
ENSMUSP00000033826	ENSMUSP00000016471
ENSMUSP00000016471	ENSMUSP00000047353
ENSMUSP00000047353	ENSMUSP00000016471
