ENSGALP00000024336	ENSGALP00000006178
ENSGALP00000024602	ENSGALP00000025581
ENSGALP00000025581	ENSGALP00000041590
ENSGALP00000041590	ENSGALP00000025581
ENSGALP00000024602	ENSGALP00000041590
ENSGALP00000041590	ENSGALP00000024602
ENSGALP00000034083	ENSGALP00000008547
ENSGALP00000008547	ENSGALP00000034083
ENSGALP00000025200	ENSGALP00000008787
ENSGALP00000008787	ENSGALP00000025200
ENSGALP00000005517	ENSGALP00000010774
ENSGALP00000010774	ENSGALP00000005517
ENSGALP00000005517	ENSGALP00000041595
ENSGALP00000041595	ENSGALP00000005517
ENSGALP00000010774	ENSGALP00000041595
ENSGALP00000041595	ENSGALP00000010774
ENSGALP00000027991	ENSGALP00000033249
ENSGALP00000033249	ENSGALP00000027991
ENSGALP00000027991	ENSGALP00000041936
ENSGALP00000041936	ENSGALP00000027991
ENSGALP00000027991	ENSGALP00000000223
ENSGALP00000000223	ENSGALP00000027991
ENSGALP00000033249	ENSGALP00000041936
ENSGALP00000041936	ENSGALP00000033249
ENSGALP00000033249	ENSGALP00000000223
ENSGALP00000000223	ENSGALP00000033249
ENSGALP00000041936	ENSGALP00000000223
ENSGALP00000000223	ENSGALP00000041936
ENSGALP00000006462	ENSGALP00000032309
ENSGALP00000032309	ENSGALP00000006462
ENSGALP00000015273	ENSGALP00000003483
ENSGALP00000003483	ENSGALP00000015273
ENSGALP00000043309	ENSGALP00000015251
ENSGALP00000015251	ENSGALP00000043309
ENSGALP00000043309	ENSGALP00000023027
ENSGALP00000023027	ENSGALP00000043309
ENSGALP00000015251	ENSGALP00000023027
ENSGALP00000023027	ENSGALP00000015251
ENSGALP00000043336	ENSGALP00000042407
ENSGALP00000042407	ENSGALP00000043336
ENSGALP00000013449	ENSGALP00000041195
ENSGALP00000041195	ENSGALP00000013449
ENSGALP00000037994	ENSGALP00000020977
ENSGALP00000020977	ENSGALP00000037994
ENSGALP00000041928	ENSGALP00000027543
ENSGALP00000027543	ENSGALP00000041928
ENSGALP00000024461	ENSGALP00000037103
ENSGALP00000037103	ENSGALP00000024461
ENSGALP00000027996	ENSGALP00000025409
ENSGALP00000025409	ENSGALP00000027996
ENSGALP00000027996	ENSGALP00000004574
ENSGALP00000004574	ENSGALP00000027996
ENSGALP00000025409	ENSGALP00000004574
ENSGALP00000004574	ENSGALP00000025409
ENSGALP00000034775	ENSGALP00000025261
ENSGALP00000025261	ENSGALP00000034775
ENSGALP00000038592	ENSGALP00000001365
ENSGALP00000001365	ENSGALP00000038592
ENSGALP00000012240	ENSGALP00000014104
ENSGALP00000014104	ENSGALP00000012240
ENSGALP00000032500	ENSGALP00000021356
ENSGALP00000021356	ENSGALP00000032500
ENSGALP00000032500	ENSGALP00000043046
ENSGALP00000043046	ENSGALP00000032500
ENSGALP00000021356	ENSGALP00000043046
ENSGALP00000043046	ENSGALP00000021356
ENSGALP00000027517	ENSGALP00000023080
ENSGALP00000023080	ENSGALP00000027517
ENSGALP00000009076	ENSGALP00000013225
ENSGALP00000013225	ENSGALP00000009076
ENSGALP00000042157	ENSGALP00000040665
ENSGALP00000040665	ENSGALP00000042157
ENSGALP00000042157	ENSGALP00000041481
ENSGALP00000041481	ENSGALP00000042157
ENSGALP00000040665	ENSGALP00000041481
ENSGALP00000041481	ENSGALP00000040665
ENSGALP00000022304	ENSGALP00000012613
ENSGALP00000012613	ENSGALP00000022304
ENSGALP00000022304	ENSGALP00000001743
ENSGALP00000001743	ENSGALP00000022304
ENSGALP00000012613	ENSGALP00000001743
ENSGALP00000001743	ENSGALP00000012613
ENSGALP00000015531	ENSGALP00000015808
ENSGALP00000015808	ENSGALP00000015531
ENSGALP00000027001	ENSGALP00000009513
ENSGALP00000009513	ENSGALP00000027001
ENSGALP00000027001	ENSGALP00000015965
ENSGALP00000015965	ENSGALP00000027001
ENSGALP00000009513	ENSGALP00000015965
ENSGALP00000015965	ENSGALP00000009513
ENSGALP00000000302	ENSGALP00000042648
ENSGALP00000042648	ENSGALP00000000302
ENSGALP00000017612	ENSGALP00000017617
ENSGALP00000017617	ENSGALP00000017612
ENSGALP00000017612	ENSGALP00000023901
ENSGALP00000023901	ENSGALP00000017612
ENSGALP00000017617	ENSGALP00000023901
ENSGALP00000023901	ENSGALP00000017617
ENSGALP00000013735	ENSGALP00000039792
ENSGALP00000039792	ENSGALP00000013735
ENSGALP00000013735	ENSGALP00000042131
ENSGALP00000042131	ENSGALP00000013735
ENSGALP00000039792	ENSGALP00000042131
ENSGALP00000042131	ENSGALP00000039792
ENSGALP00000024866	ENSGALP00000033981
ENSGALP00000033981	ENSGALP00000024866
ENSGALP00000024866	ENSGALP00000005919
ENSGALP00000005919	ENSGALP00000024866
ENSGALP00000033981	ENSGALP00000005919
ENSGALP00000005919	ENSGALP00000033981
ENSGALP00000010480	ENSGALP00000024366
ENSGALP00000024366	ENSGALP00000010480
ENSGALP00000013389	ENSGALP00000003108
ENSGALP00000003108	ENSGALP00000013389
ENSGALP00000000236	ENSGALP00000041758
ENSGALP00000041758	ENSGALP00000000236
ENSGALP00000000236	ENSGALP00000005918
ENSGALP00000005918	ENSGALP00000000236
ENSGALP00000041758	ENSGALP00000005918
ENSGALP00000005918	ENSGALP00000041758
ENSGALP00000024965	ENSGALP00000024844
ENSGALP00000024844	ENSGALP00000024965
ENSGALP00000024856	ENSGALP00000008990
ENSGALP00000008990	ENSGALP00000024856
ENSGALP00000042108	ENSGALP00000018540
ENSGALP00000018540	ENSGALP00000042108
ENSGALP00000039156	ENSGALP00000021333
ENSGALP00000021333	ENSGALP00000039156
ENSGALP00000039156	ENSGALP00000021927
ENSGALP00000021927	ENSGALP00000039156
ENSGALP00000021333	ENSGALP00000021927
ENSGALP00000021927	ENSGALP00000021333
ENSGALP00000002749	ENSGALP00000029846
ENSGALP00000029846	ENSGALP00000002749
ENSGALP00000012513	ENSGALP00000031452
ENSGALP00000031452	ENSGALP00000012513
ENSGALP00000027572	ENSGALP00000031452
ENSGALP00000031452	ENSGALP00000027572
ENSGALP00000015855	ENSGALP00000006706
ENSGALP00000006706	ENSGALP00000015855
ENSGALP00000015855	ENSGALP00000006708
ENSGALP00000006708	ENSGALP00000015855
ENSGALP00000015855	ENSGALP00000041197
ENSGALP00000041197	ENSGALP00000015855
ENSGALP00000015855	ENSGALP00000042434
ENSGALP00000042434	ENSGALP00000015855
ENSGALP00000006706	ENSGALP00000006708
ENSGALP00000006708	ENSGALP00000006706
ENSGALP00000006706	ENSGALP00000041197
ENSGALP00000041197	ENSGALP00000006706
ENSGALP00000006706	ENSGALP00000042434
ENSGALP00000042434	ENSGALP00000006706
ENSGALP00000006708	ENSGALP00000041197
ENSGALP00000041197	ENSGALP00000006708
ENSGALP00000006708	ENSGALP00000042434
ENSGALP00000042434	ENSGALP00000006708
ENSGALP00000041197	ENSGALP00000042434
ENSGALP00000042434	ENSGALP00000041197
ENSGALP00000014921	ENSGALP00000016865
ENSGALP00000016865	ENSGALP00000014921
ENSGALP00000005562	ENSGALP00000022004
ENSGALP00000022004	ENSGALP00000005562
ENSGALP00000041062	ENSGALP00000038490
ENSGALP00000038490	ENSGALP00000041062
ENSGALP00000034548	ENSGALP00000006699
ENSGALP00000006699	ENSGALP00000034548
ENSGALP00000034548	ENSGALP00000023943
ENSGALP00000023943	ENSGALP00000034548
ENSGALP00000006699	ENSGALP00000023943
ENSGALP00000023943	ENSGALP00000006699
ENSGALP00000022517	ENSGALP00000023842
ENSGALP00000023842	ENSGALP00000022517
ENSGALP00000005320	ENSGALP00000023605
ENSGALP00000023605	ENSGALP00000005320
ENSGALP00000005320	ENSGALP00000042744
ENSGALP00000042744	ENSGALP00000005320
ENSGALP00000023605	ENSGALP00000042744
ENSGALP00000042744	ENSGALP00000023605
ENSGALP00000031642	ENSGALP00000009416
ENSGALP00000009416	ENSGALP00000031642
ENSGALP00000042029	ENSGALP00000000835
ENSGALP00000000835	ENSGALP00000042029
ENSGALP00000024641	ENSGALP00000041822
ENSGALP00000041822	ENSGALP00000024641
ENSGALP00000024641	ENSGALP00000027470
ENSGALP00000027470	ENSGALP00000024641
ENSGALP00000024641	ENSGALP00000009065
ENSGALP00000009065	ENSGALP00000024641
ENSGALP00000041822	ENSGALP00000027470
ENSGALP00000027470	ENSGALP00000041822
ENSGALP00000041822	ENSGALP00000009065
ENSGALP00000009065	ENSGALP00000041822
ENSGALP00000027470	ENSGALP00000009065
ENSGALP00000009065	ENSGALP00000027470
ENSGALP00000036962	ENSGALP00000014081
ENSGALP00000014081	ENSGALP00000036962
ENSGALP00000007825	ENSGALP00000020470
ENSGALP00000020470	ENSGALP00000007825
ENSGALP00000034313	ENSGALP00000012522
ENSGALP00000012522	ENSGALP00000034313
ENSGALP00000034313	ENSGALP00000037969
ENSGALP00000037969	ENSGALP00000034313
ENSGALP00000012522	ENSGALP00000037969
ENSGALP00000037969	ENSGALP00000012522
ENSGALP00000002266	ENSGALP00000008101
ENSGALP00000008101	ENSGALP00000002266
ENSGALP00000042785	ENSGALP00000008859
ENSGALP00000008859	ENSGALP00000042785
ENSGALP00000042785	ENSGALP00000003933
ENSGALP00000003933	ENSGALP00000042785
ENSGALP00000042785	ENSGALP00000011107
ENSGALP00000011107	ENSGALP00000042785
ENSGALP00000008859	ENSGALP00000003933
ENSGALP00000003933	ENSGALP00000008859
ENSGALP00000008859	ENSGALP00000011107
ENSGALP00000011107	ENSGALP00000008859
ENSGALP00000003933	ENSGALP00000011107
ENSGALP00000011107	ENSGALP00000003933
ENSGALP00000020098	ENSGALP00000002654
ENSGALP00000002654	ENSGALP00000020098
ENSGALP00000012993	ENSGALP00000033231
ENSGALP00000033231	ENSGALP00000012993
ENSGALP00000012993	ENSGALP00000019667
ENSGALP00000019667	ENSGALP00000012993
ENSGALP00000033231	ENSGALP00000019667
ENSGALP00000019667	ENSGALP00000033231
ENSGALP00000036774	ENSGALP00000028232
ENSGALP00000028232	ENSGALP00000036774
ENSGALP00000036774	ENSGALP00000005132
ENSGALP00000005132	ENSGALP00000036774
ENSGALP00000028232	ENSGALP00000005132
ENSGALP00000005132	ENSGALP00000028232
ENSGALP00000004578	ENSGALP00000000815
ENSGALP00000000815	ENSGALP00000004578
ENSGALP00000004578	ENSGALP00000043277
ENSGALP00000043277	ENSGALP00000004578
ENSGALP00000000815	ENSGALP00000043277
ENSGALP00000043277	ENSGALP00000000815
ENSGALP00000034605	ENSGALP00000011094
ENSGALP00000011094	ENSGALP00000034605
ENSGALP00000002380	ENSGALP00000020754
ENSGALP00000020754	ENSGALP00000002380
ENSGALP00000015963	ENSGALP00000019298
ENSGALP00000019298	ENSGALP00000015963
ENSGALP00000018352	ENSGALP00000013883
ENSGALP00000013883	ENSGALP00000018352
ENSGALP00000019672	ENSGALP00000018684
ENSGALP00000018684	ENSGALP00000019672
ENSGALP00000016641	ENSGALP00000010319
ENSGALP00000010319	ENSGALP00000016641
ENSGALP00000038293	ENSGALP00000027108
ENSGALP00000027108	ENSGALP00000038293
ENSGALP00000038293	ENSGALP00000004355
ENSGALP00000004355	ENSGALP00000038293
ENSGALP00000038293	ENSGALP00000024537
ENSGALP00000024537	ENSGALP00000038293
ENSGALP00000027108	ENSGALP00000004355
ENSGALP00000004355	ENSGALP00000027108
ENSGALP00000027108	ENSGALP00000024537
ENSGALP00000024537	ENSGALP00000027108
ENSGALP00000004355	ENSGALP00000024537
ENSGALP00000024537	ENSGALP00000004355
ENSGALP00000000945	ENSGALP00000020619
ENSGALP00000020619	ENSGALP00000000945
ENSGALP00000000945	ENSGALP00000012917
ENSGALP00000012917	ENSGALP00000000945
ENSGALP00000000945	ENSGALP00000005357
ENSGALP00000005357	ENSGALP00000000945
ENSGALP00000020619	ENSGALP00000012917
ENSGALP00000012917	ENSGALP00000020619
ENSGALP00000020619	ENSGALP00000005357
ENSGALP00000005357	ENSGALP00000020619
ENSGALP00000012917	ENSGALP00000005357
ENSGALP00000005357	ENSGALP00000012917
ENSGALP00000027233	ENSGALP00000009728
ENSGALP00000009728	ENSGALP00000027233
ENSGALP00000027233	ENSGALP00000009265
ENSGALP00000009265	ENSGALP00000027233
ENSGALP00000009728	ENSGALP00000009265
ENSGALP00000009265	ENSGALP00000009728
ENSGALP00000006511	ENSGALP00000025754
ENSGALP00000025754	ENSGALP00000006511
ENSGALP00000002095	ENSGALP00000009365
ENSGALP00000009365	ENSGALP00000002095
ENSGALP00000002095	ENSGALP00000041111
ENSGALP00000041111	ENSGALP00000002095
ENSGALP00000009365	ENSGALP00000041111
ENSGALP00000041111	ENSGALP00000009365
ENSGALP00000017275	ENSGALP00000033266
ENSGALP00000033266	ENSGALP00000017275
ENSGALP00000018837	ENSGALP00000009617
ENSGALP00000009617	ENSGALP00000018837
ENSGALP00000014547	ENSGALP00000041518
ENSGALP00000041518	ENSGALP00000014547
ENSGALP00000041263	ENSGALP00000012335
ENSGALP00000012335	ENSGALP00000041263
ENSGALP00000041263	ENSGALP00000023648
ENSGALP00000023648	ENSGALP00000041263
ENSGALP00000012335	ENSGALP00000023648
ENSGALP00000023648	ENSGALP00000012335
ENSGALP00000004458	ENSGALP00000033003
ENSGALP00000033003	ENSGALP00000004458
ENSGALP00000008060	ENSGALP00000005756
ENSGALP00000005756	ENSGALP00000008060
ENSGALP00000002077	ENSGALP00000023538
ENSGALP00000023538	ENSGALP00000002077
ENSGALP00000023265	ENSGALP00000008830
ENSGALP00000008830	ENSGALP00000023265
ENSGALP00000023265	ENSGALP00000034600
ENSGALP00000034600	ENSGALP00000023265
ENSGALP00000008830	ENSGALP00000034600
ENSGALP00000034600	ENSGALP00000008830
ENSGALP00000028780	ENSGALP00000041027
ENSGALP00000041027	ENSGALP00000028780
ENSGALP00000015296	ENSGALP00000013904
ENSGALP00000013904	ENSGALP00000015296
ENSGALP00000005157	ENSGALP00000038512
ENSGALP00000038512	ENSGALP00000005157
ENSGALP00000004240	ENSGALP00000021351
ENSGALP00000021351	ENSGALP00000004240
ENSGALP00000027228	ENSGALP00000019052
ENSGALP00000019052	ENSGALP00000027228
ENSGALP00000024751	ENSGALP00000010887
ENSGALP00000010887	ENSGALP00000024751
ENSGALP00000001319	ENSGALP00000024840
ENSGALP00000024840	ENSGALP00000001319
ENSGALP00000001319	ENSGALP00000009095
ENSGALP00000009095	ENSGALP00000001319
ENSGALP00000024840	ENSGALP00000009095
ENSGALP00000009095	ENSGALP00000024840
ENSGALP00000041662	ENSGALP00000014300
ENSGALP00000014300	ENSGALP00000041662
ENSGALP00000027704	ENSGALP00000022752
ENSGALP00000022752	ENSGALP00000027704
ENSGALP00000014225	ENSGALP00000032098
ENSGALP00000032098	ENSGALP00000014225
ENSGALP00000014225	ENSGALP00000037357
ENSGALP00000037357	ENSGALP00000014225
ENSGALP00000015101	ENSGALP00000032098
ENSGALP00000032098	ENSGALP00000015101
ENSGALP00000015101	ENSGALP00000037357
ENSGALP00000037357	ENSGALP00000015101
ENSGALP00000020572	ENSGALP00000016460
ENSGALP00000016460	ENSGALP00000020572
ENSGALP00000024292	ENSGALP00000018497
ENSGALP00000018497	ENSGALP00000024292
ENSGALP00000043105	ENSGALP00000013280
ENSGALP00000013280	ENSGALP00000043105
ENSGALP00000034026	ENSGALP00000013280
ENSGALP00000013280	ENSGALP00000034026
ENSGALP00000026284	ENSGALP00000021580
ENSGALP00000021580	ENSGALP00000026284
ENSGALP00000026284	ENSGALP00000015774
ENSGALP00000015774	ENSGALP00000026284
ENSGALP00000021580	ENSGALP00000015774
ENSGALP00000015774	ENSGALP00000021580
ENSGALP00000004425	ENSGALP00000016118
ENSGALP00000016118	ENSGALP00000004425
ENSGALP00000003489	ENSGALP00000023430
ENSGALP00000023430	ENSGALP00000003489
ENSGALP00000032950	ENSGALP00000023298
ENSGALP00000023298	ENSGALP00000032950
ENSGALP00000027168	ENSGALP00000017323
ENSGALP00000017323	ENSGALP00000027168
ENSGALP00000026865	ENSGALP00000003759
ENSGALP00000003759	ENSGALP00000026865
ENSGALP00000026865	ENSGALP00000043082
ENSGALP00000043082	ENSGALP00000026865
ENSGALP00000026865	ENSGALP00000012451
ENSGALP00000012451	ENSGALP00000026865
ENSGALP00000026865	ENSGALP00000030899
ENSGALP00000030899	ENSGALP00000026865
ENSGALP00000003759	ENSGALP00000043082
ENSGALP00000043082	ENSGALP00000003759
ENSGALP00000003759	ENSGALP00000012451
ENSGALP00000012451	ENSGALP00000003759
ENSGALP00000003759	ENSGALP00000030899
ENSGALP00000030899	ENSGALP00000003759
ENSGALP00000043082	ENSGALP00000012451
ENSGALP00000012451	ENSGALP00000043082
ENSGALP00000043082	ENSGALP00000030899
ENSGALP00000030899	ENSGALP00000043082
ENSGALP00000012451	ENSGALP00000030899
ENSGALP00000030899	ENSGALP00000012451
ENSGALP00000027185	ENSGALP00000027192
ENSGALP00000027192	ENSGALP00000027185
ENSGALP00000027185	ENSGALP00000032767
ENSGALP00000032767	ENSGALP00000027185
ENSGALP00000027192	ENSGALP00000032767
ENSGALP00000032767	ENSGALP00000027192
ENSGALP00000020164	ENSGALP00000017421
ENSGALP00000017421	ENSGALP00000020164
ENSGALP00000036750	ENSGALP00000041385
ENSGALP00000041385	ENSGALP00000036750
ENSGALP00000020886	ENSGALP00000003066
ENSGALP00000003066	ENSGALP00000020886
ENSGALP00000020886	ENSGALP00000009567
ENSGALP00000009567	ENSGALP00000020886
ENSGALP00000003066	ENSGALP00000009567
ENSGALP00000009567	ENSGALP00000003066
ENSGALP00000009239	ENSGALP00000035646
ENSGALP00000035646	ENSGALP00000009239
ENSGALP00000009239	ENSGALP00000038337
ENSGALP00000038337	ENSGALP00000009239
ENSGALP00000035646	ENSGALP00000038337
ENSGALP00000038337	ENSGALP00000035646
ENSGALP00000040858	ENSGALP00000041186
ENSGALP00000041186	ENSGALP00000040858
ENSGALP00000043074	ENSGALP00000010287
ENSGALP00000010287	ENSGALP00000043074
ENSGALP00000043074	ENSGALP00000016960
ENSGALP00000016960	ENSGALP00000043074
ENSGALP00000010287	ENSGALP00000016960
ENSGALP00000016960	ENSGALP00000010287
ENSGALP00000029287	ENSGALP00000014974
ENSGALP00000014974	ENSGALP00000029287
ENSGALP00000041184	ENSGALP00000042248
ENSGALP00000042248	ENSGALP00000041184
ENSGALP00000012417	ENSGALP00000025873
ENSGALP00000025873	ENSGALP00000012417
ENSGALP00000041400	ENSGALP00000018106
ENSGALP00000018106	ENSGALP00000041400
ENSGALP00000003737	ENSGALP00000023398
ENSGALP00000023398	ENSGALP00000003737
ENSGALP00000013585	ENSGALP00000032149
ENSGALP00000032149	ENSGALP00000013585
ENSGALP00000042206	ENSGALP00000024947
ENSGALP00000024947	ENSGALP00000042206
ENSGALP00000010537	ENSGALP00000023468
ENSGALP00000023468	ENSGALP00000010537
ENSGALP00000007035	ENSGALP00000002580
ENSGALP00000002580	ENSGALP00000007035
ENSGALP00000007035	ENSGALP00000041725
ENSGALP00000041725	ENSGALP00000007035
ENSGALP00000002580	ENSGALP00000041725
ENSGALP00000041725	ENSGALP00000002580
ENSGALP00000022809	ENSGALP00000001525
ENSGALP00000001525	ENSGALP00000022809
ENSGALP00000013815	ENSGALP00000041968
ENSGALP00000041968	ENSGALP00000013815
ENSGALP00000036709	ENSGALP00000008660
ENSGALP00000008660	ENSGALP00000036709
ENSGALP00000026423	ENSGALP00000020661
ENSGALP00000020661	ENSGALP00000026423
ENSGALP00000026423	ENSGALP00000018654
ENSGALP00000018654	ENSGALP00000026423
ENSGALP00000020661	ENSGALP00000018654
ENSGALP00000018654	ENSGALP00000020661
ENSGALP00000014576	ENSGALP00000043110
ENSGALP00000043110	ENSGALP00000014576
ENSGALP00000014576	ENSGALP00000026552
ENSGALP00000026552	ENSGALP00000014576
ENSGALP00000014576	ENSGALP00000027645
ENSGALP00000027645	ENSGALP00000014576
ENSGALP00000043110	ENSGALP00000026552
ENSGALP00000026552	ENSGALP00000043110
ENSGALP00000043110	ENSGALP00000027645
ENSGALP00000027645	ENSGALP00000043110
ENSGALP00000026552	ENSGALP00000027645
ENSGALP00000027645	ENSGALP00000026552
ENSGALP00000007837	ENSGALP00000026729
ENSGALP00000026729	ENSGALP00000007837
ENSGALP00000008105	ENSGALP00000002881
ENSGALP00000002881	ENSGALP00000008105
ENSGALP00000002611	ENSGALP00000018643
ENSGALP00000018643	ENSGALP00000002611
ENSGALP00000002611	ENSGALP00000018636
ENSGALP00000018636	ENSGALP00000002611
ENSGALP00000018643	ENSGALP00000018636
ENSGALP00000018636	ENSGALP00000018643
ENSGALP00000008916	ENSGALP00000008910
ENSGALP00000008910	ENSGALP00000008916
ENSGALP00000007510	ENSGALP00000012019
ENSGALP00000012019	ENSGALP00000007510
ENSGALP00000039779	ENSGALP00000015909
ENSGALP00000015909	ENSGALP00000039779
ENSGALP00000040646	ENSGALP00000030045
ENSGALP00000030045	ENSGALP00000040646
ENSGALP00000040646	ENSGALP00000038439
ENSGALP00000038439	ENSGALP00000040646
ENSGALP00000040646	ENSGALP00000041219
ENSGALP00000041219	ENSGALP00000040646
ENSGALP00000040646	ENSGALP00000042380
ENSGALP00000042380	ENSGALP00000040646
ENSGALP00000030045	ENSGALP00000038439
ENSGALP00000038439	ENSGALP00000030045
ENSGALP00000030045	ENSGALP00000041219
ENSGALP00000041219	ENSGALP00000030045
ENSGALP00000030045	ENSGALP00000042380
ENSGALP00000042380	ENSGALP00000030045
ENSGALP00000038439	ENSGALP00000041219
ENSGALP00000041219	ENSGALP00000038439
ENSGALP00000038439	ENSGALP00000042380
ENSGALP00000042380	ENSGALP00000038439
ENSGALP00000041219	ENSGALP00000042380
ENSGALP00000042380	ENSGALP00000041219
ENSGALP00000040736	ENSGALP00000023875
ENSGALP00000023875	ENSGALP00000040736
ENSGALP00000040736	ENSGALP00000041478
ENSGALP00000041478	ENSGALP00000040736
ENSGALP00000023875	ENSGALP00000041478
ENSGALP00000041478	ENSGALP00000023875
ENSGALP00000023702	ENSGALP00000016453
ENSGALP00000016453	ENSGALP00000023702
ENSGALP00000030451	ENSGALP00000005923
ENSGALP00000005923	ENSGALP00000030451
ENSGALP00000030451	ENSGALP00000012696
ENSGALP00000012696	ENSGALP00000030451
ENSGALP00000005923	ENSGALP00000012696
ENSGALP00000012696	ENSGALP00000005923
ENSGALP00000013998	ENSGALP00000031347
ENSGALP00000031347	ENSGALP00000013998
ENSGALP00000042154	ENSGALP00000030639
ENSGALP00000030639	ENSGALP00000042154
ENSGALP00000010839	ENSGALP00000042693
ENSGALP00000042693	ENSGALP00000010839
ENSGALP00000024331	ENSGALP00000001085
ENSGALP00000001085	ENSGALP00000024331
ENSGALP00000024331	ENSGALP00000033875
ENSGALP00000033875	ENSGALP00000024331
ENSGALP00000001085	ENSGALP00000033875
ENSGALP00000033875	ENSGALP00000001085
ENSGALP00000015935	ENSGALP00000016790
ENSGALP00000016790	ENSGALP00000015935
ENSGALP00000008475	ENSGALP00000022816
ENSGALP00000022816	ENSGALP00000008475
ENSGALP00000021578	ENSGALP00000015748
ENSGALP00000015748	ENSGALP00000021578
ENSGALP00000036814	ENSGALP00000042025
ENSGALP00000042025	ENSGALP00000036814
ENSGALP00000020270	ENSGALP00000005249
ENSGALP00000005249	ENSGALP00000020270
ENSGALP00000020270	ENSGALP00000033602
ENSGALP00000033602	ENSGALP00000020270
ENSGALP00000005249	ENSGALP00000033602
ENSGALP00000033602	ENSGALP00000005249
ENSGALP00000014482	ENSGALP00000012888
ENSGALP00000012888	ENSGALP00000014482
ENSGALP00000006693	ENSGALP00000006692
ENSGALP00000006692	ENSGALP00000006693
ENSGALP00000006693	ENSGALP00000042082
ENSGALP00000042082	ENSGALP00000006693
ENSGALP00000006693	ENSGALP00000014035
ENSGALP00000014035	ENSGALP00000006693
ENSGALP00000006692	ENSGALP00000042082
ENSGALP00000042082	ENSGALP00000006692
ENSGALP00000006692	ENSGALP00000014035
ENSGALP00000014035	ENSGALP00000006692
ENSGALP00000042082	ENSGALP00000014035
ENSGALP00000014035	ENSGALP00000042082
ENSGALP00000001898	ENSGALP00000003967
