SINCAM012787	SINCAM922661
SINCAM002961	SINCAM922433
SINCAM922866	SINCAM000897
SINCAM004650	SINCAM922586
SINCAM922274	SINCAM010649
SINCAM922355	SINCAM920530
SINCAM005596	SINCAM009653
SINCAM003077	SINCAM002520
SINCAM000009	SINCAM004883
SINCAM003660	SINCAM900140
SINCAM004542	SINCAM015028
SINCAM923177	SINCAM017873
SINCAM014619	SINCAM011927
SINCAM015388	SINCAM015581
SINCAM002567	SINCAM921121
SINCAM900088	SINCAM012954
SINCAM923005	SINCAM014570
SINCAM001063	SINCAM900143
SINCAM008876	SINCAM003197
SINCAM015556	SINCAM015319
SINCAM003302	SINCAM011407
SINCAM921930	SINCAM004427
SINCAM004803	SINCAM007823
SINCAM011132	SINCAM014797
SINCAM006873	SINCAM014369
SINCAM922350	SINCAM014250
SINCAM010835	SINCAM921908
SINCAM923064	SINCAM015647
SINCAM012245	SINCAM015645
SINCAM014397	SINCAM007090
SINCAM012068	SINCAM002675
SINCAM013472	SINCAM006519
SINCAM014966	SINCAM015843
SINCAM921392	SINCAM921393
SINCAM015007	SINCAM014570
SINCAM012357	SINCAM921003
SINCAM012621	SINCAM016368
SINCAM003277	SINCAM002977
SINCAM921218	SINCAM012363
SINCAM015515	SINCAM015513
SINCAM013035	SINCAM013117
SINCAM011760	SINCAM004880
SINCAM001230	SINCAM002187
SINCAM012003	SINCAM016569
SINCAM921314	SINCAM921315
SINCAM005741	SINCAM011563
SINCAM002068	SINCAM006392
SINCAM006580	SINCAM922600
SINCAM015780	SINCAM922688
SINCAM921794	SINCAM921759
SINCAM015289	SINCAM014570
SINCAM921126	SINCAM002346
SINCAM900097	SINCAM012968
SINCAM013201	SINCAM013130
SINCAM005549	SINCAM009643
SINCAM921292	SINCAM921961
SINCAM921610	SINCAM014204
SINCAM015728	SINCAM013016
SINCAM920767	SINCAM922418
SINCAM015384	SINCAM014570
SINCAM000548	SINCAM004836
SINCAM922943	SINCAM922308
SINCAM922384	SINCAM010529
SINCAM006516	SINCAM002216
SINCAM009991	SINCAM000076
SINCAM014564	SINCAM014570
SINCAM013899	SINCAM004209
SINCAM012698	SINCAM920697
SINCAM921761	SINCAM007914
SINCAM004253	SINCAM014927
SINCAM004495	SINCAM010767
SINCAM015559	SINCAM015323
SINCAM010125	SINCAM006853
SINCAM013388	SINCAM006728
SINCAM000081	SINCAM007754
SINCAM014270	SINCAM007019
SINCAM921648	SINCAM003793
SINCAM006264	SINCAM922639
SINCAM920615	SINCAM005054
SINCAM014441	SINCAM002300
SINCAM002729	SINCAM002926
SINCAM010453	SINCAM002658
SINCAM009201	SINCAM009062
SINCAM003563	SINCAM003561
SINCAM921009	SINCAM009639
SINCAM015982	SINCAM922489
SINCAM002502	SINCAM003142
SINCAM005668	SINCAM012042
SINCAM001226	SINCAM013186
SINCAM000987	SINCAM012763
SINCAM007735	SINCAM008813
SINCAM006902	SINCAM000240
SINCAM007756	SINCAM014541
SINCAM018048	SINCAM009358
SINCAM007401	SINCAM015411
SINCAM008294	SINCAM000240
SINCAM922413	SINCAM002038
SINCAM018090	SINCAM014622
SINCAM004240	SINCAM003223
SINCAM922220	SINCAM006689
SINCAM013534	SINCAM000080
SINCAM900037	SINCAM922985
SINCAM920455	SINCAM004773
SINCAM014604	SINCAM017494
SINCAM015071	SINCAM006382
SINCAM008958	SINCAM004655
SINCAM921591	SINCAM002171
SINCAM012489	SINCAM012392
SINCAM017028	SINCAM922892
SINCAM004630	SINCAM002658
SINCAM010879	SINCAM004521
SINCAM011983	SINCAM002746
SINCAM006153	SINCAM009790
SINCAM007497	SINCAM014102
SINCAM921894	SINCAM000847
SINCAM016005	SINCAM015020
SINCAM014091	SINCAM900128
SINCAM006378	SINCAM014102
SINCAM010701	SINCAM009932
SINCAM001569	SINCAM006510
SINCAM922164	SINCAM005792
SINCAM006337	SINCAM002120
SINCAM009338	SINCAM009128
SINCAM015777	SINCAM017522
SINCAM900166	SINCAM003175
SINCAM016233	SINCAM007605
SINCAM013230	SINCAM001373
SINCAM002452	SINCAM013308
SINCAM015529	SINCAM007400
SINCAM002219	SINCAM001710
SINCAM006350	SINCAM002140
SINCAM010256	SINCAM010230
SINCAM005311	SINCAM012304
SINCAM012698	SINCAM010013
SINCAM006510	SINCAM001569
SINCAM001691	SINCAM011342
SINCAM922399	SINCAM922330
SINCAM007402	SINCAM015934
SINCAM009788	SINCAM921931
SINCAM000002	SINCAM922337
SINCAM006107	SINCAM012075
SINCAM004919	SINCAM000481
SINCAM008277	SINCAM017602
SINCAM010107	SINCAM006836
SINCAM003338	SINCAM921314
SINCAM003398	SINCAM008540
SINCAM921611	SINCAM921610
SINCAM006801	SINCAM002787
SINCAM015579	SINCAM014587
SINCAM010906	SINCAM004651
SINCAM921543	SINCAM922762
SINCAM014542	SINCAM007756
SINCAM921472	SINCAM921338
SINCAM002602	SINCAM010412
SINCAM921943	SINCAM921340
SINCAM005501	SINCAM920601
SINCAM000497	SINCAM004867
SINCAM900112	SINCAM001358
SINCAM003921	SINCAM008316
SINCAM000846	SINCAM015991
SINCAM920486	SINCAM004310
SINCAM006968	SINCAM000204
SINCAM014594	SINCAM014589
SINCAM001743	SINCAM009437
SINCAM009788	SINCAM004427
SINCAM008635	SINCAM920987
SINCAM006629	SINCAM002199
SINCAM920799	SINCAM921778
SINCAM014996	SINCAM003863
SINCAM921953	SINCAM008574
SINCAM014838	SINCAM012281
SINCAM002395	SINCAM002889
SINCAM002016	SINCAM009527
SINCAM007579	SINCAM014404
SINCAM008330	SINCAM003446
SINCAM015038	SINCAM016004
SINCAM005164	SINCAM922850
SINCAM013731	SINCAM009062
SINCAM010195	SINCAM004704
SINCAM920549	SINCAM012865
SINCAM014180	SINCAM006577
SINCAM006436	SINCAM013532
SINCAM010803	SINCAM000289
SINCAM009455	SINCAM004031
SINCAM006264	SINCAM010550
SINCAM015155	SINCAM005636
SINCAM012240	SINCAM009639
SINCAM007214	SINCAM010156
SINCAM921475	SINCAM008910
SINCAM012577	SINCAM921139
SINCAM000429	SINCAM009788
SINCAM015892	SINCAM014568
SINCAM008984	SINCAM002653
SINCAM013773	SINCAM009350
SINCAM000609	SINCAM010001
SINCAM014084	SINCAM013318
SINCAM011228	SINCAM012506
SINCAM010038	SINCAM000032
SINCAM009383	SINCAM010855
SINCAM920481	SINCAM000158
SINCAM002870	SINCAM009012
SINCAM012176	SINCAM002444
SINCAM922134	SINCAM922887
SINCAM009265	SINCAM010981
SINCAM009096	SINCAM921752
SINCAM010822	SINCAM004380
SINCAM015410	SINCAM006273
SINCAM000859	SINCAM014720
SINCAM010991	SINCAM003351
SINCAM002454	SINCAM010170
SINCAM002539	SINCAM003203
SINCAM015359	SINCAM015516
SINCAM921730	SINCAM008903
SINCAM017601	SINCAM003511
SINCAM013443	SINCAM922556
SINCAM012741	SINCAM000891
SINCAM009245	SINCAM009247
SINCAM921355	SINCAM921354
SINCAM013003	SINCAM005460
SINCAM015185	SINCAM015647
SINCAM015997	SINCAM005219
SINCAM920795	SINCAM921768
SINCAM014590	SINCAM014591
SINCAM010101	SINCAM000670
SINCAM005416	SINCAM000901
SINCAM000686	SINCAM009029
SINCAM013951	SINCAM004600
SINCAM010365	SINCAM001908
SINCAM010245	SINCAM010254
SINCAM003948	SINCAM016376
SINCAM001933	SINCAM010358
SINCAM923057	SINCAM923177
SINCAM017991	SINCAM014632
SINCAM001861	SINCAM922082
SINCAM002326	SINCAM012043
SINCAM010493	SINCAM002462
SINCAM006964	SINCAM011714
SINCAM007119	SINCAM002977
SINCAM004500	SINCAM921328
SINCAM012331	SINCAM012350
SINCAM015375	SINCAM015398
SINCAM920591	SINCAM922585
SINCAM010140	SINCAM007199
SINCAM921292	SINCAM922330
SINCAM922625	SINCAM001729
SINCAM000785	SINCAM006309
SINCAM014568	SINCAM008443
SINCAM009019	SINCAM003187
SINCAM000522	SINCAM009934
SINCAM921197	SINCAM008064
SINCAM005873	SINCAM011476
SINCAM006678	SINCAM013434
SINCAM008851	SINCAM007392
SINCAM009537	SINCAM000358
SINCAM920804	SINCAM922429
SINCAM922155	SINCAM005708
SINCAM001528	SINCAM006424
SINCAM016175	SINCAM001384
SINCAM922805	SINCAM920547
SINCAM005940	SINCAM005941
SINCAM011865	SINCAM921619
SINCAM004721	SINCAM000307
SINCAM922808	SINCAM009993
SINCAM923029	SINCAM015908
SINCAM922091	SINCAM011942
SINCAM009585	SINCAM005700
SINCAM006002	SINCAM009211
SINCAM007848	SINCAM017317
SINCAM900030	SINCAM001422
SINCAM002092	SINCAM004552
SINCAM012073	SINCAM000902
SINCAM010061	SINCAM014298
SINCAM001502	SINCAM006796
SINCAM013802	SINCAM000875
SINCAM007370	SINCAM008700
SINCAM004350	SINCAM004351
SINCAM015973	SINCAM001502
SINCAM012168	SINCAM922162
SINCAM010175	SINCAM000456
SINCAM900024	SINCAM001086
SINCAM010895	SINCAM004546
SINCAM921973	SINCAM004508
SINCAM009753	SINCAM009210
SINCAM921234	SINCAM008093
SINCAM009947	SINCAM000025
SINCAM921870	SINCAM016115
SINCAM007210	SINCAM009231
SINCAM008794	SINCAM002425
SINCAM006624	SINCAM013499
SINCAM004654	SINCAM008957
SINCAM004731	SINCAM010895
SINCAM014184	SINCAM006354
SINCAM007248	SINCAM011959
SINCAM009627	SINCAM015228
SINCAM009639	SINCAM921009
SINCAM008957	SINCAM004654
SINCAM014836	SINCAM011318
SINCAM001037	SINCAM013050
SINCAM923058	SINCAM923068
SINCAM922919	SINCAM016267
SINCAM015568	SINCAM921891
SINCAM920903	SINCAM004841
SINCAM009053	SINCAM010825
SINCAM001531	SINCAM000661
SINCAM006929	SINCAM000390
SINCAM007392	SINCAM008849
SINCAM922478	SINCAM900143
SINCAM014589	SINCAM004228
SINCAM010854	SINCAM004504
SINCAM001310	SINCAM013193
SINCAM012710	SINCAM000974
SINCAM009147	SINCAM015281
SINCAM008236	SINCAM007521
SINCAM009065	SINCAM922238
SINCAM012830	SINCAM012414
SINCAM014285	SINCAM007011
SINCAM014688	SINCAM007941
SINCAM014931	SINCAM923068
SINCAM923143	SINCAM015859
SINCAM010461	SINCAM005030
SINCAM008327	SINCAM003585
SINCAM010461	SINCAM000931
SINCAM005772	SINCAM922221
SINCAM007433	SINCAM000261
SINCAM010899	SINCAM004721
SINCAM010721	SINCAM004382
SINCAM921456	SINCAM008767
SINCAM009112	SINCAM013832
SINCAM014936	SINCAM923049
SINCAM921197	SINCAM014977
SINCAM015638	SINCAM009358
SINCAM005363	SINCAM002395
SINCAM009900	SINCAM006211
SINCAM015771	SINCAM013534
SINCAM013607	SINCAM013608
SINCAM922462	SINCAM005108
SINCAM001955	SINCAM016214
SINCAM014157	SINCAM005547
SINCAM015375	SINCAM015403
SINCAM009503	SINCAM921288
SINCAM012376	SINCAM007356
SINCAM014693	SINCAM015844
SINCAM922251	SINCAM005648
SINCAM008447	SINCAM003885
SINCAM013731	SINCAM009488
SINCAM003238	SINCAM013688
SINCAM014964	SINCAM004028
SINCAM014251	SINCAM007048
SINCAM006763	SINCAM002134
SINCAM004455	SINCAM004451
SINCAM001826	SINCAM010383
SINCAM923136	SINCAM014570
SINCAM003928	SINCAM921440
SINCAM000333	SINCAM000339
SINCAM922366	SINCAM007132
SINCAM922218	SINCAM014314
SINCAM007162	SINCAM000327
SINCAM923165	SINCAM923143
SINCAM922376	SINCAM004841
SINCAM923009	SINCAM921822
SINCAM015321	SINCAM922721
SINCAM006345	SINCAM006343
SINCAM014570	SINCAM015420
SINCAM920943	SINCAM009856
SINCAM013123	SINCAM001234
SINCAM015509	SINCAM922941
SINCAM008431	SINCAM008426
SINCAM011482	SINCAM008257
SINCAM005081	SINCAM005080
SINCAM921732	SINCAM014623
SINCAM002263	SINCAM015707
SINCAM921935	SINCAM006127
SINCAM015430	SINCAM002401
SINCAM011565	SINCAM002960
SINCAM009458	SINCAM003205
SINCAM011482	SINCAM921024
SINCAM004735	SINCAM010895
SINCAM015354	SINCAM016843
SINCAM009079	SINCAM921506
SINCAM004615	SINCAM004139
SINCAM014479	SINCAM005460
SINCAM009290	SINCAM009492
SINCAM003316	SINCAM011020
SINCAM011836	SINCAM002802
SINCAM013485	SINCAM006684
SINCAM922398	SINCAM001871
SINCAM923069	SINCAM002260
SINCAM005295	SINCAM921471
SINCAM922055	SINCAM922408
SINCAM006808	SINCAM016214
SINCAM000306	SINCAM004926
SINCAM009358	SINCAM015284
SINCAM015245	SINCAM014570
SINCAM009011	SINCAM922400
SINCAM009127	SINCAM009337
SINCAM005623	SINCAM012344
SINCAM001174	SINCAM013059
SINCAM015179	SINCAM014570
SINCAM007402	SINCAM015632
SINCAM004794	SINCAM900251
SINCAM008274	SINCAM009613
SINCAM009619	SINCAM010157
SINCAM006431	SINCAM005310
SINCAM014344	SINCAM006945
SINCAM014615	SINCAM014579
SINCAM010420	SINCAM002619
SINCAM009825	SINCAM006035
SINCAM015783	SINCAM006428
SINCAM922982	SINCAM015527
SINCAM923085	SINCAM923016
SINCAM922264	SINCAM008546
SINCAM009975	SINCAM922823
SINCAM006796	SINCAM013561
SINCAM012103	SINCAM920988
SINCAM011983	SINCAM011981
SINCAM008342	SINCAM003794
SINCAM011563	SINCAM005741
SINCAM015591	SINCAM011303
SINCAM011370	SINCAM922722
SINCAM013441	SINCAM007385
SINCAM012384	SINCAM012386
SINCAM009446	SINCAM009443
SINCAM014348	SINCAM000379
SINCAM008279	SINCAM011354
SINCAM006004	SINCAM012328
SINCAM900075	SINCAM014740
SINCAM014570	SINCAM015904
SINCAM921582	SINCAM014048
SINCAM014045	SINCAM006566
SINCAM923025	SINCAM923047
SINCAM014350	SINCAM006932
SINCAM015070	SINCAM014568
SINCAM004599	SINCAM012920
SINCAM922668	SINCAM920433
SINCAM015396	SINCAM013995
SINCAM006293	SINCAM014173
SINCAM923043	SINCAM014696
SINCAM001009	SINCAM900094
SINCAM922829	SINCAM921810
SINCAM011452	SINCAM922209
SINCAM011001	SINCAM921316
SINCAM010905	SINCAM014017
SINCAM007409	SINCAM007398
SINCAM017526	SINCAM001977
SINCAM010658	SINCAM000336
SINCAM008262	SINCAM003290
SINCAM922779	SINCAM011545
SINCAM001876	SINCAM920688
SINCAM003258	SINCAM921336
SINCAM015652	SINCAM017724
SINCAM006162	SINCAM009801
SINCAM015478	SINCAM015354
SINCAM010992	SINCAM003353
SINCAM004669	SINCAM000586
SINCAM015529	SINCAM007395
SINCAM005336	SINCAM015630
SINCAM921532	SINCAM010098
SINCAM900075	SINCAM922660
SINCAM004371	SINCAM921757
SINCAM002646	SINCAM921741
SINCAM009132	SINCAM009547
SINCAM010845	SINCAM004518
SINCAM922295	SINCAM004413
SINCAM010264	SINCAM000504
SINCAM011794	SINCAM002471
SINCAM004747	SINCAM009457
SINCAM004107	SINCAM008574
SINCAM007755	SINCAM005129
SINCAM004252	SINCAM003236
SINCAM008418	SINCAM008172
SINCAM006967	SINCAM003382
SINCAM006799	SINCAM000179
SINCAM005656	SINCAM012356
SINCAM920836	SINCAM000869
SINCAM004323	SINCAM010927
SINCAM005108	SINCAM920569
SINCAM014570	SINCAM015185
SINCAM006356	SINCAM014186
SINCAM015392	SINCAM007402
SINCAM008606	SINCAM007375
SINCAM008851	SINCAM010725
SINCAM004365	SINCAM003225
SINCAM013633	SINCAM013635
SINCAM016600	SINCAM015527
SINCAM012437	SINCAM014820
SINCAM003481	SINCAM005577
SINCAM004001	SINCAM014992
SINCAM016909	SINCAM014026
SINCAM001819	SINCAM001876
SINCAM017493	SINCAM014604
SINCAM006057	SINCAM006050
SINCAM004590	SINCAM009397
SINCAM014695	SINCAM014651
SINCAM921756	SINCAM010992
SINCAM008539	SINCAM008542
SINCAM015306	SINCAM014570
SINCAM008942	SINCAM008806
SINCAM014579	SINCAM015588
SINCAM922363	SINCAM000020
SINCAM004192	SINCAM016594
SINCAM017188	SINCAM018093
SINCAM009028	SINCAM922549
SINCAM009035	SINCAM920777
SINCAM014570	SINCAM922968
SINCAM002350	SINCAM010545
SINCAM920656	SINCAM006430
SINCAM001695	SINCAM007813
SINCAM009079	SINCAM006475
SINCAM014570	SINCAM015067
SINCAM014631	SINCAM014666
SINCAM007361	SINCAM922876
SINCAM011170	SINCAM922783
SINCAM014667	SINCAM014650
SINCAM008980	SINCAM002623
SINCAM001815	SINCAM922060
SINCAM001983	SINCAM014076
SINCAM921375	SINCAM000751
SINCAM009139	SINCAM922308
SINCAM017355	SINCAM923078
SINCAM001451	SINCAM015273
SINCAM922243	SINCAM005652
SINCAM014267	SINCAM007017
SINCAM002828	SINCAM920851
SINCAM012832	SINCAM922866
SINCAM001556	SINCAM001726
SINCAM010341	SINCAM011014
SINCAM922995	SINCAM015249
SINCAM004548	SINCAM010282
SINCAM002234	SINCAM920756
SINCAM000439	SINCAM007173
SINCAM015647	SINCAM015447
SINCAM012902	SINCAM001374
SINCAM004028	SINCAM016930
SINCAM007715	SINCAM006777
SINCAM005944	SINCAM010485
SINCAM003313	SINCAM003312
SINCAM008850	SINCAM004102
SINCAM921893	SINCAM008022
SINCAM016276	SINCAM012385
SINCAM010855	SINCAM009383
SINCAM006572	SINCAM014180
SINCAM006110	SINCAM012074
SINCAM012387	SINCAM012389
SINCAM008077	SINCAM010310
SINCAM013388	SINCAM002096
SINCAM922770	SINCAM923172
SINCAM922299	SINCAM010838
SINCAM921733	SINCAM003099
SINCAM921977	SINCAM013828
SINCAM006557	SINCAM006941
SINCAM014164	SINCAM013547
SINCAM001923	SINCAM001507
SINCAM003793	SINCAM921648
SINCAM016082	SINCAM011092
SINCAM000289	SINCAM016863
SINCAM004166	SINCAM009522
SINCAM012799	SINCAM013090
SINCAM012614	SINCAM920731
SINCAM013540	SINCAM001481
SINCAM014484	SINCAM005385
SINCAM002643	SINCAM017737
SINCAM920731	SINCAM011268
SINCAM008184	SINCAM003473
SINCAM015989	SINCAM015709
SINCAM923101	SINCAM007092
SINCAM005460	SINCAM001258
SINCAM003806	SINCAM016047
SINCAM015511	SINCAM007408
SINCAM018017	SINCAM922550
SINCAM007605	SINCAM016233
SINCAM006301	SINCAM920711
SINCAM011092	SINCAM016320
SINCAM011687	SINCAM005729
SINCAM003583	SINCAM002571
SINCAM009218	SINCAM002633
SINCAM000346	SINCAM012095
SINCAM920794	SINCAM010924
SINCAM010755	SINCAM009236
SINCAM006586	SINCAM920665
SINCAM005219	SINCAM014491
SINCAM921619	SINCAM011865
SINCAM010956	SINCAM004831
SINCAM013828	SINCAM921977
SINCAM012161	SINCAM920954
SINCAM008049	SINCAM003997
SINCAM015989	SINCAM008750
SINCAM005003	SINCAM900191
SINCAM011607	SINCAM014789
SINCAM013730	SINCAM009467
SINCAM001654	SINCAM922400
SINCAM012420	SINCAM011099
SINCAM013804	SINCAM009292
SINCAM015844	SINCAM015298
SINCAM015149	SINCAM003849
SINCAM001936	SINCAM002695
SINCAM008352	SINCAM003507
SINCAM009425	SINCAM920544
SINCAM005401	SINCAM000934
SINCAM001081	SINCAM013190
SINCAM003382	SINCAM003097
SINCAM006717	SINCAM013153
SINCAM014570	SINCAM008441
SINCAM921634	SINCAM003970
SINCAM922808	SINCAM920479
SINCAM012593	SINCAM011244
SINCAM017355	SINCAM923145
SINCAM005200	SINCAM008015
SINCAM921058	SINCAM921745
SINCAM006784	SINCAM007248
SINCAM014970	SINCAM015843
SINCAM007188	SINCAM000457
SINCAM010851	SINCAM004593
SINCAM013832	SINCAM009112
SINCAM002875	SINCAM002492
SINCAM006443	SINCAM006444
SINCAM014610	SINCAM014972
SINCAM014570	SINCAM015891
SINCAM921730	SINCAM009522
SINCAM015998	SINCAM009918
SINCAM016104	SINCAM015359
SINCAM008686	SINCAM000965
SINCAM008341	SINCAM922892
SINCAM005365	SINCAM014456
SINCAM004292	SINCAM004708
SINCAM923040	SINCAM015324
SINCAM007700	SINCAM008707
SINCAM016563	SINCAM015373
SINCAM003679	SINCAM921174
SINCAM014694	SINCAM014682
SINCAM001843	SINCAM004973
SINCAM900097	SINCAM012969
SINCAM014570	SINCAM015245
SINCAM013399	SINCAM014173
SINCAM013308	SINCAM009355
SINCAM010246	SINCAM010234
SINCAM009590	SINCAM012138
SINCAM012828	SINCAM012827
SINCAM010350	SINCAM010472
SINCAM015321	SINCAM922990
SINCAM010981	SINCAM004889
SINCAM009024	SINCAM014929
SINCAM007015	SINCAM007016
SINCAM015013	SINCAM014959
SINCAM012368	SINCAM921985
SINCAM008465	SINCAM014570
SINCAM017700	SINCAM015389
SINCAM012412	SINCAM007671
SINCAM007210	SINCAM000447
SINCAM920625	SINCAM922786
SINCAM922074	SINCAM004314
SINCAM001695	SINCAM005352
SINCAM001627	SINCAM006539
SINCAM003542	SINCAM006687
SINCAM003147	SINCAM011853
SINCAM922155	SINCAM012396
SINCAM006296	SINCAM002233
SINCAM015569	SINCAM015035
SINCAM003602	SINCAM016043
SINCAM000514	SINCAM010202
SINCAM015237	SINCAM007407
SINCAM001286	SINCAM013013
SINCAM017991	SINCAM014590
SINCAM001485	SINCAM006517
SINCAM000092	SINCAM000091
SINCAM005570	SINCAM016180
SINCAM003584	SINCAM004542
SINCAM922992	SINCAM009711
SINCAM921859	SINCAM000031
SINCAM921482	SINCAM920878
SINCAM015401	SINCAM922703
SINCAM011201	SINCAM012637
SINCAM921686	SINCAM015031
SINCAM004385	SINCAM010718
SINCAM900135	SINCAM012885
SINCAM002621	SINCAM003282
SINCAM010755	SINCAM002254
SINCAM010941	SINCAM004698
SINCAM008444	SINCAM015844
SINCAM010886	SINCAM009160
SINCAM014983	SINCAM015689
SINCAM015621	SINCAM008064
SINCAM013802	SINCAM014590
SINCAM003784	SINCAM003783
SINCAM010438	SINCAM011902
SINCAM001925	SINCAM920709
SINCAM923106	SINCAM014570
SINCAM007395	SINCAM015416
SINCAM900218	SINCAM922280
SINCAM002027	SINCAM016480
SINCAM006853	SINCAM010125
SINCAM005079	SINCAM900201
SINCAM003783	SINCAM921684
SINCAM009629	SINCAM013498
SINCAM001588	SINCAM006522
SINCAM006667	SINCAM002224
SINCAM009749	SINCAM015544
SINCAM003113	SINCAM004026
SINCAM006620	SINCAM002178
SINCAM000050	SINCAM009715
SINCAM007406	SINCAM015237
SINCAM002236	SINCAM012750
SINCAM006498	SINCAM013375
SINCAM922714	SINCAM004110
SINCAM016210	SINCAM005105
SINCAM922404	SINCAM922074
SINCAM921752	SINCAM010271
SINCAM921793	SINCAM920824
SINCAM004093	SINCAM013861
SINCAM920861	SINCAM007895
SINCAM014503	SINCAM012813
SINCAM013205	SINCAM012743
SINCAM922224	SINCAM920966
SINCAM001992	SINCAM013816
SINCAM013221	SINCAM900273
SINCAM015933	SINCAM016957
SINCAM015447	SINCAM015647
SINCAM015035	SINCAM011303
SINCAM015602	SINCAM920644
SINCAM014607	SINCAM014624
SINCAM015212	SINCAM003651
SINCAM007003	SINCAM000005
SINCAM016006	SINCAM922847
SINCAM001097	SINCAM013078
SINCAM013142	SINCAM012947
SINCAM012250	SINCAM011586
SINCAM920544	SINCAM009425
SINCAM013681	SINCAM009543
SINCAM922078	SINCAM002527
SINCAM003439	SINCAM008213
SINCAM004701	SINCAM000619
SINCAM013005	SINCAM900145
SINCAM007568	SINCAM003803
SINCAM005589	SINCAM003900
SINCAM014176	SINCAM016215
SINCAM011023	SINCAM004850
SINCAM002532	SINCAM008934
SINCAM008849	SINCAM009029
SINCAM922640	SINCAM920747
SINCAM006709	SINCAM001972
SINCAM921826	SINCAM015087
SINCAM011139	SINCAM012536
SINCAM017930	SINCAM922956
SINCAM013471	SINCAM006764
SINCAM017601	SINCAM008277
SINCAM014579	SINCAM018090
SINCAM005310	SINCAM014559
SINCAM014568	SINCAM008465
SINCAM012613	SINCAM011267
SINCAM011511	SINCAM011510
SINCAM001340	SINCAM920631
SINCAM004552	SINCAM002092
SINCAM003433	SINCAM008975
SINCAM010056	SINCAM921835
SINCAM920747	SINCAM922640
SINCAM010230	SINCAM004470
SINCAM008198	SINCAM003635
SINCAM920449	SINCAM000005
SINCAM005887	SINCAM009624
SINCAM013712	SINCAM003335
SINCAM008124	SINCAM013911
SINCAM004733	SINCAM010895
SINCAM010817	SINCAM002809
SINCAM011486	SINCAM014581
SINCAM921262	SINCAM007396
SINCAM013435	SINCAM001625
SINCAM009790	SINCAM006153
SINCAM014035	SINCAM006631
SINCAM010417	SINCAM011816
SINCAM007087	SINCAM007255
SINCAM006712	SINCAM001970
SINCAM922433	SINCAM921520
SINCAM014418	SINCAM014414
SINCAM015388	SINCAM014692
SINCAM006173	SINCAM000627
SINCAM010491	SINCAM002342
SINCAM015581	SINCAM015134
SINCAM016530	SINCAM920483
SINCAM002957	SINCAM002525
SINCAM014163	SINCAM002143
SINCAM000912	SINCAM008740
SINCAM009651	SINCAM012089
SINCAM016104	SINCAM923143
SINCAM011187	SINCAM922778
SINCAM010066	SINCAM015863
SINCAM922030	SINCAM000442
SINCAM010271	SINCAM921752
SINCAM921139	SINCAM012577
SINCAM015376	SINCAM015041
SINCAM922486	SINCAM009674
SINCAM002378	SINCAM011818
SINCAM001329	SINCAM000173
SINCAM920981	SINCAM922522
SINCAM007913	SINCAM005191
SINCAM921020	SINCAM012263
SINCAM001544	SINCAM002894
SINCAM002775	SINCAM017446
SINCAM010110	SINCAM006890
SINCAM016320	SINCAM001782
SINCAM000995	SINCAM920907
SINCAM922940	SINCAM014570
SINCAM011565	SINCAM922433
SINCAM016619	SINCAM011303
SINCAM002073	SINCAM006402
SINCAM003863	SINCAM008158
SINCAM011610	SINCAM006248
SINCAM002310	SINCAM921074
SINCAM003277	SINCAM001033
SINCAM002738	SINCAM002739
SINCAM016252	SINCAM002143
SINCAM920905	SINCAM001304
SINCAM013780	SINCAM007432
SINCAM014694	SINCAM017899
SINCAM002995	SINCAM008915
SINCAM014102	SINCAM007497
SINCAM008124	SINCAM921203
SINCAM001128	SINCAM005580
SINCAM003615	SINCAM017850
SINCAM014004	SINCAM001175
SINCAM921772	SINCAM002471
SINCAM015263	SINCAM005409
SINCAM014173	SINCAM002772
SINCAM000821	SINCAM920512
SINCAM003922	SINCAM015144
SINCAM014325	SINCAM010068
SINCAM013883	SINCAM921269
SINCAM007522	SINCAM008567
SINCAM014552	SINCAM920444
SINCAM016047	SINCAM008471
SINCAM014570	SINCAM014955
SINCAM015107	SINCAM008358
SINCAM003512	SINCAM008276
SINCAM010234	SINCAM010250
SINCAM016477	SINCAM016005
SINCAM007507	SINCAM008830
SINCAM010971	SINCAM009496
SINCAM008263	SINCAM017085
SINCAM010296	SINCAM015772
SINCAM002308	SINCAM002309
SINCAM004142	SINCAM008975
SINCAM014932	SINCAM923025
SINCAM920474	SINCAM007632
SINCAM013916	SINCAM004117
SINCAM011843	SINCAM003059
SINCAM921327	SINCAM921957
SINCAM016142	SINCAM013266
SINCAM013877	SINCAM015996
SINCAM000289	SINCAM004467
SINCAM011100	SINCAM014901
SINCAM922201	SINCAM014904
SINCAM016488	SINCAM011303
SINCAM001238	SINCAM922623
SINCAM007765	SINCAM006614
SINCAM013102	SINCAM002736
SINCAM004521	SINCAM921942
SINCAM009012	SINCAM002868
SINCAM014570	SINCAM015725
SINCAM013337	SINCAM001024
SINCAM002011	SINCAM010534
