ENSLOCP00000011371	ENSLOCP00000009128
ENSLOCP00000019524	ENSLOCP00000017755
ENSLOCP00000017755	ENSLOCP00000019524
ENSLOCP00000019526	ENSLOCP00000019528
ENSLOCP00000019528	ENSLOCP00000019526
ENSLOCP00000019526	ENSLOCP00000017521
ENSLOCP00000017521	ENSLOCP00000019526
ENSLOCP00000019526	ENSLOCP00000017582
ENSLOCP00000017582	ENSLOCP00000019526
ENSLOCP00000019526	ENSLOCP00000017755
ENSLOCP00000017755	ENSLOCP00000019526
ENSLOCP00000019528	ENSLOCP00000017521
ENSLOCP00000017521	ENSLOCP00000019528
ENSLOCP00000019528	ENSLOCP00000017582
ENSLOCP00000017582	ENSLOCP00000019528
ENSLOCP00000019528	ENSLOCP00000017755
ENSLOCP00000017755	ENSLOCP00000019528
ENSLOCP00000017521	ENSLOCP00000017582
ENSLOCP00000017582	ENSLOCP00000017521
ENSLOCP00000017521	ENSLOCP00000017755
ENSLOCP00000017755	ENSLOCP00000017521
ENSLOCP00000017582	ENSLOCP00000017755
ENSLOCP00000017755	ENSLOCP00000017582
ENSLOCP00000019207	ENSLOCP00000016494
ENSLOCP00000016494	ENSLOCP00000019207
ENSLOCP00000019939	ENSLOCP00000015630
ENSLOCP00000015630	ENSLOCP00000019939
ENSLOCP00000019939	ENSLOCP00000001541
ENSLOCP00000001541	ENSLOCP00000019939
ENSLOCP00000015630	ENSLOCP00000001541
ENSLOCP00000001541	ENSLOCP00000015630
ENSLOCP00000020623	ENSLOCP00000001021
ENSLOCP00000001021	ENSLOCP00000020623
ENSLOCP00000018274	ENSLOCP00000012349
ENSLOCP00000012349	ENSLOCP00000018274
ENSLOCP00000020214	ENSLOCP00000012326
ENSLOCP00000012326	ENSLOCP00000020214
ENSLOCP00000020214	ENSLOCP00000001894
ENSLOCP00000001894	ENSLOCP00000020214
ENSLOCP00000012326	ENSLOCP00000001894
ENSLOCP00000001894	ENSLOCP00000012326
ENSLOCP00000008344	ENSLOCP00000014722
ENSLOCP00000014722	ENSLOCP00000008344
ENSLOCP00000004731	ENSLOCP00000009358
ENSLOCP00000009358	ENSLOCP00000004731
ENSLOCP00000004731	ENSLOCP00000018216
ENSLOCP00000018216	ENSLOCP00000004731
ENSLOCP00000009358	ENSLOCP00000018216
ENSLOCP00000018216	ENSLOCP00000009358
ENSLOCP00000020426	ENSLOCP00000006899
ENSLOCP00000006899	ENSLOCP00000020426
ENSLOCP00000019725	ENSLOCP00000018203
ENSLOCP00000018203	ENSLOCP00000019725
ENSLOCP00000019725	ENSLOCP00000012560
ENSLOCP00000012560	ENSLOCP00000019725
ENSLOCP00000018203	ENSLOCP00000012560
ENSLOCP00000012560	ENSLOCP00000018203
ENSLOCP00000011702	ENSLOCP00000004154
ENSLOCP00000004154	ENSLOCP00000011702
ENSLOCP00000011702	ENSLOCP00000004516
ENSLOCP00000004516	ENSLOCP00000011702
ENSLOCP00000011702	ENSLOCP00000004137
ENSLOCP00000004137	ENSLOCP00000011702
ENSLOCP00000004154	ENSLOCP00000004516
ENSLOCP00000004516	ENSLOCP00000004154
ENSLOCP00000004154	ENSLOCP00000004137
ENSLOCP00000004137	ENSLOCP00000004154
ENSLOCP00000004516	ENSLOCP00000004137
ENSLOCP00000004137	ENSLOCP00000004516
ENSLOCP00000017471	ENSLOCP00000011163
ENSLOCP00000011163	ENSLOCP00000017471
ENSLOCP00000017471	ENSLOCP00000020251
ENSLOCP00000020251	ENSLOCP00000017471
ENSLOCP00000011163	ENSLOCP00000020251
ENSLOCP00000020251	ENSLOCP00000011163
ENSLOCP00000020287	ENSLOCP00000007217
ENSLOCP00000007217	ENSLOCP00000020287
ENSLOCP00000000876	ENSLOCP00000003376
ENSLOCP00000003376	ENSLOCP00000000876
ENSLOCP00000000876	ENSLOCP00000011255
ENSLOCP00000011255	ENSLOCP00000000876
ENSLOCP00000003376	ENSLOCP00000011255
ENSLOCP00000011255	ENSLOCP00000003376
ENSLOCP00000002235	ENSLOCP00000003249
ENSLOCP00000003249	ENSLOCP00000002235
ENSLOCP00000002235	ENSLOCP00000019473
ENSLOCP00000019473	ENSLOCP00000002235
ENSLOCP00000003249	ENSLOCP00000019473
ENSLOCP00000019473	ENSLOCP00000003249
ENSLOCP00000019433	ENSLOCP00000017623
ENSLOCP00000017623	ENSLOCP00000019433
ENSLOCP00000009993	ENSLOCP00000003471
ENSLOCP00000003471	ENSLOCP00000009993
ENSLOCP00000009993	ENSLOCP00000001969
ENSLOCP00000001969	ENSLOCP00000009993
ENSLOCP00000003471	ENSLOCP00000001969
ENSLOCP00000001969	ENSLOCP00000003471
ENSLOCP00000021935	ENSLOCP00000022309
ENSLOCP00000022309	ENSLOCP00000021935
ENSLOCP00000011378	ENSLOCP00000005824
ENSLOCP00000005824	ENSLOCP00000011378
ENSLOCP00000017839	ENSLOCP00000017842
ENSLOCP00000017842	ENSLOCP00000017839
ENSLOCP00000016875	ENSLOCP00000014518
ENSLOCP00000014518	ENSLOCP00000016875
ENSLOCP00000017175	ENSLOCP00000007629
ENSLOCP00000007629	ENSLOCP00000017175
ENSLOCP00000017175	ENSLOCP00000010114
ENSLOCP00000010114	ENSLOCP00000017175
ENSLOCP00000017175	ENSLOCP00000009013
ENSLOCP00000009013	ENSLOCP00000017175
ENSLOCP00000017175	ENSLOCP00000009065
ENSLOCP00000009065	ENSLOCP00000017175
ENSLOCP00000017175	ENSLOCP00000011158
ENSLOCP00000011158	ENSLOCP00000017175
ENSLOCP00000007629	ENSLOCP00000010114
ENSLOCP00000010114	ENSLOCP00000007629
ENSLOCP00000007629	ENSLOCP00000009013
ENSLOCP00000009013	ENSLOCP00000007629
ENSLOCP00000007629	ENSLOCP00000009065
ENSLOCP00000009065	ENSLOCP00000007629
ENSLOCP00000007629	ENSLOCP00000011158
ENSLOCP00000011158	ENSLOCP00000007629
ENSLOCP00000010114	ENSLOCP00000009013
ENSLOCP00000009013	ENSLOCP00000010114
ENSLOCP00000010114	ENSLOCP00000009065
ENSLOCP00000009065	ENSLOCP00000010114
ENSLOCP00000010114	ENSLOCP00000011158
ENSLOCP00000011158	ENSLOCP00000010114
ENSLOCP00000009013	ENSLOCP00000009065
ENSLOCP00000009065	ENSLOCP00000009013
ENSLOCP00000009013	ENSLOCP00000011158
ENSLOCP00000011158	ENSLOCP00000009013
ENSLOCP00000009065	ENSLOCP00000011158
ENSLOCP00000011158	ENSLOCP00000009065
ENSLOCP00000006055	ENSLOCP00000002443
ENSLOCP00000002443	ENSLOCP00000006055
ENSLOCP00000013253	ENSLOCP00000013271
ENSLOCP00000013271	ENSLOCP00000013253
ENSLOCP00000013984	ENSLOCP00000021070
ENSLOCP00000021070	ENSLOCP00000013984
ENSLOCP00000018776	ENSLOCP00000021177
ENSLOCP00000021177	ENSLOCP00000018776
ENSLOCP00000016847	ENSLOCP00000019055
ENSLOCP00000019055	ENSLOCP00000016847
ENSLOCP00000016847	ENSLOCP00000013710
ENSLOCP00000013710	ENSLOCP00000016847
ENSLOCP00000016847	ENSLOCP00000018177
ENSLOCP00000018177	ENSLOCP00000016847
ENSLOCP00000019055	ENSLOCP00000013710
ENSLOCP00000013710	ENSLOCP00000019055
ENSLOCP00000019055	ENSLOCP00000018177
ENSLOCP00000018177	ENSLOCP00000019055
ENSLOCP00000013710	ENSLOCP00000018177
ENSLOCP00000018177	ENSLOCP00000013710
ENSLOCP00000010257	ENSLOCP00000015642
ENSLOCP00000015642	ENSLOCP00000010257
ENSLOCP00000010004	ENSLOCP00000003959
ENSLOCP00000003959	ENSLOCP00000010004
ENSLOCP00000010004	ENSLOCP00000005107
ENSLOCP00000005107	ENSLOCP00000010004
ENSLOCP00000003959	ENSLOCP00000005107
ENSLOCP00000005107	ENSLOCP00000003959
ENSLOCP00000011542	ENSLOCP00000012590
ENSLOCP00000012590	ENSLOCP00000011542
ENSLOCP00000011901	ENSLOCP00000003499
ENSLOCP00000003499	ENSLOCP00000011901
ENSLOCP00000011901	ENSLOCP00000020670
ENSLOCP00000020670	ENSLOCP00000011901
ENSLOCP00000003499	ENSLOCP00000020670
ENSLOCP00000020670	ENSLOCP00000003499
ENSLOCP00000009374	ENSLOCP00000016040
ENSLOCP00000016040	ENSLOCP00000009374
ENSLOCP00000021298	ENSLOCP00000003613
ENSLOCP00000003613	ENSLOCP00000021298
ENSLOCP00000003206	ENSLOCP00000003601
ENSLOCP00000003601	ENSLOCP00000003206
ENSLOCP00000003206	ENSLOCP00000004778
ENSLOCP00000004778	ENSLOCP00000003206
ENSLOCP00000003206	ENSLOCP00000004697
ENSLOCP00000004697	ENSLOCP00000003206
ENSLOCP00000003601	ENSLOCP00000004778
ENSLOCP00000004778	ENSLOCP00000003601
ENSLOCP00000003601	ENSLOCP00000004697
ENSLOCP00000004697	ENSLOCP00000003601
ENSLOCP00000004778	ENSLOCP00000004697
ENSLOCP00000004697	ENSLOCP00000004778
ENSLOCP00000008012	ENSLOCP00000014668
ENSLOCP00000014668	ENSLOCP00000008012
ENSLOCP00000008012	ENSLOCP00000015875
ENSLOCP00000015875	ENSLOCP00000008012
ENSLOCP00000014668	ENSLOCP00000015875
ENSLOCP00000015875	ENSLOCP00000014668
ENSLOCP00000000725	ENSLOCP00000000310
ENSLOCP00000000310	ENSLOCP00000000725
ENSLOCP00000005861	ENSLOCP00000001848
ENSLOCP00000001848	ENSLOCP00000005861
ENSLOCP00000005861	ENSLOCP00000008215
ENSLOCP00000008215	ENSLOCP00000005861
ENSLOCP00000005861	ENSLOCP00000008179
ENSLOCP00000008179	ENSLOCP00000005861
ENSLOCP00000001848	ENSLOCP00000008215
ENSLOCP00000008215	ENSLOCP00000001848
ENSLOCP00000001848	ENSLOCP00000008179
ENSLOCP00000008179	ENSLOCP00000001848
ENSLOCP00000008215	ENSLOCP00000008179
ENSLOCP00000008179	ENSLOCP00000008215
ENSLOCP00000002245	ENSLOCP00000005952
ENSLOCP00000005952	ENSLOCP00000002245
ENSLOCP00000021347	ENSLOCP00000006072
ENSLOCP00000006072	ENSLOCP00000021347
ENSLOCP00000015051	ENSLOCP00000015458
ENSLOCP00000015458	ENSLOCP00000015051
ENSLOCP00000015051	ENSLOCP00000006402
ENSLOCP00000006402	ENSLOCP00000015051
ENSLOCP00000015458	ENSLOCP00000006402
ENSLOCP00000006402	ENSLOCP00000015458
ENSLOCP00000014030	ENSLOCP00000004614
ENSLOCP00000004614	ENSLOCP00000014030
ENSLOCP00000000246	ENSLOCP00000016808
ENSLOCP00000016808	ENSLOCP00000000246
ENSLOCP00000006604	ENSLOCP00000013803
ENSLOCP00000013803	ENSLOCP00000006604
ENSLOCP00000006604	ENSLOCP00000016806
ENSLOCP00000016806	ENSLOCP00000006604
ENSLOCP00000006604	ENSLOCP00000000222
ENSLOCP00000000222	ENSLOCP00000006604
ENSLOCP00000013803	ENSLOCP00000016806
ENSLOCP00000016806	ENSLOCP00000013803
ENSLOCP00000013803	ENSLOCP00000000222
ENSLOCP00000000222	ENSLOCP00000013803
ENSLOCP00000016806	ENSLOCP00000000222
ENSLOCP00000000222	ENSLOCP00000016806
ENSLOCP00000001823	ENSLOCP00000003170
ENSLOCP00000003170	ENSLOCP00000001823
ENSLOCP00000003174	ENSLOCP00000008710
ENSLOCP00000008710	ENSLOCP00000003174
ENSLOCP00000021302	ENSLOCP00000002027
ENSLOCP00000002027	ENSLOCP00000021302
ENSLOCP00000021302	ENSLOCP00000003711
ENSLOCP00000003711	ENSLOCP00000021302
ENSLOCP00000002027	ENSLOCP00000003711
ENSLOCP00000003711	ENSLOCP00000002027
ENSLOCP00000000159	ENSLOCP00000003313
ENSLOCP00000003313	ENSLOCP00000000159
ENSLOCP00000005911	ENSLOCP00000003804
ENSLOCP00000003804	ENSLOCP00000005911
ENSLOCP00000000003	ENSLOCP00000020482
ENSLOCP00000020482	ENSLOCP00000000003
ENSLOCP00000005726	ENSLOCP00000005643
ENSLOCP00000005643	ENSLOCP00000005726
ENSLOCP00000005663	ENSLOCP00000005643
ENSLOCP00000005643	ENSLOCP00000005663
ENSLOCP00000005353	ENSLOCP00000017301
ENSLOCP00000017301	ENSLOCP00000005353
ENSLOCP00000005353	ENSLOCP00000005332
ENSLOCP00000005332	ENSLOCP00000005353
ENSLOCP00000017301	ENSLOCP00000005332
ENSLOCP00000005332	ENSLOCP00000017301
ENSLOCP00000006003	ENSLOCP00000008839
ENSLOCP00000008839	ENSLOCP00000006003
ENSLOCP00000013830	ENSLOCP00000004901
ENSLOCP00000004901	ENSLOCP00000013830
ENSLOCP00000013830	ENSLOCP00000013953
ENSLOCP00000013953	ENSLOCP00000013830
ENSLOCP00000013830	ENSLOCP00000010520
ENSLOCP00000010520	ENSLOCP00000013830
ENSLOCP00000013830	ENSLOCP00000010551
ENSLOCP00000010551	ENSLOCP00000013830
ENSLOCP00000004901	ENSLOCP00000013953
ENSLOCP00000013953	ENSLOCP00000004901
ENSLOCP00000004901	ENSLOCP00000010520
ENSLOCP00000010520	ENSLOCP00000004901
ENSLOCP00000004901	ENSLOCP00000010551
ENSLOCP00000010551	ENSLOCP00000004901
ENSLOCP00000013953	ENSLOCP00000010520
ENSLOCP00000010520	ENSLOCP00000013953
ENSLOCP00000013953	ENSLOCP00000010551
ENSLOCP00000010551	ENSLOCP00000013953
ENSLOCP00000010520	ENSLOCP00000010551
ENSLOCP00000010551	ENSLOCP00000010520
ENSLOCP00000011038	ENSLOCP00000010581
ENSLOCP00000010581	ENSLOCP00000011038
ENSLOCP00000011038	ENSLOCP00000006693
ENSLOCP00000006693	ENSLOCP00000011038
ENSLOCP00000011038	ENSLOCP00000011510
ENSLOCP00000011510	ENSLOCP00000011038
ENSLOCP00000010581	ENSLOCP00000006693
ENSLOCP00000006693	ENSLOCP00000010581
ENSLOCP00000010581	ENSLOCP00000011510
ENSLOCP00000011510	ENSLOCP00000010581
ENSLOCP00000006693	ENSLOCP00000011510
ENSLOCP00000011510	ENSLOCP00000006693
ENSLOCP00000000480	ENSLOCP00000005593
ENSLOCP00000005593	ENSLOCP00000000480
ENSLOCP00000000480	ENSLOCP00000022225
ENSLOCP00000022225	ENSLOCP00000000480
ENSLOCP00000005593	ENSLOCP00000022225
ENSLOCP00000022225	ENSLOCP00000005593
ENSLOCP00000015485	ENSLOCP00000001520
ENSLOCP00000001520	ENSLOCP00000015485
ENSLOCP00000021137	ENSLOCP00000019545
ENSLOCP00000019545	ENSLOCP00000021137
ENSLOCP00000006609	ENSLOCP00000007633
ENSLOCP00000007633	ENSLOCP00000006609
ENSLOCP00000002749	ENSLOCP00000017868
ENSLOCP00000017868	ENSLOCP00000002749
ENSLOCP00000007449	ENSLOCP00000020390
ENSLOCP00000020390	ENSLOCP00000007449
ENSLOCP00000018190	ENSLOCP00000012033
ENSLOCP00000012033	ENSLOCP00000018190
ENSLOCP00000000818	ENSLOCP00000002181
ENSLOCP00000002181	ENSLOCP00000000818
ENSLOCP00000000818	ENSLOCP00000018932
ENSLOCP00000018932	ENSLOCP00000000818
ENSLOCP00000000818	ENSLOCP00000005721
ENSLOCP00000005721	ENSLOCP00000000818
ENSLOCP00000002181	ENSLOCP00000018932
ENSLOCP00000018932	ENSLOCP00000002181
ENSLOCP00000002181	ENSLOCP00000005721
ENSLOCP00000005721	ENSLOCP00000002181
ENSLOCP00000018932	ENSLOCP00000005721
ENSLOCP00000005721	ENSLOCP00000018932
ENSLOCP00000015379	ENSLOCP00000020033
ENSLOCP00000020033	ENSLOCP00000015379
ENSLOCP00000001598	ENSLOCP00000007296
ENSLOCP00000007296	ENSLOCP00000001598
ENSLOCP00000001598	ENSLOCP00000010070
ENSLOCP00000010070	ENSLOCP00000001598
ENSLOCP00000007296	ENSLOCP00000010070
ENSLOCP00000010070	ENSLOCP00000007296
ENSLOCP00000011440	ENSLOCP00000015471
ENSLOCP00000015471	ENSLOCP00000011440
ENSLOCP00000014096	ENSLOCP00000007844
ENSLOCP00000007844	ENSLOCP00000014096
ENSLOCP00000007824	ENSLOCP00000014117
ENSLOCP00000014117	ENSLOCP00000007824
ENSLOCP00000002613	ENSLOCP00000008628
ENSLOCP00000008628	ENSLOCP00000002613
ENSLOCP00000002613	ENSLOCP00000009922
ENSLOCP00000009922	ENSLOCP00000002613
ENSLOCP00000008628	ENSLOCP00000009922
ENSLOCP00000009922	ENSLOCP00000008628
ENSLOCP00000008216	ENSLOCP00000008924
ENSLOCP00000008924	ENSLOCP00000008216
ENSLOCP00000008216	ENSLOCP00000008910
ENSLOCP00000008910	ENSLOCP00000008216
ENSLOCP00000008924	ENSLOCP00000008910
ENSLOCP00000008910	ENSLOCP00000008924
ENSLOCP00000002496	ENSLOCP00000007723
ENSLOCP00000007723	ENSLOCP00000002496
ENSLOCP00000002496	ENSLOCP00000007620
ENSLOCP00000007620	ENSLOCP00000002496
ENSLOCP00000002496	ENSLOCP00000002225
ENSLOCP00000002225	ENSLOCP00000002496
ENSLOCP00000002496	ENSLOCP00000009982
ENSLOCP00000009982	ENSLOCP00000002496
ENSLOCP00000007723	ENSLOCP00000007620
ENSLOCP00000007620	ENSLOCP00000007723
ENSLOCP00000007723	ENSLOCP00000002225
ENSLOCP00000002225	ENSLOCP00000007723
ENSLOCP00000007723	ENSLOCP00000009982
ENSLOCP00000009982	ENSLOCP00000007723
ENSLOCP00000007620	ENSLOCP00000002225
ENSLOCP00000002225	ENSLOCP00000007620
ENSLOCP00000007620	ENSLOCP00000009982
ENSLOCP00000009982	ENSLOCP00000007620
ENSLOCP00000002225	ENSLOCP00000009982
ENSLOCP00000009982	ENSLOCP00000002225
ENSLOCP00000019193	ENSLOCP00000016729
ENSLOCP00000016729	ENSLOCP00000019193
ENSLOCP00000019193	ENSLOCP00000016722
ENSLOCP00000016722	ENSLOCP00000019193
ENSLOCP00000016729	ENSLOCP00000016722
ENSLOCP00000016722	ENSLOCP00000016729
ENSLOCP00000011965	ENSLOCP00000020080
ENSLOCP00000020080	ENSLOCP00000011965
ENSLOCP00000011965	ENSLOCP00000005783
ENSLOCP00000005783	ENSLOCP00000011965
ENSLOCP00000020080	ENSLOCP00000005783
ENSLOCP00000005783	ENSLOCP00000020080
ENSLOCP00000019185	ENSLOCP00000012674
ENSLOCP00000012674	ENSLOCP00000019185
ENSLOCP00000020893	ENSLOCP00000011473
ENSLOCP00000011473	ENSLOCP00000020893
ENSLOCP00000020893	ENSLOCP00000005296
ENSLOCP00000005296	ENSLOCP00000020893
ENSLOCP00000011473	ENSLOCP00000005296
ENSLOCP00000005296	ENSLOCP00000011473
ENSLOCP00000003378	ENSLOCP00000010054
ENSLOCP00000010054	ENSLOCP00000003378
ENSLOCP00000019819	ENSLOCP00000007257
ENSLOCP00000007257	ENSLOCP00000019819
ENSLOCP00000019819	ENSLOCP00000021652
ENSLOCP00000021652	ENSLOCP00000019819
ENSLOCP00000007257	ENSLOCP00000021652
ENSLOCP00000021652	ENSLOCP00000007257
ENSLOCP00000014321	ENSLOCP00000022460
ENSLOCP00000022460	ENSLOCP00000014321
ENSLOCP00000014321	ENSLOCP00000021688
ENSLOCP00000021688	ENSLOCP00000014321
ENSLOCP00000022460	ENSLOCP00000021688
ENSLOCP00000021688	ENSLOCP00000022460
ENSLOCP00000017754	ENSLOCP00000019618
ENSLOCP00000019618	ENSLOCP00000017754
ENSLOCP00000004204	ENSLOCP00000008543
ENSLOCP00000008543	ENSLOCP00000004204
ENSLOCP00000004204	ENSLOCP00000013145
ENSLOCP00000013145	ENSLOCP00000004204
ENSLOCP00000008543	ENSLOCP00000013145
ENSLOCP00000013145	ENSLOCP00000008543
ENSLOCP00000021590	ENSLOCP00000002170
ENSLOCP00000002170	ENSLOCP00000021590
ENSLOCP00000008685	ENSLOCP00000008726
ENSLOCP00000008726	ENSLOCP00000008685
ENSLOCP00000004373	ENSLOCP00000008789
ENSLOCP00000008789	ENSLOCP00000004373
ENSLOCP00000004373	ENSLOCP00000010061
ENSLOCP00000010061	ENSLOCP00000004373
ENSLOCP00000008789	ENSLOCP00000010061
ENSLOCP00000010061	ENSLOCP00000008789
ENSLOCP00000020694	ENSLOCP00000011092
ENSLOCP00000011092	ENSLOCP00000020694
ENSLOCP00000020694	ENSLOCP00000021278
ENSLOCP00000021278	ENSLOCP00000020694
ENSLOCP00000011092	ENSLOCP00000021278
ENSLOCP00000021278	ENSLOCP00000011092
ENSLOCP00000017639	ENSLOCP00000010884
ENSLOCP00000010884	ENSLOCP00000017639
ENSLOCP00000010840	ENSLOCP00000012831
ENSLOCP00000012831	ENSLOCP00000010840
ENSLOCP00000021018	ENSLOCP00000000167
ENSLOCP00000000167	ENSLOCP00000021018
ENSLOCP00000000654	ENSLOCP00000011013
ENSLOCP00000011013	ENSLOCP00000000654
ENSLOCP00000011651	ENSLOCP00000013287
ENSLOCP00000013287	ENSLOCP00000011651
ENSLOCP00000011651	ENSLOCP00000008358
ENSLOCP00000008358	ENSLOCP00000011651
ENSLOCP00000013287	ENSLOCP00000008358
ENSLOCP00000008358	ENSLOCP00000013287
ENSLOCP00000006698	ENSLOCP00000001338
ENSLOCP00000001338	ENSLOCP00000006698
ENSLOCP00000009322	ENSLOCP00000012690
ENSLOCP00000012690	ENSLOCP00000009322
ENSLOCP00000010217	ENSLOCP00000015129
ENSLOCP00000015129	ENSLOCP00000010217
ENSLOCP00000015216	ENSLOCP00000017122
ENSLOCP00000017122	ENSLOCP00000015216
ENSLOCP00000015216	ENSLOCP00000010059
ENSLOCP00000010059	ENSLOCP00000015216
ENSLOCP00000015216	ENSLOCP00000016032
ENSLOCP00000016032	ENSLOCP00000015216
ENSLOCP00000017122	ENSLOCP00000010059
ENSLOCP00000010059	ENSLOCP00000017122
ENSLOCP00000017122	ENSLOCP00000016032
ENSLOCP00000016032	ENSLOCP00000017122
ENSLOCP00000010059	ENSLOCP00000016032
ENSLOCP00000016032	ENSLOCP00000010059
ENSLOCP00000006481	ENSLOCP00000019551
ENSLOCP00000019551	ENSLOCP00000006481
ENSLOCP00000005710	ENSLOCP00000004014
ENSLOCP00000004014	ENSLOCP00000005710
ENSLOCP00000022199	ENSLOCP00000021966
ENSLOCP00000021966	ENSLOCP00000022199
ENSLOCP00000018347	ENSLOCP00000014694
ENSLOCP00000014694	ENSLOCP00000018347
ENSLOCP00000004225	ENSLOCP00000003011
ENSLOCP00000003011	ENSLOCP00000004225
ENSLOCP00000004225	ENSLOCP00000007157
ENSLOCP00000007157	ENSLOCP00000004225
ENSLOCP00000003011	ENSLOCP00000007157
ENSLOCP00000007157	ENSLOCP00000003011
ENSLOCP00000005017	ENSLOCP00000012460
ENSLOCP00000012460	ENSLOCP00000005017
ENSLOCP00000005017	ENSLOCP00000010525
ENSLOCP00000010525	ENSLOCP00000005017
ENSLOCP00000012460	ENSLOCP00000010525
ENSLOCP00000010525	ENSLOCP00000012460
ENSLOCP00000019775	ENSLOCP00000017587
ENSLOCP00000017587	ENSLOCP00000019775
ENSLOCP00000003311	ENSLOCP00000010259
ENSLOCP00000010259	ENSLOCP00000003311
ENSLOCP00000004705	ENSLOCP00000008128
ENSLOCP00000008128	ENSLOCP00000004705
ENSLOCP00000009356	ENSLOCP00000013473
ENSLOCP00000013473	ENSLOCP00000009356
ENSLOCP00000001805	ENSLOCP00000014068
ENSLOCP00000014068	ENSLOCP00000001805
ENSLOCP00000001805	ENSLOCP00000012841
ENSLOCP00000012841	ENSLOCP00000001805
ENSLOCP00000014068	ENSLOCP00000012841
ENSLOCP00000012841	ENSLOCP00000014068
ENSLOCP00000020186	ENSLOCP00000013068
ENSLOCP00000013068	ENSLOCP00000020186
ENSLOCP00000010723	ENSLOCP00000010751
ENSLOCP00000010751	ENSLOCP00000010723
ENSLOCP00000010723	ENSLOCP00000013990
ENSLOCP00000013990	ENSLOCP00000010723
ENSLOCP00000010723	ENSLOCP00000009672
ENSLOCP00000009672	ENSLOCP00000010723
ENSLOCP00000010751	ENSLOCP00000013990
ENSLOCP00000013990	ENSLOCP00000010751
ENSLOCP00000010751	ENSLOCP00000009672
ENSLOCP00000009672	ENSLOCP00000010751
ENSLOCP00000013990	ENSLOCP00000009672
ENSLOCP00000009672	ENSLOCP00000013990
ENSLOCP00000018788	ENSLOCP00000021427
ENSLOCP00000021427	ENSLOCP00000018788
ENSLOCP00000018788	ENSLOCP00000006662
ENSLOCP00000006662	ENSLOCP00000018788
ENSLOCP00000018788	ENSLOCP00000003566
ENSLOCP00000003566	ENSLOCP00000018788
ENSLOCP00000018788	ENSLOCP00000021899
ENSLOCP00000021899	ENSLOCP00000018788
ENSLOCP00000021427	ENSLOCP00000006662
ENSLOCP00000006662	ENSLOCP00000021427
ENSLOCP00000021427	ENSLOCP00000003566
ENSLOCP00000003566	ENSLOCP00000021427
ENSLOCP00000021427	ENSLOCP00000021899
ENSLOCP00000021899	ENSLOCP00000021427
ENSLOCP00000006662	ENSLOCP00000003566
ENSLOCP00000003566	ENSLOCP00000006662
ENSLOCP00000006662	ENSLOCP00000021899
ENSLOCP00000021899	ENSLOCP00000006662
ENSLOCP00000003566	ENSLOCP00000021899
ENSLOCP00000021899	ENSLOCP00000003566
ENSLOCP00000006228	ENSLOCP00000000800
ENSLOCP00000000800	ENSLOCP00000006228
ENSLOCP00000006228	ENSLOCP00000008781
ENSLOCP00000008781	ENSLOCP00000006228
ENSLOCP00000000800	ENSLOCP00000008781
ENSLOCP00000008781	ENSLOCP00000000800
ENSLOCP00000002761	ENSLOCP00000005977
ENSLOCP00000005977	ENSLOCP00000002761
ENSLOCP00000002761	ENSLOCP00000003646
ENSLOCP00000003646	ENSLOCP00000002761
ENSLOCP00000005977	ENSLOCP00000003646
ENSLOCP00000003646	ENSLOCP00000005977
ENSLOCP00000010444	ENSLOCP00000000240
ENSLOCP00000000240	ENSLOCP00000010444
ENSLOCP00000010444	ENSLOCP00000018454
ENSLOCP00000018454	ENSLOCP00000010444
ENSLOCP00000000240	ENSLOCP00000018454
ENSLOCP00000018454	ENSLOCP00000000240
ENSLOCP00000005913	ENSLOCP00000006333
ENSLOCP00000006333	ENSLOCP00000005913
ENSLOCP00000005913	ENSLOCP00000003782
ENSLOCP00000003782	ENSLOCP00000005913
ENSLOCP00000006333	ENSLOCP00000003782
ENSLOCP00000003782	ENSLOCP00000006333
ENSLOCP00000000168	ENSLOCP00000010130
ENSLOCP00000010130	ENSLOCP00000000168
ENSLOCP00000000168	ENSLOCP00000004123
ENSLOCP00000004123	ENSLOCP00000000168
ENSLOCP00000010130	ENSLOCP00000004123
ENSLOCP00000004123	ENSLOCP00000010130
ENSLOCP00000005379	ENSLOCP00000009388
ENSLOCP00000009388	ENSLOCP00000005379
ENSLOCP00000005379	ENSLOCP00000005993
ENSLOCP00000005993	ENSLOCP00000005379
ENSLOCP00000005379	ENSLOCP00000016715
ENSLOCP00000016715	ENSLOCP00000005379
ENSLOCP00000009388	ENSLOCP00000005993
ENSLOCP00000005993	ENSLOCP00000009388
ENSLOCP00000009388	ENSLOCP00000016715
ENSLOCP00000016715	ENSLOCP00000009388
ENSLOCP00000005993	ENSLOCP00000016715
ENSLOCP00000016715	ENSLOCP00000005993
ENSLOCP00000002485	ENSLOCP00000010022
ENSLOCP00000010022	ENSLOCP00000002485
ENSLOCP00000004068	ENSLOCP00000013462
ENSLOCP00000013462	ENSLOCP00000004068
ENSLOCP00000010992	ENSLOCP00000006907
ENSLOCP00000006907	ENSLOCP00000010992
ENSLOCP00000018843	ENSLOCP00000011195
ENSLOCP00000011195	ENSLOCP00000018843
ENSLOCP00000018843	ENSLOCP00000011223
ENSLOCP00000011223	ENSLOCP00000018843
ENSLOCP00000018843	ENSLOCP00000015154
ENSLOCP00000015154	ENSLOCP00000018843
ENSLOCP00000018843	ENSLOCP00000018674
ENSLOCP00000018674	ENSLOCP00000018843
