ENSTGUP00000010909	ENSTGUP00000008898
ENSTGUP00000004253	ENSTGUP00000008979
ENSTGUP00000008979	ENSTGUP00000004253
ENSTGUP00000011516	ENSTGUP00000007729
ENSTGUP00000007729	ENSTGUP00000011516
ENSTGUP00000000614	ENSTGUP00000013806
ENSTGUP00000013806	ENSTGUP00000000614
ENSTGUP00000001358	ENSTGUP00000004537
ENSTGUP00000004537	ENSTGUP00000001358
ENSTGUP00000015676	ENSTGUP00000005720
ENSTGUP00000005720	ENSTGUP00000015676
ENSTGUP00000011596	ENSTGUP00000011472
ENSTGUP00000011472	ENSTGUP00000011596
ENSTGUP00000011596	ENSTGUP00000000259
ENSTGUP00000000259	ENSTGUP00000011596
ENSTGUP00000011472	ENSTGUP00000000259
ENSTGUP00000000259	ENSTGUP00000011472
ENSTGUP00000000348	ENSTGUP00000005800
ENSTGUP00000005800	ENSTGUP00000000348
ENSTGUP00000014702	ENSTGUP00000010766
ENSTGUP00000010766	ENSTGUP00000014702
ENSTGUP00000002968	ENSTGUP00000008158
ENSTGUP00000008158	ENSTGUP00000002968
ENSTGUP00000002968	ENSTGUP00000002315
ENSTGUP00000002315	ENSTGUP00000002968
ENSTGUP00000008158	ENSTGUP00000002315
ENSTGUP00000002315	ENSTGUP00000008158
ENSTGUP00000011706	ENSTGUP00000014788
ENSTGUP00000014788	ENSTGUP00000011706
ENSTGUP00000004490	ENSTGUP00000013743
ENSTGUP00000013743	ENSTGUP00000004490
ENSTGUP00000002464	ENSTGUP00000013397
ENSTGUP00000013397	ENSTGUP00000002464
ENSTGUP00000015529	ENSTGUP00000008113
ENSTGUP00000008113	ENSTGUP00000015529
ENSTGUP00000011921	ENSTGUP00000008113
ENSTGUP00000008113	ENSTGUP00000011921
ENSTGUP00000004045	ENSTGUP00000004114
ENSTGUP00000004114	ENSTGUP00000004045
ENSTGUP00000004045	ENSTGUP00000000496
ENSTGUP00000000496	ENSTGUP00000004045
ENSTGUP00000004045	ENSTGUP00000003646
ENSTGUP00000003646	ENSTGUP00000004045
ENSTGUP00000004114	ENSTGUP00000000496
ENSTGUP00000000496	ENSTGUP00000004114
ENSTGUP00000004114	ENSTGUP00000003646
ENSTGUP00000003646	ENSTGUP00000004114
ENSTGUP00000000496	ENSTGUP00000003646
ENSTGUP00000003646	ENSTGUP00000000496
ENSTGUP00000005177	ENSTGUP00000003922
ENSTGUP00000003922	ENSTGUP00000005177
ENSTGUP00000001928	ENSTGUP00000000739
ENSTGUP00000000739	ENSTGUP00000001928
ENSTGUP00000014708	ENSTGUP00000005396
ENSTGUP00000005396	ENSTGUP00000014708
ENSTGUP00000014708	ENSTGUP00000012194
ENSTGUP00000012194	ENSTGUP00000014708
ENSTGUP00000005396	ENSTGUP00000012194
ENSTGUP00000012194	ENSTGUP00000005396
ENSTGUP00000010522	ENSTGUP00000003660
ENSTGUP00000003660	ENSTGUP00000010522
ENSTGUP00000001065	ENSTGUP00000016480
ENSTGUP00000016480	ENSTGUP00000001065
ENSTGUP00000001065	ENSTGUP00000001609
ENSTGUP00000001609	ENSTGUP00000001065
ENSTGUP00000016480	ENSTGUP00000001609
ENSTGUP00000001609	ENSTGUP00000016480
ENSTGUP00000005998	ENSTGUP00000008103
ENSTGUP00000008103	ENSTGUP00000005998
ENSTGUP00000012497	ENSTGUP00000012368
ENSTGUP00000012368	ENSTGUP00000012497
ENSTGUP00000012497	ENSTGUP00000007495
ENSTGUP00000007495	ENSTGUP00000012497
ENSTGUP00000012368	ENSTGUP00000007495
ENSTGUP00000007495	ENSTGUP00000012368
ENSTGUP00000012460	ENSTGUP00000001329
ENSTGUP00000001329	ENSTGUP00000012460
ENSTGUP00000007525	ENSTGUP00000011194
ENSTGUP00000011194	ENSTGUP00000007525
ENSTGUP00000005970	ENSTGUP00000010901
ENSTGUP00000010901	ENSTGUP00000005970
ENSTGUP00000005970	ENSTGUP00000002852
ENSTGUP00000002852	ENSTGUP00000005970
ENSTGUP00000010901	ENSTGUP00000002852
ENSTGUP00000002852	ENSTGUP00000010901
ENSTGUP00000006607	ENSTGUP00000003184
ENSTGUP00000003184	ENSTGUP00000006607
ENSTGUP00000007324	ENSTGUP00000001772
ENSTGUP00000001772	ENSTGUP00000007324
ENSTGUP00000007324	ENSTGUP00000009243
ENSTGUP00000009243	ENSTGUP00000007324
ENSTGUP00000001772	ENSTGUP00000009243
ENSTGUP00000009243	ENSTGUP00000001772
ENSTGUP00000001909	ENSTGUP00000002283
ENSTGUP00000002283	ENSTGUP00000001909
ENSTGUP00000008899	ENSTGUP00000007251
ENSTGUP00000007251	ENSTGUP00000008899
ENSTGUP00000001501	ENSTGUP00000015876
ENSTGUP00000015876	ENSTGUP00000001501
ENSTGUP00000001501	ENSTGUP00000003402
ENSTGUP00000003402	ENSTGUP00000001501
ENSTGUP00000015876	ENSTGUP00000003402
ENSTGUP00000003402	ENSTGUP00000015876
ENSTGUP00000001979	ENSTGUP00000000210
ENSTGUP00000000210	ENSTGUP00000001979
ENSTGUP00000017749	ENSTGUP00000013564
ENSTGUP00000013564	ENSTGUP00000017749
ENSTGUP00000017749	ENSTGUP00000010084
ENSTGUP00000010084	ENSTGUP00000017749
ENSTGUP00000013564	ENSTGUP00000010084
ENSTGUP00000010084	ENSTGUP00000013564
ENSTGUP00000010588	ENSTGUP00000003515
ENSTGUP00000003515	ENSTGUP00000010588
ENSTGUP00000006076	ENSTGUP00000011559
ENSTGUP00000011559	ENSTGUP00000006076
ENSTGUP00000003197	ENSTGUP00000013348
ENSTGUP00000013348	ENSTGUP00000003197
ENSTGUP00000013170	ENSTGUP00000005123
ENSTGUP00000005123	ENSTGUP00000013170
ENSTGUP00000004095	ENSTGUP00000003775
ENSTGUP00000003775	ENSTGUP00000004095
ENSTGUP00000008695	ENSTGUP00000013829
ENSTGUP00000013829	ENSTGUP00000008695
ENSTGUP00000008367	ENSTGUP00000006827
ENSTGUP00000006827	ENSTGUP00000008367
ENSTGUP00000008367	ENSTGUP00000007212
ENSTGUP00000007212	ENSTGUP00000008367
ENSTGUP00000006827	ENSTGUP00000007212
ENSTGUP00000007212	ENSTGUP00000006827
ENSTGUP00000011398	ENSTGUP00000006292
ENSTGUP00000006292	ENSTGUP00000011398
ENSTGUP00000005243	ENSTGUP00000012385
ENSTGUP00000012385	ENSTGUP00000005243
ENSTGUP00000004138	ENSTGUP00000001800
ENSTGUP00000001800	ENSTGUP00000004138
ENSTGUP00000008199	ENSTGUP00000008143
ENSTGUP00000008143	ENSTGUP00000008199
ENSTGUP00000009322	ENSTGUP00000000638
ENSTGUP00000000638	ENSTGUP00000009322
ENSTGUP00000003805	ENSTGUP00000001706
ENSTGUP00000001706	ENSTGUP00000003805
ENSTGUP00000003805	ENSTGUP00000001137
ENSTGUP00000001137	ENSTGUP00000003805
ENSTGUP00000001706	ENSTGUP00000001137
ENSTGUP00000001137	ENSTGUP00000001706
ENSTGUP00000009595	ENSTGUP00000006709
ENSTGUP00000006709	ENSTGUP00000009595
ENSTGUP00000005796	ENSTGUP00000010923
ENSTGUP00000010923	ENSTGUP00000005796
ENSTGUP00000006836	ENSTGUP00000005580
ENSTGUP00000005580	ENSTGUP00000006836
ENSTGUP00000004127	ENSTGUP00000016909
ENSTGUP00000016909	ENSTGUP00000004127
ENSTGUP00000013733	ENSTGUP00000005502
ENSTGUP00000005502	ENSTGUP00000013733
ENSTGUP00000011756	ENSTGUP00000002227
ENSTGUP00000002227	ENSTGUP00000011756
ENSTGUP00000000350	ENSTGUP00000010374
ENSTGUP00000010374	ENSTGUP00000000350
ENSTGUP00000004992	ENSTGUP00000012752
ENSTGUP00000012752	ENSTGUP00000004992
ENSTGUP00000000306	ENSTGUP00000007820
ENSTGUP00000007820	ENSTGUP00000000306
ENSTGUP00000009536	ENSTGUP00000010849
ENSTGUP00000010849	ENSTGUP00000009536
ENSTGUP00000013097	ENSTGUP00000008190
ENSTGUP00000008190	ENSTGUP00000013097
ENSTGUP00000011302	ENSTGUP00000017957
ENSTGUP00000017957	ENSTGUP00000011302
ENSTGUP00000000560	ENSTGUP00000007994
ENSTGUP00000007994	ENSTGUP00000000560
ENSTGUP00000008940	ENSTGUP00000010731
ENSTGUP00000010731	ENSTGUP00000008940
ENSTGUP00000007416	ENSTGUP00000008792
ENSTGUP00000008792	ENSTGUP00000007416
ENSTGUP00000007416	ENSTGUP00000015019
ENSTGUP00000015019	ENSTGUP00000007416
ENSTGUP00000007416	ENSTGUP00000001637
ENSTGUP00000001637	ENSTGUP00000007416
ENSTGUP00000008792	ENSTGUP00000015019
ENSTGUP00000015019	ENSTGUP00000008792
ENSTGUP00000008792	ENSTGUP00000001637
ENSTGUP00000001637	ENSTGUP00000008792
ENSTGUP00000015019	ENSTGUP00000001637
ENSTGUP00000001637	ENSTGUP00000015019
ENSTGUP00000017492	ENSTGUP00000003593
ENSTGUP00000003593	ENSTGUP00000017492
ENSTGUP00000004054	ENSTGUP00000013684
ENSTGUP00000013684	ENSTGUP00000004054
ENSTGUP00000013822	ENSTGUP00000001646
ENSTGUP00000001646	ENSTGUP00000013822
ENSTGUP00000006097	ENSTGUP00000013715
ENSTGUP00000013715	ENSTGUP00000006097
ENSTGUP00000009109	ENSTGUP00000006752
ENSTGUP00000006752	ENSTGUP00000009109
ENSTGUP00000013659	ENSTGUP00000001729
ENSTGUP00000001729	ENSTGUP00000013659
ENSTGUP00000013659	ENSTGUP00000005876
ENSTGUP00000005876	ENSTGUP00000013659
ENSTGUP00000013659	ENSTGUP00000008641
ENSTGUP00000008641	ENSTGUP00000013659
ENSTGUP00000013659	ENSTGUP00000013657
ENSTGUP00000013657	ENSTGUP00000013659
ENSTGUP00000001729	ENSTGUP00000005876
ENSTGUP00000005876	ENSTGUP00000001729
ENSTGUP00000001729	ENSTGUP00000008641
ENSTGUP00000008641	ENSTGUP00000001729
ENSTGUP00000001729	ENSTGUP00000013657
ENSTGUP00000013657	ENSTGUP00000001729
ENSTGUP00000005876	ENSTGUP00000008641
ENSTGUP00000008641	ENSTGUP00000005876
ENSTGUP00000005876	ENSTGUP00000013657
ENSTGUP00000013657	ENSTGUP00000005876
ENSTGUP00000008641	ENSTGUP00000013657
ENSTGUP00000013657	ENSTGUP00000008641
ENSTGUP00000012185	ENSTGUP00000002478
ENSTGUP00000002478	ENSTGUP00000012185
ENSTGUP00000001820	ENSTGUP00000002495
ENSTGUP00000002495	ENSTGUP00000001820
ENSTGUP00000012648	ENSTGUP00000001056
ENSTGUP00000001056	ENSTGUP00000012648
ENSTGUP00000007779	ENSTGUP00000013125
ENSTGUP00000013125	ENSTGUP00000007779
ENSTGUP00000007779	ENSTGUP00000003825
ENSTGUP00000003825	ENSTGUP00000007779
ENSTGUP00000013125	ENSTGUP00000003825
ENSTGUP00000003825	ENSTGUP00000013125
ENSTGUP00000017782	ENSTGUP00000006820
ENSTGUP00000006820	ENSTGUP00000017782
ENSTGUP00000017782	ENSTGUP00000000215
ENSTGUP00000000215	ENSTGUP00000017782
ENSTGUP00000006820	ENSTGUP00000000215
ENSTGUP00000000215	ENSTGUP00000006820
ENSTGUP00000013222	ENSTGUP00000006055
ENSTGUP00000006055	ENSTGUP00000013222
ENSTGUP00000013222	ENSTGUP00000011771
ENSTGUP00000011771	ENSTGUP00000013222
ENSTGUP00000006055	ENSTGUP00000011771
ENSTGUP00000011771	ENSTGUP00000006055
ENSTGUP00000000617	ENSTGUP00000005259
ENSTGUP00000005259	ENSTGUP00000000617
ENSTGUP00000003412	ENSTGUP00000000519
ENSTGUP00000000519	ENSTGUP00000003412
ENSTGUP00000003655	ENSTGUP00000006891
ENSTGUP00000006891	ENSTGUP00000003655
ENSTGUP00000005433	ENSTGUP00000004276
ENSTGUP00000004276	ENSTGUP00000005433
ENSTGUP00000003997	ENSTGUP00000004067
ENSTGUP00000004067	ENSTGUP00000003997
ENSTGUP00000003997	ENSTGUP00000016945
ENSTGUP00000016945	ENSTGUP00000003997
ENSTGUP00000004067	ENSTGUP00000016945
ENSTGUP00000016945	ENSTGUP00000004067
ENSTGUP00000004000	ENSTGUP00000000277
ENSTGUP00000000277	ENSTGUP00000004000
ENSTGUP00000013391	ENSTGUP00000006497
ENSTGUP00000006497	ENSTGUP00000013391
ENSTGUP00000011255	ENSTGUP00000013625
ENSTGUP00000013625	ENSTGUP00000011255
ENSTGUP00000011255	ENSTGUP00000013565
ENSTGUP00000013565	ENSTGUP00000011255
ENSTGUP00000013625	ENSTGUP00000013565
ENSTGUP00000013565	ENSTGUP00000013625
ENSTGUP00000007279	ENSTGUP00000008232
ENSTGUP00000008232	ENSTGUP00000007279
ENSTGUP00000005563	ENSTGUP00000013214
ENSTGUP00000013214	ENSTGUP00000005563
ENSTGUP00000008709	ENSTGUP00000009824
ENSTGUP00000009824	ENSTGUP00000008709
ENSTGUP00000005378	ENSTGUP00000002506
ENSTGUP00000002506	ENSTGUP00000005378
ENSTGUP00000017809	ENSTGUP00000006422
ENSTGUP00000006422	ENSTGUP00000017809
ENSTGUP00000017809	ENSTGUP00000003932
ENSTGUP00000003932	ENSTGUP00000017809
ENSTGUP00000017809	ENSTGUP00000009978
ENSTGUP00000009978	ENSTGUP00000017809
ENSTGUP00000017809	ENSTGUP00000009975
ENSTGUP00000009975	ENSTGUP00000017809
ENSTGUP00000006422	ENSTGUP00000003932
ENSTGUP00000003932	ENSTGUP00000006422
ENSTGUP00000006422	ENSTGUP00000009978
ENSTGUP00000009978	ENSTGUP00000006422
ENSTGUP00000006422	ENSTGUP00000009975
ENSTGUP00000009975	ENSTGUP00000006422
ENSTGUP00000003932	ENSTGUP00000009978
ENSTGUP00000009978	ENSTGUP00000003932
ENSTGUP00000003932	ENSTGUP00000009975
ENSTGUP00000009975	ENSTGUP00000003932
ENSTGUP00000009978	ENSTGUP00000009975
ENSTGUP00000009975	ENSTGUP00000009978
ENSTGUP00000015343	ENSTGUP00000004486
ENSTGUP00000004486	ENSTGUP00000015343
ENSTGUP00000015343	ENSTGUP00000010406
ENSTGUP00000010406	ENSTGUP00000015343
ENSTGUP00000015343	ENSTGUP00000005017
ENSTGUP00000005017	ENSTGUP00000015343
ENSTGUP00000004486	ENSTGUP00000010406
ENSTGUP00000010406	ENSTGUP00000004486
ENSTGUP00000004486	ENSTGUP00000005017
ENSTGUP00000005017	ENSTGUP00000004486
ENSTGUP00000010406	ENSTGUP00000005017
ENSTGUP00000005017	ENSTGUP00000010406
ENSTGUP00000002695	ENSTGUP00000007964
ENSTGUP00000007964	ENSTGUP00000002695
ENSTGUP00000006722	ENSTGUP00000007732
ENSTGUP00000007732	ENSTGUP00000006722
ENSTGUP00000006722	ENSTGUP00000018293
ENSTGUP00000018293	ENSTGUP00000006722
ENSTGUP00000007732	ENSTGUP00000018293
ENSTGUP00000018293	ENSTGUP00000007732
ENSTGUP00000015937	ENSTGUP00000004961
ENSTGUP00000004961	ENSTGUP00000015937
ENSTGUP00000013259	ENSTGUP00000004961
ENSTGUP00000004961	ENSTGUP00000013259
ENSTGUP00000007240	ENSTGUP00000009287
ENSTGUP00000009287	ENSTGUP00000007240
ENSTGUP00000002702	ENSTGUP00000013869
ENSTGUP00000013869	ENSTGUP00000002702
ENSTGUP00000002702	ENSTGUP00000017402
ENSTGUP00000017402	ENSTGUP00000002702
ENSTGUP00000004360	ENSTGUP00000000155
ENSTGUP00000000155	ENSTGUP00000004360
ENSTGUP00000004360	ENSTGUP00000016866
ENSTGUP00000016866	ENSTGUP00000004360
ENSTGUP00000004360	ENSTGUP00000005853
ENSTGUP00000005853	ENSTGUP00000004360
ENSTGUP00000000155	ENSTGUP00000016866
ENSTGUP00000016866	ENSTGUP00000000155
ENSTGUP00000000155	ENSTGUP00000005853
ENSTGUP00000005853	ENSTGUP00000000155
ENSTGUP00000016866	ENSTGUP00000005853
ENSTGUP00000005853	ENSTGUP00000016866
ENSTGUP00000003117	ENSTGUP00000012588
ENSTGUP00000012588	ENSTGUP00000003117
ENSTGUP00000008808	ENSTGUP00000001624
ENSTGUP00000001624	ENSTGUP00000008808
ENSTGUP00000003727	ENSTGUP00000007782
ENSTGUP00000007782	ENSTGUP00000003727
ENSTGUP00000010867	ENSTGUP00000005080
ENSTGUP00000005080	ENSTGUP00000010867
ENSTGUP00000011199	ENSTGUP00000012432
ENSTGUP00000012432	ENSTGUP00000011199
ENSTGUP00000011199	ENSTGUP00000014841
ENSTGUP00000014841	ENSTGUP00000011199
ENSTGUP00000012432	ENSTGUP00000014841
ENSTGUP00000014841	ENSTGUP00000012432
ENSTGUP00000001738	ENSTGUP00000000620
ENSTGUP00000000620	ENSTGUP00000001738
ENSTGUP00000017673	ENSTGUP00000003747
ENSTGUP00000003747	ENSTGUP00000017673
ENSTGUP00000017673	ENSTGUP00000002844
ENSTGUP00000002844	ENSTGUP00000017673
ENSTGUP00000003747	ENSTGUP00000002844
ENSTGUP00000002844	ENSTGUP00000003747
ENSTGUP00000001015	ENSTGUP00000001908
ENSTGUP00000001908	ENSTGUP00000001015
ENSTGUP00000011945	ENSTGUP00000011005
ENSTGUP00000011005	ENSTGUP00000011945
ENSTGUP00000004619	ENSTGUP00000009631
ENSTGUP00000009631	ENSTGUP00000004619
ENSTGUP00000016269	ENSTGUP00000006235
ENSTGUP00000006235	ENSTGUP00000016269
ENSTGUP00000012359	ENSTGUP00000010105
ENSTGUP00000010105	ENSTGUP00000012359
ENSTGUP00000017612	ENSTGUP00000005331
ENSTGUP00000005331	ENSTGUP00000017612
ENSTGUP00000017612	ENSTGUP00000012537
ENSTGUP00000012537	ENSTGUP00000017612
ENSTGUP00000017612	ENSTGUP00000013080
ENSTGUP00000013080	ENSTGUP00000017612
ENSTGUP00000005331	ENSTGUP00000012537
ENSTGUP00000012537	ENSTGUP00000005331
ENSTGUP00000005331	ENSTGUP00000013080
ENSTGUP00000013080	ENSTGUP00000005331
ENSTGUP00000012537	ENSTGUP00000013080
ENSTGUP00000013080	ENSTGUP00000012537
ENSTGUP00000011293	ENSTGUP00000002217
ENSTGUP00000002217	ENSTGUP00000011293
ENSTGUP00000007648	ENSTGUP00000005390
ENSTGUP00000005390	ENSTGUP00000007648
ENSTGUP00000007648	ENSTGUP00000011774
ENSTGUP00000011774	ENSTGUP00000007648
ENSTGUP00000005390	ENSTGUP00000011774
ENSTGUP00000011774	ENSTGUP00000005390
ENSTGUP00000003521	ENSTGUP00000010050
ENSTGUP00000010050	ENSTGUP00000003521
ENSTGUP00000001871	ENSTGUP00000008182
ENSTGUP00000008182	ENSTGUP00000001871
ENSTGUP00000006615	ENSTGUP00000015543
ENSTGUP00000015543	ENSTGUP00000006615
ENSTGUP00000015703	ENSTGUP00000015543
ENSTGUP00000015543	ENSTGUP00000015703
ENSTGUP00000015814	ENSTGUP00000002650
ENSTGUP00000002650	ENSTGUP00000015814
ENSTGUP00000009606	ENSTGUP00000011623
ENSTGUP00000011623	ENSTGUP00000009606
ENSTGUP00000009606	ENSTGUP00000017229
ENSTGUP00000017229	ENSTGUP00000009606
ENSTGUP00000000064	ENSTGUP00000007654
ENSTGUP00000007654	ENSTGUP00000000064
ENSTGUP00000013507	ENSTGUP00000017867
ENSTGUP00000017867	ENSTGUP00000013507
ENSTGUP00000011272	ENSTGUP00000004994
ENSTGUP00000004994	ENSTGUP00000011272
ENSTGUP00000003246	ENSTGUP00000003250
ENSTGUP00000003250	ENSTGUP00000003246
ENSTGUP00000001473	ENSTGUP00000012328
ENSTGUP00000012328	ENSTGUP00000001473
ENSTGUP00000015352	ENSTGUP00000010267
ENSTGUP00000010267	ENSTGUP00000015352
ENSTGUP00000005586	ENSTGUP00000003088
ENSTGUP00000003088	ENSTGUP00000005586
ENSTGUP00000007728	ENSTGUP00000008854
ENSTGUP00000008854	ENSTGUP00000007728
ENSTGUP00000007216	ENSTGUP00000001936
ENSTGUP00000001936	ENSTGUP00000007216
ENSTGUP00000000103	ENSTGUP00000000535
ENSTGUP00000000535	ENSTGUP00000000103
ENSTGUP00000005964	ENSTGUP00000011884
ENSTGUP00000011884	ENSTGUP00000005964
ENSTGUP00000001147	ENSTGUP00000003575
ENSTGUP00000003575	ENSTGUP00000001147
ENSTGUP00000001147	ENSTGUP00000008398
ENSTGUP00000008398	ENSTGUP00000001147
ENSTGUP00000001147	ENSTGUP00000013654
ENSTGUP00000013654	ENSTGUP00000001147
ENSTGUP00000003575	ENSTGUP00000008398
ENSTGUP00000008398	ENSTGUP00000003575
ENSTGUP00000003575	ENSTGUP00000013654
ENSTGUP00000013654	ENSTGUP00000003575
ENSTGUP00000008398	ENSTGUP00000013654
ENSTGUP00000013654	ENSTGUP00000008398
ENSTGUP00000007993	ENSTGUP00000003597
ENSTGUP00000003597	ENSTGUP00000007993
ENSTGUP00000008941	ENSTGUP00000013669
ENSTGUP00000013669	ENSTGUP00000008941
ENSTGUP00000000897	ENSTGUP00000000980
ENSTGUP00000000980	ENSTGUP00000000897
ENSTGUP00000000897	ENSTGUP00000015639
ENSTGUP00000015639	ENSTGUP00000000897
ENSTGUP00000000897	ENSTGUP00000016531
ENSTGUP00000016531	ENSTGUP00000000897
ENSTGUP00000000980	ENSTGUP00000015639
ENSTGUP00000015639	ENSTGUP00000000980
ENSTGUP00000000980	ENSTGUP00000016531
ENSTGUP00000016531	ENSTGUP00000000980
ENSTGUP00000015639	ENSTGUP00000016531
ENSTGUP00000016531	ENSTGUP00000015639
ENSTGUP00000004862	ENSTGUP00000002818
ENSTGUP00000002818	ENSTGUP00000004862
ENSTGUP00000004862	ENSTGUP00000000192
ENSTGUP00000000192	ENSTGUP00000004862
ENSTGUP00000002818	ENSTGUP00000000192
ENSTGUP00000000192	ENSTGUP00000002818
ENSTGUP00000013766	ENSTGUP00000011068
ENSTGUP00000011068	ENSTGUP00000013766
ENSTGUP00000004221	ENSTGUP00000008775
ENSTGUP00000008775	ENSTGUP00000004221
ENSTGUP00000014766	ENSTGUP00000001100
ENSTGUP00000001100	ENSTGUP00000014766
ENSTGUP00000014766	ENSTGUP00000017606
ENSTGUP00000017606	ENSTGUP00000014766
ENSTGUP00000010662	ENSTGUP00000008713
ENSTGUP00000008713	ENSTGUP00000010662
ENSTGUP00000013014	ENSTGUP00000001314
ENSTGUP00000001314	ENSTGUP00000013014
ENSTGUP00000013522	ENSTGUP00000013516
ENSTGUP00000013516	ENSTGUP00000013522
ENSTGUP00000001132	ENSTGUP00000015045
ENSTGUP00000015045	ENSTGUP00000001132
ENSTGUP00000001006	ENSTGUP00000010427
ENSTGUP00000010427	ENSTGUP00000001006
ENSTGUP00000012048	ENSTGUP00000003830
ENSTGUP00000003830	ENSTGUP00000012048
ENSTGUP00000013003	ENSTGUP00000007529
ENSTGUP00000007529	ENSTGUP00000013003
ENSTGUP00000015913	ENSTGUP00000012446
ENSTGUP00000012446	ENSTGUP00000015913
ENSTGUP00000009273	ENSTGUP00000000338
ENSTGUP00000000338	ENSTGUP00000009273
ENSTGUP00000009273	ENSTGUP00000010138
ENSTGUP00000010138	ENSTGUP00000009273
ENSTGUP00000000338	ENSTGUP00000010138
ENSTGUP00000010138	ENSTGUP00000000338
ENSTGUP00000008646	ENSTGUP00000012750
ENSTGUP00000012750	ENSTGUP00000008646
ENSTGUP00000011970	ENSTGUP00000000618
ENSTGUP00000000618	ENSTGUP00000011970
ENSTGUP00000011970	ENSTGUP00000004466
ENSTGUP00000004466	ENSTGUP00000011970
ENSTGUP00000000618	ENSTGUP00000004466
ENSTGUP00000004466	ENSTGUP00000000618
ENSTGUP00000000965	ENSTGUP00000011359
ENSTGUP00000011359	ENSTGUP00000000965
ENSTGUP00000000965	ENSTGUP00000008240
ENSTGUP00000008240	ENSTGUP00000000965
ENSTGUP00000000965	ENSTGUP00000006025
ENSTGUP00000006025	ENSTGUP00000000965
ENSTGUP00000011359	ENSTGUP00000008240
ENSTGUP00000008240	ENSTGUP00000011359
ENSTGUP00000011359	ENSTGUP00000006025
ENSTGUP00000006025	ENSTGUP00000011359
ENSTGUP00000008240	ENSTGUP00000006025
ENSTGUP00000006025	ENSTGUP00000008240
ENSTGUP00000000436	ENSTGUP00000007799
ENSTGUP00000007799	ENSTGUP00000000436
ENSTGUP00000003423	ENSTGUP00000011040
ENSTGUP00000011040	ENSTGUP00000003423
ENSTGUP00000003423	ENSTGUP00000006957
ENSTGUP00000006957	ENSTGUP00000003423
ENSTGUP00000011040	ENSTGUP00000006957
ENSTGUP00000006957	ENSTGUP00000011040
ENSTGUP00000004551	ENSTGUP00000000646
ENSTGUP00000000646	ENSTGUP00000004551
ENSTGUP00000015549	ENSTGUP00000003728
ENSTGUP00000003728	ENSTGUP00000015549
ENSTGUP00000003241	ENSTGUP00000012961
ENSTGUP00000012961	ENSTGUP00000003241
ENSTGUP00000003241	ENSTGUP00000004837
ENSTGUP00000004837	ENSTGUP00000003241
ENSTGUP00000012961	ENSTGUP00000004837
ENSTGUP00000004837	ENSTGUP00000012961
ENSTGUP00000012142	ENSTGUP00000012147
ENSTGUP00000012147	ENSTGUP00000012142
ENSTGUP00000013392	ENSTGUP00000007318
ENSTGUP00000007318	ENSTGUP00000013392
ENSTGUP00000000035	ENSTGUP00000011357
ENSTGUP00000011357	ENSTGUP00000000035
ENSTGUP00000000035	ENSTGUP00000017571
ENSTGUP00000017571	ENSTGUP00000000035
ENSTGUP00000000035	ENSTGUP00000015692
ENSTGUP00000015692	ENSTGUP00000000035
ENSTGUP00000011357	ENSTGUP00000017571
ENSTGUP00000017571	ENSTGUP00000011357
ENSTGUP00000011357	ENSTGUP00000015692
ENSTGUP00000015692	ENSTGUP00000011357
ENSTGUP00000017571	ENSTGUP00000015692
ENSTGUP00000015692	ENSTGUP00000017571
ENSTGUP00000000870	ENSTGUP00000008242
ENSTGUP00000008242	ENSTGUP00000000870
ENSTGUP00000003399	ENSTGUP00000006899
ENSTGUP00000006899	ENSTGUP00000003399
ENSTGUP00000015044	ENSTGUP00000015538
ENSTGUP00000015538	ENSTGUP00000015044
ENSTGUP00000015044	ENSTGUP00000010582
ENSTGUP00000010582	ENSTGUP00000015044
ENSTGUP00000015798	ENSTGUP00000004771
ENSTGUP00000004771	ENSTGUP00000015798
ENSTGUP00000015798	ENSTGUP00000002094
ENSTGUP00000002094	ENSTGUP00000015798
ENSTGUP00000015798	ENSTGUP00000001095
ENSTGUP00000001095	ENSTGUP00000015798
ENSTGUP00000004771	ENSTGUP00000002094
ENSTGUP00000002094	ENSTGUP00000004771
ENSTGUP00000004771	ENSTGUP00000001095
ENSTGUP00000001095	ENSTGUP00000004771
ENSTGUP00000002094	ENSTGUP00000001095
ENSTGUP00000001095	ENSTGUP00000002094
ENSTGUP00000014386	ENSTGUP00000015254
ENSTGUP00000015254	ENSTGUP00000014386
ENSTGUP00000014386	ENSTGUP00000002967
ENSTGUP00000002967	ENSTGUP00000014386
ENSTGUP00000015254	ENSTGUP00000002967
ENSTGUP00000002967	ENSTGUP00000015254
ENSTGUP00000011497	ENSTGUP00000012507
ENSTGUP00000012507	ENSTGUP00000011497
ENSTGUP00000002557	ENSTGUP00000003188
ENSTGUP00000003188	ENSTGUP00000002557
ENSTGUP00000006143	ENSTGUP00000009648
ENSTGUP00000009648	ENSTGUP00000006143
ENSTGUP00000000853	ENSTGUP00000002952
ENSTGUP00000002952	ENSTGUP00000000853
ENSTGUP00000006582	ENSTGUP00000006272
ENSTGUP00000006272	ENSTGUP00000006582
ENSTGUP00000006744	ENSTGUP00000009170
ENSTGUP00000009170	ENSTGUP00000006744
ENSTGUP00000013930	ENSTGUP00000000380
ENSTGUP00000000380	ENSTGUP00000013930
ENSTGUP00000001920	ENSTGUP00000012199
ENSTGUP00000012199	ENSTGUP00000001920
ENSTGUP00000012410	ENSTGUP00000017543
ENSTGUP00000017543	ENSTGUP00000012410
