ENSCAFP00000026820	ENSCAFP00000014703
ENSCAFP00000002572	ENSCAFP00000002573
ENSCAFP00000002573	ENSCAFP00000002572
ENSCAFP00000002572	ENSCAFP00000015681
ENSCAFP00000015681	ENSCAFP00000002572
ENSCAFP00000002572	ENSCAFP00000015600
ENSCAFP00000015600	ENSCAFP00000002572
ENSCAFP00000002572	ENSCAFP00000015697
ENSCAFP00000015697	ENSCAFP00000002572
ENSCAFP00000002573	ENSCAFP00000015681
ENSCAFP00000015681	ENSCAFP00000002573
ENSCAFP00000002573	ENSCAFP00000015600
ENSCAFP00000015600	ENSCAFP00000002573
ENSCAFP00000002573	ENSCAFP00000015697
ENSCAFP00000015697	ENSCAFP00000002573
ENSCAFP00000015681	ENSCAFP00000015600
ENSCAFP00000015600	ENSCAFP00000015681
ENSCAFP00000015681	ENSCAFP00000015697
ENSCAFP00000015697	ENSCAFP00000015681
ENSCAFP00000015600	ENSCAFP00000015697
ENSCAFP00000015697	ENSCAFP00000015600
ENSCAFP00000005055	ENSCAFP00000008315
ENSCAFP00000008315	ENSCAFP00000005055
ENSCAFP00000010158	ENSCAFP00000023232
ENSCAFP00000023232	ENSCAFP00000010158
ENSCAFP00000010158	ENSCAFP00000014368
ENSCAFP00000014368	ENSCAFP00000010158
ENSCAFP00000023232	ENSCAFP00000014368
ENSCAFP00000014368	ENSCAFP00000023232
ENSCAFP00000003856	ENSCAFP00000001557
ENSCAFP00000001557	ENSCAFP00000003856
ENSCAFP00000003856	ENSCAFP00000019049
ENSCAFP00000019049	ENSCAFP00000003856
ENSCAFP00000003856	ENSCAFP00000004162
ENSCAFP00000004162	ENSCAFP00000003856
ENSCAFP00000001557	ENSCAFP00000019049
ENSCAFP00000019049	ENSCAFP00000001557
ENSCAFP00000001557	ENSCAFP00000004162
ENSCAFP00000004162	ENSCAFP00000001557
ENSCAFP00000019049	ENSCAFP00000004162
ENSCAFP00000004162	ENSCAFP00000019049
ENSCAFP00000031518	ENSCAFP00000023110
ENSCAFP00000023110	ENSCAFP00000031518
ENSCAFP00000006542	ENSCAFP00000022969
ENSCAFP00000022969	ENSCAFP00000006542
ENSCAFP00000003708	ENSCAFP00000022960
ENSCAFP00000022960	ENSCAFP00000003708
ENSCAFP00000042035	ENSCAFP00000012996
ENSCAFP00000012996	ENSCAFP00000042035
ENSCAFP00000030468	ENSCAFP00000028252
ENSCAFP00000028252	ENSCAFP00000030468
ENSCAFP00000030468	ENSCAFP00000018239
ENSCAFP00000018239	ENSCAFP00000030468
ENSCAFP00000030468	ENSCAFP00000024524
ENSCAFP00000024524	ENSCAFP00000030468
ENSCAFP00000028252	ENSCAFP00000018239
ENSCAFP00000018239	ENSCAFP00000028252
ENSCAFP00000028252	ENSCAFP00000024524
ENSCAFP00000024524	ENSCAFP00000028252
ENSCAFP00000018239	ENSCAFP00000024524
ENSCAFP00000024524	ENSCAFP00000018239
ENSCAFP00000001241	ENSCAFP00000013467
ENSCAFP00000013467	ENSCAFP00000001241
ENSCAFP00000006489	ENSCAFP00000019378
ENSCAFP00000019378	ENSCAFP00000006489
ENSCAFP00000014166	ENSCAFP00000009996
ENSCAFP00000009996	ENSCAFP00000014166
ENSCAFP00000019772	ENSCAFP00000002917
ENSCAFP00000002917	ENSCAFP00000019772
ENSCAFP00000004775	ENSCAFP00000010009
ENSCAFP00000010009	ENSCAFP00000004775
ENSCAFP00000011007	ENSCAFP00000030087
ENSCAFP00000030087	ENSCAFP00000011007
ENSCAFP00000011007	ENSCAFP00000001366
ENSCAFP00000001366	ENSCAFP00000011007
ENSCAFP00000030087	ENSCAFP00000001366
ENSCAFP00000001366	ENSCAFP00000030087
ENSCAFP00000043077	ENSCAFP00000019030
ENSCAFP00000019030	ENSCAFP00000043077
ENSCAFP00000043077	ENSCAFP00000002961
ENSCAFP00000002961	ENSCAFP00000043077
ENSCAFP00000019030	ENSCAFP00000002961
ENSCAFP00000002961	ENSCAFP00000019030
ENSCAFP00000040267	ENSCAFP00000008442
ENSCAFP00000008442	ENSCAFP00000040267
ENSCAFP00000029783	ENSCAFP00000004485
ENSCAFP00000004485	ENSCAFP00000029783
ENSCAFP00000029783	ENSCAFP00000029146
ENSCAFP00000029146	ENSCAFP00000029783
ENSCAFP00000004485	ENSCAFP00000029146
ENSCAFP00000029146	ENSCAFP00000004485
ENSCAFP00000015470	ENSCAFP00000042532
ENSCAFP00000042532	ENSCAFP00000015470
ENSCAFP00000007197	ENSCAFP00000017956
ENSCAFP00000017956	ENSCAFP00000007197
ENSCAFP00000024338	ENSCAFP00000006187
ENSCAFP00000006187	ENSCAFP00000024338
ENSCAFP00000025113	ENSCAFP00000005216
ENSCAFP00000005216	ENSCAFP00000025113
ENSCAFP00000025113	ENSCAFP00000023444
ENSCAFP00000023444	ENSCAFP00000025113
ENSCAFP00000025113	ENSCAFP00000017041
ENSCAFP00000017041	ENSCAFP00000025113
ENSCAFP00000005216	ENSCAFP00000023444
ENSCAFP00000023444	ENSCAFP00000005216
ENSCAFP00000005216	ENSCAFP00000017041
ENSCAFP00000017041	ENSCAFP00000005216
ENSCAFP00000023444	ENSCAFP00000017041
ENSCAFP00000017041	ENSCAFP00000023444
ENSCAFP00000039810	ENSCAFP00000012677
ENSCAFP00000012677	ENSCAFP00000039810
ENSCAFP00000020878	ENSCAFP00000002131
ENSCAFP00000002131	ENSCAFP00000020878
ENSCAFP00000002647	ENSCAFP00000001307
ENSCAFP00000001307	ENSCAFP00000002647
ENSCAFP00000002647	ENSCAFP00000003191
ENSCAFP00000003191	ENSCAFP00000002647
ENSCAFP00000001307	ENSCAFP00000003191
ENSCAFP00000003191	ENSCAFP00000001307
ENSCAFP00000036076	ENSCAFP00000040205
ENSCAFP00000040205	ENSCAFP00000036076
ENSCAFP00000036076	ENSCAFP00000001935
ENSCAFP00000001935	ENSCAFP00000036076
ENSCAFP00000040205	ENSCAFP00000001935
ENSCAFP00000001935	ENSCAFP00000040205
ENSCAFP00000041145	ENSCAFP00000018218
ENSCAFP00000018218	ENSCAFP00000041145
ENSCAFP00000035638	ENSCAFP00000010756
ENSCAFP00000010756	ENSCAFP00000035638
ENSCAFP00000018315	ENSCAFP00000022272
ENSCAFP00000022272	ENSCAFP00000018315
ENSCAFP00000020133	ENSCAFP00000023125
ENSCAFP00000023125	ENSCAFP00000020133
ENSCAFP00000009449	ENSCAFP00000016450
ENSCAFP00000016450	ENSCAFP00000009449
ENSCAFP00000009449	ENSCAFP00000022568
ENSCAFP00000022568	ENSCAFP00000009449
ENSCAFP00000009449	ENSCAFP00000011411
ENSCAFP00000011411	ENSCAFP00000009449
ENSCAFP00000016450	ENSCAFP00000022568
ENSCAFP00000022568	ENSCAFP00000016450
ENSCAFP00000016450	ENSCAFP00000011411
ENSCAFP00000011411	ENSCAFP00000016450
ENSCAFP00000022568	ENSCAFP00000011411
ENSCAFP00000011411	ENSCAFP00000022568
ENSCAFP00000028160	ENSCAFP00000002279
ENSCAFP00000002279	ENSCAFP00000028160
ENSCAFP00000028160	ENSCAFP00000019561
ENSCAFP00000019561	ENSCAFP00000028160
ENSCAFP00000002279	ENSCAFP00000019561
ENSCAFP00000019561	ENSCAFP00000002279
ENSCAFP00000041849	ENSCAFP00000019099
ENSCAFP00000019099	ENSCAFP00000041849
ENSCAFP00000041849	ENSCAFP00000042471
ENSCAFP00000042471	ENSCAFP00000041849
ENSCAFP00000041849	ENSCAFP00000037953
ENSCAFP00000037953	ENSCAFP00000041849
ENSCAFP00000019099	ENSCAFP00000042471
ENSCAFP00000042471	ENSCAFP00000019099
ENSCAFP00000019099	ENSCAFP00000037953
ENSCAFP00000037953	ENSCAFP00000019099
ENSCAFP00000042471	ENSCAFP00000037953
ENSCAFP00000037953	ENSCAFP00000042471
ENSCAFP00000003035	ENSCAFP00000031600
ENSCAFP00000031600	ENSCAFP00000003035
ENSCAFP00000013874	ENSCAFP00000039644
ENSCAFP00000039644	ENSCAFP00000013874
ENSCAFP00000001426	ENSCAFP00000010681
ENSCAFP00000010681	ENSCAFP00000001426
ENSCAFP00000015608	ENSCAFP00000008523
ENSCAFP00000008523	ENSCAFP00000015608
ENSCAFP00000015608	ENSCAFP00000021332
ENSCAFP00000021332	ENSCAFP00000015608
ENSCAFP00000008523	ENSCAFP00000021332
ENSCAFP00000021332	ENSCAFP00000008523
ENSCAFP00000021553	ENSCAFP00000029683
ENSCAFP00000029683	ENSCAFP00000021553
ENSCAFP00000025905	ENSCAFP00000039613
ENSCAFP00000039613	ENSCAFP00000025905
ENSCAFP00000025905	ENSCAFP00000037408
ENSCAFP00000037408	ENSCAFP00000025905
ENSCAFP00000039613	ENSCAFP00000037408
ENSCAFP00000037408	ENSCAFP00000039613
ENSCAFP00000029570	ENSCAFP00000038266
ENSCAFP00000038266	ENSCAFP00000029570
ENSCAFP00000025459	ENSCAFP00000020631
ENSCAFP00000020631	ENSCAFP00000025459
ENSCAFP00000025459	ENSCAFP00000025477
ENSCAFP00000025477	ENSCAFP00000025459
ENSCAFP00000020631	ENSCAFP00000025477
ENSCAFP00000025477	ENSCAFP00000020631
ENSCAFP00000024003	ENSCAFP00000005367
ENSCAFP00000005367	ENSCAFP00000024003
ENSCAFP00000024003	ENSCAFP00000027357
ENSCAFP00000027357	ENSCAFP00000024003
ENSCAFP00000024003	ENSCAFP00000012515
ENSCAFP00000012515	ENSCAFP00000024003
ENSCAFP00000005367	ENSCAFP00000027357
ENSCAFP00000027357	ENSCAFP00000005367
ENSCAFP00000005367	ENSCAFP00000012515
ENSCAFP00000012515	ENSCAFP00000005367
ENSCAFP00000027357	ENSCAFP00000012515
ENSCAFP00000012515	ENSCAFP00000027357
ENSCAFP00000029639	ENSCAFP00000013939
ENSCAFP00000013939	ENSCAFP00000029639
ENSCAFP00000018700	ENSCAFP00000001191
ENSCAFP00000001191	ENSCAFP00000018700
ENSCAFP00000006719	ENSCAFP00000019683
ENSCAFP00000019683	ENSCAFP00000006719
ENSCAFP00000006719	ENSCAFP00000014137
ENSCAFP00000014137	ENSCAFP00000006719
ENSCAFP00000006719	ENSCAFP00000014120
ENSCAFP00000014120	ENSCAFP00000006719
ENSCAFP00000019683	ENSCAFP00000014137
ENSCAFP00000014137	ENSCAFP00000019683
ENSCAFP00000019683	ENSCAFP00000014120
ENSCAFP00000014120	ENSCAFP00000019683
ENSCAFP00000014137	ENSCAFP00000014120
ENSCAFP00000014120	ENSCAFP00000014137
ENSCAFP00000020384	ENSCAFP00000009003
ENSCAFP00000009003	ENSCAFP00000020384
ENSCAFP00000020384	ENSCAFP00000005502
ENSCAFP00000005502	ENSCAFP00000020384
ENSCAFP00000009003	ENSCAFP00000005502
ENSCAFP00000005502	ENSCAFP00000009003
ENSCAFP00000034242	ENSCAFP00000037494
ENSCAFP00000037494	ENSCAFP00000034242
ENSCAFP00000034242	ENSCAFP00000017429
ENSCAFP00000017429	ENSCAFP00000034242
ENSCAFP00000037494	ENSCAFP00000017429
ENSCAFP00000017429	ENSCAFP00000037494
ENSCAFP00000036652	ENSCAFP00000008824
ENSCAFP00000008824	ENSCAFP00000036652
ENSCAFP00000036652	ENSCAFP00000024276
ENSCAFP00000024276	ENSCAFP00000036652
ENSCAFP00000008824	ENSCAFP00000024276
ENSCAFP00000024276	ENSCAFP00000008824
ENSCAFP00000004919	ENSCAFP00000005317
ENSCAFP00000005317	ENSCAFP00000004919
ENSCAFP00000027600	ENSCAFP00000022673
ENSCAFP00000022673	ENSCAFP00000027600
ENSCAFP00000020233	ENSCAFP00000032028
ENSCAFP00000032028	ENSCAFP00000020233
ENSCAFP00000001958	ENSCAFP00000016772
ENSCAFP00000016772	ENSCAFP00000001958
ENSCAFP00000012263	ENSCAFP00000004740
ENSCAFP00000004740	ENSCAFP00000012263
ENSCAFP00000024715	ENSCAFP00000002376
ENSCAFP00000002376	ENSCAFP00000024715
ENSCAFP00000013729	ENSCAFP00000037212
ENSCAFP00000037212	ENSCAFP00000013729
ENSCAFP00000012843	ENSCAFP00000001251
ENSCAFP00000001251	ENSCAFP00000012843
ENSCAFP00000021570	ENSCAFP00000013230
ENSCAFP00000013230	ENSCAFP00000021570
ENSCAFP00000021570	ENSCAFP00000025076
ENSCAFP00000025076	ENSCAFP00000021570
ENSCAFP00000013230	ENSCAFP00000025076
ENSCAFP00000025076	ENSCAFP00000013230
ENSCAFP00000036551	ENSCAFP00000002446
ENSCAFP00000002446	ENSCAFP00000036551
ENSCAFP00000002919	ENSCAFP00000038471
ENSCAFP00000038471	ENSCAFP00000002919
ENSCAFP00000020047	ENSCAFP00000011342
ENSCAFP00000011342	ENSCAFP00000020047
ENSCAFP00000027100	ENSCAFP00000024154
ENSCAFP00000024154	ENSCAFP00000027100
ENSCAFP00000027226	ENSCAFP00000002697
ENSCAFP00000002697	ENSCAFP00000027226
ENSCAFP00000027226	ENSCAFP00000027229
ENSCAFP00000027229	ENSCAFP00000027226
ENSCAFP00000002697	ENSCAFP00000027229
ENSCAFP00000027229	ENSCAFP00000002697
ENSCAFP00000038401	ENSCAFP00000031740
ENSCAFP00000031740	ENSCAFP00000038401
ENSCAFP00000038401	ENSCAFP00000013877
ENSCAFP00000013877	ENSCAFP00000038401
ENSCAFP00000031740	ENSCAFP00000013877
ENSCAFP00000013877	ENSCAFP00000031740
ENSCAFP00000005116	ENSCAFP00000020107
ENSCAFP00000020107	ENSCAFP00000005116
ENSCAFP00000003966	ENSCAFP00000013583
ENSCAFP00000013583	ENSCAFP00000003966
ENSCAFP00000003966	ENSCAFP00000019645
ENSCAFP00000019645	ENSCAFP00000003966
ENSCAFP00000013583	ENSCAFP00000019645
ENSCAFP00000019645	ENSCAFP00000013583
ENSCAFP00000025091	ENSCAFP00000034493
ENSCAFP00000034493	ENSCAFP00000025091
ENSCAFP00000004554	ENSCAFP00000029717
ENSCAFP00000029717	ENSCAFP00000004554
ENSCAFP00000042713	ENSCAFP00000009964
ENSCAFP00000009964	ENSCAFP00000042713
ENSCAFP00000018157	ENSCAFP00000016851
ENSCAFP00000016851	ENSCAFP00000018157
ENSCAFP00000026712	ENSCAFP00000020374
ENSCAFP00000020374	ENSCAFP00000026712
ENSCAFP00000026712	ENSCAFP00000031533
ENSCAFP00000031533	ENSCAFP00000026712
ENSCAFP00000026712	ENSCAFP00000015121
ENSCAFP00000015121	ENSCAFP00000026712
ENSCAFP00000020374	ENSCAFP00000031533
ENSCAFP00000031533	ENSCAFP00000020374
ENSCAFP00000020374	ENSCAFP00000015121
ENSCAFP00000015121	ENSCAFP00000020374
ENSCAFP00000031533	ENSCAFP00000015121
ENSCAFP00000015121	ENSCAFP00000031533
ENSCAFP00000021753	ENSCAFP00000028620
ENSCAFP00000028620	ENSCAFP00000021753
ENSCAFP00000015226	ENSCAFP00000021802
ENSCAFP00000021802	ENSCAFP00000015226
ENSCAFP00000015226	ENSCAFP00000020375
ENSCAFP00000020375	ENSCAFP00000015226
ENSCAFP00000021802	ENSCAFP00000020375
ENSCAFP00000020375	ENSCAFP00000021802
ENSCAFP00000038936	ENSCAFP00000004845
ENSCAFP00000004845	ENSCAFP00000038936
ENSCAFP00000026000	ENSCAFP00000029873
ENSCAFP00000029873	ENSCAFP00000026000
ENSCAFP00000030085	ENSCAFP00000000100
ENSCAFP00000000100	ENSCAFP00000030085
ENSCAFP00000000550	ENSCAFP00000009897
ENSCAFP00000009897	ENSCAFP00000000550
ENSCAFP00000031869	ENSCAFP00000032071
ENSCAFP00000032071	ENSCAFP00000031869
ENSCAFP00000001786	ENSCAFP00000038509
ENSCAFP00000038509	ENSCAFP00000001786
ENSCAFP00000001786	ENSCAFP00000014184
ENSCAFP00000014184	ENSCAFP00000001786
ENSCAFP00000001786	ENSCAFP00000037679
ENSCAFP00000037679	ENSCAFP00000001786
ENSCAFP00000038509	ENSCAFP00000014184
ENSCAFP00000014184	ENSCAFP00000038509
ENSCAFP00000038509	ENSCAFP00000037679
ENSCAFP00000037679	ENSCAFP00000038509
ENSCAFP00000014184	ENSCAFP00000037679
ENSCAFP00000037679	ENSCAFP00000014184
ENSCAFP00000011536	ENSCAFP00000019716
ENSCAFP00000019716	ENSCAFP00000011536
ENSCAFP00000006427	ENSCAFP00000036986
ENSCAFP00000036986	ENSCAFP00000006427
ENSCAFP00000015605	ENSCAFP00000005101
ENSCAFP00000005101	ENSCAFP00000015605
ENSCAFP00000015605	ENSCAFP00000024052
ENSCAFP00000024052	ENSCAFP00000015605
ENSCAFP00000005101	ENSCAFP00000024052
ENSCAFP00000024052	ENSCAFP00000005101
ENSCAFP00000024306	ENSCAFP00000025530
ENSCAFP00000025530	ENSCAFP00000024306
ENSCAFP00000024306	ENSCAFP00000009488
ENSCAFP00000009488	ENSCAFP00000024306
ENSCAFP00000024306	ENSCAFP00000023599
ENSCAFP00000023599	ENSCAFP00000024306
ENSCAFP00000025530	ENSCAFP00000009488
ENSCAFP00000009488	ENSCAFP00000025530
ENSCAFP00000025530	ENSCAFP00000023599
ENSCAFP00000023599	ENSCAFP00000025530
ENSCAFP00000009488	ENSCAFP00000023599
ENSCAFP00000023599	ENSCAFP00000009488
ENSCAFP00000027492	ENSCAFP00000014581
ENSCAFP00000014581	ENSCAFP00000027492
ENSCAFP00000014749	ENSCAFP00000012266
ENSCAFP00000012266	ENSCAFP00000014749
ENSCAFP00000014749	ENSCAFP00000024019
ENSCAFP00000024019	ENSCAFP00000014749
ENSCAFP00000012266	ENSCAFP00000024019
ENSCAFP00000024019	ENSCAFP00000012266
ENSCAFP00000031589	ENSCAFP00000017479
ENSCAFP00000017479	ENSCAFP00000031589
ENSCAFP00000031589	ENSCAFP00000036252
ENSCAFP00000036252	ENSCAFP00000031589
ENSCAFP00000017479	ENSCAFP00000036252
ENSCAFP00000036252	ENSCAFP00000017479
ENSCAFP00000013903	ENSCAFP00000008996
ENSCAFP00000008996	ENSCAFP00000013903
ENSCAFP00000007560	ENSCAFP00000005895
ENSCAFP00000005895	ENSCAFP00000007560
ENSCAFP00000030018	ENSCAFP00000026118
ENSCAFP00000026118	ENSCAFP00000030018
ENSCAFP00000028279	ENSCAFP00000027873
ENSCAFP00000027873	ENSCAFP00000028279
ENSCAFP00000018734	ENSCAFP00000003142
ENSCAFP00000003142	ENSCAFP00000018734
ENSCAFP00000003369	ENSCAFP00000000511
ENSCAFP00000000511	ENSCAFP00000003369
ENSCAFP00000003369	ENSCAFP00000040310
ENSCAFP00000040310	ENSCAFP00000003369
ENSCAFP00000000511	ENSCAFP00000040310
ENSCAFP00000040310	ENSCAFP00000000511
ENSCAFP00000027972	ENSCAFP00000027955
ENSCAFP00000027955	ENSCAFP00000027972
ENSCAFP00000027972	ENSCAFP00000027486
ENSCAFP00000027486	ENSCAFP00000027972
ENSCAFP00000027972	ENSCAFP00000027458
ENSCAFP00000027458	ENSCAFP00000027972
ENSCAFP00000027955	ENSCAFP00000027486
ENSCAFP00000027486	ENSCAFP00000027955
ENSCAFP00000027955	ENSCAFP00000027458
ENSCAFP00000027458	ENSCAFP00000027955
ENSCAFP00000027486	ENSCAFP00000027458
ENSCAFP00000027458	ENSCAFP00000027486
ENSCAFP00000013818	ENSCAFP00000021258
ENSCAFP00000021258	ENSCAFP00000013818
ENSCAFP00000013818	ENSCAFP00000021749
ENSCAFP00000021749	ENSCAFP00000013818
ENSCAFP00000013818	ENSCAFP00000011826
ENSCAFP00000011826	ENSCAFP00000013818
ENSCAFP00000021258	ENSCAFP00000021749
ENSCAFP00000021749	ENSCAFP00000021258
ENSCAFP00000021258	ENSCAFP00000011826
ENSCAFP00000011826	ENSCAFP00000021258
ENSCAFP00000021749	ENSCAFP00000011826
ENSCAFP00000011826	ENSCAFP00000021749
ENSCAFP00000010606	ENSCAFP00000013783
ENSCAFP00000013783	ENSCAFP00000010606
ENSCAFP00000010606	ENSCAFP00000014278
ENSCAFP00000014278	ENSCAFP00000010606
ENSCAFP00000013783	ENSCAFP00000014278
ENSCAFP00000014278	ENSCAFP00000013783
ENSCAFP00000017072	ENSCAFP00000010647
ENSCAFP00000010647	ENSCAFP00000017072
ENSCAFP00000017072	ENSCAFP00000015810
ENSCAFP00000015810	ENSCAFP00000017072
ENSCAFP00000010647	ENSCAFP00000015810
ENSCAFP00000015810	ENSCAFP00000010647
ENSCAFP00000000823	ENSCAFP00000026031
ENSCAFP00000026031	ENSCAFP00000000823
ENSCAFP00000001183	ENSCAFP00000001198
ENSCAFP00000001198	ENSCAFP00000001183
ENSCAFP00000001183	ENSCAFP00000011396
ENSCAFP00000011396	ENSCAFP00000001183
ENSCAFP00000001198	ENSCAFP00000011396
ENSCAFP00000011396	ENSCAFP00000001198
ENSCAFP00000010757	ENSCAFP00000010535
ENSCAFP00000010535	ENSCAFP00000010757
ENSCAFP00000010757	ENSCAFP00000008003
ENSCAFP00000008003	ENSCAFP00000010757
ENSCAFP00000010757	ENSCAFP00000016804
ENSCAFP00000016804	ENSCAFP00000010757
ENSCAFP00000010535	ENSCAFP00000008003
ENSCAFP00000008003	ENSCAFP00000010535
ENSCAFP00000010535	ENSCAFP00000016804
ENSCAFP00000016804	ENSCAFP00000010535
ENSCAFP00000008003	ENSCAFP00000016804
ENSCAFP00000016804	ENSCAFP00000008003
ENSCAFP00000004081	ENSCAFP00000041152
ENSCAFP00000041152	ENSCAFP00000004081
ENSCAFP00000000938	ENSCAFP00000026148
ENSCAFP00000026148	ENSCAFP00000000938
ENSCAFP00000000938	ENSCAFP00000030253
ENSCAFP00000030253	ENSCAFP00000000938
ENSCAFP00000026148	ENSCAFP00000030253
ENSCAFP00000030253	ENSCAFP00000026148
ENSCAFP00000020999	ENSCAFP00000036535
ENSCAFP00000036535	ENSCAFP00000020999
ENSCAFP00000020999	ENSCAFP00000005014
ENSCAFP00000005014	ENSCAFP00000020999
ENSCAFP00000020999	ENSCAFP00000024021
ENSCAFP00000024021	ENSCAFP00000020999
ENSCAFP00000036535	ENSCAFP00000005014
ENSCAFP00000005014	ENSCAFP00000036535
ENSCAFP00000036535	ENSCAFP00000024021
ENSCAFP00000024021	ENSCAFP00000036535
ENSCAFP00000005014	ENSCAFP00000024021
ENSCAFP00000024021	ENSCAFP00000005014
ENSCAFP00000024667	ENSCAFP00000014770
ENSCAFP00000014770	ENSCAFP00000024667
ENSCAFP00000005389	ENSCAFP00000007176
ENSCAFP00000007176	ENSCAFP00000005389
ENSCAFP00000022385	ENSCAFP00000035240
ENSCAFP00000035240	ENSCAFP00000022385
ENSCAFP00000012208	ENSCAFP00000035961
ENSCAFP00000035961	ENSCAFP00000012208
ENSCAFP00000012208	ENSCAFP00000020540
ENSCAFP00000020540	ENSCAFP00000012208
ENSCAFP00000012208	ENSCAFP00000024410
ENSCAFP00000024410	ENSCAFP00000012208
ENSCAFP00000012208	ENSCAFP00000004364
ENSCAFP00000004364	ENSCAFP00000012208
ENSCAFP00000035961	ENSCAFP00000020540
ENSCAFP00000020540	ENSCAFP00000035961
ENSCAFP00000035961	ENSCAFP00000024410
ENSCAFP00000024410	ENSCAFP00000035961
ENSCAFP00000035961	ENSCAFP00000004364
ENSCAFP00000004364	ENSCAFP00000035961
ENSCAFP00000020540	ENSCAFP00000024410
ENSCAFP00000024410	ENSCAFP00000020540
ENSCAFP00000020540	ENSCAFP00000004364
ENSCAFP00000004364	ENSCAFP00000020540
ENSCAFP00000024410	ENSCAFP00000004364
ENSCAFP00000004364	ENSCAFP00000024410
ENSCAFP00000025527	ENSCAFP00000024979
ENSCAFP00000024979	ENSCAFP00000025527
ENSCAFP00000003067	ENSCAFP00000023240
ENSCAFP00000023240	ENSCAFP00000003067
ENSCAFP00000016349	ENSCAFP00000013933
ENSCAFP00000013933	ENSCAFP00000016349
ENSCAFP00000016349	ENSCAFP00000001409
ENSCAFP00000001409	ENSCAFP00000016349
ENSCAFP00000013933	ENSCAFP00000001409
ENSCAFP00000001409	ENSCAFP00000013933
ENSCAFP00000019708	ENSCAFP00000013071
ENSCAFP00000013071	ENSCAFP00000019708
ENSCAFP00000021775	ENSCAFP00000036417
ENSCAFP00000036417	ENSCAFP00000021775
ENSCAFP00000021775	ENSCAFP00000011531
ENSCAFP00000011531	ENSCAFP00000021775
ENSCAFP00000036417	ENSCAFP00000011531
ENSCAFP00000011531	ENSCAFP00000036417
ENSCAFP00000012942	ENSCAFP00000034803
ENSCAFP00000034803	ENSCAFP00000012942
ENSCAFP00000035306	ENSCAFP00000027335
ENSCAFP00000027335	ENSCAFP00000035306
ENSCAFP00000005627	ENSCAFP00000042901
ENSCAFP00000042901	ENSCAFP00000005627
ENSCAFP00000005627	ENSCAFP00000008944
ENSCAFP00000008944	ENSCAFP00000005627
ENSCAFP00000005627	ENSCAFP00000024882
ENSCAFP00000024882	ENSCAFP00000005627
ENSCAFP00000042901	ENSCAFP00000008944
ENSCAFP00000008944	ENSCAFP00000042901
ENSCAFP00000042901	ENSCAFP00000024882
ENSCAFP00000024882	ENSCAFP00000042901
ENSCAFP00000008944	ENSCAFP00000024882
ENSCAFP00000024882	ENSCAFP00000008944
ENSCAFP00000008664	ENSCAFP00000006746
ENSCAFP00000006746	ENSCAFP00000008664
ENSCAFP00000027221	ENSCAFP00000002508
ENSCAFP00000002508	ENSCAFP00000027221
ENSCAFP00000037475	ENSCAFP00000041417
ENSCAFP00000041417	ENSCAFP00000037475
ENSCAFP00000022735	ENSCAFP00000042451
ENSCAFP00000042451	ENSCAFP00000022735
ENSCAFP00000025104	ENSCAFP00000017529
ENSCAFP00000017529	ENSCAFP00000025104
ENSCAFP00000039663	ENSCAFP00000024160
ENSCAFP00000024160	ENSCAFP00000039663
ENSCAFP00000042579	ENSCAFP00000038684
ENSCAFP00000038684	ENSCAFP00000042579
ENSCAFP00000042579	ENSCAFP00000001854
ENSCAFP00000001854	ENSCAFP00000042579
ENSCAFP00000038684	ENSCAFP00000001854
ENSCAFP00000001854	ENSCAFP00000038684
ENSCAFP00000011072	ENSCAFP00000003087
ENSCAFP00000003087	ENSCAFP00000011072
ENSCAFP00000031310	ENSCAFP00000020955
ENSCAFP00000020955	ENSCAFP00000031310
ENSCAFP00000040423	ENSCAFP00000020955
ENSCAFP00000020955	ENSCAFP00000040423
ENSCAFP00000039342	ENSCAFP00000020955
ENSCAFP00000020955	ENSCAFP00000039342
ENSCAFP00000020445	ENSCAFP00000020220
ENSCAFP00000020220	ENSCAFP00000020445
ENSCAFP00000020445	ENSCAFP00000020040
ENSCAFP00000020040	ENSCAFP00000020445
ENSCAFP00000020220	ENSCAFP00000020040
ENSCAFP00000020040	ENSCAFP00000020220
ENSCAFP00000000213	ENSCAFP00000023411
ENSCAFP00000023411	ENSCAFP00000000213
ENSCAFP00000027393	ENSCAFP00000022954
ENSCAFP00000022954	ENSCAFP00000027393
ENSCAFP00000013536	ENSCAFP00000010967
ENSCAFP00000010967	ENSCAFP00000013536
ENSCAFP00000018144	ENSCAFP00000020719
ENSCAFP00000020719	ENSCAFP00000018144
ENSCAFP00000018144	ENSCAFP00000032325
ENSCAFP00000032325	ENSCAFP00000018144
ENSCAFP00000020719	ENSCAFP00000032325
ENSCAFP00000032325	ENSCAFP00000020719
ENSCAFP00000026506	ENSCAFP00000002550
ENSCAFP00000002550	ENSCAFP00000026506
ENSCAFP00000018686	ENSCAFP00000008070
ENSCAFP00000008070	ENSCAFP00000018686
ENSCAFP00000036548	ENSCAFP00000015204
ENSCAFP00000015204	ENSCAFP00000036548
ENSCAFP00000005390	ENSCAFP00000035614
ENSCAFP00000035614	ENSCAFP00000005390
ENSCAFP00000005390	ENSCAFP00000002396
ENSCAFP00000002396	ENSCAFP00000005390
ENSCAFP00000035614	ENSCAFP00000002396
ENSCAFP00000002396	ENSCAFP00000035614
ENSCAFP00000027307	ENSCAFP00000009569
ENSCAFP00000009569	ENSCAFP00000027307
