ENSMGAP00000010739	ENSMGAP00000004925
ENSMGAP00000010924	ENSMGAP00000009145
ENSMGAP00000009145	ENSMGAP00000010924
ENSMGAP00000008829	ENSMGAP00000004589
ENSMGAP00000004589	ENSMGAP00000008829
ENSMGAP00000013287	ENSMGAP00000016002
ENSMGAP00000016002	ENSMGAP00000013287
ENSMGAP00000004013	ENSMGAP00000006825
ENSMGAP00000006825	ENSMGAP00000004013
ENSMGAP00000010088	ENSMGAP00000013864
ENSMGAP00000013864	ENSMGAP00000010088
ENSMGAP00000010088	ENSMGAP00000003424
ENSMGAP00000003424	ENSMGAP00000010088
ENSMGAP00000013864	ENSMGAP00000003424
ENSMGAP00000003424	ENSMGAP00000013864
ENSMGAP00000015102	ENSMGAP00000013753
ENSMGAP00000013753	ENSMGAP00000015102
ENSMGAP00000003442	ENSMGAP00000001207
ENSMGAP00000001207	ENSMGAP00000003442
ENSMGAP00000017633	ENSMGAP00000001993
ENSMGAP00000001993	ENSMGAP00000017633
ENSMGAP00000019054	ENSMGAP00000009053
ENSMGAP00000009053	ENSMGAP00000019054
ENSMGAP00000011324	ENSMGAP00000019123
ENSMGAP00000019123	ENSMGAP00000011324
ENSMGAP00000015982	ENSMGAP00000012956
ENSMGAP00000012956	ENSMGAP00000015982
ENSMGAP00000008681	ENSMGAP00000005466
ENSMGAP00000005466	ENSMGAP00000008681
ENSMGAP00000010880	ENSMGAP00000003801
ENSMGAP00000003801	ENSMGAP00000010880
ENSMGAP00000008615	ENSMGAP00000009543
ENSMGAP00000009543	ENSMGAP00000008615
ENSMGAP00000008615	ENSMGAP00000002974
ENSMGAP00000002974	ENSMGAP00000008615
ENSMGAP00000009543	ENSMGAP00000002974
ENSMGAP00000002974	ENSMGAP00000009543
ENSMGAP00000015665	ENSMGAP00000007322
ENSMGAP00000007322	ENSMGAP00000015665
ENSMGAP00000015665	ENSMGAP00000002696
ENSMGAP00000002696	ENSMGAP00000015665
ENSMGAP00000007322	ENSMGAP00000002696
ENSMGAP00000002696	ENSMGAP00000007322
ENSMGAP00000001583	ENSMGAP00000011636
ENSMGAP00000011636	ENSMGAP00000001583
ENSMGAP00000012013	ENSMGAP00000012026
ENSMGAP00000012026	ENSMGAP00000012013
ENSMGAP00000012013	ENSMGAP00000005302
ENSMGAP00000005302	ENSMGAP00000012013
ENSMGAP00000012026	ENSMGAP00000005302
ENSMGAP00000005302	ENSMGAP00000012026
ENSMGAP00000016750	ENSMGAP00000004470
ENSMGAP00000004470	ENSMGAP00000016750
ENSMGAP00000016750	ENSMGAP00000017241
ENSMGAP00000017241	ENSMGAP00000016750
ENSMGAP00000004470	ENSMGAP00000017241
ENSMGAP00000017241	ENSMGAP00000004470
ENSMGAP00000011560	ENSMGAP00000002069
ENSMGAP00000002069	ENSMGAP00000011560
ENSMGAP00000011560	ENSMGAP00000004515
ENSMGAP00000004515	ENSMGAP00000011560
ENSMGAP00000002069	ENSMGAP00000004515
ENSMGAP00000004515	ENSMGAP00000002069
ENSMGAP00000001385	ENSMGAP00000015154
ENSMGAP00000015154	ENSMGAP00000001385
ENSMGAP00000000834	ENSMGAP00000001088
ENSMGAP00000001088	ENSMGAP00000000834
ENSMGAP00000018236	ENSMGAP00000010087
ENSMGAP00000010087	ENSMGAP00000018236
ENSMGAP00000018236	ENSMGAP00000003283
ENSMGAP00000003283	ENSMGAP00000018236
ENSMGAP00000010087	ENSMGAP00000003283
ENSMGAP00000003283	ENSMGAP00000010087
ENSMGAP00000011665	ENSMGAP00000011513
ENSMGAP00000011513	ENSMGAP00000011665
ENSMGAP00000011665	ENSMGAP00000016934
ENSMGAP00000016934	ENSMGAP00000011665
ENSMGAP00000011513	ENSMGAP00000016934
ENSMGAP00000016934	ENSMGAP00000011513
ENSMGAP00000007852	ENSMGAP00000007586
ENSMGAP00000007586	ENSMGAP00000007852
ENSMGAP00000010423	ENSMGAP00000006493
ENSMGAP00000006493	ENSMGAP00000010423
ENSMGAP00000010423	ENSMGAP00000002459
ENSMGAP00000002459	ENSMGAP00000010423
ENSMGAP00000006493	ENSMGAP00000002459
ENSMGAP00000002459	ENSMGAP00000006493
ENSMGAP00000003179	ENSMGAP00000016183
ENSMGAP00000016183	ENSMGAP00000003179
ENSMGAP00000005890	ENSMGAP00000012498
ENSMGAP00000012498	ENSMGAP00000005890
ENSMGAP00000016019	ENSMGAP00000012498
ENSMGAP00000012498	ENSMGAP00000016019
ENSMGAP00000011284	ENSMGAP00000004241
ENSMGAP00000004241	ENSMGAP00000011284
ENSMGAP00000011284	ENSMGAP00000004359
ENSMGAP00000004359	ENSMGAP00000011284
ENSMGAP00000004241	ENSMGAP00000004359
ENSMGAP00000004359	ENSMGAP00000004241
ENSMGAP00000010368	ENSMGAP00000011345
ENSMGAP00000011345	ENSMGAP00000010368
ENSMGAP00000019777	ENSMGAP00000017489
ENSMGAP00000017489	ENSMGAP00000019777
ENSMGAP00000017391	ENSMGAP00000005791
ENSMGAP00000005791	ENSMGAP00000017391
ENSMGAP00000000187	ENSMGAP00000003686
ENSMGAP00000003686	ENSMGAP00000000187
ENSMGAP00000000187	ENSMGAP00000014073
ENSMGAP00000014073	ENSMGAP00000000187
ENSMGAP00000003686	ENSMGAP00000014073
ENSMGAP00000014073	ENSMGAP00000003686
ENSMGAP00000010967	ENSMGAP00000003799
ENSMGAP00000003799	ENSMGAP00000010967
ENSMGAP00000004977	ENSMGAP00000003925
ENSMGAP00000003925	ENSMGAP00000004977
ENSMGAP00000004977	ENSMGAP00000019424
ENSMGAP00000019424	ENSMGAP00000004977
ENSMGAP00000004977	ENSMGAP00000017055
ENSMGAP00000017055	ENSMGAP00000004977
ENSMGAP00000003925	ENSMGAP00000019424
ENSMGAP00000019424	ENSMGAP00000003925
ENSMGAP00000003925	ENSMGAP00000017055
ENSMGAP00000017055	ENSMGAP00000003925
ENSMGAP00000019424	ENSMGAP00000017055
ENSMGAP00000017055	ENSMGAP00000019424
ENSMGAP00000014252	ENSMGAP00000016530
ENSMGAP00000016530	ENSMGAP00000014252
ENSMGAP00000014252	ENSMGAP00000001734
ENSMGAP00000001734	ENSMGAP00000014252
ENSMGAP00000016530	ENSMGAP00000001734
ENSMGAP00000001734	ENSMGAP00000016530
ENSMGAP00000013517	ENSMGAP00000007819
ENSMGAP00000007819	ENSMGAP00000013517
ENSMGAP00000004409	ENSMGAP00000013445
ENSMGAP00000013445	ENSMGAP00000004409
ENSMGAP00000019781	ENSMGAP00000016437
ENSMGAP00000016437	ENSMGAP00000019781
ENSMGAP00000019781	ENSMGAP00000017228
ENSMGAP00000017228	ENSMGAP00000019781
ENSMGAP00000016437	ENSMGAP00000017228
ENSMGAP00000017228	ENSMGAP00000016437
ENSMGAP00000016406	ENSMGAP00000017742
ENSMGAP00000017742	ENSMGAP00000016406
ENSMGAP00000000443	ENSMGAP00000007199
ENSMGAP00000007199	ENSMGAP00000000443
ENSMGAP00000009032	ENSMGAP00000003987
ENSMGAP00000003987	ENSMGAP00000009032
ENSMGAP00000009032	ENSMGAP00000008400
ENSMGAP00000008400	ENSMGAP00000009032
ENSMGAP00000003987	ENSMGAP00000008400
ENSMGAP00000008400	ENSMGAP00000003987
ENSMGAP00000012893	ENSMGAP00000005258
ENSMGAP00000005258	ENSMGAP00000012893
ENSMGAP00000009787	ENSMGAP00000012996
ENSMGAP00000012996	ENSMGAP00000009787
ENSMGAP00000005690	ENSMGAP00000004158
ENSMGAP00000004158	ENSMGAP00000005690
ENSMGAP00000005690	ENSMGAP00000003532
ENSMGAP00000003532	ENSMGAP00000005690
ENSMGAP00000004158	ENSMGAP00000003532
ENSMGAP00000003532	ENSMGAP00000004158
ENSMGAP00000003792	ENSMGAP00000001471
ENSMGAP00000001471	ENSMGAP00000003792
ENSMGAP00000003792	ENSMGAP00000002363
ENSMGAP00000002363	ENSMGAP00000003792
ENSMGAP00000001471	ENSMGAP00000002363
ENSMGAP00000002363	ENSMGAP00000001471
ENSMGAP00000002136	ENSMGAP00000009274
ENSMGAP00000009274	ENSMGAP00000002136
ENSMGAP00000010866	ENSMGAP00000018341
ENSMGAP00000018341	ENSMGAP00000010866
ENSMGAP00000000315	ENSMGAP00000013737
ENSMGAP00000013737	ENSMGAP00000000315
ENSMGAP00000010085	ENSMGAP00000014303
ENSMGAP00000014303	ENSMGAP00000010085
ENSMGAP00000014086	ENSMGAP00000003393
ENSMGAP00000003393	ENSMGAP00000014086
ENSMGAP00000012814	ENSMGAP00000011679
ENSMGAP00000011679	ENSMGAP00000012814
ENSMGAP00000011350	ENSMGAP00000007789
ENSMGAP00000007789	ENSMGAP00000011350
ENSMGAP00000007799	ENSMGAP00000015733
ENSMGAP00000015733	ENSMGAP00000007799
ENSMGAP00000007799	ENSMGAP00000006170
ENSMGAP00000006170	ENSMGAP00000007799
ENSMGAP00000007799	ENSMGAP00000015182
ENSMGAP00000015182	ENSMGAP00000007799
ENSMGAP00000015733	ENSMGAP00000006170
ENSMGAP00000006170	ENSMGAP00000015733
ENSMGAP00000015733	ENSMGAP00000015182
ENSMGAP00000015182	ENSMGAP00000015733
ENSMGAP00000006170	ENSMGAP00000015182
ENSMGAP00000015182	ENSMGAP00000006170
ENSMGAP00000008887	ENSMGAP00000001786
ENSMGAP00000001786	ENSMGAP00000008887
ENSMGAP00000008887	ENSMGAP00000009648
ENSMGAP00000009648	ENSMGAP00000008887
ENSMGAP00000008887	ENSMGAP00000003766
ENSMGAP00000003766	ENSMGAP00000008887
ENSMGAP00000001786	ENSMGAP00000009648
ENSMGAP00000009648	ENSMGAP00000001786
ENSMGAP00000001786	ENSMGAP00000003766
ENSMGAP00000003766	ENSMGAP00000001786
ENSMGAP00000009648	ENSMGAP00000003766
ENSMGAP00000003766	ENSMGAP00000009648
ENSMGAP00000015790	ENSMGAP00000002674
ENSMGAP00000002674	ENSMGAP00000015790
ENSMGAP00000015790	ENSMGAP00000003647
ENSMGAP00000003647	ENSMGAP00000015790
ENSMGAP00000002674	ENSMGAP00000003647
ENSMGAP00000003647	ENSMGAP00000002674
ENSMGAP00000003351	ENSMGAP00000018911
ENSMGAP00000018911	ENSMGAP00000003351
ENSMGAP00000002440	ENSMGAP00000003196
ENSMGAP00000003196	ENSMGAP00000002440
ENSMGAP00000002440	ENSMGAP00000003198
ENSMGAP00000003198	ENSMGAP00000002440
ENSMGAP00000003196	ENSMGAP00000003198
ENSMGAP00000003198	ENSMGAP00000003196
ENSMGAP00000011684	ENSMGAP00000006557
ENSMGAP00000006557	ENSMGAP00000011684
ENSMGAP00000014993	ENSMGAP00000010127
ENSMGAP00000010127	ENSMGAP00000014993
ENSMGAP00000014993	ENSMGAP00000008086
ENSMGAP00000008086	ENSMGAP00000014993
ENSMGAP00000010127	ENSMGAP00000008086
ENSMGAP00000008086	ENSMGAP00000010127
ENSMGAP00000005024	ENSMGAP00000009827
ENSMGAP00000009827	ENSMGAP00000005024
ENSMGAP00000006085	ENSMGAP00000002954
ENSMGAP00000002954	ENSMGAP00000006085
ENSMGAP00000002419	ENSMGAP00000000108
ENSMGAP00000000108	ENSMGAP00000002419
ENSMGAP00000014907	ENSMGAP00000004065
ENSMGAP00000004065	ENSMGAP00000014907
ENSMGAP00000014907	ENSMGAP00000000402
ENSMGAP00000000402	ENSMGAP00000014907
ENSMGAP00000004065	ENSMGAP00000000402
ENSMGAP00000000402	ENSMGAP00000004065
ENSMGAP00000004288	ENSMGAP00000017667
ENSMGAP00000017667	ENSMGAP00000004288
ENSMGAP00000012381	ENSMGAP00000012395
ENSMGAP00000012395	ENSMGAP00000012381
ENSMGAP00000003649	ENSMGAP00000010597
ENSMGAP00000010597	ENSMGAP00000003649
ENSMGAP00000002082	ENSMGAP00000019772
ENSMGAP00000019772	ENSMGAP00000002082
ENSMGAP00000015789	ENSMGAP00000012602
ENSMGAP00000012602	ENSMGAP00000015789
ENSMGAP00000015233	ENSMGAP00000001937
ENSMGAP00000001937	ENSMGAP00000015233
ENSMGAP00000000396	ENSMGAP00000007728
ENSMGAP00000007728	ENSMGAP00000000396
ENSMGAP00000000396	ENSMGAP00000007106
ENSMGAP00000007106	ENSMGAP00000000396
ENSMGAP00000007728	ENSMGAP00000007106
ENSMGAP00000007106	ENSMGAP00000007728
ENSMGAP00000015737	ENSMGAP00000009840
ENSMGAP00000009840	ENSMGAP00000015737
ENSMGAP00000016088	ENSMGAP00000012525
ENSMGAP00000012525	ENSMGAP00000016088
ENSMGAP00000011846	ENSMGAP00000002967
ENSMGAP00000002967	ENSMGAP00000011846
ENSMGAP00000012223	ENSMGAP00000002967
ENSMGAP00000002967	ENSMGAP00000012223
ENSMGAP00000006608	ENSMGAP00000010628
ENSMGAP00000010628	ENSMGAP00000006608
ENSMGAP00000015148	ENSMGAP00000018261
ENSMGAP00000018261	ENSMGAP00000015148
ENSMGAP00000018966	ENSMGAP00000005646
ENSMGAP00000005646	ENSMGAP00000018966
ENSMGAP00000015516	ENSMGAP00000017832
ENSMGAP00000017832	ENSMGAP00000015516
ENSMGAP00000015516	ENSMGAP00000009966
ENSMGAP00000009966	ENSMGAP00000015516
ENSMGAP00000017832	ENSMGAP00000009966
ENSMGAP00000009966	ENSMGAP00000017832
ENSMGAP00000004713	ENSMGAP00000010420
ENSMGAP00000010420	ENSMGAP00000004713
ENSMGAP00000003360	ENSMGAP00000014952
ENSMGAP00000014952	ENSMGAP00000003360
ENSMGAP00000015175	ENSMGAP00000016373
ENSMGAP00000016373	ENSMGAP00000015175
ENSMGAP00000003065	ENSMGAP00000014916
ENSMGAP00000014916	ENSMGAP00000003065
ENSMGAP00000016461	ENSMGAP00000006505
ENSMGAP00000006505	ENSMGAP00000016461
ENSMGAP00000015068	ENSMGAP00000003778
ENSMGAP00000003778	ENSMGAP00000015068
ENSMGAP00000015068	ENSMGAP00000003261
ENSMGAP00000003261	ENSMGAP00000015068
ENSMGAP00000015068	ENSMGAP00000018520
ENSMGAP00000018520	ENSMGAP00000015068
ENSMGAP00000015068	ENSMGAP00000009483
ENSMGAP00000009483	ENSMGAP00000015068
ENSMGAP00000015068	ENSMGAP00000015069
ENSMGAP00000015069	ENSMGAP00000015068
ENSMGAP00000003778	ENSMGAP00000003261
ENSMGAP00000003261	ENSMGAP00000003778
ENSMGAP00000003778	ENSMGAP00000018520
ENSMGAP00000018520	ENSMGAP00000003778
ENSMGAP00000003778	ENSMGAP00000009483
ENSMGAP00000009483	ENSMGAP00000003778
ENSMGAP00000003778	ENSMGAP00000015069
ENSMGAP00000015069	ENSMGAP00000003778
ENSMGAP00000003261	ENSMGAP00000009483
ENSMGAP00000009483	ENSMGAP00000003261
ENSMGAP00000003261	ENSMGAP00000015069
ENSMGAP00000015069	ENSMGAP00000003261
ENSMGAP00000018520	ENSMGAP00000009483
ENSMGAP00000009483	ENSMGAP00000018520
ENSMGAP00000018520	ENSMGAP00000015069
ENSMGAP00000015069	ENSMGAP00000018520
ENSMGAP00000009483	ENSMGAP00000015069
ENSMGAP00000015069	ENSMGAP00000009483
ENSMGAP00000015767	ENSMGAP00000015772
ENSMGAP00000015772	ENSMGAP00000015767
ENSMGAP00000015767	ENSMGAP00000008552
ENSMGAP00000008552	ENSMGAP00000015767
ENSMGAP00000015772	ENSMGAP00000008552
ENSMGAP00000008552	ENSMGAP00000015772
ENSMGAP00000012365	ENSMGAP00000004747
ENSMGAP00000004747	ENSMGAP00000012365
ENSMGAP00000013880	ENSMGAP00000006513
ENSMGAP00000006513	ENSMGAP00000013880
ENSMGAP00000006157	ENSMGAP00000016097
ENSMGAP00000016097	ENSMGAP00000006157
ENSMGAP00000006157	ENSMGAP00000007451
ENSMGAP00000007451	ENSMGAP00000006157
ENSMGAP00000016097	ENSMGAP00000007451
ENSMGAP00000007451	ENSMGAP00000016097
ENSMGAP00000016129	ENSMGAP00000002996
ENSMGAP00000002996	ENSMGAP00000016129
ENSMGAP00000016129	ENSMGAP00000011465
ENSMGAP00000011465	ENSMGAP00000016129
ENSMGAP00000002996	ENSMGAP00000011465
ENSMGAP00000011465	ENSMGAP00000002996
ENSMGAP00000011668	ENSMGAP00000004429
ENSMGAP00000004429	ENSMGAP00000011668
ENSMGAP00000009834	ENSMGAP00000014061
ENSMGAP00000014061	ENSMGAP00000009834
ENSMGAP00000011602	ENSMGAP00000006562
ENSMGAP00000006562	ENSMGAP00000011602
ENSMGAP00000012088	ENSMGAP00000011647
ENSMGAP00000011647	ENSMGAP00000012088
ENSMGAP00000003451	ENSMGAP00000014948
ENSMGAP00000014948	ENSMGAP00000003451
ENSMGAP00000010964	ENSMGAP00000007958
ENSMGAP00000007958	ENSMGAP00000010964
ENSMGAP00000001231	ENSMGAP00000015306
ENSMGAP00000015306	ENSMGAP00000001231
ENSMGAP00000001477	ENSMGAP00000002712
ENSMGAP00000002712	ENSMGAP00000001477
ENSMGAP00000004568	ENSMGAP00000001925
ENSMGAP00000001925	ENSMGAP00000004568
ENSMGAP00000005509	ENSMGAP00000001093
ENSMGAP00000001093	ENSMGAP00000005509
ENSMGAP00000014796	ENSMGAP00000002186
ENSMGAP00000002186	ENSMGAP00000014796
ENSMGAP00000014796	ENSMGAP00000016662
ENSMGAP00000016662	ENSMGAP00000014796
ENSMGAP00000002186	ENSMGAP00000016662
ENSMGAP00000016662	ENSMGAP00000002186
ENSMGAP00000017895	ENSMGAP00000015104
ENSMGAP00000015104	ENSMGAP00000017895
ENSMGAP00000017895	ENSMGAP00000018791
ENSMGAP00000018791	ENSMGAP00000017895
ENSMGAP00000017895	ENSMGAP00000016052
ENSMGAP00000016052	ENSMGAP00000017895
ENSMGAP00000015104	ENSMGAP00000018791
ENSMGAP00000018791	ENSMGAP00000015104
ENSMGAP00000015104	ENSMGAP00000016052
ENSMGAP00000016052	ENSMGAP00000015104
ENSMGAP00000018791	ENSMGAP00000016052
ENSMGAP00000016052	ENSMGAP00000018791
ENSMGAP00000009912	ENSMGAP00000015581
ENSMGAP00000015581	ENSMGAP00000009912
ENSMGAP00000004897	ENSMGAP00000004144
ENSMGAP00000004144	ENSMGAP00000004897
ENSMGAP00000002187	ENSMGAP00000014152
ENSMGAP00000014152	ENSMGAP00000002187
ENSMGAP00000002187	ENSMGAP00000014149
ENSMGAP00000014149	ENSMGAP00000002187
ENSMGAP00000014152	ENSMGAP00000014149
ENSMGAP00000014149	ENSMGAP00000014152
ENSMGAP00000001855	ENSMGAP00000006714
ENSMGAP00000006714	ENSMGAP00000001855
ENSMGAP00000001320	ENSMGAP00000002522
ENSMGAP00000002522	ENSMGAP00000001320
ENSMGAP00000004870	ENSMGAP00000010407
ENSMGAP00000010407	ENSMGAP00000004870
ENSMGAP00000004870	ENSMGAP00000007914
ENSMGAP00000007914	ENSMGAP00000004870
ENSMGAP00000004870	ENSMGAP00000009628
ENSMGAP00000009628	ENSMGAP00000004870
ENSMGAP00000004870	ENSMGAP00000009625
ENSMGAP00000009625	ENSMGAP00000004870
ENSMGAP00000010407	ENSMGAP00000007914
ENSMGAP00000007914	ENSMGAP00000010407
ENSMGAP00000010407	ENSMGAP00000009628
ENSMGAP00000009628	ENSMGAP00000010407
ENSMGAP00000010407	ENSMGAP00000009625
ENSMGAP00000009625	ENSMGAP00000010407
ENSMGAP00000007914	ENSMGAP00000009628
ENSMGAP00000009628	ENSMGAP00000007914
ENSMGAP00000007914	ENSMGAP00000009625
ENSMGAP00000009625	ENSMGAP00000007914
ENSMGAP00000009628	ENSMGAP00000009625
ENSMGAP00000009625	ENSMGAP00000009628
ENSMGAP00000002983	ENSMGAP00000009938
ENSMGAP00000009938	ENSMGAP00000002983
ENSMGAP00000002983	ENSMGAP00000003132
ENSMGAP00000003132	ENSMGAP00000002983
ENSMGAP00000009938	ENSMGAP00000003132
ENSMGAP00000003132	ENSMGAP00000009938
ENSMGAP00000003838	ENSMGAP00000010556
ENSMGAP00000010556	ENSMGAP00000003838
ENSMGAP00000001856	ENSMGAP00000004539
ENSMGAP00000004539	ENSMGAP00000001856
ENSMGAP00000001856	ENSMGAP00000009638
ENSMGAP00000009638	ENSMGAP00000001856
ENSMGAP00000004539	ENSMGAP00000009638
ENSMGAP00000009638	ENSMGAP00000004539
ENSMGAP00000014174	ENSMGAP00000003615
ENSMGAP00000003615	ENSMGAP00000014174
ENSMGAP00000005078	ENSMGAP00000009287
ENSMGAP00000009287	ENSMGAP00000005078
ENSMGAP00000000918	ENSMGAP00000016237
ENSMGAP00000016237	ENSMGAP00000000918
ENSMGAP00000008229	ENSMGAP00000005812
ENSMGAP00000005812	ENSMGAP00000008229
ENSMGAP00000000399	ENSMGAP00000004799
ENSMGAP00000004799	ENSMGAP00000000399
ENSMGAP00000010016	ENSMGAP00000013452
ENSMGAP00000013452	ENSMGAP00000010016
ENSMGAP00000005998	ENSMGAP00000009269
ENSMGAP00000009269	ENSMGAP00000005998
ENSMGAP00000010258	ENSMGAP00000009864
ENSMGAP00000009864	ENSMGAP00000010258
ENSMGAP00000013211	ENSMGAP00000008207
ENSMGAP00000008207	ENSMGAP00000013211
ENSMGAP00000013211	ENSMGAP00000001765
ENSMGAP00000001765	ENSMGAP00000013211
ENSMGAP00000008207	ENSMGAP00000001765
ENSMGAP00000001765	ENSMGAP00000008207
ENSMGAP00000011481	ENSMGAP00000012919
ENSMGAP00000012919	ENSMGAP00000011481
ENSMGAP00000011481	ENSMGAP00000007476
ENSMGAP00000007476	ENSMGAP00000011481
ENSMGAP00000001392	ENSMGAP00000002769
ENSMGAP00000002769	ENSMGAP00000001392
ENSMGAP00000002159	ENSMGAP00000003507
ENSMGAP00000003507	ENSMGAP00000002159
ENSMGAP00000002159	ENSMGAP00000016715
ENSMGAP00000016715	ENSMGAP00000002159
ENSMGAP00000003507	ENSMGAP00000016715
ENSMGAP00000016715	ENSMGAP00000003507
ENSMGAP00000011542	ENSMGAP00000017181
ENSMGAP00000017181	ENSMGAP00000011542
ENSMGAP00000002388	ENSMGAP00000001509
ENSMGAP00000001509	ENSMGAP00000002388
ENSMGAP00000014004	ENSMGAP00000011517
ENSMGAP00000011517	ENSMGAP00000014004
ENSMGAP00000012027	ENSMGAP00000017536
ENSMGAP00000017536	ENSMGAP00000012027
ENSMGAP00000008745	ENSMGAP00000009152
ENSMGAP00000009152	ENSMGAP00000008745
ENSMGAP00000006117	ENSMGAP00000008371
ENSMGAP00000008371	ENSMGAP00000006117
ENSMGAP00000014576	ENSMGAP00000009327
ENSMGAP00000009327	ENSMGAP00000014576
ENSMGAP00000015786	ENSMGAP00000003471
ENSMGAP00000003471	ENSMGAP00000015786
ENSMGAP00000004135	ENSMGAP00000002743
ENSMGAP00000002743	ENSMGAP00000004135
ENSMGAP00000004135	ENSMGAP00000013868
ENSMGAP00000013868	ENSMGAP00000004135
ENSMGAP00000002743	ENSMGAP00000013868
ENSMGAP00000013868	ENSMGAP00000002743
ENSMGAP00000001555	ENSMGAP00000017807
ENSMGAP00000017807	ENSMGAP00000001555
ENSMGAP00000017743	ENSMGAP00000010797
ENSMGAP00000010797	ENSMGAP00000017743
ENSMGAP00000005277	ENSMGAP00000014185
ENSMGAP00000014185	ENSMGAP00000005277
ENSMGAP00000004962	ENSMGAP00000008561
ENSMGAP00000008561	ENSMGAP00000004962
ENSMGAP00000002145	ENSMGAP00000004735
ENSMGAP00000004735	ENSMGAP00000002145
ENSMGAP00000007428	ENSMGAP00000002603
ENSMGAP00000002603	ENSMGAP00000007428
ENSMGAP00000002079	ENSMGAP00000005578
ENSMGAP00000005578	ENSMGAP00000002079
ENSMGAP00000019035	ENSMGAP00000019680
ENSMGAP00000019680	ENSMGAP00000019035
ENSMGAP00000000135	ENSMGAP00000019218
ENSMGAP00000019218	ENSMGAP00000000135
ENSMGAP00000014749	ENSMGAP00000010538
ENSMGAP00000010538	ENSMGAP00000014749
ENSMGAP00000013957	ENSMGAP00000001317
ENSMGAP00000001317	ENSMGAP00000013957
ENSMGAP00000005800	ENSMGAP00000018832
ENSMGAP00000018832	ENSMGAP00000005800
ENSMGAP00000005800	ENSMGAP00000005570
ENSMGAP00000005570	ENSMGAP00000005800
ENSMGAP00000018832	ENSMGAP00000005570
ENSMGAP00000005570	ENSMGAP00000018832
ENSMGAP00000004521	ENSMGAP00000014157
ENSMGAP00000014157	ENSMGAP00000004521
ENSMGAP00000007327	ENSMGAP00000000476
ENSMGAP00000000476	ENSMGAP00000007327
ENSMGAP00000008527	ENSMGAP00000006032
ENSMGAP00000006032	ENSMGAP00000008527
ENSMGAP00000006565	ENSMGAP00000011234
ENSMGAP00000011234	ENSMGAP00000006565
ENSMGAP00000007218	ENSMGAP00000004125
ENSMGAP00000004125	ENSMGAP00000007218
ENSMGAP00000005938	ENSMGAP00000016022
ENSMGAP00000016022	ENSMGAP00000005938
ENSMGAP00000004548	ENSMGAP00000015534
ENSMGAP00000015534	ENSMGAP00000004548
ENSMGAP00000016485	ENSMGAP00000001473
ENSMGAP00000001473	ENSMGAP00000016485
ENSMGAP00000016485	ENSMGAP00000008989
ENSMGAP00000008989	ENSMGAP00000016485
ENSMGAP00000016485	ENSMGAP00000008715
ENSMGAP00000008715	ENSMGAP00000016485
ENSMGAP00000016485	ENSMGAP00000015071
ENSMGAP00000015071	ENSMGAP00000016485
ENSMGAP00000001473	ENSMGAP00000008989
ENSMGAP00000008989	ENSMGAP00000001473
ENSMGAP00000001473	ENSMGAP00000008715
ENSMGAP00000008715	ENSMGAP00000001473
ENSMGAP00000001473	ENSMGAP00000015071
ENSMGAP00000015071	ENSMGAP00000001473
ENSMGAP00000008989	ENSMGAP00000008715
ENSMGAP00000008715	ENSMGAP00000008989
ENSMGAP00000008989	ENSMGAP00000015071
ENSMGAP00000015071	ENSMGAP00000008989
ENSMGAP00000008715	ENSMGAP00000015071
ENSMGAP00000015071	ENSMGAP00000008715
ENSMGAP00000010508	ENSMGAP00000016601
ENSMGAP00000016601	ENSMGAP00000010508
ENSMGAP00000010508	ENSMGAP00000002431
ENSMGAP00000002431	ENSMGAP00000010508
ENSMGAP00000016601	ENSMGAP00000002431
ENSMGAP00000002431	ENSMGAP00000016601
ENSMGAP00000004487	ENSMGAP00000006888
ENSMGAP00000006888	ENSMGAP00000004487
ENSMGAP00000007784	ENSMGAP00000009457
ENSMGAP00000009457	ENSMGAP00000007784
ENSMGAP00000004615	ENSMGAP00000009139
ENSMGAP00000009139	ENSMGAP00000004615
ENSMGAP00000008942	ENSMGAP00000006928
ENSMGAP00000006928	ENSMGAP00000008942
ENSMGAP00000018000	ENSMGAP00000001301
ENSMGAP00000001301	ENSMGAP00000018000
ENSMGAP00000014955	ENSMGAP00000012164
ENSMGAP00000012164	ENSMGAP00000014955
ENSMGAP00000014955	ENSMGAP00000006978
ENSMGAP00000006978	ENSMGAP00000014955
ENSMGAP00000014955	ENSMGAP00000002422
ENSMGAP00000002422	ENSMGAP00000014955
ENSMGAP00000012164	ENSMGAP00000006978
ENSMGAP00000006978	ENSMGAP00000012164
ENSMGAP00000012164	ENSMGAP00000002422
ENSMGAP00000002422	ENSMGAP00000012164
ENSMGAP00000006978	ENSMGAP00000002422
ENSMGAP00000002422	ENSMGAP00000006978
ENSMGAP00000014248	ENSMGAP00000001695
ENSMGAP00000001695	ENSMGAP00000014248
ENSMGAP00000014160	ENSMGAP00000000890
ENSMGAP00000000890	ENSMGAP00000014160
ENSMGAP00000014851	ENSMGAP00000014843
ENSMGAP00000014843	ENSMGAP00000014851
ENSMGAP00000001331	ENSMGAP00000014880
ENSMGAP00000014880	ENSMGAP00000001331
ENSMGAP00000017706	ENSMGAP00000011138
ENSMGAP00000011138	ENSMGAP00000017706
ENSMGAP00000012253	ENSMGAP00000001767
ENSMGAP00000001767	ENSMGAP00000012253
ENSMGAP00000012043	ENSMGAP00000011147
ENSMGAP00000011147	ENSMGAP00000012043
