ENSP00000354794	ENSP00000455426
ENSP00000316377	ENSP00000363023
ENSP00000363023	ENSP00000316377
ENSP00000359132	ENSP00000379032
ENSP00000379032	ENSP00000359132
ENSP00000363398	ENSP00000367446
ENSP00000367446	ENSP00000363398
ENSP00000322020	ENSP00000329033
ENSP00000329033	ENSP00000322020
ENSP00000307513	ENSP00000283243
ENSP00000283243	ENSP00000307513
ENSP00000356587	ENSP00000368952
ENSP00000368952	ENSP00000356587
ENSP00000356587	ENSP00000286713
ENSP00000286713	ENSP00000356587
ENSP00000368952	ENSP00000286713
ENSP00000286713	ENSP00000368952
ENSP00000327048	ENSP00000362410
ENSP00000362410	ENSP00000327048
ENSP00000327048	ENSP00000328364
ENSP00000328364	ENSP00000327048
ENSP00000327048	ENSP00000454062
ENSP00000454062	ENSP00000327048
ENSP00000362410	ENSP00000328364
ENSP00000328364	ENSP00000362410
ENSP00000362410	ENSP00000454062
ENSP00000454062	ENSP00000362410
ENSP00000328364	ENSP00000454062
ENSP00000454062	ENSP00000328364
ENSP00000345393	ENSP00000350369
ENSP00000350369	ENSP00000345393
ENSP00000345393	ENSP00000344903
ENSP00000344903	ENSP00000345393
ENSP00000350369	ENSP00000344903
ENSP00000344903	ENSP00000350369
ENSP00000297282	ENSP00000194130
ENSP00000194130	ENSP00000297282
ENSP00000392411	ENSP00000406220
ENSP00000406220	ENSP00000392411
ENSP00000358747	ENSP00000358755
ENSP00000358755	ENSP00000358747
ENSP00000365251	ENSP00000413001
ENSP00000413001	ENSP00000365251
ENSP00000435582	ENSP00000388275
ENSP00000388275	ENSP00000435582
ENSP00000261517	ENSP00000353422
ENSP00000353422	ENSP00000261517
ENSP00000260356	ENSP00000355751
ENSP00000355751	ENSP00000260356
ENSP00000222271	ENSP00000339730
ENSP00000339730	ENSP00000222271
ENSP00000222271	ENSP00000357362
ENSP00000357362	ENSP00000222271
ENSP00000339730	ENSP00000357362
ENSP00000357362	ENSP00000339730
ENSP00000383909	ENSP00000319651
ENSP00000319651	ENSP00000383909
ENSP00000371711	ENSP00000360500
ENSP00000360500	ENSP00000371711
ENSP00000322885	ENSP00000227451
ENSP00000227451	ENSP00000322885
ENSP00000322885	ENSP00000257600
ENSP00000257600	ENSP00000322885
ENSP00000227451	ENSP00000257600
ENSP00000257600	ENSP00000227451
ENSP00000316532	ENSP00000005286
ENSP00000005286	ENSP00000316532
ENSP00000426119	ENSP00000361650
ENSP00000361650	ENSP00000426119
ENSP00000356275	ENSP00000310901
ENSP00000310901	ENSP00000356275
ENSP00000356275	ENSP00000431813
ENSP00000431813	ENSP00000356275
ENSP00000310901	ENSP00000431813
ENSP00000431813	ENSP00000310901
ENSP00000160373	ENSP00000271277
ENSP00000271277	ENSP00000160373
ENSP00000237172	ENSP00000346560
ENSP00000346560	ENSP00000237172
ENSP00000237172	ENSP00000303758
ENSP00000303758	ENSP00000237172
ENSP00000346560	ENSP00000303758
ENSP00000303758	ENSP00000346560
ENSP00000261889	ENSP00000368831
ENSP00000368831	ENSP00000261889
ENSP00000363349	ENSP00000304429
ENSP00000304429	ENSP00000363349
ENSP00000238994	ENSP00000308318
ENSP00000308318	ENSP00000238994
ENSP00000393832	ENSP00000360035
ENSP00000360035	ENSP00000393832
ENSP00000393832	ENSP00000408288
ENSP00000408288	ENSP00000393832
ENSP00000360035	ENSP00000408288
ENSP00000408288	ENSP00000360035
ENSP00000304501	ENSP00000336630
ENSP00000336630	ENSP00000304501
ENSP00000304501	ENSP00000356205
ENSP00000356205	ENSP00000304501
ENSP00000336630	ENSP00000356205
ENSP00000356205	ENSP00000336630
ENSP00000391299	ENSP00000342313
ENSP00000342313	ENSP00000391299
ENSP00000257118	ENSP00000420294
ENSP00000420294	ENSP00000257118
ENSP00000257118	ENSP00000440674
ENSP00000440674	ENSP00000257118
ENSP00000420294	ENSP00000440674
ENSP00000440674	ENSP00000420294
ENSP00000332723	ENSP00000411770
ENSP00000411770	ENSP00000332723
ENSP00000214869	ENSP00000359305
ENSP00000359305	ENSP00000214869
ENSP00000356381	ENSP00000369989
ENSP00000369989	ENSP00000356381
ENSP00000233596	ENSP00000368959
ENSP00000368959	ENSP00000233596
ENSP00000254901	ENSP00000438346
ENSP00000438346	ENSP00000254901
ENSP00000254901	ENSP00000303482
ENSP00000303482	ENSP00000254901
ENSP00000254901	ENSP00000362863
ENSP00000362863	ENSP00000254901
ENSP00000438346	ENSP00000303482
ENSP00000303482	ENSP00000438346
ENSP00000438346	ENSP00000362863
ENSP00000362863	ENSP00000438346
ENSP00000303482	ENSP00000362863
ENSP00000362863	ENSP00000303482
ENSP00000253083	ENSP00000336747
ENSP00000336747	ENSP00000253083
ENSP00000365411	ENSP00000316543
ENSP00000316543	ENSP00000365411
ENSP00000263915	ENSP00000381793
ENSP00000381793	ENSP00000263915
ENSP00000263915	ENSP00000403459
ENSP00000403459	ENSP00000263915
ENSP00000381793	ENSP00000403459
ENSP00000403459	ENSP00000381793
ENSP00000427458	ENSP00000343490
ENSP00000343490	ENSP00000427458
ENSP00000427458	ENSP00000369442
ENSP00000369442	ENSP00000427458
ENSP00000427458	ENSP00000257408
ENSP00000257408	ENSP00000427458
ENSP00000343490	ENSP00000369442
ENSP00000369442	ENSP00000343490
ENSP00000343490	ENSP00000257408
ENSP00000257408	ENSP00000343490
ENSP00000369442	ENSP00000257408
ENSP00000257408	ENSP00000369442
ENSP00000262394	ENSP00000319474
ENSP00000319474	ENSP00000262394
ENSP00000276420	ENSP00000233668
ENSP00000233668	ENSP00000276420
ENSP00000276420	ENSP00000349727
ENSP00000349727	ENSP00000276420
ENSP00000233668	ENSP00000349727
ENSP00000349727	ENSP00000233668
ENSP00000372160	ENSP00000262593
ENSP00000262593	ENSP00000372160
ENSP00000372160	ENSP00000344277
ENSP00000344277	ENSP00000372160
ENSP00000262593	ENSP00000344277
ENSP00000344277	ENSP00000262593
ENSP00000263512	ENSP00000428612
ENSP00000428612	ENSP00000263512
ENSP00000273905	ENSP00000245312
ENSP00000245312	ENSP00000273905
ENSP00000313681	ENSP00000245222
ENSP00000245222	ENSP00000313681
ENSP00000415968	ENSP00000404121
ENSP00000404121	ENSP00000415968
ENSP00000262961	ENSP00000265069
ENSP00000265069	ENSP00000262961
ENSP00000380308	ENSP00000320130
ENSP00000320130	ENSP00000380308
ENSP00000264968	ENSP00000338487
ENSP00000338487	ENSP00000264968
ENSP00000264968	ENSP00000426225
ENSP00000426225	ENSP00000264968
ENSP00000338487	ENSP00000426225
ENSP00000426225	ENSP00000338487
ENSP00000354458	ENSP00000360281
ENSP00000360281	ENSP00000354458
ENSP00000354458	ENSP00000263408
ENSP00000263408	ENSP00000354458
ENSP00000354458	ENSP00000322061
ENSP00000322061	ENSP00000354458
ENSP00000360281	ENSP00000263408
ENSP00000263408	ENSP00000360281
ENSP00000360281	ENSP00000322061
ENSP00000322061	ENSP00000360281
ENSP00000263408	ENSP00000322061
ENSP00000322061	ENSP00000263408
ENSP00000309270	ENSP00000362207
ENSP00000362207	ENSP00000309270
ENSP00000309270	ENSP00000276055
ENSP00000276055	ENSP00000309270
ENSP00000309270	ENSP00000307911
ENSP00000307911	ENSP00000309270
ENSP00000362207	ENSP00000276055
ENSP00000276055	ENSP00000362207
ENSP00000362207	ENSP00000307911
ENSP00000307911	ENSP00000362207
ENSP00000276055	ENSP00000307911
ENSP00000307911	ENSP00000276055
ENSP00000354842	ENSP00000344724
ENSP00000344724	ENSP00000354842
ENSP00000354842	ENSP00000219746
ENSP00000219746	ENSP00000354842
ENSP00000344724	ENSP00000219746
ENSP00000219746	ENSP00000344724
ENSP00000436500	ENSP00000441032
ENSP00000441032	ENSP00000436500
ENSP00000436500	ENSP00000350881
ENSP00000350881	ENSP00000436500
ENSP00000441032	ENSP00000350881
ENSP00000350881	ENSP00000441032
ENSP00000426120	ENSP00000311657
ENSP00000311657	ENSP00000426120
ENSP00000346206	ENSP00000440288
ENSP00000440288	ENSP00000346206
ENSP00000310721	ENSP00000301645
ENSP00000301645	ENSP00000310721
ENSP00000310721	ENSP00000318867
ENSP00000318867	ENSP00000310721
ENSP00000310721	ENSP00000244043
ENSP00000244043	ENSP00000310721
ENSP00000301645	ENSP00000318867
ENSP00000318867	ENSP00000301645
ENSP00000301645	ENSP00000244043
ENSP00000244043	ENSP00000301645
ENSP00000318867	ENSP00000244043
ENSP00000244043	ENSP00000318867
ENSP00000363852	ENSP00000271227
ENSP00000271227	ENSP00000363852
ENSP00000229729	ENSP00000336888
ENSP00000336888	ENSP00000229729
ENSP00000229729	ENSP00000359892
ENSP00000359892	ENSP00000229729
ENSP00000336888	ENSP00000359892
ENSP00000359892	ENSP00000336888
ENSP00000410447	ENSP00000262032
ENSP00000262032	ENSP00000410447
ENSP00000410447	ENSP00000413025
ENSP00000413025	ENSP00000410447
ENSP00000410447	ENSP00000344544
ENSP00000344544	ENSP00000410447
ENSP00000262032	ENSP00000413025
ENSP00000413025	ENSP00000262032
ENSP00000262032	ENSP00000344544
ENSP00000344544	ENSP00000262032
ENSP00000413025	ENSP00000344544
ENSP00000344544	ENSP00000413025
ENSP00000332407	ENSP00000473474
ENSP00000473474	ENSP00000332407
ENSP00000303434	ENSP00000431876
ENSP00000431876	ENSP00000303434
ENSP00000346643	ENSP00000384774
ENSP00000384774	ENSP00000346643
ENSP00000346643	ENSP00000292432
ENSP00000292432	ENSP00000346643
ENSP00000346643	ENSP00000223366
ENSP00000223366	ENSP00000346643
ENSP00000384774	ENSP00000292432
ENSP00000292432	ENSP00000384774
ENSP00000384774	ENSP00000223366
ENSP00000223366	ENSP00000384774
ENSP00000292432	ENSP00000223366
ENSP00000223366	ENSP00000292432
ENSP00000357516	ENSP00000351022
ENSP00000351022	ENSP00000357516
ENSP00000367542	ENSP00000439135
ENSP00000439135	ENSP00000367542
ENSP00000362814	ENSP00000340243
ENSP00000340243	ENSP00000362814
ENSP00000362814	ENSP00000342962
ENSP00000342962	ENSP00000362814
ENSP00000340243	ENSP00000342962
ENSP00000342962	ENSP00000340243
ENSP00000319796	ENSP00000420863
ENSP00000420863	ENSP00000319796
ENSP00000262809	ENSP00000215061
ENSP00000215061	ENSP00000262809
ENSP00000262809	ENSP00000323264
ENSP00000323264	ENSP00000262809
ENSP00000215061	ENSP00000323264
ENSP00000323264	ENSP00000215061
ENSP00000427223	ENSP00000379118
ENSP00000379118	ENSP00000427223
ENSP00000309141	ENSP00000471536
ENSP00000471536	ENSP00000309141
ENSP00000385824	ENSP00000361672
ENSP00000361672	ENSP00000385824
ENSP00000385824	ENSP00000368880
ENSP00000368880	ENSP00000385824
ENSP00000385824	ENSP00000363377
ENSP00000363377	ENSP00000385824
ENSP00000361672	ENSP00000368880
ENSP00000368880	ENSP00000361672
ENSP00000361672	ENSP00000363377
ENSP00000363377	ENSP00000361672
ENSP00000368880	ENSP00000363377
ENSP00000363377	ENSP00000368880
ENSP00000263904	ENSP00000366746
ENSP00000366746	ENSP00000263904
ENSP00000368818	ENSP00000413697
ENSP00000413697	ENSP00000368818
ENSP00000330631	ENSP00000043402
ENSP00000043402	ENSP00000330631
ENSP00000330631	ENSP00000335397
ENSP00000335397	ENSP00000330631
ENSP00000330631	ENSP00000399441
ENSP00000399441	ENSP00000330631
ENSP00000043402	ENSP00000335397
ENSP00000335397	ENSP00000043402
ENSP00000043402	ENSP00000399441
ENSP00000399441	ENSP00000043402
ENSP00000335397	ENSP00000399441
ENSP00000399441	ENSP00000335397
ENSP00000263212	ENSP00000312411
ENSP00000312411	ENSP00000263212
ENSP00000343909	ENSP00000378830
ENSP00000378830	ENSP00000343909
ENSP00000181839	ENSP00000398880
ENSP00000398880	ENSP00000181839
ENSP00000376345	ENSP00000284154
ENSP00000284154	ENSP00000376345
ENSP00000376345	ENSP00000437409
ENSP00000437409	ENSP00000376345
ENSP00000376345	ENSP00000339186
ENSP00000339186	ENSP00000376345
ENSP00000284154	ENSP00000339186
ENSP00000339186	ENSP00000284154
ENSP00000437409	ENSP00000339186
ENSP00000339186	ENSP00000437409
ENSP00000417273	ENSP00000233154
ENSP00000233154	ENSP00000417273
ENSP00000369127	ENSP00000378324
ENSP00000378324	ENSP00000369127
ENSP00000307280	ENSP00000347055
ENSP00000347055	ENSP00000307280
ENSP00000307280	ENSP00000379210
ENSP00000379210	ENSP00000307280
ENSP00000347055	ENSP00000379210
ENSP00000379210	ENSP00000347055
ENSP00000262094	ENSP00000379601
ENSP00000379601	ENSP00000262094
ENSP00000316674	ENSP00000364555
ENSP00000364555	ENSP00000316674
ENSP00000339479	ENSP00000330247
ENSP00000330247	ENSP00000339479
ENSP00000406933	ENSP00000376615
ENSP00000376615	ENSP00000406933
ENSP00000261461	ENSP00000164133
ENSP00000164133	ENSP00000261461
ENSP00000261461	ENSP00000337641
ENSP00000337641	ENSP00000261461
ENSP00000164133	ENSP00000337641
ENSP00000337641	ENSP00000164133
ENSP00000296220	ENSP00000379804
ENSP00000379804	ENSP00000296220
ENSP00000261183	ENSP00000263650
ENSP00000263650	ENSP00000261183
ENSP00000270645	ENSP00000438248
ENSP00000438248	ENSP00000270645
ENSP00000218008	ENSP00000334216
ENSP00000334216	ENSP00000218008
ENSP00000218008	ENSP00000250111
ENSP00000250111	ENSP00000218008
ENSP00000218008	ENSP00000286371
ENSP00000286371	ENSP00000218008
ENSP00000218008	ENSP00000356790
ENSP00000356790	ENSP00000218008
ENSP00000334216	ENSP00000250111
ENSP00000250111	ENSP00000334216
ENSP00000334216	ENSP00000286371
ENSP00000286371	ENSP00000334216
ENSP00000334216	ENSP00000356790
ENSP00000356790	ENSP00000334216
ENSP00000250111	ENSP00000286371
ENSP00000286371	ENSP00000250111
ENSP00000250111	ENSP00000356790
ENSP00000356790	ENSP00000250111
ENSP00000286371	ENSP00000356790
ENSP00000356790	ENSP00000286371
ENSP00000381476	ENSP00000216139
ENSP00000216139	ENSP00000381476
ENSP00000396538	ENSP00000327850
ENSP00000327850	ENSP00000396538
ENSP00000396538	ENSP00000379330
ENSP00000379330	ENSP00000396538
ENSP00000396538	ENSP00000300659
ENSP00000300659	ENSP00000396538
ENSP00000396538	ENSP00000388910
ENSP00000388910	ENSP00000396538
ENSP00000327850	ENSP00000379330
ENSP00000379330	ENSP00000327850
ENSP00000327850	ENSP00000300659
ENSP00000300659	ENSP00000327850
ENSP00000327850	ENSP00000388910
ENSP00000388910	ENSP00000327850
ENSP00000379330	ENSP00000300659
ENSP00000300659	ENSP00000379330
ENSP00000379330	ENSP00000388910
ENSP00000388910	ENSP00000379330
ENSP00000300659	ENSP00000388910
ENSP00000388910	ENSP00000300659
ENSP00000365730	ENSP00000377867
ENSP00000377867	ENSP00000365730
ENSP00000365730	ENSP00000325748
ENSP00000325748	ENSP00000365730
ENSP00000377867	ENSP00000325748
ENSP00000325748	ENSP00000377867
ENSP00000361892	ENSP00000429744
ENSP00000429744	ENSP00000361892
ENSP00000343126	ENSP00000368189
ENSP00000368189	ENSP00000343126
ENSP00000343126	ENSP00000263620
ENSP00000263620	ENSP00000343126
ENSP00000368189	ENSP00000263620
ENSP00000263620	ENSP00000368189
ENSP00000336666	ENSP00000379891
ENSP00000379891	ENSP00000336666
ENSP00000381782	ENSP00000354886
ENSP00000354886	ENSP00000381782
ENSP00000257177	ENSP00000365130
ENSP00000365130	ENSP00000257177
ENSP00000373420	ENSP00000325594
ENSP00000325594	ENSP00000373420
ENSP00000337732	ENSP00000410862
ENSP00000410862	ENSP00000337732
ENSP00000344465	ENSP00000386908
ENSP00000386908	ENSP00000344465
ENSP00000344465	ENSP00000274473
ENSP00000274473	ENSP00000344465
ENSP00000386908	ENSP00000274473
ENSP00000274473	ENSP00000386908
ENSP00000263071	ENSP00000266214
ENSP00000266214	ENSP00000263071
ENSP00000287239	ENSP00000380136
ENSP00000380136	ENSP00000287239
ENSP00000378505	ENSP00000354856
ENSP00000354856	ENSP00000378505
ENSP00000379602	ENSP00000054666
ENSP00000054666	ENSP00000379602
ENSP00000356992	ENSP00000264245
ENSP00000264245	ENSP00000356992
ENSP00000310561	ENSP00000320038
ENSP00000320038	ENSP00000310561
ENSP00000265734	ENSP00000257904
ENSP00000257904	ENSP00000265734
ENSP00000410561	ENSP00000266970
ENSP00000266970	ENSP00000410561
ENSP00000236877	ENSP00000370669
ENSP00000370669	ENSP00000236877
ENSP00000236877	ENSP00000384763
ENSP00000384763	ENSP00000236877
ENSP00000370669	ENSP00000384763
ENSP00000384763	ENSP00000370669
ENSP00000316905	ENSP00000224807
ENSP00000224807	ENSP00000316905
ENSP00000266771	ENSP00000227880
ENSP00000227880	ENSP00000266771
ENSP00000266771	ENSP00000340402
ENSP00000340402	ENSP00000266771
ENSP00000227880	ENSP00000340402
ENSP00000340402	ENSP00000227880
ENSP00000365686	ENSP00000417085
ENSP00000417085	ENSP00000365686
ENSP00000356991	ENSP00000418070
ENSP00000418070	ENSP00000356991
ENSP00000356991	ENSP00000264025
ENSP00000264025	ENSP00000356991
ENSP00000418070	ENSP00000264025
ENSP00000264025	ENSP00000418070
ENSP00000245796	ENSP00000274710
ENSP00000274710	ENSP00000245796
ENSP00000245796	ENSP00000324127
ENSP00000324127	ENSP00000245796
ENSP00000245796	ENSP00000020673
ENSP00000020673	ENSP00000245796
ENSP00000274710	ENSP00000324127
ENSP00000324127	ENSP00000274710
ENSP00000274710	ENSP00000020673
ENSP00000020673	ENSP00000274710
ENSP00000324127	ENSP00000020673
ENSP00000020673	ENSP00000324127
ENSP00000417706	ENSP00000292782
ENSP00000292782	ENSP00000417706
ENSP00000260247	ENSP00000334625
ENSP00000334625	ENSP00000260247
ENSP00000332353	ENSP00000361266
ENSP00000361266	ENSP00000332353
ENSP00000419000	ENSP00000350364
ENSP00000350364	ENSP00000419000
ENSP00000419000	ENSP00000270642
ENSP00000270642	ENSP00000419000
ENSP00000350364	ENSP00000270642
ENSP00000270642	ENSP00000350364
ENSP00000337459	ENSP00000297494
ENSP00000297494	ENSP00000337459
ENSP00000387536	ENSP00000282077
ENSP00000282077	ENSP00000387536
ENSP00000387536	ENSP00000420927
ENSP00000420927	ENSP00000387536
ENSP00000387536	ENSP00000005178
ENSP00000005178	ENSP00000387536
ENSP00000282077	ENSP00000420927
ENSP00000420927	ENSP00000282077
ENSP00000282077	ENSP00000005178
ENSP00000005178	ENSP00000282077
ENSP00000420927	ENSP00000005178
ENSP00000005178	ENSP00000420927
ENSP00000333633	ENSP00000385045
ENSP00000385045	ENSP00000333633
ENSP00000338629	ENSP00000349076
ENSP00000349076	ENSP00000338629
ENSP00000417654	ENSP00000424566
ENSP00000424566	ENSP00000417654
ENSP00000322142	ENSP00000380024
ENSP00000380024	ENSP00000322142
ENSP00000364929	ENSP00000307183
ENSP00000307183	ENSP00000364929
ENSP00000377265	ENSP00000362332
ENSP00000362332	ENSP00000377265
ENSP00000377265	ENSP00000368924
ENSP00000368924	ENSP00000377265
ENSP00000377265	ENSP00000201031
ENSP00000201031	ENSP00000377265
ENSP00000377265	ENSP00000008391
ENSP00000008391	ENSP00000377265
ENSP00000362332	ENSP00000368924
ENSP00000368924	ENSP00000362332
ENSP00000362332	ENSP00000201031
ENSP00000201031	ENSP00000362332
ENSP00000362332	ENSP00000008391
ENSP00000008391	ENSP00000362332
ENSP00000368924	ENSP00000201031
ENSP00000201031	ENSP00000368924
ENSP00000368924	ENSP00000008391
ENSP00000008391	ENSP00000368924
ENSP00000201031	ENSP00000008391
ENSP00000008391	ENSP00000201031
ENSP00000300209	ENSP00000267273
ENSP00000267273	ENSP00000300209
ENSP00000300209	ENSP00000415115
ENSP00000415115	ENSP00000300209
ENSP00000267273	ENSP00000415115
ENSP00000415115	ENSP00000267273
ENSP00000272643	ENSP00000406482
ENSP00000406482	ENSP00000272643
ENSP00000323696	ENSP00000347649
ENSP00000347649	ENSP00000323696
ENSP00000253024	ENSP00000340507
ENSP00000340507	ENSP00000253024
ENSP00000253024	ENSP00000351250
ENSP00000351250	ENSP00000253024
ENSP00000253024	ENSP00000384876
ENSP00000384876	ENSP00000253024
ENSP00000340507	ENSP00000351250
ENSP00000351250	ENSP00000340507
ENSP00000340507	ENSP00000384876
ENSP00000384876	ENSP00000340507
ENSP00000351250	ENSP00000384876
ENSP00000384876	ENSP00000351250
ENSP00000217169	ENSP00000428657
ENSP00000428657	ENSP00000217169
ENSP00000217169	ENSP00000385090
ENSP00000385090	ENSP00000217169
ENSP00000428657	ENSP00000385090
ENSP00000385090	ENSP00000428657
ENSP00000419185	ENSP00000302630
ENSP00000302630	ENSP00000419185
ENSP00000419185	ENSP00000371786
ENSP00000371786	ENSP00000419185
ENSP00000302630	ENSP00000371786
ENSP00000371786	ENSP00000302630
ENSP00000270560	ENSP00000305852
ENSP00000305852	ENSP00000270560
ENSP00000433102	ENSP00000339659
ENSP00000339659	ENSP00000433102
ENSP00000425561	ENSP00000323714
ENSP00000323714	ENSP00000425561
ENSP00000318057	ENSP00000242480
ENSP00000242480	ENSP00000318057
ENSP00000318057	ENSP00000239938
ENSP00000239938	ENSP00000318057
ENSP00000318057	ENSP00000445626
ENSP00000445626	ENSP00000318057
ENSP00000242480	ENSP00000239938
ENSP00000239938	ENSP00000242480
ENSP00000242480	ENSP00000445626
ENSP00000445626	ENSP00000242480
ENSP00000239938	ENSP00000445626
ENSP00000445626	ENSP00000239938
ENSP00000295743	ENSP00000177694
ENSP00000177694	ENSP00000295743
ENSP00000295743	ENSP00000374205
ENSP00000374205	ENSP00000295743
ENSP00000177694	ENSP00000374205
ENSP00000374205	ENSP00000177694
ENSP00000409738	ENSP00000321951
ENSP00000321951	ENSP00000409738
ENSP00000234590	ENSP00000324105
ENSP00000324105	ENSP00000234590
ENSP00000234590	ENSP00000437402
ENSP00000437402	ENSP00000234590
ENSP00000324105	ENSP00000437402
ENSP00000437402	ENSP00000324105
ENSP00000357106	ENSP00000384193
ENSP00000384193	ENSP00000357106
ENSP00000222374	ENSP00000227348
ENSP00000227348	ENSP00000222374
ENSP00000222374	ENSP00000395359
ENSP00000395359	ENSP00000222374
ENSP00000227348	ENSP00000395359
ENSP00000395359	ENSP00000227348
ENSP00000475496	ENSP00000268099
ENSP00000268099	ENSP00000475496
ENSP00000475496	ENSP00000307275
ENSP00000307275	ENSP00000475496
ENSP00000268099	ENSP00000307275
ENSP00000307275	ENSP00000268099
ENSP00000355387	ENSP00000316007
ENSP00000316007	ENSP00000355387
ENSP00000349320	ENSP00000418081
ENSP00000418081	ENSP00000349320
ENSP00000372169	ENSP00000419101
ENSP00000419101	ENSP00000372169
ENSP00000302177	ENSP00000324944
