SINCAM006024	ENSACAP00000000005
SINCAM012459	ENSACAP00000001274
SINCAM003135	ENSACAP00000001275
SINCAM011970	ENSACAP00000001276
SINCAM007378	ENSACAP00000001278
SINCAM014088	ENSACAP00000001279
SINCAM007541	ENSACAP00000001280
SINCAM005197	ENSACAP00000001281
SINCAM009976	ENSACAP00000001282
SINCAM003857	ENSACAP00000001283
SINCAM007377	ENSACAP00000001285
SINCAM005151	ENSACAP00000001286
SINCAM012767	ENSACAP00000001287
SINCAM009396	ENSACAP00000001291
SINCAM000969	ENSACAP00000001293
SINCAM003502	ENSACAP00000001295
SINCAM004381	ENSACAP00000001299
SINCAM005359	ENSACAP00000001301
SINCAM004795	ENSACAP00000001302
SINCAM011302	ENSACAP00000001303
SINCAM922601	ENSACAP00000001304
SINCAM011162	ENSACAP00000001306
SINCAM922887	ENSACAP00000001310
SINCAM006405	ENSACAP00000001311
SINCAM011212	ENSACAP00000001313
SINCAM005720	ENSACAP00000001315
SINCAM001857	ENSACAP00000001316
SINCAM009978	ENSACAP00000001317
SINCAM003783	ENSACAP00000001318
SINCAM006790	ENSACAP00000001319
SINCAM009979	ENSACAP00000001321
SINCAM010676	ENSACAP00000001322
SINCAM003859	ENSACAP00000001326
SINCAM006206	ENSACAP00000001328
SINCAM010795	ENSACAP00000001330
SINCAM003860	ENSACAP00000001331
SINCAM010338	ENSACAP00000001332
SINCAM006208	ENSACAP00000001333
SINCAM922736	ENSACAP00000001335
SINCAM005196	ENSACAP00000001337
SINCAM013680	ENSACAP00000001338
SINCAM010964	ENSACAP00000001339
SINCAM900203	ENSACAP00000001340
SINCAM013184	ENSACAP00000001341
SINCAM011353	ENSACAP00000001342
SINCAM003869	ENSACAP00000001345
SINCAM007376	ENSACAP00000001346
SINCAM921854	ENSACAP00000001347
SINCAM003446	ENSACAP00000001348
SINCAM010568	ENSACAP00000001349
SINCAM005308	ENSACAP00000001350
SINCAM921367	ENSACAP00000001354
SINCAM007075	ENSACAP00000001355
SINCAM921579	ENSACAP00000001356
SINCAM011258	ENSACAP00000001357
SINCAM922833	ENSACAP00000001358
SINCAM900027	ENSACAP00000001359
SINCAM001038	ENSACAP00000001360
SINCAM013971	ENSACAP00000001361
SINCAM012403	ENSACAP00000001362
SINCAM001039	ENSACAP00000001366
SINCAM008300	ENSACAP00000001367
SINCAM011214	ENSACAP00000001368
SINCAM922667	ENSACAP00000001369
SINCAM900204	ENSACAP00000001370
SINCAM010517	ENSACAP00000001371
SINCAM011345	ENSACAP00000001374
SINCAM003445	ENSACAP00000001376
SINCAM900206	ENSACAP00000001378
SINCAM013957	ENSACAP00000001380
SINCAM016782	ENSACAP00000001383
SINCAM900090	ENSACAP00000001385
SINCAM006890	ENSACAP00000001386
SINCAM003176	ENSACAP00000001387
SINCAM014396	ENSACAP00000001388
SINCAM006147	ENSACAP00000001390
SINCAM005370	ENSACAP00000001391
SINCAM013055	ENSACAP00000001393
SINCAM005952	ENSACAP00000001397
SINCAM005721	ENSACAP00000001398
SINCAM004336	ENSACAP00000001400
SINCAM010570	ENSACAP00000001402
SINCAM003501	ENSACAP00000001403
SINCAM012458	ENSACAP00000001404
SINCAM010571	ENSACAP00000001405
SINCAM014222	ENSACAP00000001406
SINCAM920686	ENSACAP00000001407
SINCAM003752	ENSACAP00000001408
SINCAM922084	ENSACAP00000001409
SINCAM007826	ENSACAP00000001410
SINCAM008301	ENSACAP00000001413
SINCAM009541	ENSACAP00000001416
SINCAM001911	ENSACAP00000001417
SINCAM003678	ENSACAP00000001419
SINCAM004693	ENSACAP00000001420
SINCAM003175	ENSACAP00000001422
SINCAM006209	ENSACAP00000001423
SINCAM004434	ENSACAP00000001424
SINCAM000940	ENSACAP00000001425
SINCAM003754	ENSACAP00000001426
SINCAM007557	ENSACAP00000001428
SINCAM007074	ENSACAP00000001433
SINCAM921235	ENSACAP00000001434
SINCAM007375	ENSACAP00000001435
SINCAM011309	ENSACAP00000001436
SINCAM009632	ENSACAP00000001437
SINCAM009400	ENSACAP00000001439
SINCAM921819	ENSACAP00000001440
SINCAM008303	ENSACAP00000001443
SINCAM921345	ENSACAP00000001444
SINCAM012690	ENSACAP00000001445
SINCAM921248	ENSACAP00000001447
SINCAM006023	ENSACAP00000001448
SINCAM003868	ENSACAP00000001450
SINCAM006022	ENSACAP00000001451
SINCAM012284	ENSACAP00000001452
SINCAM008590	ENSACAP00000001455
SINCAM001858	ENSACAP00000001457
SINCAM006406	ENSACAP00000001458
SINCAM003862	ENSACAP00000001459
SINCAM015138	ENSACAP00000001460
SINCAM922888	ENSACAP00000001461
SINCAM010665	ENSACAP00000001462
SINCAM015987	ENSACAP00000001464
SINCAM004606	ENSACAP00000001465
SINCAM008304	ENSACAP00000001467
SINCAM004338	ENSACAP00000001468
SINCAM011352	ENSACAP00000001469
SINCAM012688	ENSACAP00000001470
SINCAM008987	ENSACAP00000001472
SINCAM006791	ENSACAP00000001473
SINCAM007119	ENSACAP00000001474
SINCAM009980	ENSACAP00000001475
SINCAM012285	ENSACAP00000001476
SINCAM920508	ENSACAP00000001477
SINCAM921612	ENSACAP00000001478
SINCAM922581	ENSACAP00000001479
SINCAM001915	ENSACAP00000001480
SINCAM011346	ENSACAP00000001481
SINCAM007824	ENSACAP00000001482
SINCAM010721	ENSACAP00000001483
SINCAM010343	ENSACAP00000001485
SINCAM003485	ENSACAP00000001486
SINCAM005369	ENSACAP00000001488
SINCAM003041	ENSACAP00000001489
SINCAM011303	ENSACAP00000001490
SINCAM922580	ENSACAP00000001492
SINCAM921082	ENSACAP00000001493
SINCAM003652	ENSACAP00000001494
SINCAM013770	ENSACAP00000001495
SINCAM003012	ENSACAP00000001496
SINCAM900209	ENSACAP00000001497
SINCAM003649	ENSACAP00000001498
SINCAM002988	ENSACAP00000001499
SINCAM922559	ENSACAP00000001500
SINCAM005722	ENSACAP00000001502
SINCAM003174	ENSACAP00000001503
SINCAM011215	ENSACAP00000001504
SINCAM009633	ENSACAP00000001507
SINCAM009982	ENSACAP00000001509
SINCAM012457	ENSACAP00000001511
SINCAM920857	ENSACAP00000001513
SINCAM009193	ENSACAP00000001514
SINCAM003136	ENSACAP00000001515
SINCAM003444	ENSACAP00000001516
SINCAM005358	ENSACAP00000001517
SINCAM005723	ENSACAP00000001520
SINCAM008589	ENSACAP00000001521
SINCAM006144	ENSACAP00000001522
SINCAM004765	ENSACAP00000001524
SINCAM013977	ENSACAP00000001525
SINCAM008305	ENSACAP00000001526
SINCAM011347	ENSACAP00000001527
SINCAM005367	ENSACAP00000001529
SINCAM000180	ENSACAP00000001532
SINCAM003793	ENSACAP00000001533
SINCAM000831	ENSACAP00000001535
SINCAM922871	ENSACAP00000001536
SINCAM007558	ENSACAP00000001537
SINCAM000971	ENSACAP00000001538
SINCAM010732	ENSACAP00000001539
SINCAM006492	ENSACAP00000001540
SINCAM011264	ENSACAP00000001541
SINCAM004340	ENSACAP00000001544
SINCAM004263	ENSACAP00000001545
SINCAM002685	ENSACAP00000001546
SINCAM002987	ENSACAP00000001547
SINCAM014262	ENSACAP00000001548
SINCAM011269	ENSACAP00000001549
SINCAM003173	ENSACAP00000001550
SINCAM011126	ENSACAP00000001553
SINCAM009538	ENSACAP00000001554
SINCAM012689	ENSACAP00000001558
SINCAM006408	ENSACAP00000001560
SINCAM011127	ENSACAP00000001562
SINCAM004342	ENSACAP00000001564
SINCAM001580	ENSACAP00000001565
SINCAM001820	ENSACAP00000001566
SINCAM004796	ENSACAP00000001567
SINCAM007849	ENSACAP00000001568
SINCAM007374	ENSACAP00000001569
SINCAM003170	ENSACAP00000001570
SINCAM922018	ENSACAP00000001571
SINCAM001916	ENSACAP00000001575
SINCAM015063	ENSACAP00000001577
SINCAM012687	ENSACAP00000001579
SINCAM003443	ENSACAP00000001580
SINCAM003168	ENSACAP00000001583
SINCAM007548	ENSACAP00000001584
SINCAM011140	ENSACAP00000001585
SINCAM012686	ENSACAP00000001589
SINCAM009536	ENSACAP00000001590
SINCAM007700	ENSACAP00000001591
SINCAM011270	ENSACAP00000001592
SINCAM005356	ENSACAP00000001593
SINCAM900210	ENSACAP00000001594
SINCAM921304	ENSACAP00000001595
SINCAM006494	ENSACAP00000001597
SINCAM921206	ENSACAP00000001598
SINCAM006267	ENSACAP00000001599
SINCAM921305	ENSACAP00000001602
SINCAM920573	ENSACAP00000001603
SINCAM008194	ENSACAP00000001604
SINCAM007560	ENSACAP00000001605
SINCAM003556	ENSACAP00000001606
SINCAM014000	ENSACAP00000001607
SINCAM013638	ENSACAP00000001609
SINCAM003648	ENSACAP00000001610
SINCAM008483	ENSACAP00000001611
SINCAM010573	ENSACAP00000001612
SINCAM000084	ENSACAP00000001613
SINCAM920509	ENSACAP00000001614
SINCAM009725	ENSACAP00000001615
SINCAM005724	ENSACAP00000001618
SINCAM002408	ENSACAP00000001619
SINCAM001560	ENSACAP00000001620
SINCAM003908	ENSACAP00000001622
SINCAM002714	ENSACAP00000001623
SINCAM920975	ENSACAP00000001624
SINCAM007702	ENSACAP00000001625
SINCAM006143	ENSACAP00000001626
SINCAM004343	ENSACAP00000001627
SINCAM003011	ENSACAP00000001628
SINCAM018108	ENSACAP00000001629
SINCAM001917	ENSACAP00000001630
SINCAM001344	ENSACAP00000001631
SINCAM011382	ENSACAP00000001635
SINCAM011281	ENSACAP00000001637
SINCAM001921	ENSACAP00000001639
SINCAM011075	ENSACAP00000001640
SINCAM921820	ENSACAP00000001641
SINCAM007703	ENSACAP00000001643
SINCAM011122	ENSACAP00000001644
SINCAM006541	ENSACAP00000001645
SINCAM009653	ENSACAP00000001648
SINCAM921081	ENSACAP00000001651
SINCAM010682	ENSACAP00000001653
SINCAM003867	ENSACAP00000001656
SINCAM000590	ENSACAP00000001660
SINCAM000045	ENSACAP00000001663
SINCAM003786	ENSACAP00000001665
SINCAM006922	ENSACAP00000001666
SINCAM921642	ENSACAP00000001667
SINCAM004607	ENSACAP00000001669
SINCAM003167	ENSACAP00000001671
SINCAM009401	ENSACAP00000001672
SINCAM006142	ENSACAP00000001676
SINCAM009853	ENSACAP00000001678
SINCAM000835	ENSACAP00000001679
SINCAM006429	ENSACAP00000001681
SINCAM002687	ENSACAP00000001682
SINCAM003866	ENSACAP00000001684
SINCAM001861	ENSACAP00000001685
SINCAM922561	ENSACAP00000001687
SINCAM006136	ENSACAP00000001690
SINCAM922019	ENSACAP00000001691
SINCAM004139	ENSACAP00000001694
SINCAM008196	ENSACAP00000001695
SINCAM011349	ENSACAP00000001696
SINCAM003166	ENSACAP00000001697
SINCAM002831	ENSACAP00000001699
SINCAM004485	ENSACAP00000001700
SINCAM001828	ENSACAP00000001701
SINCAM010666	ENSACAP00000001702
SINCAM007739	ENSACAP00000001703
SINCAM002713	ENSACAP00000001707
SINCAM920871	ENSACAP00000001708
SINCAM011176	ENSACAP00000001709
SINCAM005216	ENSACAP00000001710
SINCAM008768	ENSACAP00000001714
SINCAM004344	ENSACAP00000001715
SINCAM004497	ENSACAP00000001716
SINCAM012286	ENSACAP00000001718
SINCAM920575	ENSACAP00000001719
SINCAM003140	ENSACAP00000001720
SINCAM002729	ENSACAP00000001721
SINCAM013083	ENSACAP00000001723
SINCAM001993	ENSACAP00000001727
SINCAM010576	ENSACAP00000001728
SINCAM009984	ENSACAP00000001729
SINCAM004762	ENSACAP00000001730
SINCAM000805	ENSACAP00000001731
SINCAM011138	ENSACAP00000001733
SINCAM011857	ENSACAP00000001735
SINCAM002199	ENSACAP00000001736
SINCAM002688	ENSACAP00000001737
SINCAM007543	ENSACAP00000001739
SINCAM008790	ENSACAP00000001740
SINCAM013162	ENSACAP00000001742
SINCAM005217	ENSACAP00000001743
SINCAM013810	ENSACAP00000001746
SINCAM922842	ENSACAP00000001747
SINCAM003778	ENSACAP00000001748
SINCAM003165	ENSACAP00000001749
SINCAM003779	ENSACAP00000001750
SINCAM920907	ENSACAP00000001753
SINCAM007544	ENSACAP00000001754
SINCAM001811	ENSACAP00000001755
SINCAM009781	ENSACAP00000001758
SINCAM922571	ENSACAP00000001759
SINCAM011953	ENSACAP00000001760
SINCAM014407	ENSACAP00000001761
SINCAM920576	ENSACAP00000001763
SINCAM012483	ENSACAP00000001764
SINCAM003910	ENSACAP00000001765
SINCAM013998	ENSACAP00000001766
SINCAM003912	ENSACAP00000001767
SINCAM922841	ENSACAP00000001768
SINCAM007121	ENSACAP00000001771
SINCAM015473	ENSACAP00000001772
SINCAM004798	ENSACAP00000001773
SINCAM921643	ENSACAP00000001774
SINCAM007561	ENSACAP00000001775
SINCAM009300	ENSACAP00000001776
SINCAM008308	ENSACAP00000001779
SINCAM009985	ENSACAP00000001780
SINCAM920980	ENSACAP00000001782
SINCAM010655	ENSACAP00000001783
SINCAM015470	ENSACAP00000001784
SINCAM011226	ENSACAP00000001785
SINCAM921285	ENSACAP00000001786
SINCAM012990	ENSACAP00000001787
SINCAM004689	ENSACAP00000001788
SINCAM009402	ENSACAP00000001790
SINCAM007533	ENSACAP00000001791
SINCAM017588	ENSACAP00000001792
SINCAM013250	ENSACAP00000001795
SINCAM920754	ENSACAP00000001796
SINCAM007532	ENSACAP00000001797
SINCAM006668	ENSACAP00000001799
SINCAM006096	ENSACAP00000001802
SINCAM003913	ENSACAP00000001803
SINCAM900029	ENSACAP00000001805
SINCAM004265	ENSACAP00000001806
SINCAM000972	ENSACAP00000001807
SINCAM013997	ENSACAP00000001810
SINCAM008309	ENSACAP00000001812
SINCAM920908	ENSACAP00000001815
SINCAM920832	ENSACAP00000001816
SINCAM006409	ENSACAP00000001818
SINCAM012558	ENSACAP00000001821
SINCAM007545	ENSACAP00000001822
SINCAM003865	ENSACAP00000001824
SINCAM012287	ENSACAP00000001825
SINCAM007122	ENSACAP00000001826
SINCAM004498	ENSACAP00000001827
SINCAM007531	ENSACAP00000001828
SINCAM014706	ENSACAP00000001830
SINCAM011227	ENSACAP00000001831
SINCAM004761	ENSACAP00000001832
SINCAM012982	ENSACAP00000001833
SINCAM922248	ENSACAP00000001834
SINCAM009403	ENSACAP00000001835
SINCAM000290	ENSACAP00000001837
SINCAM017195	ENSACAP00000001839
SINCAM007546	ENSACAP00000001840
SINCAM008242	ENSACAP00000001841
SINCAM008785	ENSACAP00000001842
SINCAM004056	ENSACAP00000001844
SINCAM000941	ENSACAP00000001847
SINCAM923082	ENSACAP00000001848
SINCAM006669	ENSACAP00000001849
SINCAM007547	ENSACAP00000001851
SINCAM004990	ENSACAP00000001852
SINCAM004609	ENSACAP00000001856
SINCAM008462	ENSACAP00000001859
SINCAM011229	ENSACAP00000001861
SINCAM002506	ENSACAP00000001862
SINCAM010668	ENSACAP00000001863
SINCAM000291	ENSACAP00000001864
SINCAM900030	ENSACAP00000001865
SINCAM005429	ENSACAP00000001866
SINCAM004345	ENSACAP00000001870
SINCAM004346	ENSACAP00000001873
SINCAM014294	ENSACAP00000001874
SINCAM000804	ENSACAP00000001875
SINCAM002986	ENSACAP00000001878
SINCAM000454	ENSACAP00000001879
SINCAM007864	ENSACAP00000001880
SINCAM007284	ENSACAP00000001883
SINCAM001043	ENSACAP00000001884
SINCAM004688	ENSACAP00000001885
SINCAM012557	ENSACAP00000001886
SINCAM002985	ENSACAP00000001887
SINCAM007092	ENSACAP00000001888
SINCAM007530	ENSACAP00000001889
SINCAM003682	ENSACAP00000001891
SINCAM014406	ENSACAP00000001892
SINCAM013980	ENSACAP00000001895
SINCAM004006	ENSACAP00000001897
SINCAM013703	ENSACAP00000001898
SINCAM011205	ENSACAP00000001899
SINCAM922249	ENSACAP00000001902
SINCAM003442	ENSACAP00000001903
SINCAM015975	ENSACAP00000001906
SINCAM003981	ENSACAP00000001907
SINCAM009404	ENSACAP00000001908
SINCAM004611	ENSACAP00000001909
SINCAM012215	ENSACAP00000001910
SINCAM017653	ENSACAP00000001911
SINCAM013086	ENSACAP00000001912
SINCAM004269	ENSACAP00000001913
SINCAM009705	ENSACAP00000001914
SINCAM001044	ENSACAP00000001915
SINCAM004760	ENSACAP00000001917
SINCAM004488	ENSACAP00000001918
SINCAM922460	ENSACAP00000001920
SINCAM004686	ENSACAP00000001922
SINCAM015831	ENSACAP00000001923
SINCAM006093	ENSACAP00000001924
SINCAM014409	ENSACAP00000001927
SINCAM006428	ENSACAP00000001930
SINCAM000591	ENSACAP00000001931
SINCAM000179	ENSACAP00000001932
SINCAM009405	ENSACAP00000001934
SINCAM922242	ENSACAP00000001936
SINCAM011913	ENSACAP00000001937
SINCAM003916	ENSACAP00000001938
SINCAM014357	ENSACAP00000001940
SINCAM002689	ENSACAP00000001941
SINCAM921328	ENSACAP00000001942
SINCAM011734	ENSACAP00000001943
SINCAM011856	ENSACAP00000001944
SINCAM005725	ENSACAP00000001945
SINCAM000453	ENSACAP00000001948
SINCAM007529	ENSACAP00000001949
SINCAM000452	ENSACAP00000001950
SINCAM012815	ENSACAP00000001951
SINCAM003164	ENSACAP00000001952
SINCAM003755	ENSACAP00000001953
SINCAM006410	ENSACAP00000001956
SINCAM000178	ENSACAP00000001957
SINCAM921222	ENSACAP00000001958
SINCAM920453	ENSACAP00000001959
SINCAM000292	ENSACAP00000001965
SINCAM008012	ENSACAP00000001966
SINCAM011653	ENSACAP00000001967
SINCAM012556	ENSACAP00000001969
SINCAM014777	ENSACAP00000001973
SINCAM004759	ENSACAP00000001974
SINCAM922619	ENSACAP00000001975
SINCAM004799	ENSACAP00000001976
SINCAM000592	ENSACAP00000001980
SINCAM010726	ENSACAP00000001982
SINCAM007285	ENSACAP00000001983
SINCAM003980	ENSACAP00000001984
SINCAM008310	ENSACAP00000001985
SINCAM003574	ENSACAP00000001987
SINCAM016213	ENSACAP00000001988
SINCAM010078	ENSACAP00000001989
SINCAM000593	ENSACAP00000001991
SINCAM000801	ENSACAP00000001994
SINCAM016449	ENSACAP00000001995
SINCAM009170	ENSACAP00000002001
SINCAM921131	ENSACAP00000002002
SINCAM003329	ENSACAP00000002004
SINCAM922741	ENSACAP00000002005
SINCAM008326	ENSACAP00000002006
SINCAM007286	ENSACAP00000002008
SINCAM002691	ENSACAP00000002009
SINCAM005199	ENSACAP00000002010
SINCAM012289	ENSACAP00000002011
SINCAM003979	ENSACAP00000002012
SINCAM010640	ENSACAP00000002013
SINCAM001784	ENSACAP00000002014
SINCAM018095	ENSACAP00000002015
SINCAM011731	ENSACAP00000002017
SINCAM008989	ENSACAP00000002019
SINCAM920471	ENSACAP00000002021
SINCAM000666	ENSACAP00000002022
SINCAM004115	ENSACAP00000002023
SINCAM007860	ENSACAP00000002033
SINCAM011729	ENSACAP00000002034
SINCAM001045	ENSACAP00000002035
SINCAM004489	ENSACAP00000002037
SINCAM900233	ENSACAP00000002038
SINCAM002692	ENSACAP00000002039
SINCAM920891	ENSACAP00000002041
SINCAM921948	ENSACAP00000002042
SINCAM012907	ENSACAP00000002043
SINCAM922504	ENSACAP00000002044
SINCAM006425	ENSACAP00000002046
SINCAM004912	ENSACAP00000002047
SINCAM004758	ENSACAP00000002048
SINCAM005219	ENSACAP00000002050
SINCAM000476	ENSACAP00000002051
SINCAM920872	ENSACAP00000002052
SINCAM010262	ENSACAP00000002055
SINCAM000451	ENSACAP00000002056
SINCAM011728	ENSACAP00000002057
SINCAM003978	ENSACAP00000002059
SINCAM010042	ENSACAP00000002061
SINCAM011727	ENSACAP00000002062
SINCAM004800	ENSACAP00000002063
SINCAM000797	ENSACAP00000002065
SINCAM000594	ENSACAP00000002067
SINCAM007095	ENSACAP00000002069
SINCAM005432	ENSACAP00000002072
SINCAM010047	ENSACAP00000002073
SINCAM002108	ENSACAP00000002075
SINCAM007528	ENSACAP00000002077
SINCAM003163	ENSACAP00000002078
SINCAM012139	ENSACAP00000002079
SINCAM003328	ENSACAP00000002080
SINCAM013025	ENSACAP00000002087
SINCAM011206	ENSACAP00000002090
SINCAM009100	ENSACAP00000002092
SINCAM000296	ENSACAP00000002096
SINCAM921221	ENSACAP00000002098
SINCAM002693	ENSACAP00000002099
SINCAM002694	ENSACAP00000002101
SINCAM012291	ENSACAP00000002104
SINCAM008197	ENSACAP00000002105
SINCAM006091	ENSACAP00000002107
SINCAM004914	ENSACAP00000002108
SINCAM008536	ENSACAP00000002109
SINCAM000595	ENSACAP00000002111
SINCAM004612	ENSACAP00000002113
SINCAM004270	ENSACAP00000002115
SINCAM001863	ENSACAP00000002117
SINCAM920699	ENSACAP00000002118
SINCAM006177	ENSACAP00000002119
SINCAM011726	ENSACAP00000002122
SINCAM006238	ENSACAP00000002123
SINCAM004803	ENSACAP00000002124
SINCAM003977	ENSACAP00000002125
SINCAM000298	ENSACAP00000002126
SINCAM006622	ENSACAP00000002127
SINCAM003918	ENSACAP00000002132
SINCAM007705	ENSACAP00000002134
SINCAM007368	ENSACAP00000002136
SINCAM011854	ENSACAP00000002137
SINCAM001046	ENSACAP00000002138
SINCAM007367	ENSACAP00000002140
SINCAM920665	ENSACAP00000002141
SINCAM010669	ENSACAP00000002142
SINCAM921776	ENSACAP00000002143
SINCAM009381	ENSACAP00000002144
SINCAM000301	ENSACAP00000002145
SINCAM000975	ENSACAP00000002146
SINCAM003919	ENSACAP00000002147
SINCAM006288	ENSACAP00000002148
SINCAM900235	ENSACAP00000002149
SINCAM014007	ENSACAP00000002150
SINCAM000055	ENSACAP00000002152
SINCAM005221	ENSACAP00000002153
SINCAM001829	ENSACAP00000002154
SINCAM007706	ENSACAP00000002155
SINCAM013729	ENSACAP00000002156
SINCAM007526	ENSACAP00000002158
SINCAM009371	ENSACAP00000002159
SINCAM012682	ENSACAP00000002161
SINCAM920976	ENSACAP00000002162
SINCAM017974	ENSACAP00000002164
SINCAM000302	ENSACAP00000002165
SINCAM012301	ENSACAP00000002167
SINCAM000303	ENSACAP00000002170
SINCAM008292	ENSACAP00000002171
SINCAM004823	ENSACAP00000002172
SINCAM001578	ENSACAP00000002174
SINCAM003456	ENSACAP00000002175
SINCAM010988	ENSACAP00000002176
SINCAM005066	ENSACAP00000002177
SINCAM002109	ENSACAP00000002178
SINCAM007708	ENSACAP00000002179
SINCAM000726	ENSACAP00000002180
SINCAM006089	ENSACAP00000002181
SINCAM004118	ENSACAP00000002182
SINCAM001830	ENSACAP00000002184
SINCAM010663	ENSACAP00000002185
SINCAM012300	ENSACAP00000002186
SINCAM921915	ENSACAP00000002187
SINCAM005426	ENSACAP00000002188
SINCAM015120	ENSACAP00000002189
SINCAM009171	ENSACAP00000002190
SINCAM003457	ENSACAP00000002191
SINCAM008291	ENSACAP00000002193
SINCAM011230	ENSACAP00000002194
SINCAM004804	ENSACAP00000002196
SINCAM003517	ENSACAP00000002197
SINCAM013930	ENSACAP00000002201
SINCAM002784	ENSACAP00000002203
SINCAM000840	ENSACAP00000002204
SINCAM009436	ENSACAP00000002206
SINCAM001831	ENSACAP00000002208
SINCAM001922	ENSACAP00000002209
SINCAM006411	ENSACAP00000002211
SINCAM009695	ENSACAP00000002212
SINCAM920664	ENSACAP00000002213
SINCAM921189	ENSACAP00000002216
SINCAM014401	ENSACAP00000002218
SINCAM005222	ENSACAP00000002219
SINCAM003440	ENSACAP00000002222
SINCAM006087	ENSACAP00000002224
SINCAM006274	ENSACAP00000002225
SINCAM002113	ENSACAP00000002227
SINCAM012293	ENSACAP00000002228
SINCAM007322	ENSACAP00000002229
SINCAM000597	ENSACAP00000002230
SINCAM000725	ENSACAP00000002231
SINCAM003334	ENSACAP00000002232
SINCAM000104	ENSACAP00000002233
SINCAM000976	ENSACAP00000002234
SINCAM006085	ENSACAP00000002235
SINCAM003333	ENSACAP00000002238
SINCAM920853	ENSACAP00000002239
SINCAM001832	ENSACAP00000002240
SINCAM001957	ENSACAP00000002245
SINCAM009693	ENSACAP00000002247
SINCAM920977	ENSACAP00000002248
SINCAM006083	ENSACAP00000002249
SINCAM004757	ENSACAP00000002253
SINCAM004824	ENSACAP00000002255
SINCAM920541	ENSACAP00000002256
SINCAM003439	ENSACAP00000002257
SINCAM010581	ENSACAP00000002258
SINCAM003880	ENSACAP00000002260
SINCAM007316	ENSACAP00000002261
SINCAM003709	ENSACAP00000002262
SINCAM008290	ENSACAP00000002264
SINCAM002978	ENSACAP00000002265
SINCAM015666	ENSACAP00000002266
SINCAM007865	ENSACAP00000002267
SINCAM000598	ENSACAP00000002268
SINCAM015353	ENSACAP00000002269
SINCAM003438	ENSACAP00000002271
SINCAM007525	ENSACAP00000002273
SINCAM920477	ENSACAP00000002274
SINCAM004825	ENSACAP00000002275
SINCAM922043	ENSACAP00000002276
SINCAM006413	ENSACAP00000002277
SINCAM000600	ENSACAP00000002279
SINCAM000977	ENSACAP00000002280
SINCAM920978	ENSACAP00000002281
SINCAM008203	ENSACAP00000002282
SINCAM013384	ENSACAP00000002284
SINCAM006014	ENSACAP00000002286
SINCAM008289	ENSACAP00000002287
SINCAM003497	ENSACAP00000002288
SINCAM015142	ENSACAP00000002289
SINCAM001789	ENSACAP00000002290
SINCAM013381	ENSACAP00000002291
SINCAM922889	ENSACAP00000002293
SINCAM004490	ENSACAP00000002294
SINCAM007522	ENSACAP00000002297
SINCAM004685	ENSACAP00000002298
SINCAM009384	ENSACAP00000002299
SINCAM005425	ENSACAP00000002300
SINCAM015141	ENSACAP00000002301
SINCAM004755	ENSACAP00000002304
SINCAM012683	ENSACAP00000002305
SINCAM005224	ENSACAP00000002310
SINCAM900021	ENSACAP00000002313
