PMZ_0046432-RA	ENSGALP00000000003
PMZ_0014512-RA	ENSGALP00000001765
PMZ_0045640-RA	ENSGALP00000001766
PMZ_0047409-RA	ENSGALP00000001772
PMZ_0017787-RA	ENSGALP00000001777
PMZ_0034536-RA	ENSGALP00000001777
PMZ_0014147-RA	ENSGALP00000001786
PMZ_0035816-RA	ENSGALP00000001788
PMZ_0031305-RA	ENSGALP00000001791
PMZ_0003475-RA	ENSGALP00000001791
PMZ_0042204-RA	ENSGALP00000001795
PMZ_0034750-RA	ENSGALP00000001795
PMZ_0018710-RA	ENSGALP00000001799
PMZ_0026860-RA	ENSGALP00000001799
PMZ_0028000-RA	ENSGALP00000001800
PMZ_0034064-RA	ENSGALP00000001800
PMZ_0040651-RA	ENSGALP00000001801
PMZ_0032423-RA	ENSGALP00000001803
PMZ_0040586-RA	ENSGALP00000001803
PMZ_0040314-RA	ENSGALP00000001804
PMZ_0028942-RA	ENSGALP00000001806
PMZ_0031191-RA	ENSGALP00000001806
PMZ_0032090-RA	ENSGALP00000001808
PMZ_0028941-RA	ENSGALP00000001812
PMZ_0048113-RA	ENSGALP00000001812
PMZ_0044824-RA	ENSGALP00000001828
PMZ_0044825-RA	ENSGALP00000001828
PMZ_0003421-RA	ENSGALP00000001832
PMZ_0041394-RA	ENSGALP00000001832
PMZ_0038273-RA	ENSGALP00000001840
PMZ_0038254-RA	ENSGALP00000001845
PMZ_0027535-RA	ENSGALP00000001848
PMZ_0047720-RA	ENSGALP00000001848
PMZ_0044060-RA	ENSGALP00000001850
PMZ_0014486-RA	ENSGALP00000001853
PMZ_0042419-RA	ENSGALP00000001856
PMZ_0037694-RA	ENSGALP00000001856
PMZ_0042725-RA	ENSGALP00000001859
PMZ_0032026-RA	ENSGALP00000001860
PMZ_0029055-RA	ENSGALP00000001862
PMZ_0029054-RA	ENSGALP00000001862
PMZ_0027845-RA	ENSGALP00000001866
PMZ_0027051-RB	ENSGALP00000001866
PMZ_0042248-RA	ENSGALP00000001869
PMZ_0047908-RA	ENSGALP00000001872
PMZ_0037831-RA	ENSGALP00000001875
PMZ_0043335-RA	ENSGALP00000001877
PMZ_0001956-RA	ENSGALP00000001879
PMZ_0041496-RA	ENSGALP00000001879
PMZ_0015905-RA	ENSGALP00000001882
PMZ_0030731-RA	ENSGALP00000001882
PMZ_0036379-RA	ENSGALP00000001886
PMZ_0009641-RA	ENSGALP00000001888
PMZ_0036635-RA	ENSGALP00000001896
PMZ_0046061-RA	ENSGALP00000001898
PMZ_0036386-RA	ENSGALP00000001898
PMZ_0030739-RA	ENSGALP00000001900
PMZ_0043467-RA	ENSGALP00000001900
PMZ_0032617-RA	ENSGALP00000001906
PMZ_0043951-RA	ENSGALP00000001909
PMZ_0027591-RA	ENSGALP00000001912
PMZ_0032962-RA	ENSGALP00000001914
PMZ_0044427-RA	ENSGALP00000001929
PMZ_0030678-RA	ENSGALP00000001929
PMZ_0046060-RA	ENSGALP00000001932
PMZ_0038703-RA	ENSGALP00000001936
PMZ_0045857-RA	ENSGALP00000001936
PMZ_0034977-RA	ENSGALP00000001944
PMZ_0041100-RA	ENSGALP00000001947
PMZ_0011010-RA	ENSGALP00000001947
PMZ_0013392-RA	ENSGALP00000001949
PMZ_0029869-RA	ENSGALP00000001953
PMZ_0008277-RA	ENSGALP00000001953
PMZ_0035141-RA	ENSGALP00000001955
PMZ_0033028-RA	ENSGALP00000001957
PMZ_0007340-RA	ENSGALP00000001962
PMZ_0021067-RA	ENSGALP00000001962
PMZ_0014936-RA	ENSGALP00000001973
PMZ_0016075-RA	ENSGALP00000001973
PMZ_0041220-RA	ENSGALP00000001981
PMZ_0031530-RA	ENSGALP00000001986
PMZ_0040554-RA	ENSGALP00000001991
PMZ_0045317-RA	ENSGALP00000001992
PMZ_0018532-RA	ENSGALP00000001992
PMZ_0043319-RA	ENSGALP00000001994
PMZ_0034769-RA	ENSGALP00000001994
PMZ_0041689-RA	ENSGALP00000001995
PMZ_0041669-RA	ENSGALP00000001997
PMZ_0040555-RA	ENSGALP00000002001
PMZ_0036338-RA	ENSGALP00000002007
PMZ_0036289-RA	ENSGALP00000002007
PMZ_0032775-RA	ENSGALP00000002008
PMZ_0030831-RA	ENSGALP00000002008
PMZ_0007480-RA	ENSGALP00000002009
PMZ_0042723-RA	ENSGALP00000002014
PMZ_0018708-RA	ENSGALP00000002016
PMZ_0036043-RA	ENSGALP00000002016
PMZ_0031710-RA	ENSGALP00000002020
PMZ_0021038-RA	ENSGALP00000002020
PMZ_0046501-RA	ENSGALP00000002025
PMZ_0046500-RA	ENSGALP00000002025
PMZ_0048408-RA	ENSGALP00000002028
PMZ_0034852-RA	ENSGALP00000002028
PMZ_0043780-RA	ENSGALP00000002030
PMZ_0047619-RA	ENSGALP00000002030
PMZ_0030826-RA	ENSGALP00000002036
PMZ_0030715-RA	ENSGALP00000002038
PMZ_0047121-RA	ENSGALP00000002038
PMZ_0040014-RA	ENSGALP00000002039
PMZ_0045742-RA	ENSGALP00000002041
PMZ_0030495-RA	ENSGALP00000002046
PMZ_0037959-RA	ENSGALP00000002046
PMZ_0048852-RA	ENSGALP00000002052
PMZ_0034008-RA	ENSGALP00000002056
PMZ_0044058-RA	ENSGALP00000002063
PMZ_0044714-RA	ENSGALP00000002066
PMZ_0016033-RA	ENSGALP00000002078
PMZ_0043362-RA	ENSGALP00000002078
PMZ_0041464-RA	ENSGALP00000002080
PMZ_0029220-RA	ENSGALP00000002086
PMZ_0038725-RA	ENSGALP00000002089
PMZ_0041615-RA	ENSGALP00000002092
PMZ_0035924-RA	ENSGALP00000002093
PMZ_0026551-RA	ENSGALP00000002096
PMZ_0040490-RA	ENSGALP00000002096
PMZ_0045845-RA	ENSGALP00000002102
PMZ_0001952-RA	ENSGALP00000002103
PMZ_0005724-RA	ENSGALP00000002103
PMZ_0026855-RA	ENSGALP00000002106
PMZ_0041644-RA	ENSGALP00000002106
PMZ_0035926-RA	ENSGALP00000002112
PMZ_0044651-RA	ENSGALP00000002117
PMZ_0044652-RA	ENSGALP00000002117
PMZ_0006723-RA	ENSGALP00000002119
PMZ_0015543-RA	ENSGALP00000002121
PMZ_0011398-RA	ENSGALP00000002121
PMZ_0040460-RA	ENSGALP00000002124
PMZ_0043197-RA	ENSGALP00000002124
PMZ_0044573-RA	ENSGALP00000002138
PMZ_0017691-RA	ENSGALP00000002144
PMZ_0014977-RA	ENSGALP00000002144
PMZ_0018221-RA	ENSGALP00000002147
PMZ_0002109-RA	ENSGALP00000002147
PMZ_0009695-RA	ENSGALP00000002153
PMZ_0048863-RA	ENSGALP00000002153
PMZ_0018173-RA	ENSGALP00000002154
PMZ_0042485-RA	ENSGALP00000002155
PMZ_0047646-RA	ENSGALP00000002157
PMZ_0036575-RA	ENSGALP00000002160
PMZ_0021119-RA	ENSGALP00000002160
PMZ_0014317-RA	ENSGALP00000002168
PMZ_0046312-RA	ENSGALP00000002170
PMZ_0048555-RA	ENSGALP00000002171
PMZ_0037953-RA	ENSGALP00000002171
PMZ_0041589-RA	ENSGALP00000002172
PMZ_0030698-RA	ENSGALP00000002172
PMZ_0018777-RA	ENSGALP00000002175
PMZ_0006486-RA	ENSGALP00000002180
PMZ_0004145-RA	ENSGALP00000002183
PMZ_0001949-RA	ENSGALP00000002183
PMZ_0044586-RA	ENSGALP00000002185
PMZ_0028116-RA	ENSGALP00000002186
PMZ_0027726-RA	ENSGALP00000002189
PMZ_0045394-RA	ENSGALP00000002193
PMZ_0028200-RA	ENSGALP00000002194
PMZ_0022283-RA	ENSGALP00000002194
PMZ_0041237-RA	ENSGALP00000002196
PMZ_0042391-RA	ENSGALP00000002197
PMZ_0033963-RA	ENSGALP00000002197
PMZ_0026134-RA	ENSGALP00000002201
PMZ_0031047-RA	ENSGALP00000002201
PMZ_0044622-RA	ENSGALP00000002203
PMZ_0044620-RA	ENSGALP00000002203
PMZ_0041954-RA	ENSGALP00000002205
PMZ_0029308-RA	ENSGALP00000002208
PMZ_0048181-RA	ENSGALP00000002208
PMZ_0036307-RA	ENSGALP00000002212
PMZ_0030461-RA	ENSGALP00000002212
PMZ_0033503-RA	ENSGALP00000002218
PMZ_0010846-RA	ENSGALP00000002221
PMZ_0042765-RA	ENSGALP00000002221
PMZ_0027809-RA	ENSGALP00000002224
PMZ_0046789-RA	ENSGALP00000002224
PMZ_0044619-RA	ENSGALP00000002228
PMZ_0045938-RA	ENSGALP00000002228
PMZ_0027206-RA	ENSGALP00000002233
PMZ_0034377-RA	ENSGALP00000002233
PMZ_0042397-RA	ENSGALP00000002234
PMZ_0031576-RA	ENSGALP00000002234
PMZ_0041272-RA	ENSGALP00000002235
PMZ_0038457-RA	ENSGALP00000002236
PMZ_0029516-RA	ENSGALP00000002236
PMZ_0041854-RA	ENSGALP00000002238
PMZ_0043085-RA	ENSGALP00000002240
PMZ_0037319-RA	ENSGALP00000002241
PMZ_0046125-RA	ENSGALP00000002241
PMZ_0045928-RA	ENSGALP00000002244
PMZ_0031206-RA	ENSGALP00000002246
PMZ_0042774-RA	ENSGALP00000002248
PMZ_0046748-RA	ENSGALP00000002252
PMZ_0046747-RA	ENSGALP00000002252
PMZ_0045373-RA	ENSGALP00000002254
PMZ_0044829-RA	ENSGALP00000002256
PMZ_0031332-RA	ENSGALP00000002256
PMZ_0045927-RA	ENSGALP00000002257
PMZ_0014825-RA	ENSGALP00000002257
PMZ_0011870-RA	ENSGALP00000002259
PMZ_0031176-RA	ENSGALP00000002259
PMZ_0044117-RA	ENSGALP00000002263
PMZ_0034296-RA	ENSGALP00000002269
PMZ_0034295-RA	ENSGALP00000002269
PMZ_0014609-RA	ENSGALP00000002278
PMZ_0045406-RA	ENSGALP00000002279
PMZ_0004362-RA	ENSGALP00000002281
PMZ_0027231-RA	ENSGALP00000002281
PMZ_0044830-RA	ENSGALP00000002287
PMZ_0029762-RA	ENSGALP00000002287
PMZ_0041609-RA	ENSGALP00000002289
PMZ_0037979-RA	ENSGALP00000002295
PMZ_0010416-RA	ENSGALP00000002295
PMZ_0032231-RA	ENSGALP00000002297
PMZ_0043784-RA	ENSGALP00000002297
PMZ_0006924-RA	ENSGALP00000002302
PMZ_0037719-RA	ENSGALP00000002304
PMZ_0013182-RA	ENSGALP00000002307
PMZ_0045932-RA	ENSGALP00000002310
PMZ_0016007-RA	ENSGALP00000002312
PMZ_0029876-RA	ENSGALP00000002312
PMZ_0012983-RA	ENSGALP00000002319
PMZ_0006050-RA	ENSGALP00000002319
PMZ_0044615-RA	ENSGALP00000002322
PMZ_0009445-RA	ENSGALP00000002326
PMZ_0045653-RA	ENSGALP00000002328
PMZ_0022101-RA	ENSGALP00000002328
PMZ_0026889-RA	ENSGALP00000002329
PMZ_0048828-RA	ENSGALP00000002331
PMZ_0035505-RA	ENSGALP00000002333
PMZ_0037349-RA	ENSGALP00000002333
PMZ_0012122-RA	ENSGALP00000002338
PMZ_0033081-RA	ENSGALP00000002340
PMZ_0041858-RA	ENSGALP00000002343
PMZ_0046990-RA	ENSGALP00000002343
PMZ_0029353-RA	ENSGALP00000002347
PMZ_0022819-RA	ENSGALP00000002348
PMZ_0014496-RA	ENSGALP00000002348
PMZ_0026924-RA	ENSGALP00000002349
PMZ_0014700-RA	ENSGALP00000002352
PMZ_0014364-RA	ENSGALP00000002352
PMZ_0043624-RA	ENSGALP00000002355
PMZ_0023411-RA	ENSGALP00000002356
PMZ_0036742-RA	ENSGALP00000002356
PMZ_0008472-RA	ENSGALP00000002359
PMZ_0041916-RA	ENSGALP00000002359
PMZ_0044614-RA	ENSGALP00000002364
PMZ_0044613-RA	ENSGALP00000002364
PMZ_0020426-RA	ENSGALP00000002366
PMZ_0034741-RA	ENSGALP00000002368
PMZ_0048491-RA	ENSGALP00000002368
PMZ_0012196-RA	ENSGALP00000002372
PMZ_0043996-RA	ENSGALP00000002372
PMZ_0029854-RA	ENSGALP00000002373
PMZ_0046198-RA	ENSGALP00000002373
PMZ_0036172-RA	ENSGALP00000002380
PMZ_0035365-RA	ENSGALP00000002380
PMZ_0043775-RA	ENSGALP00000002382
PMZ_0035928-RA	ENSGALP00000002382
PMZ_0030737-RA	ENSGALP00000002383
PMZ_0044773-RA	ENSGALP00000002383
PMZ_0028619-RA	ENSGALP00000002385
PMZ_0038382-RA	ENSGALP00000002385
PMZ_0048200-RA	ENSGALP00000002388
PMZ_0035254-RA	ENSGALP00000002394
PMZ_0020253-RA	ENSGALP00000002394
PMZ_0043264-RA	ENSGALP00000002398
PMZ_0036605-RA	ENSGALP00000002407
PMZ_0042316-RA	ENSGALP00000002407
PMZ_0037215-RA	ENSGALP00000002409
PMZ_0029751-RA	ENSGALP00000002413
PMZ_0015685-RA	ENSGALP00000002414
PMZ_0038318-RA	ENSGALP00000002418
PMZ_0041585-RA	ENSGALP00000002418
PMZ_0027681-RA	ENSGALP00000002419
PMZ_0031359-RA	ENSGALP00000002419
PMZ_0040348-RA	ENSGALP00000002420
PMZ_0044804-RA	ENSGALP00000002423
PMZ_0032408-RA	ENSGALP00000002426
PMZ_0033131-RA	ENSGALP00000002430
PMZ_0044611-RA	ENSGALP00000002436
PMZ_0045200-RA	ENSGALP00000002437
PMZ_0034730-RA	ENSGALP00000002441
PMZ_0047583-RA	ENSGALP00000002441
PMZ_0033702-RA	ENSGALP00000002449
PMZ_0033438-RA	ENSGALP00000002449
PMZ_0045802-RA	ENSGALP00000002452
PMZ_0027162-RA	ENSGALP00000002452
PMZ_0041108-RA	ENSGALP00000002455
PMZ_0021306-RA	ENSGALP00000002458
PMZ_0046442-RA	ENSGALP00000002472
PMZ_0046474-RA	ENSGALP00000002474
PMZ_0028922-RA	ENSGALP00000002477
PMZ_0029893-RA	ENSGALP00000002479
PMZ_0045634-RA	ENSGALP00000002491
PMZ_0040347-RA	ENSGALP00000002493
PMZ_0011441-RA	ENSGALP00000002495
PMZ_0042208-RA	ENSGALP00000002495
PMZ_0034708-RA	ENSGALP00000002497
PMZ_0004639-RA	ENSGALP00000002501
PMZ_0047604-RA	ENSGALP00000002501
PMZ_0041508-RA	ENSGALP00000002502
PMZ_0042492-RA	ENSGALP00000002502
PMZ_0007851-RA	ENSGALP00000002508
PMZ_0030582-RA	ENSGALP00000002508
PMZ_0033733-RA	ENSGALP00000002511
PMZ_0035570-RA	ENSGALP00000002511
PMZ_0040671-RA	ENSGALP00000002513
PMZ_0034181-RA	ENSGALP00000002513
PMZ_0041005-RA	ENSGALP00000002517
PMZ_0046473-RA	ENSGALP00000002520
PMZ_0023466-RA	ENSGALP00000002522
PMZ_0043283-RA	ENSGALP00000002525
PMZ_0033622-RA	ENSGALP00000002525
PMZ_0040758-RA	ENSGALP00000002532
PMZ_0028682-RA	ENSGALP00000002532
PMZ_0044358-RA	ENSGALP00000002536
PMZ_0033304-RA	ENSGALP00000002546
PMZ_0001032-RA	ENSGALP00000002547
PMZ_0044430-RA	ENSGALP00000002557
PMZ_0047024-RA	ENSGALP00000002557
PMZ_0030681-RA	ENSGALP00000002563
PMZ_0003584-RA	ENSGALP00000002570
PMZ_0001861-RA	ENSGALP00000002570
PMZ_0032979-RA	ENSGALP00000002573
PMZ_0041599-RA	ENSGALP00000002576
PMZ_0033364-RA	ENSGALP00000002581
PMZ_0037833-RA	ENSGALP00000002581
PMZ_0036282-RA	ENSGALP00000002583
PMZ_0044657-RA	ENSGALP00000002583
PMZ_0003195-RA	ENSGALP00000002590
PMZ_0035210-RA	ENSGALP00000002590
PMZ_0043176-RA	ENSGALP00000002598
PMZ_0043656-RA	ENSGALP00000002602
PMZ_0009507-RA	ENSGALP00000002604
PMZ_0035620-RA	ENSGALP00000002604
PMZ_0029855-RA	ENSGALP00000002606
PMZ_0043175-RA	ENSGALP00000002606
PMZ_0004693-RA	ENSGALP00000002609
PMZ_0041779-RA	ENSGALP00000002617
PMZ_0041780-RA	ENSGALP00000002617
PMZ_0027367-RA	ENSGALP00000002620
PMZ_0046069-RA	ENSGALP00000002620
PMZ_0030297-RA	ENSGALP00000002623
PMZ_0041512-RA	ENSGALP00000002625
PMZ_0026003-RA	ENSGALP00000002634
PMZ_0045787-RA	ENSGALP00000002635
PMZ_0000374-RA	ENSGALP00000002636
PMZ_0026176-RA	ENSGALP00000002636
PMZ_0044094-RA	ENSGALP00000002638
PMZ_0043324-RA	ENSGALP00000002643
PMZ_0046817-RA	ENSGALP00000002643
PMZ_0040145-RA	ENSGALP00000002646
PMZ_0014902-RA	ENSGALP00000002647
PMZ_0040438-RA	ENSGALP00000002650
PMZ_0042600-RA	ENSGALP00000002654
PMZ_0028948-RA	ENSGALP00000002656
PMZ_0037503-RA	ENSGALP00000002656
PMZ_0028101-RA	ENSGALP00000002658
PMZ_0036395-RA	ENSGALP00000002658
PMZ_0036535-RA	ENSGALP00000002660
PMZ_0037361-RA	ENSGALP00000002660
PMZ_0026906-RA	ENSGALP00000002668
PMZ_0046549-RA	ENSGALP00000002668
PMZ_0045903-RA	ENSGALP00000002670
PMZ_0041798-RA	ENSGALP00000002670
PMZ_0018129-RA	ENSGALP00000002674
PMZ_0042884-RA	ENSGALP00000002680
PMZ_0036236-RA	ENSGALP00000002688
PMZ_0046156-RA	ENSGALP00000002693
PMZ_0033357-RA	ENSGALP00000002693
PMZ_0015123-RA	ENSGALP00000002695
PMZ_0006231-RA	ENSGALP00000002695
PMZ_0041748-RA	ENSGALP00000002701
PMZ_0031970-RA	ENSGALP00000002703
PMZ_0017253-RA	ENSGALP00000002705
PMZ_0034946-RA	ENSGALP00000002705
PMZ_0045530-RA	ENSGALP00000002707
PMZ_0037076-RA	ENSGALP00000002709
PMZ_0044512-RA	ENSGALP00000002709
PMZ_0044786-RA	ENSGALP00000002713
PMZ_0044787-RA	ENSGALP00000002713
PMZ_0041305-RA	ENSGALP00000002718
PMZ_0046533-RA	ENSGALP00000002718
PMZ_0012251-RA	ENSGALP00000002730
PMZ_0033897-RA	ENSGALP00000002744
PMZ_0045091-RA	ENSGALP00000002744
PMZ_0042762-RA	ENSGALP00000002749
PMZ_0043685-RA	ENSGALP00000002750
PMZ_0029950-RA	ENSGALP00000002750
PMZ_0026814-RA	ENSGALP00000002753
PMZ_0046985-RA	ENSGALP00000002753
PMZ_0020557-RA	ENSGALP00000002754
PMZ_0048017-RA	ENSGALP00000002754
PMZ_0042444-RA	ENSGALP00000002755
PMZ_0046928-RA	ENSGALP00000002755
PMZ_0012929-RA	ENSGALP00000002756
PMZ_0040218-RA	ENSGALP00000002760
PMZ_0040719-RA	ENSGALP00000002760
PMZ_0047599-RA	ENSGALP00000002761
PMZ_0030749-RA	ENSGALP00000002763
PMZ_0011121-RA	ENSGALP00000002771
PMZ_0045338-RA	ENSGALP00000002772
PMZ_0040538-RA	ENSGALP00000002777
PMZ_0042111-RA	ENSGALP00000002777
PMZ_0043930-RA	ENSGALP00000002778
PMZ_0046698-RA	ENSGALP00000002778
PMZ_0010418-RA	ENSGALP00000002781
PMZ_0029190-RA	ENSGALP00000002781
PMZ_0008822-RA	ENSGALP00000002782
PMZ_0034124-RA	ENSGALP00000002785
PMZ_0042766-RA	ENSGALP00000002788
PMZ_0046975-RA	ENSGALP00000002788
PMZ_0007867-RA	ENSGALP00000002789
PMZ_0028913-RA	ENSGALP00000002794
PMZ_0033421-RA	ENSGALP00000002794
PMZ_0042326-RA	ENSGALP00000002796
PMZ_0032208-RA	ENSGALP00000002796
PMZ_0018484-RA	ENSGALP00000002804
PMZ_0032227-RA	ENSGALP00000002804
PMZ_0020170-RA	ENSGALP00000002808
PMZ_0044914-RA	ENSGALP00000002814
PMZ_0009259-RA	ENSGALP00000002819
PMZ_0041233-RA	ENSGALP00000002822
PMZ_0030712-RA	ENSGALP00000002825
PMZ_0011709-RA	ENSGALP00000002830
PMZ_0038613-RA	ENSGALP00000002837
PMZ_0047695-RA	ENSGALP00000002837
PMZ_0026670-RA	ENSGALP00000002839
PMZ_0041521-RA	ENSGALP00000002839
PMZ_0033767-RA	ENSGALP00000002848
PMZ_0048070-RA	ENSGALP00000002853
PMZ_0047451-RA	ENSGALP00000002862
PMZ_0032763-RA	ENSGALP00000002864
PMZ_0040458-RA	ENSGALP00000002864
PMZ_0044638-RA	ENSGALP00000002872
PMZ_0029047-RA	ENSGALP00000002874
PMZ_0042147-RA	ENSGALP00000002875
PMZ_0047118-RA	ENSGALP00000002875
PMZ_0041322-RA	ENSGALP00000002878
PMZ_0029815-RA	ENSGALP00000002878
PMZ_0043306-RA	ENSGALP00000002881
PMZ_0042629-RA	ENSGALP00000002886
PMZ_0047374-RA	ENSGALP00000002886
PMZ_0002438-RA	ENSGALP00000002890
PMZ_0043864-RA	ENSGALP00000002894
PMZ_0045134-RA	ENSGALP00000002894
PMZ_0029817-RA	ENSGALP00000002895
PMZ_0012351-RA	ENSGALP00000002898
PMZ_0005939-RA	ENSGALP00000002898
PMZ_0044779-RA	ENSGALP00000002903
PMZ_0044780-RA	ENSGALP00000002903
PMZ_0046244-RA	ENSGALP00000002905
PMZ_0016625-RA	ENSGALP00000002910
PMZ_0044276-RA	ENSGALP00000002910
PMZ_0020257-RA	ENSGALP00000002911
PMZ_0035329-RA	ENSGALP00000002911
PMZ_0041321-RA	ENSGALP00000002914
PMZ_0045649-RA	ENSGALP00000002914
PMZ_0026168-RA	ENSGALP00000002915
PMZ_0042323-RA	ENSGALP00000002915
PMZ_0046251-RA	ENSGALP00000002928
PMZ_0044747-RA	ENSGALP00000002928
PMZ_0029017-RA	ENSGALP00000002932
PMZ_0044067-RA	ENSGALP00000002938
PMZ_0029498-RA	ENSGALP00000002938
PMZ_0048207-RA	ENSGALP00000002940
PMZ_0027576-RA	ENSGALP00000002940
PMZ_0026094-RA	ENSGALP00000002944
PMZ_0047973-RA	ENSGALP00000002944
PMZ_0040412-RA	ENSGALP00000002947
PMZ_0042452-RA	ENSGALP00000002963
PMZ_0033801-RA	ENSGALP00000002963
PMZ_0012710-RA	ENSGALP00000002967
PMZ_0034789-RA	ENSGALP00000002967
PMZ_0038723-RA	ENSGALP00000002982
PMZ_0036048-RA	ENSGALP00000002983
PMZ_0041788-RA	ENSGALP00000002983
PMZ_0043459-RA	ENSGALP00000002985
PMZ_0020556-RA	ENSGALP00000002985
PMZ_0035669-RA	ENSGALP00000002990
PMZ_0040842-RA	ENSGALP00000002990
PMZ_0046782-RA	ENSGALP00000002996
PMZ_0044751-RA	ENSGALP00000002996
PMZ_0034594-RA	ENSGALP00000002998
PMZ_0021060-RA	ENSGALP00000002998
PMZ_0044461-RA	ENSGALP00000003001
PMZ_0047382-RA	ENSGALP00000003004
PMZ_0017369-RA	ENSGALP00000003006
PMZ_0006324-RA	ENSGALP00000003008
PMZ_0000237-RA	ENSGALP00000003008
PMZ_0026988-RA	ENSGALP00000003009
PMZ_0047823-RA	ENSGALP00000003009
PMZ_0041696-RA	ENSGALP00000003012
PMZ_0008979-RA	ENSGALP00000003014
PMZ_0046896-RA	ENSGALP00000003016
PMZ_0018240-RA	ENSGALP00000003016
PMZ_0004837-RA	ENSGALP00000003019
PMZ_0046612-RA	ENSGALP00000003019
PMZ_0038151-RA	ENSGALP00000003020
PMZ_0037178-RA	ENSGALP00000003021
PMZ_0033721-RA	ENSGALP00000003023
PMZ_0037318-RA	ENSGALP00000003023
PMZ_0003185-RA	ENSGALP00000003026
PMZ_0047013-RA	ENSGALP00000003026
PMZ_0037546-RA	ENSGALP00000003035
PMZ_0045754-RA	ENSGALP00000003039
PMZ_0045081-RA	ENSGALP00000003041
PMZ_0026647-RA	ENSGALP00000003043
PMZ_0017489-RA	ENSGALP00000003050
PMZ_0042672-RA	ENSGALP00000003050
PMZ_0041966-RA	ENSGALP00000003054
PMZ_0042371-RA	ENSGALP00000003054
PMZ_0034117-RA	ENSGALP00000003056
PMZ_0014719-RA	ENSGALP00000003058
PMZ_0046920-RA	ENSGALP00000003058
PMZ_0022040-RA	ENSGALP00000003060
PMZ_0041016-RA	ENSGALP00000003060
PMZ_0012816-RA	ENSGALP00000003063
PMZ_0035511-RA	ENSGALP00000003065
PMZ_0041705-RA	ENSGALP00000003065
PMZ_0041967-RA	ENSGALP00000003066
PMZ_0043458-RA	ENSGALP00000003075
PMZ_0033342-RA	ENSGALP00000003075
PMZ_0032060-RA	ENSGALP00000003077
PMZ_0029590-RA	ENSGALP00000003079
PMZ_0046410-RA	ENSGALP00000003079
PMZ_0040497-RA	ENSGALP00000003081
PMZ_0018772-RA	ENSGALP00000003086
PMZ_0028013-RA	ENSGALP00000003089
PMZ_0016466-RA	ENSGALP00000003089
PMZ_0040526-RA	ENSGALP00000003092
PMZ_0040527-RA	ENSGALP00000003092
PMZ_0003528-RA	ENSGALP00000003101
PMZ_0045090-RA	ENSGALP00000003104
PMZ_0008032-RA	ENSGALP00000003113
PMZ_0034980-RA	ENSGALP00000003114
PMZ_0028400-RA	ENSGALP00000003114
PMZ_0007159-RA	ENSGALP00000003116
PMZ_0016241-RA	ENSGALP00000003121
PMZ_0042545-RA	ENSGALP00000003121
PMZ_0043308-RA	ENSGALP00000003123
PMZ_0046532-RA	ENSGALP00000003124
PMZ_0032811-RA	ENSGALP00000003126
PMZ_0012499-RA	ENSGALP00000003130
PMZ_0042344-RA	ENSGALP00000003131
PMZ_0011678-RA	ENSGALP00000003137
PMZ_0014261-RA	ENSGALP00000003139
PMZ_0044269-RA	ENSGALP00000003139
PMZ_0035603-RA	ENSGALP00000003140
PMZ_0008777-RA	ENSGALP00000003140
PMZ_0002862-RA	ENSGALP00000003142
PMZ_0036838-RA	ENSGALP00000003142
PMZ_0041246-RA	ENSGALP00000003149
PMZ_0030546-RA	ENSGALP00000003157
PMZ_0048678-RA	ENSGALP00000003165
PMZ_0026509-RA	ENSGALP00000003172
PMZ_0034790-RA	ENSGALP00000003173
PMZ_0044485-RA	ENSGALP00000003175
PMZ_0043310-RA	ENSGALP00000003183
PMZ_0026496-RA	ENSGALP00000003183
PMZ_0026983-RA	ENSGALP00000003187
PMZ_0047102-RA	ENSGALP00000003187
PMZ_0044642-RA	ENSGALP00000003190
PMZ_0037274-RA	ENSGALP00000003190
PMZ_0037442-RA	ENSGALP00000003194
PMZ_0045910-RA	ENSGALP00000003195
PMZ_0041211-RA	ENSGALP00000003205
PMZ_0027637-RA	ENSGALP00000003207
PMZ_0009597-RA	ENSGALP00000003210
PMZ_0030627-RA	ENSGALP00000003213
PMZ_0035870-RA	ENSGALP00000003216
PMZ_0027153-RA	ENSGALP00000003229
PMZ_0047461-RA	ENSGALP00000003229
PMZ_0037245-RA	ENSGALP00000003234
PMZ_0030629-RA	ENSGALP00000003234
PMZ_0015138-RA	ENSGALP00000003242
PMZ_0033417-RA	ENSGALP00000003242
PMZ_0044491-RA	ENSGALP00000003244
PMZ_0027406-RA	ENSGALP00000003246
PMZ_0042792-RA	ENSGALP00000003249
PMZ_0027435-RA	ENSGALP00000003250
PMZ_0043402-RA	ENSGALP00000003252
PMZ_0003192-RA	ENSGALP00000003253
PMZ_0046428-RA	ENSGALP00000003253
PMZ_0027544-RA	ENSGALP00000003257
PMZ_0014286-RA	ENSGALP00000003259
PMZ_0029243-RA	ENSGALP00000003271
PMZ_0047523-RA	ENSGALP00000003277
PMZ_0047083-RA	ENSGALP00000003277
PMZ_0042482-RA	ENSGALP00000003279
PMZ_0029306-RA	ENSGALP00000003279
PMZ_0034301-RA	ENSGALP00000003281
PMZ_0026600-RA	ENSGALP00000003285
PMZ_0042675-RA	ENSGALP00000003285
PMZ_0040191-RA	ENSGALP00000003288
PMZ_0029213-RA	ENSGALP00000003291
PMZ_0043896-RA	ENSGALP00000003295
PMZ_0042570-RA	ENSGALP00000003295
PMZ_0026606-RA	ENSGALP00000003297
PMZ_0041924-RA	ENSGALP00000003300
