fgenesh2_pg.scaffold_351000043	ENSMODP00000015069
fgenesh2_pg.scaffold_562000012	ENSMODP00000023875
fgenesh2_pg.scaffold_562000014	ENSMODP00000025882
fgenesh2_pg.scaffold_562000024	ENSMODP00000028477
fgenesh2_pg.scaffold_563000015	ENSMODP00000007303
fgenesh2_pg.scaffold_563000020	ENSMODP00000024121
fgenesh2_pg.scaffold_565000001	ENSMODP00000024231
fgenesh2_pg.scaffold_565000009	ENSMODP00000022475
fgenesh2_pg.scaffold_565000015	ENSMODP00000041209
fgenesh2_pg.scaffold_565000027	ENSMODP00000010211
fgenesh2_pg.scaffold_568000011	ENSMODP00000006188
fgenesh2_pg.scaffold_569000009	ENSMODP00000011676
fgenesh2_pg.scaffold_569000013	ENSMODP00000006165
fgenesh2_pg.scaffold_569000013	ENSMODP00000015699
fgenesh2_pg.scaffold_569000023	ENSMODP00000006636
fgenesh2_pg.scaffold_569000028	ENSMODP00000041029
fgenesh2_pg.scaffold_570000018	ENSMODP00000023690
fgenesh2_pg.scaffold_571000001	ENSMODP00000012835
fgenesh2_pg.scaffold_571000003	ENSMODP00000018803
fgenesh2_pg.scaffold_572000011	ENSMODP00000008363
fgenesh2_pg.scaffold_573000008	ENSMODP00000013977
fgenesh2_pg.scaffold_573000008	ENSMODP00000001119
fgenesh2_pg.scaffold_574000004	ENSMODP00000015222
fgenesh2_pg.scaffold_574000008	ENSMODP00000002187
fgenesh2_pg.scaffold_575000007	ENSMODP00000008303
fgenesh2_pg.scaffold_575000009	ENSMODP00000017546
fgenesh2_pg.scaffold_575000009	ENSMODP00000011227
fgenesh2_pg.scaffold_575000021	ENSMODP00000009853
fgenesh2_pg.scaffold_576000025	ENSMODP00000014966
fgenesh2_pg.scaffold_577000002	ENSMODP00000005618
fgenesh2_pg.scaffold_577000002	ENSMODP00000039901
fgenesh2_pg.scaffold_577000023	ENSMODP00000019063
fgenesh2_pg.scaffold_578000013	ENSMODP00000006276
fgenesh2_pg.scaffold_579000014	ENSMODP00000034659
fgenesh2_pg.scaffold_579000023	ENSMODP00000019777
fgenesh2_pg.scaffold_579000023	ENSMODP00000026362
fgenesh2_pg.scaffold_579000025	ENSMODP00000018307
fgenesh2_pg.scaffold_579000026	ENSMODP00000025107
fgenesh2_pg.scaffold_579000029	ENSMODP00000031627
fgenesh2_pg.scaffold_580000013	ENSMODP00000012444
fgenesh2_pg.scaffold_580000013	ENSMODP00000038028
fgenesh2_pg.scaffold_580000013	ENSMODP00000024034
fgenesh2_pg.scaffold_580000013	ENSMODP00000037299
fgenesh2_pg.scaffold_583000018	ENSMODP00000037637
fgenesh2_pg.scaffold_584000008	ENSMODP00000004997
fgenesh2_pg.scaffold_586000027	ENSMODP00000036281
fgenesh2_pg.scaffold_588000015	ENSMODP00000009587
fgenesh2_pg.scaffold_588000016	ENSMODP00000022221
fgenesh2_pg.scaffold_588000017	ENSMODP00000039425
fgenesh2_pg.scaffold_590000006	ENSMODP00000039313
fgenesh2_pg.scaffold_591000004	ENSMODP00000013468
fgenesh2_pg.scaffold_592000013	ENSMODP00000014292
fgenesh2_pg.scaffold_593000012	ENSMODP00000023942
fgenesh2_pg.scaffold_594000013	ENSMODP00000002372
fgenesh2_pg.scaffold_594000018	ENSMODP00000013482
fgenesh2_pg.scaffold_595000017	ENSMODP00000019060
fgenesh2_pg.scaffold_597000006	ENSMODP00000012846
fgenesh2_pg.scaffold_599000001	ENSMODP00000020884
fgenesh2_pg.scaffold_599000013	ENSMODP00000037645
fgenesh2_pg.scaffold_600000005	ENSMODP00000004815
fgenesh2_pg.scaffold_601000006	ENSMODP00000009294
fgenesh2_pg.scaffold_602000011	ENSMODP00000022969
fgenesh2_pg.scaffold_602000013	ENSMODP00000032598
fgenesh2_pg.scaffold_603000022	ENSMODP00000033939
fgenesh2_pg.scaffold_604000005	ENSMODP00000024830
fgenesh2_pg.scaffold_604000007	ENSMODP00000006303
fgenesh2_pg.scaffold_606000003	ENSMODP00000009955
fgenesh2_pg.scaffold_606000005	ENSMODP00000018053
fgenesh2_pg.scaffold_606000015	ENSMODP00000011326
fgenesh2_pg.scaffold_608000015	ENSMODP00000026581
fgenesh2_pg.scaffold_610000004	ENSMODP00000000716
fgenesh2_pg.scaffold_610000011	ENSMODP00000014831
fgenesh2_pg.scaffold_610000014	ENSMODP00000014407
fgenesh2_pg.scaffold_611000001	ENSMODP00000002740
fgenesh2_pg.scaffold_611000002	ENSMODP00000008093
fgenesh2_pg.scaffold_611000017	ENSMODP00000008136
fgenesh2_pg.scaffold_612000026	ENSMODP00000024264
fgenesh2_pg.scaffold_614000011	ENSMODP00000019685
fgenesh2_pg.scaffold_614000012	ENSMODP00000038250
fgenesh2_pg.scaffold_615000007	ENSMODP00000025427
fgenesh2_pg.scaffold_616000012	ENSMODP00000031756
fgenesh2_pg.scaffold_617000003	ENSMODP00000039394
fgenesh2_pg.scaffold_617000003	ENSMODP00000041000
fgenesh2_pg.scaffold_617000003	ENSMODP00000021598
fgenesh2_pg.scaffold_618000006	ENSMODP00000014274
fgenesh2_pg.scaffold_618000015	ENSMODP00000000894
fgenesh2_pg.scaffold_624000011	ENSMODP00000002239
fgenesh2_pg.scaffold_626000001	ENSMODP00000018822
fgenesh2_pg.scaffold_626000005	ENSMODP00000023949
fgenesh2_pg.scaffold_626000017	ENSMODP00000008350
fgenesh2_pg.scaffold_627000015	ENSMODP00000016480
fgenesh2_pg.scaffold_628000010	ENSMODP00000013600
fgenesh2_pg.scaffold_629000003	ENSMODP00000003412
fgenesh2_pg.scaffold_629000004	ENSMODP00000014833
fgenesh2_pg.scaffold_630000005	ENSMODP00000021580
fgenesh2_pg.scaffold_630000009	ENSMODP00000001147
fgenesh2_pg.scaffold_631000010	ENSMODP00000024707
fgenesh2_pg.scaffold_632000004	ENSMODP00000017355
fgenesh2_pg.scaffold_632000011	ENSMODP00000004003
fgenesh2_pg.scaffold_632000019	ENSMODP00000010574
fgenesh2_pg.scaffold_634000013	ENSMODP00000009245
fgenesh2_pg.scaffold_635000005	ENSMODP00000040134
fgenesh2_pg.scaffold_636000011	ENSMODP00000039657
fgenesh2_pg.scaffold_641000002	ENSMODP00000007832
fgenesh2_pg.scaffold_642000009	ENSMODP00000034373
fgenesh2_pg.scaffold_643000007	ENSMODP00000003337
fgenesh2_pg.scaffold_643000012	ENSMODP00000023931
fgenesh2_pg.scaffold_645000002	ENSMODP00000024877
fgenesh2_pg.scaffold_646000003	ENSMODP00000016525
fgenesh2_pg.scaffold_647000001	ENSMODP00000020852
fgenesh2_pg.scaffold_649000006	ENSMODP00000013323
fgenesh2_pg.scaffold_651000004	ENSMODP00000004590
fgenesh2_pg.scaffold_652000015	ENSMODP00000015628
fgenesh2_pg.scaffold_652000015	ENSMODP00000013013
fgenesh2_pg.scaffold_652000015	ENSMODP00000015616
fgenesh2_pg.scaffold_652000021	ENSMODP00000017279
fgenesh2_pg.scaffold_652000021	ENSMODP00000019464
fgenesh2_pg.scaffold_652000021	ENSMODP00000017281
fgenesh2_pg.scaffold_652000021	ENSMODP00000002192
fgenesh2_pg.scaffold_652000021	ENSMODP00000029339
fgenesh2_pg.scaffold_655000003	ENSMODP00000021381
fgenesh2_pg.scaffold_655000012	ENSMODP00000001609
fgenesh2_pg.scaffold_656000005	ENSMODP00000028568
fgenesh2_pg.scaffold_656000011	ENSMODP00000040487
fgenesh2_pg.scaffold_657000008	ENSMODP00000034924
fgenesh2_pg.scaffold_658000014	ENSMODP00000021818
fgenesh2_pg.scaffold_659000007	ENSMODP00000008568
fgenesh2_pg.scaffold_659000010	ENSMODP00000007438
fgenesh2_pg.scaffold_659000014	ENSMODP00000017637
fgenesh2_pg.scaffold_660000001	ENSMODP00000021859
fgenesh2_pg.scaffold_660000001	ENSMODP00000000937
fgenesh2_pg.scaffold_660000005	ENSMODP00000038815
fgenesh2_pg.scaffold_662000001	ENSMODP00000021896
fgenesh2_pg.scaffold_663000002	ENSMODP00000007770
fgenesh2_pg.scaffold_669000020	ENSMODP00000004660
fgenesh2_pg.scaffold_670000003	ENSMODP00000004805
fgenesh2_pg.scaffold_670000006	ENSMODP00000039632
fgenesh2_pg.scaffold_671000010	ENSMODP00000023590
fgenesh2_pg.scaffold_671000012	ENSMODP00000003444
fgenesh2_pg.scaffold_672000001	ENSMODP00000008502
fgenesh2_pg.scaffold_672000008	ENSMODP00000041235
fgenesh2_pg.scaffold_674000002	ENSMODP00000006194
fgenesh2_pg.scaffold_675000019	ENSMODP00000013579
fgenesh2_pg.scaffold_676000002	ENSMODP00000028590
fgenesh2_pg.scaffold_676000014	ENSMODP00000022464
fgenesh2_pg.scaffold_677000005	ENSMODP00000001845
fgenesh2_pg.scaffold_677000013	ENSMODP00000039110
fgenesh2_pg.scaffold_678000002	ENSMODP00000011489
fgenesh2_pg.scaffold_678000007	ENSMODP00000039958
fgenesh2_pg.scaffold_678000012	ENSMODP00000009750
fgenesh2_pg.scaffold_680000014	ENSMODP00000006323
fgenesh2_pg.scaffold_681000003	ENSMODP00000021739
fgenesh2_pg.scaffold_681000011	ENSMODP00000002325
fgenesh2_pg.scaffold_681000013	ENSMODP00000029371
fgenesh2_pg.scaffold_683000002	ENSMODP00000021667
fgenesh2_pg.scaffold_683000010	ENSMODP00000014895
fgenesh2_pg.scaffold_683000018	ENSMODP00000039930
fgenesh2_pg.scaffold_684000002	ENSMODP00000016277
fgenesh2_pg.scaffold_684000006	ENSMODP00000016014
fgenesh2_pg.scaffold_684000007	ENSMODP00000032962
fgenesh2_pg.scaffold_684000010	ENSMODP00000036778
fgenesh2_pg.scaffold_689000001	ENSMODP00000023214
fgenesh2_pg.scaffold_690000004	ENSMODP00000014764
fgenesh2_pg.scaffold_694000001	ENSMODP00000008194
fgenesh2_pg.scaffold_695000022	ENSMODP00000014985
fgenesh2_pg.scaffold_696000002	ENSMODP00000019840
fgenesh2_pg.scaffold_698000010	ENSMODP00000033276
fgenesh2_pg.scaffold_698000011	ENSMODP00000001224
fgenesh2_pg.scaffold_703000001	ENSMODP00000041128
fgenesh2_pg.scaffold_704000006	ENSMODP00000008873
fgenesh2_pg.scaffold_705000001	ENSMODP00000018785
fgenesh2_pg.scaffold_706000002	ENSMODP00000003024
fgenesh2_pg.scaffold_706000019	ENSMODP00000038493
fgenesh2_pg.scaffold_707000006	ENSMODP00000006312
fgenesh2_pg.scaffold_710000006	ENSMODP00000021712
fgenesh2_pg.scaffold_710000011	ENSMODP00000036208
fgenesh2_pg.scaffold_711000009	ENSMODP00000025755
fgenesh2_pg.scaffold_711000015	ENSMODP00000039539
fgenesh2_pg.scaffold_711000017	ENSMODP00000013081
fgenesh2_pg.scaffold_712000003	ENSMODP00000008611
fgenesh2_pg.scaffold_712000013	ENSMODP00000004650
fgenesh2_pg.scaffold_712000013	ENSMODP00000023645
fgenesh2_pg.scaffold_712000013	ENSMODP00000012780
fgenesh2_pg.scaffold_713000004	ENSMODP00000038604
fgenesh2_pg.scaffold_713000012	ENSMODP00000037841
fgenesh2_pg.scaffold_715000006	ENSMODP00000038319
fgenesh2_pg.scaffold_716000005	ENSMODP00000017993
fgenesh2_pg.scaffold_719000002	ENSMODP00000021482
fgenesh2_pg.scaffold_721000002	ENSMODP00000014136
fgenesh2_pg.scaffold_721000008	ENSMODP00000024151
fgenesh2_pg.scaffold_726000009	ENSMODP00000027651
fgenesh2_pg.scaffold_731000007	ENSMODP00000011466
fgenesh2_pg.scaffold_732000007	ENSMODP00000038961
fgenesh2_pg.scaffold_732000008	ENSMODP00000021715
fgenesh2_pg.scaffold_732000009	ENSMODP00000005025
fgenesh2_pg.scaffold_735000001	ENSMODP00000035898
fgenesh2_pg.scaffold_735000010	ENSMODP00000039384
fgenesh2_pg.scaffold_740000010	ENSMODP00000016366
fgenesh2_pg.scaffold_741000002	ENSMODP00000012361
fgenesh2_pg.scaffold_741000002	ENSMODP00000012396
fgenesh2_pg.scaffold_744000002	ENSMODP00000004506
fgenesh2_pg.scaffold_745000002	ENSMODP00000004886
fgenesh2_pg.scaffold_746000011	ENSMODP00000038809
fgenesh2_pg.scaffold_746000015	ENSMODP00000010607
fgenesh2_pg.scaffold_751000002	ENSMODP00000017818
fgenesh2_pg.scaffold_753000006	ENSMODP00000016831
fgenesh2_pg.scaffold_755000001	ENSMODP00000039143
fgenesh2_pg.scaffold_755000004	ENSMODP00000038719
fgenesh2_pg.scaffold_755000009	ENSMODP00000014920
fgenesh2_pg.scaffold_755000011	ENSMODP00000021108
fgenesh2_pg.scaffold_758000003	ENSMODP00000012052
fgenesh2_pg.scaffold_758000004	ENSMODP00000012061
fgenesh2_pg.scaffold_758000022	ENSMODP00000004830
fgenesh2_pg.scaffold_759000003	ENSMODP00000018670
fgenesh2_pg.scaffold_760000004	ENSMODP00000000142
fgenesh2_pg.scaffold_761000002	ENSMODP00000015250
fgenesh2_pg.scaffold_764000003	ENSMODP00000038892
fgenesh2_pg.scaffold_765000006	ENSMODP00000002312
fgenesh2_pg.scaffold_767000002	ENSMODP00000020720
fgenesh2_pg.scaffold_768000006	ENSMODP00000024174
fgenesh2_pg.scaffold_769000003	ENSMODP00000014272
fgenesh2_pg.scaffold_776000003	ENSMODP00000016627
fgenesh2_pg.scaffold_776000008	ENSMODP00000038538
fgenesh2_pg.scaffold_776000009	ENSMODP00000018188
fgenesh2_pg.scaffold_776000010	ENSMODP00000000692
fgenesh2_pg.scaffold_776000011	ENSMODP00000000683
fgenesh2_pg.scaffold_780000009	ENSMODP00000017027
fgenesh2_pg.scaffold_780000018	ENSMODP00000017009
fgenesh2_pg.scaffold_782000011	ENSMODP00000000725
fgenesh2_pg.scaffold_783000003	ENSMODP00000011565
fgenesh2_pg.scaffold_783000010	ENSMODP00000025845
fgenesh2_pg.scaffold_786000008	ENSMODP00000029249
fgenesh2_pg.scaffold_787000001	ENSMODP00000039423
fgenesh2_pg.scaffold_787000002	ENSMODP00000036924
fgenesh2_pg.scaffold_788000008	ENSMODP00000013005
fgenesh2_pg.scaffold_792000007	ENSMODP00000040322
fgenesh2_pg.scaffold_792000016	ENSMODP00000034561
fgenesh2_pg.scaffold_792000016	ENSMODP00000035178
fgenesh2_pg.scaffold_795000007	ENSMODP00000016811
fgenesh2_pg.scaffold_797000003	ENSMODP00000007251
fgenesh2_pg.scaffold_797000004	ENSMODP00000038541
fgenesh2_pg.scaffold_800000003	ENSMODP00000000487
fgenesh2_pg.scaffold_800000003	ENSMODP00000013043
fgenesh2_pg.scaffold_800000003	ENSMODP00000017660
fgenesh2_pg.scaffold_800000018	ENSMODP00000011596
fgenesh2_pg.scaffold_802000003	ENSMODP00000018856
fgenesh2_pg.scaffold_802000004	ENSMODP00000017730
fgenesh2_pg.scaffold_803000003	ENSMODP00000013970
fgenesh2_pg.scaffold_803000004	ENSMODP00000018458
fgenesh2_pg.scaffold_803000008	ENSMODP00000022507
fgenesh2_pg.scaffold_803000012	ENSMODP00000006973
fgenesh2_pg.scaffold_805000007	ENSMODP00000019354
fgenesh2_pg.scaffold_805000007	ENSMODP00000020467
fgenesh2_pg.scaffold_805000010	ENSMODP00000023768
fgenesh2_pg.scaffold_808000001	ENSMODP00000036920
fgenesh2_pg.scaffold_810000008	ENSMODP00000011938
fgenesh2_pg.scaffold_811000009	ENSMODP00000017215
fgenesh2_pg.scaffold_811000010	ENSMODP00000018867
fgenesh2_pg.scaffold_813000008	ENSMODP00000031318
fgenesh2_pg.scaffold_814000014	ENSMODP00000026506
fgenesh2_pg.scaffold_816000007	ENSMODP00000018681
fgenesh2_pg.scaffold_816000008	ENSMODP00000003538
fgenesh2_pg.scaffold_817000015	ENSMODP00000023977
fgenesh2_pg.scaffold_818000003	ENSMODP00000013065
fgenesh2_pg.scaffold_818000004	ENSMODP00000029871
fgenesh2_pg.scaffold_821000004	ENSMODP00000008401
fgenesh2_pg.scaffold_823000001	ENSMODP00000013210
fgenesh2_pg.scaffold_824000005	ENSMODP00000011241
fgenesh2_pg.scaffold_824000007	ENSMODP00000003654
fgenesh2_pg.scaffold_831000005	ENSMODP00000001201
fgenesh2_pg.scaffold_836000010	ENSMODP00000021608
fgenesh2_pg.scaffold_838000001	ENSMODP00000014980
fgenesh2_pg.scaffold_838000006	ENSMODP00000017569
fgenesh2_pg.scaffold_846000004	ENSMODP00000040035
fgenesh2_pg.scaffold_848000003	ENSMODP00000020500
fgenesh2_pg.scaffold_853000003	ENSMODP00000022163
fgenesh2_pg.scaffold_854000005	ENSMODP00000018402
fgenesh2_pg.scaffold_869000001	ENSMODP00000025806
fgenesh2_pg.scaffold_869000003	ENSMODP00000036190
fgenesh2_pg.scaffold_869000003	ENSMODP00000002112
fgenesh2_pg.scaffold_872000006	ENSMODP00000025786
fgenesh2_pg.scaffold_872000007	ENSMODP00000009840
fgenesh2_pg.scaffold_873000002	ENSMODP00000037431
fgenesh2_pg.scaffold_873000003	ENSMODP00000011462
fgenesh2_pg.scaffold_877000002	ENSMODP00000011736
fgenesh2_pg.scaffold_880000001	ENSMODP00000016794
fgenesh2_pg.scaffold_881000006	ENSMODP00000021266
fgenesh2_pg.scaffold_882000007	ENSMODP00000025715
fgenesh2_pg.scaffold_884000004	ENSMODP00000024210
fgenesh2_pg.scaffold_895000002	ENSMODP00000026833
fgenesh2_pg.scaffold_895000012	ENSMODP00000004050
fgenesh2_pg.scaffold_897000004	ENSMODP00000023832
fgenesh2_pg.scaffold_898000002	ENSMODP00000000310
fgenesh2_pg.scaffold_902000001	ENSMODP00000020294
fgenesh2_pg.scaffold_905000006	ENSMODP00000022577
fgenesh2_pg.scaffold_915000003	ENSMODP00000005495
fgenesh2_pg.scaffold_917000008	ENSMODP00000009725
fgenesh2_pg.scaffold_931000001	ENSMODP00000040087
fgenesh2_pg.scaffold_945000008	ENSMODP00000002608
fgenesh2_pg.scaffold_951000002	ENSMODP00000027685
fgenesh2_pg.scaffold_960000001	ENSMODP00000020408
fgenesh2_pg.scaffold_976000007	ENSMODP00000003091
fgenesh2_pg.scaffold_980000005	ENSMODP00000014945
fgenesh2_pg.scaffold_980000006	ENSMODP00000035788
fgenesh2_pg.scaffold_992000001	ENSMODP00000015395
fgenesh2_pg.scaffold_1013000002	ENSMODP00000006749
fgenesh2_pg.scaffold_1013000002	ENSMODP00000031692
fgenesh2_pg.scaffold_1019000002	ENSMODP00000041122
fgenesh2_pg.scaffold_1022000007	ENSMODP00000008955
fgenesh2_pg.scaffold_1022000007	ENSMODP00000001429
fgenesh2_pg.scaffold_1023000002	ENSMODP00000010190
fgenesh2_pg.scaffold_1031000001	ENSMODP00000016937
fgenesh2_pg.scaffold_1034000001	ENSMODP00000001414
fgenesh2_pg.scaffold_1036000002	ENSMODP00000035967
fgenesh2_pg.scaffold_1049000004	ENSMODP00000018434
fgenesh2_pg.scaffold_1056000004	ENSMODP00000028158
fgenesh2_pg.scaffold_1098000001	ENSMODP00000004571
fgenesh2_pg.scaffold_1102000001	ENSMODP00000017623
fgenesh2_pg.scaffold_1110000002	ENSMODP00000022825
fgenesh2_pg.scaffold_1125000001	ENSMODP00000030474
fgenesh2_pg.scaffold_1139000001	ENSMODP00000019519
fgenesh2_pg.scaffold_1161000001	ENSMODP00000011883
fgenesh2_pg.scaffold_1176000001	ENSMODP00000026390
fgenesh2_pg.scaffold_1176000001	ENSMODP00000029244
fgenesh2_pg.scaffold_1176000001	ENSMODP00000039059
fgenesh2_pg.scaffold_1207000001	ENSMODP00000040506
fgenesh2_pg.scaffold_1248000001	ENSMODP00000008474
fgenesh2_pg.scaffold_1248000001	ENSMODP00000007712
fgenesh2_pg.scaffold_1253000001	ENSMODP00000021388
fgenesh2_pg.scaffold_1279000001	ENSMODP00000020836
fgenesh2_pg.scaffold_1280000001	ENSMODP00000007414
fgenesh2_pg.scaffold_1297000001	ENSMODP00000020435
fgenesh2_pg.scaffold_1300000001	ENSMODP00000004579
fgenesh2_pg.scaffold_1304000001	ENSMODP00000007209
fgenesh2_pg.scaffold_1308000001	ENSMODP00000038993
fgenesh2_pg.scaffold_1314000001	ENSMODP00000000740
fgenesh2_pg.scaffold_1317000001	ENSMODP00000036499
fgenesh2_pg.scaffold_1317000001	ENSMODP00000012387
fgenesh2_pg.scaffold_1317000001	ENSMODP00000038968
fgenesh2_pg.scaffold_1319000001	ENSMODP00000030395
fgenesh2_pg.scaffold_1331000001	ENSMODP00000040565
fgenesh2_pg.scaffold_1354000002	ENSMODP00000001501
fgenesh2_pg.scaffold_1355000001	ENSMODP00000041018
fgenesh2_pg.scaffold_1363000001	ENSMODP00000039979
fgenesh2_pg.scaffold_1381000003	ENSMODP00000039083
fgenesh2_pg.scaffold_1381000004	ENSMODP00000022089
fgenesh2_pg.scaffold_1392000001	ENSMODP00000038802
fgenesh2_pg.scaffold_1424000001	ENSMODP00000040069
fgenesh2_pg.scaffold_1436000001	ENSMODP00000040184
fgenesh2_pg.scaffold_1440000002	ENSMODP00000004428
fgenesh2_pg.scaffold_1446000001	ENSMODP00000004490
fgenesh2_pg.scaffold_1453000001	ENSMODP00000017061
fgenesh2_pg.scaffold_1516000002	ENSMODP00000011320
fgenesh2_pg.scaffold_1527000001	ENSMODP00000009361
fgenesh2_pg.scaffold_1538000001	ENSMODP00000040557
fgenesh2_pg.scaffold_1594000001	ENSMODP00000001304
fgenesh2_pg.scaffold_1596000002	ENSMODP00000003959
fgenesh2_pg.scaffold_1610000001	ENSMODP00000004754
fgenesh2_pg.scaffold_1634000001	ENSMODP00000006957
fgenesh2_pg.scaffold_1636000001	ENSMODP00000008484
fgenesh2_pg.scaffold_1636000001	ENSMODP00000021278
fgenesh2_pg.scaffold_1668000001	ENSMODP00000037626
fgenesh2_pg.scaffold_1684000001	ENSMODP00000009675
fgenesh2_pg.scaffold_1690000001	ENSMODP00000014158
fgenesh2_pg.scaffold_1757000001	ENSMODP00000023877
fgenesh2_pg.scaffold_1768000001	ENSMODP00000040774
fgenesh2_pg.scaffold_1911000001	ENSMODP00000036554
fgenesh2_pg.scaffold_1997000001	ENSMODP00000003856
fgenesh2_pg.scaffold_2004000001	ENSMODP00000019029
fgenesh2_pg.scaffold_2008000001	ENSMODP00000039149
fgenesh2_pg.scaffold_2013000001	ENSMODP00000023361
fgenesh2_pg.scaffold_2069000001	ENSMODP00000019370
fgenesh2_pg.scaffold_2088000002	ENSMODP00000013189
fgenesh2_pg.scaffold_2101000001	ENSMODP00000003798
fgenesh2_pg.scaffold_2229000001	ENSMODP00000023449
fgenesh2_pg.scaffold_2229000001	ENSMODP00000024241
fgenesh2_pg.scaffold_2238000001	ENSMODP00000004519
fgenesh2_pg.scaffold_2244000002	ENSMODP00000018819
fgenesh2_pg.scaffold_2270000001	ENSMODP00000002433
fgenesh2_pg.scaffold_2287000001	ENSMODP00000012530
fgenesh2_pg.scaffold_2339000001	ENSMODP00000010075
fgenesh2_pg.scaffold_2342000001	ENSMODP00000040316
fgenesh2_pg.scaffold_2589000001	ENSMODP00000016686
fgenesh2_pg.scaffold_2850000001	ENSMODP00000003700
fgenesh2_pg.scaffold_2905000001	ENSMODP00000005205
fgenesh2_pg.scaffold_2926000001	ENSMODP00000017827
fgenesh2_pg.scaffold_2962000001	ENSMODP00000016203
estExt_fgenesh2_pm.C_10013	ENSMODP00000037355
estExt_fgenesh2_pm.C_10013	ENSMODP00000031436
estExt_fgenesh2_pm.C_10048	ENSMODP00000000746
estExt_fgenesh2_pm.C_20002	ENSMODP00000001183
estExt_fgenesh2_pm.C_20027	ENSMODP00000004334
estExt_fgenesh2_pm.C_20037	ENSMODP00000016335
estExt_fgenesh2_pm.C_20041	ENSMODP00000023616
estExt_fgenesh2_pm.C_30005	ENSMODP00000007504
estExt_fgenesh2_pm.C_30022	ENSMODP00000010550
estExt_fgenesh2_pm.C_40040	ENSMODP00000015862
estExt_fgenesh2_pm.C_40040	ENSMODP00000001296
estExt_fgenesh2_pm.C_40040	ENSMODP00000020559
estExt_fgenesh2_pm.C_40040	ENSMODP00000011872
estExt_fgenesh2_pm.C_50003	ENSMODP00000007433
estExt_fgenesh2_pm.C_50053	ENSMODP00000005813
estExt_fgenesh2_pm.C_60011	ENSMODP00000003352
estExt_fgenesh2_pm.C_60020	ENSMODP00000013269
estExt_fgenesh2_pm.C_60022	ENSMODP00000000864
estExt_fgenesh2_pm.C_80008	ENSMODP00000039117
estExt_fgenesh2_pm.C_80041	ENSMODP00000003166
estExt_fgenesh2_pm.C_80046	ENSMODP00000040387
estExt_fgenesh2_pm.C_90006	ENSMODP00000011855
estExt_fgenesh2_pm.C_90008	ENSMODP00000003463
estExt_fgenesh2_pm.C_90018	ENSMODP00000020344
estExt_fgenesh2_pm.C_90024	ENSMODP00000000393
estExt_fgenesh2_pm.C_100022	ENSMODP00000017039
estExt_fgenesh2_pm.C_110010	ENSMODP00000000592
estExt_fgenesh2_pm.C_110028	ENSMODP00000023317
estExt_fgenesh2_pm.C_120013	ENSMODP00000014606
estExt_fgenesh2_pm.C_140002	ENSMODP00000009908
estExt_fgenesh2_pm.C_140002	ENSMODP00000004218
estExt_fgenesh2_pm.C_140019	ENSMODP00000023256
estExt_fgenesh2_pm.C_150008	ENSMODP00000024753
estExt_fgenesh2_pm.C_160009	ENSMODP00000005393
estExt_fgenesh2_pm.C_160016	ENSMODP00000030841
estExt_fgenesh2_pm.C_170015	ENSMODP00000010308
estExt_fgenesh2_pm.C_180005	ENSMODP00000002240
estExt_fgenesh2_pm.C_200002	ENSMODP00000036350
estExt_fgenesh2_pm.C_200002	ENSMODP00000032254
estExt_fgenesh2_pm.C_200005	ENSMODP00000013591
estExt_fgenesh2_pm.C_200006	ENSMODP00000007111
estExt_fgenesh2_pm.C_200008	ENSMODP00000008908
estExt_fgenesh2_pm.C_200012	ENSMODP00000000631
estExt_fgenesh2_pm.C_200017	ENSMODP00000003353
estExt_fgenesh2_pm.C_200017	ENSMODP00000002387
estExt_fgenesh2_pm.C_200018	ENSMODP00000014573
estExt_fgenesh2_pm.C_200020	ENSMODP00000024667
estExt_fgenesh2_pm.C_200029	ENSMODP00000023325
estExt_fgenesh2_pm.C_200029	ENSMODP00000004577
estExt_fgenesh2_pm.C_200029	ENSMODP00000038476
estExt_fgenesh2_pm.C_210009	ENSMODP00000015307
