SINCAM011582	ENSLOCP00000000004
SINCAM001148	ENSLOCP00000001750
SINCAM007760	ENSLOCP00000001751
SINCAM921551	ENSLOCP00000001753
SINCAM004085	ENSLOCP00000001755
SINCAM010623	ENSLOCP00000001756
SINCAM013004	ENSLOCP00000001757
SINCAM011909	ENSLOCP00000001761
SINCAM004724	ENSLOCP00000001762
SINCAM009306	ENSLOCP00000001764
SINCAM001149	ENSLOCP00000001766
SINCAM013574	ENSLOCP00000001767
SINCAM006377	ENSLOCP00000001768
SINCAM007362	ENSLOCP00000001769
SINCAM922029	ENSLOCP00000001770
SINCAM920528	ENSLOCP00000001772
SINCAM001917	ENSLOCP00000001773
SINCAM012823	ENSLOCP00000001777
SINCAM008566	ENSLOCP00000001778
SINCAM010622	ENSLOCP00000001779
SINCAM004086	ENSLOCP00000001780
SINCAM011647	ENSLOCP00000001781
SINCAM922001	ENSLOCP00000001783
SINCAM001921	ENSLOCP00000001784
SINCAM006376	ENSLOCP00000001785
SINCAM013575	ENSLOCP00000001787
SINCAM012822	ENSLOCP00000001789
SINCAM005196	ENSLOCP00000001790
SINCAM011487	ENSLOCP00000001792
SINCAM921702	ENSLOCP00000001793
SINCAM004097	ENSLOCP00000001794
SINCAM008385	ENSLOCP00000001795
SINCAM001150	ENSLOCP00000001796
SINCAM006374	ENSLOCP00000001797
SINCAM921473	ENSLOCP00000001799
SINCAM012821	ENSLOCP00000001801
SINCAM005865	ENSLOCP00000001802
SINCAM004936	ENSLOCP00000001805
SINCAM008564	ENSLOCP00000001806
SINCAM923037	ENSLOCP00000001807
SINCAM013576	ENSLOCP00000001809
SINCAM011219	ENSLOCP00000001810
SINCAM000744	ENSLOCP00000001812
SINCAM008387	ENSLOCP00000001814
SINCAM013934	ENSLOCP00000001815
SINCAM006373	ENSLOCP00000001817
SINCAM005197	ENSLOCP00000001818
SINCAM012002	ENSLOCP00000001819
SINCAM921935	ENSLOCP00000001822
SINCAM001922	ENSLOCP00000001823
SINCAM920529	ENSLOCP00000001829
SINCAM004095	ENSLOCP00000001830
SINCAM005966	ENSLOCP00000001831
SINCAM922964	ENSLOCP00000001833
SINCAM007431	ENSLOCP00000001836
SINCAM006372	ENSLOCP00000001837
SINCAM002673	ENSLOCP00000001838
SINCAM009073	ENSLOCP00000001840
SINCAM001151	ENSLOCP00000001841
SINCAM005198	ENSLOCP00000001845
SINCAM920539	ENSLOCP00000001846
SINCAM005040	ENSLOCP00000001847
SINCAM009071	ENSLOCP00000001851
SINCAM011218	ENSLOCP00000001852
SINCAM922221	ENSLOCP00000001854
SINCAM013585	ENSLOCP00000001855
SINCAM921936	ENSLOCP00000001856
SINCAM006371	ENSLOCP00000001857
SINCAM922963	ENSLOCP00000001858
SINCAM001152	ENSLOCP00000001861
SINCAM017510	ENSLOCP00000001863
SINCAM007429	ENSLOCP00000001865
SINCAM005799	ENSLOCP00000001866
SINCAM008903	ENSLOCP00000001867
SINCAM004937	ENSLOCP00000001869
SINCAM001772	ENSLOCP00000001871
SINCAM900280	ENSLOCP00000001872
SINCAM005199	ENSLOCP00000001873
SINCAM006408	ENSLOCP00000001875
SINCAM922058	ENSLOCP00000001876
SINCAM008901	ENSLOCP00000001882
SINCAM011217	ENSLOCP00000001883
SINCAM004938	ENSLOCP00000001884
SINCAM009211	ENSLOCP00000001885
SINCAM004819	ENSLOCP00000001886
SINCAM007373	ENSLOCP00000001889
SINCAM008015	ENSLOCP00000001890
SINCAM000780	ENSLOCP00000001891
SINCAM002672	ENSLOCP00000001893
SINCAM922901	ENSLOCP00000001894
SINCAM006409	ENSLOCP00000001896
SINCAM001154	ENSLOCP00000001899
SINCAM012890	ENSLOCP00000001900
SINCAM001775	ENSLOCP00000001904
SINCAM004818	ENSLOCP00000001905
SINCAM007756	ENSLOCP00000001906
SINCAM009758	ENSLOCP00000001907
SINCAM000779	ENSLOCP00000001910
SINCAM007372	ENSLOCP00000001911
SINCAM013709	ENSLOCP00000001914
SINCAM011990	ENSLOCP00000001916
SINCAM012927	ENSLOCP00000001918
SINCAM011534	ENSLOCP00000001919
SINCAM005732	ENSLOCP00000001923
SINCAM009210	ENSLOCP00000001924
SINCAM013710	ENSLOCP00000001926
SINCAM011216	ENSLOCP00000001927
SINCAM010485	ENSLOCP00000001928
SINCAM012893	ENSLOCP00000001930
SINCAM011989	ENSLOCP00000001931
SINCAM007410	ENSLOCP00000001937
SINCAM007754	ENSLOCP00000001939
SINCAM922416	ENSLOCP00000001940
SINCAM012894	ENSLOCP00000001942
SINCAM002441	ENSLOCP00000001944
SINCAM006410	ENSLOCP00000001946
SINCAM017991	ENSLOCP00000001948
SINCAM010484	ENSLOCP00000001949
SINCAM004816	ENSLOCP00000001950
SINCAM015260	ENSLOCP00000001953
SINCAM007753	ENSLOCP00000001954
SINCAM014387	ENSLOCP00000001955
SINCAM922223	ENSLOCP00000001957
SINCAM015262	ENSLOCP00000001959
SINCAM002474	ENSLOCP00000001960
SINCAM922402	ENSLOCP00000001961
SINCAM001159	ENSLOCP00000001962
SINCAM922415	ENSLOCP00000001964
SINCAM004815	ENSLOCP00000001966
SINCAM921472	ENSLOCP00000001967
SINCAM011051	ENSLOCP00000001968
SINCAM012836	ENSLOCP00000001969
SINCAM008590	ENSLOCP00000001970
SINCAM003781	ENSLOCP00000001971
SINCAM900219	ENSLOCP00000001972
SINCAM009095	ENSLOCP00000001974
SINCAM011796	ENSLOCP00000001976
SINCAM005219	ENSLOCP00000001978
SINCAM007414	ENSLOCP00000001980
SINCAM010482	ENSLOCP00000001981
SINCAM013626	ENSLOCP00000001982
SINCAM006411	ENSLOCP00000001983
SINCAM017782	ENSLOCP00000001984
SINCAM002475	ENSLOCP00000001985
SINCAM900220	ENSLOCP00000001987
SINCAM920662	ENSLOCP00000001988
SINCAM008895	ENSLOCP00000001991
SINCAM014751	ENSLOCP00000001992
SINCAM011046	ENSLOCP00000001993
SINCAM002593	ENSLOCP00000001994
SINCAM922222	ENSLOCP00000001995
SINCAM004814	ENSLOCP00000001996
SINCAM009207	ENSLOCP00000001998
SINCAM007750	ENSLOCP00000001999
SINCAM005221	ENSLOCP00000002004
SINCAM012833	ENSLOCP00000002006
SINCAM920796	ENSLOCP00000002008
SINCAM008746	ENSLOCP00000002010
SINCAM016083	ENSLOCP00000002011
SINCAM900221	ENSLOCP00000002012
SINCAM010481	ENSLOCP00000002014
SINCAM922413	ENSLOCP00000002015
SINCAM005222	ENSLOCP00000002016
SINCAM004813	ENSLOCP00000002017
SINCAM006412	ENSLOCP00000002020
SINCAM012807	ENSLOCP00000002022
SINCAM016253	ENSLOCP00000002024
SINCAM013627	ENSLOCP00000002025
SINCAM011299	ENSLOCP00000002026
SINCAM010319	ENSLOCP00000002032
SINCAM007577	ENSLOCP00000002033
SINCAM001162	ENSLOCP00000002034
SINCAM009206	ENSLOCP00000002036
SINCAM004812	ENSLOCP00000002037
SINCAM006413	ENSLOCP00000002040
SINCAM921794	ENSLOCP00000002041
SINCAM007748	ENSLOCP00000002044
SINCAM004553	ENSLOCP00000002048
SINCAM012805	ENSLOCP00000002049
SINCAM002506	ENSLOCP00000002051
SINCAM900222	ENSLOCP00000002053
SINCAM008747	ENSLOCP00000002054
SINCAM001776	ENSLOCP00000002055
SINCAM007576	ENSLOCP00000002056
SINCAM001297	ENSLOCP00000002057
SINCAM921748	ENSLOCP00000002058
SINCAM015562	ENSLOCP00000002059
SINCAM009221	ENSLOCP00000002061
SINCAM010320	ENSLOCP00000002062
SINCAM005224	ENSLOCP00000002063
SINCAM001163	ENSLOCP00000002064
SINCAM007747	ENSLOCP00000002065
SINCAM014026	ENSLOCP00000002068
SINCAM900223	ENSLOCP00000002069
SINCAM011055	ENSLOCP00000002071
SINCAM017410	ENSLOCP00000002073
SINCAM921749	ENSLOCP00000002075
SINCAM006414	ENSLOCP00000002077
SINCAM009222	ENSLOCP00000002078
SINCAM012364	ENSLOCP00000002080
SINCAM001164	ENSLOCP00000002081
SINCAM008749	ENSLOCP00000002082
SINCAM001777	ENSLOCP00000002084
SINCAM922411	ENSLOCP00000002085
SINCAM921420	ENSLOCP00000002086
SINCAM004552	ENSLOCP00000002087
SINCAM001166	ENSLOCP00000002088
SINCAM014240	ENSLOCP00000002089
SINCAM009224	ENSLOCP00000002090
SINCAM007746	ENSLOCP00000002091
SINCAM011137	ENSLOCP00000002092
SINCAM008823	ENSLOCP00000002093
SINCAM011505	ENSLOCP00000002094
SINCAM005225	ENSLOCP00000002095
SINCAM006416	ENSLOCP00000002096
SINCAM014996	ENSLOCP00000002097
SINCAM922412	ENSLOCP00000002099
SINCAM012732	ENSLOCP00000002101
SINCAM004551	ENSLOCP00000002103
SINCAM921920	ENSLOCP00000002104
SINCAM001168	ENSLOCP00000002105
SINCAM011135	ENSLOCP00000002106
SINCAM011504	ENSLOCP00000002109
SINCAM013631	ENSLOCP00000002110
SINCAM005226	ENSLOCP00000002111
SINCAM001778	ENSLOCP00000002112
SINCAM008944	ENSLOCP00000002113
SINCAM011985	ENSLOCP00000002114
SINCAM013977	ENSLOCP00000002115
SINCAM008825	ENSLOCP00000002117
SINCAM000787	ENSLOCP00000002119
SINCAM009225	ENSLOCP00000002120
SINCAM010322	ENSLOCP00000002121
SINCAM007391	ENSLOCP00000002122
SINCAM012739	ENSLOCP00000002123
SINCAM008943	ENSLOCP00000002124
SINCAM921471	ENSLOCP00000002126
SINCAM923119	ENSLOCP00000002128
SINCAM922735	ENSLOCP00000002129
SINCAM002505	ENSLOCP00000002132
SINCAM010323	ENSLOCP00000002133
SINCAM920962	ENSLOCP00000002134
SINCAM009226	ENSLOCP00000002135
SINCAM006417	ENSLOCP00000002136
SINCAM000786	ENSLOCP00000002138
SINCAM012738	ENSLOCP00000002140
SINCAM001169	ENSLOCP00000002141
SINCAM921470	ENSLOCP00000002142
SINCAM007390	ENSLOCP00000002143
SINCAM005195	ENSLOCP00000002144
SINCAM011986	ENSLOCP00000002147
SINCAM001779	ENSLOCP00000002148
SINCAM008826	ENSLOCP00000002152
SINCAM012737	ENSLOCP00000002153
SINCAM002749	ENSLOCP00000002156
SINCAM011405	ENSLOCP00000002157
SINCAM921419	ENSLOCP00000002158
SINCAM005194	ENSLOCP00000002159
SINCAM011637	ENSLOCP00000002160
SINCAM007856	ENSLOCP00000002164
SINCAM008827	ENSLOCP00000002165
SINCAM001780	ENSLOCP00000002166
SINCAM006600	ENSLOCP00000002167
SINCAM001170	ENSLOCP00000002169
SINCAM922565	ENSLOCP00000002171
SINCAM922027	ENSLOCP00000002172
SINCAM007387	ENSLOCP00000002176
SINCAM005193	ENSLOCP00000002177
SINCAM001781	ENSLOCP00000002178
SINCAM920789	ENSLOCP00000002180
SINCAM922226	ENSLOCP00000002181
SINCAM012793	ENSLOCP00000002183
SINCAM006348	ENSLOCP00000002184
SINCAM008831	ENSLOCP00000002185
SINCAM017337	ENSLOCP00000002186
SINCAM922736	ENSLOCP00000002187
SINCAM010326	ENSLOCP00000002188
SINCAM008890	ENSLOCP00000002189
SINCAM922419	ENSLOCP00000002190
SINCAM900224	ENSLOCP00000002191
SINCAM000760	ENSLOCP00000002192
SINCAM921979	ENSLOCP00000002193
SINCAM007775	ENSLOCP00000002194
SINCAM005191	ENSLOCP00000002196
SINCAM004550	ENSLOCP00000002197
SINCAM920788	ENSLOCP00000002198
SINCAM007774	ENSLOCP00000002199
SINCAM003691	ENSLOCP00000002200
SINCAM011569	ENSLOCP00000002201
SINCAM008891	ENSLOCP00000002202
SINCAM922420	ENSLOCP00000002204
SINCAM000759	ENSLOCP00000002207
SINCAM007384	ENSLOCP00000002208
SINCAM004549	ENSLOCP00000002210
SINCAM001171	ENSLOCP00000002213
SINCAM011065	ENSLOCP00000002214
SINCAM922564	ENSLOCP00000002216
SINCAM001782	ENSLOCP00000002219
SINCAM009230	ENSLOCP00000002223
SINCAM006350	ENSLOCP00000002224
SINCAM007573	ENSLOCP00000002225
SINCAM000758	ENSLOCP00000002226
SINCAM010330	ENSLOCP00000002227
SINCAM922935	ENSLOCP00000002228
SINCAM922475	ENSLOCP00000002229
SINCAM922284	ENSLOCP00000002230
SINCAM011570	ENSLOCP00000002232
SINCAM002599	ENSLOCP00000002233
SINCAM921475	ENSLOCP00000002235
SINCAM009231	ENSLOCP00000002237
SINCAM004245	ENSLOCP00000002239
SINCAM001172	ENSLOCP00000002242
SINCAM005190	ENSLOCP00000002243
SINCAM013721	ENSLOCP00000002244
SINCAM922421	ENSLOCP00000002245
SINCAM012958	ENSLOCP00000002246
SINCAM011212	ENSLOCP00000002247
SINCAM009233	ENSLOCP00000002248
SINCAM018085	ENSLOCP00000002249
SINCAM922220	ENSLOCP00000002250
SINCAM007574	ENSLOCP00000002252
SINCAM002694	ENSLOCP00000002254
SINCAM001756	ENSLOCP00000002255
SINCAM005189	ENSLOCP00000002257
SINCAM921359	ENSLOCP00000002258
SINCAM009235	ENSLOCP00000002259
SINCAM007772	ENSLOCP00000002261
SINCAM014995	ENSLOCP00000002262
SINCAM002487	ENSLOCP00000002263
SINCAM920597	ENSLOCP00000002264
SINCAM012956	ENSLOCP00000002265
SINCAM013720	ENSLOCP00000002266
SINCAM921722	ENSLOCP00000002267
SINCAM007575	ENSLOCP00000002269
SINCAM922936	ENSLOCP00000002270
SINCAM014994	ENSLOCP00000002271
SINCAM922422	ENSLOCP00000002274
SINCAM005201	ENSLOCP00000002276
SINCAM001173	ENSLOCP00000002279
SINCAM006351	ENSLOCP00000002280
SINCAM007778	ENSLOCP00000002281
SINCAM011488	ENSLOCP00000002283
SINCAM010332	ENSLOCP00000002284
SINCAM011214	ENSLOCP00000002285
SINCAM923114	ENSLOCP00000002286
SINCAM009238	ENSLOCP00000002287
SINCAM921356	ENSLOCP00000002290
SINCAM922423	ENSLOCP00000002292
SINCAM001174	ENSLOCP00000002294
SINCAM016489	ENSLOCP00000002296
SINCAM005202	ENSLOCP00000002303
SINCAM011215	ENSLOCP00000002304
SINCAM009239	ENSLOCP00000002305
SINCAM006352	ENSLOCP00000002306
SINCAM008764	ENSLOCP00000002307
SINCAM010333	ENSLOCP00000002308
SINCAM001307	ENSLOCP00000002309
SINCAM922424	ENSLOCP00000002310
SINCAM920708	ENSLOCP00000002311
SINCAM011651	ENSLOCP00000002316
SINCAM000785	ENSLOCP00000002317
SINCAM004846	ENSLOCP00000002318
SINCAM007378	ENSLOCP00000002320
SINCAM006353	ENSLOCP00000002323
SINCAM009240	ENSLOCP00000002324
SINCAM008733	ENSLOCP00000002327
SINCAM001175	ENSLOCP00000002328
SINCAM007377	ENSLOCP00000002331
SINCAM000784	ENSLOCP00000002334
SINCAM011994	ENSLOCP00000002336
SINCAM009056	ENSLOCP00000002337
SINCAM011600	ENSLOCP00000002338
SINCAM001912	ENSLOCP00000002339
SINCAM004786	ENSLOCP00000002340
SINCAM006354	ENSLOCP00000002341
SINCAM005203	ENSLOCP00000002343
SINCAM010334	ENSLOCP00000002344
SINCAM009245	ENSLOCP00000002346
SINCAM922470	ENSLOCP00000002347
SINCAM014027	ENSLOCP00000002350
SINCAM011996	ENSLOCP00000002353
SINCAM920787	ENSLOCP00000002354
SINCAM008731	ENSLOCP00000002356
SINCAM006355	ENSLOCP00000002357
SINCAM011139	ENSLOCP00000002358
SINCAM005204	ENSLOCP00000002359
SINCAM007376	ENSLOCP00000002360
SINCAM001911	ENSLOCP00000002363
SINCAM920598	ENSLOCP00000002364
SINCAM009358	ENSLOCP00000002365
SINCAM013685	ENSLOCP00000002366
SINCAM004787	ENSLOCP00000002368
SINCAM012951	ENSLOCP00000002369
SINCAM011998	ENSLOCP00000002370
SINCAM007777	ENSLOCP00000002371
SINCAM003007	ENSLOCP00000002372
SINCAM015331	ENSLOCP00000002375
SINCAM008835	ENSLOCP00000002376
SINCAM011140	ENSLOCP00000002378
SINCAM016015	ENSLOCP00000002380
SINCAM920531	ENSLOCP00000002381
SINCAM013785	ENSLOCP00000002386
SINCAM007374	ENSLOCP00000002387
SINCAM001910	ENSLOCP00000002392
SINCAM011127	ENSLOCP00000002394
SINCAM009246	ENSLOCP00000002395
SINCAM007776	ENSLOCP00000002396
SINCAM001180	ENSLOCP00000002398
SINCAM000755	ENSLOCP00000002401
SINCAM010337	ENSLOCP00000002404
SINCAM004637	ENSLOCP00000002407
SINCAM016361	ENSLOCP00000002414
SINCAM001178	ENSLOCP00000002415
SINCAM012039	ENSLOCP00000002416
SINCAM011126	ENSLOCP00000002417
SINCAM920786	ENSLOCP00000002419
SINCAM004252	ENSLOCP00000002420
SINCAM014024	ENSLOCP00000002421
SINCAM013786	ENSLOCP00000002422
SINCAM016869	ENSLOCP00000002425
SINCAM012997	ENSLOCP00000002426
SINCAM001909	ENSLOCP00000002427
SINCAM007700	ENSLOCP00000002428
SINCAM007995	ENSLOCP00000002431
SINCAM922745	ENSLOCP00000002432
SINCAM010338	ENSLOCP00000002433
SINCAM004788	ENSLOCP00000002434
SINCAM011598	ENSLOCP00000002435
SINCAM921355	ENSLOCP00000002436
SINCAM011106	ENSLOCP00000002438
SINCAM007702	ENSLOCP00000002440
SINCAM001908	ENSLOCP00000002441
SINCAM008898	ENSLOCP00000002442
SINCAM009249	ENSLOCP00000002443
SINCAM012040	ENSLOCP00000002445
SINCAM001046	ENSLOCP00000002447
SINCAM921353	ENSLOCP00000002448
SINCAM010339	ENSLOCP00000002451
SINCAM922744	ENSLOCP00000002453
SINCAM011602	ENSLOCP00000002458
SINCAM005207	ENSLOCP00000002459
SINCAM006359	ENSLOCP00000002460
SINCAM007703	ENSLOCP00000002461
SINCAM001907	ENSLOCP00000002462
SINCAM015375	ENSLOCP00000002467
SINCAM008837	ENSLOCP00000002469
SINCAM012996	ENSLOCP00000002471
SINCAM002485	ENSLOCP00000002472
SINCAM012038	ENSLOCP00000002474
SINCAM014022	ENSLOCP00000002476
SINCAM011595	ENSLOCP00000002477
SINCAM013788	ENSLOCP00000002481
SINCAM010401	ENSLOCP00000002485
SINCAM004132	ENSLOCP00000002487
SINCAM017880	ENSLOCP00000002488
SINCAM012055	ENSLOCP00000002490
SINCAM012428	ENSLOCP00000002491
SINCAM001045	ENSLOCP00000002492
SINCAM005209	ENSLOCP00000002494
SINCAM008841	ENSLOCP00000002496
SINCAM012995	ENSLOCP00000002497
SINCAM921732	ENSLOCP00000002499
SINCAM013789	ENSLOCP00000002500
SINCAM009250	ENSLOCP00000002501
SINCAM000721	ENSLOCP00000002505
SINCAM011593	ENSLOCP00000002507
SINCAM001044	ENSLOCP00000002508
SINCAM006360	ENSLOCP00000002512
SINCAM009469	ENSLOCP00000002515
SINCAM013793	ENSLOCP00000002516
SINCAM000720	ENSLOCP00000002517
SINCAM922713	ENSLOCP00000002520
SINCAM007704	ENSLOCP00000002521
SINCAM921243	ENSLOCP00000002522
SINCAM011592	ENSLOCP00000002524
SINCAM008904	ENSLOCP00000002525
SINCAM922090	ENSLOCP00000002527
SINCAM005211	ENSLOCP00000002529
SINCAM006361	ENSLOCP00000002530
SINCAM921352	ENSLOCP00000002533
SINCAM921728	ENSLOCP00000002536
SINCAM009251	ENSLOCP00000002537
SINCAM001043	ENSLOCP00000002538
SINCAM007900	ENSLOCP00000002539
SINCAM002812	ENSLOCP00000002542
SINCAM010400	ENSLOCP00000002544
SINCAM008878	ENSLOCP00000002546
SINCAM000680	ENSLOCP00000002549
SINCAM001904	ENSLOCP00000002550
SINCAM921545	ENSLOCP00000002552
SINCAM004064	ENSLOCP00000002553
SINCAM011583	ENSLOCP00000002555
SINCAM013792	ENSLOCP00000002556
SINCAM920576	ENSLOCP00000002558
SINCAM008880	ENSLOCP00000002559
SINCAM010399	ENSLOCP00000002560
SINCAM001903	ENSLOCP00000002561
SINCAM016111	ENSLOCP00000002562
SINCAM000679	ENSLOCP00000002564
SINCAM006330	ENSLOCP00000002565
SINCAM921727	ENSLOCP00000002566
SINCAM007918	ENSLOCP00000002568
SINCAM004009	ENSLOCP00000002569
SINCAM922712	ENSLOCP00000002572
SINCAM011111	ENSLOCP00000002575
SINCAM010397	ENSLOCP00000002576
SINCAM922583	ENSLOCP00000002577
SINCAM012954	ENSLOCP00000002578
SINCAM011586	ENSLOCP00000002580
SINCAM000678	ENSLOCP00000002581
SINCAM011811	ENSLOCP00000002584
SINCAM002205	ENSLOCP00000002585
SINCAM014897	ENSLOCP00000002586
SINCAM004008	ENSLOCP00000002587
SINCAM008882	ENSLOCP00000002589
SINCAM007917	ENSLOCP00000002590
SINCAM920575	ENSLOCP00000002591
SINCAM922460	ENSLOCP00000002593
SINCAM922711	ENSLOCP00000002595
SINCAM011891	ENSLOCP00000002598
SINCAM011587	ENSLOCP00000002602
SINCAM009252	ENSLOCP00000002603
SINCAM008861	ENSLOCP00000002604
SINCAM006329	ENSLOCP00000002605
SINCAM007915	ENSLOCP00000002607
SINCAM000676	ENSLOCP00000002608
SINCAM011403	ENSLOCP00000002609
SINCAM013877	ENSLOCP00000002610
SINCAM001758	ENSLOCP00000002611
SINCAM008828	ENSLOCP00000002613
SINCAM921351	ENSLOCP00000002614
SINCAM005173	ENSLOCP00000002616
SINCAM009204	ENSLOCP00000002618
SINCAM920574	ENSLOCP00000002622
SINCAM007916	ENSLOCP00000002623
SINCAM013884	ENSLOCP00000002627
SINCAM006328	ENSLOCP00000002632
SINCAM016190	ENSLOCP00000002634
SINCAM009125	ENSLOCP00000002637
SINCAM007705	ENSLOCP00000002641
SINCAM015001	ENSLOCP00000002643
SINCAM922461	ENSLOCP00000002644
SINCAM922052	ENSLOCP00000002645
SINCAM007863	ENSLOCP00000002647
SINCAM011589	ENSLOCP00000002652
SINCAM900249	ENSLOCP00000002653
SINCAM920573	ENSLOCP00000002654
SINCAM008829	ENSLOCP00000002658
SINCAM000673	ENSLOCP00000002659
SINCAM011975	ENSLOCP00000002660
SINCAM010395	ENSLOCP00000002661
SINCAM009070	ENSLOCP00000002663
SINCAM007994	ENSLOCP00000002668
SINCAM005171	ENSLOCP00000002669
SINCAM011078	ENSLOCP00000002670
SINCAM006327	ENSLOCP00000002671
SINCAM015002	ENSLOCP00000002672
SINCAM012889	ENSLOCP00000002673
SINCAM007706	ENSLOCP00000002675
SINCAM013897	ENSLOCP00000002677
SINCAM010394	ENSLOCP00000002678
SINCAM011973	ENSLOCP00000002681
SINCAM013790	ENSLOCP00000002682
SINCAM004007	ENSLOCP00000002686
SINCAM007708	ENSLOCP00000002687
SINCAM000671	ENSLOCP00000002689
SINCAM008830	ENSLOCP00000002691
SINCAM011077	ENSLOCP00000002695
SINCAM017807	ENSLOCP00000002697
SINCAM002668	ENSLOCP00000002700
SINCAM922577	ENSLOCP00000002701
SINCAM001037	ENSLOCP00000002703
SINCAM011866	ENSLOCP00000002706
SINCAM921460	ENSLOCP00000002708
SINCAM004006	ENSLOCP00000002709
SINCAM921497	ENSLOCP00000002711
SINCAM001761	ENSLOCP00000002712
SINCAM008886	ENSLOCP00000002714
SINCAM922051	ENSLOCP00000002715
SINCAM011591	ENSLOCP00000002717
SINCAM004635	ENSLOCP00000002719
SINCAM012885	ENSLOCP00000002720
SINCAM005132	ENSLOCP00000002721
SINCAM007535	ENSLOCP00000002728
SINCAM001955	ENSLOCP00000002729
SINCAM012884	ENSLOCP00000002732
SINCAM010307	ENSLOCP00000002733
SINCAM011424	ENSLOCP00000002734
SINCAM004633	ENSLOCP00000002735
SINCAM921461	ENSLOCP00000002736
SINCAM004005	ENSLOCP00000002738
SINCAM922396	ENSLOCP00000002740
SINCAM921275	ENSLOCP00000002741
SINCAM922575	ENSLOCP00000002743
SINCAM921499	ENSLOCP00000002745
SINCAM011515	ENSLOCP00000002748
SINCAM001036	ENSLOCP00000002749
SINCAM008844	ENSLOCP00000002754
SINCAM011967	ENSLOCP00000002759
SINCAM013898	ENSLOCP00000002761
SINCAM007867	ENSLOCP00000002763
SINCAM002667	ENSLOCP00000002764
SINCAM008884	ENSLOCP00000002766
SINCAM011514	ENSLOCP00000002767
SINCAM016796	ENSLOCP00000002770
SINCAM001953	ENSLOCP00000002771
SINCAM006340	ENSLOCP00000002772
SINCAM921502	ENSLOCP00000002774
SINCAM010308	ENSLOCP00000002775
SINCAM002665	ENSLOCP00000002776
SINCAM004968	ENSLOCP00000002778
SINCAM011966	ENSLOCP00000002781
SINCAM013899	ENSLOCP00000002782
SINCAM005131	ENSLOCP00000002783
SINCAM008570	ENSLOCP00000002784
SINCAM007710	ENSLOCP00000002786
SINCAM010309	ENSLOCP00000002791
SINCAM006339	ENSLOCP00000002795
SINCAM001035	ENSLOCP00000002796
SINCAM012736	ENSLOCP00000002797
SINCAM007711	ENSLOCP00000002799
SINCAM008568	ENSLOCP00000002800
SINCAM008883	ENSLOCP00000002801
SINCAM016785	ENSLOCP00000002802
SINCAM011513	ENSLOCP00000002803
SINCAM007843	ENSLOCP00000002804
SINCAM013900	ENSLOCP00000002805
SINCAM009006	ENSLOCP00000002807
SINCAM010310	ENSLOCP00000002808
SINCAM920572	ENSLOCP00000002811
SINCAM008864	ENSLOCP00000002814
SINCAM001952	ENSLOCP00000002815
SINCAM008561	ENSLOCP00000002816
SINCAM006338	ENSLOCP00000002819
SINCAM922407	ENSLOCP00000002820
SINCAM002663	ENSLOCP00000002823
SINCAM007712	ENSLOCP00000002824
SINCAM007841	ENSLOCP00000002825
SINCAM922550	ENSLOCP00000002826
SINCAM014848	ENSLOCP00000002832
SINCAM008866	ENSLOCP00000002833
SINCAM008563	ENSLOCP00000002835
SINCAM011293	ENSLOCP00000002836
SINCAM005630	ENSLOCP00000002837
SINCAM013901	ENSLOCP00000002841
SINCAM005143	ENSLOCP00000002845
SINCAM010316	ENSLOCP00000002848
SINCAM007415	ENSLOCP00000002849
SINCAM922406	ENSLOCP00000002852
SINCAM008867	ENSLOCP00000002853
SINCAM006336	ENSLOCP00000002854
SINCAM010396	ENSLOCP00000002855
SINCAM920571	ENSLOCP00000002856
SINCAM011295	ENSLOCP00000002858
SINCAM007840	ENSLOCP00000002864
SINCAM007714	ENSLOCP00000002865
SINCAM011964	ENSLOCP00000002866
SINCAM000143	ENSLOCP00000002867
SINCAM013874	ENSLOCP00000002868
SINCAM012734	ENSLOCP00000002870
SINCAM010314	ENSLOCP00000002871
SINCAM002662	ENSLOCP00000002872
SINCAM011512	ENSLOCP00000002875
SINCAM012425	ENSLOCP00000002878
SINCAM922405	ENSLOCP00000002879
SINCAM011296	ENSLOCP00000002881
SINCAM000722	ENSLOCP00000002884
SINCAM012733	ENSLOCP00000002885
SINCAM007839	ENSLOCP00000002887
SINCAM920722	ENSLOCP00000002890
SINCAM013578	ENSLOCP00000002891
SINCAM010468	ENSLOCP00000002892
SINCAM005493	ENSLOCP00000002893
SINCAM014946	ENSLOCP00000002898
SINCAM011117	ENSLOCP00000002900
SINCAM922951	ENSLOCP00000002901
SINCAM002275	ENSLOCP00000002902
SINCAM013737	ENSLOCP00000002905
SINCAM007716	ENSLOCP00000002906
SINCAM005492	ENSLOCP00000002907
SINCAM010469	ENSLOCP00000002908
SINCAM006334	ENSLOCP00000002909
SINCAM011959	ENSLOCP00000002913
SINCAM014870	ENSLOCP00000002914
SINCAM013687	ENSLOCP00000002916
SINCAM000013	ENSLOCP00000002917
SINCAM014742	ENSLOCP00000002919
SINCAM013860	ENSLOCP00000002922
SINCAM004970	ENSLOCP00000002924
SINCAM920927	ENSLOCP00000002925
SINCAM002274	ENSLOCP00000002928
SINCAM001300	ENSLOCP00000002929
SINCAM008870	ENSLOCP00000002930
SINCAM011961	ENSLOCP00000002933
SINCAM013662	ENSLOCP00000002934
SINCAM007717	ENSLOCP00000002935
SINCAM010471	ENSLOCP00000002937
SINCAM011260	ENSLOCP00000002943
SINCAM011897	ENSLOCP00000002944
SINCAM000100	ENSLOCP00000002945
