ENSGALP00000038461	fgenesh2_pg.scaffold_351000043
ENSGALP00000024171	fgenesh2_pg.scaffold_633000022
ENSGALP00000027928	fgenesh2_pg.scaffold_634000013
ENSGALP00000042513	fgenesh2_pg.scaffold_635000016
ENSGALP00000041084	fgenesh2_pg.scaffold_638000004
ENSGALP00000034715	fgenesh2_pg.scaffold_639000015
ENSGALP00000029430	fgenesh2_pg.scaffold_642000009
ENSGALP00000007834	fgenesh2_pg.scaffold_643000007
ENSGALP00000009644	fgenesh2_pg.scaffold_643000012
ENSGALP00000020178	fgenesh2_pg.scaffold_646000003
ENSGALP00000004984	fgenesh2_pg.scaffold_649000006
ENSGALP00000007246	fgenesh2_pg.scaffold_651000006
ENSGALP00000005241	fgenesh2_pg.scaffold_652000015
ENSGALP00000038678	fgenesh2_pg.scaffold_652000015
ENSGALP00000008295	fgenesh2_pg.scaffold_652000021
ENSGALP00000034100	fgenesh2_pg.scaffold_652000021
ENSGALP00000040817	fgenesh2_pg.scaffold_652000021
ENSGALP00000026611	fgenesh2_pg.scaffold_655000003
ENSGALP00000001726	fgenesh2_pg.scaffold_655000007
ENSGALP00000027009	fgenesh2_pg.scaffold_655000012
ENSGALP00000014558	fgenesh2_pg.scaffold_656000011
ENSGALP00000042126	fgenesh2_pg.scaffold_656000011
ENSGALP00000006171	fgenesh2_pg.scaffold_657000004
ENSGALP00000039411	fgenesh2_pg.scaffold_657000008
ENSGALP00000020708	fgenesh2_pg.scaffold_657000008
ENSGALP00000042297	fgenesh2_pg.scaffold_658000017
ENSGALP00000024724	fgenesh2_pg.scaffold_659000010
ENSGALP00000022626	fgenesh2_pg.scaffold_660000001
ENSGALP00000041380	fgenesh2_pg.scaffold_660000001
ENSGALP00000020132	fgenesh2_pg.scaffold_662000010
ENSGALP00000042794	fgenesh2_pg.scaffold_670000003
ENSGALP00000021976	fgenesh2_pg.scaffold_675000016
ENSGALP00000036270	fgenesh2_pg.scaffold_675000019
ENSGALP00000016811	fgenesh2_pg.scaffold_676000003
ENSGALP00000024667	fgenesh2_pg.scaffold_676000014
ENSGALP00000024158	fgenesh2_pg.scaffold_677000005
ENSGALP00000021333	fgenesh2_pg.scaffold_677000005
ENSGALP00000017999	fgenesh2_pg.scaffold_678000002
ENSGALP00000002935	fgenesh2_pg.scaffold_678000012
ENSGALP00000022443	fgenesh2_pg.scaffold_681000003
ENSGALP00000024714	fgenesh2_pg.scaffold_681000011
ENSGALP00000005118	fgenesh2_pg.scaffold_681000013
ENSGALP00000026785	fgenesh2_pg.scaffold_681000014
ENSGALP00000033875	fgenesh2_pg.scaffold_683000010
ENSGALP00000007961	fgenesh2_pg.scaffold_683000010
ENSGALP00000004609	fgenesh2_pg.scaffold_684000002
ENSGALP00000005027	fgenesh2_pg.scaffold_684000006
ENSGALP00000043460	fgenesh2_pg.scaffold_686000018
ENSGALP00000032557	fgenesh2_pg.scaffold_690000004
ENSGALP00000005762	fgenesh2_pg.scaffold_694000001
ENSGALP00000025572	fgenesh2_pg.scaffold_695000006
ENSGALP00000012555	fgenesh2_pg.scaffold_695000022
ENSGALP00000006477	fgenesh2_pg.scaffold_696000002
ENSGALP00000026335	fgenesh2_pg.scaffold_697000010
ENSGALP00000027524	fgenesh2_pg.scaffold_698000010
ENSGALP00000016403	fgenesh2_pg.scaffold_698000011
ENSGALP00000017279	fgenesh2_pg.scaffold_699000003
ENSGALP00000040607	fgenesh2_pg.scaffold_699000007
ENSGALP00000002487	fgenesh2_pg.scaffold_701000001
ENSGALP00000019037	fgenesh2_pg.scaffold_704000006
ENSGALP00000041734	fgenesh2_pg.scaffold_705000004
ENSGALP00000010797	fgenesh2_pg.scaffold_707000006
ENSGALP00000018409	fgenesh2_pg.scaffold_709000007
ENSGALP00000022947	fgenesh2_pg.scaffold_711000009
ENSGALP00000027457	fgenesh2_pg.scaffold_711000017
ENSGALP00000035584	fgenesh2_pg.scaffold_712000003
ENSGALP00000017608	fgenesh2_pg.scaffold_712000013
ENSGALP00000042015	fgenesh2_pg.scaffold_712000013
ENSGALP00000016723	fgenesh2_pg.scaffold_712000013
ENSGALP00000037083	fgenesh2_pg.scaffold_712000013
ENSGALP00000041199	fgenesh2_pg.scaffold_714000008
ENSGALP00000038403	fgenesh2_pg.scaffold_714000013
ENSGALP00000042458	fgenesh2_pg.scaffold_714000016
ENSGALP00000012786	fgenesh2_pg.scaffold_716000005
ENSGALP00000034922	fgenesh2_pg.scaffold_718000006
ENSGALP00000009127	fgenesh2_pg.scaffold_721000008
ENSGALP00000009657	fgenesh2_pg.scaffold_726000006
ENSGALP00000026433	fgenesh2_pg.scaffold_727000001
ENSGALP00000041074	fgenesh2_pg.scaffold_727000004
ENSGALP00000008654	fgenesh2_pg.scaffold_729000005
ENSGALP00000008772	fgenesh2_pg.scaffold_730000007
ENSGALP00000006436	fgenesh2_pg.scaffold_730000007
ENSGALP00000026173	fgenesh2_pg.scaffold_731000007
ENSGALP00000029644	fgenesh2_pg.scaffold_732000008
ENSGALP00000020856	fgenesh2_pg.scaffold_734000005
ENSGALP00000016477	fgenesh2_pg.scaffold_735000001
ENSGALP00000006008	fgenesh2_pg.scaffold_735000010
ENSGALP00000005686	fgenesh2_pg.scaffold_741000002
ENSGALP00000041803	fgenesh2_pg.scaffold_742000003
ENSGALP00000014218	fgenesh2_pg.scaffold_744000002
ENSGALP00000003646	fgenesh2_pg.scaffold_751000002
ENSGALP00000025421	fgenesh2_pg.scaffold_752000009
ENSGALP00000000916	fgenesh2_pg.scaffold_753000006
ENSGALP00000008538	fgenesh2_pg.scaffold_753000006
ENSGALP00000000545	fgenesh2_pg.scaffold_755000009
ENSGALP00000011549	fgenesh2_pg.scaffold_755000011
ENSGALP00000027117	fgenesh2_pg.scaffold_758000001
ENSGALP00000025668	fgenesh2_pg.scaffold_758000003
ENSGALP00000025672	fgenesh2_pg.scaffold_758000004
ENSGALP00000025219	fgenesh2_pg.scaffold_758000022
ENSGALP00000027373	fgenesh2_pg.scaffold_759000005
ENSGALP00000006885	fgenesh2_pg.scaffold_760000004
ENSGALP00000027922	fgenesh2_pg.scaffold_760000004
ENSGALP00000030658	fgenesh2_pg.scaffold_764000004
ENSGALP00000034108	fgenesh2_pg.scaffold_765000006
ENSGALP00000019421	fgenesh2_pg.scaffold_767000002
ENSGALP00000041704	fgenesh2_pg.scaffold_768000006
ENSGALP00000017295	fgenesh2_pg.scaffold_776000011
ENSGALP00000002866	fgenesh2_pg.scaffold_780000009
ENSGALP00000002831	fgenesh2_pg.scaffold_780000018
ENSGALP00000003970	fgenesh2_pg.scaffold_781000006
ENSGALP00000018412	fgenesh2_pg.scaffold_782000011
ENSGALP00000031471	fgenesh2_pg.scaffold_783000003
ENSGALP00000022557	fgenesh2_pg.scaffold_783000010
ENSGALP00000022220	fgenesh2_pg.scaffold_786000008
ENSGALP00000005475	fgenesh2_pg.scaffold_787000001
ENSGALP00000008229	fgenesh2_pg.scaffold_787000002
ENSGALP00000041948	fgenesh2_pg.scaffold_787000002
ENSGALP00000008620	fgenesh2_pg.scaffold_792000016
ENSGALP00000019763	fgenesh2_pg.scaffold_800000003
ENSGALP00000039246	fgenesh2_pg.scaffold_800000018
ENSGALP00000043047	fgenesh2_pg.scaffold_802000003
ENSGALP00000002474	fgenesh2_pg.scaffold_802000004
ENSGALP00000005453	fgenesh2_pg.scaffold_803000004
ENSGALP00000016483	fgenesh2_pg.scaffold_803000008
ENSGALP00000004028	fgenesh2_pg.scaffold_803000008
ENSGALP00000037976	fgenesh2_pg.scaffold_803000013
ENSGALP00000014768	fgenesh2_pg.scaffold_805000007
ENSGALP00000014886	fgenesh2_pg.scaffold_805000010
ENSGALP00000014991	fgenesh2_pg.scaffold_808000001
ENSGALP00000004037	fgenesh2_pg.scaffold_811000009
ENSGALP00000034558	fgenesh2_pg.scaffold_812000005
ENSGALP00000026581	fgenesh2_pg.scaffold_813000008
ENSGALP00000007935	fgenesh2_pg.scaffold_814000014
ENSGALP00000009313	fgenesh2_pg.scaffold_816000007
ENSGALP00000025001	fgenesh2_pg.scaffold_816000008
ENSGALP00000005171	fgenesh2_pg.scaffold_817000015
ENSGALP00000031033	fgenesh2_pg.scaffold_818000004
ENSGALP00000001002	fgenesh2_pg.scaffold_821000004
ENSGALP00000029036	fgenesh2_pg.scaffold_824000003
ENSGALP00000011573	fgenesh2_pg.scaffold_824000005
ENSGALP00000011803	fgenesh2_pg.scaffold_824000007
ENSGALP00000019232	fgenesh2_pg.scaffold_839000003
ENSGALP00000026026	fgenesh2_pg.scaffold_846000004
ENSGALP00000012353	fgenesh2_pg.scaffold_848000003
ENSGALP00000003126	fgenesh2_pg.scaffold_853000003
ENSGALP00000027679	fgenesh2_pg.scaffold_854000005
ENSGALP00000022807	fgenesh2_pg.scaffold_869000001
ENSGALP00000027032	fgenesh2_pg.scaffold_869000003
ENSGALP00000042051	fgenesh2_pg.scaffold_872000006
ENSGALP00000039616	fgenesh2_pg.scaffold_873000003
ENSGALP00000017167	fgenesh2_pg.scaffold_876000003
ENSGALP00000031387	fgenesh2_pg.scaffold_877000002
ENSGALP00000018939	fgenesh2_pg.scaffold_879000005
ENSGALP00000003450	fgenesh2_pg.scaffold_880000001
ENSGALP00000009661	fgenesh2_pg.scaffold_881000006
ENSGALP00000023102	fgenesh2_pg.scaffold_882000007
ENSGALP00000003553	fgenesh2_pg.scaffold_884000004
ENSGALP00000033573	fgenesh2_pg.scaffold_895000012
ENSGALP00000018559	fgenesh2_pg.scaffold_897000004
ENSGALP00000040085	fgenesh2_pg.scaffold_903000006
ENSGALP00000012557	fgenesh2_pg.scaffold_905000006
ENSGALP00000023315	fgenesh2_pg.scaffold_905000006
ENSGALP00000040546	fgenesh2_pg.scaffold_905000009
ENSGALP00000002917	fgenesh2_pg.scaffold_929000001
ENSGALP00000026747	fgenesh2_pg.scaffold_935000003
ENSGALP00000040063	fgenesh2_pg.scaffold_937000005
ENSGALP00000026568	fgenesh2_pg.scaffold_945000008
ENSGALP00000016513	fgenesh2_pg.scaffold_980000005
ENSGALP00000016493	fgenesh2_pg.scaffold_980000006
ENSGALP00000042692	fgenesh2_pg.scaffold_990000001
ENSGALP00000007179	fgenesh2_pg.scaffold_992000001
ENSGALP00000024129	fgenesh2_pg.scaffold_994000002
ENSGALP00000042576	fgenesh2_pg.scaffold_1000000002
ENSGALP00000036426	fgenesh2_pg.scaffold_1011000006
ENSGALP00000020965	fgenesh2_pg.scaffold_1013000002
ENSGALP00000017850	fgenesh2_pg.scaffold_1013000002
ENSGALP00000002121	fgenesh2_pg.scaffold_1013000002
ENSGALP00000018089	fgenesh2_pg.scaffold_1013000002
ENSGALP00000009790	fgenesh2_pg.scaffold_1022000007
ENSGALP00000000812	fgenesh2_pg.scaffold_1022000007
ENSGALP00000010347	fgenesh2_pg.scaffold_1036000002
ENSGALP00000019935	fgenesh2_pg.scaffold_1041000003
ENSGALP00000043138	fgenesh2_pg.scaffold_1075000005
ENSGALP00000018372	fgenesh2_pg.scaffold_1084000001
ENSGALP00000025188	fgenesh2_pg.scaffold_1098000001
ENSGALP00000025439	fgenesh2_pg.scaffold_1110000002
ENSGALP00000042174	fgenesh2_pg.scaffold_1139000001
ENSGALP00000014540	fgenesh2_pg.scaffold_1153000001
ENSGALP00000010962	fgenesh2_pg.scaffold_1176000001
ENSGALP00000022754	fgenesh2_pg.scaffold_1176000001
ENSGALP00000022291	fgenesh2_pg.scaffold_1176000001
ENSGALP00000042750	fgenesh2_pg.scaffold_1184000002
ENSGALP00000023393	fgenesh2_pg.scaffold_1248000001
ENSGALP00000011095	fgenesh2_pg.scaffold_1253000001
ENSGALP00000040773	fgenesh2_pg.scaffold_1262000001
ENSGALP00000038992	fgenesh2_pg.scaffold_1279000001
ENSGALP00000016773	fgenesh2_pg.scaffold_1280000001
ENSGALP00000010564	fgenesh2_pg.scaffold_1280000004
ENSGALP00000024372	fgenesh2_pg.scaffold_1300000001
ENSGALP00000017133	fgenesh2_pg.scaffold_1304000001
ENSGALP00000042709	fgenesh2_pg.scaffold_1304000001
ENSGALP00000019144	fgenesh2_pg.scaffold_1305000001
ENSGALP00000043313	fgenesh2_pg.scaffold_1305000001
ENSGALP00000027060	fgenesh2_pg.scaffold_1308000001
ENSGALP00000011025	fgenesh2_pg.scaffold_1308000003
ENSGALP00000017275	fgenesh2_pg.scaffold_1314000001
ENSGALP00000011809	fgenesh2_pg.scaffold_1317000001
ENSGALP00000017193	fgenesh2_pg.scaffold_1317000001
ENSGALP00000003281	fgenesh2_pg.scaffold_1350000002
ENSGALP00000020319	fgenesh2_pg.scaffold_1366000001
ENSGALP00000007304	fgenesh2_pg.scaffold_1381000003
ENSGALP00000022161	fgenesh2_pg.scaffold_1381000004
ENSGALP00000007625	fgenesh2_pg.scaffold_1386000004
ENSGALP00000041791	fgenesh2_pg.scaffold_1401000003
ENSGALP00000011818	fgenesh2_pg.scaffold_1406000001
ENSGALP00000035639	fgenesh2_pg.scaffold_1408000001
ENSGALP00000015437	fgenesh2_pg.scaffold_1436000001
ENSGALP00000040439	fgenesh2_pg.scaffold_1440000002
ENSGALP00000036361	fgenesh2_pg.scaffold_1447000001
ENSGALP00000029006	fgenesh2_pg.scaffold_1470000001
ENSGALP00000003809	fgenesh2_pg.scaffold_1475000001
ENSGALP00000042605	fgenesh2_pg.scaffold_1499000001
ENSGALP00000041725	fgenesh2_pg.scaffold_1523000001
ENSGALP00000014982	fgenesh2_pg.scaffold_1610000001
ENSGALP00000026537	fgenesh2_pg.scaffold_1636000001
ENSGALP00000000780	fgenesh2_pg.scaffold_1636000001
ENSGALP00000043148	fgenesh2_pg.scaffold_1661000001
ENSGALP00000040734	fgenesh2_pg.scaffold_1690000001
ENSGALP00000031381	fgenesh2_pg.scaffold_1825000001
ENSGALP00000019585	fgenesh2_pg.scaffold_1837000001
ENSGALP00000021023	fgenesh2_pg.scaffold_1837000002
ENSGALP00000034627	fgenesh2_pg.scaffold_1858000001
ENSGALP00000041457	fgenesh2_pg.scaffold_1868000001
ENSGALP00000019301	fgenesh2_pg.scaffold_1880000001
ENSGALP00000022691	fgenesh2_pg.scaffold_1911000001
ENSGALP00000041026	fgenesh2_pg.scaffold_1958000001
ENSGALP00000034614	fgenesh2_pg.scaffold_1989000001
ENSGALP00000025099	fgenesh2_pg.scaffold_1997000001
ENSGALP00000034800	fgenesh2_pg.scaffold_2089000001
ENSGALP00000010643	fgenesh2_pg.scaffold_2220000001
ENSGALP00000043152	fgenesh2_pg.scaffold_2229000001
ENSGALP00000010509	fgenesh2_pg.scaffold_2229000001
ENSGALP00000005090	fgenesh2_pg.scaffold_2238000001
ENSGALP00000017481	fgenesh2_pg.scaffold_2270000001
ENSGALP00000041906	fgenesh2_pg.scaffold_2286000001
ENSGALP00000017440	fgenesh2_pg.scaffold_2402000001
ENSGALP00000043463	fgenesh2_pg.scaffold_2487000001
ENSGALP00000009343	fgenesh2_pg.scaffold_2806000001
ENSGALP00000006321	fgenesh2_pg.scaffold_2905000001
ENSGALP00000041431	fgenesh2_pg.scaffold_2962000001
ENSGALP00000024641	fgenesh2_pg.scaffold_2983000001
ENSGALP00000042390	estExt_fgenesh2_pm.C_10013
ENSGALP00000021475	estExt_fgenesh2_pm.C_10048
ENSGALP00000027305	estExt_fgenesh2_pm.C_20002
ENSGALP00000023022	estExt_fgenesh2_pm.C_20002
ENSGALP00000019539	estExt_fgenesh2_pm.C_20037
ENSGALP00000006719	estExt_fgenesh2_pm.C_30005
ENSGALP00000002016	estExt_fgenesh2_pm.C_30022
ENSGALP00000011895	estExt_fgenesh2_pm.C_40040
ENSGALP00000042394	estExt_fgenesh2_pm.C_40040
ENSGALP00000018378	estExt_fgenesh2_pm.C_40040
ENSGALP00000007439	estExt_fgenesh2_pm.C_40040
ENSGALP00000007847	estExt_fgenesh2_pm.C_50003
ENSGALP00000042321	estExt_fgenesh2_pm.C_50053
ENSGALP00000003152	estExt_fgenesh2_pm.C_60011
ENSGALP00000002814	estExt_fgenesh2_pm.C_60012
ENSGALP00000043427	estExt_fgenesh2_pm.C_60020
ENSGALP00000042928	estExt_fgenesh2_pm.C_80046
ENSGALP00000008823	estExt_fgenesh2_pm.C_80046
ENSGALP00000007287	estExt_fgenesh2_pm.C_90006
ENSGALP00000031498	estExt_fgenesh2_pm.C_90008
ENSGALP00000013788	estExt_fgenesh2_pm.C_90018
ENSGALP00000043325	estExt_fgenesh2_pm.C_100022
ENSGALP00000041744	estExt_fgenesh2_pm.C_110028
ENSGALP00000041463	estExt_fgenesh2_pm.C_120011
ENSGALP00000023427	estExt_fgenesh2_pm.C_130001
ENSGALP00000012814	estExt_fgenesh2_pm.C_150008
ENSGALP00000015846	estExt_fgenesh2_pm.C_160003
ENSGALP00000012905	estExt_fgenesh2_pm.C_160009
ENSGALP00000035339	estExt_fgenesh2_pm.C_160032
ENSGALP00000003183	estExt_fgenesh2_pm.C_170015
ENSGALP00000013150	estExt_fgenesh2_pm.C_180005
ENSGALP00000007240	estExt_fgenesh2_pm.C_200002
ENSGALP00000006690	estExt_fgenesh2_pm.C_200002
ENSGALP00000040695	estExt_fgenesh2_pm.C_200005
ENSGALP00000029360	estExt_fgenesh2_pm.C_200006
ENSGALP00000019456	estExt_fgenesh2_pm.C_200006
ENSGALP00000007716	estExt_fgenesh2_pm.C_200008
ENSGALP00000000506	estExt_fgenesh2_pm.C_200012
ENSGALP00000013530	estExt_fgenesh2_pm.C_200012
ENSGALP00000008158	estExt_fgenesh2_pm.C_200017
ENSGALP00000009511	estExt_fgenesh2_pm.C_200018
ENSGALP00000032102	estExt_fgenesh2_pm.C_200018
ENSGALP00000001474	estExt_fgenesh2_pm.C_200020
ENSGALP00000004768	estExt_fgenesh2_pm.C_200029
ENSGALP00000033213	estExt_fgenesh2_pm.C_200029
ENSGALP00000012216	estExt_fgenesh2_pm.C_210003
ENSGALP00000003888	estExt_fgenesh2_pm.C_210009
ENSGALP00000021824	estExt_fgenesh2_pm.C_210020
ENSGALP00000039927	estExt_fgenesh2_pm.C_210021
ENSGALP00000005469	estExt_fgenesh2_pm.C_220008
ENSGALP00000005854	estExt_fgenesh2_pm.C_220009
ENSGALP00000010520	estExt_fgenesh2_pm.C_220011
ENSGALP00000032542	estExt_fgenesh2_pm.C_220028
ENSGALP00000029954	estExt_fgenesh2_pm.C_220028
ENSGALP00000008613	estExt_fgenesh2_pm.C_230007
ENSGALP00000009273	estExt_fgenesh2_pm.C_240022
ENSGALP00000009081	estExt_fgenesh2_pm.C_250003
ENSGALP00000010775	estExt_fgenesh2_pm.C_270006
ENSGALP00000008024	estExt_fgenesh2_pm.C_270011
ENSGALP00000003715	estExt_fgenesh2_pm.C_270021
ENSGALP00000006591	estExt_fgenesh2_pm.C_290006
ENSGALP00000010328	estExt_fgenesh2_pm.C_300001
ENSGALP00000011537	estExt_fgenesh2_pm.C_310003
ENSGALP00000041205	estExt_fgenesh2_pm.C_330006
ENSGALP00000026741	estExt_fgenesh2_pm.C_340001
ENSGALP00000019039	estExt_fgenesh2_pm.C_340003
ENSGALP00000017268	estExt_fgenesh2_pm.C_350010
ENSGALP00000038313	estExt_fgenesh2_pm.C_360006
ENSGALP00000006954	estExt_fgenesh2_pm.C_370031
ENSGALP00000016395	estExt_fgenesh2_pm.C_380013
ENSGALP00000013516	estExt_fgenesh2_pm.C_420009
ENSGALP00000018070	estExt_fgenesh2_pm.C_420010
ENSGALP00000014754	estExt_fgenesh2_pm.C_420010
ENSGALP00000015367	estExt_fgenesh2_pm.C_420010
ENSGALP00000004745	estExt_fgenesh2_pm.C_450023
ENSGALP00000014260	estExt_fgenesh2_pm.C_460018
ENSGALP00000005680	estExt_fgenesh2_pm.C_470005
ENSGALP00000027441	estExt_fgenesh2_pm.C_510015
ENSGALP00000024258	estExt_fgenesh2_pm.C_550013
ENSGALP00000022439	estExt_fgenesh2_pm.C_570012
ENSGALP00000001655	estExt_fgenesh2_pm.C_620017
ENSGALP00000018902	estExt_fgenesh2_pm.C_640003
ENSGALP00000041790	estExt_fgenesh2_pm.C_660005
ENSGALP00000006932	estExt_fgenesh2_pm.C_660019
ENSGALP00000010937	estExt_fgenesh2_pm.C_670016
ENSGALP00000018762	estExt_fgenesh2_pm.C_680004
ENSGALP00000015326	estExt_fgenesh2_pm.C_690014
ENSGALP00000002147	estExt_fgenesh2_pm.C_690014
ENSGALP00000020417	estExt_fgenesh2_pm.C_700001
ENSGALP00000040662	estExt_fgenesh2_pm.C_700005
ENSGALP00000006210	estExt_fgenesh2_pm.C_720002
ENSGALP00000005151	estExt_fgenesh2_pm.C_740007
ENSGALP00000008442	estExt_fgenesh2_pm.C_740025
ENSGALP00000027933	estExt_fgenesh2_pm.C_750012
ENSGALP00000020852	estExt_fgenesh2_pm.C_760026
ENSGALP00000024938	estExt_fgenesh2_pm.C_770004
ENSGALP00000007770	estExt_fgenesh2_pm.C_770026
ENSGALP00000025883	estExt_fgenesh2_pm.C_780006
ENSGALP00000023724	estExt_fgenesh2_pm.C_780022
ENSGALP00000007923	estExt_fgenesh2_pm.C_820008
ENSGALP00000024735	estExt_fgenesh2_pm.C_840004
ENSGALP00000030955	estExt_fgenesh2_pm.C_840011
ENSGALP00000023298	estExt_fgenesh2_pm.C_850002
ENSGALP00000032950	estExt_fgenesh2_pm.C_850002
ENSGALP00000041423	estExt_fgenesh2_pm.C_860004
ENSGALP00000018457	estExt_fgenesh2_pm.C_860011
ENSGALP00000026904	estExt_fgenesh2_pm.C_900007
ENSGALP00000042153	estExt_fgenesh2_pm.C_900012
ENSGALP00000025122	estExt_fgenesh2_pm.C_920001
ENSGALP00000008174	estExt_fgenesh2_pm.C_920010
ENSGALP00000022312	estExt_fgenesh2_pm.C_920016
ENSGALP00000041825	estExt_fgenesh2_pm.C_950009
ENSGALP00000043034	estExt_fgenesh2_pm.C_960008
ENSGALP00000016691	estExt_fgenesh2_pm.C_1010014
ENSGALP00000017461	estExt_fgenesh2_pm.C_1040001
ENSGALP00000027673	estExt_fgenesh2_pm.C_1050011
ENSGALP00000038587	estExt_fgenesh2_pm.C_1080002
ENSGALP00000012424	estExt_fgenesh2_pm.C_1100001
ENSGALP00000011329	estExt_fgenesh2_pm.C_1120016
ENSGALP00000004113	estExt_fgenesh2_pm.C_1120019
ENSGALP00000011403	estExt_fgenesh2_pm.C_1140017
ENSGALP00000039634	estExt_fgenesh2_pm.C_1150001
ENSGALP00000016026	estExt_fgenesh2_pm.C_1160003
ENSGALP00000020168	estExt_fgenesh2_pm.C_1170007
ENSGALP00000009296	estExt_fgenesh2_pm.C_1180006
ENSGALP00000042023	estExt_fgenesh2_pm.C_1200006
ENSGALP00000015923	estExt_fgenesh2_pm.C_1200015
ENSGALP00000038658	estExt_fgenesh2_pm.C_1200015
ENSGALP00000026052	estExt_fgenesh2_pm.C_1200015
ENSGALP00000022139	estExt_fgenesh2_pm.C_1230011
ENSGALP00000030336	estExt_fgenesh2_pm.C_1230012
ENSGALP00000042183	estExt_fgenesh2_pm.C_1230015
ENSGALP00000009051	estExt_fgenesh2_pm.C_1240007
ENSGALP00000024458	estExt_fgenesh2_pm.C_1240007
ENSGALP00000025461	estExt_fgenesh2_pm.C_1240012
ENSGALP00000041720	estExt_fgenesh2_pm.C_1240013
ENSGALP00000006925	estExt_fgenesh2_pm.C_1260005
ENSGALP00000031206	estExt_fgenesh2_pm.C_1290003
ENSGALP00000018174	estExt_fgenesh2_pm.C_1290004
ENSGALP00000009139	estExt_fgenesh2_pm.C_1290007
ENSGALP00000003334	estExt_fgenesh2_pm.C_1290010
ENSGALP00000001392	estExt_fgenesh2_pm.C_1300010
ENSGALP00000000593	estExt_fgenesh2_pm.C_1310003
ENSGALP00000042598	estExt_fgenesh2_pm.C_1310006
ENSGALP00000024624	estExt_fgenesh2_pm.C_1320010
ENSGALP00000012695	estExt_fgenesh2_pm.C_1320010
ENSGALP00000041604	estExt_fgenesh2_pm.C_1350003
ENSGALP00000024002	estExt_fgenesh2_pm.C_1350003
ENSGALP00000041382	estExt_fgenesh2_pm.C_1350008
ENSGALP00000025738	estExt_fgenesh2_pm.C_1350013
ENSGALP00000026284	estExt_fgenesh2_pm.C_1370002
ENSGALP00000021367	estExt_fgenesh2_pm.C_1370008
ENSGALP00000025509	estExt_fgenesh2_pm.C_1380002
ENSGALP00000017367	estExt_fgenesh2_pm.C_1380012
ENSGALP00000025531	estExt_fgenesh2_pm.C_1410011
ENSGALP00000040674	estExt_fgenesh2_pm.C_1420004
ENSGALP00000012521	estExt_fgenesh2_pm.C_1420005
ENSGALP00000004548	estExt_fgenesh2_pm.C_1440005
ENSGALP00000013377	estExt_fgenesh2_pm.C_1450005
ENSGALP00000008558	estExt_fgenesh2_pm.C_1450006
ENSGALP00000028320	estExt_fgenesh2_pm.C_1460009
ENSGALP00000005129	estExt_fgenesh2_pm.C_1460013
ENSGALP00000030989	estExt_fgenesh2_pm.C_1480003
ENSGALP00000007374	estExt_fgenesh2_pm.C_1480006
ENSGALP00000007706	estExt_fgenesh2_pm.C_1530006
ENSGALP00000011441	estExt_fgenesh2_pm.C_1570003
ENSGALP00000013929	estExt_fgenesh2_pm.C_1580005
ENSGALP00000019107	estExt_fgenesh2_pm.C_1580006
ENSGALP00000019890	estExt_fgenesh2_pm.C_1590001
ENSGALP00000027121	estExt_fgenesh2_pm.C_1590011
ENSGALP00000008385	estExt_fgenesh2_pm.C_1620006
ENSGALP00000006326	estExt_fgenesh2_pm.C_1650015
ENSGALP00000015619	estExt_fgenesh2_pm.C_1650015
ENSGALP00000007358	estExt_fgenesh2_pm.C_1650016
ENSGALP00000035504	estExt_fgenesh2_pm.C_1650016
ENSGALP00000009008	estExt_fgenesh2_pm.C_1650016
ENSGALP00000004887	estExt_fgenesh2_pm.C_1660002
ENSGALP00000019634	estExt_fgenesh2_pm.C_1660005
ENSGALP00000011554	estExt_fgenesh2_pm.C_1660006
ENSGALP00000026663	estExt_fgenesh2_pm.C_1660016
ENSGALP00000023454	estExt_fgenesh2_pm.C_1670001
ENSGALP00000018577	estExt_fgenesh2_pm.C_1670007
ENSGALP00000019007	estExt_fgenesh2_pm.C_1690001
ENSGALP00000026303	estExt_fgenesh2_pm.C_1700006
ENSGALP00000038869	estExt_fgenesh2_pm.C_1720006
ENSGALP00000025418	estExt_fgenesh2_pm.C_1760004
ENSGALP00000020057	estExt_fgenesh2_pm.C_1760008
ENSGALP00000035905	estExt_fgenesh2_pm.C_1760012
ENSGALP00000025482	estExt_fgenesh2_pm.C_1760016
ENSGALP00000042140	estExt_fgenesh2_pm.C_1770004
ENSGALP00000041492	estExt_fgenesh2_pm.C_1830002
ENSGALP00000041126	estExt_fgenesh2_pm.C_1830004
ENSGALP00000039387	estExt_fgenesh2_pm.C_1880004
