ENSGALP00000000002	SINCAM006085
ENSGALP00000002513	SINCAM013349
ENSGALP00000002514	SINCAM008561
ENSGALP00000002517	SINCAM922834
ENSGALP00000002520	SINCAM007393
ENSGALP00000002522	SINCAM008572
ENSGALP00000002523	SINCAM922115
ENSGALP00000002525	SINCAM012620
ENSGALP00000002532	SINCAM921200
ENSGALP00000002536	SINCAM009934
ENSGALP00000002546	SINCAM922835
ENSGALP00000002547	SINCAM013273
ENSGALP00000002549	SINCAM008571
ENSGALP00000002557	SINCAM922114
ENSGALP00000002563	SINCAM001336
ENSGALP00000002564	SINCAM005189
ENSGALP00000002570	SINCAM013370
ENSGALP00000002573	SINCAM012616
ENSGALP00000002576	SINCAM007917
ENSGALP00000002581	SINCAM009933
ENSGALP00000002583	SINCAM013792
ENSGALP00000002590	SINCAM007796
ENSGALP00000002593	SINCAM011782
ENSGALP00000002598	SINCAM009932
ENSGALP00000002604	SINCAM009581
ENSGALP00000002606	SINCAM009931
ENSGALP00000002609	SINCAM922700
ENSGALP00000002610	SINCAM922584
ENSGALP00000002611	SINCAM010655
ENSGALP00000002617	SINCAM920630
ENSGALP00000002620	SINCAM013369
ENSGALP00000002623	SINCAM013243
ENSGALP00000002625	SINCAM922833
ENSGALP00000002626	SINCAM007798
ENSGALP00000002627	SINCAM922583
ENSGALP00000002630	SINCAM013240
ENSGALP00000002633	SINCAM009926
ENSGALP00000002634	SINCAM008570
ENSGALP00000002635	SINCAM006184
ENSGALP00000002636	SINCAM010672
ENSGALP00000002638	SINCAM010664
ENSGALP00000002642	SINCAM011770
ENSGALP00000002643	SINCAM012618
ENSGALP00000002649	SINCAM007800
ENSGALP00000002650	SINCAM013239
ENSGALP00000002651	SINCAM921941
ENSGALP00000002654	SINCAM013433
ENSGALP00000002656	SINCAM003371
ENSGALP00000002658	SINCAM012076
ENSGALP00000002660	SINCAM005180
ENSGALP00000002668	SINCAM012613
ENSGALP00000002670	SINCAM013238
ENSGALP00000002674	SINCAM013236
ENSGALP00000002680	SINCAM010295
ENSGALP00000002693	SINCAM011768
ENSGALP00000002695	SINCAM920646
ENSGALP00000002701	SINCAM001447
ENSGALP00000002703	SINCAM001445
ENSGALP00000002705	SINCAM015728
ENSGALP00000002706	SINCAM000985
ENSGALP00000002707	SINCAM016145
ENSGALP00000002709	SINCAM010195
ENSGALP00000002713	SINCAM013790
ENSGALP00000002718	SINCAM011111
ENSGALP00000002721	SINCAM012723
ENSGALP00000002730	SINCAM012609
ENSGALP00000002742	SINCAM921942
ENSGALP00000002744	SINCAM000984
ENSGALP00000002750	SINCAM011793
ENSGALP00000002754	SINCAM013197
ENSGALP00000002755	SINCAM007151
ENSGALP00000002756	SINCAM012607
ENSGALP00000002757	SINCAM007552
ENSGALP00000002760	SINCAM011403
ENSGALP00000002761	SINCAM000324
ENSGALP00000002767	SINCAM007806
ENSGALP00000002771	SINCAM922614
ENSGALP00000002772	SINCAM922386
ENSGALP00000002777	SINCAM002217
ENSGALP00000002778	SINCAM920567
ENSGALP00000002781	SINCAM012606
ENSGALP00000002782	SINCAM009368
ENSGALP00000002785	SINCAM922613
ENSGALP00000002789	SINCAM008566
ENSGALP00000002794	SINCAM922080
ENSGALP00000002796	SINCAM011776
ENSGALP00000002804	SINCAM012075
ENSGALP00000002808	SINCAM922081
ENSGALP00000002814	SINCAM004683
ENSGALP00000002819	SINCAM010194
ENSGALP00000002822	SINCAM011101
ENSGALP00000002825	SINCAM008567
ENSGALP00000002830	SINCAM007121
ENSGALP00000002831	SINCAM011424
ENSGALP00000002834	SINCAM006320
ENSGALP00000002836	SINCAM012795
ENSGALP00000002837	SINCAM008823
ENSGALP00000002839	SINCAM014249
ENSGALP00000002841	SINCAM920566
ENSGALP00000002845	SINCAM011102
ENSGALP00000002848	SINCAM001441
ENSGALP00000002850	SINCAM008827
ENSGALP00000002858	SINCAM012807
ENSGALP00000002860	SINCAM922577
ENSGALP00000002862	SINCAM010193
ENSGALP00000002864	SINCAM001440
ENSGALP00000002866	SINCAM008826
ENSGALP00000002869	SINCAM017195
ENSGALP00000002872	SINCAM013754
ENSGALP00000002874	SINCAM013755
ENSGALP00000002875	SINCAM012074
ENSGALP00000002876	SINCAM008831
ENSGALP00000002881	SINCAM012704
ENSGALP00000002888	SINCAM920885
ENSGALP00000002890	SINCAM920563
ENSGALP00000002894	SINCAM011103
ENSGALP00000002895	SINCAM012735
ENSGALP00000002898	SINCAM920550
ENSGALP00000002903	SINCAM922575
ENSGALP00000002905	SINCAM010192
ENSGALP00000002906	SINCAM922576
ENSGALP00000002907	SINCAM008830
ENSGALP00000002910	SINCAM007095
ENSGALP00000002911	SINCAM920871
ENSGALP00000002915	SINCAM011777
ENSGALP00000002917	SINCAM008829
ENSGALP00000002921	SINCAM921513
ENSGALP00000002927	SINCAM010065
ENSGALP00000002928	SINCAM005308
ENSGALP00000002932	SINCAM012832
ENSGALP00000002935	SINCAM001465
ENSGALP00000002938	SINCAM011827
ENSGALP00000002940	SINCAM008828
ENSGALP00000002944	SINCAM007097
ENSGALP00000002947	SINCAM921512
ENSGALP00000002952	SINCAM009062
ENSGALP00000002960	SINCAM922389
ENSGALP00000002963	SINCAM010137
ENSGALP00000002967	SINCAM001334
ENSGALP00000002970	SINCAM007911
ENSGALP00000002975	SINCAM007711
ENSGALP00000002982	SINCAM008753
ENSGALP00000002983	SINCAM000951
ENSGALP00000002985	SINCAM007098
ENSGALP00000002990	SINCAM009408
ENSGALP00000002995	SINCAM001212
ENSGALP00000002996	SINCAM005301
ENSGALP00000002998	SINCAM012303
ENSGALP00000003001	SINCAM009718
ENSGALP00000003004	SINCAM012707
ENSGALP00000003005	SINCAM000950
ENSGALP00000003006	SINCAM009714
ENSGALP00000003007	SINCAM004097
ENSGALP00000003008	SINCAM009093
ENSGALP00000003009	SINCAM000948
ENSGALP00000003012	SINCAM008590
ENSGALP00000003014	SINCAM007910
ENSGALP00000003015	SINCAM005300
ENSGALP00000003019	SINCAM000945
ENSGALP00000003020	SINCAM011387
ENSGALP00000003021	SINCAM012304
ENSGALP00000003023	SINCAM011816
ENSGALP00000003026	SINCAM005299
ENSGALP00000003035	SINCAM000929
ENSGALP00000003039	SINCAM008589
ENSGALP00000003041	SINCAM921511
ENSGALP00000003043	SINCAM010685
ENSGALP00000003050	SINCAM011258
ENSGALP00000003054	SINCAM012315
ENSGALP00000003056	SINCAM012805
ENSGALP00000003058	SINCAM012709
ENSGALP00000003060	SINCAM005298
ENSGALP00000003063	SINCAM009092
ENSGALP00000003065	SINCAM007548
ENSGALP00000003066	SINCAM012316
ENSGALP00000003075	SINCAM006975
ENSGALP00000003077	SINCAM012732
ENSGALP00000003079	SINCAM003397
ENSGALP00000003081	SINCAM013231
ENSGALP00000003084	SINCAM005297
ENSGALP00000003086	SINCAM922025
ENSGALP00000003089	SINCAM920629
ENSGALP00000003091	SINCAM007712
ENSGALP00000003097	SINCAM922026
ENSGALP00000003098	SINCAM009409
ENSGALP00000003101	SINCAM009091
ENSGALP00000003104	SINCAM012734
ENSGALP00000003108	SINCAM013278
ENSGALP00000003111	SINCAM005296
ENSGALP00000003113	SINCAM012317
ENSGALP00000003114	SINCAM006978
ENSGALP00000003116	SINCAM922572
ENSGALP00000003119	SINCAM011353
ENSGALP00000003121	SINCAM007563
ENSGALP00000003123	SINCAM012703
ENSGALP00000003124	SINCAM920628
ENSGALP00000003126	SINCAM009090
ENSGALP00000003128	SINCAM006979
ENSGALP00000003129	SINCAM009089
ENSGALP00000003130	SINCAM000943
ENSGALP00000003131	SINCAM921830
ENSGALP00000003137	SINCAM922007
ENSGALP00000003139	SINCAM006980
ENSGALP00000003140	SINCAM009057
ENSGALP00000003142	SINCAM920627
ENSGALP00000003143	SINCAM007713
ENSGALP00000003147	SINCAM011351
ENSGALP00000003149	SINCAM012739
ENSGALP00000003152	SINCAM011783
ENSGALP00000003157	SINCAM000938
ENSGALP00000003163	SINCAM012331
ENSGALP00000003165	SINCAM007714
ENSGALP00000003172	SINCAM009411
ENSGALP00000003173	SINCAM922023
ENSGALP00000003175	SINCAM011784
ENSGALP00000003177	SINCAM006982
ENSGALP00000003179	SINCAM006984
ENSGALP00000003183	SINCAM012679
ENSGALP00000003187	SINCAM000087
ENSGALP00000003190	SINCAM009193
ENSGALP00000003194	SINCAM007716
ENSGALP00000003195	SINCAM009413
ENSGALP00000003205	SINCAM012421
ENSGALP00000003207	SINCAM920626
ENSGALP00000003210	SINCAM006987
ENSGALP00000003213	SINCAM011373
ENSGALP00000003216	SINCAM009406
ENSGALP00000003221	SINCAM011374
ENSGALP00000003222	SINCAM007717
ENSGALP00000003229	SINCAM013187
ENSGALP00000003234	SINCAM010156
ENSGALP00000003241	SINCAM922964
ENSGALP00000003242	SINCAM012319
ENSGALP00000003243	SINCAM000013
ENSGALP00000003244	SINCAM002464
ENSGALP00000003246	SINCAM012868
ENSGALP00000003249	SINCAM008746
ENSGALP00000003250	SINCAM000058
ENSGALP00000003252	SINCAM006986
ENSGALP00000003253	SINCAM005294
ENSGALP00000003257	SINCAM010580
ENSGALP00000003259	SINCAM013188
ENSGALP00000003261	SINCAM007718
ENSGALP00000003263	SINCAM011786
ENSGALP00000003269	SINCAM009059
ENSGALP00000003271	SINCAM009838
ENSGALP00000003279	SINCAM010161
ENSGALP00000003281	SINCAM920869
ENSGALP00000003284	SINCAM007719
ENSGALP00000003285	SINCAM012420
ENSGALP00000003288	SINCAM010584
ENSGALP00000003291	SINCAM000059
ENSGALP00000003293	SINCAM011297
ENSGALP00000003296	SINCAM010176
ENSGALP00000003297	SINCAM009865
ENSGALP00000003300	SINCAM014020
ENSGALP00000003301	SINCAM007042
ENSGALP00000003306	SINCAM922019
ENSGALP00000003310	SINCAM922580
ENSGALP00000003312	SINCAM922946
ENSGALP00000003315	SINCAM921462
ENSGALP00000003317	SINCAM920433
ENSGALP00000003319	SINCAM900231
ENSGALP00000003320	SINCAM011097
ENSGALP00000003321	SINCAM920868
ENSGALP00000003325	SINCAM009575
ENSGALP00000003327	SINCAM010175
ENSGALP00000003329	SINCAM011069
ENSGALP00000003331	SINCAM922623
ENSGALP00000003334	SINCAM921463
ENSGALP00000003336	SINCAM009834
ENSGALP00000003342	SINCAM008747
ENSGALP00000003352	SINCAM000810
ENSGALP00000003353	SINCAM007721
ENSGALP00000003357	SINCAM900235
ENSGALP00000003359	SINCAM005292
ENSGALP00000003366	SINCAM922622
ENSGALP00000003367	SINCAM008749
ENSGALP00000003371	SINCAM009439
ENSGALP00000003373	SINCAM013267
ENSGALP00000003374	SINCAM007722
ENSGALP00000003376	SINCAM012417
ENSGALP00000003381	SINCAM000941
ENSGALP00000003384	SINCAM014911
ENSGALP00000003389	SINCAM001329
ENSGALP00000003392	SINCAM015381
ENSGALP00000003395	SINCAM012335
ENSGALP00000003400	SINCAM009437
ENSGALP00000003403	SINCAM005291
ENSGALP00000003408	SINCAM012415
ENSGALP00000003409	SINCAM007724
ENSGALP00000003413	SINCAM005289
ENSGALP00000003414	SINCAM920588
ENSGALP00000003417	SINCAM000970
ENSGALP00000003418	SINCAM001085
ENSGALP00000003422	SINCAM010173
ENSGALP00000003423	SINCAM005287
ENSGALP00000003426	SINCAM009385
ENSGALP00000003431	SINCAM010172
ENSGALP00000003432	SINCAM001807
ENSGALP00000003437	SINCAM922581
ENSGALP00000003439	SINCAM011068
ENSGALP00000003444	SINCAM010170
ENSGALP00000003445	SINCAM921459
ENSGALP00000003447	SINCAM007725
ENSGALP00000003455	SINCAM013190
ENSGALP00000003458	SINCAM008835
ENSGALP00000003462	SINCAM009506
ENSGALP00000003466	SINCAM922089
ENSGALP00000003470	SINCAM922177
ENSGALP00000003474	SINCAM013772
ENSGALP00000003475	SINCAM005284
ENSGALP00000003476	SINCAM005283
ENSGALP00000003479	SINCAM008587
ENSGALP00000003481	SINCAM001087
ENSGALP00000003483	SINCAM013773
ENSGALP00000003484	SINCAM010171
ENSGALP00000003489	SINCAM900283
ENSGALP00000003491	SINCAM922176
ENSGALP00000003492	SINCAM014186
ENSGALP00000003494	SINCAM010578
ENSGALP00000003500	SINCAM009776
ENSGALP00000003502	SINCAM007726
ENSGALP00000003505	SINCAM922088
ENSGALP00000003513	SINCAM006638
ENSGALP00000003521	SINCAM921741
ENSGALP00000003523	SINCAM921740
ENSGALP00000003525	SINCAM001089
ENSGALP00000003530	SINCAM009777
ENSGALP00000003534	SINCAM017784
ENSGALP00000003536	SINCAM009778
ENSGALP00000003538	SINCAM010169
ENSGALP00000003540	SINCAM009363
ENSGALP00000003552	SINCAM011315
ENSGALP00000003553	SINCAM006639
ENSGALP00000003557	SINCAM007610
ENSGALP00000003558	SINCAM011314
ENSGALP00000003562	SINCAM011079
ENSGALP00000003563	SINCAM009362
ENSGALP00000003568	SINCAM013266
ENSGALP00000003574	SINCAM006640
ENSGALP00000003577	SINCAM003143
ENSGALP00000003578	SINCAM922162
ENSGALP00000003580	SINCAM008901
ENSGALP00000003582	SINCAM011078
ENSGALP00000003592	SINCAM008837
ENSGALP00000003594	SINCAM007038
ENSGALP00000003595	SINCAM012445
ENSGALP00000003601	SINCAM001090
ENSGALP00000003605	SINCAM008841
ENSGALP00000003607	SINCAM008903
ENSGALP00000003608	SINCAM007036
ENSGALP00000003612	SINCAM010682
ENSGALP00000003616	SINCAM007035
ENSGALP00000003617	SINCAM008919
ENSGALP00000003618	SINCAM005280
ENSGALP00000003621	SINCAM001091
ENSGALP00000003623	SINCAM006642
ENSGALP00000003627	SINCAM012444
ENSGALP00000003630	SINCAM010681
ENSGALP00000003634	SINCAM011077
ENSGALP00000003637	SINCAM013216
ENSGALP00000003639	SINCAM013275
ENSGALP00000003642	SINCAM001093
ENSGALP00000003644	SINCAM921742
ENSGALP00000003646	SINCAM010680
ENSGALP00000003662	SINCAM006643
ENSGALP00000003663	SINCAM923123
ENSGALP00000003671	SINCAM922171
ENSGALP00000003675	SINCAM007609
ENSGALP00000003677	SINCAM010933
ENSGALP00000003681	SINCAM005279
ENSGALP00000003682	SINCAM013277
ENSGALP00000003683	SINCAM922606
ENSGALP00000003684	SINCAM009384
ENSGALP00000003688	SINCAM920440
ENSGALP00000003690	SINCAM921739
ENSGALP00000003691	SINCAM009254
ENSGALP00000003693	SINCAM006644
ENSGALP00000003694	SINCAM014120
ENSGALP00000003700	SINCAM011313
ENSGALP00000003703	SINCAM922110
ENSGALP00000003704	SINCAM013253
ENSGALP00000003705	SINCAM008923
ENSGALP00000003706	SINCAM921445
ENSGALP00000003709	SINCAM006902
ENSGALP00000003710	SINCAM012785
ENSGALP00000003712	SINCAM006645
ENSGALP00000003715	SINCAM922172
ENSGALP00000003717	SINCAM010138
ENSGALP00000003718	SINCAM921510
ENSGALP00000003721	SINCAM008552
ENSGALP00000003727	SINCAM006922
ENSGALP00000003729	SINCAM001327
ENSGALP00000003731	SINCAM009905
ENSGALP00000003737	SINCAM013778
ENSGALP00000003740	SINCAM008553
ENSGALP00000003745	SINCAM006646
ENSGALP00000003746	SINCAM007908
ENSGALP00000003747	SINCAM001461
ENSGALP00000003749	SINCAM921700
ENSGALP00000003752	SINCAM012643
ENSGALP00000003755	SINCAM013779
ENSGALP00000003758	SINCAM013472
ENSGALP00000003760	SINCAM001353
ENSGALP00000003767	SINCAM008555
ENSGALP00000003768	SINCAM009576
ENSGALP00000003770	SINCAM920603
ENSGALP00000003773	SINCAM006650
ENSGALP00000003776	SINCAM921444
ENSGALP00000003781	SINCAM010676
ENSGALP00000003784	SINCAM921738
ENSGALP00000003788	SINCAM001352
ENSGALP00000003792	SINCAM001373
ENSGALP00000003793	SINCAM921819
ENSGALP00000003796	SINCAM012640
ENSGALP00000003798	SINCAM006288
ENSGALP00000003801	SINCAM014621
ENSGALP00000003806	SINCAM012639
ENSGALP00000003813	SINCAM920604
ENSGALP00000003823	SINCAM005277
ENSGALP00000003826	SINCAM921818
ENSGALP00000003828	SINCAM006651
ENSGALP00000003834	SINCAM013213
ENSGALP00000003836	SINCAM007879
ENSGALP00000003841	SINCAM011286
ENSGALP00000003842	SINCAM011107
ENSGALP00000003846	SINCAM012423
ENSGALP00000003847	SINCAM010067
ENSGALP00000003850	SINCAM920822
ENSGALP00000003851	SINCAM013214
ENSGALP00000003853	SINCAM011104
ENSGALP00000003855	SINCAM005276
ENSGALP00000003859	SINCAM001370
ENSGALP00000003860	SINCAM012740
ENSGALP00000003869	SINCAM010665
ENSGALP00000003872	SINCAM006652
ENSGALP00000003874	SINCAM921443
ENSGALP00000003877	SINCAM013262
ENSGALP00000003878	SINCAM008557
ENSGALP00000003884	SINCAM013780
ENSGALP00000003885	SINCAM010666
ENSGALP00000003888	SINCAM005273
ENSGALP00000003890	SINCAM014037
ENSGALP00000003891	SINCAM015735
ENSGALP00000003893	SINCAM013781
ENSGALP00000003897	SINCAM005274
ENSGALP00000003898	SINCAM010121
ENSGALP00000003899	SINCAM014398
ENSGALP00000003901	SINCAM013259
ENSGALP00000003906	SINCAM011287
ENSGALP00000003907	SINCAM008558
ENSGALP00000003908	SINCAM009893
ENSGALP00000003909	SINCAM007606
ENSGALP00000003912	SINCAM010178
ENSGALP00000003914	SINCAM922011
ENSGALP00000003917	SINCAM013782
ENSGALP00000003920	SINCAM008559
ENSGALP00000003923	SINCAM011283
ENSGALP00000003933	SINCAM009100
ENSGALP00000003934	SINCAM922168
ENSGALP00000003935	SINCAM921721
ENSGALP00000003938	SINCAM005270
ENSGALP00000003942	SINCAM013783
ENSGALP00000003950	SINCAM009892
ENSGALP00000003951	SINCAM012336
ENSGALP00000003953	SINCAM922347
ENSGALP00000003954	SINCAM009102
ENSGALP00000003955	SINCAM007895
ENSGALP00000003959	SINCAM921794
ENSGALP00000003960	SINCAM013784
ENSGALP00000003964	SINCAM922141
ENSGALP00000003966	SINCAM013258
ENSGALP00000003968	SINCAM005268
ENSGALP00000003970	SINCAM009103
ENSGALP00000003971	SINCAM013835
ENSGALP00000003973	SINCAM010040
ENSGALP00000003974	SINCAM001193
ENSGALP00000003993	SINCAM012772
ENSGALP00000003995	SINCAM012965
ENSGALP00000003996	SINCAM005265
ENSGALP00000003997	SINCAM920867
ENSGALP00000004000	SINCAM007420
ENSGALP00000004002	SINCAM008744
ENSGALP00000004005	SINCAM007088
ENSGALP00000004006	SINCAM010280
ENSGALP00000004011	SINCAM005310
ENSGALP00000004012	SINCAM016229
ENSGALP00000004013	SINCAM001358
ENSGALP00000004015	SINCAM920959
ENSGALP00000004016	SINCAM011117
ENSGALP00000004032	SINCAM007605
ENSGALP00000004034	SINCAM008742
ENSGALP00000004037	SINCAM012294
ENSGALP00000004038	SINCAM010224
ENSGALP00000004041	SINCAM920866
ENSGALP00000004046	SINCAM007604
ENSGALP00000004048	SINCAM008343
ENSGALP00000004054	SINCAM011032
ENSGALP00000004055	SINCAM001356
ENSGALP00000004056	SINCAM007603
ENSGALP00000004058	SINCAM011686
ENSGALP00000004061	SINCAM013837
ENSGALP00000004064	SINCAM006658
ENSGALP00000004066	SINCAM008726
ENSGALP00000004067	SINCAM012292
ENSGALP00000004071	SINCAM013031
ENSGALP00000004077	SINCAM011071
ENSGALP00000004078	SINCAM008728
ENSGALP00000004079	SINCAM005588
ENSGALP00000004091	SINCAM010669
ENSGALP00000004093	SINCAM003445
ENSGALP00000004095	SINCAM013840
ENSGALP00000004102	SINCAM011074
ENSGALP00000004104	SINCAM010842
ENSGALP00000004108	SINCAM012291
ENSGALP00000004109	SINCAM013838
ENSGALP00000004111	SINCAM008729
ENSGALP00000004113	SINCAM008730
ENSGALP00000004118	SINCAM012939
ENSGALP00000004122	SINCAM009263
ENSGALP00000004124	SINCAM006991
ENSGALP00000004130	SINCAM005145
ENSGALP00000004135	SINCAM008731
ENSGALP00000004137	SINCAM008795
ENSGALP00000004138	SINCAM006660
ENSGALP00000004141	SINCAM010290
ENSGALP00000004144	SINCAM013843
ENSGALP00000004145	SINCAM006988
ENSGALP00000004146	SINCAM009264
ENSGALP00000004154	SINCAM920857
ENSGALP00000004159	SINCAM012322
ENSGALP00000004162	SINCAM004658
ENSGALP00000004163	SINCAM006667
ENSGALP00000004164	SINCAM009266
ENSGALP00000004165	SINCAM010670
ENSGALP00000004166	SINCAM013844
ENSGALP00000004169	SINCAM010671
ENSGALP00000004171	SINCAM008791
ENSGALP00000004173	SINCAM006668
ENSGALP00000004174	SINCAM008794
ENSGALP00000004180	SINCAM007891
ENSGALP00000004185	SINCAM009268
ENSGALP00000004186	SINCAM007048
ENSGALP00000004189	SINCAM010093
ENSGALP00000004190	SINCAM011308
ENSGALP00000004192	SINCAM005153
ENSGALP00000004195	SINCAM006669
ENSGALP00000004197	SINCAM007573
ENSGALP00000004202	SINCAM013029
ENSGALP00000004204	SINCAM010094
ENSGALP00000004206	SINCAM012289
ENSGALP00000004211	SINCAM013194
ENSGALP00000004214	SINCAM005255
ENSGALP00000004217	SINCAM007890
ENSGALP00000004219	SINCAM011307
ENSGALP00000004223	SINCAM007086
ENSGALP00000004227	SINCAM006671
ENSGALP00000004232	SINCAM010622
ENSGALP00000004237	SINCAM006990
ENSGALP00000004240	SINCAM007572
ENSGALP00000004244	SINCAM006672
ENSGALP00000004246	SINCAM921505
ENSGALP00000004248	SINCAM921831
ENSGALP00000004251	SINCAM921864
ENSGALP00000004256	SINCAM007124
ENSGALP00000004257	SINCAM921922
ENSGALP00000004263	SINCAM013189
ENSGALP00000004265	SINCAM008800
ENSGALP00000004267	SINCAM007125
ENSGALP00000004270	SINCAM001428
ENSGALP00000004274	SINCAM011301
ENSGALP00000004275	SINCAM920864
ENSGALP00000004283	SINCAM009896
ENSGALP00000004286	SINCAM012286
ENSGALP00000004290	SINCAM005257
ENSGALP00000004291	SINCAM921946
ENSGALP00000004297	SINCAM012601
ENSGALP00000004298	SINCAM921923
ENSGALP00000004301	SINCAM003140
ENSGALP00000004303	SINCAM005261
ENSGALP00000004305	SINCAM012285
ENSGALP00000004309	SINCAM008786
ENSGALP00000004310	SINCAM013458
ENSGALP00000004315	SINCAM007126
ENSGALP00000004317	SINCAM010623
ENSGALP00000004319	SINCAM013150
ENSGALP00000004327	SINCAM922193
ENSGALP00000004332	SINCAM005259
ENSGALP00000004335	SINCAM006673
ENSGALP00000004344	SINCAM010626
ENSGALP00000004345	SINCAM921674
ENSGALP00000004348	SINCAM013151
ENSGALP00000004350	SINCAM007105
ENSGALP00000004352	SINCAM012284
ENSGALP00000004355	SINCAM009270
ENSGALP00000004357	SINCAM922652
ENSGALP00000004360	SINCAM010627
ENSGALP00000004365	SINCAM008384
ENSGALP00000004369	SINCAM921735
ENSGALP00000004371	SINCAM013149
ENSGALP00000004373	SINCAM010605
ENSGALP00000004375	SINCAM001426
ENSGALP00000004378	SINCAM012283
ENSGALP00000004383	SINCAM013511
ENSGALP00000004385	SINCAM008785
ENSGALP00000004388	SINCAM009862
ENSGALP00000004390	SINCAM013148
ENSGALP00000004392	SINCAM003138
ENSGALP00000004398	SINCAM006602
ENSGALP00000004409	SINCAM012282
ENSGALP00000004416	SINCAM011327
ENSGALP00000004417	SINCAM013847
ENSGALP00000004419	SINCAM010628
ENSGALP00000004421	SINCAM009271
ENSGALP00000004423	SINCAM012281
ENSGALP00000004425	SINCAM008414
ENSGALP00000004428	SINCAM013510
ENSGALP00000004434	SINCAM010003
ENSGALP00000004437	SINCAM012280
ENSGALP00000004439	SINCAM008784
ENSGALP00000004442	SINCAM010005
ENSGALP00000004443	SINCAM012750
ENSGALP00000004444	SINCAM013509
ENSGALP00000004446	SINCAM013850
ENSGALP00000004449	SINCAM013508
ENSGALP00000004453	SINCAM012596
ENSGALP00000004455	SINCAM006603
ENSGALP00000004458	SINCAM008782
ENSGALP00000004459	SINCAM922521
ENSGALP00000004460	SINCAM010006
ENSGALP00000004461	SINCAM013507
ENSGALP00000004465	SINCAM011326
ENSGALP00000004467	SINCAM013852
ENSGALP00000004471	SINCAM921192
ENSGALP00000004472	SINCAM012241
ENSGALP00000004473	SINCAM012595
ENSGALP00000004475	SINCAM008716
ENSGALP00000004476	SINCAM013147
ENSGALP00000004478	SINCAM015863
ENSGALP00000004480	SINCAM010007
ENSGALP00000004483	SINCAM012232
ENSGALP00000004484	SINCAM012594
ENSGALP00000004485	SINCAM009278
ENSGALP00000004487	SINCAM001396
ENSGALP00000004488	SINCAM010553
ENSGALP00000004489	SINCAM001362
ENSGALP00000004490	SINCAM921504
ENSGALP00000004501	SINCAM013506
ENSGALP00000004504	SINCAM012593
ENSGALP00000004506	SINCAM010554
ENSGALP00000004508	SINCAM010009
ENSGALP00000004513	SINCAM921589
ENSGALP00000004515	SINCAM010085
ENSGALP00000004517	SINCAM922518
ENSGALP00000004518	SINCAM921780
ENSGALP00000004520	SINCAM013260
ENSGALP00000004521	SINCAM011324
ENSGALP00000004524	SINCAM009277
ENSGALP00000004528	SINCAM922191
ENSGALP00000004529	SINCAM010082
ENSGALP00000004532	SINCAM922648
ENSGALP00000004534	SINCAM012239
ENSGALP00000004536	SINCAM010081
ENSGALP00000004539	SINCAM013145
ENSGALP00000004542	SINCAM000435
ENSGALP00000004545	SINCAM013853
ENSGALP00000004546	SINCAM012498
ENSGALP00000004550	SINCAM007108
ENSGALP00000004554	SINCAM008396
ENSGALP00000004559	SINCAM003136
ENSGALP00000004560	SINCAM003135
ENSGALP00000004563	SINCAM009276
