fgenesh2_pg.scaffold_351000043	ENSCAFP00000012213
fgenesh2_pg.scaffold_562000014	ENSCAFP00000037941
fgenesh2_pg.scaffold_562000024	ENSCAFP00000018330
fgenesh2_pg.scaffold_563000015	ENSCAFP00000026851
fgenesh2_pg.scaffold_563000017	ENSCAFP00000026837
fgenesh2_pg.scaffold_565000009	ENSCAFP00000005551
fgenesh2_pg.scaffold_565000027	ENSCAFP00000010744
fgenesh2_pg.scaffold_566000002	ENSCAFP00000010962
fgenesh2_pg.scaffold_567000003	ENSCAFP00000037690
fgenesh2_pg.scaffold_568000011	ENSCAFP00000013918
fgenesh2_pg.scaffold_569000009	ENSCAFP00000017490
fgenesh2_pg.scaffold_569000009	ENSCAFP00000021545
fgenesh2_pg.scaffold_569000013	ENSCAFP00000019329
fgenesh2_pg.scaffold_569000028	ENSCAFP00000021086
fgenesh2_pg.scaffold_570000018	ENSCAFP00000002652
fgenesh2_pg.scaffold_571000003	ENSCAFP00000032174
fgenesh2_pg.scaffold_572000011	ENSCAFP00000009964
fgenesh2_pg.scaffold_573000008	ENSCAFP00000032806
fgenesh2_pg.scaffold_574000008	ENSCAFP00000012129
fgenesh2_pg.scaffold_574000017	ENSCAFP00000024731
fgenesh2_pg.scaffold_574000019	ENSCAFP00000011429
fgenesh2_pg.scaffold_575000007	ENSCAFP00000010955
fgenesh2_pg.scaffold_575000009	ENSCAFP00000003688
fgenesh2_pg.scaffold_575000009	ENSCAFP00000001864
fgenesh2_pg.scaffold_575000021	ENSCAFP00000023089
fgenesh2_pg.scaffold_576000025	ENSCAFP00000005284
fgenesh2_pg.scaffold_577000002	ENSCAFP00000041503
fgenesh2_pg.scaffold_577000002	ENSCAFP00000032433
fgenesh2_pg.scaffold_577000023	ENSCAFP00000033877
fgenesh2_pg.scaffold_578000013	ENSCAFP00000007977
fgenesh2_pg.scaffold_579000007	ENSCAFP00000035833
fgenesh2_pg.scaffold_579000014	ENSCAFP00000018883
fgenesh2_pg.scaffold_579000023	ENSCAFP00000006185
fgenesh2_pg.scaffold_579000023	ENSCAFP00000015781
fgenesh2_pg.scaffold_579000025	ENSCAFP00000025880
fgenesh2_pg.scaffold_579000026	ENSCAFP00000011697
fgenesh2_pg.scaffold_579000028	ENSCAFP00000016325
fgenesh2_pg.scaffold_580000008	ENSCAFP00000025622
fgenesh2_pg.scaffold_580000013	ENSCAFP00000027016
fgenesh2_pg.scaffold_580000013	ENSCAFP00000036129
fgenesh2_pg.scaffold_582000010	ENSCAFP00000012313
fgenesh2_pg.scaffold_583000017	ENSCAFP00000021389
fgenesh2_pg.scaffold_583000018	ENSCAFP00000040878
fgenesh2_pg.scaffold_584000015	ENSCAFP00000000441
fgenesh2_pg.scaffold_584000015	ENSCAFP00000016334
fgenesh2_pg.scaffold_586000027	ENSCAFP00000008097
fgenesh2_pg.scaffold_588000015	ENSCAFP00000039302
fgenesh2_pg.scaffold_588000016	ENSCAFP00000017729
fgenesh2_pg.scaffold_589000005	ENSCAFP00000035652
fgenesh2_pg.scaffold_589000008	ENSCAFP00000002629
fgenesh2_pg.scaffold_591000004	ENSCAFP00000014548
fgenesh2_pg.scaffold_593000012	ENSCAFP00000027158
fgenesh2_pg.scaffold_593000016	ENSCAFP00000042573
fgenesh2_pg.scaffold_594000013	ENSCAFP00000037402
fgenesh2_pg.scaffold_594000018	ENSCAFP00000009235
fgenesh2_pg.scaffold_595000012	ENSCAFP00000014595
fgenesh2_pg.scaffold_595000017	ENSCAFP00000041253
fgenesh2_pg.scaffold_599000001	ENSCAFP00000003077
fgenesh2_pg.scaffold_599000007	ENSCAFP00000036500
fgenesh2_pg.scaffold_600000005	ENSCAFP00000041185
fgenesh2_pg.scaffold_601000006	ENSCAFP00000034798
fgenesh2_pg.scaffold_601000010	ENSCAFP00000008868
fgenesh2_pg.scaffold_602000011	ENSCAFP00000023540
fgenesh2_pg.scaffold_602000013	ENSCAFP00000039135
fgenesh2_pg.scaffold_603000018	ENSCAFP00000036212
fgenesh2_pg.scaffold_603000022	ENSCAFP00000011418
fgenesh2_pg.scaffold_604000005	ENSCAFP00000013095
fgenesh2_pg.scaffold_604000007	ENSCAFP00000010022
fgenesh2_pg.scaffold_606000006	ENSCAFP00000032615
fgenesh2_pg.scaffold_606000019	ENSCAFP00000006163
fgenesh2_pg.scaffold_608000016	ENSCAFP00000006276
fgenesh2_pg.scaffold_609000001	ENSCAFP00000027986
fgenesh2_pg.scaffold_610000004	ENSCAFP00000036780
fgenesh2_pg.scaffold_610000011	ENSCAFP00000025819
fgenesh2_pg.scaffold_610000014	ENSCAFP00000004978
fgenesh2_pg.scaffold_610000014	ENSCAFP00000027029
fgenesh2_pg.scaffold_611000001	ENSCAFP00000029733
fgenesh2_pg.scaffold_611000002	ENSCAFP00000009346
fgenesh2_pg.scaffold_611000017	ENSCAFP00000017686
fgenesh2_pg.scaffold_612000025	ENSCAFP00000036651
fgenesh2_pg.scaffold_612000026	ENSCAFP00000037619
fgenesh2_pg.scaffold_614000007	ENSCAFP00000040128
fgenesh2_pg.scaffold_614000011	ENSCAFP00000040783
fgenesh2_pg.scaffold_614000012	ENSCAFP00000038573
fgenesh2_pg.scaffold_614000013	ENSCAFP00000017695
fgenesh2_pg.scaffold_614000013	ENSCAFP00000020626
fgenesh2_pg.scaffold_616000012	ENSCAFP00000012868
fgenesh2_pg.scaffold_617000003	ENSCAFP00000011675
fgenesh2_pg.scaffold_617000003	ENSCAFP00000029239
fgenesh2_pg.scaffold_618000006	ENSCAFP00000032081
fgenesh2_pg.scaffold_618000015	ENSCAFP00000021232
fgenesh2_pg.scaffold_622000005	ENSCAFP00000023269
fgenesh2_pg.scaffold_624000011	ENSCAFP00000004181
fgenesh2_pg.scaffold_626000005	ENSCAFP00000037385
fgenesh2_pg.scaffold_627000015	ENSCAFP00000002242
fgenesh2_pg.scaffold_627000020	ENSCAFP00000003115
fgenesh2_pg.scaffold_628000010	ENSCAFP00000006607
fgenesh2_pg.scaffold_628000010	ENSCAFP00000021064
fgenesh2_pg.scaffold_629000003	ENSCAFP00000001869
fgenesh2_pg.scaffold_629000004	ENSCAFP00000020510
fgenesh2_pg.scaffold_630000005	ENSCAFP00000029052
fgenesh2_pg.scaffold_630000009	ENSCAFP00000019228
fgenesh2_pg.scaffold_631000010	ENSCAFP00000029907
fgenesh2_pg.scaffold_632000004	ENSCAFP00000031335
fgenesh2_pg.scaffold_632000011	ENSCAFP00000017774
fgenesh2_pg.scaffold_632000012	ENSCAFP00000040961
fgenesh2_pg.scaffold_632000019	ENSCAFP00000013721
fgenesh2_pg.scaffold_634000013	ENSCAFP00000008295
fgenesh2_pg.scaffold_635000005	ENSCAFP00000020107
fgenesh2_pg.scaffold_637000003	ENSCAFP00000007017
fgenesh2_pg.scaffold_637000005	ENSCAFP00000025281
fgenesh2_pg.scaffold_639000015	ENSCAFP00000010273
fgenesh2_pg.scaffold_641000002	ENSCAFP00000023450
fgenesh2_pg.scaffold_641000006	ENSCAFP00000042952
fgenesh2_pg.scaffold_641000022	ENSCAFP00000042474
fgenesh2_pg.scaffold_642000009	ENSCAFP00000006052
fgenesh2_pg.scaffold_642000010	ENSCAFP00000022566
fgenesh2_pg.scaffold_643000007	ENSCAFP00000020680
fgenesh2_pg.scaffold_643000012	ENSCAFP00000013312
fgenesh2_pg.scaffold_646000003	ENSCAFP00000021577
fgenesh2_pg.scaffold_646000003	ENSCAFP00000001233
fgenesh2_pg.scaffold_647000007	ENSCAFP00000024300
fgenesh2_pg.scaffold_649000006	ENSCAFP00000042742
fgenesh2_pg.scaffold_652000015	ENSCAFP00000011107
fgenesh2_pg.scaffold_652000015	ENSCAFP00000028323
fgenesh2_pg.scaffold_652000015	ENSCAFP00000011120
fgenesh2_pg.scaffold_652000021	ENSCAFP00000018940
fgenesh2_pg.scaffold_652000021	ENSCAFP00000009988
fgenesh2_pg.scaffold_652000021	ENSCAFP00000040505
fgenesh2_pg.scaffold_652000021	ENSCAFP00000024687
fgenesh2_pg.scaffold_652000021	ENSCAFP00000000446
fgenesh2_pg.scaffold_655000003	ENSCAFP00000012487
fgenesh2_pg.scaffold_655000007	ENSCAFP00000025941
fgenesh2_pg.scaffold_656000011	ENSCAFP00000036343
fgenesh2_pg.scaffold_657000004	ENSCAFP00000018872
fgenesh2_pg.scaffold_657000007	ENSCAFP00000037513
fgenesh2_pg.scaffold_657000008	ENSCAFP00000030750
fgenesh2_pg.scaffold_658000006	ENSCAFP00000025991
fgenesh2_pg.scaffold_658000014	ENSCAFP00000000395
fgenesh2_pg.scaffold_659000007	ENSCAFP00000041983
fgenesh2_pg.scaffold_659000007	ENSCAFP00000025347
fgenesh2_pg.scaffold_659000010	ENSCAFP00000024697
fgenesh2_pg.scaffold_660000001	ENSCAFP00000000270
fgenesh2_pg.scaffold_660000001	ENSCAFP00000036046
fgenesh2_pg.scaffold_660000007	ENSCAFP00000021342
fgenesh2_pg.scaffold_662000001	ENSCAFP00000000263
fgenesh2_pg.scaffold_670000003	ENSCAFP00000009640
fgenesh2_pg.scaffold_670000003	ENSCAFP00000014377
fgenesh2_pg.scaffold_671000010	ENSCAFP00000022572
fgenesh2_pg.scaffold_672000008	ENSCAFP00000027071
fgenesh2_pg.scaffold_674000002	ENSCAFP00000020348
fgenesh2_pg.scaffold_675000012	ENSCAFP00000015855
fgenesh2_pg.scaffold_675000019	ENSCAFP00000028511
fgenesh2_pg.scaffold_675000019	ENSCAFP00000021878
fgenesh2_pg.scaffold_676000004	ENSCAFP00000016930
fgenesh2_pg.scaffold_676000014	ENSCAFP00000031389
fgenesh2_pg.scaffold_677000013	ENSCAFP00000026934
fgenesh2_pg.scaffold_678000002	ENSCAFP00000015662
fgenesh2_pg.scaffold_678000012	ENSCAFP00000002881
fgenesh2_pg.scaffold_680000011	ENSCAFP00000031697
fgenesh2_pg.scaffold_681000003	ENSCAFP00000000383
fgenesh2_pg.scaffold_681000010	ENSCAFP00000030435
fgenesh2_pg.scaffold_681000011	ENSCAFP00000014136
fgenesh2_pg.scaffold_681000013	ENSCAFP00000015758
fgenesh2_pg.scaffold_683000010	ENSCAFP00000015301
fgenesh2_pg.scaffold_684000002	ENSCAFP00000029281
fgenesh2_pg.scaffold_684000006	ENSCAFP00000029252
fgenesh2_pg.scaffold_689000001	ENSCAFP00000034513
fgenesh2_pg.scaffold_690000004	ENSCAFP00000014526
fgenesh2_pg.scaffold_694000001	ENSCAFP00000029193
fgenesh2_pg.scaffold_695000022	ENSCAFP00000025335
fgenesh2_pg.scaffold_695000022	ENSCAFP00000040238
fgenesh2_pg.scaffold_696000002	ENSCAFP00000022304
fgenesh2_pg.scaffold_698000010	ENSCAFP00000009557
fgenesh2_pg.scaffold_698000011	ENSCAFP00000011952
fgenesh2_pg.scaffold_704000006	ENSCAFP00000001037
fgenesh2_pg.scaffold_705000001	ENSCAFP00000027031
fgenesh2_pg.scaffold_706000002	ENSCAFP00000029992
fgenesh2_pg.scaffold_707000006	ENSCAFP00000031654
fgenesh2_pg.scaffold_708000004	ENSCAFP00000039377
fgenesh2_pg.scaffold_709000007	ENSCAFP00000001232
fgenesh2_pg.scaffold_711000009	ENSCAFP00000002723
fgenesh2_pg.scaffold_711000017	ENSCAFP00000010750
fgenesh2_pg.scaffold_712000003	ENSCAFP00000008052
fgenesh2_pg.scaffold_712000013	ENSCAFP00000012363
fgenesh2_pg.scaffold_712000013	ENSCAFP00000041911
fgenesh2_pg.scaffold_712000013	ENSCAFP00000025015
fgenesh2_pg.scaffold_712000013	ENSCAFP00000021479
fgenesh2_pg.scaffold_713000012	ENSCAFP00000028732
fgenesh2_pg.scaffold_715000005	ENSCAFP00000017351
fgenesh2_pg.scaffold_715000015	ENSCAFP00000041611
fgenesh2_pg.scaffold_716000005	ENSCAFP00000020627
fgenesh2_pg.scaffold_718000006	ENSCAFP00000019180
fgenesh2_pg.scaffold_721000008	ENSCAFP00000014261
fgenesh2_pg.scaffold_723000005	ENSCAFP00000037582
fgenesh2_pg.scaffold_726000009	ENSCAFP00000042626
fgenesh2_pg.scaffold_727000001	ENSCAFP00000024798
fgenesh2_pg.scaffold_729000005	ENSCAFP00000028822
fgenesh2_pg.scaffold_729000005	ENSCAFP00000028999
fgenesh2_pg.scaffold_731000007	ENSCAFP00000039412
fgenesh2_pg.scaffold_732000007	ENSCAFP00000040370
fgenesh2_pg.scaffold_732000008	ENSCAFP00000017016
fgenesh2_pg.scaffold_735000005	ENSCAFP00000037113
fgenesh2_pg.scaffold_735000010	ENSCAFP00000023005
fgenesh2_pg.scaffold_740000010	ENSCAFP00000019095
fgenesh2_pg.scaffold_741000002	ENSCAFP00000028368
fgenesh2_pg.scaffold_742000002	ENSCAFP00000020843
fgenesh2_pg.scaffold_742000006	ENSCAFP00000036222
fgenesh2_pg.scaffold_744000002	ENSCAFP00000004843
fgenesh2_pg.scaffold_745000003	ENSCAFP00000001041
fgenesh2_pg.scaffold_747000008	ENSCAFP00000035554
fgenesh2_pg.scaffold_751000002	ENSCAFP00000012308
fgenesh2_pg.scaffold_753000006	ENSCAFP00000000752
fgenesh2_pg.scaffold_755000009	ENSCAFP00000015065
fgenesh2_pg.scaffold_755000011	ENSCAFP00000007031
fgenesh2_pg.scaffold_758000001	ENSCAFP00000015708
fgenesh2_pg.scaffold_758000003	ENSCAFP00000010977
fgenesh2_pg.scaffold_758000010	ENSCAFP00000042604
fgenesh2_pg.scaffold_758000022	ENSCAFP00000021897
fgenesh2_pg.scaffold_759000003	ENSCAFP00000006803
fgenesh2_pg.scaffold_760000004	ENSCAFP00000021512
fgenesh2_pg.scaffold_760000006	ENSCAFP00000038822
fgenesh2_pg.scaffold_761000004	ENSCAFP00000038481
fgenesh2_pg.scaffold_764000006	ENSCAFP00000021379
fgenesh2_pg.scaffold_765000006	ENSCAFP00000026035
fgenesh2_pg.scaffold_767000002	ENSCAFP00000001457
fgenesh2_pg.scaffold_767000011	ENSCAFP00000001383
fgenesh2_pg.scaffold_768000006	ENSCAFP00000019430
fgenesh2_pg.scaffold_773000010	ENSCAFP00000014518
fgenesh2_pg.scaffold_775000009	ENSCAFP00000034176
fgenesh2_pg.scaffold_776000008	ENSCAFP00000027833
fgenesh2_pg.scaffold_776000011	ENSCAFP00000005538
fgenesh2_pg.scaffold_778000003	ENSCAFP00000002622
fgenesh2_pg.scaffold_780000009	ENSCAFP00000020197
fgenesh2_pg.scaffold_780000018	ENSCAFP00000035930
fgenesh2_pg.scaffold_781000006	ENSCAFP00000027357
fgenesh2_pg.scaffold_782000011	ENSCAFP00000030292
fgenesh2_pg.scaffold_782000011	ENSCAFP00000020706
fgenesh2_pg.scaffold_783000003	ENSCAFP00000010340
fgenesh2_pg.scaffold_784000007	ENSCAFP00000017614
fgenesh2_pg.scaffold_786000007	ENSCAFP00000004305
fgenesh2_pg.scaffold_786000008	ENSCAFP00000000870
fgenesh2_pg.scaffold_787000001	ENSCAFP00000040657
fgenesh2_pg.scaffold_787000002	ENSCAFP00000022104
fgenesh2_pg.scaffold_792000016	ENSCAFP00000036573
fgenesh2_pg.scaffold_792000016	ENSCAFP00000016353
fgenesh2_pg.scaffold_793000006	ENSCAFP00000005427
fgenesh2_pg.scaffold_795000007	ENSCAFP00000008384
fgenesh2_pg.scaffold_797000003	ENSCAFP00000041339
fgenesh2_pg.scaffold_800000003	ENSCAFP00000007311
fgenesh2_pg.scaffold_800000003	ENSCAFP00000002737
fgenesh2_pg.scaffold_800000018	ENSCAFP00000026520
fgenesh2_pg.scaffold_802000003	ENSCAFP00000039082
fgenesh2_pg.scaffold_802000004	ENSCAFP00000023751
fgenesh2_pg.scaffold_803000003	ENSCAFP00000035576
fgenesh2_pg.scaffold_803000004	ENSCAFP00000023160
fgenesh2_pg.scaffold_803000008	ENSCAFP00000036342
fgenesh2_pg.scaffold_805000007	ENSCAFP00000007993
fgenesh2_pg.scaffold_805000007	ENSCAFP00000028358
fgenesh2_pg.scaffold_808000001	ENSCAFP00000003106
fgenesh2_pg.scaffold_808000003	ENSCAFP00000041753
fgenesh2_pg.scaffold_810000001	ENSCAFP00000030318
fgenesh2_pg.scaffold_810000006	ENSCAFP00000030578
fgenesh2_pg.scaffold_810000008	ENSCAFP00000014140
fgenesh2_pg.scaffold_811000009	ENSCAFP00000001884
fgenesh2_pg.scaffold_812000005	ENSCAFP00000016817
fgenesh2_pg.scaffold_813000008	ENSCAFP00000015343
fgenesh2_pg.scaffold_814000014	ENSCAFP00000015299
fgenesh2_pg.scaffold_816000007	ENSCAFP00000028566
fgenesh2_pg.scaffold_816000008	ENSCAFP00000021155
fgenesh2_pg.scaffold_817000015	ENSCAFP00000027313
fgenesh2_pg.scaffold_818000004	ENSCAFP00000004257
fgenesh2_pg.scaffold_821000004	ENSCAFP00000023080
fgenesh2_pg.scaffold_824000003	ENSCAFP00000000694
fgenesh2_pg.scaffold_824000005	ENSCAFP00000028973
fgenesh2_pg.scaffold_824000007	ENSCAFP00000030992
fgenesh2_pg.scaffold_839000004	ENSCAFP00000024492
fgenesh2_pg.scaffold_848000003	ENSCAFP00000028429
fgenesh2_pg.scaffold_853000002	ENSCAFP00000032768
fgenesh2_pg.scaffold_853000003	ENSCAFP00000004890
fgenesh2_pg.scaffold_853000009	ENSCAFP00000016596
fgenesh2_pg.scaffold_854000005	ENSCAFP00000021685
fgenesh2_pg.scaffold_869000003	ENSCAFP00000026498
fgenesh2_pg.scaffold_872000006	ENSCAFP00000002786
fgenesh2_pg.scaffold_873000002	ENSCAFP00000009418
fgenesh2_pg.scaffold_873000003	ENSCAFP00000003919
fgenesh2_pg.scaffold_876000003	ENSCAFP00000025478
fgenesh2_pg.scaffold_877000002	ENSCAFP00000011210
fgenesh2_pg.scaffold_877000007	ENSCAFP00000027914
fgenesh2_pg.scaffold_880000001	ENSCAFP00000042413
fgenesh2_pg.scaffold_880000002	ENSCAFP00000020946
fgenesh2_pg.scaffold_881000006	ENSCAFP00000019341
fgenesh2_pg.scaffold_881000006	ENSCAFP00000041704
fgenesh2_pg.scaffold_882000007	ENSCAFP00000031019
fgenesh2_pg.scaffold_884000004	ENSCAFP00000013956
fgenesh2_pg.scaffold_887000004	ENSCAFP00000031240
fgenesh2_pg.scaffold_895000012	ENSCAFP00000016629
fgenesh2_pg.scaffold_895000014	ENSCAFP00000002593
fgenesh2_pg.scaffold_896000004	ENSCAFP00000017428
fgenesh2_pg.scaffold_897000004	ENSCAFP00000033551
fgenesh2_pg.scaffold_898000002	ENSCAFP00000007208
fgenesh2_pg.scaffold_903000005	ENSCAFP00000038799
fgenesh2_pg.scaffold_905000006	ENSCAFP00000021696
fgenesh2_pg.scaffold_922000002	ENSCAFP00000041442
fgenesh2_pg.scaffold_937000005	ENSCAFP00000019771
fgenesh2_pg.scaffold_938000004	ENSCAFP00000041593
fgenesh2_pg.scaffold_945000008	ENSCAFP00000005896
fgenesh2_pg.scaffold_958000002	ENSCAFP00000010634
fgenesh2_pg.scaffold_960000001	ENSCAFP00000029470
fgenesh2_pg.scaffold_976000002	ENSCAFP00000017566
fgenesh2_pg.scaffold_980000005	ENSCAFP00000020449
fgenesh2_pg.scaffold_980000006	ENSCAFP00000020438
fgenesh2_pg.scaffold_984000003	ENSCAFP00000006723
fgenesh2_pg.scaffold_984000004	ENSCAFP00000036677
fgenesh2_pg.scaffold_985000001	ENSCAFP00000018952
fgenesh2_pg.scaffold_987000003	ENSCAFP00000019349
fgenesh2_pg.scaffold_992000001	ENSCAFP00000011596
fgenesh2_pg.scaffold_994000002	ENSCAFP00000023021
fgenesh2_pg.scaffold_995000003	ENSCAFP00000039926
fgenesh2_pg.scaffold_996000001	ENSCAFP00000008350
fgenesh2_pg.scaffold_1000000002	ENSCAFP00000001819
fgenesh2_pg.scaffold_1006000005	ENSCAFP00000012862
fgenesh2_pg.scaffold_1013000002	ENSCAFP00000013671
fgenesh2_pg.scaffold_1015000001	ENSCAFP00000022585
fgenesh2_pg.scaffold_1018000002	ENSCAFP00000035021
fgenesh2_pg.scaffold_1018000006	ENSCAFP00000025718
fgenesh2_pg.scaffold_1022000007	ENSCAFP00000012704
fgenesh2_pg.scaffold_1023000002	ENSCAFP00000012327
fgenesh2_pg.scaffold_1028000002	ENSCAFP00000005636
fgenesh2_pg.scaffold_1036000002	ENSCAFP00000002657
fgenesh2_pg.scaffold_1084000001	ENSCAFP00000039802
fgenesh2_pg.scaffold_1098000001	ENSCAFP00000021731
fgenesh2_pg.scaffold_1102000001	ENSCAFP00000038874
fgenesh2_pg.scaffold_1106000001	ENSCAFP00000038506
fgenesh2_pg.scaffold_1110000002	ENSCAFP00000004577
fgenesh2_pg.scaffold_1124000001	ENSCAFP00000036870
fgenesh2_pg.scaffold_1131000002	ENSCAFP00000037065
fgenesh2_pg.scaffold_1139000001	ENSCAFP00000007375
fgenesh2_pg.scaffold_1156000002	ENSCAFP00000043099
fgenesh2_pg.scaffold_1176000001	ENSCAFP00000025824
fgenesh2_pg.scaffold_1176000001	ENSCAFP00000017935
fgenesh2_pg.scaffold_1190000003	ENSCAFP00000031714
fgenesh2_pg.scaffold_1204000003	ENSCAFP00000011183
fgenesh2_pg.scaffold_1248000001	ENSCAFP00000016597
fgenesh2_pg.scaffold_1253000001	ENSCAFP00000025262
fgenesh2_pg.scaffold_1279000001	ENSCAFP00000019550
fgenesh2_pg.scaffold_1280000001	ENSCAFP00000025070
fgenesh2_pg.scaffold_1304000001	ENSCAFP00000037876
fgenesh2_pg.scaffold_1304000001	ENSCAFP00000002445
fgenesh2_pg.scaffold_1308000003	ENSCAFP00000014094
fgenesh2_pg.scaffold_1312000001	ENSCAFP00000020691
fgenesh2_pg.scaffold_1314000001	ENSCAFP00000005569
fgenesh2_pg.scaffold_1317000001	ENSCAFP00000014051
fgenesh2_pg.scaffold_1319000001	ENSCAFP00000039698
fgenesh2_pg.scaffold_1326000002	ENSCAFP00000036609
fgenesh2_pg.scaffold_1329000001	ENSCAFP00000007958
fgenesh2_pg.scaffold_1331000001	ENSCAFP00000000690
fgenesh2_pg.scaffold_1354000002	ENSCAFP00000010990
fgenesh2_pg.scaffold_1358000001	ENSCAFP00000026164
fgenesh2_pg.scaffold_1374000001	ENSCAFP00000025150
fgenesh2_pg.scaffold_1381000003	ENSCAFP00000021401
fgenesh2_pg.scaffold_1386000001	ENSCAFP00000032288
fgenesh2_pg.scaffold_1391000001	ENSCAFP00000037726
fgenesh2_pg.scaffold_1403000001	ENSCAFP00000041930
fgenesh2_pg.scaffold_1426000002	ENSCAFP00000019615
fgenesh2_pg.scaffold_1433000001	ENSCAFP00000010913
fgenesh2_pg.scaffold_1449000001	ENSCAFP00000003306
fgenesh2_pg.scaffold_1462000001	ENSCAFP00000023342
fgenesh2_pg.scaffold_1488000001	ENSCAFP00000032152
fgenesh2_pg.scaffold_1594000001	ENSCAFP00000039771
fgenesh2_pg.scaffold_1610000001	ENSCAFP00000008901
fgenesh2_pg.scaffold_1636000001	ENSCAFP00000005704
fgenesh2_pg.scaffold_1636000001	ENSCAFP00000016550
fgenesh2_pg.scaffold_1680000001	ENSCAFP00000020123
fgenesh2_pg.scaffold_1683000001	ENSCAFP00000037213
fgenesh2_pg.scaffold_1690000001	ENSCAFP00000013436
fgenesh2_pg.scaffold_1734000001	ENSCAFP00000038312
fgenesh2_pg.scaffold_1837000002	ENSCAFP00000027933
fgenesh2_pg.scaffold_1884000001	ENSCAFP00000033603
fgenesh2_pg.scaffold_1898000001	ENSCAFP00000026012
fgenesh2_pg.scaffold_1911000001	ENSCAFP00000031119
fgenesh2_pg.scaffold_1916000001	ENSCAFP00000029098
fgenesh2_pg.scaffold_1977000001	ENSCAFP00000008608
fgenesh2_pg.scaffold_1997000001	ENSCAFP00000021470
fgenesh2_pg.scaffold_2004000001	ENSCAFP00000000884
fgenesh2_pg.scaffold_2229000001	ENSCAFP00000020596
fgenesh2_pg.scaffold_2229000001	ENSCAFP00000043103
fgenesh2_pg.scaffold_2238000001	ENSCAFP00000021524
fgenesh2_pg.scaffold_2270000001	ENSCAFP00000016009
fgenesh2_pg.scaffold_2324000001	ENSCAFP00000000589
fgenesh2_pg.scaffold_2530000001	ENSCAFP00000040365
fgenesh2_pg.scaffold_2792000001	ENSCAFP00000018187
fgenesh2_pg.scaffold_2800000001	ENSCAFP00000011982
fgenesh2_pg.scaffold_2905000001	ENSCAFP00000034620
fgenesh2_pg.scaffold_2962000001	ENSCAFP00000004232
estExt_fgenesh2_pm.C_10013	ENSCAFP00000003471
estExt_fgenesh2_pm.C_10013	ENSCAFP00000026288
estExt_fgenesh2_pm.C_10048	ENSCAFP00000016204
estExt_fgenesh2_pm.C_20002	ENSCAFP00000034757
estExt_fgenesh2_pm.C_20027	ENSCAFP00000011616
estExt_fgenesh2_pm.C_20038	ENSCAFP00000008814
estExt_fgenesh2_pm.C_30005	ENSCAFP00000020520
estExt_fgenesh2_pm.C_40040	ENSCAFP00000025245
estExt_fgenesh2_pm.C_40040	ENSCAFP00000013904
estExt_fgenesh2_pm.C_40040	ENSCAFP00000009236
estExt_fgenesh2_pm.C_50053	ENSCAFP00000027277
estExt_fgenesh2_pm.C_60011	ENSCAFP00000011145
estExt_fgenesh2_pm.C_60012	ENSCAFP00000040002
estExt_fgenesh2_pm.C_60020	ENSCAFP00000002253
estExt_fgenesh2_pm.C_80008	ENSCAFP00000023738
estExt_fgenesh2_pm.C_80046	ENSCAFP00000022423
estExt_fgenesh2_pm.C_80046	ENSCAFP00000027540
estExt_fgenesh2_pm.C_90006	ENSCAFP00000039925
estExt_fgenesh2_pm.C_90006	ENSCAFP00000038666
estExt_fgenesh2_pm.C_90008	ENSCAFP00000016895
estExt_fgenesh2_pm.C_90018	ENSCAFP00000018450
estExt_fgenesh2_pm.C_90024	ENSCAFP00000013428
estExt_fgenesh2_pm.C_100022	ENSCAFP00000042627
estExt_fgenesh2_pm.C_110028	ENSCAFP00000015809
estExt_fgenesh2_pm.C_120013	ENSCAFP00000009594
estExt_fgenesh2_pm.C_140002	ENSCAFP00000025099
estExt_fgenesh2_pm.C_140002	ENSCAFP00000023812
estExt_fgenesh2_pm.C_140019	ENSCAFP00000006403
estExt_fgenesh2_pm.C_150008	ENSCAFP00000010183
estExt_fgenesh2_pm.C_160003	ENSCAFP00000003236
estExt_fgenesh2_pm.C_160020	ENSCAFP00000026411
estExt_fgenesh2_pm.C_170015	ENSCAFP00000007517
estExt_fgenesh2_pm.C_180005	ENSCAFP00000004183
estExt_fgenesh2_pm.C_200002	ENSCAFP00000023684
estExt_fgenesh2_pm.C_200002	ENSCAFP00000016288
estExt_fgenesh2_pm.C_200006	ENSCAFP00000028063
estExt_fgenesh2_pm.C_200006	ENSCAFP00000001479
estExt_fgenesh2_pm.C_200012	ENSCAFP00000015520
estExt_fgenesh2_pm.C_200012	ENSCAFP00000018660
estExt_fgenesh2_pm.C_200017	ENSCAFP00000029780
estExt_fgenesh2_pm.C_200017	ENSCAFP00000029533
estExt_fgenesh2_pm.C_200017	ENSCAFP00000038274
estExt_fgenesh2_pm.C_200017	ENSCAFP00000031069
estExt_fgenesh2_pm.C_200017	ENSCAFP00000027526
estExt_fgenesh2_pm.C_200018	ENSCAFP00000029881
estExt_fgenesh2_pm.C_200020	ENSCAFP00000029957
estExt_fgenesh2_pm.C_200029	ENSCAFP00000016038
estExt_fgenesh2_pm.C_200029	ENSCAFP00000022051
estExt_fgenesh2_pm.C_200029	ENSCAFP00000022042
estExt_fgenesh2_pm.C_210007	ENSCAFP00000006212
estExt_fgenesh2_pm.C_210009	ENSCAFP00000015498
estExt_fgenesh2_pm.C_210020	ENSCAFP00000029454
estExt_fgenesh2_pm.C_210021	ENSCAFP00000015188
estExt_fgenesh2_pm.C_210026	ENSCAFP00000040440
