SINCAM000004	ENSDARP00000101228
SINCAM000828	ENSDARP00000099067
SINCAM000828	ENSDARP00000085830
SINCAM000831	ENSDARP00000007548
SINCAM000831	ENSDARP00000040408
SINCAM000832	ENSDARP00000101295
SINCAM000832	ENSDARP00000129187
SINCAM000834	ENSDARP00000046839
SINCAM000835	ENSDARP00000055816
SINCAM000836	ENSDARP00000036150
SINCAM000836	ENSDARP00000097421
SINCAM000837	ENSDARP00000063051
SINCAM000837	ENSDARP00000057433
SINCAM000838	ENSDARP00000038867
SINCAM000840	ENSDARP00000105846
SINCAM000843	ENSDARP00000057761
SINCAM000846	ENSDARP00000063179
SINCAM000846	ENSDARP00000113983
SINCAM000847	ENSDARP00000103670
SINCAM000847	ENSDARP00000096817
SINCAM000849	ENSDARP00000041502
SINCAM000849	ENSDARP00000048398
SINCAM000852	ENSDARP00000124123
SINCAM000852	ENSDARP00000057599
SINCAM000854	ENSDARP00000107838
SINCAM000858	ENSDARP00000118500
SINCAM000861	ENSDARP00000020833
SINCAM000861	ENSDARP00000055566
SINCAM000864	ENSDARP00000091289
SINCAM000865	ENSDARP00000105471
SINCAM000866	ENSDARP00000110958
SINCAM000867	ENSDARP00000085503
SINCAM000867	ENSDARP00000098166
SINCAM000874	ENSDARP00000119812
SINCAM000876	ENSDARP00000101247
SINCAM000877	ENSDARP00000082236
SINCAM000877	ENSDARP00000126228
SINCAM000879	ENSDARP00000122341
SINCAM000879	ENSDARP00000109881
SINCAM000881	ENSDARP00000069164
SINCAM000881	ENSDARP00000050036
SINCAM000882	ENSDARP00000038141
SINCAM000882	ENSDARP00000022694
SINCAM000883	ENSDARP00000002893
SINCAM000883	ENSDARP00000012677
SINCAM000884	ENSDARP00000116341
SINCAM000889	ENSDARP00000007186
SINCAM000889	ENSDARP00000108062
SINCAM000891	ENSDARP00000105026
SINCAM000894	ENSDARP00000098956
SINCAM000895	ENSDARP00000010229
SINCAM000895	ENSDARP00000107043
SINCAM000896	ENSDARP00000013643
SINCAM000896	ENSDARP00000114770
SINCAM000897	ENSDARP00000092205
SINCAM000897	ENSDARP00000076558
SINCAM000899	ENSDARP00000071352
SINCAM000899	ENSDARP00000110310
SINCAM000901	ENSDARP00000105543
SINCAM000902	ENSDARP00000077749
SINCAM000902	ENSDARP00000077743
SINCAM000903	ENSDARP00000092008
SINCAM000905	ENSDARP00000050846
SINCAM000906	ENSDARP00000112425
SINCAM000906	ENSDARP00000110751
SINCAM000909	ENSDARP00000106911
SINCAM000909	ENSDARP00000104637
SINCAM000911	ENSDARP00000086983
SINCAM000911	ENSDARP00000106791
SINCAM000912	ENSDARP00000108379
SINCAM000913	ENSDARP00000000102
SINCAM000913	ENSDARP00000126919
SINCAM000914	ENSDARP00000076830
SINCAM000916	ENSDARP00000076812
SINCAM000916	ENSDARP00000105025
SINCAM000918	ENSDARP00000050527
SINCAM000918	ENSDARP00000073055
SINCAM000920	ENSDARP00000083382
SINCAM000921	ENSDARP00000101682
SINCAM000921	ENSDARP00000127419
SINCAM000922	ENSDARP00000005075
SINCAM000923	ENSDARP00000088129
SINCAM000927	ENSDARP00000047953
SINCAM000928	ENSDARP00000119119
SINCAM000928	ENSDARP00000035128
SINCAM000929	ENSDARP00000040307
SINCAM000929	ENSDARP00000011705
SINCAM000930	ENSDARP00000129592
SINCAM000930	ENSDARP00000070950
SINCAM000931	ENSDARP00000121598
SINCAM000934	ENSDARP00000050176
SINCAM000935	ENSDARP00000064788
SINCAM000935	ENSDARP00000045696
SINCAM000936	ENSDARP00000038835
SINCAM000936	ENSDARP00000107877
SINCAM000938	ENSDARP00000054204
SINCAM000939	ENSDARP00000109693
SINCAM000939	ENSDARP00000058173
SINCAM000940	ENSDARP00000109879
SINCAM000941	ENSDARP00000045252
SINCAM000943	ENSDARP00000089117
SINCAM000943	ENSDARP00000068184
SINCAM000944	ENSDARP00000011428
SINCAM000944	ENSDARP00000010419
SINCAM000945	ENSDARP00000035368
SINCAM000945	ENSDARP00000122972
SINCAM000948	ENSDARP00000121511
SINCAM000951	ENSDARP00000014182
SINCAM000951	ENSDARP00000124280
SINCAM000954	ENSDARP00000082444
SINCAM000955	ENSDARP00000110256
SINCAM000957	ENSDARP00000123466
SINCAM000957	ENSDARP00000052583
SINCAM000958	ENSDARP00000111416
SINCAM000960	ENSDARP00000077638
SINCAM000960	ENSDARP00000102224
SINCAM000962	ENSDARP00000050982
SINCAM000963	ENSDARP00000113798
SINCAM000963	ENSDARP00000100690
SINCAM000965	ENSDARP00000091082
SINCAM000965	ENSDARP00000068586
SINCAM000966	ENSDARP00000077608
SINCAM000966	ENSDARP00000125553
SINCAM000967	ENSDARP00000103927
SINCAM000967	ENSDARP00000119264
SINCAM000968	ENSDARP00000115873
SINCAM000969	ENSDARP00000009653
SINCAM000969	ENSDARP00000014071
SINCAM000971	ENSDARP00000080329
SINCAM000971	ENSDARP00000006510
SINCAM000972	ENSDARP00000009109
SINCAM000976	ENSDARP00000121899
SINCAM000976	ENSDARP00000079947
SINCAM000977	ENSDARP00000108943
SINCAM000979	ENSDARP00000020206
SINCAM000979	ENSDARP00000115784
SINCAM000981	ENSDARP00000118619
SINCAM000982	ENSDARP00000124867
SINCAM000984	ENSDARP00000105555
SINCAM000985	ENSDARP00000104113
SINCAM000986	ENSDARP00000114220
SINCAM000990	ENSDARP00000067629
SINCAM000991	ENSDARP00000122164
SINCAM000993	ENSDARP00000104486
SINCAM000999	ENSDARP00000097662
SINCAM001000	ENSDARP00000107646
SINCAM001000	ENSDARP00000041264
SINCAM001001	ENSDARP00000087011
SINCAM001001	ENSDARP00000123195
SINCAM001003	ENSDARP00000077038
SINCAM001005	ENSDARP00000126922
SINCAM001006	ENSDARP00000093277
SINCAM001006	ENSDARP00000097644
SINCAM001008	ENSDARP00000129223
SINCAM001009	ENSDARP00000088434
SINCAM001011	ENSDARP00000089171
SINCAM001011	ENSDARP00000074928
SINCAM001012	ENSDARP00000023608
SINCAM001013	ENSDARP00000076360
SINCAM001013	ENSDARP00000051773
SINCAM001014	ENSDARP00000107251
SINCAM001015	ENSDARP00000027246
SINCAM001015	ENSDARP00000105716
SINCAM001016	ENSDARP00000075634
SINCAM001017	ENSDARP00000106491
SINCAM001017	ENSDARP00000096455
SINCAM001020	ENSDARP00000104126
SINCAM001021	ENSDARP00000096458
SINCAM001021	ENSDARP00000010568
SINCAM001022	ENSDARP00000007006
SINCAM001023	ENSDARP00000124637
SINCAM001024	ENSDARP00000109375
SINCAM001025	ENSDARP00000125042
SINCAM001026	ENSDARP00000105004
SINCAM001027	ENSDARP00000089800
SINCAM001029	ENSDARP00000098475
SINCAM001030	ENSDARP00000004866
SINCAM001030	ENSDARP00000051312
SINCAM001032	ENSDARP00000106602
SINCAM001032	ENSDARP00000118066
SINCAM001033	ENSDARP00000105928
SINCAM001035	ENSDARP00000089478
SINCAM001037	ENSDARP00000078225
SINCAM001037	ENSDARP00000116694
SINCAM001039	ENSDARP00000060656
SINCAM001039	ENSDARP00000106674
SINCAM001042	ENSDARP00000128761
SINCAM001043	ENSDARP00000069405
SINCAM001043	ENSDARP00000117226
SINCAM001046	ENSDARP00000102663
SINCAM001046	ENSDARP00000122099
SINCAM001050	ENSDARP00000022134
SINCAM001051	ENSDARP00000057314
SINCAM001052	ENSDARP00000044410
SINCAM001052	ENSDARP00000020119
SINCAM001053	ENSDARP00000115910
SINCAM001054	ENSDARP00000098114
SINCAM001054	ENSDARP00000106320
SINCAM001055	ENSDARP00000097509
SINCAM001055	ENSDARP00000128104
SINCAM001056	ENSDARP00000077012
SINCAM001058	ENSDARP00000079806
SINCAM001059	ENSDARP00000079749
SINCAM001059	ENSDARP00000079739
SINCAM001060	ENSDARP00000066307
SINCAM001060	ENSDARP00000106595
SINCAM001062	ENSDARP00000110294
SINCAM001065	ENSDARP00000028837
SINCAM001065	ENSDARP00000011243
SINCAM001066	ENSDARP00000116711
SINCAM001067	ENSDARP00000051564
SINCAM001067	ENSDARP00000033498
SINCAM001070	ENSDARP00000022273
SINCAM001070	ENSDARP00000117816
SINCAM001073	ENSDARP00000065035
SINCAM001075	ENSDARP00000108190
SINCAM001076	ENSDARP00000107840
SINCAM001076	ENSDARP00000068009
SINCAM001077	ENSDARP00000101283
SINCAM001080	ENSDARP00000105240
SINCAM001083	ENSDARP00000069870
SINCAM001085	ENSDARP00000046430
SINCAM001086	ENSDARP00000112471
SINCAM001087	ENSDARP00000110907
SINCAM001089	ENSDARP00000126236
SINCAM001090	ENSDARP00000063166
SINCAM001090	ENSDARP00000053203
SINCAM001093	ENSDARP00000106209
SINCAM001096	ENSDARP00000067665
SINCAM001096	ENSDARP00000046688
SINCAM001098	ENSDARP00000007949
SINCAM001098	ENSDARP00000110111
SINCAM001099	ENSDARP00000085610
SINCAM001099	ENSDARP00000045890
SINCAM001103	ENSDARP00000107850
SINCAM001103	ENSDARP00000109382
SINCAM001104	ENSDARP00000056950
SINCAM001104	ENSDARP00000089655
SINCAM001105	ENSDARP00000069043
SINCAM001105	ENSDARP00000110724
SINCAM001107	ENSDARP00000044431
SINCAM001108	ENSDARP00000058626
SINCAM001109	ENSDARP00000055676
SINCAM001110	ENSDARP00000108452
SINCAM001110	ENSDARP00000099138
SINCAM001111	ENSDARP00000008668
SINCAM001111	ENSDARP00000104891
SINCAM001112	ENSDARP00000050965
SINCAM001113	ENSDARP00000127625
SINCAM001114	ENSDARP00000123496
SINCAM001114	ENSDARP00000014955
SINCAM001115	ENSDARP00000105722
SINCAM001117	ENSDARP00000061662
SINCAM001118	ENSDARP00000092347
SINCAM001118	ENSDARP00000116412
SINCAM001119	ENSDARP00000063157
SINCAM001119	ENSDARP00000032384
SINCAM001121	ENSDARP00000018031
SINCAM001121	ENSDARP00000123914
SINCAM001124	ENSDARP00000121240
SINCAM001129	ENSDARP00000011180
SINCAM001129	ENSDARP00000022709
SINCAM001132	ENSDARP00000017606
SINCAM001132	ENSDARP00000099822
SINCAM001135	ENSDARP00000051091
SINCAM001136	ENSDARP00000086671
SINCAM001136	ENSDARP00000114322
SINCAM001138	ENSDARP00000103712
SINCAM001138	ENSDARP00000115928
SINCAM001141	ENSDARP00000114134
SINCAM001142	ENSDARP00000004083
SINCAM001143	ENSDARP00000093185
SINCAM001144	ENSDARP00000120838
SINCAM001145	ENSDARP00000109526
SINCAM001146	ENSDARP00000077752
SINCAM001148	ENSDARP00000091573
SINCAM001149	ENSDARP00000050978
SINCAM001150	ENSDARP00000097628
SINCAM001150	ENSDARP00000080655
SINCAM001152	ENSDARP00000103683
SINCAM001159	ENSDARP00000069080
SINCAM001159	ENSDARP00000052306
SINCAM001161	ENSDARP00000105742
SINCAM001162	ENSDARP00000020853
SINCAM001163	ENSDARP00000038848
SINCAM001164	ENSDARP00000123396
SINCAM001164	ENSDARP00000010083
SINCAM001166	ENSDARP00000077664
SINCAM001170	ENSDARP00000072863
SINCAM001171	ENSDARP00000004735
SINCAM001172	ENSDARP00000123559
SINCAM001172	ENSDARP00000120120
SINCAM001173	ENSDARP00000120470
SINCAM001173	ENSDARP00000080662
SINCAM001174	ENSDARP00000062630
SINCAM001174	ENSDARP00000109404
SINCAM001175	ENSDARP00000089906
SINCAM001175	ENSDARP00000003376
SINCAM001177	ENSDARP00000003488
SINCAM001178	ENSDARP00000074483
SINCAM001178	ENSDARP00000097744
SINCAM001179	ENSDARP00000098980
SINCAM001180	ENSDARP00000058724
SINCAM001181	ENSDARP00000072020
SINCAM001181	ENSDARP00000043710
SINCAM001182	ENSDARP00000077785
SINCAM001182	ENSDARP00000076233
SINCAM001183	ENSDARP00000109889
SINCAM001183	ENSDARP00000086717
SINCAM001184	ENSDARP00000014124
SINCAM001186	ENSDARP00000089271
SINCAM001188	ENSDARP00000116918
SINCAM001189	ENSDARP00000113849
SINCAM001190	ENSDARP00000123346
SINCAM001190	ENSDARP00000122328
SINCAM001192	ENSDARP00000111806
SINCAM001192	ENSDARP00000104671
SINCAM001193	ENSDARP00000023819
SINCAM001193	ENSDARP00000071058
SINCAM001195	ENSDARP00000052028
SINCAM001195	ENSDARP00000067361
SINCAM001196	ENSDARP00000079577
SINCAM001196	ENSDARP00000128209
SINCAM001197	ENSDARP00000087205
SINCAM001198	ENSDARP00000097803
SINCAM001199	ENSDARP00000123892
SINCAM001201	ENSDARP00000062944
SINCAM001203	ENSDARP00000043340
SINCAM001204	ENSDARP00000119683
SINCAM001206	ENSDARP00000123268
SINCAM001206	ENSDARP00000005892
SINCAM001207	ENSDARP00000106434
SINCAM001208	ENSDARP00000107991
SINCAM001209	ENSDARP00000116715
SINCAM001209	ENSDARP00000010740
SINCAM001210	ENSDARP00000118742
SINCAM001210	ENSDARP00000075626
SINCAM001211	ENSDARP00000050270
SINCAM001211	ENSDARP00000051290
SINCAM001216	ENSDARP00000003036
SINCAM001217	ENSDARP00000107869
SINCAM001217	ENSDARP00000088237
SINCAM001219	ENSDARP00000088231
SINCAM001219	ENSDARP00000113031
SINCAM001220	ENSDARP00000101759
SINCAM001220	ENSDARP00000124594
SINCAM001221	ENSDARP00000112656
SINCAM001223	ENSDARP00000121737
SINCAM001224	ENSDARP00000078459
SINCAM001224	ENSDARP00000078354
SINCAM001227	ENSDARP00000090506
SINCAM001227	ENSDARP00000104375
SINCAM001229	ENSDARP00000056559
SINCAM001229	ENSDARP00000089118
SINCAM001230	ENSDARP00000056560
SINCAM001230	ENSDARP00000123790
SINCAM001231	ENSDARP00000037928
SINCAM001232	ENSDARP00000078815
SINCAM001233	ENSDARP00000059559
SINCAM001233	ENSDARP00000122168
SINCAM001234	ENSDARP00000087771
SINCAM001234	ENSDARP00000111299
SINCAM001235	ENSDARP00000107806
SINCAM001236	ENSDARP00000015517
SINCAM001236	ENSDARP00000122985
SINCAM001237	ENSDARP00000012019
SINCAM001239	ENSDARP00000053595
SINCAM001239	ENSDARP00000010772
SINCAM001240	ENSDARP00000058400
SINCAM001240	ENSDARP00000096572
SINCAM001242	ENSDARP00000040421
SINCAM001243	ENSDARP00000119835
SINCAM001246	ENSDARP00000045066
SINCAM001246	ENSDARP00000096573
SINCAM001247	ENSDARP00000096574
SINCAM001247	ENSDARP00000072194
SINCAM001248	ENSDARP00000081901
SINCAM001248	ENSDARP00000092110
SINCAM001249	ENSDARP00000030405
SINCAM001249	ENSDARP00000110969
SINCAM001250	ENSDARP00000093348
SINCAM001250	ENSDARP00000070464
SINCAM001251	ENSDARP00000087966
SINCAM001252	ENSDARP00000051002
SINCAM001255	ENSDARP00000063356
SINCAM001255	ENSDARP00000109380
SINCAM001256	ENSDARP00000068124
SINCAM001257	ENSDARP00000056212
SINCAM001257	ENSDARP00000056821
SINCAM001261	ENSDARP00000046273
SINCAM001262	ENSDARP00000107078
SINCAM001263	ENSDARP00000086480
SINCAM001263	ENSDARP00000127620
SINCAM001265	ENSDARP00000064209
SINCAM001266	ENSDARP00000064211
SINCAM001267	ENSDARP00000080008
SINCAM001267	ENSDARP00000029749
SINCAM001269	ENSDARP00000122613
SINCAM001269	ENSDARP00000074153
SINCAM001272	ENSDARP00000045294
SINCAM001273	ENSDARP00000117451
SINCAM001274	ENSDARP00000079812
SINCAM001274	ENSDARP00000079793
SINCAM001278	ENSDARP00000091479
SINCAM001281	ENSDARP00000013442
SINCAM001281	ENSDARP00000030741
SINCAM001283	ENSDARP00000109716
SINCAM001283	ENSDARP00000025106
SINCAM001286	ENSDARP00000092379
SINCAM001286	ENSDARP00000061757
SINCAM001287	ENSDARP00000101721
SINCAM001287	ENSDARP00000093637
SINCAM001288	ENSDARP00000110235
SINCAM001289	ENSDARP00000070461
SINCAM001289	ENSDARP00000122499
SINCAM001290	ENSDARP00000046044
SINCAM001290	ENSDARP00000063985
SINCAM001292	ENSDARP00000105958
SINCAM001292	ENSDARP00000123989
SINCAM001293	ENSDARP00000111199
SINCAM001294	ENSDARP00000041067
SINCAM001295	ENSDARP00000048497
SINCAM001295	ENSDARP00000026878
SINCAM001296	ENSDARP00000024380
SINCAM001296	ENSDARP00000084042
SINCAM001299	ENSDARP00000107280
SINCAM001303	ENSDARP00000011955
SINCAM001303	ENSDARP00000123903
SINCAM001305	ENSDARP00000026587
SINCAM001305	ENSDARP00000058488
SINCAM001306	ENSDARP00000115019
SINCAM001307	ENSDARP00000096188
SINCAM001309	ENSDARP00000121158
SINCAM001309	ENSDARP00000102048
SINCAM001310	ENSDARP00000088296
SINCAM001310	ENSDARP00000064965
SINCAM001311	ENSDARP00000088297
SINCAM001312	ENSDARP00000075227
SINCAM001312	ENSDARP00000116455
SINCAM001313	ENSDARP00000051054
SINCAM001315	ENSDARP00000122591
SINCAM001315	ENSDARP00000075218
SINCAM001317	ENSDARP00000125076
SINCAM001318	ENSDARP00000107979
SINCAM001318	ENSDARP00000118073
SINCAM001319	ENSDARP00000114988
SINCAM001319	ENSDARP00000052388
SINCAM001320	ENSDARP00000012903
SINCAM001320	ENSDARP00000020636
SINCAM001321	ENSDARP00000117915
SINCAM001321	ENSDARP00000110688
SINCAM001322	ENSDARP00000112689
SINCAM001323	ENSDARP00000117091
SINCAM001324	ENSDARP00000118840
SINCAM001324	ENSDARP00000111173
SINCAM001325	ENSDARP00000101885
SINCAM001325	ENSDARP00000088267
SINCAM001327	ENSDARP00000113579
SINCAM001327	ENSDARP00000100284
SINCAM001329	ENSDARP00000107707
SINCAM001329	ENSDARP00000083036
SINCAM001334	ENSDARP00000115536
SINCAM001336	ENSDARP00000112840
SINCAM001338	ENSDARP00000045478
SINCAM001338	ENSDARP00000075119
SINCAM001339	ENSDARP00000110567
SINCAM001342	ENSDARP00000092039
SINCAM001343	ENSDARP00000119261
SINCAM001344	ENSDARP00000022287
SINCAM001344	ENSDARP00000010052
SINCAM001347	ENSDARP00000078988
SINCAM001348	ENSDARP00000098798
SINCAM001348	ENSDARP00000095430
SINCAM001349	ENSDARP00000097913
SINCAM001352	ENSDARP00000124120
SINCAM001353	ENSDARP00000048920
SINCAM001353	ENSDARP00000119045
SINCAM001357	ENSDARP00000089645
SINCAM001357	ENSDARP00000034733
SINCAM001358	ENSDARP00000072597
SINCAM001358	ENSDARP00000076314
SINCAM001359	ENSDARP00000024846
SINCAM001359	ENSDARP00000113661
SINCAM001360	ENSDARP00000099646
SINCAM001362	ENSDARP00000077950
SINCAM001363	ENSDARP00000077729
SINCAM001365	ENSDARP00000076102
SINCAM001367	ENSDARP00000076116
SINCAM001367	ENSDARP00000129820
SINCAM001368	ENSDARP00000086448
SINCAM001369	ENSDARP00000120498
SINCAM001369	ENSDARP00000120289
SINCAM001370	ENSDARP00000092015
SINCAM001370	ENSDARP00000018463
SINCAM001371	ENSDARP00000030536
SINCAM001372	ENSDARP00000128148
SINCAM001374	ENSDARP00000096255
SINCAM001375	ENSDARP00000002156
SINCAM001375	ENSDARP00000007855
SINCAM001376	ENSDARP00000074880
SINCAM001376	ENSDARP00000121552
SINCAM001377	ENSDARP00000060634
SINCAM001381	ENSDARP00000114970
SINCAM001381	ENSDARP00000094033
SINCAM001382	ENSDARP00000121575
SINCAM001382	ENSDARP00000070155
SINCAM001385	ENSDARP00000074560
SINCAM001389	ENSDARP00000078551
SINCAM001389	ENSDARP00000106577
SINCAM001390	ENSDARP00000093080
SINCAM001393	ENSDARP00000063243
SINCAM001395	ENSDARP00000123084
SINCAM001396	ENSDARP00000120865
SINCAM001396	ENSDARP00000123366
SINCAM001398	ENSDARP00000093996
SINCAM001402	ENSDARP00000121524
SINCAM001403	ENSDARP00000099760
SINCAM001405	ENSDARP00000066622
SINCAM001406	ENSDARP00000072504
SINCAM001408	ENSDARP00000093519
SINCAM001409	ENSDARP00000114555
SINCAM001412	ENSDARP00000125623
SINCAM001412	ENSDARP00000059319
SINCAM001415	ENSDARP00000104440
SINCAM001415	ENSDARP00000117097
SINCAM001416	ENSDARP00000041370
SINCAM001417	ENSDARP00000109068
SINCAM001417	ENSDARP00000104656
SINCAM001419	ENSDARP00000090751
SINCAM001419	ENSDARP00000120222
SINCAM001420	ENSDARP00000066306
SINCAM001423	ENSDARP00000057512
SINCAM001424	ENSDARP00000109483
SINCAM001426	ENSDARP00000056766
SINCAM001429	ENSDARP00000119756
SINCAM001431	ENSDARP00000062417
SINCAM001431	ENSDARP00000120384
SINCAM001432	ENSDARP00000038195
SINCAM001433	ENSDARP00000024277
SINCAM001434	ENSDARP00000108736
SINCAM001436	ENSDARP00000104613
SINCAM001436	ENSDARP00000031455
SINCAM001437	ENSDARP00000111803
SINCAM001437	ENSDARP00000045373
SINCAM001439	ENSDARP00000039499
SINCAM001440	ENSDARP00000064900
SINCAM001441	ENSDARP00000122573
SINCAM001442	ENSDARP00000110537
SINCAM001443	ENSDARP00000119539
SINCAM001443	ENSDARP00000122460
SINCAM001446	ENSDARP00000067732
SINCAM001447	ENSDARP00000076392
SINCAM001448	ENSDARP00000032359
SINCAM001448	ENSDARP00000113012
SINCAM001453	ENSDARP00000049975
SINCAM001455	ENSDARP00000113381
SINCAM001457	ENSDARP00000127287
SINCAM001459	ENSDARP00000114963
SINCAM001459	ENSDARP00000110412
SINCAM001461	ENSDARP00000098046
SINCAM001461	ENSDARP00000041848
SINCAM001462	ENSDARP00000121903
SINCAM001463	ENSDARP00000089682
SINCAM001464	ENSDARP00000076977
SINCAM001465	ENSDARP00000099941
SINCAM001466	ENSDARP00000062984
SINCAM001466	ENSDARP00000058305
SINCAM001467	ENSDARP00000110400
SINCAM001468	ENSDARP00000058310
SINCAM001468	ENSDARP00000122950
SINCAM001469	ENSDARP00000076989
SINCAM001472	ENSDARP00000106672
SINCAM001474	ENSDARP00000109597
SINCAM001474	ENSDARP00000114485
SINCAM001477	ENSDARP00000116562
SINCAM001478	ENSDARP00000081295
SINCAM001478	ENSDARP00000117955
SINCAM001479	ENSDARP00000008063
SINCAM001479	ENSDARP00000118756
SINCAM001480	ENSDARP00000105575
SINCAM001483	ENSDARP00000106830
SINCAM001484	ENSDARP00000096160
SINCAM001488	ENSDARP00000005085
SINCAM001489	ENSDARP00000115750
SINCAM001489	ENSDARP00000126291
SINCAM001491	ENSDARP00000111506
SINCAM001492	ENSDARP00000020711
SINCAM001495	ENSDARP00000076519
SINCAM001500	ENSDARP00000098016
SINCAM001502	ENSDARP00000109043
SINCAM001502	ENSDARP00000113912
SINCAM001503	ENSDARP00000096387
SINCAM001503	ENSDARP00000056247
SINCAM001508	ENSDARP00000124126
SINCAM001511	ENSDARP00000104674
SINCAM001511	ENSDARP00000112097
SINCAM001513	ENSDARP00000055617
SINCAM001514	ENSDARP00000102358
SINCAM001515	ENSDARP00000091773
SINCAM001515	ENSDARP00000129278
SINCAM001516	ENSDARP00000108059
SINCAM001517	ENSDARP00000033361
SINCAM001518	ENSDARP00000087195
SINCAM001519	ENSDARP00000057020
SINCAM001519	ENSDARP00000117773
SINCAM001521	ENSDARP00000114519
SINCAM001521	ENSDARP00000122576
SINCAM001524	ENSDARP00000087023
SINCAM001525	ENSDARP00000116281
SINCAM001525	ENSDARP00000046126
SINCAM001527	ENSDARP00000099151
SINCAM001528	ENSDARP00000106671
SINCAM001529	ENSDARP00000113779
SINCAM001529	ENSDARP00000106038
SINCAM001530	ENSDARP00000118260
SINCAM001530	ENSDARP00000089964
SINCAM001532	ENSDARP00000009432
SINCAM001533	ENSDARP00000078505
SINCAM001533	ENSDARP00000113002
SINCAM001534	ENSDARP00000125090
SINCAM001534	ENSDARP00000056746
SINCAM001537	ENSDARP00000122404
SINCAM001538	ENSDARP00000052235
SINCAM001538	ENSDARP00000100110
SINCAM001540	ENSDARP00000111196
SINCAM001541	ENSDARP00000110841
SINCAM001541	ENSDARP00000108675
SINCAM001542	ENSDARP00000052221
SINCAM001542	ENSDARP00000075984
SINCAM001543	ENSDARP00000078525
SINCAM001545	ENSDARP00000057651
SINCAM001548	ENSDARP00000006534
SINCAM001550	ENSDARP00000057261
SINCAM001551	ENSDARP00000112139
SINCAM001551	ENSDARP00000051769
SINCAM001554	ENSDARP00000057262
SINCAM001555	ENSDARP00000029608
SINCAM001557	ENSDARP00000098742
SINCAM001558	ENSDARP00000117381
SINCAM001560	ENSDARP00000056644
SINCAM001560	ENSDARP00000034301
SINCAM001565	ENSDARP00000104293
SINCAM001566	ENSDARP00000104571
SINCAM001567	ENSDARP00000083775
SINCAM001570	ENSDARP00000114888
SINCAM001572	ENSDARP00000122260
SINCAM001572	ENSDARP00000107859
SINCAM001573	ENSDARP00000002061
SINCAM001573	ENSDARP00000092875
SINCAM001577	ENSDARP00000096546
SINCAM001579	ENSDARP00000101882
SINCAM001579	ENSDARP00000124545
SINCAM001580	ENSDARP00000121750
SINCAM001580	ENSDARP00000024226
SINCAM001581	ENSDARP00000105060
SINCAM001582	ENSDARP00000064832
SINCAM001582	ENSDARP00000064615
SINCAM001584	ENSDARP00000025094
SINCAM001584	ENSDARP00000101703
SINCAM001587	ENSDARP00000129271
SINCAM001587	ENSDARP00000127547
SINCAM001588	ENSDARP00000117778
SINCAM001592	ENSDARP00000040864
SINCAM001593	ENSDARP00000110879
SINCAM001594	ENSDARP00000117266
SINCAM001594	ENSDARP00000075696
SINCAM001596	ENSDARP00000072407
SINCAM001596	ENSDARP00000067634
SINCAM001597	ENSDARP00000104415
SINCAM001597	ENSDARP00000105486
SINCAM001601	ENSDARP00000127265
SINCAM001601	ENSDARP00000111544
SINCAM001602	ENSDARP00000022904
