ENSP00000001008	SINLEJ016677
ENSP00000231238	SINLEJ000590
ENSP00000231420	SINLEJ000034
ENSP00000231461	SINLEJ010875
ENSP00000231461	SINLEJ010876
ENSP00000231487	SINLEJ018421
ENSP00000231498	SINLEJ000205
ENSP00000231498	SINLEJ000200
ENSP00000231509	SINLEJ006294
ENSP00000231572	SINLEJ018132
ENSP00000231721	SINLEJ010174
ENSP00000231721	SINLEJ010173
ENSP00000231749	SINLEJ007376
ENSP00000231749	SINLEJ007377
ENSP00000231751	SINLEJ011804
ENSP00000231751	SINLEJ011803
ENSP00000231790	SINLEJ004608
ENSP00000231790	SINLEJ004607
ENSP00000231948	SINLEJ010104
ENSP00000231948	SINLEJ010103
ENSP00000232219	SINLEJ007694
ENSP00000232375	SINLEJ012383
ENSP00000232424	SINLEJ012108
ENSP00000232424	SINLEJ007809
ENSP00000232461	SINLEJ015806
ENSP00000232496	SINLEJ011343
ENSP00000232501	SINLEJ001748
ENSP00000232564	SINLEJ007777
ENSP00000232607	SINLEJ014365
ENSP00000232744	SINLEJ011402
ENSP00000232766	SINLEJ600195
ENSP00000232854	SINLEJ009532
ENSP00000232854	SINLEJ009531
ENSP00000232888	SINLEJ010185
ENSP00000232892	SINLEJ011787
ENSP00000232975	SINLEJ010291
ENSP00000233027	SINLEJ012346
ENSP00000233078	SINLEJ012897
ENSP00000233099	SINLEJ000876
ENSP00000233121	SINLEJ003117
ENSP00000233121	SINLEJ008631
ENSP00000233146	SINLEJ017176
ENSP00000233146	SINLEJ005211
ENSP00000233154	SINLEJ013428
ENSP00000233154	SINLEJ017189
ENSP00000233156	SINLEJ004735
ENSP00000233156	SINLEJ015536
ENSP00000233242	SINLEJ008583
ENSP00000233242	SINLEJ008582
ENSP00000233331	SINLEJ012044
ENSP00000233331	SINLEJ012043
ENSP00000233336	SINLEJ016218
ENSP00000233336	SINLEJ005162
ENSP00000233379	SINLEJ011931
ENSP00000233468	SINLEJ009834
ENSP00000233535	SINLEJ008317
ENSP00000233557	SINLEJ008255
ENSP00000233557	SINLEJ009647
ENSP00000233575	SINLEJ008686
ENSP00000233575	SINLEJ008260
ENSP00000233615	SINLEJ004270
ENSP00000233616	SINLEJ015043
ENSP00000233616	SINLEJ015042
ENSP00000233623	SINLEJ011962
ENSP00000233623	SINLEJ018610
ENSP00000233627	SINLEJ017356
ENSP00000233630	SINLEJ004395
ENSP00000233630	SINLEJ004398
ENSP00000233668	SINLEJ004318
ENSP00000233710	SINLEJ018994
ENSP00000233809	SINLEJ001653
ENSP00000233813	SINLEJ003501
ENSP00000233813	SINLEJ004621
ENSP00000233826	SINLEJ012070
ENSP00000233826	SINLEJ007917
ENSP00000233838	SINLEJ013969
ENSP00000233840	SINLEJ013376
ENSP00000233840	SINLEJ018618
ENSP00000233893	SINLEJ004885
ENSP00000233948	SINLEJ013868
ENSP00000233948	SINLEJ600086
ENSP00000233969	SINLEJ004203
ENSP00000233969	SINLEJ013498
ENSP00000234038	SINLEJ007855
ENSP00000234071	SINLEJ013433
ENSP00000234091	SINLEJ006707
ENSP00000234091	SINLEJ008392
ENSP00000234111	SINLEJ005443
ENSP00000234111	SINLEJ006880
ENSP00000234160	SINLEJ003280
ENSP00000234160	SINLEJ600097
ENSP00000234170	SINLEJ004999
ENSP00000234170	SINLEJ005000
ENSP00000234256	SINLEJ009841
ENSP00000234296	SINLEJ013947
ENSP00000234310	SINLEJ000836
ENSP00000234310	SINLEJ002048
ENSP00000234313	SINLEJ002110
ENSP00000234313	SINLEJ002111
ENSP00000234371	SINLEJ000016
ENSP00000234371	SINLEJ009998
ENSP00000234389	SINLEJ012460
ENSP00000234420	SINLEJ006040
ENSP00000234420	SINLEJ006041
ENSP00000234453	SINLEJ001287
ENSP00000234454	SINLEJ018419
ENSP00000234590	SINLEJ005461
ENSP00000234677	SINLEJ007404
ENSP00000234677	SINLEJ007405
ENSP00000234701	SINLEJ005725
ENSP00000234701	SINLEJ005727
ENSP00000234739	SINLEJ014622
ENSP00000234739	SINLEJ014621
ENSP00000234831	SINLEJ009887
ENSP00000235090	SINLEJ007603
ENSP00000235310	SINLEJ012450
ENSP00000235329	SINLEJ018777
ENSP00000235345	SINLEJ017031
ENSP00000235345	SINLEJ009945
ENSP00000235532	SINLEJ014124
ENSP00000235628	SINLEJ017584
ENSP00000235628	SINLEJ017158
ENSP00000235835	SINLEJ016853
ENSP00000236040	SINLEJ007753
ENSP00000236137	SINLEJ014841
ENSP00000236166	SINLEJ003178
ENSP00000236166	SINLEJ009382
ENSP00000236495	SINLEJ000319
ENSP00000236495	SINLEJ000322
ENSP00000236671	SINLEJ017375
ENSP00000236671	SINLEJ002702
ENSP00000236959	SINLEJ010482
ENSP00000236980	SINLEJ600119
ENSP00000237014	SINLEJ011107
ENSP00000237172	SINLEJ012632
ENSP00000237172	SINLEJ012631
ENSP00000237264	SINLEJ008544
ENSP00000237281	SINLEJ012612
ENSP00000237281	SINLEJ013604
ENSP00000237283	SINLEJ017824
ENSP00000237289	SINLEJ015082
ENSP00000237455	SINLEJ000972
ENSP00000237455	SINLEJ000973
ENSP00000237530	SINLEJ015249
ENSP00000237530	SINLEJ006887
ENSP00000237536	SINLEJ017885
ENSP00000237596	SINLEJ012950
ENSP00000237596	SINLEJ012949
ENSP00000237612	SINLEJ006530
ENSP00000237612	SINLEJ010593
ENSP00000237654	SINLEJ007038
ENSP00000237822	SINLEJ006815
ENSP00000237837	SINLEJ002794
ENSP00000237853	SINLEJ010826
ENSP00000237853	SINLEJ003944
ENSP00000237889	SINLEJ600331
ENSP00000237937	SINLEJ000528
ENSP00000238018	SINLEJ012935
ENSP00000238112	SINLEJ008676
ENSP00000238112	SINLEJ008674
ENSP00000238146	SINLEJ011626
ENSP00000238256	SINLEJ018156
ENSP00000238379	SINLEJ017681
ENSP00000238497	SINLEJ011154
ENSP00000238508	SINLEJ016391
ENSP00000238558	SINLEJ019114
ENSP00000238558	SINLEJ016708
ENSP00000238561	SINLEJ000704
ENSP00000238561	SINLEJ000703
ENSP00000238616	SINLEJ000848
ENSP00000238628	SINLEJ016992
ENSP00000238647	SINLEJ000714
ENSP00000238647	SINLEJ014467
ENSP00000238682	SINLEJ016995
ENSP00000238682	SINLEJ017256
ENSP00000238714	SINLEJ002188
ENSP00000238738	SINLEJ001031
ENSP00000238788	SINLEJ008632
ENSP00000238789	SINLEJ008597
ENSP00000238823	SINLEJ000883
ENSP00000238823	SINLEJ001977
ENSP00000238831	SINLEJ001835
ENSP00000238855	SINLEJ002170
ENSP00000238875	SINLEJ014524
ENSP00000238936	SINLEJ004474
ENSP00000238936	SINLEJ005371
ENSP00000238994	SINLEJ019325
ENSP00000238994	SINLEJ004508
ENSP00000239027	SINLEJ010678
ENSP00000239027	SINLEJ015448
ENSP00000239032	SINLEJ004465
ENSP00000239032	SINLEJ011888
ENSP00000239144	SINLEJ001603
ENSP00000239144	SINLEJ600491
ENSP00000239151	SINLEJ004823
ENSP00000239374	SINLEJ005091
ENSP00000239374	SINLEJ005090
ENSP00000239462	SINLEJ001216
ENSP00000239690	SINLEJ013113
ENSP00000239690	SINLEJ013112
ENSP00000239830	SINLEJ007291
ENSP00000239891	SINLEJ017725
ENSP00000239938	SINLEJ011990
ENSP00000239938	SINLEJ004525
ENSP00000240055	SINLEJ009545
ENSP00000240079	SINLEJ007545
ENSP00000240093	SINLEJ008300
ENSP00000240093	SINLEJ008296
ENSP00000240100	SINLEJ015178
ENSP00000240100	SINLEJ004539
ENSP00000240185	SINLEJ012223
ENSP00000240185	SINLEJ007765
ENSP00000240285	SINLEJ005512
ENSP00000240285	SINLEJ008572
ENSP00000240306	SINLEJ014131
ENSP00000240316	SINLEJ012587
ENSP00000240328	SINLEJ003552
ENSP00000240328	SINLEJ011494
ENSP00000240333	SINLEJ013782
ENSP00000240333	SINLEJ001492
ENSP00000240423	SINLEJ015192
ENSP00000240488	SINLEJ006374
ENSP00000240587	SINLEJ018098
ENSP00000240587	SINLEJ009199
ENSP00000240617	SINLEJ015635
ENSP00000240617	SINLEJ011077
ENSP00000240651	SINLEJ002698
ENSP00000240662	SINLEJ017376
ENSP00000240874	SINLEJ001659
ENSP00000240874	SINLEJ003519
ENSP00000240922	SINLEJ014599
ENSP00000240922	SINLEJ018277
ENSP00000240986	SINLEJ016898
ENSP00000240986	SINLEJ600409
ENSP00000241014	SINLEJ008077
ENSP00000241014	SINLEJ007555
ENSP00000241041	SINLEJ014665
ENSP00000241051	SINLEJ007530
ENSP00000241052	SINLEJ016124
ENSP00000241125	SINLEJ015971
ENSP00000241125	SINLEJ012663
ENSP00000241256	SINLEJ014832
ENSP00000241256	SINLEJ011821
ENSP00000241261	SINLEJ017649
ENSP00000241305	SINLEJ004427
ENSP00000241305	SINLEJ004426
ENSP00000241312	SINLEJ006688
ENSP00000241312	SINLEJ006691
ENSP00000241416	SINLEJ015328
ENSP00000241436	SINLEJ010753
ENSP00000241463	SINLEJ007003
ENSP00000242057	SINLEJ003449
ENSP00000242057	SINLEJ600463
ENSP00000242067	SINLEJ003179
ENSP00000242108	SINLEJ008692
ENSP00000242108	SINLEJ009283
ENSP00000242159	SINLEJ001605
ENSP00000242159	SINLEJ003307
ENSP00000242210	SINLEJ003200
ENSP00000242210	SINLEJ600419
ENSP00000242249	SINLEJ001311
ENSP00000242285	SINLEJ018803
ENSP00000242317	SINLEJ003934
ENSP00000242317	SINLEJ003935
ENSP00000242505	SINLEJ010675
ENSP00000242592	SINLEJ003590
ENSP00000242592	SINLEJ014972
ENSP00000242719	SINLEJ010031
ENSP00000242729	SINLEJ010192
ENSP00000242786	SINLEJ016249
ENSP00000242819	SINLEJ014520
ENSP00000242839	SINLEJ017399
ENSP00000242839	SINLEJ006140
ENSP00000243077	SINLEJ015323
ENSP00000243077	SINLEJ003219
ENSP00000243108	SINLEJ001606
ENSP00000243167	SINLEJ009917
ENSP00000243253	SINLEJ010146
ENSP00000243326	SINLEJ600056
ENSP00000243326	SINLEJ600055
ENSP00000243344	SINLEJ001405
ENSP00000243347	SINLEJ003368
ENSP00000243347	SINLEJ004626
ENSP00000243389	SINLEJ012895
ENSP00000243457	SINLEJ005313
ENSP00000243563	SINLEJ018040
ENSP00000243673	SINLEJ014837
ENSP00000243673	SINLEJ014839
ENSP00000243911	SINLEJ015832
ENSP00000243924	SINLEJ010711
ENSP00000243938	SINLEJ015887
ENSP00000243938	SINLEJ010713
ENSP00000244020	SINLEJ005499
ENSP00000244040	SINLEJ005482
ENSP00000244043	SINLEJ006893
ENSP00000244050	SINLEJ013952
ENSP00000244051	SINLEJ001896
ENSP00000244061	SINLEJ013104
ENSP00000244137	SINLEJ018905
ENSP00000244137	SINLEJ018906
ENSP00000244217	SINLEJ017864
ENSP00000244217	SINLEJ018539
ENSP00000244221	SINLEJ004381
ENSP00000244230	SINLEJ012954
ENSP00000244241	SINLEJ014067
ENSP00000244364	SINLEJ009727
ENSP00000244364	SINLEJ009721
ENSP00000244426	SINLEJ015281
ENSP00000244426	SINLEJ006919
ENSP00000244496	SINLEJ000996
ENSP00000244519	SINLEJ015515
ENSP00000244519	SINLEJ016607
ENSP00000244571	SINLEJ017296
ENSP00000244625	SINLEJ014490
ENSP00000244711	SINLEJ012144
ENSP00000244728	SINLEJ008591
ENSP00000244728	SINLEJ016366
ENSP00000244745	SINLEJ006706
ENSP00000244745	SINLEJ012024
ENSP00000244763	SINLEJ013044
ENSP00000245046	SINLEJ010095
ENSP00000245105	SINLEJ004440
ENSP00000245121	SINLEJ000464
ENSP00000245121	SINLEJ000465
ENSP00000245157	SINLEJ013000
ENSP00000245206	SINLEJ008809
ENSP00000245206	SINLEJ008808
ENSP00000245222	SINLEJ014720
ENSP00000245255	SINLEJ008307
ENSP00000245255	SINLEJ019262
ENSP00000245312	SINLEJ006345
ENSP00000245312	SINLEJ014667
ENSP00000245323	SINLEJ019465
ENSP00000245414	SINLEJ015548
ENSP00000245451	SINLEJ002192
ENSP00000245457	SINLEJ001869
ENSP00000245479	SINLEJ002873
ENSP00000245479	SINLEJ009013
ENSP00000245503	SINLEJ011149
ENSP00000245503	SINLEJ009096
ENSP00000245539	SINLEJ005345
ENSP00000245541	SINLEJ015622
ENSP00000245544	SINLEJ014679
ENSP00000245544	SINLEJ014678
ENSP00000245615	SINLEJ010947
ENSP00000245663	SINLEJ016967
ENSP00000245663	SINLEJ016966
ENSP00000245680	SINLEJ004687
ENSP00000245680	SINLEJ600387
ENSP00000245787	SINLEJ600395
ENSP00000245787	SINLEJ014544
ENSP00000245812	SINLEJ009916
ENSP00000245816	SINLEJ012547
ENSP00000245816	SINLEJ012548
ENSP00000245838	SINLEJ006997
ENSP00000245907	SINLEJ009390
ENSP00000245907	SINLEJ009388
ENSP00000245934	SINLEJ017259
ENSP00000245957	SINLEJ002119
ENSP00000245960	SINLEJ011899
ENSP00000245983	SINLEJ015142
ENSP00000246006	SINLEJ004955
ENSP00000246006	SINLEJ014513
ENSP00000246041	SINLEJ004405
ENSP00000246062	SINLEJ009762
ENSP00000246070	SINLEJ001950
ENSP00000246071	SINLEJ018212
ENSP00000246081	SINLEJ004978
ENSP00000246081	SINLEJ004976
ENSP00000246104	SINLEJ011152
ENSP00000246117	SINLEJ014311
ENSP00000246117	SINLEJ014291
ENSP00000246151	SINLEJ005852
ENSP00000246166	SINLEJ014441
ENSP00000246186	SINLEJ008804
ENSP00000246337	SINLEJ017013
ENSP00000246505	SINLEJ013332
ENSP00000246554	SINLEJ005274
ENSP00000246635	SINLEJ014390
ENSP00000246662	SINLEJ016498
ENSP00000246672	SINLEJ600047
ENSP00000246747	SINLEJ000662
ENSP00000246747	SINLEJ000659
ENSP00000246802	SINLEJ017077
ENSP00000246841	SINLEJ014673
ENSP00000246868	SINLEJ019019
ENSP00000246912	SINLEJ600247
ENSP00000246949	SINLEJ010949
ENSP00000247001	SINLEJ000382
ENSP00000247001	SINLEJ000383
ENSP00000247003	SINLEJ004135
ENSP00000247005	SINLEJ001094
ENSP00000247138	SINLEJ012376
ENSP00000247153	SINLEJ010152
ENSP00000247161	SINLEJ012364
ENSP00000247161	SINLEJ007202
ENSP00000247178	SINLEJ001741
ENSP00000247182	SINLEJ005028
ENSP00000247182	SINLEJ005027
ENSP00000247194	SINLEJ000846
ENSP00000247225	SINLEJ001036
ENSP00000247461	SINLEJ017107
ENSP00000247461	SINLEJ007077
ENSP00000247665	SINLEJ011865
ENSP00000247668	SINLEJ016694
ENSP00000247706	SINLEJ003973
ENSP00000247843	SINLEJ017239
ENSP00000247933	SINLEJ004477
ENSP00000247933	SINLEJ004480
ENSP00000247970	SINLEJ005622
ENSP00000247970	SINLEJ019214
ENSP00000247977	SINLEJ013702
ENSP00000247986	SINLEJ007760
ENSP00000248071	SINLEJ012523
ENSP00000248071	SINLEJ017309
ENSP00000248073	SINLEJ011693
ENSP00000248073	SINLEJ011704
ENSP00000248089	SINLEJ003649
ENSP00000248098	SINLEJ005335
ENSP00000248114	SINLEJ002891
ENSP00000248121	SINLEJ009006
ENSP00000248121	SINLEJ010946
ENSP00000248150	SINLEJ010983
ENSP00000248306	SINLEJ016176
ENSP00000248342	SINLEJ017187
ENSP00000248342	SINLEJ005195
ENSP00000248384	SINLEJ012121
ENSP00000248437	SINLEJ013844
ENSP00000248444	SINLEJ001472
ENSP00000248444	SINLEJ010399
ENSP00000248450	SINLEJ010439
ENSP00000248553	SINLEJ018785
ENSP00000248553	SINLEJ018060
ENSP00000248566	SINLEJ007756
ENSP00000248594	SINLEJ012414
ENSP00000248594	SINLEJ015807
ENSP00000248598	SINLEJ010139
ENSP00000248598	SINLEJ011376
ENSP00000248600	SINLEJ017363
ENSP00000248633	SINLEJ004648
ENSP00000248643	SINLEJ004747
ENSP00000248668	SINLEJ000847
ENSP00000248706	SINLEJ007638
ENSP00000248846	SINLEJ009561
ENSP00000248846	SINLEJ009562
ENSP00000248929	SINLEJ002897
ENSP00000248929	SINLEJ002898
ENSP00000248935	SINLEJ017841
ENSP00000248935	SINLEJ015352
ENSP00000249007	SINLEJ016511
ENSP00000249014	SINLEJ003134
ENSP00000249016	SINLEJ008976
ENSP00000249016	SINLEJ010921
ENSP00000249071	SINLEJ002881
ENSP00000249071	SINLEJ012186
ENSP00000249269	SINLEJ011372
ENSP00000249269	SINLEJ011371
ENSP00000249356	SINLEJ017173
ENSP00000249363	SINLEJ019089
ENSP00000249363	SINLEJ007601
ENSP00000249373	SINLEJ004225
ENSP00000249389	SINLEJ007597
ENSP00000249396	SINLEJ005149
ENSP00000249396	SINLEJ016205
ENSP00000249442	SINLEJ001609
ENSP00000249499	SINLEJ003305
ENSP00000249501	SINLEJ003304
ENSP00000249636	SINLEJ000466
ENSP00000249636	SINLEJ010898
ENSP00000249647	SINLEJ006058
ENSP00000249750	SINLEJ010722
ENSP00000249750	SINLEJ000539
ENSP00000249923	SINLEJ002966
ENSP00000249923	SINLEJ002965
ENSP00000250003	SINLEJ016147
ENSP00000250018	SINLEJ013232
ENSP00000250101	SINLEJ011625
ENSP00000250111	SINLEJ013324
ENSP00000250111	SINLEJ008174
ENSP00000250113	SINLEJ014842
ENSP00000250124	SINLEJ013974
ENSP00000250156	SINLEJ011518
ENSP00000250160	SINLEJ006749
ENSP00000250160	SINLEJ017038
ENSP00000250173	SINLEJ005472
ENSP00000250237	SINLEJ012055
ENSP00000250244	SINLEJ000373
ENSP00000250405	SINLEJ011102
ENSP00000250416	SINLEJ009276
ENSP00000250416	SINLEJ007346
ENSP00000250448	SINLEJ002129
ENSP00000250448	SINLEJ000654
ENSP00000250454	SINLEJ014509
ENSP00000250454	SINLEJ008209
ENSP00000250498	SINLEJ009273
ENSP00000250535	SINLEJ004113
ENSP00000250559	SINLEJ011298
ENSP00000250615	SINLEJ016668
ENSP00000250617	SINLEJ013337
ENSP00000250894	SINLEJ005247
ENSP00000250894	SINLEJ005252
ENSP00000250896	SINLEJ009668
ENSP00000250896	SINLEJ012532
ENSP00000250974	SINLEJ012190
ENSP00000251020	SINLEJ011148
ENSP00000251020	SINLEJ009191
ENSP00000251047	SINLEJ016410
ENSP00000251047	SINLEJ600506
ENSP00000251102	SINLEJ013976
ENSP00000251102	SINLEJ008807
ENSP00000251119	SINLEJ001904
ENSP00000251119	SINLEJ001906
ENSP00000251127	SINLEJ019234
ENSP00000251166	SINLEJ009127
ENSP00000251287	SINLEJ012825
ENSP00000251287	SINLEJ012827
ENSP00000251289	SINLEJ000212
ENSP00000251303	SINLEJ015855
ENSP00000251303	SINLEJ015856
ENSP00000251337	SINLEJ012269
ENSP00000251413	SINLEJ600253
ENSP00000251453	SINLEJ008184
ENSP00000251472	SINLEJ010032
ENSP00000251507	SINLEJ014048
ENSP00000251527	SINLEJ015298
ENSP00000251527	SINLEJ015297
ENSP00000251535	SINLEJ011735
ENSP00000251535	SINLEJ011737
ENSP00000251588	SINLEJ002925
ENSP00000251607	SINLEJ011435
ENSP00000251607	SINLEJ011436
ENSP00000251636	SINLEJ000191
ENSP00000251636	SINLEJ000188
ENSP00000251691	SINLEJ017625
ENSP00000251691	SINLEJ013514
ENSP00000251775	SINLEJ013632
ENSP00000251808	SINLEJ006909
ENSP00000251808	SINLEJ015272
ENSP00000251864	SINLEJ011956
ENSP00000251871	SINLEJ013364
ENSP00000251968	SINLEJ013271
ENSP00000251968	SINLEJ002892
ENSP00000251993	SINLEJ007521
ENSP00000251993	SINLEJ007522
ENSP00000252011	SINLEJ011141
ENSP00000252015	SINLEJ012999
ENSP00000252032	SINLEJ004327
ENSP00000252032	SINLEJ004326
ENSP00000252037	SINLEJ011532
ENSP00000252050	SINLEJ002033
ENSP00000252050	SINLEJ017147
ENSP00000252087	SINLEJ019391
ENSP00000252102	SINLEJ005434
ENSP00000252115	SINLEJ002865
ENSP00000252244	SINLEJ001571
ENSP00000252245	SINLEJ004712
ENSP00000252318	SINLEJ015759
ENSP00000252321	SINLEJ007869
ENSP00000252455	SINLEJ010027
ENSP00000252455	SINLEJ010026
ENSP00000252512	SINLEJ004388
ENSP00000252512	SINLEJ004385
ENSP00000252542	SINLEJ010844
ENSP00000252595	SINLEJ018286
ENSP00000252599	SINLEJ005720
ENSP00000252599	SINLEJ000912
ENSP00000252603	SINLEJ005804
ENSP00000252622	SINLEJ012924
ENSP00000252622	SINLEJ016428
ENSP00000252655	SINLEJ015118
ENSP00000252674	SINLEJ015906
ENSP00000252699	SINLEJ005856
ENSP00000252699	SINLEJ005855
ENSP00000252711	SINLEJ007189
ENSP00000252711	SINLEJ001632
ENSP00000252744	SINLEJ009919
ENSP00000252744	SINLEJ017011
ENSP00000252797	SINLEJ016101
ENSP00000252804	SINLEJ006762
ENSP00000252804	SINLEJ009714
ENSP00000252809	SINLEJ017014
ENSP00000252818	SINLEJ012566
ENSP00000252854	SINLEJ014408
ENSP00000252891	SINLEJ001104
ENSP00000252891	SINLEJ002100
ENSP00000252934	SINLEJ013678
ENSP00000252934	SINLEJ013677
ENSP00000252992	SINLEJ017939
ENSP00000252992	SINLEJ013534
ENSP00000252996	SINLEJ013050
ENSP00000252999	SINLEJ009660
ENSP00000252999	SINLEJ008484
ENSP00000253003	SINLEJ013990
ENSP00000253003	SINLEJ013991
ENSP00000253008	SINLEJ014336
ENSP00000253008	SINLEJ014335
ENSP00000253023	SINLEJ008117
ENSP00000253039	SINLEJ012694
ENSP00000253047	SINLEJ000642
ENSP00000253047	SINLEJ000763
ENSP00000253048	SINLEJ014485
ENSP00000253048	SINLEJ014484
ENSP00000253055	SINLEJ005847
ENSP00000253099	SINLEJ001854
ENSP00000253108	SINLEJ018290
ENSP00000253110	SINLEJ005805
ENSP00000253122	SINLEJ015817
ENSP00000253122	SINLEJ011489
ENSP00000253159	SINLEJ009196
ENSP00000253159	SINLEJ009192
ENSP00000253233	SINLEJ003560
ENSP00000253237	SINLEJ010962
ENSP00000253247	SINLEJ008965
ENSP00000253255	SINLEJ014556
ENSP00000253255	SINLEJ008682
ENSP00000253363	SINLEJ008889
ENSP00000253363	SINLEJ016336
ENSP00000253382	SINLEJ008652
ENSP00000253382	SINLEJ005509
ENSP00000253413	SINLEJ002717
ENSP00000253413	SINLEJ013286
ENSP00000253457	SINLEJ009358
ENSP00000253669	SINLEJ011826
ENSP00000253686	SINLEJ012368
ENSP00000253693	SINLEJ600012
ENSP00000253693	SINLEJ600013
ENSP00000253699	SINLEJ012370
ENSP00000253699	SINLEJ012369
ENSP00000253778	SINLEJ010685
ENSP00000253778	SINLEJ015443
ENSP00000253792	SINLEJ600280
ENSP00000253792	SINLEJ003396
ENSP00000253794	SINLEJ013888
ENSP00000253801	SINLEJ017461
ENSP00000253861	SINLEJ009593
ENSP00000253861	SINLEJ009595
ENSP00000253925	SINLEJ008110
ENSP00000253925	SINLEJ007654
ENSP00000253968	SINLEJ007275
ENSP00000254029	SINLEJ011684
ENSP00000254029	SINLEJ011683
ENSP00000254037	SINLEJ014201
ENSP00000254066	SINLEJ001283
ENSP00000254066	SINLEJ010325
ENSP00000254090	SINLEJ005641
ENSP00000254190	SINLEJ014257
ENSP00000254190	SINLEJ016427
ENSP00000254227	SINLEJ013504
ENSP00000254260	SINLEJ008908
ENSP00000254260	SINLEJ016315
ENSP00000254286	SINLEJ002152
ENSP00000254301	SINLEJ014525
ENSP00000254301	SINLEJ000757
ENSP00000254323	SINLEJ009921
ENSP00000254337	SINLEJ000364
ENSP00000254436	SINLEJ008937
ENSP00000254436	SINLEJ015968
ENSP00000254442	SINLEJ000054
ENSP00000254442	SINLEJ000053
ENSP00000254457	SINLEJ016406
ENSP00000254466	SINLEJ003672
ENSP00000254488	SINLEJ007287
ENSP00000254488	SINLEJ007288
ENSP00000254508	SINLEJ015698
ENSP00000254508	SINLEJ015700
ENSP00000254521	SINLEJ016117
ENSP00000254528	SINLEJ008587
ENSP00000254528	SINLEJ008586
ENSP00000254579	SINLEJ600136
ENSP00000254579	SINLEJ600135
ENSP00000254584	SINLEJ006346
ENSP00000254584	SINLEJ007127
ENSP00000254605	SINLEJ007123
ENSP00000254624	SINLEJ009761
ENSP00000254624	SINLEJ009760
ENSP00000254661	SINLEJ004847
ENSP00000254663	SINLEJ006126
ENSP00000254667	SINLEJ015143
ENSP00000254691	SINLEJ018975
ENSP00000254691	SINLEJ018194
ENSP00000254695	SINLEJ007723
ENSP00000254719	SINLEJ011637
ENSP00000254719	SINLEJ011638
ENSP00000254722	SINLEJ016390
ENSP00000254730	SINLEJ010143
ENSP00000254730	SINLEJ010144
ENSP00000254742	SINLEJ007322
ENSP00000254759	SINLEJ016094
ENSP00000254759	SINLEJ016093
ENSP00000254765	SINLEJ012666
ENSP00000254770	SINLEJ013772
ENSP00000254770	SINLEJ013771
ENSP00000254816	SINLEJ016639
ENSP00000254816	SINLEJ016619
ENSP00000254846	SINLEJ010816
ENSP00000254900	SINLEJ011953
ENSP00000254900	SINLEJ007575
ENSP00000254901	SINLEJ001005
ENSP00000254928	SINLEJ018281
ENSP00000254940	SINLEJ012174
ENSP00000254950	SINLEJ009189
ENSP00000254958	SINLEJ001822
ENSP00000254958	SINLEJ006117
ENSP00000254963	SINLEJ004415
ENSP00000254976	SINLEJ017155
ENSP00000254976	SINLEJ017587
ENSP00000255006	SINLEJ005997
ENSP00000255006	SINLEJ001160
ENSP00000255008	SINLEJ000981
ENSP00000255008	SINLEJ000982
ENSP00000255078	SINLEJ007635
ENSP00000255078	SINLEJ007634
ENSP00000255108	SINLEJ010050
ENSP00000255120	SINLEJ010041
ENSP00000255189	SINLEJ004201
ENSP00000255224	SINLEJ012959
ENSP00000255226	SINLEJ003980
ENSP00000255262	SINLEJ012123
ENSP00000255262	SINLEJ006156
ENSP00000255266	SINLEJ015207
ENSP00000255305	SINLEJ018106
ENSP00000255305	SINLEJ017535
ENSP00000255380	SINLEJ002049
ENSP00000255380	SINLEJ014444
ENSP00000255390	SINLEJ007736
ENSP00000255448	SINLEJ006239
ENSP00000255448	SINLEJ006241
ENSP00000255608	SINLEJ004074
ENSP00000255608	SINLEJ004073
ENSP00000255641	SINLEJ000582
ENSP00000255674	SINLEJ008855
ENSP00000255674	SINLEJ008854
ENSP00000255764	SINLEJ016328
ENSP00000255764	SINLEJ008896
ENSP00000255784	SINLEJ005256
ENSP00000255882	SINLEJ003599
ENSP00000255882	SINLEJ014964
ENSP00000255977	SINLEJ012315
ENSP00000256015	SINLEJ007433
ENSP00000256015	SINLEJ012378
ENSP00000256078	SINLEJ018747
ENSP00000256078	SINLEJ018674
ENSP00000256079	SINLEJ007588
ENSP00000256079	SINLEJ007580
ENSP00000256103	SINLEJ006821
ENSP00000256151	SINLEJ007652
ENSP00000256186	SINLEJ013192
ENSP00000256190	SINLEJ013246
ENSP00000256194	SINLEJ013190
ENSP00000256194	SINLEJ013191
ENSP00000256196	SINLEJ002964
ENSP00000256255	SINLEJ017024
ENSP00000256257	SINLEJ004419
ENSP00000256319	SINLEJ017268
ENSP00000256339	SINLEJ005918
ENSP00000256339	SINLEJ005917
ENSP00000256343	SINLEJ008740
ENSP00000256367	SINLEJ014472
ENSP00000256379	SINLEJ001867
ENSP00000256383	SINLEJ001758
ENSP00000256398	SINLEJ002863
ENSP00000256429	SINLEJ004126
ENSP00000256429	SINLEJ000414
ENSP00000256433	SINLEJ004050
ENSP00000256443	SINLEJ010829
ENSP00000256460	SINLEJ012344
ENSP00000256474	SINLEJ010159
ENSP00000256495	SINLEJ011464
ENSP00000256495	SINLEJ007301
ENSP00000256496	SINLEJ007335
ENSP00000256497	SINLEJ010190
ENSP00000256509	SINLEJ011428
ENSP00000256509	SINLEJ011427
ENSP00000256538	SINLEJ005952
ENSP00000256538	SINLEJ016825
ENSP00000256545	SINLEJ001750
ENSP00000256578	SINLEJ009384
