fgenesh2_pg.scaffold_351000043	ENSP00000261819
fgenesh2_pg.scaffold_572000011	ENSP00000393832
fgenesh2_pg.scaffold_573000008	ENSP00000415200
fgenesh2_pg.scaffold_574000008	ENSP00000296792
fgenesh2_pg.scaffold_574000017	ENSP00000300557
fgenesh2_pg.scaffold_574000017	ENSP00000317836
fgenesh2_pg.scaffold_574000019	ENSP00000368761
fgenesh2_pg.scaffold_575000007	ENSP00000265990
fgenesh2_pg.scaffold_575000009	ENSP00000406209
fgenesh2_pg.scaffold_575000015	ENSP00000227667
fgenesh2_pg.scaffold_575000021	ENSP00000317289
fgenesh2_pg.scaffold_576000025	ENSP00000317985
fgenesh2_pg.scaffold_577000002	ENSP00000382794
fgenesh2_pg.scaffold_577000023	ENSP00000379506
fgenesh2_pg.scaffold_578000013	ENSP00000306561
fgenesh2_pg.scaffold_579000014	ENSP00000308893
fgenesh2_pg.scaffold_579000023	ENSP00000264709
fgenesh2_pg.scaffold_579000023	ENSP00000270172
fgenesh2_pg.scaffold_579000025	ENSP00000240361
fgenesh2_pg.scaffold_579000026	ENSP00000413592
fgenesh2_pg.scaffold_579000028	ENSP00000340261
fgenesh2_pg.scaffold_580000013	ENSP00000421689
fgenesh2_pg.scaffold_582000008	ENSP00000312624
fgenesh2_pg.scaffold_583000001	ENSP00000470409
fgenesh2_pg.scaffold_583000018	ENSP00000440586
fgenesh2_pg.scaffold_584000015	ENSP00000261187
fgenesh2_pg.scaffold_584000026	ENSP00000290705
fgenesh2_pg.scaffold_585000007	ENSP00000375086
fgenesh2_pg.scaffold_586000023	ENSP00000385814
fgenesh2_pg.scaffold_588000016	ENSP00000413074
fgenesh2_pg.scaffold_591000004	ENSP00000341280
fgenesh2_pg.scaffold_592000013	ENSP00000296137
fgenesh2_pg.scaffold_593000007	ENSP00000246895
fgenesh2_pg.scaffold_593000012	ENSP00000261712
fgenesh2_pg.scaffold_593000016	ENSP00000375073
fgenesh2_pg.scaffold_594000013	ENSP00000377396
fgenesh2_pg.scaffold_594000018	ENSP00000340896
fgenesh2_pg.scaffold_595000012	ENSP00000359149
fgenesh2_pg.scaffold_595000017	ENSP00000386264
fgenesh2_pg.scaffold_596000007	ENSP00000363242
fgenesh2_pg.scaffold_599000001	ENSP00000297273
fgenesh2_pg.scaffold_600000005	ENSP00000381666
fgenesh2_pg.scaffold_601000003	ENSP00000349884
fgenesh2_pg.scaffold_601000006	ENSP00000375783
fgenesh2_pg.scaffold_602000008	ENSP00000355675
fgenesh2_pg.scaffold_602000009	ENSP00000364776
fgenesh2_pg.scaffold_602000011	ENSP00000446278
fgenesh2_pg.scaffold_604000005	ENSP00000434442
fgenesh2_pg.scaffold_604000007	ENSP00000188312
fgenesh2_pg.scaffold_606000003	ENSP00000355388
fgenesh2_pg.scaffold_607000001	ENSP00000464743
fgenesh2_pg.scaffold_610000004	ENSP00000365338
fgenesh2_pg.scaffold_610000011	ENSP00000362095
fgenesh2_pg.scaffold_610000014	ENSP00000387654
fgenesh2_pg.scaffold_611000001	ENSP00000300086
fgenesh2_pg.scaffold_611000002	ENSP00000303887
fgenesh2_pg.scaffold_612000025	ENSP00000361745
fgenesh2_pg.scaffold_612000026	ENSP00000278980
fgenesh2_pg.scaffold_614000007	ENSP00000472969
fgenesh2_pg.scaffold_614000011	ENSP00000445446
fgenesh2_pg.scaffold_614000012	ENSP00000258742
fgenesh2_pg.scaffold_614000013	ENSP00000380820
fgenesh2_pg.scaffold_614000013	ENSP00000381824
fgenesh2_pg.scaffold_616000012	ENSP00000345988
fgenesh2_pg.scaffold_616000016	ENSP00000428331
fgenesh2_pg.scaffold_616000019	ENSP00000383246
fgenesh2_pg.scaffold_617000003	ENSP00000360522
fgenesh2_pg.scaffold_617000003	ENSP00000224181
fgenesh2_pg.scaffold_618000006	ENSP00000386452
fgenesh2_pg.scaffold_620000003	ENSP00000365320
fgenesh2_pg.scaffold_621000003	ENSP00000450404
fgenesh2_pg.scaffold_621000018	ENSP00000365684
fgenesh2_pg.scaffold_623000001	ENSP00000433597
fgenesh2_pg.scaffold_624000011	ENSP00000378099
fgenesh2_pg.scaffold_625000011	ENSP00000328061
fgenesh2_pg.scaffold_626000005	ENSP00000272427
fgenesh2_pg.scaffold_626000017	ENSP00000348308
fgenesh2_pg.scaffold_627000002	ENSP00000400184
fgenesh2_pg.scaffold_627000015	ENSP00000229903
fgenesh2_pg.scaffold_628000010	ENSP00000416558
fgenesh2_pg.scaffold_629000003	ENSP00000408025
fgenesh2_pg.scaffold_629000004	ENSP00000298097
fgenesh2_pg.scaffold_630000005	ENSP00000344155
fgenesh2_pg.scaffold_630000009	ENSP00000356920
fgenesh2_pg.scaffold_631000010	ENSP00000362524
fgenesh2_pg.scaffold_632000004	ENSP00000365830
fgenesh2_pg.scaffold_632000011	ENSP00000339179
fgenesh2_pg.scaffold_632000012	ENSP00000261058
fgenesh2_pg.scaffold_632000019	ENSP00000259808
fgenesh2_pg.scaffold_634000013	ENSP00000323339
fgenesh2_pg.scaffold_636000004	ENSP00000473161
fgenesh2_pg.scaffold_636000013	ENSP00000238609
fgenesh2_pg.scaffold_637000004	ENSP00000333993
fgenesh2_pg.scaffold_641000002	ENSP00000355465
fgenesh2_pg.scaffold_642000009	ENSP00000394510
fgenesh2_pg.scaffold_643000007	ENSP00000316950
fgenesh2_pg.scaffold_643000012	ENSP00000379441
fgenesh2_pg.scaffold_646000003	ENSP00000343899
fgenesh2_pg.scaffold_647000001	ENSP00000273695
fgenesh2_pg.scaffold_649000006	ENSP00000339435
fgenesh2_pg.scaffold_652000015	ENSP00000366070
fgenesh2_pg.scaffold_652000015	ENSP00000301336
fgenesh2_pg.scaffold_652000015	ENSP00000280571
fgenesh2_pg.scaffold_652000021	ENSP00000222812
fgenesh2_pg.scaffold_652000021	ENSP00000338562
fgenesh2_pg.scaffold_652000021	ENSP00000376178
fgenesh2_pg.scaffold_652000021	ENSP00000317714
fgenesh2_pg.scaffold_655000003	ENSP00000354871
fgenesh2_pg.scaffold_657000004	ENSP00000356560
fgenesh2_pg.scaffold_657000007	ENSP00000453019
fgenesh2_pg.scaffold_657000008	ENSP00000410533
fgenesh2_pg.scaffold_658000015	ENSP00000364720
fgenesh2_pg.scaffold_659000007	ENSP00000466379
fgenesh2_pg.scaffold_659000010	ENSP00000415203
fgenesh2_pg.scaffold_660000001	ENSP00000230050
fgenesh2_pg.scaffold_660000001	ENSP00000360025
fgenesh2_pg.scaffold_660000001	ENSP00000215631
fgenesh2_pg.scaffold_660000007	ENSP00000444948
fgenesh2_pg.scaffold_662000001	ENSP00000356940
fgenesh2_pg.scaffold_663000005	ENSP00000342162
fgenesh2_pg.scaffold_665000008	ENSP00000351379
fgenesh2_pg.scaffold_668000001	ENSP00000250693
fgenesh2_pg.scaffold_670000003	ENSP00000419494
fgenesh2_pg.scaffold_671000012	ENSP00000307939
fgenesh2_pg.scaffold_674000002	ENSP00000223136
fgenesh2_pg.scaffold_675000019	ENSP00000290101
fgenesh2_pg.scaffold_676000004	ENSP00000418767
fgenesh2_pg.scaffold_676000014	ENSP00000318900
fgenesh2_pg.scaffold_676000019	ENSP00000469305
fgenesh2_pg.scaffold_677000005	ENSP00000404074
fgenesh2_pg.scaffold_677000011	ENSP00000355979
fgenesh2_pg.scaffold_677000013	ENSP00000472305
fgenesh2_pg.scaffold_678000002	ENSP00000341360
fgenesh2_pg.scaffold_678000007	ENSP00000333433
fgenesh2_pg.scaffold_678000012	ENSP00000242315
fgenesh2_pg.scaffold_681000003	ENSP00000237289
fgenesh2_pg.scaffold_681000011	ENSP00000342510
fgenesh2_pg.scaffold_681000013	ENSP00000362704
fgenesh2_pg.scaffold_683000010	ENSP00000281537
fgenesh2_pg.scaffold_684000002	ENSP00000376776
fgenesh2_pg.scaffold_684000006	ENSP00000361025
fgenesh2_pg.scaffold_689000001	ENSP00000286349
fgenesh2_pg.scaffold_690000004	ENSP00000359206
fgenesh2_pg.scaffold_693000003	ENSP00000278601
fgenesh2_pg.scaffold_694000001	ENSP00000328677
fgenesh2_pg.scaffold_695000022	ENSP00000328059
fgenesh2_pg.scaffold_695000022	ENSP00000355014
fgenesh2_pg.scaffold_696000002	ENSP00000294543
fgenesh2_pg.scaffold_698000005	ENSP00000358031
fgenesh2_pg.scaffold_698000008	ENSP00000371787
fgenesh2_pg.scaffold_698000010	ENSP00000439902
fgenesh2_pg.scaffold_698000011	ENSP00000263985
fgenesh2_pg.scaffold_698000013	ENSP00000385477
fgenesh2_pg.scaffold_702000004	ENSP00000389835
fgenesh2_pg.scaffold_704000006	ENSP00000356015
fgenesh2_pg.scaffold_705000001	ENSP00000351137
fgenesh2_pg.scaffold_705000004	ENSP00000407422
fgenesh2_pg.scaffold_706000002	ENSP00000348170
fgenesh2_pg.scaffold_707000006	ENSP00000307684
fgenesh2_pg.scaffold_708000004	ENSP00000397118
fgenesh2_pg.scaffold_709000007	ENSP00000388878
fgenesh2_pg.scaffold_711000009	ENSP00000281543
fgenesh2_pg.scaffold_711000017	ENSP00000305204
fgenesh2_pg.scaffold_712000003	ENSP00000278572
fgenesh2_pg.scaffold_712000013	ENSP00000280193
fgenesh2_pg.scaffold_713000012	ENSP00000358999
fgenesh2_pg.scaffold_714000013	ENSP00000410446
fgenesh2_pg.scaffold_715000015	ENSP00000397172
fgenesh2_pg.scaffold_715000021	ENSP00000315098
fgenesh2_pg.scaffold_716000005	ENSP00000376767
fgenesh2_pg.scaffold_718000006	ENSP00000357025
fgenesh2_pg.scaffold_720000003	ENSP00000470062
fgenesh2_pg.scaffold_721000002	ENSP00000442424
fgenesh2_pg.scaffold_721000008	ENSP00000299163
fgenesh2_pg.scaffold_722000003	ENSP00000244926
fgenesh2_pg.scaffold_722000006	ENSP00000370214
fgenesh2_pg.scaffold_726000003	ENSP00000364985
fgenesh2_pg.scaffold_727000001	ENSP00000318914
fgenesh2_pg.scaffold_727000006	ENSP00000250151
fgenesh2_pg.scaffold_729000005	ENSP00000380514
fgenesh2_pg.scaffold_729000005	ENSP00000374353
fgenesh2_pg.scaffold_731000007	ENSP00000367879
fgenesh2_pg.scaffold_732000007	ENSP00000390590
fgenesh2_pg.scaffold_732000008	ENSP00000312678
fgenesh2_pg.scaffold_733000001	ENSP00000385480
fgenesh2_pg.scaffold_734000017	ENSP00000428148
fgenesh2_pg.scaffold_735000001	ENSP00000259199
fgenesh2_pg.scaffold_735000005	ENSP00000399547
fgenesh2_pg.scaffold_735000010	ENSP00000470652
fgenesh2_pg.scaffold_735000017	ENSP00000310335
fgenesh2_pg.scaffold_736000003	ENSP00000375909
fgenesh2_pg.scaffold_738000007	ENSP00000303276
fgenesh2_pg.scaffold_740000010	ENSP00000363530
fgenesh2_pg.scaffold_741000002	ENSP00000263519
fgenesh2_pg.scaffold_742000005	ENSP00000226524
fgenesh2_pg.scaffold_744000001	ENSP00000331466
fgenesh2_pg.scaffold_744000002	ENSP00000307004
fgenesh2_pg.scaffold_745000006	ENSP00000407112
fgenesh2_pg.scaffold_747000006	ENSP00000332722
fgenesh2_pg.scaffold_748000005	ENSP00000387077
fgenesh2_pg.scaffold_751000002	ENSP00000245206
fgenesh2_pg.scaffold_753000006	ENSP00000261368
fgenesh2_pg.scaffold_755000006	ENSP00000351671
fgenesh2_pg.scaffold_755000009	ENSP00000313890
fgenesh2_pg.scaffold_755000011	ENSP00000181796
fgenesh2_pg.scaffold_758000003	ENSP00000307235
fgenesh2_pg.scaffold_758000004	ENSP00000283646
fgenesh2_pg.scaffold_758000022	ENSP00000426503
fgenesh2_pg.scaffold_759000003	ENSP00000355211
fgenesh2_pg.scaffold_760000004	ENSP00000411688
fgenesh2_pg.scaffold_760000015	ENSP00000253262
fgenesh2_pg.scaffold_761000002	ENSP00000467155
fgenesh2_pg.scaffold_761000004	ENSP00000330361
fgenesh2_pg.scaffold_764000006	ENSP00000381109
fgenesh2_pg.scaffold_765000006	ENSP00000320171
fgenesh2_pg.scaffold_767000002	ENSP00000384115
fgenesh2_pg.scaffold_768000006	ENSP00000307181
fgenesh2_pg.scaffold_769000010	ENSP00000410858
fgenesh2_pg.scaffold_771000007	ENSP00000257909
fgenesh2_pg.scaffold_776000003	ENSP00000256857
fgenesh2_pg.scaffold_776000010	ENSP00000360593
fgenesh2_pg.scaffold_776000011	ENSP00000294353
fgenesh2_pg.scaffold_778000003	ENSP00000447651
fgenesh2_pg.scaffold_778000008	ENSP00000352671
fgenesh2_pg.scaffold_780000009	ENSP00000292616
fgenesh2_pg.scaffold_780000018	ENSP00000419270
fgenesh2_pg.scaffold_781000002	ENSP00000356162
fgenesh2_pg.scaffold_781000006	ENSP00000316377
fgenesh2_pg.scaffold_782000007	ENSP00000273814
fgenesh2_pg.scaffold_782000011	ENSP00000359990
fgenesh2_pg.scaffold_783000003	ENSP00000444211
fgenesh2_pg.scaffold_783000010	ENSP00000336752
fgenesh2_pg.scaffold_785000008	ENSP00000365473
fgenesh2_pg.scaffold_786000008	ENSP00000383594
fgenesh2_pg.scaffold_787000001	ENSP00000357697
fgenesh2_pg.scaffold_787000002	ENSP00000381693
fgenesh2_pg.scaffold_787000002	ENSP00000252744
fgenesh2_pg.scaffold_788000010	ENSP00000420405
fgenesh2_pg.scaffold_791000010	ENSP00000359820
fgenesh2_pg.scaffold_792000016	ENSP00000374357
fgenesh2_pg.scaffold_795000007	ENSP00000327557
fgenesh2_pg.scaffold_797000003	ENSP00000383563
fgenesh2_pg.scaffold_797000004	ENSP00000228463
fgenesh2_pg.scaffold_800000003	ENSP00000376822
fgenesh2_pg.scaffold_800000003	ENSP00000297205
fgenesh2_pg.scaffold_800000018	ENSP00000400312
fgenesh2_pg.scaffold_802000003	ENSP00000385300
fgenesh2_pg.scaffold_802000004	ENSP00000353475
fgenesh2_pg.scaffold_803000003	ENSP00000380153
fgenesh2_pg.scaffold_803000004	ENSP00000406463
fgenesh2_pg.scaffold_803000008	ENSP00000263645
fgenesh2_pg.scaffold_803000008	ENSP00000377003
fgenesh2_pg.scaffold_803000014	ENSP00000469691
fgenesh2_pg.scaffold_805000007	ENSP00000320516
fgenesh2_pg.scaffold_805000007	ENSP00000382518
fgenesh2_pg.scaffold_810000008	ENSP00000316152
fgenesh2_pg.scaffold_811000009	ENSP00000229769
fgenesh2_pg.scaffold_812000005	ENSP00000327075
fgenesh2_pg.scaffold_813000008	ENSP00000476668
fgenesh2_pg.scaffold_816000007	ENSP00000331242
fgenesh2_pg.scaffold_816000008	ENSP00000303928
fgenesh2_pg.scaffold_817000015	ENSP00000316578
fgenesh2_pg.scaffold_818000003	ENSP00000243997
fgenesh2_pg.scaffold_818000004	ENSP00000358762
fgenesh2_pg.scaffold_821000004	ENSP00000367952
fgenesh2_pg.scaffold_824000003	ENSP00000385787
fgenesh2_pg.scaffold_824000005	ENSP00000353025
fgenesh2_pg.scaffold_824000007	ENSP00000295899
fgenesh2_pg.scaffold_832000003	ENSP00000419300
fgenesh2_pg.scaffold_839000005	ENSP00000453507
fgenesh2_pg.scaffold_846000004	ENSP00000424243
fgenesh2_pg.scaffold_848000003	ENSP00000294008
fgenesh2_pg.scaffold_853000003	ENSP00000296215
fgenesh2_pg.scaffold_854000005	ENSP00000415885
fgenesh2_pg.scaffold_855000015	ENSP00000470837
fgenesh2_pg.scaffold_857000010	ENSP00000278855
fgenesh2_pg.scaffold_858000001	ENSP00000357894
fgenesh2_pg.scaffold_864000003	ENSP00000349022
fgenesh2_pg.scaffold_869000001	ENSP00000264313
fgenesh2_pg.scaffold_869000003	ENSP00000349291
fgenesh2_pg.scaffold_869000003	ENSP00000349781
fgenesh2_pg.scaffold_872000007	ENSP00000273859
fgenesh2_pg.scaffold_873000002	ENSP00000368986
fgenesh2_pg.scaffold_873000003	ENSP00000308764
fgenesh2_pg.scaffold_877000002	ENSP00000338389
fgenesh2_pg.scaffold_877000007	ENSP00000330509
fgenesh2_pg.scaffold_880000001	ENSP00000261369
fgenesh2_pg.scaffold_881000006	ENSP00000393795
fgenesh2_pg.scaffold_882000007	ENSP00000295958
fgenesh2_pg.scaffold_884000004	ENSP00000386292
fgenesh2_pg.scaffold_887000004	ENSP00000329995
fgenesh2_pg.scaffold_889000001	ENSP00000363683
fgenesh2_pg.scaffold_895000012	ENSP00000307159
fgenesh2_pg.scaffold_895000014	ENSP00000457539
fgenesh2_pg.scaffold_897000004	ENSP00000263187
fgenesh2_pg.scaffold_898000002	ENSP00000334219
fgenesh2_pg.scaffold_903000005	ENSP00000259396
fgenesh2_pg.scaffold_905000006	ENSP00000272995
fgenesh2_pg.scaffold_905000006	ENSP00000438115
fgenesh2_pg.scaffold_906000006	ENSP00000053243
fgenesh2_pg.scaffold_909000005	ENSP00000356280
fgenesh2_pg.scaffold_929000001	ENSP00000322640
fgenesh2_pg.scaffold_937000005	ENSP00000225567
fgenesh2_pg.scaffold_937000007	ENSP00000413025
fgenesh2_pg.scaffold_938000004	ENSP00000427555
fgenesh2_pg.scaffold_945000008	ENSP00000238721
fgenesh2_pg.scaffold_958000002	ENSP00000454407
fgenesh2_pg.scaffold_980000005	ENSP00000216832
fgenesh2_pg.scaffold_980000006	ENSP00000330289
fgenesh2_pg.scaffold_987000003	ENSP00000371903
fgenesh2_pg.scaffold_992000001	ENSP00000328236
fgenesh2_pg.scaffold_994000002	ENSP00000296358
fgenesh2_pg.scaffold_996000001	ENSP00000202816
fgenesh2_pg.scaffold_1013000002	ENSP00000238508
fgenesh2_pg.scaffold_1022000007	ENSP00000379644
fgenesh2_pg.scaffold_1022000007	ENSP00000356172
fgenesh2_pg.scaffold_1028000001	ENSP00000367360
fgenesh2_pg.scaffold_1036000002	ENSP00000366240
fgenesh2_pg.scaffold_1041000003	ENSP00000285023
fgenesh2_pg.scaffold_1053000001	ENSP00000437878
fgenesh2_pg.scaffold_1084000001	ENSP00000260637
fgenesh2_pg.scaffold_1098000001	ENSP00000405068
fgenesh2_pg.scaffold_1110000002	ENSP00000358549
fgenesh2_pg.scaffold_1128000001	ENSP00000402758
fgenesh2_pg.scaffold_1131000002	ENSP00000332290
fgenesh2_pg.scaffold_1138000001	ENSP00000231454
fgenesh2_pg.scaffold_1139000001	ENSP00000233557
fgenesh2_pg.scaffold_1156000002	ENSP00000304713
fgenesh2_pg.scaffold_1176000001	ENSP00000395220
fgenesh2_pg.scaffold_1176000001	ENSP00000297239
fgenesh2_pg.scaffold_1184000001	ENSP00000371825
fgenesh2_pg.scaffold_1234000001	ENSP00000348074
fgenesh2_pg.scaffold_1238000001	ENSP00000317235
fgenesh2_pg.scaffold_1248000001	ENSP00000366307
fgenesh2_pg.scaffold_1253000001	ENSP00000401303
fgenesh2_pg.scaffold_1275000002	ENSP00000473050
fgenesh2_pg.scaffold_1279000001	ENSP00000271452
fgenesh2_pg.scaffold_1280000001	ENSP00000238616
fgenesh2_pg.scaffold_1297000001	ENSP00000379346
fgenesh2_pg.scaffold_1297000002	ENSP00000372910
fgenesh2_pg.scaffold_1300000001	ENSP00000252660
fgenesh2_pg.scaffold_1304000001	ENSP00000377224
fgenesh2_pg.scaffold_1308000003	ENSP00000398722
fgenesh2_pg.scaffold_1314000001	ENSP00000257177
fgenesh2_pg.scaffold_1315000001	ENSP00000296776
fgenesh2_pg.scaffold_1317000001	ENSP00000315659
fgenesh2_pg.scaffold_1317000001	ENSP00000328083
fgenesh2_pg.scaffold_1319000001	ENSP00000362763
fgenesh2_pg.scaffold_1323000001	ENSP00000472277
fgenesh2_pg.scaffold_1331000001	ENSP00000375151
fgenesh2_pg.scaffold_1345000001	ENSP00000248984
fgenesh2_pg.scaffold_1354000001	ENSP00000376896
fgenesh2_pg.scaffold_1354000002	ENSP00000401477
fgenesh2_pg.scaffold_1358000001	ENSP00000446054
fgenesh2_pg.scaffold_1366000001	ENSP00000369395
fgenesh2_pg.scaffold_1375000002	ENSP00000470240
fgenesh2_pg.scaffold_1386000002	ENSP00000376505
fgenesh2_pg.scaffold_1391000001	ENSP00000369622
fgenesh2_pg.scaffold_1401000003	ENSP00000325638
fgenesh2_pg.scaffold_1406000001	ENSP00000307552
fgenesh2_pg.scaffold_1408000001	ENSP00000335255
fgenesh2_pg.scaffold_1426000001	ENSP00000358171
fgenesh2_pg.scaffold_1432000002	ENSP00000295150
fgenesh2_pg.scaffold_1433000001	ENSP00000006724
fgenesh2_pg.scaffold_1436000001	ENSP00000419471
fgenesh2_pg.scaffold_1440000002	ENSP00000377504
fgenesh2_pg.scaffold_1446000001	ENSP00000472308
fgenesh2_pg.scaffold_1453000001	ENSP00000477017
fgenesh2_pg.scaffold_1456000003	ENSP00000451866
fgenesh2_pg.scaffold_1462000001	ENSP00000270560
fgenesh2_pg.scaffold_1470000001	ENSP00000452271
fgenesh2_pg.scaffold_1481000001	ENSP00000392204
fgenesh2_pg.scaffold_1488000001	ENSP00000344547
fgenesh2_pg.scaffold_1492000001	ENSP00000360471
fgenesh2_pg.scaffold_1553000001	ENSP00000436682
fgenesh2_pg.scaffold_1594000001	ENSP00000392371
fgenesh2_pg.scaffold_1596000002	ENSP00000282059
fgenesh2_pg.scaffold_1610000001	ENSP00000368140
fgenesh2_pg.scaffold_1636000001	ENSP00000175091
fgenesh2_pg.scaffold_1636000001	ENSP00000294507
fgenesh2_pg.scaffold_1680000001	ENSP00000367353
fgenesh2_pg.scaffold_1690000001	ENSP00000378307
fgenesh2_pg.scaffold_1757000001	ENSP00000378067
fgenesh2_pg.scaffold_1800000001	ENSP00000321729
fgenesh2_pg.scaffold_1817000002	ENSP00000424860
fgenesh2_pg.scaffold_1837000001	ENSP00000282507
fgenesh2_pg.scaffold_1841000003	ENSP00000330267
fgenesh2_pg.scaffold_1842000001	ENSP00000246551
fgenesh2_pg.scaffold_1884000001	ENSP00000382107
fgenesh2_pg.scaffold_1903000001	ENSP00000383578
fgenesh2_pg.scaffold_1911000001	ENSP00000307975
fgenesh2_pg.scaffold_1916000001	ENSP00000358617
fgenesh2_pg.scaffold_1951000002	ENSP00000471165
fgenesh2_pg.scaffold_1996000001	ENSP00000318822
fgenesh2_pg.scaffold_1997000001	ENSP00000374387
fgenesh2_pg.scaffold_2004000001	ENSP00000417871
fgenesh2_pg.scaffold_2034000002	ENSP00000308921
fgenesh2_pg.scaffold_2088000002	ENSP00000469538
fgenesh2_pg.scaffold_2184000002	ENSP00000438446
fgenesh2_pg.scaffold_2220000001	ENSP00000371394
fgenesh2_pg.scaffold_2229000001	ENSP00000267953
fgenesh2_pg.scaffold_2229000001	ENSP00000358022
fgenesh2_pg.scaffold_2238000001	ENSP00000262803
fgenesh2_pg.scaffold_2244000002	ENSP00000253794
fgenesh2_pg.scaffold_2264000001	ENSP00000394731
fgenesh2_pg.scaffold_2270000001	ENSP00000267622
fgenesh2_pg.scaffold_2393000002	ENSP00000275767
fgenesh2_pg.scaffold_2487000001	ENSP00000328412
fgenesh2_pg.scaffold_2732000001	ENSP00000361173
fgenesh2_pg.scaffold_2865000001	ENSP00000246081
fgenesh2_pg.scaffold_2905000001	ENSP00000376522
fgenesh2_pg.scaffold_2962000001	ENSP00000354575
estExt_fgenesh2_pm.C_10013	ENSP00000366945
estExt_fgenesh2_pm.C_10013	ENSP00000361681
estExt_fgenesh2_pm.C_10013	ENSP00000342780
estExt_fgenesh2_pm.C_10048	ENSP00000264932
estExt_fgenesh2_pm.C_20002	ENSP00000366819
estExt_fgenesh2_pm.C_20027	ENSP00000352565
estExt_fgenesh2_pm.C_20037	ENSP00000216225
estExt_fgenesh2_pm.C_20038	ENSP00000442050
estExt_fgenesh2_pm.C_30005	ENSP00000263733
estExt_fgenesh2_pm.C_30022	ENSP00000260630
estExt_fgenesh2_pm.C_40040	ENSP00000427695
estExt_fgenesh2_pm.C_40040	ENSP00000256015
estExt_fgenesh2_pm.C_40040	ENSP00000290551
estExt_fgenesh2_pm.C_50053	ENSP00000285071
estExt_fgenesh2_pm.C_50053	ENSP00000394249
estExt_fgenesh2_pm.C_60011	ENSP00000217426
estExt_fgenesh2_pm.C_60012	ENSP00000278483
estExt_fgenesh2_pm.C_60020	ENSP00000304151
estExt_fgenesh2_pm.C_80046	ENSP00000343819
estExt_fgenesh2_pm.C_80046	ENSP00000355775
estExt_fgenesh2_pm.C_80047	ENSP00000452401
estExt_fgenesh2_pm.C_90006	ENSP00000385958
estExt_fgenesh2_pm.C_90008	ENSP00000226796
estExt_fgenesh2_pm.C_90018	ENSP00000261015
estExt_fgenesh2_pm.C_100022	ENSP00000376732
estExt_fgenesh2_pm.C_120013	ENSP00000348565
estExt_fgenesh2_pm.C_140002	ENSP00000294454
estExt_fgenesh2_pm.C_140002	ENSP00000369407
estExt_fgenesh2_pm.C_140019	ENSP00000272645
estExt_fgenesh2_pm.C_150008	ENSP00000263401
estExt_fgenesh2_pm.C_160003	ENSP00000175506
estExt_fgenesh2_pm.C_160016	ENSP00000402343
estExt_fgenesh2_pm.C_170015	ENSP00000334100
estExt_fgenesh2_pm.C_200002	ENSP00000288828
estExt_fgenesh2_pm.C_200002	ENSP00000262139
estExt_fgenesh2_pm.C_200006	ENSP00000268261
estExt_fgenesh2_pm.C_200006	ENSP00000216259
estExt_fgenesh2_pm.C_200008	ENSP00000245552
estExt_fgenesh2_pm.C_200012	ENSP00000295640
estExt_fgenesh2_pm.C_200012	ENSP00000270357
estExt_fgenesh2_pm.C_200017	ENSP00000362159
estExt_fgenesh2_pm.C_200017	ENSP00000322649
estExt_fgenesh2_pm.C_200018	ENSP00000359345
estExt_fgenesh2_pm.C_200020	ENSP00000324173
estExt_fgenesh2_pm.C_200029	ENSP00000254090
estExt_fgenesh2_pm.C_200029	ENSP00000356729
estExt_fgenesh2_pm.C_200029	ENSP00000346901
estExt_fgenesh2_pm.C_210007	ENSP00000264808
estExt_fgenesh2_pm.C_210009	ENSP00000356405
