ENSTGUP00000000001	SINCAM013965
ENSTGUP00000001041	SINCAM001056
ENSTGUP00000001042	SINCAM012717
ENSTGUP00000001044	SINCAM003098
ENSTGUP00000001045	SINCAM002217
ENSTGUP00000001046	SINCAM009018
ENSTGUP00000001047	SINCAM012958
ENSTGUP00000001048	SINCAM001621
ENSTGUP00000001049	SINCAM921192
ENSTGUP00000001050	SINCAM001620
ENSTGUP00000001051	SINCAM920589
ENSTGUP00000001052	SINCAM922470
ENSTGUP00000001055	SINCAM010284
ENSTGUP00000001056	SINCAM012316
ENSTGUP00000001057	SINCAM001105
ENSTGUP00000001058	SINCAM001104
ENSTGUP00000001059	SINCAM009043
ENSTGUP00000001062	SINCAM009021
ENSTGUP00000001063	SINCAM009020
ENSTGUP00000001064	SINCAM012315
ENSTGUP00000001065	SINCAM012979
ENSTGUP00000001066	SINCAM922374
ENSTGUP00000001067	SINCAM001619
ENSTGUP00000001069	SINCAM001618
ENSTGUP00000001070	SINCAM009019
ENSTGUP00000001072	SINCAM010281
ENSTGUP00000001075	SINCAM012980
ENSTGUP00000001076	SINCAM010282
ENSTGUP00000001077	SINCAM012994
ENSTGUP00000001078	SINCAM001617
ENSTGUP00000001079	SINCAM001103
ENSTGUP00000001080	SINCAM921764
ENSTGUP00000001082	SINCAM009014
ENSTGUP00000001083	SINCAM009041
ENSTGUP00000001084	SINCAM012997
ENSTGUP00000001086	SINCAM001616
ENSTGUP00000001087	SINCAM012974
ENSTGUP00000001090	SINCAM000964
ENSTGUP00000001091	SINCAM013000
ENSTGUP00000001092	SINCAM001615
ENSTGUP00000001093	SINCAM921786
ENSTGUP00000001095	SINCAM006187
ENSTGUP00000001096	SINCAM012999
ENSTGUP00000001097	SINCAM012184
ENSTGUP00000001099	SINCAM922373
ENSTGUP00000001101	SINCAM000963
ENSTGUP00000001102	SINCAM922499
ENSTGUP00000001103	SINCAM001614
ENSTGUP00000001104	SINCAM921501
ENSTGUP00000001106	SINCAM000962
ENSTGUP00000001110	SINCAM921766
ENSTGUP00000001111	SINCAM012170
ENSTGUP00000001112	SINCAM010057
ENSTGUP00000001113	SINCAM921765
ENSTGUP00000001115	SINCAM012995
ENSTGUP00000001116	SINCAM008329
ENSTGUP00000001118	SINCAM012169
ENSTGUP00000001120	SINCAM001612
ENSTGUP00000001121	SINCAM012940
ENSTGUP00000001123	SINCAM001145
ENSTGUP00000001124	SINCAM920595
ENSTGUP00000001126	SINCAM009055
ENSTGUP00000001127	SINCAM921835
ENSTGUP00000001129	SINCAM001609
ENSTGUP00000001130	SINCAM007330
ENSTGUP00000001132	SINCAM003100
ENSTGUP00000001133	SINCAM001077
ENSTGUP00000001135	SINCAM001610
ENSTGUP00000001136	SINCAM012166
ENSTGUP00000001137	SINCAM010055
ENSTGUP00000001138	SINCAM003103
ENSTGUP00000001139	SINCAM922506
ENSTGUP00000001140	SINCAM001608
ENSTGUP00000001143	SINCAM001601
ENSTGUP00000001144	SINCAM001602
ENSTGUP00000001145	SINCAM016141
ENSTGUP00000001146	SINCAM920587
ENSTGUP00000001148	SINCAM922489
ENSTGUP00000001149	SINCAM010062
ENSTGUP00000001150	SINCAM922490
ENSTGUP00000001151	SINCAM012137
ENSTGUP00000001152	SINCAM001081
ENSTGUP00000001153	SINCAM001597
ENSTGUP00000001154	SINCAM921734
ENSTGUP00000001155	SINCAM013191
ENSTGUP00000001157	SINCAM001596
ENSTGUP00000001158	SINCAM009937
ENSTGUP00000001159	SINCAM008908
ENSTGUP00000001161	SINCAM008909
ENSTGUP00000001163	SINCAM001594
ENSTGUP00000001164	SINCAM012128
ENSTGUP00000001165	SINCAM008910
ENSTGUP00000001166	SINCAM001593
ENSTGUP00000001167	SINCAM001083
ENSTGUP00000001168	SINCAM922331
ENSTGUP00000001169	SINCAM001592
ENSTGUP00000001170	SINCAM012129
ENSTGUP00000001171	SINCAM001590
ENSTGUP00000001172	SINCAM012084
ENSTGUP00000001173	SINCAM008911
ENSTGUP00000001174	SINCAM900253
ENSTGUP00000001175	SINCAM900254
ENSTGUP00000001176	SINCAM008912
ENSTGUP00000001177	SINCAM001588
ENSTGUP00000001178	SINCAM001587
ENSTGUP00000001179	SINCAM008913
ENSTGUP00000001180	SINCAM922332
ENSTGUP00000001181	SINCAM900255
ENSTGUP00000001182	SINCAM900256
ENSTGUP00000001184	SINCAM009068
ENSTGUP00000001185	SINCAM920588
ENSTGUP00000001186	SINCAM922333
ENSTGUP00000001187	SINCAM920661
ENSTGUP00000001188	SINCAM008918
ENSTGUP00000001189	SINCAM013359
ENSTGUP00000001190	SINCAM008949
ENSTGUP00000001192	SINCAM920660
ENSTGUP00000001194	SINCAM001746
ENSTGUP00000001195	SINCAM920677
ENSTGUP00000001196	SINCAM001085
ENSTGUP00000001197	SINCAM001745
ENSTGUP00000001198	SINCAM014787
ENSTGUP00000001200	SINCAM009941
ENSTGUP00000001201	SINCAM001171
ENSTGUP00000001202	SINCAM001744
ENSTGUP00000001204	SINCAM014599
ENSTGUP00000001208	SINCAM009943
ENSTGUP00000001210	SINCAM008947
ENSTGUP00000001211	SINCAM000026
ENSTGUP00000001212	SINCAM921753
ENSTGUP00000001213	SINCAM001743
ENSTGUP00000001214	SINCAM920675
ENSTGUP00000001215	SINCAM001741
ENSTGUP00000001216	SINCAM001740
ENSTGUP00000001217	SINCAM001172
ENSTGUP00000001219	SINCAM001132
ENSTGUP00000001220	SINCAM009947
ENSTGUP00000001221	SINCAM008946
ENSTGUP00000001224	SINCAM921751
ENSTGUP00000001226	SINCAM001739
ENSTGUP00000001227	SINCAM922336
ENSTGUP00000001229	SINCAM009951
ENSTGUP00000001231	SINCAM012209
ENSTGUP00000001233	SINCAM921748
ENSTGUP00000001234	SINCAM001738
ENSTGUP00000001235	SINCAM012275
ENSTGUP00000001236	SINCAM008934
ENSTGUP00000001238	SINCAM001737
ENSTGUP00000001239	SINCAM009954
ENSTGUP00000001240	SINCAM008935
ENSTGUP00000001242	SINCAM009956
ENSTGUP00000001243	SINCAM001736
ENSTGUP00000001246	SINCAM921747
ENSTGUP00000001247	SINCAM001735
ENSTGUP00000001249	SINCAM002931
ENSTGUP00000001250	SINCAM009957
ENSTGUP00000001251	SINCAM012164
ENSTGUP00000001252	SINCAM009959
ENSTGUP00000001253	SINCAM001734
ENSTGUP00000001254	SINCAM008930
ENSTGUP00000001255	SINCAM920674
ENSTGUP00000001259	SINCAM001131
ENSTGUP00000001260	SINCAM001733
ENSTGUP00000001261	SINCAM921744
ENSTGUP00000001262	SINCAM009971
ENSTGUP00000001263	SINCAM001732
ENSTGUP00000001264	SINCAM001135
ENSTGUP00000001269	SINCAM000896
ENSTGUP00000001270	SINCAM012245
ENSTGUP00000001271	SINCAM001730
ENSTGUP00000001273	SINCAM009972
ENSTGUP00000001274	SINCAM000897
ENSTGUP00000001276	SINCAM922380
ENSTGUP00000001277	SINCAM922625
ENSTGUP00000001279	SINCAM000898
ENSTGUP00000001280	SINCAM009973
ENSTGUP00000001282	SINCAM922338
ENSTGUP00000001283	SINCAM001728
ENSTGUP00000001284	SINCAM000934
ENSTGUP00000001286	SINCAM920551
ENSTGUP00000001287	SINCAM922540
ENSTGUP00000001288	SINCAM922340
ENSTGUP00000001289	SINCAM000931
ENSTGUP00000001291	SINCAM009975
ENSTGUP00000001292	SINCAM921541
ENSTGUP00000001294	SINCAM001727
ENSTGUP00000001295	SINCAM009978
ENSTGUP00000001296	SINCAM009979
ENSTGUP00000001298	SINCAM000930
ENSTGUP00000001299	SINCAM001726
ENSTGUP00000001301	SINCAM009056
ENSTGUP00000001305	SINCAM009980
ENSTGUP00000001306	SINCAM016254
ENSTGUP00000001307	SINCAM009982
ENSTGUP00000001309	SINCAM922843
ENSTGUP00000001310	SINCAM921017
ENSTGUP00000001311	SINCAM000927
ENSTGUP00000001312	SINCAM008890
ENSTGUP00000001314	SINCAM012362
ENSTGUP00000001315	SINCAM000923
ENSTGUP00000001316	SINCAM009984
ENSTGUP00000001317	SINCAM012360
ENSTGUP00000001321	SINCAM001725
ENSTGUP00000001322	SINCAM009986
ENSTGUP00000001324	SINCAM000920
ENSTGUP00000001325	SINCAM000922
ENSTGUP00000001326	SINCAM007417
ENSTGUP00000001327	SINCAM922341
ENSTGUP00000001328	SINCAM008938
ENSTGUP00000001329	SINCAM001722
ENSTGUP00000001330	SINCAM000936
ENSTGUP00000001331	SINCAM922342
ENSTGUP00000001332	SINCAM001721
ENSTGUP00000001333	SINCAM000935
ENSTGUP00000001334	SINCAM922515
ENSTGUP00000001335	SINCAM001719
ENSTGUP00000001336	SINCAM009991
ENSTGUP00000001337	SINCAM000899
ENSTGUP00000001338	SINCAM009994
ENSTGUP00000001340	SINCAM012254
ENSTGUP00000001341	SINCAM000585
ENSTGUP00000001342	SINCAM000913
ENSTGUP00000001343	SINCAM001717
ENSTGUP00000001344	SINCAM000912
ENSTGUP00000001345	SINCAM012255
ENSTGUP00000001347	SINCAM920673
ENSTGUP00000001348	SINCAM920887
ENSTGUP00000001349	SINCAM017888
ENSTGUP00000001351	SINCAM920552
ENSTGUP00000001352	SINCAM009998
ENSTGUP00000001353	SINCAM000939
ENSTGUP00000001354	SINCAM015162
ENSTGUP00000001355	SINCAM012253
ENSTGUP00000001356	SINCAM012252
ENSTGUP00000001357	SINCAM008939
ENSTGUP00000001358	SINCAM001076
ENSTGUP00000001359	SINCAM922344
ENSTGUP00000001360	SINCAM920672
ENSTGUP00000001364	SINCAM001714
ENSTGUP00000001365	SINCAM005601
ENSTGUP00000001368	SINCAM012250
ENSTGUP00000001369	SINCAM001713
ENSTGUP00000001371	SINCAM002222
ENSTGUP00000001372	SINCAM001075
ENSTGUP00000001374	SINCAM001098
ENSTGUP00000001375	SINCAM008888
ENSTGUP00000001377	SINCAM012249
ENSTGUP00000001380	SINCAM921733
ENSTGUP00000001381	SINCAM012248
ENSTGUP00000001382	SINCAM001099
ENSTGUP00000001383	SINCAM922220
ENSTGUP00000001385	SINCAM922345
ENSTGUP00000001387	SINCAM012965
ENSTGUP00000001389	SINCAM012329
ENSTGUP00000001390	SINCAM002223
ENSTGUP00000001391	SINCAM008904
ENSTGUP00000001396	SINCAM002224
ENSTGUP00000001398	SINCAM008878
ENSTGUP00000001403	SINCAM008880
ENSTGUP00000001404	SINCAM012273
ENSTGUP00000001405	SINCAM000985
ENSTGUP00000001406	SINCAM010221
ENSTGUP00000001407	SINCAM920751
ENSTGUP00000001408	SINCAM920669
ENSTGUP00000001411	SINCAM920670
ENSTGUP00000001412	SINCAM000984
ENSTGUP00000001413	SINCAM008882
ENSTGUP00000001414	SINCAM008861
ENSTGUP00000001415	SINCAM008943
ENSTGUP00000001416	SINCAM010001
ENSTGUP00000001417	SINCAM008942
ENSTGUP00000001418	SINCAM010000
ENSTGUP00000001419	SINCAM001702
ENSTGUP00000001420	SINCAM008876
ENSTGUP00000001421	SINCAM012271
ENSTGUP00000001422	SINCAM922531
ENSTGUP00000001423	SINCAM920567
ENSTGUP00000001424	SINCAM012257
ENSTGUP00000001425	SINCAM911044
ENSTGUP00000001426	SINCAM920421
ENSTGUP00000001427	SINCAM010217
ENSTGUP00000001429	SINCAM001703
ENSTGUP00000001430	SINCAM003222
ENSTGUP00000001431	SINCAM001704
ENSTGUP00000001432	SINCAM008884
ENSTGUP00000001433	SINCAM012350
ENSTGUP00000001435	SINCAM010216
ENSTGUP00000001436	SINCAM008866
ENSTGUP00000001438	SINCAM920566
ENSTGUP00000001440	SINCAM001706
ENSTGUP00000001443	SINCAM005659
ENSTGUP00000001444	SINCAM012346
ENSTGUP00000001445	SINCAM920563
ENSTGUP00000001446	SINCAM920550
ENSTGUP00000001448	SINCAM004762
ENSTGUP00000001453	SINCAM008867
ENSTGUP00000001454	SINCAM001707
ENSTGUP00000001455	SINCAM012244
ENSTGUP00000001457	SINCAM000951
ENSTGUP00000001458	SINCAM010075
ENSTGUP00000001460	SINCAM010086
ENSTGUP00000001462	SINCAM000950
ENSTGUP00000001463	SINCAM922539
ENSTGUP00000001464	SINCAM002218
ENSTGUP00000001465	SINCAM002219
ENSTGUP00000001468	SINCAM922516
ENSTGUP00000001469	SINCAM001711
ENSTGUP00000001470	SINCAM009934
ENSTGUP00000001471	SINCAM001710
ENSTGUP00000001474	SINCAM001708
ENSTGUP00000001475	SINCAM014108
ENSTGUP00000001477	SINCAM008886
ENSTGUP00000001479	SINCAM921762
ENSTGUP00000001480	SINCAM012198
ENSTGUP00000001481	SINCAM008970
ENSTGUP00000001482	SINCAM009933
ENSTGUP00000001483	SINCAM000948
ENSTGUP00000001484	SINCAM002216
ENSTGUP00000001485	SINCAM920749
ENSTGUP00000001486	SINCAM012200
ENSTGUP00000001487	SINCAM008971
ENSTGUP00000001488	SINCAM000945
ENSTGUP00000001489	SINCAM008973
ENSTGUP00000001490	SINCAM002210
ENSTGUP00000001491	SINCAM008975
ENSTGUP00000001495	SINCAM012201
ENSTGUP00000001496	SINCAM009109
ENSTGUP00000001497	SINCAM012204
ENSTGUP00000001499	SINCAM012100
ENSTGUP00000001500	SINCAM009932
ENSTGUP00000001501	SINCAM000944
ENSTGUP00000001502	SINCAM002209
ENSTGUP00000001503	SINCAM012099
ENSTGUP00000001504	SINCAM009931
ENSTGUP00000001506	SINCAM000943
ENSTGUP00000001507	SINCAM009108
ENSTGUP00000001508	SINCAM012171
ENSTGUP00000001509	SINCAM009107
ENSTGUP00000001510	SINCAM000815
ENSTGUP00000001513	SINCAM009930
ENSTGUP00000001514	SINCAM015261
ENSTGUP00000001515	SINCAM920432
ENSTGUP00000001516	SINCAM009926
ENSTGUP00000001517	SINCAM012172
ENSTGUP00000001518	SINCAM002208
ENSTGUP00000001522	SINCAM002207
ENSTGUP00000001523	SINCAM012175
ENSTGUP00000001524	SINCAM010294
ENSTGUP00000001525	SINCAM009106
ENSTGUP00000001526	SINCAM000058
ENSTGUP00000001527	SINCAM012176
ENSTGUP00000001528	SINCAM010295
ENSTGUP00000001529	SINCAM010197
ENSTGUP00000001530	SINCAM000059
ENSTGUP00000001532	SINCAM002025
ENSTGUP00000001534	SINCAM922508
ENSTGUP00000001535	SINCAM002024
ENSTGUP00000001536	SINCAM920433
ENSTGUP00000001537	SINCAM002023
ENSTGUP00000001540	SINCAM012179
ENSTGUP00000001541	SINCAM920434
ENSTGUP00000001543	SINCAM014040
ENSTGUP00000001545	SINCAM002107
ENSTGUP00000001546	SINCAM012180
ENSTGUP00000001547	SINCAM000289
ENSTGUP00000001548	SINCAM000810
ENSTGUP00000001549	SINCAM012181
ENSTGUP00000001550	SINCAM009066
ENSTGUP00000001551	SINCAM010193
ENSTGUP00000001552	SINCAM009064
ENSTGUP00000001554	SINCAM012182
ENSTGUP00000001555	SINCAM010065
ENSTGUP00000001556	SINCAM000290
ENSTGUP00000001557	SINCAM002106
ENSTGUP00000001558	SINCAM002105
ENSTGUP00000001559	SINCAM000941
ENSTGUP00000001560	SINCAM002104
ENSTGUP00000001561	SINCAM002103
ENSTGUP00000001562	SINCAM002101
ENSTGUP00000001563	SINCAM006945
ENSTGUP00000001564	SINCAM002100
ENSTGUP00000001566	SINCAM920484
ENSTGUP00000001567	SINCAM000940
ENSTGUP00000001570	SINCAM010137
ENSTGUP00000001571	SINCAM009718
ENSTGUP00000001572	SINCAM900182
ENSTGUP00000001574	SINCAM009062
ENSTGUP00000001576	SINCAM000381
ENSTGUP00000001577	SINCAM009061
ENSTGUP00000001578	SINCAM012189
ENSTGUP00000001582	SINCAM001193
ENSTGUP00000001585	SINCAM000383
ENSTGUP00000001587	SINCAM000003
ENSTGUP00000001588	SINCAM009093
ENSTGUP00000001589	SINCAM001192
ENSTGUP00000001591	SINCAM000005
ENSTGUP00000001592	SINCAM009090
ENSTGUP00000001594	SINCAM014259
ENSTGUP00000001595	SINCAM920546
ENSTGUP00000001596	SINCAM920547
ENSTGUP00000001597	SINCAM014675
ENSTGUP00000001599	SINCAM920604
ENSTGUP00000001601	SINCAM002099
ENSTGUP00000001602	SINCAM009092
ENSTGUP00000001603	SINCAM002098
ENSTGUP00000001604	SINCAM920603
ENSTGUP00000001605	SINCAM000822
ENSTGUP00000001606	SINCAM003161
ENSTGUP00000001607	SINCAM012303
ENSTGUP00000001608	SINCAM009089
ENSTGUP00000001609	SINCAM001190
ENSTGUP00000001610	SINCAM012300
ENSTGUP00000001611	SINCAM002097
ENSTGUP00000001612	SINCAM010156
ENSTGUP00000001613	SINCAM010158
ENSTGUP00000001614	SINCAM009057
ENSTGUP00000001615	SINCAM010161
ENSTGUP00000001616	SINCAM001442
ENSTGUP00000001617	SINCAM000824
ENSTGUP00000001618	SINCAM012301
ENSTGUP00000001619	SINCAM010176
ENSTGUP00000001621	SINCAM001443
ENSTGUP00000001624	SINCAM002095
ENSTGUP00000001625	SINCAM012714
ENSTGUP00000001626	SINCAM001446
ENSTGUP00000001628	SINCAM012072
ENSTGUP00000001629	SINCAM001447
ENSTGUP00000001630	SINCAM012074
ENSTGUP00000001631	SINCAM002094
ENSTGUP00000001632	SINCAM002093
ENSTGUP00000001633	SINCAM920646
ENSTGUP00000001634	SINCAM920647
ENSTGUP00000001635	SINCAM012600
ENSTGUP00000001636	SINCAM009059
ENSTGUP00000001640	SINCAM009378
ENSTGUP00000001641	SINCAM922369
ENSTGUP00000001643	SINCAM922371
ENSTGUP00000001645	SINCAM003371
ENSTGUP00000001647	SINCAM922946
ENSTGUP00000001648	SINCAM001453
ENSTGUP00000001650	SINCAM900231
ENSTGUP00000001651	SINCAM010042
ENSTGUP00000001652	SINCAM900232
ENSTGUP00000001653	SINCAM900233
ENSTGUP00000001656	SINCAM010047
ENSTGUP00000001658	SINCAM006947
ENSTGUP00000001659	SINCAM012213
ENSTGUP00000001660	SINCAM900235
ENSTGUP00000001662	SINCAM920630
ENSTGUP00000001664	SINCAM001336
ENSTGUP00000001666	SINCAM008901
ENSTGUP00000001668	SINCAM000113
ENSTGUP00000001669	SINCAM014077
ENSTGUP00000001670	SINCAM001338
ENSTGUP00000001671	SINCAM008919
ENSTGUP00000001672	SINCAM001339
ENSTGUP00000001673	SINCAM010050
ENSTGUP00000001675	SINCAM010051
ENSTGUP00000001676	SINCAM921742
ENSTGUP00000001679	SINCAM012215
ENSTGUP00000001680	SINCAM000849
ENSTGUP00000001681	SINCAM010053
ENSTGUP00000001683	SINCAM010054
ENSTGUP00000001687	SINCAM009913
ENSTGUP00000001689	SINCAM002090
ENSTGUP00000001690	SINCAM001342
ENSTGUP00000001691	SINCAM014261
ENSTGUP00000001693	SINCAM006096
ENSTGUP00000001695	SINCAM001374
ENSTGUP00000001696	SINCAM002091
ENSTGUP00000001697	SINCAM921740
ENSTGUP00000001698	SINCAM002087
ENSTGUP00000001699	SINCAM000852
ENSTGUP00000001700	SINCAM013230
ENSTGUP00000001701	SINCAM001372
ENSTGUP00000001703	SINCAM002085
ENSTGUP00000001704	SINCAM001371
ENSTGUP00000001705	SINCAM921739
ENSTGUP00000001706	SINCAM000854
ENSTGUP00000001708	SINCAM013572
ENSTGUP00000001709	SINCAM922511
ENSTGUP00000001712	SINCAM000006
ENSTGUP00000001713	SINCAM002084
ENSTGUP00000001716	SINCAM002083
ENSTGUP00000001717	SINCAM012195
ENSTGUP00000001719	SINCAM000399
ENSTGUP00000001720	SINCAM008924
ENSTGUP00000001721	SINCAM001370
ENSTGUP00000001723	SINCAM010060
ENSTGUP00000001724	SINCAM000400
ENSTGUP00000001726	SINCAM002081
ENSTGUP00000001728	SINCAM002079
ENSTGUP00000001730	SINCAM001363
ENSTGUP00000001731	SINCAM006004
ENSTGUP00000001732	SINCAM921738
ENSTGUP00000001733	SINCAM013395
ENSTGUP00000001735	SINCAM000402
ENSTGUP00000001737	SINCAM010264
ENSTGUP00000001738	SINCAM920637
ENSTGUP00000001739	SINCAM012326
ENSTGUP00000001740	SINCAM000403
ENSTGUP00000001741	SINCAM002076
ENSTGUP00000001742	SINCAM920740
ENSTGUP00000001744	SINCAM000404
ENSTGUP00000001745	SINCAM922367
ENSTGUP00000001746	SINCAM001673
ENSTGUP00000001747	SINCAM000409
ENSTGUP00000001748	SINCAM922365
ENSTGUP00000001749	SINCAM010258
ENSTGUP00000001751	SINCAM001369
ENSTGUP00000001753	SINCAM013556
ENSTGUP00000001755	SINCAM001368
ENSTGUP00000001756	SINCAM014801
ENSTGUP00000001758	SINCAM922359
ENSTGUP00000001759	SINCAM008921
ENSTGUP00000001760	SINCAM920538
ENSTGUP00000001761	SINCAM001367
ENSTGUP00000001762	SINCAM001366
ENSTGUP00000001763	SINCAM001674
ENSTGUP00000001765	SINCAM001365
ENSTGUP00000001767	SINCAM001364
ENSTGUP00000001769	SINCAM012325
ENSTGUP00000001770	SINCAM001375
ENSTGUP00000001772	SINCAM009100
ENSTGUP00000001774	SINCAM010254
ENSTGUP00000001775	SINCAM001376
ENSTGUP00000001776	SINCAM010184
ENSTGUP00000001781	SINCAM001675
ENSTGUP00000001782	SINCAM920639
ENSTGUP00000001786	SINCAM009102
ENSTGUP00000001790	SINCAM012292
ENSTGUP00000001791	SINCAM000373
ENSTGUP00000001792	SINCAM009103
ENSTGUP00000001793	SINCAM003180
ENSTGUP00000001794	SINCAM009099
ENSTGUP00000001795	SINCAM000374
ENSTGUP00000001796	SINCAM009097
ENSTGUP00000001797	SINCAM012291
ENSTGUP00000001798	SINCAM001377
ENSTGUP00000001799	SINCAM921075
ENSTGUP00000001800	SINCAM012736
ENSTGUP00000001801	SINCAM920641
ENSTGUP00000001803	SINCAM012322
ENSTGUP00000001804	SINCAM920642
ENSTGUP00000001805	SINCAM001676
ENSTGUP00000001806	SINCAM001381
ENSTGUP00000001807	SINCAM001382
ENSTGUP00000001808	SINCAM920482
ENSTGUP00000001809	SINCAM012289
ENSTGUP00000001810	SINCAM001677
ENSTGUP00000001811	SINCAM000826
ENSTGUP00000001812	SINCAM001465
ENSTGUP00000001813	SINCAM001334
ENSTGUP00000001814	SINCAM013370
ENSTGUP00000001815	SINCAM920542
ENSTGUP00000001816	SINCAM002265
ENSTGUP00000001817	SINCAM007350
ENSTGUP00000001819	SINCAM012286
ENSTGUP00000001820	SINCAM002266
ENSTGUP00000001821	SINCAM012285
ENSTGUP00000001824	SINCAM000109
ENSTGUP00000001825	SINCAM920629
ENSTGUP00000001826	SINCAM012284
ENSTGUP00000001827	SINCAM920628
ENSTGUP00000001828	SINCAM920627
ENSTGUP00000001829	SINCAM000814
ENSTGUP00000001830	SINCAM921735
ENSTGUP00000001831	SINCAM920626
ENSTGUP00000001833	SINCAM012283
ENSTGUP00000001834	SINCAM012282
ENSTGUP00000001835	SINCAM000813
ENSTGUP00000001838	SINCAM000858
ENSTGUP00000001840	SINCAM012280
ENSTGUP00000001841	SINCAM002161
ENSTGUP00000001843	SINCAM922521
ENSTGUP00000001844	SINCAM000808
ENSTGUP00000001845	SINCAM012232
ENSTGUP00000001846	SINCAM002162
ENSTGUP00000001848	SINCAM000825
ENSTGUP00000001849	SINCAM922518
ENSTGUP00000001850	SINCAM012239
ENSTGUP00000001851	SINCAM000365
ENSTGUP00000001852	SINCAM000364
ENSTGUP00000001853	SINCAM000363
ENSTGUP00000001855	SINCAM000362
ENSTGUP00000001856	SINCAM002164
ENSTGUP00000001858	SINCAM002166
ENSTGUP00000001860	SINCAM000361
ENSTGUP00000001861	SINCAM001329
ENSTGUP00000001862	SINCAM001328
ENSTGUP00000001863	SINCAM002169
ENSTGUP00000001864	SINCAM001327
ENSTGUP00000001867	SINCAM002172
ENSTGUP00000001869	SINCAM002173
ENSTGUP00000001870	SINCAM002174
ENSTGUP00000001874	SINCAM000358
ENSTGUP00000001875	SINCAM009816
ENSTGUP00000001876	SINCAM012238
ENSTGUP00000001877	SINCAM920633
ENSTGUP00000001878	SINCAM002175
ENSTGUP00000001880	SINCAM920680
ENSTGUP00000001881	SINCAM920632
ENSTGUP00000001882	SINCAM012278
ENSTGUP00000001884	SINCAM001762
ENSTGUP00000001885	SINCAM012276
ENSTGUP00000001886	SINCAM001689
ENSTGUP00000001888	SINCAM012117
ENSTGUP00000001889	SINCAM012130
ENSTGUP00000001891	SINCAM015719
ENSTGUP00000001892	SINCAM001344
ENSTGUP00000001893	SINCAM010276
ENSTGUP00000001895	SINCAM001679
ENSTGUP00000001896	SINCAM920634
ENSTGUP00000001898	SINCAM001680
ENSTGUP00000001899	SINCAM001353
ENSTGUP00000001900	SINCAM001681
ENSTGUP00000001901	SINCAM000355
ENSTGUP00000001902	SINCAM012091
ENSTGUP00000001903	SINCAM001682
ENSTGUP00000001904	SINCAM001352
ENSTGUP00000001905	SINCAM922047
ENSTGUP00000001906	SINCAM012423
ENSTGUP00000001909	SINCAM001683
ENSTGUP00000001912	SINCAM001684
ENSTGUP00000001914	SINCAM920668
ENSTGUP00000001915	SINCAM001686
ENSTGUP00000001916	SINCAM000146
ENSTGUP00000001921	SINCAM000147
ENSTGUP00000001922	SINCAM001687
ENSTGUP00000001923	SINCAM000148
ENSTGUP00000001924	SINCAM921038
ENSTGUP00000001925	SINCAM001358
ENSTGUP00000001926	SINCAM013404
ENSTGUP00000001929	SINCAM001688
ENSTGUP00000001930	SINCAM002259
ENSTGUP00000001932	SINCAM900151
ENSTGUP00000001933	SINCAM013393
ENSTGUP00000001934	SINCAM012098
ENSTGUP00000001935	SINCAM921039
ENSTGUP00000001936	SINCAM000149
ENSTGUP00000001937	SINCAM922633
ENSTGUP00000001938	SINCAM900152
ENSTGUP00000001940	SINCAM000151
ENSTGUP00000001942	SINCAM001669
ENSTGUP00000001943	SINCAM920635
ENSTGUP00000001944	SINCAM006141
ENSTGUP00000001945	SINCAM000152
ENSTGUP00000001946	SINCAM005588
ENSTGUP00000001947	SINCAM000635
ENSTGUP00000001948	SINCAM006142
ENSTGUP00000001949	SINCAM000153
ENSTGUP00000001950	SINCAM001668
ENSTGUP00000001951	SINCAM001389
ENSTGUP00000001952	SINCAM000154
ENSTGUP00000001953	SINCAM006144
ENSTGUP00000001954	SINCAM001362
ENSTGUP00000001960	SINCAM000873
ENSTGUP00000001961	SINCAM900260
ENSTGUP00000001963	SINCAM001705
ENSTGUP00000001964	SINCAM900259
ENSTGUP00000001965	SINCAM001665
ENSTGUP00000001966	SINCAM013525
ENSTGUP00000001967	SINCAM006147
ENSTGUP00000001968	SINCAM920762
ENSTGUP00000001970	SINCAM013526
ENSTGUP00000001971	SINCAM000155
ENSTGUP00000001972	SINCAM012752
ENSTGUP00000001973	SINCAM015614
ENSTGUP00000001974	SINCAM006150
ENSTGUP00000001975	SINCAM000156
ENSTGUP00000001976	SINCAM920638
ENSTGUP00000001977	SINCAM013528
ENSTGUP00000001978	SINCAM006151
ENSTGUP00000001980	SINCAM001343
ENSTGUP00000001981	SINCAM001935
ENSTGUP00000001982	SINCAM920446
ENSTGUP00000001983	SINCAM920447
ENSTGUP00000001984	SINCAM920448
ENSTGUP00000001987	SINCAM006153
ENSTGUP00000001988	SINCAM920625
ENSTGUP00000001990	SINCAM013523
ENSTGUP00000001991	SINCAM006167
ENSTGUP00000001992	SINCAM006168
ENSTGUP00000001993	SINCAM000007
ENSTGUP00000001994	SINCAM013569
ENSTGUP00000001996	SINCAM922148
ENSTGUP00000001997	SINCAM000008
ENSTGUP00000002000	SINCAM006950
ENSTGUP00000002001	SINCAM001387
ENSTGUP00000002002	SINCAM013522
ENSTGUP00000002003	SINCAM920644
ENSTGUP00000002004	SINCAM016176
ENSTGUP00000002005	SINCAM009958
ENSTGUP00000002006	SINCAM001385
ENSTGUP00000002007	SINCAM013521
ENSTGUP00000002008	SINCAM006174
ENSTGUP00000002009	SINCAM000010
ENSTGUP00000002010	SINCAM001936
ENSTGUP00000002011	SINCAM006155
ENSTGUP00000002012	SINCAM016175
