PMZ_0041611-RA	ENSLOCP00000000001
PMZ_0027379-RA	ENSLOCP00000001338
PMZ_0005927-RA	ENSLOCP00000001338
PMZ_0044601-RA	ENSLOCP00000001339
PMZ_0044600-RA	ENSLOCP00000001339
PMZ_0042785-RA	ENSLOCP00000001340
PMZ_0035364-RA	ENSLOCP00000001340
PMZ_0044576-RA	ENSLOCP00000001341
PMZ_0040215-RA	ENSLOCP00000001346
PMZ_0037653-RA	ENSLOCP00000001346
PMZ_0015378-RA	ENSLOCP00000001348
PMZ_0044706-RA	ENSLOCP00000001350
PMZ_0011957-RA	ENSLOCP00000001355
PMZ_0047275-RA	ENSLOCP00000001357
PMZ_0044056-RA	ENSLOCP00000001357
PMZ_0042505-RA	ENSLOCP00000001361
PMZ_0041565-RA	ENSLOCP00000001361
PMZ_0044766-RA	ENSLOCP00000001363
PMZ_0028262-RA	ENSLOCP00000001368
PMZ_0043992-RA	ENSLOCP00000001368
PMZ_0047855-RA	ENSLOCP00000001369
PMZ_0028698-RA	ENSLOCP00000001371
PMZ_0047645-RA	ENSLOCP00000001371
PMZ_0041952-RA	ENSLOCP00000001376
PMZ_0034605-RA	ENSLOCP00000001380
PMZ_0044720-RA	ENSLOCP00000001380
PMZ_0042801-RA	ENSLOCP00000001382
PMZ_0042802-RA	ENSLOCP00000001382
PMZ_0042513-RA	ENSLOCP00000001383
PMZ_0038891-RA	ENSLOCP00000001383
PMZ_0040691-RA	ENSLOCP00000001384
PMZ_0026636-RA	ENSLOCP00000001384
PMZ_0038178-RA	ENSLOCP00000001388
PMZ_0038637-RA	ENSLOCP00000001388
PMZ_0008428-RA	ENSLOCP00000001393
PMZ_0020779-RA	ENSLOCP00000001396
PMZ_0032521-RA	ENSLOCP00000001397
PMZ_0012482-RA	ENSLOCP00000001397
PMZ_0034062-RA	ENSLOCP00000001401
PMZ_0027604-RA	ENSLOCP00000001402
PMZ_0032284-RA	ENSLOCP00000001404
PMZ_0026769-RA	ENSLOCP00000001404
PMZ_0046630-RA	ENSLOCP00000001406
PMZ_0007701-RA	ENSLOCP00000001406
PMZ_0028854-RA	ENSLOCP00000001407
PMZ_0031944-RA	ENSLOCP00000001411
PMZ_0046334-RA	ENSLOCP00000001411
PMZ_0042848-RA	ENSLOCP00000001413
PMZ_0044713-RA	ENSLOCP00000001415
PMZ_0046665-RA	ENSLOCP00000001415
PMZ_0029476-RA	ENSLOCP00000001417
PMZ_0042506-RA	ENSLOCP00000001418
PMZ_0027606-RA	ENSLOCP00000001418
PMZ_0036641-RA	ENSLOCP00000001420
PMZ_0036031-RA	ENSLOCP00000001420
PMZ_0015053-RA	ENSLOCP00000001421
PMZ_0001583-RA	ENSLOCP00000001423
PMZ_0022166-RA	ENSLOCP00000001425
PMZ_0036155-RA	ENSLOCP00000001425
PMZ_0046736-RA	ENSLOCP00000001426
PMZ_0033140-RA	ENSLOCP00000001426
PMZ_0026319-RA	ENSLOCP00000001427
PMZ_0018309-RA	ENSLOCP00000001427
PMZ_0014105-RA	ENSLOCP00000001429
PMZ_0009021-RA	ENSLOCP00000001429
PMZ_0033253-RA	ENSLOCP00000001433
PMZ_0031971-RA	ENSLOCP00000001436
PMZ_0033002-RA	ENSLOCP00000001436
PMZ_0027169-RA	ENSLOCP00000001437
PMZ_0047327-RA	ENSLOCP00000001437
PMZ_0044656-RA	ENSLOCP00000001440
PMZ_0042350-RA	ENSLOCP00000001442
PMZ_0042351-RA	ENSLOCP00000001442
PMZ_0018041-RA	ENSLOCP00000001444
PMZ_0026741-RA	ENSLOCP00000001445
PMZ_0005883-RA	ENSLOCP00000001445
PMZ_0031261-RA	ENSLOCP00000001447
PMZ_0033635-RA	ENSLOCP00000001449
PMZ_0047023-RA	ENSLOCP00000001449
PMZ_0043834-RA	ENSLOCP00000001455
PMZ_0045690-RA	ENSLOCP00000001455
PMZ_0043507-RA	ENSLOCP00000001456
PMZ_0037053-RA	ENSLOCP00000001458
PMZ_0040737-RA	ENSLOCP00000001458
PMZ_0015918-RA	ENSLOCP00000001460
PMZ_0045065-RA	ENSLOCP00000001460
PMZ_0027623-RA	ENSLOCP00000001461
PMZ_0042509-RA	ENSLOCP00000001462
PMZ_0046819-RA	ENSLOCP00000001462
PMZ_0041613-RA	ENSLOCP00000001464
PMZ_0035379-RA	ENSLOCP00000001464
PMZ_0042669-RA	ENSLOCP00000001465
PMZ_0042423-RA	ENSLOCP00000001465
PMZ_0031158-RA	ENSLOCP00000001466
PMZ_0012671-RA	ENSLOCP00000001476
PMZ_0017601-RA	ENSLOCP00000001476
PMZ_0044594-RA	ENSLOCP00000001477
PMZ_0035602-RA	ENSLOCP00000001478
PMZ_0045377-RA	ENSLOCP00000001479
PMZ_0031521-RA	ENSLOCP00000001480
PMZ_0032380-RA	ENSLOCP00000001480
PMZ_0018970-RA	ENSLOCP00000001481
PMZ_0004372-RA	ENSLOCP00000001483
PMZ_0037166-RA	ENSLOCP00000001483
PMZ_0044803-RA	ENSLOCP00000001484
PMZ_0013047-RA	ENSLOCP00000001486
PMZ_0034529-RA	ENSLOCP00000001486
PMZ_0002540-RA	ENSLOCP00000001488
PMZ_0036626-RA	ENSLOCP00000001488
PMZ_0031645-RA	ENSLOCP00000001490
PMZ_0046341-RA	ENSLOCP00000001492
PMZ_0005183-RA	ENSLOCP00000001493
PMZ_0043697-RA	ENSLOCP00000001496
PMZ_0043698-RA	ENSLOCP00000001496
PMZ_0001044-RA	ENSLOCP00000001498
PMZ_0041166-RA	ENSLOCP00000001499
PMZ_0042837-RA	ENSLOCP00000001500
PMZ_0041629-RA	ENSLOCP00000001500
PMZ_0047716-RA	ENSLOCP00000001502
PMZ_0031578-RA	ENSLOCP00000001507
PMZ_0041511-RA	ENSLOCP00000001510
PMZ_0020152-RA	ENSLOCP00000001511
PMZ_0027043-RA	ENSLOCP00000001512
PMZ_0045848-RA	ENSLOCP00000001512
PMZ_0002437-RA	ENSLOCP00000001515
PMZ_0013973-RA	ENSLOCP00000001517
PMZ_0045209-RA	ENSLOCP00000001519
PMZ_0037456-RA	ENSLOCP00000001520
PMZ_0035543-RA	ENSLOCP00000001520
PMZ_0044802-RA	ENSLOCP00000001521
PMZ_0019702-RA	ENSLOCP00000001521
PMZ_0042836-RA	ENSLOCP00000001522
PMZ_0041702-RA	ENSLOCP00000001527
PMZ_0026061-RA	ENSLOCP00000001528
PMZ_0044595-RA	ENSLOCP00000001530
PMZ_0005093-RA	ENSLOCP00000001531
PMZ_0037525-RA	ENSLOCP00000001533
PMZ_0038438-RA	ENSLOCP00000001534
PMZ_0039125-RA	ENSLOCP00000001536
PMZ_0013605-RA	ENSLOCP00000001537
PMZ_0039026-RA	ENSLOCP00000001537
PMZ_0040303-RA	ENSLOCP00000001538
PMZ_0041354-RA	ENSLOCP00000001540
PMZ_0033490-RA	ENSLOCP00000001541
PMZ_0040435-RA	ENSLOCP00000001541
PMZ_0034427-RA	ENSLOCP00000001549
PMZ_0026554-RA	ENSLOCP00000001550
PMZ_0046743-RA	ENSLOCP00000001550
PMZ_0042347-RA	ENSLOCP00000001551
PMZ_0042349-RA	ENSLOCP00000001551
PMZ_0027406-RA	ENSLOCP00000001555
PMZ_0048717-RA	ENSLOCP00000001555
PMZ_0009966-RA	ENSLOCP00000001556
PMZ_0036538-RA	ENSLOCP00000001558
PMZ_0004196-RA	ENSLOCP00000001563
PMZ_0045587-RA	ENSLOCP00000001563
PMZ_0044664-RA	ENSLOCP00000001564
PMZ_0021980-RA	ENSLOCP00000001565
PMZ_0010529-RA	ENSLOCP00000001567
PMZ_0031982-RA	ENSLOCP00000001568
PMZ_0006229-RA	ENSLOCP00000001571
PMZ_0016133-RA	ENSLOCP00000001572
PMZ_0003976-RA	ENSLOCP00000001573
PMZ_0029303-RA	ENSLOCP00000001573
PMZ_0021461-RA	ENSLOCP00000001574
PMZ_0046273-RA	ENSLOCP00000001574
PMZ_0042936-RA	ENSLOCP00000001575
PMZ_0048195-RA	ENSLOCP00000001575
PMZ_0040963-RA	ENSLOCP00000001580
PMZ_0045545-RA	ENSLOCP00000001580
PMZ_0033300-RA	ENSLOCP00000001581
PMZ_0029525-RA	ENSLOCP00000001583
PMZ_0036253-RA	ENSLOCP00000001583
PMZ_0016323-RA	ENSLOCP00000001584
PMZ_0033901-RA	ENSLOCP00000001587
PMZ_0047791-RA	ENSLOCP00000001587
PMZ_0029597-RA	ENSLOCP00000001589
PMZ_0045208-RA	ENSLOCP00000001590
PMZ_0046242-RA	ENSLOCP00000001592
PMZ_0015671-RA	ENSLOCP00000001593
PMZ_0016309-RA	ENSLOCP00000001595
PMZ_0044760-RA	ENSLOCP00000001599
PMZ_0015369-RA	ENSLOCP00000001600
PMZ_0031177-RA	ENSLOCP00000001601
PMZ_0047607-RA	ENSLOCP00000001605
PMZ_0008287-RA	ENSLOCP00000001607
PMZ_0043203-RA	ENSLOCP00000001609
PMZ_0047194-RA	ENSLOCP00000001613
PMZ_0018633-RA	ENSLOCP00000001613
PMZ_0013387-RA	ENSLOCP00000001614
PMZ_0044947-RA	ENSLOCP00000001616
PMZ_0032850-RA	ENSLOCP00000001616
PMZ_0042814-RA	ENSLOCP00000001617
PMZ_0042937-RA	ENSLOCP00000001619
PMZ_0036212-RA	ENSLOCP00000001619
PMZ_0031218-RA	ENSLOCP00000001621
PMZ_0046367-RA	ENSLOCP00000001622
PMZ_0046365-RA	ENSLOCP00000001622
PMZ_0040744-RA	ENSLOCP00000001623
PMZ_0047751-RA	ENSLOCP00000001624
PMZ_0036298-RA	ENSLOCP00000001626
PMZ_0036297-RA	ENSLOCP00000001626
PMZ_0045982-RA	ENSLOCP00000001627
PMZ_0031862-RA	ENSLOCP00000001629
PMZ_0046561-RA	ENSLOCP00000001631
PMZ_0042259-RA	ENSLOCP00000001634
PMZ_0042257-RA	ENSLOCP00000001634
PMZ_0030801-RA	ENSLOCP00000001639
PMZ_0042377-RA	ENSLOCP00000001639
PMZ_0018221-RA	ENSLOCP00000001644
PMZ_0009781-RA	ENSLOCP00000001646
PMZ_0031861-RA	ENSLOCP00000001647
PMZ_0005248-RA	ENSLOCP00000001649
PMZ_0031893-RA	ENSLOCP00000001649
PMZ_0038454-RA	ENSLOCP00000001651
PMZ_0029630-RA	ENSLOCP00000001651
PMZ_0016161-RA	ENSLOCP00000001652
PMZ_0047706-RA	ENSLOCP00000001652
PMZ_0045728-RA	ENSLOCP00000001653
PMZ_0020763-RA	ENSLOCP00000001653
PMZ_0028866-RA	ENSLOCP00000001656
PMZ_0040536-RA	ENSLOCP00000001657
PMZ_0008756-RA	ENSLOCP00000001660
PMZ_0026709-RA	ENSLOCP00000001662
PMZ_0017515-RA	ENSLOCP00000001672
PMZ_0033294-RA	ENSLOCP00000001673
PMZ_0031363-RA	ENSLOCP00000001676
PMZ_0045312-RA	ENSLOCP00000001676
PMZ_0045589-RA	ENSLOCP00000001680
PMZ_0046750-RA	ENSLOCP00000001680
PMZ_0011119-RA	ENSLOCP00000001683
PMZ_0045440-RA	ENSLOCP00000001683
PMZ_0041031-RA	ENSLOCP00000001687
PMZ_0028929-RA	ENSLOCP00000001689
PMZ_0048616-RA	ENSLOCP00000001691
PMZ_0038503-RA	ENSLOCP00000001692
PMZ_0047188-RA	ENSLOCP00000001692
PMZ_0011836-RA	ENSLOCP00000001693
PMZ_0035396-RA	ENSLOCP00000001693
PMZ_0009297-RA	ENSLOCP00000001695
PMZ_0041703-RA	ENSLOCP00000001696
PMZ_0044109-RA	ENSLOCP00000001698
PMZ_0047308-RA	ENSLOCP00000001698
PMZ_0032702-RA	ENSLOCP00000001699
PMZ_0042940-RA	ENSLOCP00000001701
PMZ_0041915-RA	ENSLOCP00000001702
PMZ_0039237-RA	ENSLOCP00000001702
PMZ_0030549-RA	ENSLOCP00000001703
PMZ_0030431-RA	ENSLOCP00000001703
PMZ_0041463-RA	ENSLOCP00000001711
PMZ_0010428-RA	ENSLOCP00000001712
PMZ_0037474-RA	ENSLOCP00000001714
PMZ_0045191-RA	ENSLOCP00000001716
PMZ_0018770-RA	ENSLOCP00000001716
PMZ_0035276-RA	ENSLOCP00000001719
PMZ_0003180-RA	ENSLOCP00000001723
PMZ_0046783-RA	ENSLOCP00000001723
PMZ_0030712-RA	ENSLOCP00000001726
PMZ_0047677-RA	ENSLOCP00000001727
PMZ_0035301-RA	ENSLOCP00000001728
PMZ_0010427-RA	ENSLOCP00000001730
PMZ_0028870-RA	ENSLOCP00000001731
PMZ_0041088-RA	ENSLOCP00000001733
PMZ_0048105-RA	ENSLOCP00000001733
PMZ_0033964-RA	ENSLOCP00000001734
PMZ_0012720-RA	ENSLOCP00000001736
PMZ_0029125-RA	ENSLOCP00000001736
PMZ_0030973-RA	ENSLOCP00000001740
PMZ_0001192-RA	ENSLOCP00000001744
PMZ_0046656-RA	ENSLOCP00000001744
PMZ_0010425-RA	ENSLOCP00000001745
PMZ_0040919-RA	ENSLOCP00000001745
PMZ_0036343-RA	ENSLOCP00000001747
PMZ_0042028-RA	ENSLOCP00000001748
PMZ_0030387-RA	ENSLOCP00000001750
PMZ_0030388-RA	ENSLOCP00000001750
PMZ_0026096-RA	ENSLOCP00000001751
PMZ_0044312-RA	ENSLOCP00000001752
PMZ_0015321-RA	ENSLOCP00000001753
PMZ_0014662-RA	ENSLOCP00000001753
PMZ_0026945-RA	ENSLOCP00000001755
PMZ_0018339-RA	ENSLOCP00000001755
PMZ_0044112-RA	ENSLOCP00000001756
PMZ_0048434-RA	ENSLOCP00000001756
PMZ_0007159-RA	ENSLOCP00000001757
PMZ_0035677-RA	ENSLOCP00000001757
PMZ_0045879-RA	ENSLOCP00000001761
PMZ_0046218-RA	ENSLOCP00000001761
PMZ_0042599-RA	ENSLOCP00000001763
PMZ_0045274-RA	ENSLOCP00000001764
PMZ_0031589-RA	ENSLOCP00000001766
PMZ_0041408-RA	ENSLOCP00000001768
PMZ_0043506-RA	ENSLOCP00000001768
PMZ_0043336-RA	ENSLOCP00000001770
PMZ_0040217-RA	ENSLOCP00000001770
PMZ_0040019-RA	ENSLOCP00000001771
PMZ_0045646-RA	ENSLOCP00000001773
PMZ_0003310-RA	ENSLOCP00000001774
PMZ_0043902-RA	ENSLOCP00000001777
PMZ_0007867-RA	ENSLOCP00000001778
PMZ_0042766-RA	ENSLOCP00000001778
PMZ_0017284-RA	ENSLOCP00000001779
PMZ_0029017-RA	ENSLOCP00000001779
PMZ_0004667-RA	ENSLOCP00000001781
PMZ_0030065-RA	ENSLOCP00000001781
PMZ_0035667-RA	ENSLOCP00000001783
PMZ_0048684-RA	ENSLOCP00000001783
PMZ_0034530-RA	ENSLOCP00000001784
PMZ_0043505-RA	ENSLOCP00000001785
PMZ_0021056-RA	ENSLOCP00000001785
PMZ_0010910-RA	ENSLOCP00000001787
PMZ_0037095-RA	ENSLOCP00000001789
PMZ_0046281-RA	ENSLOCP00000001789
PMZ_0046603-RA	ENSLOCP00000001790
PMZ_0014631-RA	ENSLOCP00000001792
PMZ_0019327-RA	ENSLOCP00000001792
PMZ_0041179-RA	ENSLOCP00000001794
PMZ_0043253-RA	ENSLOCP00000001796
PMZ_0043254-RA	ENSLOCP00000001796
PMZ_0043504-RA	ENSLOCP00000001797
PMZ_0028186-RA	ENSLOCP00000001799
PMZ_0045727-RA	ENSLOCP00000001802
PMZ_0043587-RA	ENSLOCP00000001802
PMZ_0032583-RA	ENSLOCP00000001805
PMZ_0017336-RA	ENSLOCP00000001806
PMZ_0009084-RA	ENSLOCP00000001806
PMZ_0048391-RA	ENSLOCP00000001807
PMZ_0037385-RA	ENSLOCP00000001807
PMZ_0005595-RA	ENSLOCP00000001809
PMZ_0042696-RA	ENSLOCP00000001810
PMZ_0034069-RA	ENSLOCP00000001810
PMZ_0045086-RA	ENSLOCP00000001811
PMZ_0042609-RA	ENSLOCP00000001814
PMZ_0044596-RA	ENSLOCP00000001815
PMZ_0040291-RA	ENSLOCP00000001817
PMZ_0035010-RA	ENSLOCP00000001818
PMZ_0043827-RA	ENSLOCP00000001823
PMZ_0046452-RA	ENSLOCP00000001823
PMZ_0008425-RA	ENSLOCP00000001826
PMZ_0041509-RA	ENSLOCP00000001829
PMZ_0045577-RA	ENSLOCP00000001830
PMZ_0027002-RA	ENSLOCP00000001831
PMZ_0043065-RA	ENSLOCP00000001832
PMZ_0047148-RA	ENSLOCP00000001834
PMZ_0046112-RA	ENSLOCP00000001834
PMZ_0026401-RA	ENSLOCP00000001836
PMZ_0007200-RA	ENSLOCP00000001838
PMZ_0047004-RA	ENSLOCP00000001838
PMZ_0015548-RA	ENSLOCP00000001841
PMZ_0043379-RA	ENSLOCP00000001841
PMZ_0030806-RA	ENSLOCP00000001845
PMZ_0044725-RA	ENSLOCP00000001845
PMZ_0046484-RA	ENSLOCP00000001848
PMZ_0007659-RA	ENSLOCP00000001848
PMZ_0040183-RA	ENSLOCP00000001852
PMZ_0028825-RA	ENSLOCP00000001852
PMZ_0037722-RA	ENSLOCP00000001854
PMZ_0010851-RA	ENSLOCP00000001855
PMZ_0046946-RA	ENSLOCP00000001858
PMZ_0031873-RA	ENSLOCP00000001861
PMZ_0046380-RA	ENSLOCP00000001861
PMZ_0037168-RA	ENSLOCP00000001863
PMZ_0029417-RA	ENSLOCP00000001863
PMZ_0027852-RA	ENSLOCP00000001865
PMZ_0019396-RA	ENSLOCP00000001866
PMZ_0012412-RA	ENSLOCP00000001867
PMZ_0032956-RA	ENSLOCP00000001867
PMZ_0031702-RA	ENSLOCP00000001869
PMZ_0019384-RA	ENSLOCP00000001871
PMZ_0043826-RA	ENSLOCP00000001871
PMZ_0042418-RA	ENSLOCP00000001873
PMZ_0042417-RA	ENSLOCP00000001873
PMZ_0041825-RA	ENSLOCP00000001875
PMZ_0044167-RA	ENSLOCP00000001875
PMZ_0041182-RA	ENSLOCP00000001882
PMZ_0040184-RA	ENSLOCP00000001883
PMZ_0029584-RA	ENSLOCP00000001883
PMZ_0031701-RA	ENSLOCP00000001884
PMZ_0026093-RA	ENSLOCP00000001885
PMZ_0032635-RA	ENSLOCP00000001885
PMZ_0044233-RA	ENSLOCP00000001886
PMZ_0033446-RA	ENSLOCP00000001886
PMZ_0022639-RA	ENSLOCP00000001889
PMZ_0046499-RA	ENSLOCP00000001890
PMZ_0035143-RA	ENSLOCP00000001893
PMZ_0027058-RA	ENSLOCP00000001895
PMZ_0044602-RA	ENSLOCP00000001895
PMZ_0026201-RA	ENSLOCP00000001896
PMZ_0033066-RA	ENSLOCP00000001896
PMZ_0007064-RA	ENSLOCP00000001898
PMZ_0017514-RA	ENSLOCP00000001899
PMZ_0013235-RA	ENSLOCP00000001899
PMZ_0009326-RA	ENSLOCP00000001900
PMZ_0046471-RA	ENSLOCP00000001903
PMZ_0040630-RA	ENSLOCP00000001904
PMZ_0037064-RA	ENSLOCP00000001904
PMZ_0030675-RA	ENSLOCP00000001906
PMZ_0031544-RA	ENSLOCP00000001906
PMZ_0002632-RA	ENSLOCP00000001907
PMZ_0034695-RA	ENSLOCP00000001907
PMZ_0026983-RA	ENSLOCP00000001908
PMZ_0047102-RA	ENSLOCP00000001908
PMZ_0020569-RA	ENSLOCP00000001909
PMZ_0032600-RA	ENSLOCP00000001910
PMZ_0035205-RA	ENSLOCP00000001915
PMZ_0047089-RA	ENSLOCP00000001915
PMZ_0030263-RA	ENSLOCP00000001918
PMZ_0043255-RA	ENSLOCP00000001918
PMZ_0030661-RA	ENSLOCP00000001919
PMZ_0047531-RA	ENSLOCP00000001919
PMZ_0007480-RA	ENSLOCP00000001920
PMZ_0044529-RA	ENSLOCP00000001920
PMZ_0046472-RA	ENSLOCP00000001922
PMZ_0045188-RA	ENSLOCP00000001924
PMZ_0036221-RA	ENSLOCP00000001925
PMZ_0032442-RA	ENSLOCP00000001927
PMZ_0035489-RA	ENSLOCP00000001928
PMZ_0024120-RA	ENSLOCP00000001937
PMZ_0043040-RA	ENSLOCP00000001938
PMZ_0012908-RA	ENSLOCP00000001938
PMZ_0007888-RA	ENSLOCP00000001939
PMZ_0042413-RA	ENSLOCP00000001939
PMZ_0031259-RA	ENSLOCP00000001942
PMZ_0013901-RA	ENSLOCP00000001944
PMZ_0006451-RA	ENSLOCP00000001946
PMZ_0020342-RA	ENSLOCP00000001950
PMZ_0044249-RA	ENSLOCP00000001950
PMZ_0046627-RA	ENSLOCP00000001952
PMZ_0006945-RA	ENSLOCP00000001953
PMZ_0044697-RA	ENSLOCP00000001954
PMZ_0038252-RA	ENSLOCP00000001955
PMZ_0040031-RA	ENSLOCP00000001957
PMZ_0043256-RA	ENSLOCP00000001962
PMZ_0018524-RA	ENSLOCP00000001962
PMZ_0041498-RA	ENSLOCP00000001963
PMZ_0029334-RA	ENSLOCP00000001964
PMZ_0047397-RA	ENSLOCP00000001964
PMZ_0040121-RA	ENSLOCP00000001966
PMZ_0029451-RA	ENSLOCP00000001968
PMZ_0039327-RA	ENSLOCP00000001968
PMZ_0009382-RA	ENSLOCP00000001969
PMZ_0037546-RA	ENSLOCP00000001969
PMZ_0041696-RA	ENSLOCP00000001970
PMZ_0032727-RA	ENSLOCP00000001972
PMZ_0033619-RA	ENSLOCP00000001974
PMZ_0037210-RA	ENSLOCP00000001976
PMZ_0026905-RA	ENSLOCP00000001976
PMZ_0014897-RA	ENSLOCP00000001978
PMZ_0015124-RA	ENSLOCP00000001978
PMZ_0010399-RA	ENSLOCP00000001981
PMZ_0029865-RA	ENSLOCP00000001981
PMZ_0033906-RA	ENSLOCP00000001982
PMZ_0044681-RA	ENSLOCP00000001982
PMZ_0002321-RA	ENSLOCP00000001983
PMZ_0041821-RA	ENSLOCP00000001983
PMZ_0044561-RA	ENSLOCP00000001984
PMZ_0032097-RA	ENSLOCP00000001985
PMZ_0032099-RA	ENSLOCP00000001985
PMZ_0029684-RA	ENSLOCP00000001986
PMZ_0042729-RA	ENSLOCP00000001993
PMZ_0040186-RA	ENSLOCP00000001993
PMZ_0016815-RA	ENSLOCP00000001994
PMZ_0044857-RA	ENSLOCP00000001994
PMZ_0040943-RA	ENSLOCP00000001995
PMZ_0046951-RA	ENSLOCP00000001995
PMZ_0039376-RA	ENSLOCP00000001996
PMZ_0020582-RA	ENSLOCP00000001999
PMZ_0045691-RA	ENSLOCP00000002004
PMZ_0046144-RA	ENSLOCP00000002008
PMZ_0040815-RA	ENSLOCP00000002008
PMZ_0042792-RA	ENSLOCP00000002010
PMZ_0042731-RA	ENSLOCP00000002011
PMZ_0019087-RA	ENSLOCP00000002014
PMZ_0027633-RA	ENSLOCP00000002014
PMZ_0010552-RA	ENSLOCP00000002015
PMZ_0018580-RA	ENSLOCP00000002016
PMZ_0040596-RA	ENSLOCP00000002020
PMZ_0048038-RA	ENSLOCP00000002023
PMZ_0005818-RA	ENSLOCP00000002024
PMZ_0039293-RA	ENSLOCP00000002025
PMZ_0047257-RA	ENSLOCP00000002025
PMZ_0032378-RA	ENSLOCP00000002029
PMZ_0045877-RA	ENSLOCP00000002032
PMZ_0026297-RA	ENSLOCP00000002034
PMZ_0047942-RA	ENSLOCP00000002034
PMZ_0002798-RA	ENSLOCP00000002040
PMZ_0019339-RA	ENSLOCP00000002044
PMZ_0028707-RA	ENSLOCP00000002045
PMZ_0018935-RA	ENSLOCP00000002045
PMZ_0033675-RA	ENSLOCP00000002048
PMZ_0045247-RA	ENSLOCP00000002048
PMZ_0034117-RA	ENSLOCP00000002049
PMZ_0002486-RA	ENSLOCP00000002053
PMZ_0038405-RA	ENSLOCP00000002053
PMZ_0027144-RA	ENSLOCP00000002054
PMZ_0041401-RA	ENSLOCP00000002055
PMZ_0045011-RA	ENSLOCP00000002055
PMZ_0043208-RA	ENSLOCP00000002056
PMZ_0006697-RA	ENSLOCP00000002056
PMZ_0017606-RA	ENSLOCP00000002057
PMZ_0047279-RA	ENSLOCP00000002058
PMZ_0026321-RA	ENSLOCP00000002059
PMZ_0047425-RA	ENSLOCP00000002059
PMZ_0010624-RA	ENSLOCP00000002060
PMZ_0047520-RA	ENSLOCP00000002060
PMZ_0046309-RA	ENSLOCP00000002061
PMZ_0045599-RA	ENSLOCP00000002061
PMZ_0007261-RA	ENSLOCP00000002062
PMZ_0042333-RA	ENSLOCP00000002063
PMZ_0005252-RA	ENSLOCP00000002064
PMZ_0009373-RA	ENSLOCP00000002065
PMZ_0032379-RA	ENSLOCP00000002065
PMZ_0044125-RA	ENSLOCP00000002068
PMZ_0031030-RA	ENSLOCP00000002068
PMZ_0041124-RA	ENSLOCP00000002069
PMZ_0037147-RA	ENSLOCP00000002071
PMZ_0040921-RA	ENSLOCP00000002073
PMZ_0012801-RA	ENSLOCP00000002075
PMZ_0040354-RA	ENSLOCP00000002077
PMZ_0030161-RA	ENSLOCP00000002078
PMZ_0032293-RA	ENSLOCP00000002078
PMZ_0030078-RA	ENSLOCP00000002080
PMZ_0042794-RA	ENSLOCP00000002082
PMZ_0021035-RA	ENSLOCP00000002084
PMZ_0045622-RA	ENSLOCP00000002087
PMZ_0019597-RA	ENSLOCP00000002090
PMZ_0026098-RA	ENSLOCP00000002091
PMZ_0048638-RA	ENSLOCP00000002091
PMZ_0012022-RA	ENSLOCP00000002092
PMZ_0041676-RA	ENSLOCP00000002092
PMZ_0038613-RA	ENSLOCP00000002093
PMZ_0047695-RA	ENSLOCP00000002093
PMZ_0040975-RA	ENSLOCP00000002094
PMZ_0029255-RA	ENSLOCP00000002094
PMZ_0029129-RA	ENSLOCP00000002096
PMZ_0040353-RA	ENSLOCP00000002096
PMZ_0040854-RA	ENSLOCP00000002099
PMZ_0032060-RA	ENSLOCP00000002101
PMZ_0047903-RA	ENSLOCP00000002103
PMZ_0027023-RA	ENSLOCP00000002105
PMZ_0032005-RA	ENSLOCP00000002107
PMZ_0045290-RA	ENSLOCP00000002109
PMZ_0033191-RA	ENSLOCP00000002110
PMZ_0047598-RA	ENSLOCP00000002110
PMZ_0044999-RA	ENSLOCP00000002112
PMZ_0032636-RA	ENSLOCP00000002112
PMZ_0032849-RA	ENSLOCP00000002113
PMZ_0043720-RA	ENSLOCP00000002114
PMZ_0030376-RA	ENSLOCP00000002114
PMZ_0035487-RA	ENSLOCP00000002115
PMZ_0036646-RA	ENSLOCP00000002115
PMZ_0046201-RA	ENSLOCP00000002116
PMZ_0005304-RA	ENSLOCP00000002119
PMZ_0033437-RA	ENSLOCP00000002120
PMZ_0041057-RA	ENSLOCP00000002124
PMZ_0011591-RA	ENSLOCP00000002129
PMZ_0007585-RA	ENSLOCP00000002132
PMZ_0020259-RA	ENSLOCP00000002132
PMZ_0003423-RA	ENSLOCP00000002134
PMZ_0036073-RA	ENSLOCP00000002134
PMZ_0030054-RA	ENSLOCP00000002135
PMZ_0033285-RA	ENSLOCP00000002135
PMZ_0002795-RA	ENSLOCP00000002136
PMZ_0040352-RA	ENSLOCP00000002136
PMZ_0038155-RA	ENSLOCP00000002139
PMZ_0043294-RA	ENSLOCP00000002139
PMZ_0043243-RA	ENSLOCP00000002141
PMZ_0035836-RA	ENSLOCP00000002141
PMZ_0033240-RA	ENSLOCP00000002142
PMZ_0031424-RA	ENSLOCP00000002144
PMZ_0026502-RA	ENSLOCP00000002147
PMZ_0009267-RA	ENSLOCP00000002148
PMZ_0029808-RA	ENSLOCP00000002153
PMZ_0020280-RA	ENSLOCP00000002156
PMZ_0042282-RA	ENSLOCP00000002156
PMZ_0029119-RA	ENSLOCP00000002157
PMZ_0037948-RA	ENSLOCP00000002157
PMZ_0005928-RA	ENSLOCP00000002158
PMZ_0031425-RA	ENSLOCP00000002159
PMZ_0046502-RA	ENSLOCP00000002162
PMZ_0033402-RA	ENSLOCP00000002163
PMZ_0047497-RA	ENSLOCP00000002163
PMZ_0043557-RA	ENSLOCP00000002167
