SINCAM000007	SINLEJ008012
SINCAM001172	SINLEJ010730
SINCAM001173	SINLEJ004154
SINCAM001173	SINLEJ012903
SINCAM001175	SINLEJ012884
SINCAM001175	SINLEJ000517
SINCAM001176	SINLEJ000516
SINCAM001177	SINLEJ014201
SINCAM001177	SINLEJ015555
SINCAM001181	SINLEJ012881
SINCAM001181	SINLEJ004904
SINCAM001183	SINLEJ004106
SINCAM001183	SINLEJ006040
SINCAM001188	SINLEJ000453
SINCAM001189	SINLEJ012421
SINCAM001190	SINLEJ016458
SINCAM001190	SINLEJ009560
SINCAM001193	SINLEJ000224
SINCAM001193	SINLEJ000223
SINCAM001196	SINLEJ000317
SINCAM001196	SINLEJ012943
SINCAM001197	SINLEJ000316
SINCAM001198	SINLEJ010748
SINCAM001198	SINLEJ018318
SINCAM001199	SINLEJ010747
SINCAM001199	SINLEJ003945
SINCAM001205	SINLEJ009888
SINCAM001206	SINLEJ015908
SINCAM001206	SINLEJ005156
SINCAM001207	SINLEJ015910
SINCAM001207	SINLEJ001086
SINCAM001209	SINLEJ012818
SINCAM001210	SINLEJ018477
SINCAM001210	SINLEJ018480
SINCAM001211	SINLEJ000476
SINCAM001215	SINLEJ010778
SINCAM001216	SINLEJ014254
SINCAM001217	SINLEJ004089
SINCAM001219	SINLEJ015868
SINCAM001219	SINLEJ010759
SINCAM001220	SINLEJ010754
SINCAM001220	SINLEJ000243
SINCAM001221	SINLEJ010753
SINCAM001221	SINLEJ014617
SINCAM001223	SINLEJ000248
SINCAM001224	SINLEJ010751
SINCAM001224	SINLEJ000249
SINCAM001226	SINLEJ004145
SINCAM001227	SINLEJ001901
SINCAM001227	SINLEJ012046
SINCAM001229	SINLEJ003965
SINCAM001230	SINLEJ012787
SINCAM001230	SINLEJ012786
SINCAM001231	SINLEJ000579
SINCAM001232	SINLEJ010749
SINCAM001232	SINLEJ017040
SINCAM001234	SINLEJ000595
SINCAM001234	SINLEJ000596
SINCAM001236	SINLEJ000600
SINCAM001237	SINLEJ004222
SINCAM001239	SINLEJ000601
SINCAM001239	SINLEJ010768
SINCAM001240	SINLEJ014286
SINCAM001240	SINLEJ014285
SINCAM001242	SINLEJ004200
SINCAM001243	SINLEJ000604
SINCAM001246	SINLEJ000606
SINCAM001246	SINLEJ004134
SINCAM001247	SINLEJ010830
SINCAM001248	SINLEJ004139
SINCAM001248	SINLEJ004138
SINCAM001249	SINLEJ003975
SINCAM001249	SINLEJ014301
SINCAM001250	SINLEJ010795
SINCAM001250	SINLEJ000240
SINCAM001251	SINLEJ000391
SINCAM001251	SINLEJ010736
SINCAM001252	SINLEJ010829
SINCAM001256	SINLEJ003955
SINCAM001257	SINLEJ009985
SINCAM001258	SINLEJ010032
SINCAM001258	SINLEJ010035
SINCAM001261	SINLEJ000175
SINCAM001263	SINLEJ017318
SINCAM001263	SINLEJ009970
SINCAM001264	SINLEJ000021
SINCAM001267	SINLEJ003962
SINCAM001272	SINLEJ003957
SINCAM001272	SINLEJ003956
SINCAM001274	SINLEJ000153
SINCAM001274	SINLEJ009922
SINCAM001275	SINLEJ017014
SINCAM001277	SINLEJ017011
SINCAM001280	SINLEJ017311
SINCAM001281	SINLEJ010001
SINCAM001281	SINLEJ012427
SINCAM001283	SINLEJ012484
SINCAM001286	SINLEJ009874
SINCAM001287	SINLEJ003144
SINCAM001288	SINLEJ000192
SINCAM001288	SINLEJ000193
SINCAM001289	SINLEJ011944
SINCAM001289	SINLEJ011943
SINCAM001290	SINLEJ008850
SINCAM001292	SINLEJ000886
SINCAM001292	SINLEJ009875
SINCAM001293	SINLEJ005658
SINCAM001294	SINLEJ009987
SINCAM001296	SINLEJ009845
SINCAM001296	SINLEJ000005
SINCAM001297	SINLEJ008460
SINCAM001297	SINLEJ008463
SINCAM001299	SINLEJ000191
SINCAM001299	SINLEJ000188
SINCAM001303	SINLEJ000202
SINCAM001305	SINLEJ013628
SINCAM001307	SINLEJ009895
SINCAM001307	SINLEJ011207
SINCAM001309	SINLEJ004170
SINCAM001309	SINLEJ004171
SINCAM001310	SINLEJ012899
SINCAM001311	SINLEJ013837
SINCAM001312	SINLEJ004058
SINCAM001313	SINLEJ012811
SINCAM001315	SINLEJ012810
SINCAM001315	SINLEJ010902
SINCAM001316	SINLEJ004060
SINCAM001317	SINLEJ004061
SINCAM001318	SINLEJ000470
SINCAM001318	SINLEJ004065
SINCAM001319	SINLEJ004063
SINCAM001319	SINLEJ010788
SINCAM001320	SINLEJ012812
SINCAM001320	SINLEJ012815
SINCAM001321	SINLEJ001477
SINCAM001321	SINLEJ001478
SINCAM001324	SINLEJ000566
SINCAM001324	SINLEJ017455
SINCAM001325	SINLEJ000570
SINCAM001327	SINLEJ000541
SINCAM001329	SINLEJ004191
SINCAM001329	SINLEJ000037
SINCAM001337	SINLEJ000256
SINCAM001337	SINLEJ000257
SINCAM001338	SINLEJ000258
SINCAM001338	SINLEJ014278
SINCAM001339	SINLEJ000259
SINCAM001341	SINLEJ012849
SINCAM001342	SINLEJ012850
SINCAM001343	SINLEJ003981
SINCAM001343	SINLEJ012851
SINCAM001344	SINLEJ003979
SINCAM001344	SINLEJ012962
SINCAM001345	SINLEJ012960
SINCAM001345	SINLEJ017473
SINCAM001352	SINLEJ004068
SINCAM001353	SINLEJ013963
SINCAM001353	SINLEJ004069
SINCAM001357	SINLEJ000295
SINCAM001357	SINLEJ003990
SINCAM001358	SINLEJ000298
SINCAM001358	SINLEJ000297
SINCAM001359	SINLEJ000506
SINCAM001359	SINLEJ014213
SINCAM001360	SINLEJ004048
SINCAM001361	SINLEJ004047
SINCAM001363	SINLEJ003937
SINCAM001368	SINLEJ014274
SINCAM001373	SINLEJ012920
SINCAM001373	SINLEJ003929
SINCAM001374	SINLEJ003931
SINCAM001376	SINLEJ003934
SINCAM001376	SINLEJ003935
SINCAM001381	SINLEJ015866
SINCAM001381	SINLEJ010755
SINCAM001382	SINLEJ000543
SINCAM001385	SINLEJ010894
SINCAM001387	SINLEJ000501
SINCAM001390	SINLEJ016410
SINCAM001392	SINLEJ019344
SINCAM001396	SINLEJ016409
SINCAM001396	SINLEJ000589
SINCAM001399	SINLEJ015883
SINCAM001399	SINLEJ015882
SINCAM001403	SINLEJ004184
SINCAM001403	SINLEJ014224
SINCAM001404	SINLEJ004186
SINCAM001405	SINLEJ018418
SINCAM001406	SINLEJ000046
SINCAM001406	SINLEJ000053
SINCAM001408	SINLEJ004189
SINCAM001412	SINLEJ004192
SINCAM001412	SINLEJ015886
SINCAM001415	SINLEJ010846
SINCAM001416	SINLEJ010845
SINCAM001416	SINLEJ001121
SINCAM001417	SINLEJ000040
SINCAM001417	SINLEJ000047
SINCAM001418	SINLEJ004162
SINCAM001418	SINLEJ010739
SINCAM001419	SINLEJ010741
SINCAM001419	SINLEJ010742
SINCAM001420	SINLEJ012929
SINCAM001420	SINLEJ012928
SINCAM001421	SINLEJ012775
SINCAM001421	SINLEJ012774
SINCAM001422	SINLEJ007623
SINCAM001423	SINLEJ012932
SINCAM001424	SINLEJ004176
SINCAM001424	SINLEJ004175
SINCAM001425	SINLEJ004179
SINCAM001426	SINLEJ012844
SINCAM001428	SINLEJ011914
SINCAM001429	SINLEJ013784
SINCAM001430	SINLEJ004049
SINCAM001431	SINLEJ000479
SINCAM001431	SINLEJ000478
SINCAM001433	SINLEJ004054
SINCAM001433	SINLEJ000480
SINCAM001436	SINLEJ007311
SINCAM001437	SINLEJ000481
SINCAM001437	SINLEJ004052
SINCAM001439	SINLEJ012778
SINCAM001439	SINLEJ000222
SINCAM001440	SINLEJ000465
SINCAM001442	SINLEJ014197
SINCAM001443	SINLEJ000306
SINCAM001443	SINLEJ004153
SINCAM001448	SINLEJ010806
SINCAM001453	SINLEJ010316
SINCAM001459	SINLEJ005456
SINCAM001459	SINLEJ017819
SINCAM001460	SINLEJ013665
SINCAM001461	SINLEJ012493
SINCAM001461	SINLEJ012492
SINCAM001462	SINLEJ012488
SINCAM001463	SINLEJ012888
SINCAM001474	SINLEJ010052
SINCAM001474	SINLEJ012490
SINCAM001478	SINLEJ018993
SINCAM001479	SINLEJ009981
SINCAM001480	SINLEJ600083
SINCAM001482	SINLEJ001393
SINCAM001484	SINLEJ013676
SINCAM001487	SINLEJ011259
SINCAM001488	SINLEJ003159
SINCAM001489	SINLEJ004669
SINCAM001489	SINLEJ004670
SINCAM001491	SINLEJ010299
SINCAM001492	SINLEJ013909
SINCAM001492	SINLEJ013910
SINCAM001494	SINLEJ600137
SINCAM001495	SINLEJ600138
SINCAM001496	SINLEJ600017
SINCAM001500	SINLEJ004854
SINCAM001502	SINLEJ013843
SINCAM001502	SINLEJ014023
SINCAM001503	SINLEJ001404
SINCAM001509	SINLEJ600022
SINCAM001511	SINLEJ003510
SINCAM001511	SINLEJ600027
SINCAM001515	SINLEJ015251
SINCAM001515	SINLEJ006891
SINCAM001516	SINLEJ012059
SINCAM001517	SINLEJ001520
SINCAM001518	SINLEJ600031
SINCAM001519	SINLEJ010490
SINCAM001521	SINLEJ000113
SINCAM001525	SINLEJ003171
SINCAM001528	SINLEJ600391
SINCAM001528	SINLEJ600390
SINCAM001529	SINLEJ600393
SINCAM001529	SINLEJ600392
SINCAM001530	SINLEJ600394
SINCAM001530	SINLEJ004721
SINCAM001532	SINLEJ013847
SINCAM001532	SINLEJ013846
SINCAM001533	SINLEJ600397
SINCAM001534	SINLEJ600399
SINCAM001534	SINLEJ010307
SINCAM001536	SINLEJ600401
SINCAM001537	SINLEJ004780
SINCAM001537	SINLEJ004779
SINCAM001539	SINLEJ600405
SINCAM001540	SINLEJ600404
SINCAM001541	SINLEJ010303
SINCAM001541	SINLEJ000217
SINCAM001542	SINLEJ018923
SINCAM001542	SINLEJ001708
SINCAM001543	SINLEJ018638
SINCAM001543	SINLEJ018414
SINCAM001546	SINLEJ009686
SINCAM001547	SINLEJ008377
SINCAM001547	SINLEJ009685
SINCAM001548	SINLEJ008685
SINCAM001550	SINLEJ015834
SINCAM001550	SINLEJ011160
SINCAM001551	SINLEJ011632
SINCAM001554	SINLEJ011206
SINCAM001557	SINLEJ011151
SINCAM001558	SINLEJ009361
SINCAM001560	SINLEJ009625
SINCAM001560	SINLEJ012325
SINCAM001562	SINLEJ006838
SINCAM001562	SINLEJ006837
SINCAM001564	SINLEJ011199
SINCAM001565	SINLEJ013092
SINCAM001570	SINLEJ010420
SINCAM001570	SINLEJ010421
SINCAM001572	SINLEJ013839
SINCAM001573	SINLEJ018482
SINCAM001576	SINLEJ013834
SINCAM001576	SINLEJ013906
SINCAM001577	SINLEJ004672
SINCAM001577	SINLEJ004671
SINCAM001579	SINLEJ010347
SINCAM001579	SINLEJ010348
SINCAM001580	SINLEJ008908
SINCAM001580	SINLEJ016315
SINCAM001582	SINLEJ013984
SINCAM001583	SINLEJ017284
SINCAM001583	SINLEJ001480
SINCAM001587	SINLEJ013799
SINCAM001593	SINLEJ003384
SINCAM001593	SINLEJ600263
SINCAM001594	SINLEJ600265
SINCAM001595	SINLEJ003386
SINCAM001596	SINLEJ600266
SINCAM001597	SINLEJ003387
SINCAM001605	SINLEJ015005
SINCAM001608	SINLEJ013801
SINCAM001608	SINLEJ013800
SINCAM001609	SINLEJ600428
SINCAM001610	SINLEJ004651
SINCAM001614	SINLEJ600318
SINCAM001614	SINLEJ600474
SINCAM001615	SINLEJ003207
SINCAM001615	SINLEJ600473
SINCAM001617	SINLEJ600471
SINCAM001618	SINLEJ009194
SINCAM001619	SINLEJ600375
SINCAM001621	SINLEJ018046
SINCAM001621	SINLEJ015326
SINCAM001622	SINLEJ001300
SINCAM001622	SINLEJ010382
SINCAM001623	SINLEJ015329
SINCAM001623	SINLEJ017459
SINCAM001624	SINLEJ013828
SINCAM001624	SINLEJ001714
SINCAM001625	SINLEJ010416
SINCAM001625	SINLEJ600203
SINCAM001626	SINLEJ007445
SINCAM001627	SINLEJ004864
SINCAM001627	SINLEJ600202
SINCAM001630	SINLEJ004866
SINCAM001630	SINLEJ600200
SINCAM001631	SINLEJ010430
SINCAM001632	SINLEJ003461
SINCAM001632	SINLEJ600413
SINCAM001635	SINLEJ010453
SINCAM001635	SINLEJ001274
SINCAM001636	SINLEJ010451
SINCAM001637	SINLEJ004876
SINCAM001638	SINLEJ003444
SINCAM001638	SINLEJ010447
SINCAM001639	SINLEJ001294
SINCAM001640	SINLEJ001295
SINCAM001640	SINLEJ001296
SINCAM001641	SINLEJ001297
SINCAM001643	SINLEJ004686
SINCAM001644	SINLEJ003001
SINCAM001645	SINLEJ010354
SINCAM001645	SINLEJ600385
SINCAM001647	SINLEJ600383
SINCAM001647	SINLEJ010356
SINCAM001648	SINLEJ600381
SINCAM001648	SINLEJ600382
SINCAM001650	SINLEJ001372
SINCAM001653	SINLEJ009674
SINCAM001655	SINLEJ008386
SINCAM001659	SINLEJ018778
SINCAM001662	SINLEJ011113
SINCAM001665	SINLEJ010498
SINCAM001666	SINLEJ001314
SINCAM001667	SINLEJ015303
SINCAM001669	SINLEJ001313
SINCAM001669	SINLEJ015302
SINCAM001670	SINLEJ004608
SINCAM001670	SINLEJ004607
SINCAM001671	SINLEJ016949
SINCAM001672	SINLEJ003353
SINCAM001673	SINLEJ600305
SINCAM001673	SINLEJ003355
SINCAM001674	SINLEJ001646
SINCAM001674	SINLEJ001645
SINCAM001675	SINLEJ003358
SINCAM001675	SINLEJ003357
SINCAM001676	SINLEJ600307
SINCAM001676	SINLEJ600306
SINCAM001677	SINLEJ600308
SINCAM001677	SINLEJ001392
SINCAM001679	SINLEJ006182
SINCAM001680	SINLEJ001391
SINCAM001681	SINLEJ003264
SINCAM001683	SINLEJ014376
SINCAM001683	SINLEJ004805
SINCAM001684	SINLEJ600408
SINCAM001684	SINLEJ003263
SINCAM001685	SINLEJ001388
SINCAM001685	SINLEJ003262
SINCAM001686	SINLEJ012995
SINCAM001687	SINLEJ003401
SINCAM001688	SINLEJ600283
SINCAM001688	SINLEJ003402
SINCAM001689	SINLEJ007064
SINCAM001692	SINLEJ014537
SINCAM001692	SINLEJ014536
SINCAM001693	SINLEJ010481
SINCAM001693	SINLEJ010480
SINCAM001694	SINLEJ600269
SINCAM001695	SINLEJ001219
SINCAM001695	SINLEJ013392
SINCAM001696	SINLEJ010438
SINCAM001696	SINLEJ001426
SINCAM001697	SINLEJ001425
SINCAM001697	SINLEJ015345
SINCAM001698	SINLEJ003488
SINCAM001698	SINLEJ600179
SINCAM001702	SINLEJ003524
SINCAM001702	SINLEJ003525
SINCAM001703	SINLEJ017466
SINCAM001703	SINLEJ600293
SINCAM001704	SINLEJ600352
SINCAM001704	SINLEJ600102
SINCAM001705	SINLEJ003156
SINCAM001706	SINLEJ600120
SINCAM001707	SINLEJ003152
SINCAM001707	SINLEJ003153
SINCAM001709	SINLEJ003527
SINCAM001710	SINLEJ001675
SINCAM001713	SINLEJ003540
SINCAM001714	SINLEJ001674
SINCAM001714	SINLEJ004615
SINCAM001716	SINLEJ012748
SINCAM001716	SINLEJ012680
SINCAM001717	SINLEJ015299
SINCAM001717	SINLEJ015109
SINCAM001719	SINLEJ015000
SINCAM001720	SINLEJ013277
SINCAM001722	SINLEJ010300
SINCAM001725	SINLEJ002814
SINCAM001726	SINLEJ003172
SINCAM001730	SINLEJ600075
SINCAM001730	SINLEJ018611
SINCAM001732	SINLEJ004635
SINCAM001732	SINLEJ600077
SINCAM001733	SINLEJ003528
SINCAM001733	SINLEJ004633
SINCAM001734	SINLEJ600059
SINCAM001735	SINLEJ003535
SINCAM001737	SINLEJ000080
SINCAM001738	SINLEJ001685
SINCAM001738	SINLEJ004625
SINCAM001739	SINLEJ003533
SINCAM001739	SINLEJ003532
SINCAM001741	SINLEJ003536
SINCAM001743	SINLEJ001690
SINCAM001743	SINLEJ004596
SINCAM001744	SINLEJ003537
SINCAM001745	SINLEJ004597
SINCAM001746	SINLEJ001694
SINCAM001746	SINLEJ001692
SINCAM001752	SINLEJ012963
SINCAM001753	SINLEJ009258
SINCAM001754	SINLEJ009298
SINCAM001754	SINLEJ008699
SINCAM001755	SINLEJ014038
SINCAM001760	SINLEJ003463
SINCAM001760	SINLEJ003462
SINCAM001761	SINLEJ004664
SINCAM001762	SINLEJ600213
SINCAM001764	SINLEJ600309
SINCAM001764	SINLEJ004691
SINCAM001765	SINLEJ015308
SINCAM001765	SINLEJ003514
SINCAM001772	SINLEJ008723
SINCAM001772	SINLEJ008725
SINCAM001773	SINLEJ012087
SINCAM001774	SINLEJ016467
SINCAM001774	SINLEJ017476
SINCAM001775	SINLEJ016759
SINCAM001775	SINLEJ001215
SINCAM001777	SINLEJ600012
SINCAM001777	SINLEJ600013
SINCAM001778	SINLEJ003846
SINCAM001779	SINLEJ600033
SINCAM001782	SINLEJ013381
SINCAM001782	SINLEJ013378
SINCAM001783	SINLEJ008774
SINCAM001783	SINLEJ008778
SINCAM001784	SINLEJ014061
SINCAM001784	SINLEJ007863
SINCAM001785	SINLEJ000731
SINCAM001786	SINLEJ008693
SINCAM001786	SINLEJ014059
SINCAM001787	SINLEJ008695
SINCAM001788	SINLEJ013041
SINCAM001788	SINLEJ008741
SINCAM001790	SINLEJ011234
SINCAM001790	SINLEJ013021
SINCAM001791	SINLEJ008900
SINCAM001794	SINLEJ011231
SINCAM001799	SINLEJ008876
SINCAM001801	SINLEJ008875
SINCAM001802	SINLEJ011285
SINCAM001802	SINLEJ008874
SINCAM001804	SINLEJ008857
SINCAM001804	SINLEJ014035
SINCAM001807	SINLEJ008861
SINCAM001808	SINLEJ008862
SINCAM001808	SINLEJ009180
SINCAM001809	SINLEJ009181
SINCAM001809	SINLEJ008863
SINCAM001810	SINLEJ017681
SINCAM001810	SINLEJ013124
SINCAM001811	SINLEJ012977
SINCAM001811	SINLEJ011295
SINCAM001812	SINLEJ006671
SINCAM001814	SINLEJ016141
SINCAM001814	SINLEJ017436
SINCAM001822	SINLEJ008772
SINCAM001822	SINLEJ008771
SINCAM001823	SINLEJ008749
SINCAM001825	SINLEJ009174
SINCAM001825	SINLEJ015876
SINCAM001826	SINLEJ011215
SINCAM001828	SINLEJ008756
SINCAM001829	SINLEJ006905
SINCAM001830	SINLEJ005440
SINCAM001830	SINLEJ005441
SINCAM001831	SINLEJ015268
SINCAM001832	SINLEJ009642
SINCAM001832	SINLEJ009637
SINCAM001833	SINLEJ008627
SINCAM001835	SINLEJ006704
SINCAM001836	SINLEJ006705
SINCAM001837	SINLEJ006706
SINCAM001837	SINLEJ009616
SINCAM001841	SINLEJ009811
SINCAM001842	SINLEJ005476
SINCAM001843	SINLEJ005463
SINCAM001846	SINLEJ009645
SINCAM001846	SINLEJ008480
SINCAM001848	SINLEJ006928
SINCAM001849	SINLEJ002672
SINCAM001851	SINLEJ016365
SINCAM001852	SINLEJ010046
SINCAM001852	SINLEJ008801
SINCAM001853	SINLEJ012992
SINCAM001857	SINLEJ013048
SINCAM001858	SINLEJ009161
SINCAM001858	SINLEJ013046
SINCAM001865	SINLEJ013012
SINCAM001865	SINLEJ013015
SINCAM001866	SINLEJ013045
SINCAM001867	SINLEJ011292
SINCAM001869	SINLEJ013518
SINCAM001869	SINLEJ007316
SINCAM001874	SINLEJ013093
SINCAM001878	SINLEJ013067
SINCAM001880	SINLEJ018719
SINCAM001880	SINLEJ018586
SINCAM001882	SINLEJ009339
SINCAM001882	SINLEJ009340
SINCAM001883	SINLEJ008737
SINCAM001884	SINLEJ013069
SINCAM001885	SINLEJ013130
SINCAM001886	SINLEJ013129
SINCAM001887	SINLEJ013985
SINCAM001887	SINLEJ013119
SINCAM001888	SINLEJ011189
SINCAM001888	SINLEJ011188
SINCAM001889	SINLEJ013044
SINCAM001891	SINLEJ003244
SINCAM001891	SINLEJ003243
SINCAM001892	SINLEJ013896
SINCAM001893	SINLEJ600053
SINCAM001896	SINLEJ003377
SINCAM001898	SINLEJ600427
SINCAM001898	SINLEJ004706
SINCAM001901	SINLEJ600425
SINCAM001901	SINLEJ600426
SINCAM001902	SINLEJ004705
SINCAM001903	SINLEJ013926
SINCAM001904	SINLEJ011248
SINCAM001904	SINLEJ011246
SINCAM001906	SINLEJ008706
SINCAM001907	SINLEJ008707
SINCAM001908	SINLEJ008708
SINCAM001911	SINLEJ007774
SINCAM001911	SINLEJ008710
SINCAM001912	SINLEJ009351
SINCAM001912	SINLEJ009349
SINCAM001915	SINLEJ014015
SINCAM001915	SINLEJ009355
SINCAM001916	SINLEJ012965
SINCAM001920	SINLEJ015398
SINCAM001920	SINLEJ015399
SINCAM001922	SINLEJ008715
SINCAM001922	SINLEJ008717
SINCAM001923	SINLEJ001660
SINCAM001923	SINLEJ003520
SINCAM001926	SINLEJ003378
SINCAM001926	SINLEJ600251
SINCAM001927	SINLEJ600249
SINCAM001927	SINLEJ003246
SINCAM001930	SINLEJ004852
SINCAM001932	SINLEJ001451
SINCAM001932	SINLEJ001453
SINCAM001933	SINLEJ009222
SINCAM001935	SINLEJ011297
SINCAM001935	SINLEJ014637
SINCAM001936	SINLEJ013058
SINCAM001937	SINLEJ018264
SINCAM001937	SINLEJ018263
SINCAM001939	SINLEJ010360
SINCAM001941	SINLEJ009186
SINCAM001943	SINLEJ016302
SINCAM001943	SINLEJ008921
SINCAM001944	SINLEJ010315
SINCAM001944	SINLEJ001285
SINCAM001945	SINLEJ010318
SINCAM001946	SINLEJ016491
SINCAM001946	SINLEJ016752
SINCAM001950	SINLEJ013892
SINCAM001952	SINLEJ004841
SINCAM001953	SINLEJ003326
SINCAM001957	SINLEJ003342
SINCAM001957	SINLEJ600290
SINCAM001958	SINLEJ013881
SINCAM001959	SINLEJ013880
SINCAM001968	SINLEJ003301
SINCAM001968	SINLEJ001599
SINCAM001969	SINLEJ017438
SINCAM001971	SINLEJ600495
SINCAM001971	SINLEJ004825
SINCAM001972	SINLEJ600493
SINCAM001972	SINLEJ013817
SINCAM001973	SINLEJ600492
SINCAM001973	SINLEJ001602
SINCAM001974	SINLEJ010403
SINCAM001976	SINLEJ001606
SINCAM001976	SINLEJ004823
SINCAM001977	SINLEJ001607
SINCAM001978	SINLEJ010405
SINCAM001979	SINLEJ001608
SINCAM001980	SINLEJ600488
SINCAM001980	SINLEJ600329
SINCAM001983	SINLEJ001610
SINCAM001983	SINLEJ003312
SINCAM001984	SINLEJ003313
SINCAM001984	SINLEJ009702
SINCAM001985	SINLEJ010413
SINCAM001986	SINLEJ600483
SINCAM001987	SINLEJ001614
SINCAM001989	SINLEJ004598
SINCAM001990	SINLEJ008845
SINCAM001991	SINLEJ011154
SINCAM001991	SINLEJ009189
SINCAM001992	SINLEJ015837
SINCAM001992	SINLEJ015836
SINCAM001993	SINLEJ015840
SINCAM001994	SINLEJ011252
SINCAM001994	SINLEJ013603
SINCAM001996	SINLEJ016323
SINCAM001996	SINLEJ008901
SINCAM001998	SINLEJ008904
SINCAM001998	SINLEJ016320
SINCAM002000	SINLEJ008894
SINCAM002002	SINLEJ011228
SINCAM002002	SINLEJ007743
SINCAM002003	SINLEJ011230
SINCAM002003	SINLEJ016329
SINCAM002005	SINLEJ016328
SINCAM002005	SINLEJ008896
SINCAM002006	SINLEJ001095
SINCAM002007	SINLEJ009293
SINCAM002007	SINLEJ008746
SINCAM002008	SINLEJ009290
SINCAM002009	SINLEJ013033
SINCAM002013	SINLEJ008733
SINCAM002016	SINLEJ011142
SINCAM002016	SINLEJ002142
SINCAM002022	SINLEJ600015
SINCAM002023	SINLEJ015317
SINCAM002024	SINLEJ004617
SINCAM002026	SINLEJ004648
SINCAM002027	SINLEJ600436
SINCAM002027	SINLEJ003210
SINCAM002031	SINLEJ003321
SINCAM002032	SINLEJ600332
SINCAM002032	SINLEJ001221
SINCAM002047	SINLEJ010460
SINCAM002050	SINLEJ600461
SINCAM002051	SINLEJ003451
SINCAM002051	SINLEJ003453
SINCAM002052	SINLEJ003449
SINCAM002052	SINLEJ600463
SINCAM002053	SINLEJ010319
SINCAM002053	SINLEJ600205
SINCAM002055	SINLEJ600204
SINCAM002055	SINLEJ003459
SINCAM002056	SINLEJ013865
SINCAM002056	SINLEJ018494
SINCAM002057	SINLEJ001333
SINCAM002058	SINLEJ600149
SINCAM002059	SINLEJ600150
SINCAM002060	SINLEJ600152
SINCAM002060	SINLEJ003430
SINCAM002063	SINLEJ003428
SINCAM002063	SINLEJ009085
SINCAM002064	SINLEJ003427
SINCAM002065	SINLEJ003426
SINCAM002065	SINLEJ001330
SINCAM002066	SINLEJ005587
SINCAM002066	SINLEJ005583
SINCAM002068	SINLEJ015318
SINCAM002069	SINLEJ001485
SINCAM002070	SINLEJ015320
SINCAM002072	SINLEJ010432
SINCAM002073	SINLEJ003230
SINCAM002073	SINLEJ001496
SINCAM002074	SINLEJ012208
SINCAM002074	SINLEJ003851
SINCAM002075	SINLEJ001491
SINCAM002076	SINLEJ004819
SINCAM002076	SINLEJ003447
SINCAM002081	SINLEJ013994
SINCAM002083	SINLEJ004731
SINCAM002083	SINLEJ007551
SINCAM002084	SINLEJ001764
SINCAM002086	SINLEJ003436
SINCAM002088	SINLEJ001713
SINCAM002088	SINLEJ013776
SINCAM002089	SINLEJ001575
SINCAM002090	SINLEJ600143
SINCAM002090	SINLEJ003434
SINCAM002093	SINLEJ003460
SINCAM002094	SINLEJ004878
SINCAM002095	SINLEJ600267
SINCAM002095	SINLEJ003395
SINCAM002096	SINLEJ003394
SINCAM002097	SINLEJ003393
SINCAM002097	SINLEJ013876
SINCAM002098	SINLEJ001580
SINCAM002098	SINLEJ003391
SINCAM002099	SINLEJ016484
SINCAM002099	SINLEJ016743
SINCAM002100	SINLEJ004736
SINCAM002101	SINLEJ018994
SINCAM002101	SINLEJ000897
SINCAM002103	SINLEJ001576
SINCAM002104	SINLEJ016485
SINCAM002104	SINLEJ004735
SINCAM002105	SINLEJ016745
SINCAM002105	SINLEJ016486
SINCAM002106	SINLEJ600456
SINCAM002106	SINLEJ600457
SINCAM002108	SINLEJ600182
SINCAM002109	SINLEJ003491
SINCAM002109	SINLEJ019079
SINCAM002110	SINLEJ600181
SINCAM002110	SINLEJ018711
SINCAM002111	SINLEJ003489
SINCAM002111	SINLEJ005697
SINCAM002113	SINLEJ600177
SINCAM002114	SINLEJ003486
SINCAM002116	SINLEJ003367
SINCAM002119	SINLEJ003205
SINCAM002121	SINLEJ009980
SINCAM002121	SINLEJ010371
SINCAM002122	SINLEJ010384
SINCAM002122	SINLEJ014206
SINCAM002126	SINLEJ001432
SINCAM002126	SINLEJ012462
SINCAM002127	SINLEJ001433
SINCAM002128	SINLEJ013856
SINCAM002129	SINLEJ012084
SINCAM002129	SINLEJ013857
SINCAM002130	SINLEJ001434
SINCAM002130	SINLEJ015347
SINCAM002133	SINLEJ013861
SINCAM002134	SINLEJ003470
SINCAM002134	SINLEJ015341
SINCAM002135	SINLEJ017246
SINCAM002136	SINLEJ600319
SINCAM002136	SINLEJ003415
SINCAM002137	SINLEJ600320
SINCAM002142	SINLEJ001545
SINCAM002142	SINLEJ001546
SINCAM002143	SINLEJ001547
SINCAM002143	SINLEJ003145
SINCAM002144	SINLEJ010472
SINCAM002145	SINLEJ003187
SINCAM002146	SINLEJ001567
SINCAM002149	SINLEJ003157
SINCAM002149	SINLEJ001726
SINCAM002151	SINLEJ005581
SINCAM002153	SINLEJ004662
SINCAM002154	SINLEJ003502
SINCAM002154	SINLEJ014085
SINCAM002155	SINLEJ015295
SINCAM002155	SINLEJ003503
SINCAM002156	SINLEJ003501
SINCAM002156	SINLEJ001654
SINCAM002157	SINLEJ001653
SINCAM002158	SINLEJ003499
SINCAM002158	SINLEJ600187
SINCAM002160	SINLEJ001383
SINCAM002161	SINLEJ003410
SINCAM002162	SINLEJ003409
SINCAM002164	SINLEJ003404
SINCAM002164	SINLEJ004799
