PMZ_0000016-RA	SINLEJ014510
PMZ_0004554-RA	SINLEJ007378
PMZ_0004555-RA	SINLEJ007379
PMZ_0004557-RA	SINLEJ007381
PMZ_0004565-RA	SINLEJ005114
PMZ_0004567-RA	SINLEJ005115
PMZ_0004568-RA	SINLEJ005116
PMZ_0004573-RA	SINLEJ011794
PMZ_0004579-RA	SINLEJ001632
PMZ_0004583-RA	SINLEJ001629
PMZ_0004600-RA	SINLEJ000495
PMZ_0004602-RA	SINLEJ000498
PMZ_0004607-RA	SINLEJ010668
PMZ_0004608-RA	SINLEJ015456
PMZ_0004610-RA	SINLEJ009704
PMZ_0004613-RA	SINLEJ009701
PMZ_0004622-RA	SINLEJ006092
PMZ_0004632-RA	SINLEJ008441
PMZ_0004635-RA	SINLEJ003817
PMZ_0004637-RA	SINLEJ003813
PMZ_0004639-RA	SINLEJ003812
PMZ_0004646-RA	SINLEJ003809
PMZ_0004654-RA	SINLEJ007559
PMZ_0004655-RA	SINLEJ007560
PMZ_0004660-RA	SINLEJ007561
PMZ_0004667-RA	SINLEJ007572
PMZ_0004670-RA	SINLEJ009234
PMZ_0004671-RA	SINLEJ009233
PMZ_0004674-RA	SINLEJ009231
PMZ_0004675-RA	SINLEJ009229
PMZ_0004676-RA	SINLEJ009227
PMZ_0004678-RA	SINLEJ009226
PMZ_0004679-RA	SINLEJ009225
PMZ_0004691-RA	SINLEJ005492
PMZ_0004692-RA	SINLEJ002803
PMZ_0004693-RA	SINLEJ002804
PMZ_0004694-RA	SINLEJ002805
PMZ_0004697-RA	SINLEJ002808
PMZ_0004725-RA	SINLEJ004940
PMZ_0004742-RA	SINLEJ006739
PMZ_0004744-RA	SINLEJ006737
PMZ_0004749-RA	SINLEJ006734
PMZ_0004779-RA	SINLEJ001421
PMZ_0004780-RA	SINLEJ001419
PMZ_0004784-RA	SINLEJ001418
PMZ_0004788-RA	SINLEJ001787
PMZ_0004796-RA	SINLEJ017187
PMZ_0004799-RA	SINLEJ017185
PMZ_0004805-RA	SINLEJ001899
PMZ_0004810-RA	SINLEJ009258
PMZ_0004830-RA	SINLEJ000227
PMZ_0004835-RA	SINLEJ015898
PMZ_0004837-RA	SINLEJ015897
PMZ_0004843-RA	SINLEJ004166
PMZ_0004844-RA	SINLEJ015888
PMZ_0004858-RA	SINLEJ016385
PMZ_0004865-RA	SINLEJ000575
PMZ_0004870-RA	SINLEJ000571
PMZ_0004887-RA	SINLEJ005506
PMZ_0004890-RA	SINLEJ009680
PMZ_0004892-RA	SINLEJ009676
PMZ_0004900-RA	SINLEJ009675
PMZ_0004901-RA	SINLEJ014532
PMZ_0004915-RA	SINLEJ004499
PMZ_0004916-RA	SINLEJ004497
PMZ_0004920-RA	SINLEJ004496
PMZ_0004949-RA	SINLEJ000035
PMZ_0004954-RA	SINLEJ006900
PMZ_0004955-RA	SINLEJ015263
PMZ_0004956-RA	SINLEJ006902
PMZ_0004961-RA	SINLEJ006906
PMZ_0004976-RA	SINLEJ000340
PMZ_0004977-RA	SINLEJ000341
PMZ_0004983-RA	SINLEJ016193
PMZ_0004995-RA	SINLEJ005725
PMZ_0005001-RA	SINLEJ007137
PMZ_0005018-RA	SINLEJ015772
PMZ_0005020-RA	SINLEJ015770
PMZ_0005029-RA	SINLEJ600416
PMZ_0005051-RA	SINLEJ015833
PMZ_0005052-RA	SINLEJ015835
PMZ_0005053-RA	SINLEJ015832
PMZ_0005060-RA	SINLEJ002711
PMZ_0005070-RA	SINLEJ002845
PMZ_0005071-RA	SINLEJ002844
PMZ_0005079-RA	SINLEJ003214
PMZ_0005086-RA	SINLEJ004392
PMZ_0005087-RA	SINLEJ004391
PMZ_0005092-RA	SINLEJ004382
PMZ_0005093-RA	SINLEJ004381
PMZ_0005095-RA	SINLEJ004379
PMZ_0005098-RA	SINLEJ007640
PMZ_0005126-RA	SINLEJ004879
PMZ_0005134-RA	SINLEJ004876
PMZ_0005138-RA	SINLEJ004875
PMZ_0005142-RA	SINLEJ004873
PMZ_0005143-RA	SINLEJ004870
PMZ_0005155-RA	SINLEJ011929
PMZ_0005156-RA	SINLEJ011928
PMZ_0005159-RA	SINLEJ004036
PMZ_0005199-RA	SINLEJ004770
PMZ_0005210-RA	SINLEJ016163
PMZ_0005220-RA	SINLEJ008922
PMZ_0005229-RA	SINLEJ006069
PMZ_0005230-RA	SINLEJ006071
PMZ_0005238-RA	SINLEJ006075
PMZ_0005243-RA	SINLEJ007578
PMZ_0005252-RA	SINLEJ012872
PMZ_0005253-RA	SINLEJ600431
PMZ_0005278-RA	SINLEJ004970
PMZ_0005279-RA	SINLEJ004968
PMZ_0005284-RA	SINLEJ004966
PMZ_0005287-RA	SINLEJ011033
PMZ_0005288-RA	SINLEJ007826
PMZ_0005297-RA	SINLEJ006265
PMZ_0005300-RA	SINLEJ006263
PMZ_0005301-RA	SINLEJ006261
PMZ_0005302-RA	SINLEJ006260
PMZ_0005303-RA	SINLEJ000847
PMZ_0005304-RA	SINLEJ004299
PMZ_0005309-RA	SINLEJ004297
PMZ_0005336-RA	SINLEJ005626
PMZ_0005346-RA	SINLEJ001622
PMZ_0005348-RA	SINLEJ001626
PMZ_0005367-RA	SINLEJ015318
PMZ_0005387-RA	SINLEJ013484
PMZ_0005400-RA	SINLEJ007900
PMZ_0005424-RA	SINLEJ013706
PMZ_0005433-RA	SINLEJ004465
PMZ_0005434-RA	SINLEJ004464
PMZ_0005435-RA	SINLEJ004462
PMZ_0005436-RA	SINLEJ004461
PMZ_0005441-RA	SINLEJ018036
PMZ_0005442-RA	SINLEJ006197
PMZ_0005444-RA	SINLEJ006199
PMZ_0005462-RA	SINLEJ006790
PMZ_0005463-RA	SINLEJ006789
PMZ_0005469-RA	SINLEJ012979
PMZ_0005475-RA	SINLEJ012980
PMZ_0005481-RA	SINLEJ017476
PMZ_0005482-RA	SINLEJ017054
PMZ_0005484-RA	SINLEJ017052
PMZ_0005510-RA	SINLEJ016541
PMZ_0005518-RA	SINLEJ007600
PMZ_0005521-RA	SINLEJ007593
PMZ_0005522-RA	SINLEJ007591
PMZ_0005541-RA	SINLEJ007759
PMZ_0005549-RA	SINLEJ007755
PMZ_0005560-RA	SINLEJ600072
PMZ_0005588-RA	SINLEJ010518
PMZ_0005595-RA	SINLEJ600125
PMZ_0005598-RA	SINLEJ600119
PMZ_0005600-RA	SINLEJ600118
PMZ_0005617-RA	SINLEJ005123
PMZ_0005619-RA	SINLEJ005124
PMZ_0005653-RA	SINLEJ000967
PMZ_0005663-RA	SINLEJ017210
PMZ_0005675-RA	SINLEJ007968
PMZ_0005677-RA	SINLEJ007987
PMZ_0005678-RA	SINLEJ007989
PMZ_0005684-RA	SINLEJ004325
PMZ_0005691-RA	SINLEJ004329
PMZ_0005696-RA	SINLEJ010129
PMZ_0005697-RA	SINLEJ010128
PMZ_0005698-RA	SINLEJ010126
PMZ_0005700-RA	SINLEJ013601
PMZ_0005701-RA	SINLEJ013599
PMZ_0005702-RA	SINLEJ013600
PMZ_0005709-RA	SINLEJ013604
PMZ_0005724-RA	SINLEJ002025
PMZ_0005725-RA	SINLEJ002024
PMZ_0005747-RA	SINLEJ017341
PMZ_0005749-RA	SINLEJ017338
PMZ_0005753-RA	SINLEJ017337
PMZ_0005756-RA	SINLEJ006608
PMZ_0005758-RA	SINLEJ006609
PMZ_0005765-RA	SINLEJ009769
PMZ_0005776-RA	SINLEJ005787
PMZ_0005788-RA	SINLEJ001972
PMZ_0005789-RA	SINLEJ001975
PMZ_0005799-RA	SINLEJ011545
PMZ_0005800-RA	SINLEJ011544
PMZ_0005801-RA	SINLEJ011543
PMZ_0005802-RA	SINLEJ000828
PMZ_0005809-RA	SINLEJ006449
PMZ_0005810-RA	SINLEJ006452
PMZ_0005816-RA	SINLEJ011348
PMZ_0005818-RA	SINLEJ600128
PMZ_0005819-RA	SINLEJ600127
PMZ_0005823-RA	SINLEJ600133
PMZ_0005831-RA	SINLEJ002984
PMZ_0005832-RA	SINLEJ002983
PMZ_0005834-RA	SINLEJ002981
PMZ_0005840-RA	SINLEJ002977
PMZ_0005842-RA	SINLEJ002976
PMZ_0005845-RA	SINLEJ002975
PMZ_0005847-RA	SINLEJ002741
PMZ_0005862-RA	SINLEJ003328
PMZ_0005863-RA	SINLEJ003327
PMZ_0005864-RA	SINLEJ003326
PMZ_0005867-RA	SINLEJ003325
PMZ_0005871-RA	SINLEJ010004
PMZ_0005879-RA	SINLEJ008920
PMZ_0005883-RA	SINLEJ003216
PMZ_0005891-RA	SINLEJ018714
PMZ_0005913-RA	SINLEJ016171
PMZ_0005919-RA	SINLEJ011148
PMZ_0005927-RA	SINLEJ011574
PMZ_0005928-RA	SINLEJ011577
PMZ_0005930-RA	SINLEJ011583
PMZ_0005939-RA	SINLEJ010774
PMZ_0005942-RA	SINLEJ012949
PMZ_0005966-RA	SINLEJ001982
PMZ_0005967-RA	SINLEJ001984
PMZ_0005970-RA	SINLEJ001979
PMZ_0005978-RA	SINLEJ007837
PMZ_0005982-RA	SINLEJ007840
PMZ_0005989-RA	SINLEJ000168
PMZ_0005993-RA	SINLEJ001175
PMZ_0006003-RA	SINLEJ600254
PMZ_0006010-RA	SINLEJ600269
PMZ_0006018-RA	SINLEJ009744
PMZ_0006020-RA	SINLEJ009742
PMZ_0006021-RA	SINLEJ009735
PMZ_0006023-RA	SINLEJ009734
PMZ_0006031-RA	SINLEJ015825
PMZ_0006035-RA	SINLEJ010967
PMZ_0006057-RA	SINLEJ000249
PMZ_0006068-RA	SINLEJ003310
PMZ_0006072-RA	SINLEJ003256
PMZ_0006074-RA	SINLEJ003253
PMZ_0006076-RA	SINLEJ003249
PMZ_0006084-RA	SINLEJ017867
PMZ_0006091-RA	SINLEJ008368
PMZ_0006096-RA	SINLEJ004345
PMZ_0006099-RA	SINLEJ004342
PMZ_0006100-RA	SINLEJ004341
PMZ_0006106-RA	SINLEJ014849
PMZ_0006112-RA	SINLEJ005688
PMZ_0006114-RA	SINLEJ005690
PMZ_0006116-RA	SINLEJ008987
PMZ_0006124-RA	SINLEJ001859
PMZ_0006125-RA	SINLEJ001858
PMZ_0006132-RA	SINLEJ002018
PMZ_0006137-RA	SINLEJ015761
PMZ_0006141-RA	SINLEJ002012
PMZ_0006147-RA	SINLEJ001320
PMZ_0006148-RA	SINLEJ001321
PMZ_0006166-RA	SINLEJ001368
PMZ_0006169-RA	SINLEJ001367
PMZ_0006171-RA	SINLEJ001363
PMZ_0006178-RA	SINLEJ005780
PMZ_0006193-RA	SINLEJ005237
PMZ_0006211-RA	SINLEJ002883
PMZ_0006212-RA	SINLEJ002882
PMZ_0006214-RA	SINLEJ002881
PMZ_0006215-RA	SINLEJ002880
PMZ_0006217-RA	SINLEJ002879
PMZ_0006228-RA	SINLEJ001297
PMZ_0006229-RA	SINLEJ001292
PMZ_0006230-RA	SINLEJ001291
PMZ_0006231-RA	SINLEJ003964
PMZ_0006232-RA	SINLEJ003965
PMZ_0006233-RA	SINLEJ003969
PMZ_0006234-RA	SINLEJ003966
PMZ_0006240-RA	SINLEJ003974
PMZ_0006241-RA	SINLEJ003975
PMZ_0006244-RA	SINLEJ005869
PMZ_0006258-RA	SINLEJ003335
PMZ_0006259-RA	SINLEJ003336
PMZ_0006276-RA	SINLEJ006202
PMZ_0006277-RA	SINLEJ006204
PMZ_0006281-RA	SINLEJ006207
PMZ_0006287-RA	SINLEJ001443
PMZ_0006288-RA	SINLEJ007384
PMZ_0006292-RA	SINLEJ001341
PMZ_0006298-RA	SINLEJ001349
PMZ_0006299-RA	SINLEJ001351
PMZ_0006305-RA	SINLEJ010836
PMZ_0006307-RA	SINLEJ600090
PMZ_0006316-RA	SINLEJ600157
PMZ_0006318-RA	SINLEJ600098
PMZ_0006332-RA	SINLEJ016357
PMZ_0006366-RA	SINLEJ008385
PMZ_0006370-RA	SINLEJ015160
PMZ_0006371-RA	SINLEJ015159
PMZ_0006376-RA	SINLEJ001877
PMZ_0006378-RA	SINLEJ001876
PMZ_0006383-RA	SINLEJ001869
PMZ_0006384-RA	SINLEJ001868
PMZ_0006396-RA	SINLEJ006248
PMZ_0006397-RA	SINLEJ006249
PMZ_0006399-RA	SINLEJ006250
PMZ_0006403-RA	SINLEJ010885
PMZ_0006435-RA	SINLEJ000550
PMZ_0006441-RA	SINLEJ012451
PMZ_0006445-RA	SINLEJ012452
PMZ_0006451-RA	SINLEJ600301
PMZ_0006464-RA	SINLEJ015147
PMZ_0006477-RA	SINLEJ000414
PMZ_0006480-RA	SINLEJ000411
PMZ_0006486-RA	SINLEJ008952
PMZ_0006502-RA	SINLEJ014666
PMZ_0006507-RA	SINLEJ014669
PMZ_0006514-RA	SINLEJ006628
PMZ_0006526-RA	SINLEJ010349
PMZ_0006533-RA	SINLEJ011355
PMZ_0006539-RA	SINLEJ600280
PMZ_0006547-RA	SINLEJ005332
PMZ_0006548-RA	SINLEJ001491
PMZ_0006556-RA	SINLEJ007607
PMZ_0006565-RA	SINLEJ005703
PMZ_0006569-RA	SINLEJ005700
PMZ_0006585-RA	SINLEJ000312
PMZ_0006591-RA	SINLEJ003725
PMZ_0006592-RA	SINLEJ003724
PMZ_0006594-RA	SINLEJ003723
PMZ_0006596-RA	SINLEJ010555
PMZ_0006597-RA	SINLEJ010556
PMZ_0006617-RA	SINLEJ001774
PMZ_0006618-RA	SINLEJ001773
PMZ_0006622-RA	SINLEJ001754
PMZ_0006627-RA	SINLEJ001757
PMZ_0006645-RA	SINLEJ003160
PMZ_0006646-RB	SINLEJ600346
PMZ_0006647-RA	SINLEJ014685
PMZ_0006648-RA	SINLEJ016597
PMZ_0006649-RA	SINLEJ016598
PMZ_0006651-RA	SINLEJ016601
PMZ_0006662-RA	SINLEJ600105
PMZ_0006663-RA	SINLEJ600106
PMZ_0006680-RA	SINLEJ012844
PMZ_0006692-RA	SINLEJ005604
PMZ_0006719-RA	SINLEJ006550
PMZ_0006723-RA	SINLEJ000279
PMZ_0006724-RA	SINLEJ000280
PMZ_0006729-RA	SINLEJ001499
PMZ_0006732-RA	SINLEJ001510
PMZ_0006735-RA	SINLEJ001511
PMZ_0006736-RA	SINLEJ001512
PMZ_0006737-RA	SINLEJ001513
PMZ_0006754-RA	SINLEJ013069
PMZ_0006763-RA	SINLEJ009159
PMZ_0006768-RA	SINLEJ600137
PMZ_0006771-RA	SINLEJ600140
PMZ_0006777-RA	SINLEJ006677
PMZ_0006787-RA	SINLEJ015331
PMZ_0006798-RA	SINLEJ000437
PMZ_0006809-RA	SINLEJ013385
PMZ_0006818-RA	SINLEJ013389
PMZ_0006820-RA	SINLEJ011658
PMZ_0006821-RA	SINLEJ011659
PMZ_0006824-RA	SINLEJ017941
PMZ_0006837-RA	SINLEJ014607
PMZ_0006839-RA	SINLEJ014606
PMZ_0006840-RA	SINLEJ014604
PMZ_0006842-RA	SINLEJ600387
PMZ_0006852-RA	SINLEJ001924
PMZ_0006857-RA	SINLEJ001919
PMZ_0006870-RA	SINLEJ010195
PMZ_0006879-RA	SINLEJ011699
PMZ_0006880-RA	SINLEJ011697
PMZ_0006881-RA	SINLEJ011700
PMZ_0006888-RA	SINLEJ005837
PMZ_0006892-RA	SINLEJ009171
PMZ_0006894-RA	SINLEJ009175
PMZ_0006900-RA	SINLEJ012646
PMZ_0006902-RA	SINLEJ009301
PMZ_0006905-RA	SINLEJ010660
PMZ_0006908-RA	SINLEJ010663
PMZ_0006924-RA	SINLEJ007870
PMZ_0006925-RA	SINLEJ007868
PMZ_0006933-RA	SINLEJ005149
PMZ_0006934-RA	SINLEJ005150
PMZ_0006939-RA	SINLEJ005152
PMZ_0006945-RA	SINLEJ016213
PMZ_0006952-RA	SINLEJ006556
PMZ_0006963-RA	SINLEJ006561
PMZ_0006968-RA	SINLEJ002068
PMZ_0006978-RA	SINLEJ006162
PMZ_0006997-RA	SINLEJ000725
PMZ_0006998-RA	SINLEJ000727
PMZ_0007001-RA	SINLEJ000733
PMZ_0007010-RA	SINLEJ001903
PMZ_0007011-RA	SINLEJ001906
PMZ_0007012-RA	SINLEJ007773
PMZ_0007035-RA	SINLEJ009847
PMZ_0007037-RA	SINLEJ009846
PMZ_0007061-RA	SINLEJ017008
PMZ_0007062-RA	SINLEJ000853
PMZ_0007063-RA	SINLEJ012993
PMZ_0007064-RA	SINLEJ012995
PMZ_0007073-RA	SINLEJ006327
PMZ_0007074-RA	SINLEJ006329
PMZ_0007086-RA	SINLEJ014592
PMZ_0007097-RA	SINLEJ000736
PMZ_0007098-RA	SINLEJ018125
PMZ_0007109-RA	SINLEJ003408
PMZ_0007118-RA	SINLEJ003439
PMZ_0007119-RA	SINLEJ006108
PMZ_0007146-RA	SINLEJ012282
PMZ_0007161-RA	SINLEJ010673
PMZ_0007162-RA	SINLEJ015448
PMZ_0007167-RA	SINLEJ001219
PMZ_0007175-RA	SINLEJ006155
PMZ_0007186-RA	SINLEJ005802
PMZ_0007189-RA	SINLEJ005798
PMZ_0007193-RA	SINLEJ001216
PMZ_0007200-RA	SINLEJ006683
PMZ_0007204-RA	SINLEJ010430
PMZ_0007211-RA	SINLEJ012407
PMZ_0007213-RA	SINLEJ016399
PMZ_0007232-RA	SINLEJ001840
PMZ_0007239-RA	SINLEJ001848
PMZ_0007251-RA	SINLEJ004113
PMZ_0007253-RA	SINLEJ004111
PMZ_0007255-RA	SINLEJ004110
PMZ_0007256-RA	SINLEJ004109
PMZ_0007258-RA	SINLEJ002956
PMZ_0007263-RA	SINLEJ017598
PMZ_0007264-RA	SINLEJ016273
PMZ_0007267-RA	SINLEJ011438
PMZ_0007288-RA	SINLEJ010145
PMZ_0007289-RA	SINLEJ010143
PMZ_0007293-RA	SINLEJ003272
PMZ_0007294-RA	SINLEJ003273
PMZ_0007317-RA	SINLEJ002144
PMZ_0007328-RA	SINLEJ004068
PMZ_0007329-RA	SINLEJ004069
PMZ_0007335-RA	SINLEJ004081
PMZ_0007336-RA	SINLEJ009729
PMZ_0007341-RA	SINLEJ009724
PMZ_0007373-RA	SINLEJ003157
PMZ_0007376-RA	SINLEJ003162
PMZ_0007379-RA	SINLEJ004712
PMZ_0007388-RA	SINLEJ008147
PMZ_0007389-RA	SINLEJ000466
PMZ_0007396-RA	SINLEJ016169
PMZ_0007399-RA	SINLEJ006943
PMZ_0007403-RA	SINLEJ011803
PMZ_0007410-RA	SINLEJ015748
PMZ_0007413-RA	SINLEJ004364
PMZ_0007415-RA	SINLEJ004366
PMZ_0007431-RA	SINLEJ003641
PMZ_0007432-RA	SINLEJ014925
PMZ_0007438-RA	SINLEJ014927
PMZ_0007445-RA	SINLEJ009241
PMZ_0007453-RA	SINLEJ600471
PMZ_0007493-RA	SINLEJ005706
PMZ_0007514-RA	SINLEJ000453
PMZ_0007515-RA	SINLEJ000452
PMZ_0007516-RA	SINLEJ000451
PMZ_0007517-RA	SINLEJ000450
PMZ_0007521-RA	SINLEJ009176
PMZ_0007535-RA	SINLEJ000114
PMZ_0007537-RA	SINLEJ011329
PMZ_0007546-RA	SINLEJ009515
PMZ_0007556-RA	SINLEJ015878
PMZ_0007560-RA	SINLEJ009085
PMZ_0007568-RA	SINLEJ009078
PMZ_0007569-RA	SINLEJ009077
PMZ_0007575-RA	SINLEJ004459
PMZ_0007579-RA	SINLEJ004458
PMZ_0007580-RA	SINLEJ004457
PMZ_0007583-RA	SINLEJ001221
PMZ_0007585-RA	SINLEJ009653
PMZ_0007587-RA	SINLEJ009652
PMZ_0007588-RA	SINLEJ009651
PMZ_0007599-RA	SINLEJ013341
PMZ_0007600-RA	SINLEJ013343
PMZ_0007613-RA	SINLEJ010384
PMZ_0007620-RA	SINLEJ009884
PMZ_0007625-RA	SINLEJ009889
PMZ_0007629-RA	SINLEJ006477
PMZ_0007634-RA	SINLEJ006484
PMZ_0007638-RA	SINLEJ013206
PMZ_0007639-RA	SINLEJ013205
PMZ_0007640-RA	SINLEJ008408
PMZ_0007641-RA	SINLEJ008409
PMZ_0007646-RA	SINLEJ002097
PMZ_0007648-RA	SINLEJ002096
PMZ_0007656-RA	SINLEJ010942
PMZ_0007659-RA	SINLEJ015522
PMZ_0007666-RA	SINLEJ014954
PMZ_0007668-RA	SINLEJ016160
PMZ_0007669-RA	SINLEJ016162
PMZ_0007678-RA	SINLEJ006914
PMZ_0007690-RA	SINLEJ006259
PMZ_0007693-RA	SINLEJ013404
PMZ_0007698-RA	SINLEJ006515
PMZ_0007701-RA	SINLEJ014699
PMZ_0007703-RA	SINLEJ001730
PMZ_0007705-RA	SINLEJ001736
PMZ_0007744-RA	SINLEJ003520
PMZ_0007760-RA	SINLEJ005296
PMZ_0007764-RA	SINLEJ005290
PMZ_0007801-RA	SINLEJ600286
PMZ_0007807-RA	SINLEJ001478
PMZ_0007827-RA	SINLEJ016341
PMZ_0007830-RA	SINLEJ006168
PMZ_0007835-RA	SINLEJ004225
PMZ_0007836-RA	SINLEJ004223
PMZ_0007843-RA	SINLEJ010753
PMZ_0007844-RA	SINLEJ010754
PMZ_0007846-RA	SINLEJ015868
PMZ_0007849-RA	SINLEJ010418
PMZ_0007850-RA	SINLEJ015915
PMZ_0007851-RA	SINLEJ015914
PMZ_0007859-RA	SINLEJ006344
PMZ_0007861-RA	SINLEJ006342
PMZ_0007866-RA	SINLEJ000273
PMZ_0007876-RA	SINLEJ011989
PMZ_0007878-RA	SINLEJ004444
PMZ_0007879-RA	SINLEJ004441
PMZ_0007887-RA	SINLEJ007143
PMZ_0007888-RA	SINLEJ005556
PMZ_0007890-RA	SINLEJ005553
PMZ_0007911-RA	SINLEJ007264
PMZ_0007913-RA	SINLEJ008387
PMZ_0007931-RA	SINLEJ001282
PMZ_0007934-RA	SINLEJ010839
PMZ_0007945-RA	SINLEJ015174
PMZ_0007951-RA	SINLEJ015178
PMZ_0007955-RA	SINLEJ002838
PMZ_0007965-RA	SINLEJ003179
PMZ_0007970-RA	SINLEJ004488
PMZ_0007982-RA	SINLEJ007611
PMZ_0007985-RA	SINLEJ007613
PMZ_0007986-RA	SINLEJ007614
PMZ_0007987-RA	SINLEJ007615
PMZ_0007988-RA	SINLEJ007616
PMZ_0008004-RA	SINLEJ017246
PMZ_0008007-RA	SINLEJ000310
PMZ_0008016-RA	SINLEJ002762
PMZ_0008019-RA	SINLEJ016802
PMZ_0008023-RA	SINLEJ013561
PMZ_0008032-RA	SINLEJ007930
PMZ_0008095-RA	SINLEJ010085
PMZ_0008097-RA	SINLEJ010082
PMZ_0008104-RA	SINLEJ010090
PMZ_0008105-RA	SINLEJ010091
PMZ_0008109-RA	SINLEJ015842
PMZ_0008112-RA	SINLEJ007031
PMZ_0008116-RA	SINLEJ002033
PMZ_0008119-RA	SINLEJ002036
PMZ_0008120-RA	SINLEJ002040
PMZ_0008122-RA	SINLEJ009494
PMZ_0008124-RA	SINLEJ011645
PMZ_0008131-RA	SINLEJ012017
PMZ_0008148-RA	SINLEJ012863
PMZ_0008153-RA	SINLEJ005696
PMZ_0008155-RA	SINLEJ010101
PMZ_0008166-RA	SINLEJ014441
PMZ_0008200-RA	SINLEJ011629
PMZ_0008206-RA	SINLEJ011022
PMZ_0008218-RA	SINLEJ017128
PMZ_0008219-RA	SINLEJ017127
PMZ_0008228-RA	SINLEJ004577
PMZ_0008229-RA	SINLEJ004580
PMZ_0008240-RA	SINLEJ003631
PMZ_0008243-RA	SINLEJ014937
PMZ_0008246-RA	SINLEJ010689
PMZ_0008249-RA	SINLEJ012984
PMZ_0008250-RA	SINLEJ012986
PMZ_0008251-RA	SINLEJ012987
PMZ_0008258-RA	SINLEJ003692
PMZ_0008265-RA	SINLEJ010909
PMZ_0008269-RA	SINLEJ011437
PMZ_0008277-RA	SINLEJ017025
PMZ_0008278-RA	SINLEJ017026
PMZ_0008287-RA	SINLEJ008856
PMZ_0008288-RA	SINLEJ008857
PMZ_0008293-RA	SINLEJ015566
PMZ_0008296-RA	SINLEJ018079
PMZ_0008298-RA	SINLEJ018080
PMZ_0008316-RA	SINLEJ001822
PMZ_0008323-RA	SINLEJ012498
PMZ_0008325-RA	SINLEJ000521
PMZ_0008326-RA	SINLEJ000519
PMZ_0008350-RA	SINLEJ005627
PMZ_0008356-RA	SINLEJ014482
PMZ_0008365-RA	SINLEJ003533
PMZ_0008366-RA	SINLEJ003535
PMZ_0008371-RA	SINLEJ007326
PMZ_0008372-RA	SINLEJ004455
PMZ_0008376-RA	SINLEJ004452
PMZ_0008377-RA	SINLEJ004451
PMZ_0008378-RA	SINLEJ004449
PMZ_0008379-RA	SINLEJ004448
PMZ_0008393-RA	SINLEJ003183
PMZ_0008394-RA	SINLEJ003182
PMZ_0008396-RA	SINLEJ003997
PMZ_0008397-RA	SINLEJ003996
PMZ_0008419-RA	SINLEJ008737
PMZ_0008427-RA	SINLEJ005693
PMZ_0008428-RA	SINLEJ005694
PMZ_0008440-RA	SINLEJ013044
PMZ_0008443-RA	SINLEJ005494
PMZ_0008452-RA	SINLEJ002823
PMZ_0008455-RA	SINLEJ010925
PMZ_0008463-RA	SINLEJ600097
PMZ_0008467-RA	SINLEJ016188
PMZ_0008472-RA	SINLEJ003779
PMZ_0008473-RA	SINLEJ017318
PMZ_0008475-RA	SINLEJ017313
PMZ_0008476-RA	SINLEJ017312
PMZ_0008490-RA	SINLEJ012304
PMZ_0008504-RA	SINLEJ006101
PMZ_0008517-RA	SINLEJ012605
PMZ_0008518-RA	SINLEJ012622
PMZ_0008519-RA	SINLEJ012621
PMZ_0008520-RA	SINLEJ012620
PMZ_0008536-RA	SINLEJ010317
PMZ_0008543-RA	SINLEJ009073
PMZ_0008545-RA	SINLEJ009984
PMZ_0008546-RA	SINLEJ009541
PMZ_0008553-RA	SINLEJ001432
PMZ_0008561-RA	SINLEJ007238
PMZ_0008562-RA	SINLEJ015672
PMZ_0008565-RA	SINLEJ010923
PMZ_0008568-RA	SINLEJ011942
PMZ_0008573-RA	SINLEJ007028
PMZ_0008574-RA	SINLEJ007026
PMZ_0008579-RA	SINLEJ006633
PMZ_0008587-RA	SINLEJ600326
PMZ_0008604-RA	SINLEJ010831
PMZ_0008627-RA	SINLEJ001228
PMZ_0008628-RA	SINLEJ001226
PMZ_0008630-RA	SINLEJ004256
PMZ_0008654-RA	SINLEJ011924
PMZ_0008656-RA	SINLEJ004401
PMZ_0008664-RA	SINLEJ005121
PMZ_0008676-RA	SINLEJ004009
PMZ_0008677-RA	SINLEJ004012
PMZ_0008687-RA	SINLEJ003487
PMZ_0008688-RA	SINLEJ009867
PMZ_0008690-RA	SINLEJ009872
PMZ_0008701-RA	SINLEJ600289
PMZ_0008702-RA	SINLEJ600288
PMZ_0008709-RA	SINLEJ003853
PMZ_0008710-RA	SINLEJ003852
PMZ_0008714-RA	SINLEJ000976
PMZ_0008724-RA	SINLEJ010842
PMZ_0008725-RA	SINLEJ600461
PMZ_0008726-RA	SINLEJ004684
PMZ_0008729-RA	SINLEJ004681
PMZ_0008730-RA	SINLEJ004680
PMZ_0008755-RA	SINLEJ004149
PMZ_0008756-RA	SINLEJ004148
PMZ_0008761-RA	SINLEJ001266
PMZ_0008762-RA	SINLEJ001265
PMZ_0008764-RA	SINLEJ009582
PMZ_0008767-RA	SINLEJ009575
PMZ_0008769-RA	SINLEJ003721
PMZ_0008770-RA	SINLEJ003715
PMZ_0008776-RA	SINLEJ006518
PMZ_0008777-RA	SINLEJ006519
PMZ_0008778-RA	SINLEJ006521
PMZ_0008779-RA	SINLEJ006522
PMZ_0008781-RA	SINLEJ006525
PMZ_0008787-RA	SINLEJ014842
PMZ_0008790-RA	SINLEJ000505
PMZ_0008791-RA	SINLEJ000504
PMZ_0008796-RA	SINLEJ011625
PMZ_0008802-RA	SINLEJ011623
PMZ_0008806-RA	SINLEJ011616
