ENSP00000000412	PMZ_0044679-RA
ENSP00000225777	PMZ_0041224-RA
ENSP00000225823	PMZ_0006287-RA
ENSP00000225823	PMZ_0040625-RA
ENSP00000225873	PMZ_0042794-RA
ENSP00000225893	PMZ_0041635-RA
ENSP00000225893	PMZ_0014430-RA
ENSP00000225916	PMZ_0041956-RA
ENSP00000225927	PMZ_0016684-RA
ENSP00000225927	PMZ_0006318-RA
ENSP00000225964	PMZ_0003374-RA
ENSP00000225969	PMZ_0032948-RA
ENSP00000225972	PMZ_0043298-RA
ENSP00000226004	PMZ_0044313-RA
ENSP00000226004	PMZ_0040642-RA
ENSP00000226067	PMZ_0039067-RA
ENSP00000226067	PMZ_0029447-RA
ENSP00000226091	PMZ_0030970-RA
ENSP00000226193	PMZ_0017343-RA
ENSP00000226193	PMZ_0040049-RA
ENSP00000226207	PMZ_0046043-RA
ENSP00000226207	PMZ_0037578-RA
ENSP00000226218	PMZ_0048473-RA
ENSP00000226230	PMZ_0012398-RA
ENSP00000226230	PMZ_0047766-RA
ENSP00000226247	PMZ_0041648-RA
ENSP00000226247	PMZ_0039298-RA
ENSP00000226253	PMZ_0042844-RA
ENSP00000226253	PMZ_0041632-RA
ENSP00000226299	PMZ_0041525-RA
ENSP00000226299	PMZ_0036502-RA
ENSP00000226319	PMZ_0045375-RA
ENSP00000226382	PMZ_0042912-RA
ENSP00000226382	PMZ_0033647-RA
ENSP00000226413	PMZ_0023382-RA
ENSP00000226413	PMZ_0043206-RA
ENSP00000226574	PMZ_0026213-RA
ENSP00000226578	PMZ_0014143-RA
ENSP00000226760	PMZ_0042526-RA
ENSP00000226760	PMZ_0044036-RA
ENSP00000226796	PMZ_0029725-RA
ENSP00000226798	PMZ_0041582-RA
ENSP00000227155	PMZ_0014816-RA
ENSP00000227256	PMZ_0001656-RA
ENSP00000227266	PMZ_0041338-RA
ENSP00000227266	PMZ_0005697-RA
ENSP00000227322	PMZ_0044578-RA
ENSP00000227349	PMZ_0029356-RA
ENSP00000227451	PMZ_0027083-RA
ENSP00000227471	PMZ_0022936-RA
ENSP00000227471	PMZ_0023824-RA
ENSP00000227474	PMZ_0037675-RA
ENSP00000227524	PMZ_0047991-RA
ENSP00000227618	PMZ_0029480-RA
ENSP00000227618	PMZ_0005823-RA
ENSP00000227638	PMZ_0045606-RA
ENSP00000227752	PMZ_0036793-RA
ENSP00000227756	PMZ_0022713-RA
ENSP00000227756	PMZ_0032753-RA
ENSP00000227758	PMZ_0034131-RA
ENSP00000228027	PMZ_0039072-RA
ENSP00000228251	PMZ_0031336-RA
ENSP00000228284	PMZ_0028839-RA
ENSP00000228284	PMZ_0048632-RA
ENSP00000228318	PMZ_0044444-RA
ENSP00000228318	PMZ_0044443-RA
ENSP00000228347	PMZ_0017864-RA
ENSP00000228437	PMZ_0002472-RA
ENSP00000228437	PMZ_0044634-RA
ENSP00000228468	PMZ_0028161-RA
ENSP00000228468	PMZ_0029124-RA
ENSP00000228476	PMZ_0041646-RA
ENSP00000228476	PMZ_0042189-RA
ENSP00000228495	PMZ_0042830-RA
ENSP00000228495	PMZ_0038084-RA
ENSP00000228506	PMZ_0038235-RA
ENSP00000228515	PMZ_0046072-RA
ENSP00000228515	PMZ_0037065-RA
ENSP00000228567	PMZ_0040906-RA
ENSP00000228606	PMZ_0029209-RA
ENSP00000228606	PMZ_0043492-RA
ENSP00000228682	PMZ_0048262-RA
ENSP00000228682	PMZ_0038287-RA
ENSP00000228705	PMZ_0034842-RA
ENSP00000228705	PMZ_0034843-RA
ENSP00000228740	PMZ_0042173-RA
ENSP00000228740	PMZ_0002913-RA
ENSP00000228799	PMZ_0026571-RA
ENSP00000228799	PMZ_0045678-RA
ENSP00000228820	PMZ_0012358-RA
ENSP00000228825	PMZ_0033186-RA
ENSP00000228837	PMZ_0001410-RA
ENSP00000228837	PMZ_0032883-RA
ENSP00000228862	PMZ_0005060-RA
ENSP00000228865	PMZ_0038547-RA
ENSP00000228872	PMZ_0040036-RA
ENSP00000228872	PMZ_0037815-RA
ENSP00000229002	PMZ_0041893-RA
ENSP00000229030	PMZ_0041618-RA
ENSP00000229179	PMZ_0026050-RA
ENSP00000229195	PMZ_0017068-RA
ENSP00000229214	PMZ_0037074-RA
ENSP00000229238	PMZ_0014487-RA
ENSP00000229239	PMZ_0041616-RA
ENSP00000229239	PMZ_0047597-RA
ENSP00000229243	PMZ_0030569-RA
ENSP00000229268	PMZ_0046548-RA
ENSP00000229268	PMZ_0019702-RA
ENSP00000229270	PMZ_0044635-RA
ENSP00000229281	PMZ_0042242-RA
ENSP00000229307	PMZ_0035387-RA
ENSP00000229314	PMZ_0007985-RA
ENSP00000229329	PMZ_0041905-RA
ENSP00000229330	PMZ_0048788-RA
ENSP00000229340	PMZ_0022639-RA
ENSP00000229379	PMZ_0046670-RA
ENSP00000229395	PMZ_0005847-RA
ENSP00000229416	PMZ_0004901-RA
ENSP00000229416	PMZ_0036069-RA
ENSP00000229447	PMZ_0046211-RA
ENSP00000229554	PMZ_0002451-RA
ENSP00000229595	PMZ_0018316-RA
ENSP00000229595	PMZ_0036878-RA
ENSP00000229795	PMZ_0004060-RA
ENSP00000229795	PMZ_0046488-RA
ENSP00000229812	PMZ_0040915-RA
ENSP00000229824	PMZ_0036895-RA
ENSP00000229829	PMZ_0044162-RA
ENSP00000229922	PMZ_0047324-RA
ENSP00000229922	PMZ_0046781-RA
ENSP00000230048	PMZ_0041025-RA
ENSP00000230050	PMZ_0016851-RA
ENSP00000230050	PMZ_0043422-RA
ENSP00000230053	PMZ_0043723-RA
ENSP00000230053	PMZ_0031354-RA
ENSP00000230056	PMZ_0041024-RA
ENSP00000230085	PMZ_0046114-RA
ENSP00000230124	PMZ_0021897-RA
ENSP00000230301	PMZ_0033025-RA
ENSP00000230340	PMZ_0044426-RA
ENSP00000230361	PMZ_0040931-RA
ENSP00000230381	PMZ_0047237-RA
ENSP00000230381	PMZ_0042046-RA
ENSP00000230431	PMZ_0008855-RA
ENSP00000230461	PMZ_0015189-RA
ENSP00000230538	PMZ_0040878-RA
ENSP00000230538	PMZ_0011130-RA
ENSP00000230582	PMZ_0027658-RA
ENSP00000230582	PMZ_0032225-RA
ENSP00000230588	PMZ_0004694-RA
ENSP00000230588	PMZ_0040076-RA
ENSP00000230640	PMZ_0026603-RA
ENSP00000230640	PMZ_0034339-RA
ENSP00000230658	PMZ_0032996-RA
ENSP00000230658	PMZ_0043235-RA
ENSP00000230732	PMZ_0005302-RA
ENSP00000230732	PMZ_0030085-RA
ENSP00000230882	PMZ_0044330-RA
ENSP00000231004	PMZ_0032394-RA
ENSP00000231009	PMZ_0033229-RA
ENSP00000231009	PMZ_0047342-RA
ENSP00000231061	PMZ_0031690-RA
ENSP00000231061	PMZ_0047993-RA
ENSP00000231121	PMZ_0042917-RA
ENSP00000231188	PMZ_0018985-RA
ENSP00000231188	PMZ_0011948-RA
ENSP00000231198	PMZ_0033540-RA
ENSP00000231198	PMZ_0043949-RA
ENSP00000231238	PMZ_0018777-RA
ENSP00000231420	PMZ_0045139-RA
ENSP00000231420	PMZ_0040371-RA
ENSP00000231461	PMZ_0043212-RA
ENSP00000231461	PMZ_0043213-RA
ENSP00000231487	PMZ_0044927-RA
ENSP00000231487	PMZ_0036113-RA
ENSP00000231498	PMZ_0040362-RA
ENSP00000231509	PMZ_0042923-RA
ENSP00000231512	PMZ_0001510-RA
ENSP00000231572	PMZ_0047451-RA
ENSP00000231572	PMZ_0044264-RA
ENSP00000231668	PMZ_0036931-RA
ENSP00000231721	PMZ_0027015-RA
ENSP00000231721	PMZ_0047839-RA
ENSP00000231749	PMZ_0026606-RA
ENSP00000231790	PMZ_0041824-RA
ENSP00000231790	PMZ_0011299-RA
ENSP00000231948	PMZ_0043570-RA
ENSP00000232217	PMZ_0039008-RA
ENSP00000232219	PMZ_0036909-RA
ENSP00000232219	PMZ_0032769-RA
ENSP00000232424	PMZ_0044642-RA
ENSP00000232424	PMZ_0035103-RA
ENSP00000232461	PMZ_0034061-RA
ENSP00000232461	PMZ_0030127-RA
ENSP00000232501	PMZ_0027659-RA
ENSP00000232564	PMZ_0014651-RA
ENSP00000232564	PMZ_0047121-RA
ENSP00000232607	PMZ_0030280-RA
ENSP00000232744	PMZ_0016515-RA
ENSP00000232766	PMZ_0011181-RA
ENSP00000232888	PMZ_0014317-RA
ENSP00000232974	PMZ_0001840-RA
ENSP00000232975	PMZ_0036307-RA
ENSP00000232975	PMZ_0030461-RA
ENSP00000233027	PMZ_0044430-RA
ENSP00000233027	PMZ_0047024-RA
ENSP00000233078	PMZ_0009330-RA
ENSP00000233099	PMZ_0012337-RA
ENSP00000233121	PMZ_0011381-RA
ENSP00000233121	PMZ_0029456-RA
ENSP00000233143	PMZ_0014708-RA
ENSP00000233146	PMZ_0042051-RA
ENSP00000233146	PMZ_0017450-RA
ENSP00000233154	PMZ_0033764-RA
ENSP00000233154	PMZ_0038283-RA
ENSP00000233156	PMZ_0029551-RA
ENSP00000233156	PMZ_0040546-RA
ENSP00000233242	PMZ_0028031-RA
ENSP00000233242	PMZ_0042628-RA
ENSP00000233331	PMZ_0042542-RA
ENSP00000233336	PMZ_0042041-RA
ENSP00000233379	PMZ_0014024-RA
ENSP00000233468	PMZ_0045358-RA
ENSP00000233557	PMZ_0029779-RA
ENSP00000233557	PMZ_0043653-RA
ENSP00000233575	PMZ_0043649-RA
ENSP00000233575	PMZ_0047064-RA
ENSP00000233615	PMZ_0041570-RA
ENSP00000233616	PMZ_0030974-RA
ENSP00000233616	PMZ_0045414-RA
ENSP00000233623	PMZ_0041537-RA
ENSP00000233623	PMZ_0026208-RA
ENSP00000233630	PMZ_0027332-RA
ENSP00000233630	PMZ_0029070-RA
ENSP00000233668	PMZ_0003396-RA
ENSP00000233668	PMZ_0045982-RA
ENSP00000233809	PMZ_0033596-RA
ENSP00000233809	PMZ_0044983-RA
ENSP00000233813	PMZ_0040335-RA
ENSP00000233813	PMZ_0029783-RA
ENSP00000233826	PMZ_0045927-RA
ENSP00000233826	PMZ_0014825-RA
ENSP00000233838	PMZ_0036820-RA
ENSP00000233893	PMZ_0031481-RA
ENSP00000233948	PMZ_0030640-RA
ENSP00000233948	PMZ_0048110-RA
ENSP00000233969	PMZ_0022943-RA
ENSP00000233969	PMZ_0033226-RA
ENSP00000234038	PMZ_0044821-RA
ENSP00000234071	PMZ_0044800-RA
ENSP00000234091	PMZ_0016546-RA
ENSP00000234091	PMZ_0033224-RA
ENSP00000234111	PMZ_0010505-RA
ENSP00000234111	PMZ_0016637-RA
ENSP00000234160	PMZ_0041373-RA
ENSP00000234160	PMZ_0008463-RA
ENSP00000234170	PMZ_0042055-RA
ENSP00000234170	PMZ_0042054-RA
ENSP00000234198	PMZ_0035464-RA
ENSP00000234256	PMZ_0034252-RA
ENSP00000234296	PMZ_0047471-RA
ENSP00000234310	PMZ_0040757-RA
ENSP00000234310	PMZ_0019572-RA
ENSP00000234313	PMZ_0040772-RA
ENSP00000234371	PMZ_0043897-RA
ENSP00000234371	PMZ_0033117-RA
ENSP00000234420	PMZ_0011621-RA
ENSP00000234420	PMZ_0028639-RA
ENSP00000234453	PMZ_0040245-RA
ENSP00000234454	PMZ_0034062-RA
ENSP00000234488	PMZ_0031945-RA
ENSP00000234488	PMZ_0038019-RA
ENSP00000234590	PMZ_0033093-RA
ENSP00000234590	PMZ_0041257-RA
ENSP00000234677	PMZ_0030890-RA
ENSP00000234701	PMZ_0000947-RA
ENSP00000234701	PMZ_0000944-RA
ENSP00000234739	PMZ_0034626-RA
ENSP00000234739	PMZ_0047087-RA
ENSP00000234816	PMZ_0031139-RA
ENSP00000234816	PMZ_0048967-RA
ENSP00000234827	PMZ_0041751-RA
ENSP00000234827	PMZ_0041752-RA
ENSP00000234831	PMZ_0043851-RA
ENSP00000235090	PMZ_0028116-RA
ENSP00000235307	PMZ_0036465-RA
ENSP00000235310	PMZ_0044360-RA
ENSP00000235345	PMZ_0044341-RA
ENSP00000235345	PMZ_0028694-RA
ENSP00000235372	PMZ_0010851-RA
ENSP00000235521	PMZ_0042264-RA
ENSP00000235532	PMZ_0045849-RA
ENSP00000235532	PMZ_0039326-RA
ENSP00000235628	PMZ_0011611-RA
ENSP00000235628	PMZ_0041984-RA
ENSP00000236040	PMZ_0029930-RA
ENSP00000236495	PMZ_0027982-RA
ENSP00000236495	PMZ_0031242-RA
ENSP00000236671	PMZ_0034138-RA
ENSP00000236959	PMZ_0043552-RA
ENSP00000236980	PMZ_0005598-RA
ENSP00000237014	PMZ_0031887-RA
ENSP00000237172	PMZ_0026663-RA
ENSP00000237172	PMZ_0045407-RA
ENSP00000237264	PMZ_0040864-RA
ENSP00000237281	PMZ_0012117-RA
ENSP00000237281	PMZ_0005709-RA
ENSP00000237283	PMZ_0040895-RA
ENSP00000237289	PMZ_0045391-RA
ENSP00000237353	PMZ_0030290-RA
ENSP00000237353	PMZ_0043571-RA
ENSP00000237455	PMZ_0044185-RA
ENSP00000237455	PMZ_0037233-RA
ENSP00000237530	PMZ_0041031-RA
ENSP00000237536	PMZ_0002751-RA
ENSP00000237596	PMZ_0046246-RA
ENSP00000237596	PMZ_0046417-RA
ENSP00000237612	PMZ_0001748-RA
ENSP00000237612	PMZ_0034732-RA
ENSP00000237654	PMZ_0011607-RA
ENSP00000237696	PMZ_0045177-RA
ENSP00000237696	PMZ_0033987-RA
ENSP00000237822	PMZ_0041058-RA
ENSP00000237837	PMZ_0040073-RA
ENSP00000237853	PMZ_0017865-RA
ENSP00000237889	PMZ_0028895-RA
ENSP00000237937	PMZ_0040475-RA
ENSP00000238018	PMZ_0045503-RA
ENSP00000238018	PMZ_0045541-RA
ENSP00000238044	PMZ_0034083-RA
ENSP00000238112	PMZ_0009490-RA
ENSP00000238112	PMZ_0044041-RA
ENSP00000238146	PMZ_0022266-RA
ENSP00000238146	PMZ_0046814-RA
ENSP00000238256	PMZ_0038439-RA
ENSP00000238379	PMZ_0037082-RA
ENSP00000238497	PMZ_0044102-RA
ENSP00000238558	PMZ_0037966-RA
ENSP00000238558	PMZ_0042076-RA
ENSP00000238561	PMZ_0008947-RA
ENSP00000238616	PMZ_0014349-RA
ENSP00000238618	PMZ_0032861-RA
ENSP00000238628	PMZ_0042585-RA
ENSP00000238647	PMZ_0028769-RA
ENSP00000238647	PMZ_0031078-RA
ENSP00000238667	PMZ_0032950-RA
ENSP00000238682	PMZ_0036655-RA
ENSP00000238682	PMZ_0029711-RA
ENSP00000238714	PMZ_0026916-RA
ENSP00000238788	PMZ_0033654-RA
ENSP00000238788	PMZ_0026677-RA
ENSP00000238789	PMZ_0027350-RA
ENSP00000238823	PMZ_0018799-RA
ENSP00000238823	PMZ_0023219-RA
ENSP00000238831	PMZ_0040709-RA
ENSP00000238855	PMZ_0048528-RA
ENSP00000238855	PMZ_0009146-RA
ENSP00000238875	PMZ_0046202-RA
ENSP00000238875	PMZ_0030767-RA
ENSP00000238936	PMZ_0001962-RA
ENSP00000238936	PMZ_0018897-RA
ENSP00000238994	PMZ_0041491-RA
ENSP00000239027	PMZ_0007162-RA
ENSP00000239032	PMZ_0005433-RA
ENSP00000239032	PMZ_0038233-RA
ENSP00000239144	PMZ_0030791-RA
ENSP00000239144	PMZ_0041383-RA
ENSP00000239151	PMZ_0041857-RA
ENSP00000239151	PMZ_0028988-RA
ENSP00000239223	PMZ_0007951-RA
ENSP00000239223	PMZ_0047533-RA
ENSP00000239243	PMZ_0039166-RA
ENSP00000239243	PMZ_0042426-RA
ENSP00000239367	PMZ_0015005-RA
ENSP00000239374	PMZ_0042020-RA
ENSP00000239374	PMZ_0042019-RA
ENSP00000239440	PMZ_0046962-RA
ENSP00000239444	PMZ_0048898-RA
ENSP00000239461	PMZ_0030809-RA
ENSP00000239462	PMZ_0048074-RA
ENSP00000239690	PMZ_0044490-RA
ENSP00000239690	PMZ_0044489-RA
ENSP00000239761	PMZ_0044991-RA
ENSP00000239761	PMZ_0034180-RA
ENSP00000239830	PMZ_0011039-RA
ENSP00000239882	PMZ_0034833-RA
ENSP00000239891	PMZ_0042887-RA
ENSP00000239906	PMZ_0007473-RA
ENSP00000239938	PMZ_0042521-RA
ENSP00000239938	PMZ_0031356-RA
ENSP00000239940	PMZ_0030161-RA
ENSP00000239940	PMZ_0038042-RA
ENSP00000240055	PMZ_0046585-RA
ENSP00000240079	PMZ_0009471-RA
ENSP00000240093	PMZ_0041035-RA
ENSP00000240093	PMZ_0043693-RA
ENSP00000240100	PMZ_0031591-RA
ENSP00000240185	PMZ_0044687-RA
ENSP00000240185	PMZ_0012739-RA
ENSP00000240285	PMZ_0040841-RA
ENSP00000240285	PMZ_0031234-RA
ENSP00000240316	PMZ_0026113-RA
ENSP00000240328	PMZ_0037110-RA
ENSP00000240328	PMZ_0042852-RA
ENSP00000240333	PMZ_0040299-RA
ENSP00000240333	PMZ_0044965-RA
ENSP00000240335	PMZ_0035921-RA
ENSP00000240361	PMZ_0031158-RA
ENSP00000240361	PMZ_0044623-RA
ENSP00000240423	PMZ_0000352-RA
ENSP00000240587	PMZ_0030845-RA
ENSP00000240587	PMZ_0036765-RA
ENSP00000240617	PMZ_0009056-RA
ENSP00000240617	PMZ_0022654-RA
ENSP00000240651	PMZ_0040029-RA
ENSP00000240662	PMZ_0034139-RA
ENSP00000240922	PMZ_0026264-RA
ENSP00000240922	PMZ_0045934-RA
ENSP00000241014	PMZ_0015057-RA
ENSP00000241014	PMZ_0032832-RA
ENSP00000241041	PMZ_0034123-RA
ENSP00000241051	PMZ_0032004-RA
ENSP00000241052	PMZ_0019359-RA
ENSP00000241125	PMZ_0022569-RA
ENSP00000241125	PMZ_0047987-RA
ENSP00000241256	PMZ_0033181-RA
ENSP00000241256	PMZ_0031179-RA
ENSP00000241261	PMZ_0038867-RA
ENSP00000241305	PMZ_0003808-RA
ENSP00000241305	PMZ_0037116-RA
ENSP00000241312	PMZ_0037548-RA
ENSP00000241312	PMZ_0032078-RA
ENSP00000241416	PMZ_0037525-RA
ENSP00000241436	PMZ_0007843-RA
ENSP00000241453	PMZ_0047833-RA
ENSP00000241463	PMZ_0047400-RA
ENSP00000241463	PMZ_0040436-RA
ENSP00000242057	PMZ_0010637-RA
ENSP00000242057	PMZ_0030347-RA
ENSP00000242067	PMZ_0007965-RA
ENSP00000242067	PMZ_0047665-RA
ENSP00000242108	PMZ_0035128-RA
ENSP00000242108	PMZ_0042203-RA
ENSP00000242209	PMZ_0021665-RA
ENSP00000242209	PMZ_0012881-RA
ENSP00000242210	PMZ_0012880-RA
ENSP00000242210	PMZ_0013869-RA
ENSP00000242249	PMZ_0032676-RA
ENSP00000242249	PMZ_0033723-RA
ENSP00000242257	PMZ_0031862-RA
ENSP00000242317	PMZ_0045958-RA
ENSP00000242317	PMZ_0019687-RA
ENSP00000242462	PMZ_0044259-RA
ENSP00000242505	PMZ_0029108-RA
ENSP00000242591	PMZ_0047653-RA
ENSP00000242592	PMZ_0041636-RA
ENSP00000242592	PMZ_0010972-RA
ENSP00000242719	PMZ_0045724-RA
ENSP00000242719	PMZ_0043917-RA
ENSP00000242728	PMZ_0015665-RA
ENSP00000242728	PMZ_0029387-RA
ENSP00000242729	PMZ_0043602-RA
ENSP00000242827	PMZ_0035944-RA
ENSP00000242827	PMZ_0048490-RA
ENSP00000242839	PMZ_0045837-RA
ENSP00000242839	PMZ_0036625-RA
ENSP00000243056	PMZ_0035786-RA
ENSP00000243077	PMZ_0004264-RA
ENSP00000243077	PMZ_0040691-RA
ENSP00000243167	PMZ_0027194-RA
ENSP00000243326	PMZ_0002725-RA
ENSP00000243326	PMZ_0040722-RA
ENSP00000243344	PMZ_0001878-RA
ENSP00000243346	PMZ_0011081-RA
ENSP00000243347	PMZ_0000185-RA
ENSP00000243347	PMZ_0040346-RA
ENSP00000243389	PMZ_0016628-RA
ENSP00000243457	PMZ_0010064-RA
ENSP00000243501	PMZ_0032305-RA
ENSP00000243563	PMZ_0046209-RA
ENSP00000243644	PMZ_0030778-RA
ENSP00000243673	PMZ_0034041-RA
ENSP00000243673	PMZ_0037025-RA
ENSP00000243786	PMZ_0040309-RA
ENSP00000243903	PMZ_0047344-RA
ENSP00000243911	PMZ_0041641-RA
ENSP00000243911	PMZ_0041640-RA
ENSP00000243913	PMZ_0047310-RA
ENSP00000243918	PMZ_0032728-RA
ENSP00000243938	PMZ_0030144-RA
ENSP00000243938	PMZ_0033021-RA
ENSP00000244051	PMZ_0012806-RA
ENSP00000244051	PMZ_0040720-RA
ENSP00000244061	PMZ_0044496-RA
ENSP00000244217	PMZ_0045666-RA
ENSP00000244221	PMZ_0005093-RA
ENSP00000244227	PMZ_0048412-RA
ENSP00000244230	PMZ_0021437-RA
ENSP00000244241	PMZ_0037346-RA
ENSP00000244241	PMZ_0044585-RA
ENSP00000244336	PMZ_0047034-RA
ENSP00000244364	PMZ_0026965-RA
ENSP00000244364	PMZ_0007341-RA
ENSP00000244496	PMZ_0029506-RA
ENSP00000244513	PMZ_0048821-RA
ENSP00000244571	PMZ_0003053-RA
ENSP00000244571	PMZ_0026251-RA
ENSP00000244573	PMZ_0007307-RA
ENSP00000244573	PMZ_0048537-RA
ENSP00000244576	PMZ_0033176-RA
ENSP00000244625	PMZ_0016107-RA
ENSP00000244728	PMZ_0040831-RA
ENSP00000244728	PMZ_0004632-RA
ENSP00000244745	PMZ_0029462-RA
ENSP00000244751	PMZ_0028911-RA
ENSP00000244763	PMZ_0008440-RA
ENSP00000244766	PMZ_0046235-RA
ENSP00000244766	PMZ_0046234-RA
ENSP00000244769	PMZ_0032276-RA
ENSP00000245046	PMZ_0010193-RA
ENSP00000245105	PMZ_0017109-RA
ENSP00000245121	PMZ_0032763-RA
ENSP00000245121	PMZ_0040458-RA
ENSP00000245157	PMZ_0001531-RA
ENSP00000245206	PMZ_0001428-RA
ENSP00000245222	PMZ_0046041-RA
ENSP00000245255	PMZ_0008974-RA
ENSP00000245304	PMZ_0045155-RA
ENSP00000245312	PMZ_0027088-RA
ENSP00000245312	PMZ_0044627-RA
ENSP00000245323	PMZ_0032497-RA
ENSP00000245323	PMZ_0047412-RA
ENSP00000245414	PMZ_0046434-RA
ENSP00000245414	PMZ_0048045-RA
ENSP00000245451	PMZ_0040800-RA
ENSP00000245451	PMZ_0042060-RA
ENSP00000245479	PMZ_0034312-RA
ENSP00000245479	PMZ_0020526-RA
ENSP00000245503	PMZ_0009620-RA
ENSP00000245541	PMZ_0017478-RA
ENSP00000245541	PMZ_0043770-RA
ENSP00000245543	PMZ_0044777-RA
ENSP00000245544	PMZ_0019525-RA
ENSP00000245564	PMZ_0043249-RA
ENSP00000245615	PMZ_0031325-RA
ENSP00000245663	PMZ_0046158-RA
ENSP00000245680	PMZ_0001836-RA
ENSP00000245680	PMZ_0006842-RA
ENSP00000245787	PMZ_0040568-RA
ENSP00000245787	PMZ_0040569-RA
ENSP00000245812	PMZ_0028703-RA
ENSP00000245816	PMZ_0016119-RA
ENSP00000245838	PMZ_0048012-RA
ENSP00000245838	PMZ_0002198-RA
ENSP00000245907	PMZ_0027529-RA
ENSP00000245907	PMZ_0042191-RA
ENSP00000245934	PMZ_0045046-RA
ENSP00000245957	PMZ_0019213-RA
ENSP00000245960	PMZ_0042438-RA
ENSP00000245960	PMZ_0003893-RA
ENSP00000245983	PMZ_0042475-RA
ENSP00000245983	PMZ_0040220-RA
ENSP00000246006	PMZ_0028763-RA
ENSP00000246006	PMZ_0042070-RA
ENSP00000246041	PMZ_0041519-RA
ENSP00000246041	PMZ_0007417-RA
ENSP00000246062	PMZ_0000071-RA
ENSP00000246070	PMZ_0013611-RA
ENSP00000246081	PMZ_0004499-RA
ENSP00000246117	PMZ_0029736-RA
ENSP00000246151	PMZ_0042992-RA
ENSP00000246166	PMZ_0008166-RA
ENSP00000246186	PMZ_0009670-RA
ENSP00000246194	PMZ_0033090-RA
ENSP00000246337	PMZ_0044335-RA
ENSP00000246505	PMZ_0041137-RA
ENSP00000246535	PMZ_0031685-RA
ENSP00000246535	PMZ_0031684-RA
ENSP00000246548	PMZ_0048460-RA
ENSP00000246554	PMZ_0041301-RA
ENSP00000246662	PMZ_0000120-RA
ENSP00000246662	PMZ_0000536-RA
ENSP00000246747	PMZ_0010360-RA
ENSP00000246802	PMZ_0042577-RA
ENSP00000246841	PMZ_0004535-RA
ENSP00000246841	PMZ_0036243-RA
ENSP00000246868	PMZ_0047861-RA
ENSP00000246912	PMZ_0017732-RA
ENSP00000246949	PMZ_0018683-RA
ENSP00000247001	PMZ_0026246-RA
ENSP00000247001	PMZ_0040437-RA
ENSP00000247003	PMZ_0046799-RA
ENSP00000247003	PMZ_0030118-RA
ENSP00000247138	PMZ_0044416-RA
ENSP00000247153	PMZ_0011483-RA
ENSP00000247161	PMZ_0044423-RA
ENSP00000247178	PMZ_0013954-RA
ENSP00000247178	PMZ_0036779-RA
ENSP00000247182	PMZ_0031493-RA
ENSP00000247182	PMZ_0032319-RA
ENSP00000247194	PMZ_0030405-RA
ENSP00000247225	PMZ_0017783-RA
ENSP00000247226	PMZ_0036817-RA
ENSP00000247271	PMZ_0028999-RA
ENSP00000247271	PMZ_0032647-RA
ENSP00000247461	PMZ_0017644-RA
ENSP00000247470	PMZ_0006620-RA
ENSP00000247665	PMZ_0031218-RA
ENSP00000247668	PMZ_0036383-RA
ENSP00000247668	PMZ_0035527-RA
ENSP00000247706	PMZ_0020414-RA
ENSP00000247815	PMZ_0048336-RA
ENSP00000247843	PMZ_0046541-RA
ENSP00000247933	PMZ_0026451-RA
ENSP00000247933	PMZ_0048147-RA
ENSP00000247956	PMZ_0010987-RA
ENSP00000247970	PMZ_0042400-RA
ENSP00000247977	PMZ_0016664-RA
ENSP00000247986	PMZ_0044796-RA
ENSP00000248071	PMZ_0032823-RA
ENSP00000248071	PMZ_0034446-RA
ENSP00000248073	PMZ_0045143-RA
ENSP00000248073	PMZ_0047010-RA
ENSP00000248098	PMZ_0029596-RA
ENSP00000248114	PMZ_0034956-RA
ENSP00000248121	PMZ_0017082-RA
ENSP00000248121	PMZ_0040097-RA
ENSP00000248150	PMZ_0042706-RA
ENSP00000248150	PMZ_0043345-RA
ENSP00000248244	PMZ_0009064-RA
ENSP00000248306	PMZ_0027691-RA
ENSP00000248306	PMZ_0046551-RA
ENSP00000248342	PMZ_0004796-RA
ENSP00000248437	PMZ_0030919-RA
ENSP00000248437	PMZ_0029493-RA
ENSP00000248444	PMZ_0011615-RA
ENSP00000248450	PMZ_0043530-RA
ENSP00000248553	PMZ_0047391-RA
ENSP00000248566	PMZ_0045847-RA
ENSP00000248572	PMZ_0028691-RA
ENSP00000248594	PMZ_0026023-RA
ENSP00000248594	PMZ_0044394-RA
ENSP00000248598	PMZ_0012028-RA
ENSP00000248643	PMZ_0010046-RA
ENSP00000248706	PMZ_0029659-RA
ENSP00000248706	PMZ_0039237-RA
ENSP00000248846	PMZ_0011158-RA
ENSP00000248879	PMZ_0042842-RA
ENSP00000248929	PMZ_0031577-RA
ENSP00000248929	PMZ_0038241-RA
ENSP00000248933	PMZ_0029001-RA
ENSP00000248935	PMZ_0041666-RA
ENSP00000248935	PMZ_0042822-RA
ENSP00000249016	PMZ_0042724-RA
ENSP00000249016	PMZ_0043356-RA
ENSP00000249071	PMZ_0006214-RA
ENSP00000249079	PMZ_0040166-RA
ENSP00000249079	PMZ_0037804-RA
ENSP00000249269	PMZ_0033567-RA
ENSP00000249269	PMZ_0046733-RA
ENSP00000249299	PMZ_0032690-RA
ENSP00000249299	PMZ_0042924-RA
ENSP00000249344	PMZ_0029251-RA
ENSP00000249363	PMZ_0016810-RA
ENSP00000249373	PMZ_0007835-RA
ENSP00000249389	PMZ_0009245-RA
