ENSPMAP00000002486	TriadP1002
ENSPMAP00000008563	TriadP20863
ENSPMAP00000008716	TriadP20888
ENSPMAP00000005200	TriadP20890
ENSPMAP00000007791	TriadP20906
ENSPMAP00000003949	TriadP20912
ENSPMAP00000010081	TriadP20923
ENSPMAP00000009430	TriadP20924
ENSPMAP00000005550	TriadP20929
ENSPMAP00000004639	TriadP20939
ENSPMAP00000002998	TriadP20939
ENSPMAP00000009212	TriadP20946
ENSPMAP00000001689	TriadP20955
ENSPMAP00000007244	TriadP20955
ENSPMAP00000009705	TriadP20956
ENSPMAP00000008439	TriadP20995
ENSPMAP00000005197	TriadP21001
ENSPMAP00000009494	TriadP21006
ENSPMAP00000005268	TriadP21017
ENSPMAP00000009050	TriadP21017
ENSPMAP00000008920	TriadP21017
ENSPMAP00000011218	TriadP21018
ENSPMAP00000001575	TriadP21019
ENSPMAP00000006147	TriadP21019
ENSPMAP00000000020	TriadP21020
ENSPMAP00000009931	TriadP21022
ENSPMAP00000010664	TriadP21022
ENSPMAP00000008589	TriadP21030
ENSPMAP00000004760	TriadP21033
ENSPMAP00000005802	TriadP21043
ENSPMAP00000005601	TriadP21064
ENSPMAP00000007762	TriadP21066
ENSPMAP00000002991	TriadP21077
ENSPMAP00000003928	TriadP21078
ENSPMAP00000001518	TriadP21081
ENSPMAP00000010050	TriadP21081
ENSPMAP00000007890	TriadP21084
ENSPMAP00000009248	TriadP21089
ENSPMAP00000001868	TriadP2109
ENSPMAP00000010062	TriadP21099
ENSPMAP00000004494	TriadP21099
ENSPMAP00000009721	TriadP21099
ENSPMAP00000003747	TriadP21100
ENSPMAP00000004590	TriadP21102
ENSPMAP00000000432	TriadP21102
ENSPMAP00000000199	TriadP21124
ENSPMAP00000007908	TriadP21132
ENSPMAP00000003544	TriadP21141
ENSPMAP00000010502	TriadP21151
ENSPMAP00000007083	TriadP21151
ENSPMAP00000007987	TriadP21151
ENSPMAP00000007929	TriadP21151
ENSPMAP00000010433	TriadP21157
ENSPMAP00000000235	TriadP21157
ENSPMAP00000011223	TriadP21157
ENSPMAP00000005566	TriadP21181
ENSPMAP00000001173	TriadP21182
ENSPMAP00000000267	TriadP21182
ENSPMAP00000007681	TriadP21193
ENSPMAP00000003668	TriadP21224
ENSPMAP00000001422	TriadP21225
ENSPMAP00000002475	TriadP21225
ENSPMAP00000000446	TriadP21225
ENSPMAP00000001522	TriadP21225
ENSPMAP00000008175	TriadP21244
ENSPMAP00000001391	TriadP21249
ENSPMAP00000000567	TriadP21249
ENSPMAP00000009663	TriadP21249
ENSPMAP00000011374	TriadP21255
ENSPMAP00000011321	TriadP21255
ENSPMAP00000011420	TriadP21255
ENSPMAP00000009351	TriadP21255
ENSPMAP00000009651	TriadP21281
ENSPMAP00000004532	TriadP21300
ENSPMAP00000009256	TriadP21306
ENSPMAP00000009350	TriadP21306
ENSPMAP00000006063	TriadP21306
ENSPMAP00000005620	TriadP21320
ENSPMAP00000008462	TriadP21322
ENSPMAP00000010455	TriadP21352
ENSPMAP00000006608	TriadP21381
ENSPMAP00000005286	TriadP21381
ENSPMAP00000010639	TriadP21387
ENSPMAP00000000349	TriadP21397
ENSPMAP00000007405	TriadP21397
ENSPMAP00000008107	TriadP21397
ENSPMAP00000007477	TriadP21397
ENSPMAP00000007183	TriadP21399
ENSPMAP00000004976	TriadP21411
ENSPMAP00000007716	TriadP21411
ENSPMAP00000000213	TriadP21429
ENSPMAP00000000184	TriadP21433
ENSPMAP00000009641	TriadP21436
ENSPMAP00000004587	TriadP21436
ENSPMAP00000007749	TriadP21436
ENSPMAP00000004142	TriadP21436
ENSPMAP00000001412	TriadP21452
ENSPMAP00000008179	TriadP21455
ENSPMAP00000005211	TriadP21455
ENSPMAP00000008396	TriadP21456
ENSPMAP00000007879	TriadP21456
ENSPMAP00000003705	TriadP21456
ENSPMAP00000005423	TriadP21462
ENSPMAP00000005451	TriadP21462
ENSPMAP00000009761	TriadP21462
ENSPMAP00000006656	TriadP21462
ENSPMAP00000009398	TriadP21464
ENSPMAP00000008098	TriadP21483
ENSPMAP00000001533	TriadP21486
ENSPMAP00000004040	TriadP21490
ENSPMAP00000004558	TriadP21490
ENSPMAP00000006021	TriadP21490
ENSPMAP00000002770	TriadP21492
ENSPMAP00000005965	TriadP21493
ENSPMAP00000010030	TriadP21493
ENSPMAP00000001647	TriadP21502
ENSPMAP00000001890	TriadP21513
ENSPMAP00000001894	TriadP21513
ENSPMAP00000009059	TriadP21513
ENSPMAP00000005875	TriadP21521
ENSPMAP00000002007	TriadP21526
ENSPMAP00000005341	TriadP21526
ENSPMAP00000009238	TriadP21526
ENSPMAP00000001249	TriadP21553
ENSPMAP00000009857	TriadP21554
ENSPMAP00000009299	TriadP21564
ENSPMAP00000006516	TriadP21564
ENSPMAP00000000216	TriadP21567
ENSPMAP00000006415	TriadP21576
ENSPMAP00000009872	TriadP21576
ENSPMAP00000002352	TriadP21576
ENSPMAP00000001830	TriadP21576
ENSPMAP00000006857	TriadP21587
ENSPMAP00000002784	TriadP21588
ENSPMAP00000000194	TriadP21593
ENSPMAP00000002265	TriadP21598
ENSPMAP00000006544	TriadP21598
ENSPMAP00000011222	TriadP21598
ENSPMAP00000002610	TriadP21607
ENSPMAP00000000899	TriadP21607
ENSPMAP00000001291	TriadP21607
ENSPMAP00000003403	TriadP21612
ENSPMAP00000004269	TriadP21614
ENSPMAP00000005164	TriadP21627
ENSPMAP00000007045	TriadP21627
ENSPMAP00000003899	TriadP21629
ENSPMAP00000009868	TriadP21637
ENSPMAP00000010209	TriadP21637
ENSPMAP00000000556	TriadP21641
ENSPMAP00000006269	TriadP21641
ENSPMAP00000003009	TriadP21641
ENSPMAP00000005173	TriadP21641
ENSPMAP00000000301	TriadP21648
ENSPMAP00000006463	TriadP21648
ENSPMAP00000004504	TriadP21652
ENSPMAP00000000048	TriadP21656
ENSPMAP00000010762	TriadP21656
ENSPMAP00000000201	TriadP21656
ENSPMAP00000006773	TriadP21656
ENSPMAP00000005925	TriadP21658
ENSPMAP00000000600	TriadP21658
ENSPMAP00000005833	TriadP21659
ENSPMAP00000003018	TriadP21661
ENSPMAP00000006371	TriadP21672
ENSPMAP00000004172	TriadP21689
ENSPMAP00000011091	TriadP21690
ENSPMAP00000008872	TriadP21692
ENSPMAP00000006022	TriadP21698
ENSPMAP00000005528	TriadP21706
ENSPMAP00000006200	TriadP21706
ENSPMAP00000002600	TriadP21706
ENSPMAP00000002344	TriadP21707
ENSPMAP00000001547	TriadP21712
ENSPMAP00000008941	TriadP21712
ENSPMAP00000008121	TriadP21712
ENSPMAP00000005900	TriadP21712
ENSPMAP00000004611	TriadP21737
ENSPMAP00000004597	TriadP21752
ENSPMAP00000007505	TriadP21752
ENSPMAP00000000041	TriadP21754
ENSPMAP00000007669	TriadP21755
ENSPMAP00000011324	TriadP21755
ENSPMAP00000011352	TriadP21755
ENSPMAP00000006300	TriadP21756
ENSPMAP00000006674	TriadP21756
ENSPMAP00000005254	TriadP21756
ENSPMAP00000000418	TriadP21756
ENSPMAP00000000099	TriadP21768
ENSPMAP00000007972	TriadP21768
ENSPMAP00000002915	TriadP21777
ENSPMAP00000009684	TriadP21777
ENSPMAP00000007031	TriadP21777
ENSPMAP00000006162	TriadP21784
ENSPMAP00000004854	TriadP21784
ENSPMAP00000001799	TriadP21796
ENSPMAP00000005636	TriadP21810
ENSPMAP00000001961	TriadP21825
ENSPMAP00000009329	TriadP21825
ENSPMAP00000004312	TriadP21825
ENSPMAP00000004745	TriadP21825
ENSPMAP00000000264	TriadP21834
ENSPMAP00000006963	TriadP21834
ENSPMAP00000007197	TriadP21862
ENSPMAP00000002888	TriadP21862
ENSPMAP00000003187	TriadP21863
ENSPMAP00000004623	TriadP21872
ENSPMAP00000005927	TriadP21889
ENSPMAP00000008127	TriadP21897
ENSPMAP00000003847	TriadP21906
ENSPMAP00000011397	TriadP21906
ENSPMAP00000004616	TriadP21914
ENSPMAP00000000854	TriadP21914
ENSPMAP00000008727	TriadP21914
ENSPMAP00000005997	TriadP21914
ENSPMAP00000000124	TriadP21915
ENSPMAP00000006713	TriadP21915
ENSPMAP00000005998	TriadP21918
ENSPMAP00000003138	TriadP21924
ENSPMAP00000008734	TriadP21952
ENSPMAP00000010473	TriadP21952
ENSPMAP00000008677	TriadP21952
ENSPMAP00000008614	TriadP21952
ENSPMAP00000008069	TriadP21977
ENSPMAP00000010330	TriadP21978
ENSPMAP00000004977	TriadP21978
ENSPMAP00000001446	TriadP21978
ENSPMAP00000002654	TriadP21981
ENSPMAP00000001331	TriadP21982
ENSPMAP00000003621	TriadP21983
ENSPMAP00000010992	TriadP21983
ENSPMAP00000003152	TriadP21990
ENSPMAP00000010300	TriadP21996
ENSPMAP00000005046	TriadP22006
ENSPMAP00000009133	TriadP22006
ENSPMAP00000005552	TriadP22012
ENSPMAP00000002467	TriadP22026
ENSPMAP00000001897	TriadP22026
ENSPMAP00000008024	TriadP22031
ENSPMAP00000001556	TriadP22031
ENSPMAP00000003868	TriadP22031
ENSPMAP00000000713	TriadP22031
ENSPMAP00000003625	TriadP22061
ENSPMAP00000000879	TriadP22061
ENSPMAP00000009499	TriadP22061
ENSPMAP00000000010	TriadP22087
ENSPMAP00000006892	TriadP22091
ENSPMAP00000006131	TriadP22095
ENSPMAP00000004320	TriadP22095
ENSPMAP00000010901	TriadP22095
ENSPMAP00000006088	TriadP22095
ENSPMAP00000000533	TriadP22097
ENSPMAP00000000599	TriadP22099
ENSPMAP00000010017	TriadP22099
ENSPMAP00000010058	TriadP22099
ENSPMAP00000010310	TriadP22099
ENSPMAP00000008971	TriadP22109
ENSPMAP00000006176	TriadP22109
ENSPMAP00000008980	TriadP22121
ENSPMAP00000008740	TriadP22133
ENSPMAP00000003649	TriadP22154
ENSPMAP00000009980	TriadP22163
ENSPMAP00000005783	TriadP22163
ENSPMAP00000006422	TriadP22163
ENSPMAP00000007652	TriadP22163
ENSPMAP00000003913	TriadP22168
ENSPMAP00000007492	TriadP22183
ENSPMAP00000005919	TriadP22183
ENSPMAP00000003940	TriadP22183
ENSPMAP00000008769	TriadP22183
ENSPMAP00000009279	TriadP22184
ENSPMAP00000005922	TriadP22184
ENSPMAP00000007833	TriadP22188
ENSPMAP00000003468	TriadP22195
ENSPMAP00000009462	TriadP22195
ENSPMAP00000006034	TriadP22195
ENSPMAP00000001477	TriadP22201
ENSPMAP00000008691	TriadP22201
ENSPMAP00000010759	TriadP22201
ENSPMAP00000005712	TriadP22201
ENSPMAP00000001119	TriadP22228
ENSPMAP00000001943	TriadP22251
ENSPMAP00000002457	TriadP22252
ENSPMAP00000006226	TriadP22252
ENSPMAP00000003632	TriadP22262
ENSPMAP00000006163	TriadP22262
ENSPMAP00000006195	TriadP22271
ENSPMAP00000007858	TriadP22276
ENSPMAP00000007016	TriadP22276
ENSPMAP00000004602	TriadP22278
ENSPMAP00000000932	TriadP22286
ENSPMAP00000004645	TriadP22290
ENSPMAP00000008862	TriadP22294
ENSPMAP00000000549	TriadP22294
ENSPMAP00000004573	TriadP22294
ENSPMAP00000009020	TriadP22316
ENSPMAP00000007975	TriadP22317
ENSPMAP00000010587	TriadP22326
ENSPMAP00000002045	TriadP22326
ENSPMAP00000006526	TriadP22336
ENSPMAP00000000017	TriadP22336
ENSPMAP00000008815	TriadP22336
ENSPMAP00000005378	TriadP22336
ENSPMAP00000002777	TriadP22345
ENSPMAP00000000305	TriadP22351
ENSPMAP00000001812	TriadP22356
ENSPMAP00000009602	TriadP22362
ENSPMAP00000007468	TriadP22371
ENSPMAP00000008072	TriadP22371
ENSPMAP00000000462	TriadP22373
ENSPMAP00000002686	TriadP22373
ENSPMAP00000010943	TriadP22374
ENSPMAP00000011189	TriadP22374
ENSPMAP00000000045	TriadP22387
ENSPMAP00000000811	TriadP22397
ENSPMAP00000009155	TriadP22398
ENSPMAP00000005313	TriadP22398
ENSPMAP00000006346	TriadP22420
ENSPMAP00000002674	TriadP22423
ENSPMAP00000004694	TriadP22433
ENSPMAP00000003244	TriadP22433
ENSPMAP00000003895	TriadP22435
ENSPMAP00000006959	TriadP22452
ENSPMAP00000005834	TriadP22452
ENSPMAP00000009635	TriadP22452
ENSPMAP00000000807	TriadP22456
ENSPMAP00000003891	TriadP22456
ENSPMAP00000007813	TriadP22456
ENSPMAP00000003889	TriadP22465
ENSPMAP00000007094	TriadP22465
ENSPMAP00000000853	TriadP22473
ENSPMAP00000001429	TriadP22476
ENSPMAP00000005985	TriadP22479
ENSPMAP00000004996	TriadP22479
ENSPMAP00000005896	TriadP22479
ENSPMAP00000003690	TriadP22483
ENSPMAP00000004754	TriadP22484
ENSPMAP00000009923	TriadP22484
ENSPMAP00000005105	TriadP22517
ENSPMAP00000009727	TriadP22517
ENSPMAP00000000249	TriadP22525
ENSPMAP00000000472	TriadP22530
ENSPMAP00000001751	TriadP22532
ENSPMAP00000004220	TriadP22532
ENSPMAP00000001507	TriadP22532
ENSPMAP00000004717	TriadP22538
ENSPMAP00000010626	TriadP22538
ENSPMAP00000007841	TriadP22540
ENSPMAP00000003598	TriadP22544
ENSPMAP00000000009	TriadP22550
ENSPMAP00000008660	TriadP22550
ENSPMAP00000001541	TriadP22550
ENSPMAP00000001545	TriadP22550
ENSPMAP00000005048	TriadP22565
ENSPMAP00000010755	TriadP22565
ENSPMAP00000002231	TriadP22565
ENSPMAP00000006060	TriadP22565
ENSPMAP00000004741	TriadP22566
ENSPMAP00000004176	TriadP22586
ENSPMAP00000001442	TriadP22596
ENSPMAP00000004166	TriadP22596
ENSPMAP00000006285	TriadP22609
ENSPMAP00000007613	TriadP22620
ENSPMAP00000004726	TriadP22633
ENSPMAP00000000388	TriadP22634
ENSPMAP00000001380	TriadP22640
ENSPMAP00000002061	TriadP22640
ENSPMAP00000006867	TriadP22640
ENSPMAP00000000771	TriadP22640
ENSPMAP00000006801	TriadP22642
ENSPMAP00000002024	TriadP22642
ENSPMAP00000003058	TriadP22645
ENSPMAP00000008235	TriadP22667
ENSPMAP00000008382	TriadP22681
ENSPMAP00000000228	TriadP22681
ENSPMAP00000002291	TriadP22684
ENSPMAP00000001008	TriadP22704
ENSPMAP00000004144	TriadP22731
ENSPMAP00000010789	TriadP22755
ENSPMAP00000002451	TriadP22755
ENSPMAP00000000175	TriadP22755
ENSPMAP00000010777	TriadP22755
ENSPMAP00000001004	TriadP22758
ENSPMAP00000000712	TriadP22765
ENSPMAP00000003670	TriadP22766
ENSPMAP00000001846	TriadP22766
ENSPMAP00000001214	TriadP22769
ENSPMAP00000002094	TriadP22771
ENSPMAP00000010838	TriadP22773
ENSPMAP00000005920	TriadP22773
ENSPMAP00000008519	TriadP22773
ENSPMAP00000005073	TriadP22780
ENSPMAP00000008526	TriadP22780
ENSPMAP00000010078	TriadP22780
ENSPMAP00000010710	TriadP22780
ENSPMAP00000008404	TriadP22801
ENSPMAP00000007834	TriadP22803
ENSPMAP00000001927	TriadP22803
ENSPMAP00000010836	TriadP22803
ENSPMAP00000000140	TriadP22806
ENSPMAP00000000652	TriadP22811
ENSPMAP00000002063	TriadP22811
ENSPMAP00000006514	TriadP22822
ENSPMAP00000002745	TriadP22834
ENSPMAP00000008061	TriadP22839
ENSPMAP00000004716	TriadP22839
ENSPMAP00000005271	TriadP22839
ENSPMAP00000005226	TriadP22839
ENSPMAP00000003580	TriadP22842
ENSPMAP00000004387	TriadP22844
ENSPMAP00000000841	TriadP22848
ENSPMAP00000010413	TriadP22848
ENSPMAP00000003330	TriadP22849
ENSPMAP00000005554	TriadP22852
ENSPMAP00000009441	TriadP22855
ENSPMAP00000005801	TriadP22855
ENSPMAP00000000311	TriadP22855
ENSPMAP00000003186	TriadP22855
ENSPMAP00000003297	TriadP22857
ENSPMAP00000000172	TriadP22861
ENSPMAP00000008350	TriadP22861
ENSPMAP00000010302	TriadP22890
ENSPMAP00000004877	TriadP22890
ENSPMAP00000001573	TriadP22890
ENSPMAP00000006227	TriadP22897
ENSPMAP00000001066	TriadP22897
ENSPMAP00000001704	TriadP22897
ENSPMAP00000007285	TriadP22897
ENSPMAP00000004250	TriadP22902
ENSPMAP00000004459	TriadP22905
ENSPMAP00000000414	TriadP22905
ENSPMAP00000005608	TriadP22911
ENSPMAP00000001509	TriadP22916
ENSPMAP00000005517	TriadP22916
ENSPMAP00000005098	TriadP22916
ENSPMAP00000003628	TriadP22916
ENSPMAP00000002975	TriadP22923
ENSPMAP00000009842	TriadP22925
ENSPMAP00000001737	TriadP22925
ENSPMAP00000009963	TriadP22932
ENSPMAP00000006364	TriadP22941
ENSPMAP00000009870	TriadP22944
ENSPMAP00000002073	TriadP22946
ENSPMAP00000010665	TriadP22946
ENSPMAP00000000585	TriadP22946
ENSPMAP00000001041	TriadP22947
ENSPMAP00000000006	TriadP22959
ENSPMAP00000003497	TriadP22959
ENSPMAP00000010075	TriadP22960
ENSPMAP00000000476	TriadP22976
ENSPMAP00000002327	TriadP22976
ENSPMAP00000008326	TriadP22976
ENSPMAP00000007318	TriadP22982
ENSPMAP00000000731	TriadP22993
ENSPMAP00000001753	TriadP22993
ENSPMAP00000008152	TriadP22994
ENSPMAP00000011215	TriadP23008
ENSPMAP00000003825	TriadP23032
ENSPMAP00000010816	TriadP23032
ENSPMAP00000003023	TriadP23032
ENSPMAP00000008555	TriadP23032
ENSPMAP00000007650	TriadP23034
ENSPMAP00000002897	TriadP23038
ENSPMAP00000000679	TriadP23038
ENSPMAP00000001420	TriadP23038
ENSPMAP00000006328	TriadP23040
ENSPMAP00000007937	TriadP23041
ENSPMAP00000010423	TriadP23041
ENSPMAP00000009762	TriadP23041
ENSPMAP00000010804	TriadP23043
ENSPMAP00000003362	TriadP23045
ENSPMAP00000006087	TriadP23045
ENSPMAP00000002930	TriadP23050
ENSPMAP00000000815	TriadP23050
ENSPMAP00000007270	TriadP23051
ENSPMAP00000007945	TriadP23075
ENSPMAP00000004818	TriadP23084
ENSPMAP00000011241	TriadP23088
ENSPMAP00000009553	TriadP23088
ENSPMAP00000007915	TriadP23088
ENSPMAP00000000139	TriadP23096
ENSPMAP00000003684	TriadP23096
ENSPMAP00000003892	TriadP23096
ENSPMAP00000008278	TriadP23101
ENSPMAP00000003087	TriadP23101
ENSPMAP00000005671	TriadP23101
ENSPMAP00000010328	TriadP23113
ENSPMAP00000005819	TriadP23113
ENSPMAP00000000847	TriadP23127
ENSPMAP00000010919	TriadP23132
ENSPMAP00000009795	TriadP23183
ENSPMAP00000005656	TriadP23191
ENSPMAP00000002188	TriadP23191
ENSPMAP00000000179	TriadP23196
ENSPMAP00000002299	TriadP23196
ENSPMAP00000010896	TriadP23196
ENSPMAP00000010354	TriadP23196
ENSPMAP00000002752	TriadP23199
ENSPMAP00000007861	TriadP23201
ENSPMAP00000007727	TriadP23201
ENSPMAP00000003854	TriadP23229
ENSPMAP00000003816	TriadP23231
ENSPMAP00000003078	TriadP23232
ENSPMAP00000009218	TriadP23237
ENSPMAP00000009378	TriadP23253
ENSPMAP00000003089	TriadP23253
ENSPMAP00000006531	TriadP23262
ENSPMAP00000002337	TriadP23262
ENSPMAP00000009162	TriadP23272
ENSPMAP00000003366	TriadP23299
ENSPMAP00000007235	TriadP23301
ENSPMAP00000006675	TriadP23301
ENSPMAP00000001208	TriadP23304
ENSPMAP00000007774	TriadP23331
ENSPMAP00000004216	TriadP23332
ENSPMAP00000002389	TriadP23332
ENSPMAP00000007968	TriadP23340
ENSPMAP00000002292	TriadP23340
ENSPMAP00000000616	TriadP23340
ENSPMAP00000010522	TriadP23340
ENSPMAP00000008547	TriadP23343
ENSPMAP00000007882	TriadP23353
ENSPMAP00000007897	TriadP23353
ENSPMAP00000005402	TriadP23354
ENSPMAP00000008483	TriadP23354
ENSPMAP00000005071	TriadP23376
ENSPMAP00000010362	TriadP23390
ENSPMAP00000005495	TriadP23391
ENSPMAP00000000630	TriadP23391
ENSPMAP00000009820	TriadP23402
ENSPMAP00000008457	TriadP23402
ENSPMAP00000003404	TriadP23405
ENSPMAP00000004035	TriadP23407
ENSPMAP00000001252	TriadP23407
ENSPMAP00000001195	TriadP23415
ENSPMAP00000009414	TriadP23419
ENSPMAP00000000261	TriadP23425
ENSPMAP00000001798	TriadP23427
ENSPMAP00000007852	TriadP23436
ENSPMAP00000010070	TriadP23455
ENSPMAP00000008878	TriadP23458
ENSPMAP00000007536	TriadP23466
ENSPMAP00000003298	TriadP23466
ENSPMAP00000005739	TriadP23466
ENSPMAP00000010787	TriadP23475
ENSPMAP00000005019	TriadP23475
ENSPMAP00000000691	TriadP23478
ENSPMAP00000005261	TriadP23478
ENSPMAP00000001139	TriadP23482
ENSPMAP00000007018	TriadP23488
ENSPMAP00000006860	TriadP23499
ENSPMAP00000004390	TriadP23502
ENSPMAP00000008611	TriadP23507
ENSPMAP00000000320	TriadP23507
ENSPMAP00000005259	TriadP23507
ENSPMAP00000004221	TriadP23507
ENSPMAP00000009493	TriadP23540
ENSPMAP00000005440	TriadP23547
ENSPMAP00000007506	TriadP23574
ENSPMAP00000009561	TriadP23582
ENSPMAP00000010325	TriadP23606
ENSPMAP00000000946	TriadP23609
ENSPMAP00000008738	TriadP23613
ENSPMAP00000008542	TriadP23613
ENSPMAP00000005025	TriadP23617
ENSPMAP00000009163	TriadP23638
ENSPMAP00000003075	TriadP23638
ENSPMAP00000009090	TriadP23638
ENSPMAP00000003197	TriadP23639
ENSPMAP00000011313	TriadP23639
ENSPMAP00000000928	TriadP23653
ENSPMAP00000010331	TriadP23659
ENSPMAP00000008582	TriadP23659
ENSPMAP00000008822	TriadP23659
ENSPMAP00000003689	TriadP23663
ENSPMAP00000002516	TriadP23664
ENSPMAP00000000714	TriadP23674
ENSPMAP00000006375	TriadP23687
ENSPMAP00000007011	TriadP23687
ENSPMAP00000002844	TriadP23687
ENSPMAP00000008145	TriadP23687
ENSPMAP00000005347	TriadP23688
ENSPMAP00000010115	TriadP23688
ENSPMAP00000008208	TriadP23692
ENSPMAP00000008147	TriadP23710
ENSPMAP00000003208	TriadP23710
ENSPMAP00000003319	TriadP23713
ENSPMAP00000010477	TriadP23713
ENSPMAP00000009148	TriadP23713
ENSPMAP00000005570	TriadP23713
ENSPMAP00000001218	TriadP23726
ENSPMAP00000000871	TriadP23727
ENSPMAP00000007788	TriadP23729
ENSPMAP00000003558	TriadP23778
ENSPMAP00000009700	TriadP23778
ENSPMAP00000004165	TriadP23779
ENSPMAP00000007030	TriadP23790
ENSPMAP00000006973	TriadP23790
ENSPMAP00000007825	TriadP23795
ENSPMAP00000007824	TriadP23795
ENSPMAP00000000508	TriadP23818
ENSPMAP00000004951	TriadP2382
ENSPMAP00000006245	TriadP23825
ENSPMAP00000005586	TriadP23825
ENSPMAP00000010094	TriadP23833
ENSPMAP00000010154	TriadP23841
ENSPMAP00000008219	TriadP23843
ENSPMAP00000008194	TriadP23843
ENSPMAP00000003722	TriadP23888
ENSPMAP00000003316	TriadP23891
ENSPMAP00000009293	TriadP23895
ENSPMAP00000002597	TriadP23897
ENSPMAP00000009098	TriadP23904
ENSPMAP00000002139	TriadP23916
ENSPMAP00000000146	TriadP23916
ENSPMAP00000006837	TriadP23922
ENSPMAP00000009652	TriadP23924
ENSPMAP00000008858	TriadP23934
ENSPMAP00000009058	TriadP23934
ENSPMAP00000008748	TriadP23934
ENSPMAP00000005380	TriadP23935
ENSPMAP00000002621	TriadP23937
ENSPMAP00000000229	TriadP23940
ENSPMAP00000010723	TriadP23944
ENSPMAP00000008695	TriadP23944
ENSPMAP00000001367	TriadP23961
ENSPMAP00000005434	TriadP23971
ENSPMAP00000002887	TriadP23971
ENSPMAP00000002835	TriadP23972
ENSPMAP00000008495	TriadP23972
ENSPMAP00000007449	TriadP23972
ENSPMAP00000010898	TriadP23972
ENSPMAP00000008661	TriadP23982
ENSPMAP00000001694	TriadP23982
ENSPMAP00000008847	TriadP23982
ENSPMAP00000002867	TriadP23982
ENSPMAP00000002653	TriadP23991
ENSPMAP00000006727	TriadP23991
ENSPMAP00000004649	TriadP24021
ENSPMAP00000003236	TriadP24021
ENSPMAP00000006391	TriadP24037
ENSPMAP00000010141	TriadP24043
ENSPMAP00000002544	TriadP24056
ENSPMAP00000006605	TriadP24066
ENSPMAP00000008659	TriadP24066
ENSPMAP00000001932	TriadP24075
ENSPMAP00000001386	TriadP24080
ENSPMAP00000001775	TriadP24087
ENSPMAP00000010582	TriadP24107
ENSPMAP00000006419	TriadP24131
ENSPMAP00000007042	TriadP24131
ENSPMAP00000005298	TriadP24132
ENSPMAP00000002435	TriadP24138
ENSPMAP00000002852	TriadP24138
ENSPMAP00000006472	TriadP24155
ENSPMAP00000006448	TriadP24155
ENSPMAP00000001602	TriadP24155
ENSPMAP00000000519	TriadP24164
ENSPMAP00000005740	TriadP24172
ENSPMAP00000007514	TriadP24172
ENSPMAP00000001278	TriadP24172
ENSPMAP00000003234	TriadP24172
ENSPMAP00000010528	TriadP24180
ENSPMAP00000007178	TriadP24180
ENSPMAP00000010565	TriadP24180
ENSPMAP00000006435	TriadP24180
ENSPMAP00000002763	TriadP24181
ENSPMAP00000010403	TriadP24189
ENSPMAP00000010719	TriadP24189
ENSPMAP00000007116	TriadP24189
ENSPMAP00000003688	TriadP24195
ENSPMAP00000007866	TriadP24195
ENSPMAP00000003263	TriadP24195
ENSPMAP00000003659	TriadP2420
ENSPMAP00000008973	TriadP2420
ENSPMAP00000003998	TriadP2420
ENSPMAP00000007395	TriadP2420
ENSPMAP00000000334	TriadP24206
ENSPMAP00000008946	TriadP24207
ENSPMAP00000010405	TriadP24211
ENSPMAP00000008541	TriadP24214
ENSPMAP00000000644	TriadP24219
ENSPMAP00000001703	TriadP24232
ENSPMAP00000006489	TriadP24232
ENSPMAP00000002017	TriadP24239
ENSPMAP00000005052	TriadP24254
ENSPMAP00000006400	TriadP24254
ENSPMAP00000000623	TriadP24254
ENSPMAP00000002608	TriadP24265
ENSPMAP00000010737	TriadP24265
ENSPMAP00000008400	TriadP24265
ENSPMAP00000006502	TriadP24276
ENSPMAP00000007996	TriadP24276
ENSPMAP00000003254	TriadP24276
ENSPMAP00000006164	TriadP24279
ENSPMAP00000003800	TriadP24279
ENSPMAP00000008157	TriadP24287
ENSPMAP00000000796	TriadP24288
ENSPMAP00000007994	TriadP24288
ENSPMAP00000002973	TriadP24298
ENSPMAP00000001700	TriadP24299
ENSPMAP00000005963	TriadP24314
ENSPMAP00000001234	TriadP24314
ENSPMAP00000008509	TriadP24314
ENSPMAP00000002505	TriadP24319
ENSPMAP00000010446	TriadP24319
ENSPMAP00000008932	TriadP24320
ENSPMAP00000004297	TriadP24324
ENSPMAP00000005654	TriadP24341
ENSPMAP00000000225	TriadP24341
ENSPMAP00000008324	TriadP24343
ENSPMAP00000000497	TriadP24346
ENSPMAP00000000624	TriadP24346
ENSPMAP00000003305	TriadP24346
ENSPMAP00000001461	TriadP24346
ENSPMAP00000007282	TriadP24372
ENSPMAP00000001635	TriadP24378
ENSPMAP00000006915	TriadP24380
ENSPMAP00000008151	TriadP24387
ENSPMAP00000009631	TriadP24388
ENSPMAP00000009124	TriadP24415
