ENSGALP00000000003	SINLEJ012925
ENSGALP00000002189	SINLEJ008832
ENSGALP00000002193	SINLEJ006728
ENSGALP00000002194	SINLEJ009551
ENSGALP00000002194	SINLEJ011036
ENSGALP00000002197	SINLEJ005587
ENSGALP00000002197	SINLEJ005583
ENSGALP00000002201	SINLEJ000402
ENSGALP00000002203	SINLEJ014652
ENSGALP00000002203	SINLEJ019066
ENSGALP00000002205	SINLEJ007500
ENSGALP00000002205	SINLEJ004526
ENSGALP00000002208	SINLEJ004310
ENSGALP00000002212	SINLEJ010291
ENSGALP00000002212	SINLEJ007528
ENSGALP00000002218	SINLEJ014766
ENSGALP00000002221	SINLEJ011590
ENSGALP00000002221	SINLEJ011591
ENSGALP00000002224	SINLEJ010526
ENSGALP00000002228	SINLEJ014651
ENSGALP00000002228	SINLEJ018854
ENSGALP00000002233	SINLEJ007792
ENSGALP00000002233	SINLEJ012235
ENSGALP00000002234	SINLEJ005573
ENSGALP00000002235	SINLEJ005483
ENSGALP00000002235	SINLEJ008419
ENSGALP00000002240	SINLEJ006958
ENSGALP00000002242	SINLEJ018369
ENSGALP00000002244	SINLEJ007914
ENSGALP00000002244	SINLEJ007915
ENSGALP00000002246	SINLEJ007899
ENSGALP00000002246	SINLEJ007898
ENSGALP00000002248	SINLEJ011563
ENSGALP00000002248	SINLEJ018311
ENSGALP00000002252	SINLEJ000023
ENSGALP00000002252	SINLEJ000025
ENSGALP00000002256	SINLEJ012151
ENSGALP00000002256	SINLEJ018354
ENSGALP00000002257	SINLEJ012070
ENSGALP00000002257	SINLEJ007917
ENSGALP00000002259	SINLEJ003103
ENSGALP00000002259	SINLEJ003104
ENSGALP00000002263	SINLEJ011176
ENSGALP00000002269	SINLEJ012861
ENSGALP00000002269	SINLEJ015862
ENSGALP00000002278	SINLEJ003627
ENSGALP00000002278	SINLEJ014939
ENSGALP00000002279	SINLEJ015054
ENSGALP00000002279	SINLEJ015051
ENSGALP00000002281	SINLEJ005260
ENSGALP00000002281	SINLEJ005258
ENSGALP00000002287	SINLEJ007862
ENSGALP00000002287	SINLEJ007861
ENSGALP00000002295	SINLEJ007414
ENSGALP00000002297	SINLEJ007444
ENSGALP00000002297	SINLEJ008875
ENSGALP00000002302	SINLEJ007870
ENSGALP00000002304	SINLEJ013975
ENSGALP00000002307	SINLEJ018618
ENSGALP00000002319	SINLEJ600294
ENSGALP00000002319	SINLEJ600295
ENSGALP00000002322	SINLEJ014646
ENSGALP00000002328	SINLEJ013960
ENSGALP00000002329	SINLEJ007832
ENSGALP00000002329	SINLEJ007833
ENSGALP00000002333	SINLEJ006681
ENSGALP00000002338	SINLEJ012616
ENSGALP00000002343	SINLEJ600495
ENSGALP00000002343	SINLEJ004825
ENSGALP00000002345	SINLEJ000022
ENSGALP00000002347	SINLEJ002758
ENSGALP00000002348	SINLEJ005007
ENSGALP00000002349	SINLEJ012405
ENSGALP00000002352	SINLEJ008889
ENSGALP00000002352	SINLEJ016336
ENSGALP00000002355	SINLEJ010257
ENSGALP00000002356	SINLEJ014430
ENSGALP00000002356	SINLEJ016084
ENSGALP00000002359	SINLEJ003779
ENSGALP00000002359	SINLEJ016244
ENSGALP00000002364	SINLEJ014644
ENSGALP00000002364	SINLEJ014645
ENSGALP00000002366	SINLEJ012408
ENSGALP00000002366	SINLEJ012409
ENSGALP00000002368	SINLEJ016082
ENSGALP00000002368	SINLEJ016057
ENSGALP00000002372	SINLEJ018760
ENSGALP00000002372	SINLEJ007251
ENSGALP00000002373	SINLEJ011581
ENSGALP00000002373	SINLEJ000105
ENSGALP00000002377	SINLEJ003649
ENSGALP00000002377	SINLEJ016553
ENSGALP00000002380	SINLEJ012326
ENSGALP00000002380	SINLEJ013724
ENSGALP00000002382	SINLEJ008891
ENSGALP00000002382	SINLEJ016334
ENSGALP00000002383	SINLEJ012288
ENSGALP00000002383	SINLEJ003764
ENSGALP00000002385	SINLEJ004087
ENSGALP00000002388	SINLEJ000055
ENSGALP00000002394	SINLEJ010916
ENSGALP00000002394	SINLEJ010917
ENSGALP00000002398	SINLEJ010738
ENSGALP00000002407	SINLEJ011679
ENSGALP00000002414	SINLEJ000283
ENSGALP00000002419	SINLEJ015906
ENSGALP00000002420	SINLEJ001687
ENSGALP00000002423	SINLEJ007796
ENSGALP00000002426	SINLEJ017117
ENSGALP00000002426	SINLEJ011175
ENSGALP00000002436	SINLEJ014641
ENSGALP00000002437	SINLEJ011369
ENSGALP00000002441	SINLEJ017983
ENSGALP00000002449	SINLEJ001685
ENSGALP00000002449	SINLEJ001686
ENSGALP00000002451	SINLEJ009054
ENSGALP00000002452	SINLEJ013748
ENSGALP00000002452	SINLEJ012316
ENSGALP00000002455	SINLEJ013443
ENSGALP00000002458	SINLEJ012183
ENSGALP00000002472	SINLEJ017993
ENSGALP00000002477	SINLEJ003531
ENSGALP00000002479	SINLEJ008986
ENSGALP00000002491	SINLEJ014060
ENSGALP00000002493	SINLEJ001682
ENSGALP00000002495	SINLEJ009365
ENSGALP00000002495	SINLEJ009366
ENSGALP00000002497	SINLEJ017861
ENSGALP00000002501	SINLEJ003812
ENSGALP00000002502	SINLEJ004419
ENSGALP00000002502	SINLEJ015172
ENSGALP00000002508	SINLEJ015914
ENSGALP00000002508	SINLEJ010770
ENSGALP00000002511	SINLEJ011226
ENSGALP00000002511	SINLEJ009344
ENSGALP00000002513	SINLEJ600079
ENSGALP00000002513	SINLEJ001681
ENSGALP00000002517	SINLEJ006679
ENSGALP00000002522	SINLEJ003768
ENSGALP00000002522	SINLEJ003769
ENSGALP00000002525	SINLEJ009153
ENSGALP00000002525	SINLEJ010935
ENSGALP00000002532	SINLEJ002041
ENSGALP00000002532	SINLEJ016237
ENSGALP00000002536	SINLEJ014169
ENSGALP00000002546	SINLEJ008082
ENSGALP00000002547	SINLEJ003902
ENSGALP00000002557	SINLEJ012346
ENSGALP00000002563	SINLEJ010798
ENSGALP00000002563	SINLEJ003167
ENSGALP00000002570	SINLEJ003364
ENSGALP00000002570	SINLEJ600312
ENSGALP00000002573	SINLEJ014794
ENSGALP00000002576	SINLEJ003837
ENSGALP00000002581	SINLEJ007174
ENSGALP00000002581	SINLEJ007176
ENSGALP00000002583	SINLEJ012197
ENSGALP00000002590	SINLEJ005660
ENSGALP00000002590	SINLEJ003809
ENSGALP00000002598	SINLEJ007172
ENSGALP00000002604	SINLEJ017607
ENSGALP00000002604	SINLEJ018639
ENSGALP00000002606	SINLEJ006397
ENSGALP00000002609	SINLEJ002804
ENSGALP00000002610	SINLEJ016022
ENSGALP00000002617	SINLEJ003980
ENSGALP00000002620	SINLEJ001388
ENSGALP00000002620	SINLEJ003262
ENSGALP00000002622	SINLEJ009716
ENSGALP00000002623	SINLEJ012933
ENSGALP00000002625	SINLEJ004414
ENSGALP00000002625	SINLEJ005833
ENSGALP00000002626	SINLEJ019108
ENSGALP00000002635	SINLEJ017608
ENSGALP00000002636	SINLEJ017133
ENSGALP00000002636	SINLEJ016087
ENSGALP00000002638	SINLEJ014044
ENSGALP00000002638	SINLEJ011126
ENSGALP00000002643	SINLEJ002927
ENSGALP00000002643	SINLEJ002928
ENSGALP00000002646	SINLEJ003020
ENSGALP00000002649	SINLEJ005530
ENSGALP00000002649	SINLEJ005529
ENSGALP00000002651	SINLEJ013431
ENSGALP00000002651	SINLEJ013432
ENSGALP00000002654	SINLEJ004805
ENSGALP00000002656	SINLEJ003985
ENSGALP00000002656	SINLEJ003984
ENSGALP00000002658	SINLEJ012283
ENSGALP00000002658	SINLEJ011156
ENSGALP00000002660	SINLEJ005593
ENSGALP00000002668	SINLEJ017439
ENSGALP00000002670	SINLEJ014193
ENSGALP00000002674	SINLEJ000564
ENSGALP00000002680	SINLEJ018417
ENSGALP00000002680	SINLEJ017722
ENSGALP00000002688	SINLEJ010138
ENSGALP00000002693	SINLEJ011808
ENSGALP00000002693	SINLEJ016964
ENSGALP00000002695	SINLEJ003964
ENSGALP00000002695	SINLEJ010801
ENSGALP00000002701	SINLEJ001437
ENSGALP00000002705	SINLEJ000566
ENSGALP00000002705	SINLEJ018564
ENSGALP00000002706	SINLEJ000329
ENSGALP00000002707	SINLEJ000308
ENSGALP00000002713	SINLEJ007748
ENSGALP00000002718	SINLEJ005247
ENSGALP00000002718	SINLEJ005252
ENSGALP00000002730	SINLEJ009061
ENSGALP00000002730	SINLEJ009060
ENSGALP00000002742	SINLEJ011800
ENSGALP00000002744	SINLEJ000190
ENSGALP00000002744	SINLEJ000187
ENSGALP00000002749	SINLEJ011601
ENSGALP00000002750	SINLEJ008601
ENSGALP00000002750	SINLEJ008324
ENSGALP00000002753	SINLEJ000306
ENSGALP00000002753	SINLEJ000305
ENSGALP00000002754	SINLEJ000242
ENSGALP00000002754	SINLEJ005141
ENSGALP00000002755	SINLEJ011911
ENSGALP00000002755	SINLEJ018355
ENSGALP00000002756	SINLEJ014677
ENSGALP00000002760	SINLEJ003135
ENSGALP00000002761	SINLEJ007933
ENSGALP00000002767	SINLEJ011120
ENSGALP00000002771	SINLEJ009271
ENSGALP00000002771	SINLEJ010853
ENSGALP00000002772	SINLEJ009806
ENSGALP00000002777	SINLEJ600481
ENSGALP00000002778	SINLEJ010061
ENSGALP00000002781	SINLEJ008994
ENSGALP00000002781	SINLEJ005398
ENSGALP00000002782	SINLEJ011799
ENSGALP00000002785	SINLEJ014204
ENSGALP00000002788	SINLEJ011579
ENSGALP00000002796	SINLEJ009164
ENSGALP00000002804	SINLEJ011357
ENSGALP00000002808	SINLEJ014047
ENSGALP00000002808	SINLEJ015538
ENSGALP00000002814	SINLEJ013572
ENSGALP00000002819	SINLEJ006963
ENSGALP00000002822	SINLEJ005428
ENSGALP00000002822	SINLEJ006139
ENSGALP00000002825	SINLEJ003689
ENSGALP00000002830	SINLEJ006457
ENSGALP00000002830	SINLEJ006456
ENSGALP00000002837	SINLEJ019141
ENSGALP00000002837	SINLEJ003762
ENSGALP00000002839	SINLEJ004388
ENSGALP00000002839	SINLEJ004385
ENSGALP00000002841	SINLEJ010062
ENSGALP00000002845	SINLEJ014908
ENSGALP00000002845	SINLEJ018012
ENSGALP00000002848	SINLEJ000466
ENSGALP00000002858	SINLEJ009853
ENSGALP00000002860	SINLEJ019172
ENSGALP00000002862	SINLEJ018132
ENSGALP00000002864	SINLEJ000465
ENSGALP00000002864	SINLEJ000464
ENSGALP00000002874	SINLEJ007741
ENSGALP00000002875	SINLEJ015810
ENSGALP00000002876	SINLEJ019447
ENSGALP00000002886	SINLEJ000729
ENSGALP00000002886	SINLEJ017271
ENSGALP00000002890	SINLEJ009930
ENSGALP00000002895	SINLEJ005374
ENSGALP00000002898	SINLEJ010774
ENSGALP00000002898	SINLEJ010775
ENSGALP00000002903	SINLEJ007739
ENSGALP00000002903	SINLEJ007740
ENSGALP00000002906	SINLEJ010665
ENSGALP00000002906	SINLEJ015459
ENSGALP00000002910	SINLEJ006430
ENSGALP00000002910	SINLEJ010638
ENSGALP00000002911	SINLEJ017305
ENSGALP00000002914	SINLEJ005232
ENSGALP00000002914	SINLEJ005393
ENSGALP00000002915	SINLEJ009165
ENSGALP00000002915	SINLEJ008804
ENSGALP00000002928	SINLEJ005598
ENSGALP00000002928	SINLEJ016285
ENSGALP00000002932	SINLEJ009852
ENSGALP00000002932	SINLEJ009777
ENSGALP00000002938	SINLEJ011235
ENSGALP00000002938	SINLEJ013007
ENSGALP00000002940	SINLEJ014695
ENSGALP00000002940	SINLEJ013491
ENSGALP00000002944	SINLEJ005677
ENSGALP00000002947	SINLEJ000336
ENSGALP00000002952	SINLEJ012308
ENSGALP00000002963	SINLEJ004500
ENSGALP00000002963	SINLEJ011922
ENSGALP00000002983	SINLEJ003954
ENSGALP00000002985	SINLEJ006399
ENSGALP00000002985	SINLEJ001594
ENSGALP00000002996	SINLEJ005669
ENSGALP00000002998	SINLEJ007483
ENSGALP00000003001	SINLEJ012270
ENSGALP00000003005	SINLEJ000266
ENSGALP00000003006	SINLEJ009475
ENSGALP00000003007	SINLEJ012739
ENSGALP00000003007	SINLEJ012734
ENSGALP00000003008	SINLEJ002688
ENSGALP00000003009	SINLEJ015895
ENSGALP00000003009	SINLEJ015894
ENSGALP00000003012	SINLEJ003761
ENSGALP00000003014	SINLEJ014371
ENSGALP00000003019	SINLEJ015897
ENSGALP00000003020	SINLEJ016668
ENSGALP00000003026	SINLEJ005665
ENSGALP00000003035	SINLEJ018893
ENSGALP00000003035	SINLEJ009864
ENSGALP00000003039	SINLEJ017363
ENSGALP00000003043	SINLEJ008690
ENSGALP00000003043	SINLEJ017297
ENSGALP00000003050	SINLEJ011061
ENSGALP00000003050	SINLEJ015620
ENSGALP00000003054	SINLEJ014436
ENSGALP00000003058	SINLEJ011057
ENSGALP00000003058	SINLEJ015614
ENSGALP00000003060	SINLEJ016688
ENSGALP00000003063	SINLEJ002689
ENSGALP00000003065	SINLEJ011571
ENSGALP00000003065	SINLEJ003763
ENSGALP00000003066	SINLEJ007473
ENSGALP00000003075	SINLEJ006401
ENSGALP00000003075	SINLEJ005680
ENSGALP00000003077	SINLEJ000206
ENSGALP00000003077	SINLEJ000201
ENSGALP00000003079	SINLEJ002094
ENSGALP00000003079	SINLEJ002093
ENSGALP00000003081	SINLEJ000578
ENSGALP00000003081	SINLEJ000577
ENSGALP00000003086	SINLEJ012592
ENSGALP00000003086	SINLEJ012591
ENSGALP00000003089	SINLEJ012564
ENSGALP00000003089	SINLEJ000124
ENSGALP00000003092	SINLEJ000591
ENSGALP00000003092	SINLEJ000592
ENSGALP00000003098	SINLEJ019301
ENSGALP00000003101	SINLEJ008423
ENSGALP00000003101	SINLEJ008422
ENSGALP00000003104	SINLEJ000015
ENSGALP00000003108	SINLEJ012913
ENSGALP00000003113	SINLEJ007930
ENSGALP00000003114	SINLEJ006403
ENSGALP00000003114	SINLEJ012550
ENSGALP00000003121	SINLEJ012046
ENSGALP00000003123	SINLEJ018815
ENSGALP00000003123	SINLEJ014743
ENSGALP00000003124	SINLEJ016788
ENSGALP00000003126	SINLEJ012679
ENSGALP00000003130	SINLEJ000265
ENSGALP00000003131	SINLEJ005781
ENSGALP00000003137	SINLEJ011044
ENSGALP00000003137	SINLEJ015600
ENSGALP00000003139	SINLEJ006434
ENSGALP00000003139	SINLEJ010650
ENSGALP00000003142	SINLEJ004182
ENSGALP00000003147	SINLEJ002878
ENSGALP00000003152	SINLEJ009336
ENSGALP00000003157	SINLEJ000363
ENSGALP00000003165	SINLEJ018766
ENSGALP00000003172	SINLEJ007865
ENSGALP00000003172	SINLEJ007866
ENSGALP00000003175	SINLEJ013121
ENSGALP00000003183	SINLEJ009115
ENSGALP00000003183	SINLEJ012889
ENSGALP00000003187	SINLEJ003771
ENSGALP00000003190	SINLEJ012108
ENSGALP00000003190	SINLEJ007809
ENSGALP00000003195	SINLEJ007904
ENSGALP00000003205	SINLEJ005373
ENSGALP00000003205	SINLEJ005372
ENSGALP00000003207	SINLEJ004199
ENSGALP00000003215	SINLEJ018937
ENSGALP00000003216	SINLEJ018515
ENSGALP00000003229	SINLEJ000237
ENSGALP00000003229	SINLEJ010780
ENSGALP00000003242	SINLEJ013293
ENSGALP00000003242	SINLEJ013294
ENSGALP00000003244	SINLEJ013111
ENSGALP00000003246	SINLEJ012529
ENSGALP00000003249	SINLEJ011527
ENSGALP00000003250	SINLEJ004211
ENSGALP00000003250	SINLEJ004210
ENSGALP00000003252	SINLEJ006619
ENSGALP00000003253	SINLEJ014369
ENSGALP00000003253	SINLEJ005663
ENSGALP00000003257	SINLEJ008878
ENSGALP00000003259	SINLEJ010786
ENSGALP00000003263	SINLEJ011111
ENSGALP00000003269	SINLEJ012698
ENSGALP00000003269	SINLEJ015025
ENSGALP00000003271	SINLEJ009490
ENSGALP00000003271	SINLEJ015687
ENSGALP00000003277	SINLEJ009362
ENSGALP00000003279	SINLEJ015151
ENSGALP00000003279	SINLEJ004300
ENSGALP00000003281	SINLEJ014581
ENSGALP00000003284	SINLEJ019337
ENSGALP00000003285	SINLEJ015597
ENSGALP00000003285	SINLEJ011041
ENSGALP00000003291	SINLEJ004212
ENSGALP00000003293	SINLEJ006389
ENSGALP00000003296	SINLEJ011981
ENSGALP00000003297	SINLEJ007376
ENSGALP00000003297	SINLEJ007377
ENSGALP00000003300	SINLEJ007621
ENSGALP00000003301	SINLEJ005785
ENSGALP00000003301	SINLEJ019453
ENSGALP00000003306	SINLEJ005361
ENSGALP00000003306	SINLEJ005360
ENSGALP00000003312	SINLEJ014124
ENSGALP00000003317	SINLEJ015878
ENSGALP00000003319	SINLEJ013519
ENSGALP00000003320	SINLEJ014526
ENSGALP00000003321	SINLEJ017141
ENSGALP00000003321	SINLEJ016462
ENSGALP00000003325	SINLEJ001748
ENSGALP00000003329	SINLEJ005338
ENSGALP00000003331	SINLEJ012948
ENSGALP00000003334	SINLEJ003569
ENSGALP00000003334	SINLEJ014993
ENSGALP00000003336	SINLEJ015772
ENSGALP00000003342	SINLEJ011525
ENSGALP00000003342	SINLEJ011526
ENSGALP00000003352	SINLEJ004545
ENSGALP00000003352	SINLEJ004544
ENSGALP00000003359	SINLEJ005659
ENSGALP00000003366	SINLEJ000599
ENSGALP00000003366	SINLEJ012893
ENSGALP00000003367	SINLEJ011524
ENSGALP00000003373	SINLEJ000060
ENSGALP00000003373	SINLEJ003806
ENSGALP00000003374	SINLEJ011634
ENSGALP00000003374	SINLEJ011633
ENSGALP00000003376	SINLEJ014734
ENSGALP00000003376	SINLEJ014733
ENSGALP00000003381	SINLEJ003983
ENSGALP00000003381	SINLEJ000264
ENSGALP00000003384	SINLEJ005658
ENSGALP00000003389	SINLEJ000037
ENSGALP00000003389	SINLEJ004190
ENSGALP00000003395	SINLEJ016601
ENSGALP00000003395	SINLEJ016599
ENSGALP00000003408	SINLEJ011091
ENSGALP00000003408	SINLEJ015648
ENSGALP00000003413	SINLEJ005617
ENSGALP00000003413	SINLEJ014357
ENSGALP00000003417	SINLEJ001727
ENSGALP00000003417	SINLEJ017362
ENSGALP00000003418	SINLEJ004009
ENSGALP00000003418	SINLEJ004013
ENSGALP00000003426	SINLEJ018513
ENSGALP00000003426	SINLEJ018801
ENSGALP00000003428	SINLEJ011090
ENSGALP00000003428	SINLEJ015647
ENSGALP00000003431	SINLEJ001003
ENSGALP00000003432	SINLEJ008861
ENSGALP00000003437	SINLEJ000367
ENSGALP00000003439	SINLEJ009125
ENSGALP00000003444	SINLEJ004394
ENSGALP00000003445	SINLEJ004202
ENSGALP00000003455	SINLEJ013988
ENSGALP00000003458	SINLEJ011508
ENSGALP00000003470	SINLEJ009084
ENSGALP00000003474	SINLEJ003825
ENSGALP00000003475	SINLEJ014355
ENSGALP00000003476	SINLEJ003862
ENSGALP00000003479	SINLEJ011595
ENSGALP00000003481	SINLEJ010724
ENSGALP00000003483	SINLEJ004226
ENSGALP00000003483	SINLEJ016184
ENSGALP00000003484	SINLEJ017300
ENSGALP00000003489	SINLEJ003829
ENSGALP00000003489	SINLEJ003830
ENSGALP00000003491	SINLEJ005363
ENSGALP00000003491	SINLEJ016798
ENSGALP00000003492	SINLEJ600308
ENSGALP00000003492	SINLEJ003359
ENSGALP00000003494	SINLEJ013100
ENSGALP00000003494	SINLEJ013101
ENSGALP00000003502	SINLEJ003754
ENSGALP00000003502	SINLEJ015757
ENSGALP00000003512	SINLEJ009169
ENSGALP00000003513	SINLEJ001349
ENSGALP00000003513	SINLEJ600453
ENSGALP00000003523	SINLEJ006915
ENSGALP00000003523	SINLEJ015278
ENSGALP00000003525	SINLEJ010865
ENSGALP00000003525	SINLEJ010866
ENSGALP00000003530	SINLEJ009531
ENSGALP00000003536	SINLEJ009534
ENSGALP00000003538	SINLEJ004370
ENSGALP00000003546	SINLEJ005786
ENSGALP00000003552	SINLEJ009033
ENSGALP00000003552	SINLEJ002984
ENSGALP00000003553	SINLEJ001348
ENSGALP00000003557	SINLEJ011630
ENSGALP00000003558	SINLEJ003140
ENSGALP00000003563	SINLEJ011722
ENSGALP00000003564	SINLEJ009937
ENSGALP00000003564	SINLEJ011098
ENSGALP00000003568	SINLEJ000582
ENSGALP00000003574	SINLEJ600241
ENSGALP00000003574	SINLEJ015892
ENSGALP00000003577	SINLEJ006721
ENSGALP00000003578	SINLEJ010122
ENSGALP00000003578	SINLEJ007338
ENSGALP00000003580	SINLEJ012731
ENSGALP00000003580	SINLEJ012736
ENSGALP00000003582	SINLEJ009083
ENSGALP00000003589	SINLEJ016286
ENSGALP00000003589	SINLEJ016287
ENSGALP00000003592	SINLEJ007745
ENSGALP00000003592	SINLEJ007744
ENSGALP00000003594	SINLEJ005788
ENSGALP00000003601	SINLEJ017835
ENSGALP00000003601	SINLEJ010864
ENSGALP00000003605	SINLEJ003798
ENSGALP00000003605	SINLEJ011567
ENSGALP00000003607	SINLEJ012764
ENSGALP00000003607	SINLEJ016782
ENSGALP00000003608	SINLEJ015545
ENSGALP00000003612	SINLEJ009171
ENSGALP00000003612	SINLEJ009172
ENSGALP00000003617	SINLEJ008333
ENSGALP00000003621	SINLEJ001063
ENSGALP00000003623	SINLEJ004810
ENSGALP00000003630	SINLEJ019392
ENSGALP00000003634	SINLEJ014764
ENSGALP00000003637	SINLEJ017867
ENSGALP00000003637	SINLEJ019045
ENSGALP00000003639	SINLEJ000581
ENSGALP00000003642	SINLEJ006295
ENSGALP00000003644	SINLEJ015280
ENSGALP00000003644	SINLEJ006916
ENSGALP00000003646	SINLEJ008809
ENSGALP00000003646	SINLEJ008808
ENSGALP00000003662	SINLEJ600224
ENSGALP00000003662	SINLEJ013808
ENSGALP00000003671	SINLEJ009510
ENSGALP00000003671	SINLEJ009509
ENSGALP00000003675	SINLEJ011629
ENSGALP00000003675	SINLEJ011628
ENSGALP00000003682	SINLEJ000580
ENSGALP00000003682	SINLEJ010777
ENSGALP00000003683	SINLEJ016944
ENSGALP00000003684	SINLEJ013459
ENSGALP00000003684	SINLEJ013463
ENSGALP00000003688	SINLEJ014797
ENSGALP00000003688	SINLEJ014795
ENSGALP00000003690	SINLEJ009823
ENSGALP00000003691	SINLEJ013439
ENSGALP00000003691	SINLEJ011849
ENSGALP00000003693	SINLEJ001340
ENSGALP00000003693	SINLEJ001341
ENSGALP00000003694	SINLEJ003241
ENSGALP00000003694	SINLEJ001504
ENSGALP00000003695	SINLEJ004708
ENSGALP00000003695	SINLEJ004712
ENSGALP00000003700	SINLEJ010923
ENSGALP00000003700	SINLEJ010924
ENSGALP00000003703	SINLEJ018144
ENSGALP00000003703	SINLEJ018366
ENSGALP00000003704	SINLEJ004214
ENSGALP00000003705	SINLEJ008343
ENSGALP00000003706	SINLEJ003755
ENSGALP00000003710	SINLEJ004113
ENSGALP00000003715	SINLEJ010107
ENSGALP00000003717	SINLEJ004404
ENSGALP00000003718	SINLEJ016278
ENSGALP00000003718	SINLEJ016277
ENSGALP00000003727	SINLEJ005674
ENSGALP00000003727	SINLEJ005673
ENSGALP00000003729	SINLEJ000541
ENSGALP00000003737	SINLEJ007876
ENSGALP00000003737	SINLEJ005461
ENSGALP00000003740	SINLEJ016374
ENSGALP00000003745	SINLEJ017242
ENSGALP00000003745	SINLEJ003292
ENSGALP00000003746	SINLEJ005814
ENSGALP00000003746	SINLEJ017319
ENSGALP00000003747	SINLEJ012492
ENSGALP00000003747	SINLEJ012493
ENSGALP00000003749	SINLEJ015354
ENSGALP00000003749	SINLEJ003684
ENSGALP00000003752	SINLEJ011040
ENSGALP00000003752	SINLEJ015595
ENSGALP00000003759	SINLEJ006855
ENSGALP00000003760	SINLEJ013963
ENSGALP00000003760	SINLEJ004069
ENSGALP00000003764	SINLEJ000085
ENSGALP00000003767	SINLEJ011544
ENSGALP00000003768	SINLEJ011474
ENSGALP00000003770	SINLEJ012907
ENSGALP00000003773	SINLEJ004817
ENSGALP00000003773	SINLEJ002796
ENSGALP00000003781	SINLEJ008824
ENSGALP00000003781	SINLEJ008820
ENSGALP00000003784	SINLEJ016120
ENSGALP00000003788	SINLEJ004068
ENSGALP00000003792	SINLEJ012920
ENSGALP00000003792	SINLEJ003929
ENSGALP00000003798	SINLEJ600199
ENSGALP00000003802	SINLEJ006444
ENSGALP00000003806	SINLEJ011033
ENSGALP00000003806	SINLEJ011030
ENSGALP00000003813	SINLEJ012908
ENSGALP00000003823	SINLEJ011101
ENSGALP00000003823	SINLEJ017634
ENSGALP00000003828	SINLEJ003293
ENSGALP00000003828	SINLEJ004729
ENSGALP00000003834	SINLEJ000408
ENSGALP00000003834	SINLEJ000412
ENSGALP00000003836	SINLEJ016683
ENSGALP00000003841	SINLEJ009124
ENSGALP00000003842	SINLEJ005289
ENSGALP00000003851	SINLEJ000411
ENSGALP00000003851	SINLEJ000406
ENSGALP00000003853	SINLEJ005802
ENSGALP00000003853	SINLEJ005803
ENSGALP00000003855	SINLEJ005539
ENSGALP00000003855	SINLEJ016444
ENSGALP00000003859	SINLEJ006121
ENSGALP00000003859	SINLEJ010746
ENSGALP00000003865	SINLEJ000957
ENSGALP00000003865	SINLEJ012044
ENSGALP00000003869	SINLEJ011122
ENSGALP00000003872	SINLEJ004730
ENSGALP00000003874	SINLEJ003702
ENSGALP00000003874	SINLEJ011614
ENSGALP00000003877	SINLEJ016713
ENSGALP00000003878	SINLEJ003760
ENSGALP00000003878	SINLEJ003759
ENSGALP00000003885	SINLEJ013127
ENSGALP00000003885	SINLEJ011121
ENSGALP00000003888	SINLEJ003872
ENSGALP00000003888	SINLEJ003871
ENSGALP00000003890	SINLEJ003253
ENSGALP00000003890	SINLEJ003250
ENSGALP00000003893	SINLEJ012193
ENSGALP00000003897	SINLEJ003810
ENSGALP00000003897	SINLEJ003811
ENSGALP00000003906	SINLEJ010933
ENSGALP00000003907	SINLEJ011543
ENSGALP00000003907	SINLEJ019119
ENSGALP00000003908	SINLEJ018033
ENSGALP00000003909	SINLEJ003701
ENSGALP00000003909	SINLEJ007891
ENSGALP00000003912	SINLEJ004381
ENSGALP00000003914	SINLEJ014755
ENSGALP00000003917	SINLEJ011453
ENSGALP00000003918	SINLEJ010523
ENSGALP00000003933	SINLEJ004405
ENSGALP00000003934	SINLEJ009527
ENSGALP00000003935	SINLEJ003695
ENSGALP00000003942	SINLEJ012097
ENSGALP00000003942	SINLEJ013221
ENSGALP00000003950	SINLEJ007368
ENSGALP00000003950	SINLEJ012296
ENSGALP00000003951	SINLEJ004812
ENSGALP00000003953	SINLEJ010537
ENSGALP00000003953	SINLEJ006634
ENSGALP00000003954	SINLEJ014322
ENSGALP00000003955	SINLEJ005623
ENSGALP00000003955	SINLEJ014408
ENSGALP00000003964	SINLEJ007353
ENSGALP00000003964	SINLEJ011336
ENSGALP00000003966	SINLEJ004098
ENSGALP00000003967	SINLEJ011602
ENSGALP00000003968	SINLEJ003880
ENSGALP00000003968	SINLEJ003879
ENSGALP00000003970	SINLEJ008438
ENSGALP00000003974	SINLEJ000224
ENSGALP00000003974	SINLEJ000223
ENSGALP00000003985	SINLEJ012594
ENSGALP00000003985	SINLEJ012593
ENSGALP00000003993	SINLEJ016425
ENSGALP00000003993	SINLEJ016424
ENSGALP00000003995	SINLEJ000057
ENSGALP00000003995	SINLEJ012797
ENSGALP00000003997	SINLEJ016445
ENSGALP00000004002	SINLEJ003694
ENSGALP00000004011	SINLEJ014407
ENSGALP00000004011	SINLEJ017130
ENSGALP00000004012	SINLEJ011701
ENSGALP00000004012	SINLEJ015961
ENSGALP00000004015	SINLEJ016593
ENSGALP00000004016	SINLEJ001126
ENSGALP00000004028	SINLEJ001439
ENSGALP00000004028	SINLEJ016472
ENSGALP00000004032	SINLEJ011617
ENSGALP00000004034	SINLEJ010089
ENSGALP00000004038	SINLEJ006272
ENSGALP00000004038	SINLEJ007045
ENSGALP00000004046	SINLEJ011588
