SINCAM003135	ENSCAFP00000000001
SINCAM012231	ENSCAFP00000002064
SINCAM014755	ENSCAFP00000002067
SINCAM922781	ENSCAFP00000002068
SINCAM006153	ENSCAFP00000002070
SINCAM014804	ENSCAFP00000002071
SINCAM001043	ENSCAFP00000002072
SINCAM012230	ENSCAFP00000002073
SINCAM002736	ENSCAFP00000002076
SINCAM011145	ENSCAFP00000002082
SINCAM012779	ENSCAFP00000002085
SINCAM922774	ENSCAFP00000002087
SINCAM006490	ENSCAFP00000002088
SINCAM002754	ENSCAFP00000002091
SINCAM012210	ENSCAFP00000002094
SINCAM001045	ENSCAFP00000002095
SINCAM001046	ENSCAFP00000002105
SINCAM006151	ENSCAFP00000002109
SINCAM012213	ENSCAFP00000002112
SINCAM014808	ENSCAFP00000002114
SINCAM000902	ENSCAFP00000002116
SINCAM003786	ENSCAFP00000002119
SINCAM000918	ENSCAFP00000002121
SINCAM014702	ENSCAFP00000002123
SINCAM003788	ENSCAFP00000002124
SINCAM921203	ENSCAFP00000002131
SINCAM006150	ENSCAFP00000002136
SINCAM014799	ENSCAFP00000002145
SINCAM921204	ENSCAFP00000002148
SINCAM006147	ENSCAFP00000002154
SINCAM006144	ENSCAFP00000002155
SINCAM921991	ENSCAFP00000002156
SINCAM014724	ENSCAFP00000002164
SINCAM005022	ENSCAFP00000002165
SINCAM006142	ENSCAFP00000002170
SINCAM002707	ENSCAFP00000002172
SINCAM011244	ENSCAFP00000002174
SINCAM922776	ENSCAFP00000002178
SINCAM006141	ENSCAFP00000002179
SINCAM014720	ENSCAFP00000002181
SINCAM014718	ENSCAFP00000002183
SINCAM005935	ENSCAFP00000002186
SINCAM006140	ENSCAFP00000002188
SINCAM922778	ENSCAFP00000002191
SINCAM002708	ENSCAFP00000002193
SINCAM014732	ENSCAFP00000002195
SINCAM922784	ENSCAFP00000002199
SINCAM002709	ENSCAFP00000002200
SINCAM922501	ENSCAFP00000002201
SINCAM011769	ENSCAFP00000002212
SINCAM921038	ENSCAFP00000002213
SINCAM921037	ENSCAFP00000002214
SINCAM920548	ENSCAFP00000002215
SINCAM000871	ENSCAFP00000002216
SINCAM002711	ENSCAFP00000002217
SINCAM920836	ENSCAFP00000002219
SINCAM003721	ENSCAFP00000002222
SINCAM002726	ENSCAFP00000002224
SINCAM001551	ENSCAFP00000002225
SINCAM015372	ENSCAFP00000002227
SINCAM006229	ENSCAFP00000002231
SINCAM000867	ENSCAFP00000002233
SINCAM922785	ENSCAFP00000002234
SINCAM920681	ENSCAFP00000002236
SINCAM001049	ENSCAFP00000002238
SINCAM000866	ENSCAFP00000002241
SINCAM921032	ENSCAFP00000002242
SINCAM014907	ENSCAFP00000002244
SINCAM000865	ENSCAFP00000002245
SINCAM015370	ENSCAFP00000002253
SINCAM920562	ENSCAFP00000002257
SINCAM921221	ENSCAFP00000002258
SINCAM000993	ENSCAFP00000002262
SINCAM000991	ENSCAFP00000002273
SINCAM003880	ENSCAFP00000002274
SINCAM003879	ENSCAFP00000002277
SINCAM000990	ENSCAFP00000002279
SINCAM015368	ENSCAFP00000002282
SINCAM002751	ENSCAFP00000002283
SINCAM001050	ENSCAFP00000002288
SINCAM920657	ENSCAFP00000002290
SINCAM012277	ENSCAFP00000002291
SINCAM012276	ENSCAFP00000002292
SINCAM001051	ENSCAFP00000002293
SINCAM012117	ENSCAFP00000002295
SINCAM001565	ENSCAFP00000002299
SINCAM000989	ENSCAFP00000002301
SINCAM001564	ENSCAFP00000002314
SINCAM001558	ENSCAFP00000002318
SINCAM012091	ENSCAFP00000002320
SINCAM922491	ENSCAFP00000002321
SINCAM920560	ENSCAFP00000002322
SINCAM006253	ENSCAFP00000002323
SINCAM012090	ENSCAFP00000002327
SINCAM001557	ENSCAFP00000002333
SINCAM000987	ENSCAFP00000002335
SINCAM001556	ENSCAFP00000002340
SINCAM012148	ENSCAFP00000002344
SINCAM006230	ENSCAFP00000002345
SINCAM012147	ENSCAFP00000002348
SINCAM012146	ENSCAFP00000002354
SINCAM900189	ENSCAFP00000002355
SINCAM006250	ENSCAFP00000002356
SINCAM017888	ENSCAFP00000002363
SINCAM006252	ENSCAFP00000002364
SINCAM013114	ENSCAFP00000002368
SINCAM002808	ENSCAFP00000002372
SINCAM001054	ENSCAFP00000002376
SINCAM012144	ENSCAFP00000002377
SINCAM006237	ENSCAFP00000002385
SINCAM002796	ENSCAFP00000002386
SINCAM923065	ENSCAFP00000002388
SINCAM012176	ENSCAFP00000002389
SINCAM002723	ENSCAFP00000002390
SINCAM003856	ENSCAFP00000002393
SINCAM003855	ENSCAFP00000002395
SINCAM006228	ENSCAFP00000002396
SINCAM006227	ENSCAFP00000002399
SINCAM920579	ENSCAFP00000002404
SINCAM900185	ENSCAFP00000002407
SINCAM900183	ENSCAFP00000002408
SINCAM920582	ENSCAFP00000002415
SINCAM006233	ENSCAFP00000002420
SINCAM006226	ENSCAFP00000002431
SINCAM002715	ENSCAFP00000002432
SINCAM900182	ENSCAFP00000002434
SINCAM900181	ENSCAFP00000002445
SINCAM900191	ENSCAFP00000002446
SINCAM014906	ENSCAFP00000002455
SINCAM000986	ENSCAFP00000002457
SINCAM001059	ENSCAFP00000002461
SINCAM000984	ENSCAFP00000002468
SINCAM920580	ENSCAFP00000002471
SINCAM000099	ENSCAFP00000002475
SINCAM920581	ENSCAFP00000002476
SINCAM014909	ENSCAFP00000002477
SINCAM920567	ENSCAFP00000002481
SINCAM017294	ENSCAFP00000002482
SINCAM005409	ENSCAFP00000002483
SINCAM920566	ENSCAFP00000002485
SINCAM003854	ENSCAFP00000002487
SINCAM012869	ENSCAFP00000002488
SINCAM006225	ENSCAFP00000002495
SINCAM921055	ENSCAFP00000002498
SINCAM921054	ENSCAFP00000002500
SINCAM920563	ENSCAFP00000002503
SINCAM006224	ENSCAFP00000002505
SINCAM003851	ENSCAFP00000002506
SINCAM003850	ENSCAFP00000002507
SINCAM003849	ENSCAFP00000002509
SINCAM015614	ENSCAFP00000002516
SINCAM006259	ENSCAFP00000002517
SINCAM014711	ENSCAFP00000002519
SINCAM005952	ENSCAFP00000002520
SINCAM005954	ENSCAFP00000002523
SINCAM010999	ENSCAFP00000002525
SINCAM003882	ENSCAFP00000002533
SINCAM921009	ENSCAFP00000002534
SINCAM005949	ENSCAFP00000002536
SINCAM013255	ENSCAFP00000002539
SINCAM003683	ENSCAFP00000002541
SINCAM005915	ENSCAFP00000002546
SINCAM921010	ENSCAFP00000002549
SINCAM008140	ENSCAFP00000002550
SINCAM003730	ENSCAFP00000002554
SINCAM005939	ENSCAFP00000002555
SINCAM005916	ENSCAFP00000002556
SINCAM921008	ENSCAFP00000002564
SINCAM012155	ENSCAFP00000002566
SINCAM005941	ENSCAFP00000002573
SINCAM003750	ENSCAFP00000002575
SINCAM922695	ENSCAFP00000002577
SINCAM005621	ENSCAFP00000002578
SINCAM005942	ENSCAFP00000002581
SINCAM011937	ENSCAFP00000002588
SINCAM001065	ENSCAFP00000002591
SINCAM000276	ENSCAFP00000002593
SINCAM003689	ENSCAFP00000002594
SINCAM005944	ENSCAFP00000002595
SINCAM005917	ENSCAFP00000002597
SINCAM006003	ENSCAFP00000002598
SINCAM000507	ENSCAFP00000002607
SINCAM005623	ENSCAFP00000002608
SINCAM000508	ENSCAFP00000002612
SINCAM000509	ENSCAFP00000002614
SINCAM000941	ENSCAFP00000002615
SINCAM005625	ENSCAFP00000002620
SINCAM920955	ENSCAFP00000002622
SINCAM005628	ENSCAFP00000002623
SINCAM000510	ENSCAFP00000002624
SINCAM000511	ENSCAFP00000002626
SINCAM920583	ENSCAFP00000002627
SINCAM005630	ENSCAFP00000002632
SINCAM000940	ENSCAFP00000002634
SINCAM000939	ENSCAFP00000002635
SINCAM920552	ENSCAFP00000002636
SINCAM001070	ENSCAFP00000002637
SINCAM000945	ENSCAFP00000002638
SINCAM006210	ENSCAFP00000002642
SINCAM920553	ENSCAFP00000002645
SINCAM005631	ENSCAFP00000002647
SINCAM003717	ENSCAFP00000002652
SINCAM920554	ENSCAFP00000002653
SINCAM000953	ENSCAFP00000002657
SINCAM006209	ENSCAFP00000002658
SINCAM000944	ENSCAFP00000002660
SINCAM000513	ENSCAFP00000002661
SINCAM001702	ENSCAFP00000002670
SINCAM000954	ENSCAFP00000002671
SINCAM920498	ENSCAFP00000002672
SINCAM003718	ENSCAFP00000002675
SINCAM003719	ENSCAFP00000002678
SINCAM921192	ENSCAFP00000002682
SINCAM000943	ENSCAFP00000002683
SINCAM001703	ENSCAFP00000002684
SINCAM001705	ENSCAFP00000002690
SINCAM000105	ENSCAFP00000002693
SINCAM920743	ENSCAFP00000002694
SINCAM001706	ENSCAFP00000002695
SINCAM920742	ENSCAFP00000002699
SINCAM003726	ENSCAFP00000002700
SINCAM002115	ENSCAFP00000002702
SINCAM922824	ENSCAFP00000002708
SINCAM002218	ENSCAFP00000002712
SINCAM001370	ENSCAFP00000002716
SINCAM002219	ENSCAFP00000002718
SINCAM920500	ENSCAFP00000002723
SINCAM012654	ENSCAFP00000002725
SINCAM000957	ENSCAFP00000002726
SINCAM003724	ENSCAFP00000002727
SINCAM005632	ENSCAFP00000002728
SINCAM002220	ENSCAFP00000002731
SINCAM001711	ENSCAFP00000002737
SINCAM001710	ENSCAFP00000002744
SINCAM003711	ENSCAFP00000002745
SINCAM009929	ENSCAFP00000002748
SINCAM921190	ENSCAFP00000002749
SINCAM001363	ENSCAFP00000002753
SINCAM006037	ENSCAFP00000002754
SINCAM001709	ENSCAFP00000002757
SINCAM920936	ENSCAFP00000002760
SINCAM000516	ENSCAFP00000002762
SINCAM001708	ENSCAFP00000002763
SINCAM014108	ENSCAFP00000002765
SINCAM000517	ENSCAFP00000002767
SINCAM000958	ENSCAFP00000002770
SINCAM005521	ENSCAFP00000002772
SINCAM000960	ENSCAFP00000002774
SINCAM000961	ENSCAFP00000002775
SINCAM000520	ENSCAFP00000002776
SINCAM001369	ENSCAFP00000002779
SINCAM000963	ENSCAFP00000002781
SINCAM005520	ENSCAFP00000002782
SINCAM000521	ENSCAFP00000002786
SINCAM000964	ENSCAFP00000002787
SINCAM002216	ENSCAFP00000002791
SINCAM003944	ENSCAFP00000002792
SINCAM000967	ENSCAFP00000002794
SINCAM001367	ENSCAFP00000002800
SINCAM920749	ENSCAFP00000002804
SINCAM002214	ENSCAFP00000002805
SINCAM000524	ENSCAFP00000002806
SINCAM001366	ENSCAFP00000002807
SINCAM003687	ENSCAFP00000002810
SINCAM000525	ENSCAFP00000002814
SINCAM001375	ENSCAFP00000002818
SINCAM922617	ENSCAFP00000002819
SINCAM005519	ENSCAFP00000002821
SINCAM921178	ENSCAFP00000002822
SINCAM003720	ENSCAFP00000002825
SINCAM000969	ENSCAFP00000002827
SINCAM005518	ENSCAFP00000002828
SINCAM922303	ENSCAFP00000002831
SINCAM005709	ENSCAFP00000002835
SINCAM003647	ENSCAFP00000002836
SINCAM001381	ENSCAFP00000002838
SINCAM001378	ENSCAFP00000002841
SINCAM002213	ENSCAFP00000002847
SINCAM003652	ENSCAFP00000002849
SINCAM920501	ENSCAFP00000002850
SINCAM002209	ENSCAFP00000002855
SINCAM000972	ENSCAFP00000002857
SINCAM002215	ENSCAFP00000002858
SINCAM005707	ENSCAFP00000002860
SINCAM920642	ENSCAFP00000002867
SINCAM920502	ENSCAFP00000002868
SINCAM001382	ENSCAFP00000002871
SINCAM000531	ENSCAFP00000002876
SINCAM001465	ENSCAFP00000002881
SINCAM000533	ENSCAFP00000002884
SINCAM000975	ENSCAFP00000002885
SINCAM004761	ENSCAFP00000002888
SINCAM004760	ENSCAFP00000002898
SINCAM002206	ENSCAFP00000002899
SINCAM000976	ENSCAFP00000002907
SINCAM002025	ENSCAFP00000002909
SINCAM004759	ENSCAFP00000002911
SINCAM002024	ENSCAFP00000002913
SINCAM003748	ENSCAFP00000002914
SINCAM000535	ENSCAFP00000002915
SINCAM000977	ENSCAFP00000002919
SINCAM003745	ENSCAFP00000002920
SINCAM015142	ENSCAFP00000002924
SINCAM015141	ENSCAFP00000002925
SINCAM003737	ENSCAFP00000002926
SINCAM920629	ENSCAFP00000002927
SINCAM003124	ENSCAFP00000002928
SINCAM000536	ENSCAFP00000002930
SINCAM920628	ENSCAFP00000002933
SINCAM000538	ENSCAFP00000002934
SINCAM004758	ENSCAFP00000002935
SINCAM003107	ENSCAFP00000002938
SINCAM000540	ENSCAFP00000002941
SINCAM920627	ENSCAFP00000002943
SINCAM922643	ENSCAFP00000002945
SINCAM003108	ENSCAFP00000002947
SINCAM010025	ENSCAFP00000002953
SINCAM000541	ENSCAFP00000002955
SINCAM002107	ENSCAFP00000002957
SINCAM921475	ENSCAFP00000002961
SINCAM003111	ENSCAFP00000002967
SINCAM003112	ENSCAFP00000002969
SINCAM004757	ENSCAFP00000002971
SINCAM000543	ENSCAFP00000002974
SINCAM003113	ENSCAFP00000002976
SINCAM002106	ENSCAFP00000002977
SINCAM004755	ENSCAFP00000002981
SINCAM003114	ENSCAFP00000002982
SINCAM012722	ENSCAFP00000002985
SINCAM001329	ENSCAFP00000002986
SINCAM000545	ENSCAFP00000002990
SINCAM000546	ENSCAFP00000002992
SINCAM003115	ENSCAFP00000002993
SINCAM003018	ENSCAFP00000002995
SINCAM920557	ENSCAFP00000003000
SINCAM002104	ENSCAFP00000003004
SINCAM000548	ENSCAFP00000003006
SINCAM002103	ENSCAFP00000003008
SINCAM000549	ENSCAFP00000003020
SINCAM001327	ENSCAFP00000003022
SINCAM005122	ENSCAFP00000003029
SINCAM001360	ENSCAFP00000003030
SINCAM920559	ENSCAFP00000003031
SINCAM001460	ENSCAFP00000003034
SINCAM003013	ENSCAFP00000003035
SINCAM000552	ENSCAFP00000003038
SINCAM004751	ENSCAFP00000003044
SINCAM000982	ENSCAFP00000003046
SINCAM005248	ENSCAFP00000003052
SINCAM005588	ENSCAFP00000003053
SINCAM004750	ENSCAFP00000003057
SINCAM003129	ENSCAFP00000003059
SINCAM000142	ENSCAFP00000003060
SINCAM000141	ENSCAFP00000003062
SINCAM000554	ENSCAFP00000003064
SINCAM012829	ENSCAFP00000003067
SINCAM000555	ENSCAFP00000003068
SINCAM003128	ENSCAFP00000003069
SINCAM000140	ENSCAFP00000003072
SINCAM000556	ENSCAFP00000003073
SINCAM002098	ENSCAFP00000003077
SINCAM004748	ENSCAFP00000003078
SINCAM921096	ENSCAFP00000003082
SINCAM004747	ENSCAFP00000003083
SINCAM003127	ENSCAFP00000003086
SINCAM004746	ENSCAFP00000003087
SINCAM003330	ENSCAFP00000003094
SINCAM002095	ENSCAFP00000003095
SINCAM012925	ENSCAFP00000003097
SINCAM000877	ENSCAFP00000003098
SINCAM004742	ENSCAFP00000003101
SINCAM000876	ENSCAFP00000003102
SINCAM004743	ENSCAFP00000003103
SINCAM000914	ENSCAFP00000003106
SINCAM002094	ENSCAFP00000003109
SINCAM003105	ENSCAFP00000003110
SINCAM004741	ENSCAFP00000003111
SINCAM002093	ENSCAFP00000003112
SINCAM000916	ENSCAFP00000003116
SINCAM000911	ENSCAFP00000003120
SINCAM004736	ENSCAFP00000003121
SINCAM011047	ENSCAFP00000003125
SINCAM004733	ENSCAFP00000003126
SINCAM003102	ENSCAFP00000003132
SINCAM004732	ENSCAFP00000003138
SINCAM003313	ENSCAFP00000003141
SINCAM002088	ENSCAFP00000003142
SINCAM004731	ENSCAFP00000003143
SINCAM003312	ENSCAFP00000003144
SINCAM000886	ENSCAFP00000003148
SINCAM900202	ENSCAFP00000003156
SINCAM920503	ENSCAFP00000003157
SINCAM900201	ENSCAFP00000003158
SINCAM920504	ENSCAFP00000003160
SINCAM922886	ENSCAFP00000003162
SINCAM900195	ENSCAFP00000003166
SINCAM900194	ENSCAFP00000003169
SINCAM003665	ENSCAFP00000003171
SINCAM001358	ENSCAFP00000003172
SINCAM002089	ENSCAFP00000003177
SINCAM900192	ENSCAFP00000003178
SINCAM000558	ENSCAFP00000003183
SINCAM002822	ENSCAFP00000003184
SINCAM001009	ENSCAFP00000003185
SINCAM002090	ENSCAFP00000003190
SINCAM004725	ENSCAFP00000003191
SINCAM002091	ENSCAFP00000003194
SINCAM000559	ENSCAFP00000003196
SINCAM002087	ENSCAFP00000003197
SINCAM004722	ENSCAFP00000003203
SINCAM001011	ENSCAFP00000003204
SINCAM920569	ENSCAFP00000003210
SINCAM002821	ENSCAFP00000003211
SINCAM004721	ENSCAFP00000003216
SINCAM000562	ENSCAFP00000003219
SINCAM016201	ENSCAFP00000003221
SINCAM922927	ENSCAFP00000003224
SINCAM002084	ENSCAFP00000003236
SINCAM000563	ENSCAFP00000003241
SINCAM011557	ENSCAFP00000003242
SINCAM001353	ENSCAFP00000003243
SINCAM002083	ENSCAFP00000003244
SINCAM016472	ENSCAFP00000003245
SINCAM009625	ENSCAFP00000003246
SINCAM009626	ENSCAFP00000003249
SINCAM001344	ENSCAFP00000003251
SINCAM004717	ENSCAFP00000003253
SINCAM920632	ENSCAFP00000003255
SINCAM000564	ENSCAFP00000003256
SINCAM001361	ENSCAFP00000003257
SINCAM002081	ENSCAFP00000003259
SINCAM004714	ENSCAFP00000003263
SINCAM000102	ENSCAFP00000003266
SINCAM002938	ENSCAFP00000003270
SINCAM001461	ENSCAFP00000003274
SINCAM009627	ENSCAFP00000003277
SINCAM000104	ENSCAFP00000003278
SINCAM002937	ENSCAFP00000003279
SINCAM002076	ENSCAFP00000003284
SINCAM002936	ENSCAFP00000003297
SINCAM004713	ENSCAFP00000003300
SINCAM009630	ENSCAFP00000003303
SINCAM002935	ENSCAFP00000003304
SINCAM013577	ENSCAFP00000003306
SINCAM009631	ENSCAFP00000003307
SINCAM002075	ENSCAFP00000003309
SINCAM004712	ENSCAFP00000003313
SINCAM001698	ENSCAFP00000003316
SINCAM009632	ENSCAFP00000003318
SINCAM013162	ENSCAFP00000003321
SINCAM009633	ENSCAFP00000003325
SINCAM002934	ENSCAFP00000003329
SINCAM010026	ENSCAFP00000003331
SINCAM004709	ENSCAFP00000003334
SINCAM009591	ENSCAFP00000003335
SINCAM921400	ENSCAFP00000003336
SINCAM922120	ENSCAFP00000003340
SINCAM002933	ENSCAFP00000003341
SINCAM922118	ENSCAFP00000003345
SINCAM002072	ENSCAFP00000003346
SINCAM002068	ENSCAFP00000003348
SINCAM009593	ENSCAFP00000003349
SINCAM000804	ENSCAFP00000003351
SINCAM002930	ENSCAFP00000003352
SINCAM009594	ENSCAFP00000003355
SINCAM002927	ENSCAFP00000003356
SINCAM920739	ENSCAFP00000003364
SINCAM000055	ENSCAFP00000003365
SINCAM004936	ENSCAFP00000003369
SINCAM000840	ENSCAFP00000003370
SINCAM002926	ENSCAFP00000003372
SINCAM009595	ENSCAFP00000003373
SINCAM002925	ENSCAFP00000003376
SINCAM004938	ENSCAFP00000003379
SINCAM920545	ENSCAFP00000003380
SINCAM000051	ENSCAFP00000003382
SINCAM009597	ENSCAFP00000003387
SINCAM002922	ENSCAFP00000003390
SINCAM921750	ENSCAFP00000003394
SINCAM001015	ENSCAFP00000003396
SINCAM002065	ENSCAFP00000003400
SINCAM002920	ENSCAFP00000003401
SINCAM004939	ENSCAFP00000003402
SINCAM014880	ENSCAFP00000003404
SINCAM018006	ENSCAFP00000003408
SINCAM014868	ENSCAFP00000003412
SINCAM011725	ENSCAFP00000003425
SINCAM004943	ENSCAFP00000003426
SINCAM007869	ENSCAFP00000003432
SINCAM000048	ENSCAFP00000003433
SINCAM922961	ENSCAFP00000003434
SINCAM004942	ENSCAFP00000003436
SINCAM000047	ENSCAFP00000003445
SINCAM000122	ENSCAFP00000003450
SINCAM000044	ENSCAFP00000003455
SINCAM000067	ENSCAFP00000003459
SINCAM007104	ENSCAFP00000003460
SINCAM000834	ENSCAFP00000003464
SINCAM922349	ENSCAFP00000003467
SINCAM000811	ENSCAFP00000003468
SINCAM000068	ENSCAFP00000003471
SINCAM014242	ENSCAFP00000003473
SINCAM000061	ENSCAFP00000003477
SINCAM002063	ENSCAFP00000003487
SINCAM007939	ENSCAFP00000003488
SINCAM014306	ENSCAFP00000003492
SINCAM002062	ENSCAFP00000003511
SINCAM920434	ENSCAFP00000003516
SINCAM002060	ENSCAFP00000003518
SINCAM002055	ENSCAFP00000003526
SINCAM002058	ENSCAFP00000003528
SINCAM002919	ENSCAFP00000003533
SINCAM014294	ENSCAFP00000003535
SINCAM002056	ENSCAFP00000003537
SINCAM003842	ENSCAFP00000003546
SINCAM920433	ENSCAFP00000003547
SINCAM002053	ENSCAFP00000003553
SINCAM000059	ENSCAFP00000003559
SINCAM000058	ENSCAFP00000003572
SINCAM002052	ENSCAFP00000003573
SINCAM002914	ENSCAFP00000003575
SINCAM920432	ENSCAFP00000003578
SINCAM002912	ENSCAFP00000003584
SINCAM001005	ENSCAFP00000003585
SINCAM001006	ENSCAFP00000003588
SINCAM003840	ENSCAFP00000003591
SINCAM000801	ENSCAFP00000003592
SINCAM015716	ENSCAFP00000003598
SINCAM002051	ENSCAFP00000003601
SINCAM000951	ENSCAFP00000003617
SINCAM000950	ENSCAFP00000003623
SINCAM002109	ENSCAFP00000003627
SINCAM002907	ENSCAFP00000003628
SINCAM001789	ENSCAFP00000003630
SINCAM002906	ENSCAFP00000003632
SINCAM921213	ENSCAFP00000003633
SINCAM002905	ENSCAFP00000003634
SINCAM002113	ENSCAFP00000003636
SINCAM015852	ENSCAFP00000003638
SINCAM003958	ENSCAFP00000003642
SINCAM014952	ENSCAFP00000003650
SINCAM013690	ENSCAFP00000003651
SINCAM014950	ENSCAFP00000003654
SINCAM003959	ENSCAFP00000003657
SINCAM014587	ENSCAFP00000003660
SINCAM014948	ENSCAFP00000003662
SINCAM013599	ENSCAFP00000003663
SINCAM014947	ENSCAFP00000003664
SINCAM013709	ENSCAFP00000003665
SINCAM013603	ENSCAFP00000003666
SINCAM002050	ENSCAFP00000003667
SINCAM003960	ENSCAFP00000003668
SINCAM002049	ENSCAFP00000003676
SINCAM001695	ENSCAFP00000003680
SINCAM009522	ENSCAFP00000003681
SINCAM003962	ENSCAFP00000003683
SINCAM001696	ENSCAFP00000003684
SINCAM002132	ENSCAFP00000003687
SINCAM002131	ENSCAFP00000003690
SINCAM922548	ENSCAFP00000003692
SINCAM003963	ENSCAFP00000003697
SINCAM921232	ENSCAFP00000003699
SINCAM002129	ENSCAFP00000003700
SINCAM002898	ENSCAFP00000003701
SINCAM922549	ENSCAFP00000003703
SINCAM003967	ENSCAFP00000003707
SINCAM921233	ENSCAFP00000003708
SINCAM002128	ENSCAFP00000003711
SINCAM003968	ENSCAFP00000003716
SINCAM922547	ENSCAFP00000003717
SINCAM002127	ENSCAFP00000003719
SINCAM013573	ENSCAFP00000003720
SINCAM003969	ENSCAFP00000003722
SINCAM012398	ENSCAFP00000003724
SINCAM013576	ENSCAFP00000003731
SINCAM013635	ENSCAFP00000003737
SINCAM009077	ENSCAFP00000003739
SINCAM002126	ENSCAFP00000003740
SINCAM015449	ENSCAFP00000003744
SINCAM009012	ENSCAFP00000003747
SINCAM002199	ENSCAFP00000003750
SINCAM002198	ENSCAFP00000003752
SINCAM007943	ENSCAFP00000003757
SINCAM000895	ENSCAFP00000003758
SINCAM008233	ENSCAFP00000003764
SINCAM002895	ENSCAFP00000003773
SINCAM014793	ENSCAFP00000003774
SINCAM922789	ENSCAFP00000003775
SINCAM008960	ENSCAFP00000003780
SINCAM008961	ENSCAFP00000003783
SINCAM002894	ENSCAFP00000003784
SINCAM921067	ENSCAFP00000003788
SINCAM015006	ENSCAFP00000003790
SINCAM014792	ENSCAFP00000003791
SINCAM014875	ENSCAFP00000003796
SINCAM002893	ENSCAFP00000003798
SINCAM014853	ENSCAFP00000003802
SINCAM002892	ENSCAFP00000003803
SINCAM000894	ENSCAFP00000003807
SINCAM921234	ENSCAFP00000003817
SINCAM003970	ENSCAFP00000003819
SINCAM014860	ENSCAFP00000003821
SINCAM003972	ENSCAFP00000003825
SINCAM003973	ENSCAFP00000003826
SINCAM921211	ENSCAFP00000003827
SINCAM003619	ENSCAFP00000003829
SINCAM003957	ENSCAFP00000003837
SINCAM003956	ENSCAFP00000003844
SINCAM002889	ENSCAFP00000003850
SINCAM003955	ENSCAFP00000003862
SINCAM003953	ENSCAFP00000003865
SINCAM921746	ENSCAFP00000003867
SINCAM921058	ENSCAFP00000003868
SINCAM003952	ENSCAFP00000003876
SINCAM005938	ENSCAFP00000003887
SINCAM000922	ENSCAFP00000003892
SINCAM002047	ENSCAFP00000003893
SINCAM921227	ENSCAFP00000003895
SINCAM003948	ENSCAFP00000003937
SINCAM003947	ENSCAFP00000003939
SINCAM003976	ENSCAFP00000003943
SINCAM014768	ENSCAFP00000003945
SINCAM002873	ENSCAFP00000003954
SINCAM003532	ENSCAFP00000003965
SINCAM003534	ENSCAFP00000003966
SINCAM003535	ENSCAFP00000003969
SINCAM921235	ENSCAFP00000003984
SINCAM003838	ENSCAFP00000003986
SINCAM003837	ENSCAFP00000003988
SINCAM015692	ENSCAFP00000003989
SINCAM006722	ENSCAFP00000003990
SINCAM921210	ENSCAFP00000004006
SINCAM002039	ENSCAFP00000004011
SINCAM003835	ENSCAFP00000004013
SINCAM002036	ENSCAFP00000004014
SINCAM002035	ENSCAFP00000004016
SINCAM012740	ENSCAFP00000004019
SINCAM003833	ENSCAFP00000004020
SINCAM002032	ENSCAFP00000004026
SINCAM003832	ENSCAFP00000004040
SINCAM920737	ENSCAFP00000004048
SINCAM003536	ENSCAFP00000004053
SINCAM012193	ENSCAFP00000004054
SINCAM000083	ENSCAFP00000004058
SINCAM920735	ENSCAFP00000004059
SINCAM921757	ENSCAFP00000004062
SINCAM920734	ENSCAFP00000004063
SINCAM000864	ENSCAFP00000004064
SINCAM000889	ENSCAFP00000004081
SINCAM003830	ENSCAFP00000004087
SINCAM920430	ENSCAFP00000004089
SINCAM003537	ENSCAFP00000004093
SINCAM001004	ENSCAFP00000004095
SINCAM013990	ENSCAFP00000004098
SINCAM001001	ENSCAFP00000004100
SINCAM000863	ENSCAFP00000004107
SINCAM003539	ENSCAFP00000004108
SINCAM920730	ENSCAFP00000004110
SINCAM000861	ENSCAFP00000004111
SINCAM920732	ENSCAFP00000004119
SINCAM012816	ENSCAFP00000004125
SINCAM003249	ENSCAFP00000004126
SINCAM000860	ENSCAFP00000004128
SINCAM000999	ENSCAFP00000004129
SINCAM920729	ENSCAFP00000004131
SINCAM920728	ENSCAFP00000004135
SINCAM003824	ENSCAFP00000004138
SINCAM000947	ENSCAFP00000004139
SINCAM003252	ENSCAFP00000004153
SINCAM003253	ENSCAFP00000004159
SINCAM009084	ENSCAFP00000004162
SINCAM002027	ENSCAFP00000004166
SINCAM003828	ENSCAFP00000004168
SINCAM004096	ENSCAFP00000004169
SINCAM000137	ENSCAFP00000004170
SINCAM010031	ENSCAFP00000004171
SINCAM001989	ENSCAFP00000004173
SINCAM009083	ENSCAFP00000004175
SINCAM009082	ENSCAFP00000004178
SINCAM000948	ENSCAFP00000004180
SINCAM003827	ENSCAFP00000004181
SINCAM002193	ENSCAFP00000004185
SINCAM006049	ENSCAFP00000004186
SINCAM000138	ENSCAFP00000004192
SINCAM010166	ENSCAFP00000004193
SINCAM002136	ENSCAFP00000004194
SINCAM922703	ENSCAFP00000004195
SINCAM002137	ENSCAFP00000004200
SINCAM003823	ENSCAFP00000004201
SINCAM003257	ENSCAFP00000004205
SINCAM922722	ENSCAFP00000004207
SINCAM003259	ENSCAFP00000004212
SINCAM002139	ENSCAFP00000004213
SINCAM014354	ENSCAFP00000004216
SINCAM920533	ENSCAFP00000004218
SINCAM001988	ENSCAFP00000004220
SINCAM920725	ENSCAFP00000004225
SINCAM001987	ENSCAFP00000004231
SINCAM015235	ENSCAFP00000004233
SINCAM003822	ENSCAFP00000004244
