ENSMGAP00000000006	SINCAM000417
ENSMGAP00000001238	SINCAM000195
ENSMGAP00000001240	SINCAM014972
ENSMGAP00000001241	SINCAM922001
ENSMGAP00000001243	SINCAM922088
ENSMGAP00000001244	SINCAM005669
ENSMGAP00000001245	SINCAM012849
ENSMGAP00000001246	SINCAM009354
ENSMGAP00000001247	SINCAM011669
ENSMGAP00000001248	SINCAM014316
ENSMGAP00000001249	SINCAM013758
ENSMGAP00000001251	SINCAM009444
ENSMGAP00000001252	SINCAM013530
ENSMGAP00000001253	SINCAM013808
ENSMGAP00000001255	SINCAM011668
ENSMGAP00000001256	SINCAM921766
ENSMGAP00000001257	SINCAM010578
ENSMGAP00000001258	SINCAM007875
ENSMGAP00000001259	SINCAM006985
ENSMGAP00000001261	SINCAM921765
ENSMGAP00000001262	SINCAM011782
ENSMGAP00000001263	SINCAM010770
ENSMGAP00000001264	SINCAM009445
ENSMGAP00000001265	SINCAM013521
ENSMGAP00000001268	SINCAM009893
ENSMGAP00000001269	SINCAM011667
ENSMGAP00000001270	SINCAM923123
ENSMGAP00000001271	SINCAM007724
ENSMGAP00000001272	SINCAM001694
ENSMGAP00000001276	SINCAM005736
ENSMGAP00000001278	SINCAM009935
ENSMGAP00000001281	SINCAM007872
ENSMGAP00000001282	SINCAM009714
ENSMGAP00000001283	SINCAM922247
ENSMGAP00000001284	SINCAM922112
ENSMGAP00000001285	SINCAM011540
ENSMGAP00000001286	SINCAM000395
ENSMGAP00000001289	SINCAM013522
ENSMGAP00000001291	SINCAM013231
ENSMGAP00000001294	SINCAM005207
ENSMGAP00000001300	SINCAM017722
ENSMGAP00000001301	SINCAM011219
ENSMGAP00000001303	SINCAM001188
ENSMGAP00000001304	SINCAM002981
ENSMGAP00000001307	SINCAM010679
ENSMGAP00000001308	SINCAM007870
ENSMGAP00000001312	SINCAM013569
ENSMGAP00000001319	SINCAM016268
ENSMGAP00000001320	SINCAM922270
ENSMGAP00000001321	SINCAM007725
ENSMGAP00000001322	SINCAM006458
ENSMGAP00000001323	SINCAM013230
ENSMGAP00000001324	SINCAM003816
ENSMGAP00000001330	SINCAM014167
ENSMGAP00000001331	SINCAM008905
ENSMGAP00000001332	SINCAM011768
ENSMGAP00000001333	SINCAM005601
ENSMGAP00000001334	SINCAM014342
ENSMGAP00000001336	SINCAM010175
ENSMGAP00000001339	SINCAM921839
ENSMGAP00000001340	SINCAM922271
ENSMGAP00000001342	SINCAM921207
ENSMGAP00000001343	SINCAM007867
ENSMGAP00000001344	SINCAM001794
ENSMGAP00000001345	SINCAM922089
ENSMGAP00000001346	SINCAM007866
ENSMGAP00000001348	SINCAM013806
ENSMGAP00000001349	SINCAM010174
ENSMGAP00000001350	SINCAM011674
ENSMGAP00000001351	SINCAM012933
ENSMGAP00000001352	SINCAM014247
ENSMGAP00000001353	SINCAM012852
ENSMGAP00000001354	SINCAM921840
ENSMGAP00000001355	SINCAM007864
ENSMGAP00000001356	SINCAM013523
ENSMGAP00000001359	SINCAM017408
ENSMGAP00000001361	SINCAM013897
ENSMGAP00000001362	SINCAM012250
ENSMGAP00000001365	SINCAM003817
ENSMGAP00000001366	SINCAM009461
ENSMGAP00000001367	SINCAM004476
ENSMGAP00000001368	SINCAM012934
ENSMGAP00000001369	SINCAM922613
ENSMGAP00000001370	SINCAM010800
ENSMGAP00000001371	SINCAM010680
ENSMGAP00000001372	SINCAM003103
ENSMGAP00000001373	SINCAM007878
ENSMGAP00000001374	SINCAM006545
ENSMGAP00000001375	SINCAM009776
ENSMGAP00000001378	SINCAM009462
ENSMGAP00000001380	SINCAM007876
ENSMGAP00000001384	SINCAM009464
ENSMGAP00000001385	SINCAM013898
ENSMGAP00000001386	SINCAM900195
ENSMGAP00000001387	SINCAM000196
ENSMGAP00000001388	SINCAM009777
ENSMGAP00000001389	SINCAM001796
ENSMGAP00000001390	SINCAM922614
ENSMGAP00000001391	SINCAM010681
ENSMGAP00000001393	SINCAM013801
ENSMGAP00000001395	SINCAM007726
ENSMGAP00000001399	SINCAM001798
ENSMGAP00000001400	SINCAM921604
ENSMGAP00000001401	SINCAM009369
ENSMGAP00000001405	SINCAM921842
ENSMGAP00000001408	SINCAM922568
ENSMGAP00000001409	SINCAM000197
ENSMGAP00000001410	SINCAM013197
ENSMGAP00000001415	SINCAM002115
ENSMGAP00000001418	SINCAM012864
ENSMGAP00000001419	SINCAM014382
ENSMGAP00000001420	SINCAM003818
ENSMGAP00000001426	SINCAM014256
ENSMGAP00000001432	SINCAM011793
ENSMGAP00000001434	SINCAM013899
ENSMGAP00000001435	SINCAM007610
ENSMGAP00000001439	SINCAM014381
ENSMGAP00000001442	SINCAM001206
ENSMGAP00000001444	SINCAM009454
ENSMGAP00000001445	SINCAM009778
ENSMGAP00000001448	SINCAM922477
ENSMGAP00000001449	SINCAM001802
ENSMGAP00000001450	SINCAM922728
ENSMGAP00000001451	SINCAM014163
ENSMGAP00000001453	SINCAM012862
ENSMGAP00000001454	SINCAM011032
ENSMGAP00000001455	SINCAM001874
ENSMGAP00000001456	SINCAM921706
ENSMGAP00000001458	SINCAM003820
ENSMGAP00000001459	SINCAM013889
ENSMGAP00000001460	SINCAM010790
ENSMGAP00000001461	SINCAM001367
ENSMGAP00000001463	SINCAM922386
ENSMGAP00000001464	SINCAM010682
ENSMGAP00000001465	SINCAM007609
ENSMGAP00000001467	SINCAM005215
ENSMGAP00000001469	SINCAM014030
ENSMGAP00000001470	SINCAM006499
ENSMGAP00000001471	SINCAM014178
ENSMGAP00000001474	SINCAM007603
ENSMGAP00000001475	SINCAM922385
ENSMGAP00000001476	SINCAM922455
ENSMGAP00000001477	SINCAM013916
ENSMGAP00000001478	SINCAM014281
ENSMGAP00000001480	SINCAM001207
ENSMGAP00000001481	SINCAM921445
ENSMGAP00000001484	SINCAM014527
ENSMGAP00000001486	SINCAM010791
ENSMGAP00000001488	SINCAM007739
ENSMGAP00000001490	SINCAM013800
ENSMGAP00000001491	SINCAM012423
ENSMGAP00000001493	SINCAM008855
ENSMGAP00000001495	SINCAM011675
ENSMGAP00000001496	SINCAM900166
ENSMGAP00000001498	SINCAM005125
ENSMGAP00000001499	SINCAM008856
ENSMGAP00000001501	SINCAM005589
ENSMGAP00000001502	SINCAM017958
ENSMGAP00000001505	SINCAM010586
ENSMGAP00000001507	SINCAM013934
ENSMGAP00000001511	SINCAM010224
ENSMGAP00000001513	SINCAM000688
ENSMGAP00000001514	SINCAM013528
ENSMGAP00000001517	SINCAM002712
ENSMGAP00000001518	SINCAM013675
ENSMGAP00000001521	SINCAM011679
ENSMGAP00000001522	SINCAM014283
ENSMGAP00000001524	SINCAM001245
ENSMGAP00000001526	SINCAM012249
ENSMGAP00000001527	SINCAM921734
ENSMGAP00000001528	SINCAM922283
ENSMGAP00000001531	SINCAM003821
ENSMGAP00000001532	SINCAM007379
ENSMGAP00000001534	SINCAM010161
ENSMGAP00000001535	SINCAM012878
ENSMGAP00000001536	SINCAM013526
ENSMGAP00000001538	SINCAM012253
ENSMGAP00000001540	SINCAM008853
ENSMGAP00000001541	SINCAM921843
ENSMGAP00000001542	SINCAM920849
ENSMGAP00000001544	SINCAM922456
ENSMGAP00000001545	SINCAM004912
ENSMGAP00000001546	SINCAM008908
ENSMGAP00000001548	SINCAM001376
ENSMGAP00000001549	SINCAM012875
ENSMGAP00000001550	SINCAM001804
ENSMGAP00000001551	SINCAM001221
ENSMGAP00000001553	SINCAM008909
ENSMGAP00000001555	SINCAM008846
ENSMGAP00000001556	SINCAM012248
ENSMGAP00000001557	SINCAM013196
ENSMGAP00000001558	SINCAM921444
ENSMGAP00000001561	SINCAM013393
ENSMGAP00000001563	SINCAM001695
ENSMGAP00000001564	SINCAM921056
ENSMGAP00000001565	SINCAM011777
ENSMGAP00000001568	SINCAM922250
ENSMGAP00000001569	SINCAM008851
ENSMGAP00000001571	SINCAM922220
ENSMGAP00000001572	SINCAM011827
ENSMGAP00000001575	SINCAM008910
ENSMGAP00000001576	SINCAM010947
ENSMGAP00000001577	SINCAM013395
ENSMGAP00000001579	SINCAM003822
ENSMGAP00000001580	SINCAM922389
ENSMGAP00000001581	SINCAM012329
ENSMGAP00000001585	SINCAM001696
ENSMGAP00000001587	SINCAM001324
ENSMGAP00000001588	SINCAM014353
ENSMGAP00000001590	SINCAM013937
ENSMGAP00000001592	SINCAM011218
ENSMGAP00000001595	SINCAM012392
ENSMGAP00000001598	SINCAM010290
ENSMGAP00000001599	SINCAM013235
ENSMGAP00000001602	SINCAM001525
ENSMGAP00000001603	SINCAM010156
ENSMGAP00000001604	SINCAM012273
ENSMGAP00000001605	SINCAM007776
ENSMGAP00000001607	SINCAM008845
ENSMGAP00000001609	SINCAM010158
ENSMGAP00000001610	SINCAM005130
ENSMGAP00000001612	SINCAM012874
ENSMGAP00000001615	SINCAM007861
ENSMGAP00000001617	SINCAM010795
ENSMGAP00000001618	SINCAM008911
ENSMGAP00000001619	SINCAM014598
ENSMGAP00000001621	SINCAM012379
ENSMGAP00000001623	SINCAM013404
ENSMGAP00000001625	SINCAM010724
ENSMGAP00000001626	SINCAM009452
ENSMGAP00000001627	SINCAM005602
ENSMGAP00000001628	SINCAM001189
ENSMGAP00000001629	SINCAM009718
ENSMGAP00000001630	SINCAM007778
ENSMGAP00000001631	SINCAM008912
ENSMGAP00000001633	SINCAM003823
ENSMGAP00000001634	SINCAM009451
ENSMGAP00000001636	SINCAM013238
ENSMGAP00000001637	SINCAM922252
ENSMGAP00000001639	SINCAM010685
ENSMGAP00000001640	SINCAM000200
ENSMGAP00000001641	SINCAM013822
ENSMGAP00000001644	SINCAM007850
ENSMGAP00000001645	SINCAM920882
ENSMGAP00000001646	SINCAM007860
ENSMGAP00000001648	SINCAM008993
ENSMGAP00000001649	SINCAM012378
ENSMGAP00000001650	SINCAM003124
ENSMGAP00000001652	SINCAM001698
ENSMGAP00000001653	SINCAM006466
ENSMGAP00000001654	SINCAM001856
ENSMGAP00000001655	SINCAM921885
ENSMGAP00000001656	SINCAM005143
ENSMGAP00000001657	SINCAM008551
ENSMGAP00000001658	SINCAM000201
ENSMGAP00000001659	SINCAM013239
ENSMGAP00000001661	SINCAM016175
ENSMGAP00000001662	SINCAM013405
ENSMGAP00000001664	SINCAM004550
ENSMGAP00000001665	SINCAM013461
ENSMGAP00000001666	SINCAM001853
ENSMGAP00000001667	SINCAM007033
ENSMGAP00000001668	SINCAM009450
ENSMGAP00000001669	SINCAM000202
ENSMGAP00000001670	SINCAM011816
ENSMGAP00000001671	SINCAM010584
ENSMGAP00000001672	SINCAM010722
ENSMGAP00000001674	SINCAM000203
ENSMGAP00000001675	SINCAM001852
ENSMGAP00000001676	SINCAM921827
ENSMGAP00000001677	SINCAM013821
ENSMGAP00000001684	SINCAM007035
ENSMGAP00000001685	SINCAM922418
ENSMGAP00000001686	SINCAM002276
ENSMGAP00000001688	SINCAM010797
ENSMGAP00000001689	SINCAM002783
ENSMGAP00000001690	SINCAM006565
ENSMGAP00000001691	SINCAM922052
ENSMGAP00000001692	SINCAM000204
ENSMGAP00000001693	SINCAM010672
ENSMGAP00000001694	SINCAM011783
ENSMGAP00000001695	SINCAM011217
ENSMGAP00000001698	SINCAM007036
ENSMGAP00000001699	SINCAM010796
ENSMGAP00000001700	SINCAM007037
ENSMGAP00000001701	SINCAM011132
ENSMGAP00000001704	SINCAM012873
ENSMGAP00000001707	SINCAM013240
ENSMGAP00000001708	SINCAM013471
ENSMGAP00000001711	SINCAM000177
ENSMGAP00000001713	SINCAM013820
ENSMGAP00000001714	SINCAM002354
ENSMGAP00000001715	SINCAM014027
ENSMGAP00000001717	SINCAM002353
ENSMGAP00000001718	SINCAM013241
ENSMGAP00000001719	SINCAM007842
ENSMGAP00000001720	SINCAM013938
ENSMGAP00000001721	SINCAM921443
ENSMGAP00000001722	SINCAM012377
ENSMGAP00000001725	SINCAM922253
ENSMGAP00000001726	SINCAM013819
ENSMGAP00000001727	SINCAM007839
ENSMGAP00000001728	SINCAM011216
ENSMGAP00000001734	SINCAM010992
ENSMGAP00000001736	SINCAM013244
ENSMGAP00000001737	SINCAM006564
ENSMGAP00000001738	SINCAM010991
ENSMGAP00000001739	SINCAM013818
ENSMGAP00000001740	SINCAM014296
ENSMGAP00000001742	SINCAM007038
ENSMGAP00000001746	SINCAM014193
ENSMGAP00000001747	SINCAM012271
ENSMGAP00000001749	SINCAM002351
ENSMGAP00000001750	SINCAM011784
ENSMGAP00000001751	SINCAM014297
ENSMGAP00000001752	SINCAM013450
ENSMGAP00000001754	SINCAM008548
ENSMGAP00000001755	SINCAM922171
ENSMGAP00000001756	SINCAM922531
ENSMGAP00000001759	SINCAM014298
ENSMGAP00000001760	SINCAM009955
ENSMGAP00000001761	SINCAM014026
ENSMGAP00000001763	SINCAM900287
ENSMGAP00000001764	SINCAM921567
ENSMGAP00000001765	SINCAM011046
ENSMGAP00000001767	SINCAM011785
ENSMGAP00000001769	SINCAM011129
ENSMGAP00000001770	SINCAM007606
ENSMGAP00000001771	SINCAM016253
ENSMGAP00000001772	SINCAM001929
ENSMGAP00000001773	SINCAM922081
ENSMGAP00000001774	SINCAM922172
ENSMGAP00000001776	SINCAM000174
ENSMGAP00000001778	SINCAM011865
ENSMGAP00000001779	SINCAM014245
ENSMGAP00000001780	SINCAM016127
ENSMGAP00000001781	SINCAM011684
ENSMGAP00000001783	SINCAM000140
ENSMGAP00000001784	SINCAM008547
ENSMGAP00000001786	SINCAM002350
ENSMGAP00000001787	SINCAM013243
ENSMGAP00000001788	SINCAM922821
ENSMGAP00000001789	SINCAM010580
ENSMGAP00000001793	SINCAM922478
ENSMGAP00000001794	SINCAM006459
ENSMGAP00000001795	SINCAM003824
ENSMGAP00000001796	SINCAM009576
ENSMGAP00000001799	SINCAM010137
ENSMGAP00000001801	SINCAM011689
ENSMGAP00000001807	SINCAM009305
ENSMGAP00000001808	SINCAM006484
ENSMGAP00000001813	SINCAM001276
ENSMGAP00000001817	SINCAM013228
ENSMGAP00000001819	SINCAM006021
ENSMGAP00000001823	SINCAM013472
ENSMGAP00000001824	SINCAM003827
ENSMGAP00000001825	SINCAM007605
ENSMGAP00000001826	SINCAM012098
ENSMGAP00000001828	SINCAM014273
ENSMGAP00000001829	SINCAM014407
ENSMGAP00000001831	SINCAM013813
ENSMGAP00000001832	SINCAM001524
ENSMGAP00000001833	SINCAM922080
ENSMGAP00000001834	SINCAM012097
ENSMGAP00000001835	SINCAM922143
ENSMGAP00000001836	SINCAM002349
ENSMGAP00000001837	SINCAM006836
ENSMGAP00000001841	SINCAM014275
ENSMGAP00000001842	SINCAM009466
ENSMGAP00000001843	SINCAM922700
ENSMGAP00000001844	SINCAM011687
ENSMGAP00000001845	SINCAM005131
ENSMGAP00000001846	SINCAM922144
ENSMGAP00000001848	SINCAM007604
ENSMGAP00000001849	SINCAM920564
ENSMGAP00000001850	SINCAM014024
ENSMGAP00000001851	SINCAM007552
ENSMGAP00000001853	SINCAM922745
ENSMGAP00000001854	SINCAM007750
ENSMGAP00000001856	SINCAM922406
ENSMGAP00000001860	SINCAM922646
ENSMGAP00000001861	SINCAM923014
ENSMGAP00000001863	SINCAM010192
ENSMGAP00000001864	SINCAM921722
ENSMGAP00000001869	SINCAM013695
ENSMGAP00000001872	SINCAM011690
ENSMGAP00000001876	SINCAM005761
ENSMGAP00000001877	SINCAM922806
ENSMGAP00000001880	SINCAM923013
ENSMGAP00000001883	SINCAM011039
ENSMGAP00000001884	SINCAM007042
ENSMGAP00000001888	SINCAM013044
ENSMGAP00000001889	SINCAM922744
ENSMGAP00000001893	SINCAM013476
ENSMGAP00000001894	SINCAM008385
ENSMGAP00000001895	SINCAM006496
ENSMGAP00000001896	SINCAM001833
ENSMGAP00000001898	SINCAM005132
ENSMGAP00000001901	SINCAM920691
ENSMGAP00000001902	SINCAM014022
ENSMGAP00000001904	SINCAM001523
ENSMGAP00000001909	SINCAM008560
ENSMGAP00000001910	SINCAM007753
ENSMGAP00000001911	SINCAM922561
ENSMGAP00000001912	SINCAM003829
ENSMGAP00000001913	SINCAM012092
ENSMGAP00000001914	SINCAM004111
ENSMGAP00000001917	SINCAM920697
ENSMGAP00000001919	SINCAM013337
ENSMGAP00000001920	SINCAM922492
ENSMGAP00000001922	SINCAM010193
ENSMGAP00000001925	SINCAM922701
ENSMGAP00000001927	SINCAM005171
ENSMGAP00000001929	SINCAM001521
ENSMGAP00000001933	SINCAM006987
ENSMGAP00000001935	SINCAM921854
ENSMGAP00000001937	SINCAM014019
ENSMGAP00000001940	SINCAM007570
ENSMGAP00000001944	SINCAM003830
ENSMGAP00000001948	SINCAM009391
ENSMGAP00000001952	SINCAM922702
ENSMGAP00000001953	SINCAM010065
ENSMGAP00000001954	SINCAM006740
ENSMGAP00000001955	SINCAM013218
ENSMGAP00000001959	SINCAM010660
ENSMGAP00000001961	SINCAM922633
ENSMGAP00000001962	SINCAM008990
ENSMGAP00000001963	SINCAM009392
ENSMGAP00000001964	SINCAM017653
ENSMGAP00000001967	SINCAM006982
ENSMGAP00000001969	SINCAM922740
ENSMGAP00000001974	SINCAM001518
ENSMGAP00000001975	SINCAM013479
ENSMGAP00000001976	SINCAM006981
ENSMGAP00000001982	SINCAM011696
ENSMGAP00000001985	SINCAM000966
ENSMGAP00000001986	SINCAM012375
ENSMGAP00000001988	SINCAM001517
ENSMGAP00000001989	SINCAM008387
ENSMGAP00000001990	SINCAM005173
ENSMGAP00000001991	SINCAM922390
ENSMGAP00000001996	SINCAM011697
ENSMGAP00000002001	SINCAM013409
ENSMGAP00000002002	SINCAM008989
ENSMGAP00000002003	SINCAM012374
ENSMGAP00000002004	SINCAM921830
ENSMGAP00000002005	SINCAM012373
ENSMGAP00000002006	SINCAM004658
ENSMGAP00000002007	SINCAM010194
ENSMGAP00000002009	SINCAM011037
ENSMGAP00000002010	SINCAM012653
ENSMGAP00000002012	SINCAM014007
ENSMGAP00000002013	SINCAM011789
ENSMGAP00000002014	SINCAM001381
ENSMGAP00000002020	SINCAM010599
ENSMGAP00000002021	SINCAM013410
ENSMGAP00000002023	SINCAM006980
ENSMGAP00000002024	SINCAM000169
ENSMGAP00000002025	SINCAM006243
ENSMGAP00000002027	SINCAM007573
ENSMGAP00000002029	SINCAM013411
ENSMGAP00000002030	SINCAM920692
ENSMGAP00000002031	SINCAM005630
ENSMGAP00000002035	SINCAM006238
ENSMGAP00000002036	SINCAM000652
ENSMGAP00000002037	SINCAM006979
ENSMGAP00000002038	SINCAM008832
ENSMGAP00000002039	SINCAM008987
ENSMGAP00000002043	SINCAM009765
ENSMGAP00000002044	SINCAM012652
ENSMGAP00000002045	SINCAM002970
ENSMGAP00000002047	SINCAM014465
ENSMGAP00000002050	SINCAM005629
ENSMGAP00000002053	SINCAM017782
ENSMGAP00000002054	SINCAM001382
ENSMGAP00000002055	SINCAM001836
ENSMGAP00000002056	SINCAM005162
ENSMGAP00000002057	SINCAM009767
ENSMGAP00000002060	SINCAM003832
ENSMGAP00000002061	SINCAM012266
ENSMGAP00000002062	SINCAM001465
ENSMGAP00000002063	SINCAM003834
ENSMGAP00000002065	SINCAM009565
ENSMGAP00000002066	SINCAM921728
ENSMGAP00000002067	SINCAM922485
ENSMGAP00000002069	SINCAM011764
ENSMGAP00000002071	SINCAM013464
ENSMGAP00000002074	SINCAM000645
ENSMGAP00000002078	SINCAM000646
ENSMGAP00000002081	SINCAM014445
ENSMGAP00000002082	SINCAM007572
ENSMGAP00000002083	SINCAM922527
ENSMGAP00000002084	SINCAM008586
ENSMGAP00000002085	SINCAM016691
ENSMGAP00000002089	SINCAM008585
ENSMGAP00000002090	SINCAM000647
ENSMGAP00000002092	SINCAM001013
ENSMGAP00000002093	SINCAM921572
ENSMGAP00000002094	SINCAM005164
ENSMGAP00000002095	SINCAM006237
ENSMGAP00000002096	SINCAM922528
ENSMGAP00000002098	SINCAM000037
ENSMGAP00000002099	SINCAM921679
ENSMGAP00000002101	SINCAM922484
ENSMGAP00000002102	SINCAM000618
ENSMGAP00000002104	SINCAM006503
ENSMGAP00000002105	SINCAM001839
ENSMGAP00000002107	SINCAM011145
ENSMGAP00000002109	SINCAM001511
ENSMGAP00000002110	SINCAM010839
ENSMGAP00000002111	SINCAM011558
ENSMGAP00000002112	SINCAM013327
ENSMGAP00000002115	SINCAM013699
ENSMGAP00000002119	SINCAM013314
ENSMGAP00000002120	SINCAM006464
ENSMGAP00000002121	SINCAM006258
ENSMGAP00000002122	SINCAM011510
ENSMGAP00000002124	SINCAM001513
ENSMGAP00000002125	SINCAM013317
ENSMGAP00000002130	SINCAM008985
ENSMGAP00000002133	SINCAM014499
ENSMGAP00000002134	SINCAM010837
ENSMGAP00000002135	SINCAM008584
ENSMGAP00000002136	SINCAM922524
ENSMGAP00000002137	SINCAM011509
ENSMGAP00000002139	SINCAM009393
ENSMGAP00000002141	SINCAM000648
ENSMGAP00000002142	SINCAM005156
ENSMGAP00000002149	SINCAM010664
ENSMGAP00000002150	SINCAM006240
ENSMGAP00000002152	SINCAM013013
ENSMGAP00000002157	SINCAM920629
ENSMGAP00000002159	SINCAM005182
ENSMGAP00000002162	SINCAM009041
ENSMGAP00000002163	SINCAM013310
ENSMGAP00000002164	SINCAM012231
ENSMGAP00000002165	SINCAM009394
ENSMGAP00000002168	SINCAM010838
ENSMGAP00000002169	SINCAM011826
ENSMGAP00000002171	SINCAM012230
ENSMGAP00000002172	SINCAM010294
ENSMGAP00000002174	SINCAM003835
ENSMGAP00000002177	SINCAM011488
ENSMGAP00000002179	SINCAM005183
ENSMGAP00000002180	SINCAM921987
ENSMGAP00000002181	SINCAM009433
ENSMGAP00000002183	SINCAM015259
ENSMGAP00000002186	SINCAM001840
ENSMGAP00000002187	SINCAM010655
ENSMGAP00000002189	SINCAM013930
ENSMGAP00000002193	SINCAM922758
ENSMGAP00000002195	SINCAM000075
ENSMGAP00000002197	SINCAM920655
ENSMGAP00000002198	SINCAM011489
ENSMGAP00000002200	SINCAM013702
ENSMGAP00000002204	SINCAM007097
ENSMGAP00000002206	SINCAM001067
ENSMGAP00000002208	SINCAM005012
ENSMGAP00000002209	SINCAM006481
ENSMGAP00000002210	SINCAM011815
ENSMGAP00000002211	SINCAM900159
ENSMGAP00000002213	SINCAM010841
ENSMGAP00000002214	SINCAM007574
ENSMGAP00000002216	SINCAM921786
ENSMGAP00000002217	SINCAM006463
ENSMGAP00000002219	SINCAM006260
ENSMGAP00000002220	SINCAM007575
ENSMGAP00000002222	SINCAM014005
ENSMGAP00000002224	SINCAM900240
ENSMGAP00000002226	SINCAM013703
ENSMGAP00000002227	SINCAM001841
ENSMGAP00000002229	SINCAM006259
ENSMGAP00000002230	SINCAM013222
ENSMGAP00000002231	SINCAM009926
ENSMGAP00000002233	SINCAM008865
ENSMGAP00000002234	SINCAM002408
ENSMGAP00000002235	SINCAM001355
ENSMGAP00000002236	SINCAM006569
ENSMGAP00000002237	SINCAM011148
ENSMGAP00000002238	SINCAM012359
ENSMGAP00000002239	SINCAM013543
ENSMGAP00000002240	SINCAM008583
ENSMGAP00000002242	SINCAM010729
ENSMGAP00000002245	SINCAM000747
ENSMGAP00000002247	SINCAM011149
ENSMGAP00000002250	SINCAM003077
ENSMGAP00000002251	SINCAM921896
ENSMGAP00000002252	SINCAM920854
ENSMGAP00000002253	SINCAM010843
ENSMGAP00000002254	SINCAM013254
ENSMGAP00000002255	SINCAM006568
ENSMGAP00000002256	SINCAM921210
ENSMGAP00000002257	SINCAM001842
ENSMGAP00000002259	SINCAM004240
ENSMGAP00000002262	SINCAM001843
ENSMGAP00000002264	SINCAM003837
ENSMGAP00000002265	SINCAM007300
ENSMGAP00000002266	SINCAM011151
ENSMGAP00000002267	SINCAM012122
ENSMGAP00000002269	SINCAM007576
ENSMGAP00000002271	SINCAM012768
ENSMGAP00000002272	SINCAM011152
ENSMGAP00000002273	SINCAM001483
ENSMGAP00000002277	SINCAM013955
ENSMGAP00000002278	SINCAM012125
ENSMGAP00000002280	SINCAM000650
ENSMGAP00000002282	SINCAM006141
ENSMGAP00000002285	SINCAM921586
ENSMGAP00000002287	SINCAM001845
ENSMGAP00000002289	SINCAM001484
ENSMGAP00000002290	SINCAM011513
ENSMGAP00000002291	SINCAM007095
ENSMGAP00000002293	SINCAM013704
ENSMGAP00000002295	SINCAM011156
ENSMGAP00000002297	SINCAM012314
ENSMGAP00000002303	SINCAM013764
ENSMGAP00000002304	SINCAM001184
ENSMGAP00000002305	SINCAM009930
ENSMGAP00000002306	SINCAM012124
ENSMGAP00000002307	SINCAM001015
ENSMGAP00000002308	SINCAM010573
ENSMGAP00000002309	SINCAM003838
ENSMGAP00000002310	SINCAM004078
ENSMGAP00000002311	SINCAM011158
ENSMGAP00000002312	SINCAM009035
ENSMGAP00000002313	SINCAM009754
ENSMGAP00000002314	SINCAM010845
ENSMGAP00000002315	SINCAM013332
ENSMGAP00000002318	SINCAM007092
ENSMGAP00000002319	SINCAM007756
ENSMGAP00000002322	SINCAM013972
ENSMGAP00000002323	SINCAM011159
ENSMGAP00000002324	SINCAM922887
ENSMGAP00000002325	SINCAM921704
ENSMGAP00000002326	SINCAM007577
ENSMGAP00000002327	SINCAM922085
ENSMGAP00000002328	SINCAM001485
ENSMGAP00000002329	SINCAM012865
ENSMGAP00000002331	SINCAM000289
ENSMGAP00000002332	SINCAM920855
ENSMGAP00000002333	SINCAM017195
ENSMGAP00000002334	SINCAM011536
ENSMGAP00000002335	SINCAM012282
ENSMGAP00000002340	SINCAM006140
ENSMGAP00000002341	SINCAM013761
ENSMGAP00000002344	SINCAM922807
ENSMGAP00000002345	SINCAM013760
ENSMGAP00000002346	SINCAM010571
ENSMGAP00000002348	SINCAM006256
ENSMGAP00000002349	SINCAM921470
ENSMGAP00000002351	SINCAM001401
ENSMGAP00000002352	SINCAM006257
ENSMGAP00000002353	SINCAM005157
ENSMGAP00000002354	SINCAM922030
ENSMGAP00000002356	SINCAM008581
ENSMGAP00000002357	SINCAM922697
ENSMGAP00000002358	SINCAM009931
ENSMGAP00000002359	SINCAM011437
ENSMGAP00000002360	SINCAM012767
ENSMGAP00000002361	SINCAM011408
ENSMGAP00000002363	SINCAM006951
ENSMGAP00000002364	SINCAM012281
ENSMGAP00000002365	SINCAM011407
ENSMGAP00000002368	SINCAM013759
ENSMGAP00000002369	SINCAM010570
ENSMGAP00000002371	SINCAM920856
ENSMGAP00000002372	SINCAM001846
ENSMGAP00000002373	SINCAM009932
ENSMGAP00000002374	SINCAM003016
ENSMGAP00000002378	SINCAM011498
ENSMGAP00000002379	SINCAM012123
ENSMGAP00000002380	SINCAM013329
ENSMGAP00000002381	SINCAM921798
ENSMGAP00000002383	SINCAM013757
ENSMGAP00000002384	SINCAM007122
ENSMGAP00000002385	SINCAM010590
ENSMGAP00000002388	SINCAM001359
ENSMGAP00000002391	SINCAM000290
ENSMGAP00000002393	SINCAM005170
ENSMGAP00000002394	SINCAM922501
ENSMGAP00000002397	SINCAM013753
ENSMGAP00000002398	SINCAM007121
ENSMGAP00000002399	SINCAM011406
ENSMGAP00000002400	SINCAM922093
ENSMGAP00000002403	SINCAM001662
ENSMGAP00000002404	SINCAM000291
ENSMGAP00000002405	SINCAM001327
ENSMGAP00000002406	SINCAM011495
ENSMGAP00000002409	SINCAM005559
ENSMGAP00000002410	SINCAM008580
ENSMGAP00000002412	SINCAM005296
ENSMGAP00000002413	SINCAM922296
ENSMGAP00000002415	SINCAM922521
ENSMGAP00000002416	SINCAM012121
ENSMGAP00000002419	SINCAM013223
ENSMGAP00000002420	SINCAM010568
ENSMGAP00000002421	SINCAM005783
ENSMGAP00000002422	SINCAM009037
ENSMGAP00000002423	SINCAM013706
ENSMGAP00000002424	SINCAM003385
