fgenesh2_pg.scaffold_351000043	ENSLOCP00000006075
fgenesh2_pg.scaffold_568000011	ENSLOCP00000007314
fgenesh2_pg.scaffold_569000009	ENSLOCP00000014711
fgenesh2_pg.scaffold_569000009	ENSLOCP00000007815
fgenesh2_pg.scaffold_569000013	ENSLOCP00000001043
fgenesh2_pg.scaffold_569000013	ENSLOCP00000011300
fgenesh2_pg.scaffold_569000028	ENSLOCP00000014565
fgenesh2_pg.scaffold_571000001	ENSLOCP00000015253
fgenesh2_pg.scaffold_571000012	ENSLOCP00000007845
fgenesh2_pg.scaffold_572000011	ENSLOCP00000007257
fgenesh2_pg.scaffold_573000008	ENSLOCP00000002540
fgenesh2_pg.scaffold_574000008	ENSLOCP00000013569
fgenesh2_pg.scaffold_575000007	ENSLOCP00000008687
fgenesh2_pg.scaffold_575000009	ENSLOCP00000009813
fgenesh2_pg.scaffold_575000015	ENSLOCP00000008245
fgenesh2_pg.scaffold_575000019	ENSLOCP00000022481
fgenesh2_pg.scaffold_576000025	ENSLOCP00000020591
fgenesh2_pg.scaffold_577000023	ENSLOCP00000001173
fgenesh2_pg.scaffold_578000013	ENSLOCP00000017863
fgenesh2_pg.scaffold_579000006	ENSLOCP00000022131
fgenesh2_pg.scaffold_579000007	ENSLOCP00000019216
fgenesh2_pg.scaffold_579000014	ENSLOCP00000006587
fgenesh2_pg.scaffold_579000023	ENSLOCP00000020139
fgenesh2_pg.scaffold_579000025	ENSLOCP00000001466
fgenesh2_pg.scaffold_579000026	ENSLOCP00000001679
fgenesh2_pg.scaffold_580000013	ENSLOCP00000014890
fgenesh2_pg.scaffold_582000016	ENSLOCP00000008049
fgenesh2_pg.scaffold_583000018	ENSLOCP00000016634
fgenesh2_pg.scaffold_584000026	ENSLOCP00000009746
fgenesh2_pg.scaffold_586000009	ENSLOCP00000017872
fgenesh2_pg.scaffold_586000023	ENSLOCP00000003308
fgenesh2_pg.scaffold_588000009	ENSLOCP00000011505
fgenesh2_pg.scaffold_588000016	ENSLOCP00000017962
fgenesh2_pg.scaffold_589000006	ENSLOCP00000004601
fgenesh2_pg.scaffold_591000004	ENSLOCP00000010126
fgenesh2_pg.scaffold_592000013	ENSLOCP00000015949
fgenesh2_pg.scaffold_593000012	ENSLOCP00000015953
fgenesh2_pg.scaffold_594000013	ENSLOCP00000009890
fgenesh2_pg.scaffold_594000018	ENSLOCP00000018661
fgenesh2_pg.scaffold_595000012	ENSLOCP00000010401
fgenesh2_pg.scaffold_595000017	ENSLOCP00000012622
fgenesh2_pg.scaffold_596000007	ENSLOCP00000002382
fgenesh2_pg.scaffold_596000007	ENSLOCP00000022083
fgenesh2_pg.scaffold_599000001	ENSLOCP00000013357
fgenesh2_pg.scaffold_599000007	ENSLOCP00000021624
fgenesh2_pg.scaffold_599000013	ENSLOCP00000018677
fgenesh2_pg.scaffold_600000005	ENSLOCP00000012180
fgenesh2_pg.scaffold_602000011	ENSLOCP00000017477
fgenesh2_pg.scaffold_602000013	ENSLOCP00000014147
fgenesh2_pg.scaffold_604000005	ENSLOCP00000006542
fgenesh2_pg.scaffold_604000005	ENSLOCP00000018626
fgenesh2_pg.scaffold_604000007	ENSLOCP00000018662
fgenesh2_pg.scaffold_606000003	ENSLOCP00000013258
fgenesh2_pg.scaffold_606000005	ENSLOCP00000004732
fgenesh2_pg.scaffold_609000008	ENSLOCP00000020387
fgenesh2_pg.scaffold_610000011	ENSLOCP00000009595
fgenesh2_pg.scaffold_610000014	ENSLOCP00000011225
fgenesh2_pg.scaffold_611000001	ENSLOCP00000016488
fgenesh2_pg.scaffold_611000002	ENSLOCP00000010548
fgenesh2_pg.scaffold_611000004	ENSLOCP00000001610
fgenesh2_pg.scaffold_612000026	ENSLOCP00000006902
fgenesh2_pg.scaffold_616000012	ENSLOCP00000006845
fgenesh2_pg.scaffold_617000001	ENSLOCP00000007877
fgenesh2_pg.scaffold_617000003	ENSLOCP00000007019
fgenesh2_pg.scaffold_617000003	ENSLOCP00000003919
fgenesh2_pg.scaffold_617000003	ENSLOCP00000002690
fgenesh2_pg.scaffold_618000006	ENSLOCP00000011124
fgenesh2_pg.scaffold_618000006	ENSLOCP00000014671
fgenesh2_pg.scaffold_618000015	ENSLOCP00000016151
fgenesh2_pg.scaffold_621000005	ENSLOCP00000021035
fgenesh2_pg.scaffold_624000011	ENSLOCP00000019150
fgenesh2_pg.scaffold_624000023	ENSLOCP00000010175
fgenesh2_pg.scaffold_624000027	ENSLOCP00000002285
fgenesh2_pg.scaffold_625000011	ENSLOCP00000018351
fgenesh2_pg.scaffold_626000003	ENSLOCP00000004141
fgenesh2_pg.scaffold_626000005	ENSLOCP00000008504
fgenesh2_pg.scaffold_627000020	ENSLOCP00000019335
fgenesh2_pg.scaffold_629000003	ENSLOCP00000014072
fgenesh2_pg.scaffold_629000004	ENSLOCP00000011221
fgenesh2_pg.scaffold_630000002	ENSLOCP00000016202
fgenesh2_pg.scaffold_630000003	ENSLOCP00000021038
fgenesh2_pg.scaffold_630000005	ENSLOCP00000002218
fgenesh2_pg.scaffold_630000009	ENSLOCP00000001489
fgenesh2_pg.scaffold_631000010	ENSLOCP00000001380
fgenesh2_pg.scaffold_632000004	ENSLOCP00000012584
fgenesh2_pg.scaffold_632000019	ENSLOCP00000016038
fgenesh2_pg.scaffold_634000007	ENSLOCP00000020517
fgenesh2_pg.scaffold_634000013	ENSLOCP00000007360
fgenesh2_pg.scaffold_639000008	ENSLOCP00000019083
fgenesh2_pg.scaffold_641000002	ENSLOCP00000015924
fgenesh2_pg.scaffold_641000010	ENSLOCP00000008345
fgenesh2_pg.scaffold_641000027	ENSLOCP00000005057
fgenesh2_pg.scaffold_642000009	ENSLOCP00000005793
fgenesh2_pg.scaffold_643000007	ENSLOCP00000016317
fgenesh2_pg.scaffold_643000012	ENSLOCP00000007128
fgenesh2_pg.scaffold_644000010	ENSLOCP00000015856
fgenesh2_pg.scaffold_645000002	ENSLOCP00000003483
fgenesh2_pg.scaffold_646000003	ENSLOCP00000014743
fgenesh2_pg.scaffold_646000008	ENSLOCP00000004735
fgenesh2_pg.scaffold_652000015	ENSLOCP00000006976
fgenesh2_pg.scaffold_652000015	ENSLOCP00000006959
fgenesh2_pg.scaffold_652000021	ENSLOCP00000003379
fgenesh2_pg.scaffold_652000021	ENSLOCP00000007550
fgenesh2_pg.scaffold_652000021	ENSLOCP00000003352
fgenesh2_pg.scaffold_652000021	ENSLOCP00000022096
fgenesh2_pg.scaffold_652000021	ENSLOCP00000020124
fgenesh2_pg.scaffold_655000003	ENSLOCP00000009118
fgenesh2_pg.scaffold_655000012	ENSLOCP00000001701
fgenesh2_pg.scaffold_656000011	ENSLOCP00000012678
fgenesh2_pg.scaffold_657000004	ENSLOCP00000012230
fgenesh2_pg.scaffold_657000007	ENSLOCP00000021447
fgenesh2_pg.scaffold_657000008	ENSLOCP00000022467
fgenesh2_pg.scaffold_657000008	ENSLOCP00000021436
fgenesh2_pg.scaffold_658000005	ENSLOCP00000007382
fgenesh2_pg.scaffold_658000014	ENSLOCP00000002801
fgenesh2_pg.scaffold_659000007	ENSLOCP00000009668
fgenesh2_pg.scaffold_659000010	ENSLOCP00000014971
fgenesh2_pg.scaffold_660000001	ENSLOCP00000020019
fgenesh2_pg.scaffold_660000001	ENSLOCP00000009921
fgenesh2_pg.scaffold_660000001	ENSLOCP00000005421
fgenesh2_pg.scaffold_660000001	ENSLOCP00000000863
fgenesh2_pg.scaffold_660000001	ENSLOCP00000009906
fgenesh2_pg.scaffold_660000016	ENSLOCP00000021789
fgenesh2_pg.scaffold_661000007	ENSLOCP00000006061
fgenesh2_pg.scaffold_662000001	ENSLOCP00000020755
fgenesh2_pg.scaffold_662000013	ENSLOCP00000020096
fgenesh2_pg.scaffold_670000003	ENSLOCP00000001590
fgenesh2_pg.scaffold_671000010	ENSLOCP00000019476
fgenesh2_pg.scaffold_674000002	ENSLOCP00000017253
fgenesh2_pg.scaffold_675000019	ENSLOCP00000004484
fgenesh2_pg.scaffold_675000019	ENSLOCP00000010162
fgenesh2_pg.scaffold_676000004	ENSLOCP00000011594
fgenesh2_pg.scaffold_676000014	ENSLOCP00000020493
fgenesh2_pg.scaffold_676000019	ENSLOCP00000021717
fgenesh2_pg.scaffold_677000005	ENSLOCP00000012193
fgenesh2_pg.scaffold_677000013	ENSLOCP00000007822
fgenesh2_pg.scaffold_678000002	ENSLOCP00000010180
fgenesh2_pg.scaffold_678000012	ENSLOCP00000005546
fgenesh2_pg.scaffold_681000003	ENSLOCP00000018983
fgenesh2_pg.scaffold_681000011	ENSLOCP00000011688
fgenesh2_pg.scaffold_681000013	ENSLOCP00000019436
fgenesh2_pg.scaffold_683000010	ENSLOCP00000016910
fgenesh2_pg.scaffold_683000010	ENSLOCP00000005760
fgenesh2_pg.scaffold_683000017	ENSLOCP00000021521
fgenesh2_pg.scaffold_684000002	ENSLOCP00000003154
fgenesh2_pg.scaffold_684000006	ENSLOCP00000004217
fgenesh2_pg.scaffold_684000007	ENSLOCP00000016279
fgenesh2_pg.scaffold_684000015	ENSLOCP00000018303
fgenesh2_pg.scaffold_688000012	ENSLOCP00000002807
fgenesh2_pg.scaffold_690000004	ENSLOCP00000014324
fgenesh2_pg.scaffold_690000004	ENSLOCP00000011853
fgenesh2_pg.scaffold_694000001	ENSLOCP00000022059
fgenesh2_pg.scaffold_694000006	ENSLOCP00000013244
fgenesh2_pg.scaffold_695000006	ENSLOCP00000020909
fgenesh2_pg.scaffold_695000022	ENSLOCP00000016818
fgenesh2_pg.scaffold_695000022	ENSLOCP00000018868
fgenesh2_pg.scaffold_696000002	ENSLOCP00000009212
fgenesh2_pg.scaffold_698000010	ENSLOCP00000009962
fgenesh2_pg.scaffold_698000011	ENSLOCP00000010419
fgenesh2_pg.scaffold_699000002	ENSLOCP00000011821
fgenesh2_pg.scaffold_699000003	ENSLOCP00000020547
fgenesh2_pg.scaffold_699000013	ENSLOCP00000021680
fgenesh2_pg.scaffold_703000008	ENSLOCP00000019892
fgenesh2_pg.scaffold_704000006	ENSLOCP00000019962
fgenesh2_pg.scaffold_705000001	ENSLOCP00000008460
fgenesh2_pg.scaffold_705000001	ENSLOCP00000000190
fgenesh2_pg.scaffold_705000002	ENSLOCP00000005351
fgenesh2_pg.scaffold_706000002	ENSLOCP00000005273
fgenesh2_pg.scaffold_707000006	ENSLOCP00000017913
fgenesh2_pg.scaffold_708000004	ENSLOCP00000008761
fgenesh2_pg.scaffold_709000003	ENSLOCP00000016254
fgenesh2_pg.scaffold_709000007	ENSLOCP00000019428
fgenesh2_pg.scaffold_711000009	ENSLOCP00000015269
fgenesh2_pg.scaffold_712000003	ENSLOCP00000007738
fgenesh2_pg.scaffold_712000013	ENSLOCP00000016807
fgenesh2_pg.scaffold_712000013	ENSLOCP00000019712
fgenesh2_pg.scaffold_712000013	ENSLOCP00000013599
fgenesh2_pg.scaffold_713000012	ENSLOCP00000022080
fgenesh2_pg.scaffold_715000015	ENSLOCP00000022468
fgenesh2_pg.scaffold_716000005	ENSLOCP00000001765
fgenesh2_pg.scaffold_718000006	ENSLOCP00000000406
fgenesh2_pg.scaffold_721000008	ENSLOCP00000006552
fgenesh2_pg.scaffold_726000006	ENSLOCP00000007563
fgenesh2_pg.scaffold_727000001	ENSLOCP00000012512
fgenesh2_pg.scaffold_729000005	ENSLOCP00000006197
fgenesh2_pg.scaffold_731000004	ENSLOCP00000013971
fgenesh2_pg.scaffold_731000007	ENSLOCP00000009512
fgenesh2_pg.scaffold_732000002	ENSLOCP00000009263
fgenesh2_pg.scaffold_732000008	ENSLOCP00000002770
fgenesh2_pg.scaffold_735000010	ENSLOCP00000001801
fgenesh2_pg.scaffold_740000010	ENSLOCP00000003387
fgenesh2_pg.scaffold_741000002	ENSLOCP00000019139
fgenesh2_pg.scaffold_744000002	ENSLOCP00000019710
fgenesh2_pg.scaffold_745000006	ENSLOCP00000019683
fgenesh2_pg.scaffold_747000008	ENSLOCP00000002493
fgenesh2_pg.scaffold_751000002	ENSLOCP00000007825
fgenesh2_pg.scaffold_753000006	ENSLOCP00000010627
fgenesh2_pg.scaffold_755000003	ENSLOCP00000021911
fgenesh2_pg.scaffold_755000011	ENSLOCP00000020669
fgenesh2_pg.scaffold_757000006	ENSLOCP00000012462
fgenesh2_pg.scaffold_758000003	ENSLOCP00000011431
fgenesh2_pg.scaffold_758000004	ENSLOCP00000011417
fgenesh2_pg.scaffold_758000007	ENSLOCP00000005263
fgenesh2_pg.scaffold_758000022	ENSLOCP00000008411
fgenesh2_pg.scaffold_759000005	ENSLOCP00000006675
fgenesh2_pg.scaffold_760000004	ENSLOCP00000010402
fgenesh2_pg.scaffold_763000010	ENSLOCP00000003941
fgenesh2_pg.scaffold_764000006	ENSLOCP00000016746
fgenesh2_pg.scaffold_765000006	ENSLOCP00000018622
fgenesh2_pg.scaffold_767000002	ENSLOCP00000014592
fgenesh2_pg.scaffold_768000006	ENSLOCP00000015937
fgenesh2_pg.scaffold_769000003	ENSLOCP00000002149
fgenesh2_pg.scaffold_774000003	ENSLOCP00000004142
fgenesh2_pg.scaffold_776000008	ENSLOCP00000015125
fgenesh2_pg.scaffold_776000009	ENSLOCP00000022287
fgenesh2_pg.scaffold_776000011	ENSLOCP00000012927
fgenesh2_pg.scaffold_780000009	ENSLOCP00000002152
fgenesh2_pg.scaffold_780000018	ENSLOCP00000002734
fgenesh2_pg.scaffold_781000006	ENSLOCP00000001407
fgenesh2_pg.scaffold_782000007	ENSLOCP00000014903
fgenesh2_pg.scaffold_782000011	ENSLOCP00000011742
fgenesh2_pg.scaffold_783000003	ENSLOCP00000014440
fgenesh2_pg.scaffold_783000010	ENSLOCP00000018735
fgenesh2_pg.scaffold_786000007	ENSLOCP00000008237
fgenesh2_pg.scaffold_786000008	ENSLOCP00000020819
fgenesh2_pg.scaffold_787000001	ENSLOCP00000015948
fgenesh2_pg.scaffold_787000001	ENSLOCP00000010399
fgenesh2_pg.scaffold_787000002	ENSLOCP00000015825
fgenesh2_pg.scaffold_792000016	ENSLOCP00000004790
fgenesh2_pg.scaffold_795000007	ENSLOCP00000015392
fgenesh2_pg.scaffold_800000003	ENSLOCP00000003827
fgenesh2_pg.scaffold_800000018	ENSLOCP00000017989
fgenesh2_pg.scaffold_800000018	ENSLOCP00000002545
fgenesh2_pg.scaffold_802000003	ENSLOCP00000021532
fgenesh2_pg.scaffold_802000004	ENSLOCP00000007488
fgenesh2_pg.scaffold_803000004	ENSLOCP00000015531
fgenesh2_pg.scaffold_803000008	ENSLOCP00000021060
fgenesh2_pg.scaffold_805000007	ENSLOCP00000020749
fgenesh2_pg.scaffold_805000007	ENSLOCP00000003104
fgenesh2_pg.scaffold_805000010	ENSLOCP00000001279
fgenesh2_pg.scaffold_805000010	ENSLOCP00000008881
fgenesh2_pg.scaffold_808000001	ENSLOCP00000001153
fgenesh2_pg.scaffold_810000008	ENSLOCP00000006292
fgenesh2_pg.scaffold_811000009	ENSLOCP00000000544
fgenesh2_pg.scaffold_812000005	ENSLOCP00000005691
fgenesh2_pg.scaffold_813000008	ENSLOCP00000020699
fgenesh2_pg.scaffold_814000014	ENSLOCP00000011627
fgenesh2_pg.scaffold_816000007	ENSLOCP00000003687
fgenesh2_pg.scaffold_816000008	ENSLOCP00000012431
fgenesh2_pg.scaffold_817000015	ENSLOCP00000017009
fgenesh2_pg.scaffold_818000001	ENSLOCP00000022030
fgenesh2_pg.scaffold_818000004	ENSLOCP00000021094
fgenesh2_pg.scaffold_821000004	ENSLOCP00000014507
fgenesh2_pg.scaffold_824000005	ENSLOCP00000019450
fgenesh2_pg.scaffold_824000007	ENSLOCP00000012679
fgenesh2_pg.scaffold_843000017	ENSLOCP00000020502
fgenesh2_pg.scaffold_846000004	ENSLOCP00000021062
fgenesh2_pg.scaffold_846000008	ENSLOCP00000022029
fgenesh2_pg.scaffold_848000003	ENSLOCP00000003245
fgenesh2_pg.scaffold_853000002	ENSLOCP00000021675
fgenesh2_pg.scaffold_853000003	ENSLOCP00000007087
fgenesh2_pg.scaffold_854000005	ENSLOCP00000008266
fgenesh2_pg.scaffold_855000015	ENSLOCP00000009676
fgenesh2_pg.scaffold_859000008	ENSLOCP00000000109
fgenesh2_pg.scaffold_869000001	ENSLOCP00000017342
fgenesh2_pg.scaffold_869000003	ENSLOCP00000018193
fgenesh2_pg.scaffold_869000003	ENSLOCP00000012980
fgenesh2_pg.scaffold_870000007	ENSLOCP00000017333
fgenesh2_pg.scaffold_872000006	ENSLOCP00000014327
fgenesh2_pg.scaffold_872000007	ENSLOCP00000010164
fgenesh2_pg.scaffold_873000003	ENSLOCP00000021572
fgenesh2_pg.scaffold_876000003	ENSLOCP00000010835
fgenesh2_pg.scaffold_877000002	ENSLOCP00000013297
fgenesh2_pg.scaffold_880000001	ENSLOCP00000010573
fgenesh2_pg.scaffold_881000006	ENSLOCP00000005874
fgenesh2_pg.scaffold_882000007	ENSLOCP00000000147
fgenesh2_pg.scaffold_884000004	ENSLOCP00000005252
fgenesh2_pg.scaffold_884000004	ENSLOCP00000012141
fgenesh2_pg.scaffold_895000002	ENSLOCP00000013535
fgenesh2_pg.scaffold_895000003	ENSLOCP00000022231
fgenesh2_pg.scaffold_895000012	ENSLOCP00000021684
fgenesh2_pg.scaffold_897000004	ENSLOCP00000013810
fgenesh2_pg.scaffold_905000005	ENSLOCP00000010529
fgenesh2_pg.scaffold_905000006	ENSLOCP00000009575
fgenesh2_pg.scaffold_905000006	ENSLOCP00000007116
fgenesh2_pg.scaffold_922000005	ENSLOCP00000016340
fgenesh2_pg.scaffold_937000005	ENSLOCP00000015097
fgenesh2_pg.scaffold_944000004	ENSLOCP00000017231
fgenesh2_pg.scaffold_958000002	ENSLOCP00000016666
fgenesh2_pg.scaffold_960000001	ENSLOCP00000002057
fgenesh2_pg.scaffold_960000001	ENSLOCP00000005102
fgenesh2_pg.scaffold_976000007	ENSLOCP00000021053
fgenesh2_pg.scaffold_979000001	ENSLOCP00000008356
fgenesh2_pg.scaffold_980000005	ENSLOCP00000011262
fgenesh2_pg.scaffold_980000006	ENSLOCP00000016166
fgenesh2_pg.scaffold_987000003	ENSLOCP00000011706
fgenesh2_pg.scaffold_992000001	ENSLOCP00000006622
fgenesh2_pg.scaffold_994000002	ENSLOCP00000016145
fgenesh2_pg.scaffold_996000001	ENSLOCP00000019675
fgenesh2_pg.scaffold_1004000005	ENSLOCP00000002942
fgenesh2_pg.scaffold_1013000002	ENSLOCP00000011912
fgenesh2_pg.scaffold_1013000002	ENSLOCP00000019014
fgenesh2_pg.scaffold_1022000007	ENSLOCP00000003624
fgenesh2_pg.scaffold_1022000007	ENSLOCP00000000347
fgenesh2_pg.scaffold_1036000002	ENSLOCP00000015751
fgenesh2_pg.scaffold_1040000003	ENSLOCP00000022374
fgenesh2_pg.scaffold_1041000003	ENSLOCP00000003337
fgenesh2_pg.scaffold_1044000004	ENSLOCP00000007004
fgenesh2_pg.scaffold_1049000004	ENSLOCP00000020806
fgenesh2_pg.scaffold_1098000001	ENSLOCP00000014272
fgenesh2_pg.scaffold_1110000002	ENSLOCP00000020927
fgenesh2_pg.scaffold_1120000002	ENSLOCP00000022477
fgenesh2_pg.scaffold_1139000001	ENSLOCP00000019753
fgenesh2_pg.scaffold_1146000001	ENSLOCP00000008400
fgenesh2_pg.scaffold_1156000002	ENSLOCP00000008407
fgenesh2_pg.scaffold_1161000001	ENSLOCP00000007124
fgenesh2_pg.scaffold_1176000001	ENSLOCP00000009561
fgenesh2_pg.scaffold_1176000001	ENSLOCP00000006436
fgenesh2_pg.scaffold_1176000001	ENSLOCP00000020218
fgenesh2_pg.scaffold_1176000001	ENSLOCP00000016945
fgenesh2_pg.scaffold_1212000002	ENSLOCP00000011762
fgenesh2_pg.scaffold_1248000001	ENSLOCP00000012034
fgenesh2_pg.scaffold_1248000001	ENSLOCP00000009095
fgenesh2_pg.scaffold_1253000001	ENSLOCP00000009297
fgenesh2_pg.scaffold_1276000001	ENSLOCP00000006507
fgenesh2_pg.scaffold_1279000001	ENSLOCP00000017270
fgenesh2_pg.scaffold_1280000001	ENSLOCP00000012802
fgenesh2_pg.scaffold_1284000001	ENSLOCP00000002005
fgenesh2_pg.scaffold_1297000001	ENSLOCP00000003503
fgenesh2_pg.scaffold_1300000001	ENSLOCP00000022150
fgenesh2_pg.scaffold_1304000001	ENSLOCP00000011482
fgenesh2_pg.scaffold_1308000003	ENSLOCP00000000011
fgenesh2_pg.scaffold_1314000001	ENSLOCP00000007552
fgenesh2_pg.scaffold_1317000001	ENSLOCP00000014924
fgenesh2_pg.scaffold_1317000001	ENSLOCP00000015533
fgenesh2_pg.scaffold_1317000002	ENSLOCP00000005035
fgenesh2_pg.scaffold_1345000002	ENSLOCP00000018975
fgenesh2_pg.scaffold_1354000002	ENSLOCP00000012750
fgenesh2_pg.scaffold_1366000001	ENSLOCP00000013853
fgenesh2_pg.scaffold_1381000004	ENSLOCP00000021354
fgenesh2_pg.scaffold_1406000001	ENSLOCP00000020939
fgenesh2_pg.scaffold_1426000001	ENSLOCP00000005094
fgenesh2_pg.scaffold_1426000002	ENSLOCP00000010878
fgenesh2_pg.scaffold_1433000001	ENSLOCP00000017552
fgenesh2_pg.scaffold_1436000001	ENSLOCP00000017199
fgenesh2_pg.scaffold_1470000001	ENSLOCP00000014593
fgenesh2_pg.scaffold_1488000001	ENSLOCP00000004947
fgenesh2_pg.scaffold_1488000001	ENSLOCP00000010575
fgenesh2_pg.scaffold_1518000001	ENSLOCP00000005245
fgenesh2_pg.scaffold_1605000001	ENSLOCP00000001938
fgenesh2_pg.scaffold_1610000001	ENSLOCP00000020314
fgenesh2_pg.scaffold_1636000001	ENSLOCP00000021251
fgenesh2_pg.scaffold_1636000001	ENSLOCP00000012044
fgenesh2_pg.scaffold_1636000001	ENSLOCP00000006199
fgenesh2_pg.scaffold_1646000001	ENSLOCP00000004119
fgenesh2_pg.scaffold_1690000001	ENSLOCP00000012945
fgenesh2_pg.scaffold_1709000001	ENSLOCP00000021690
fgenesh2_pg.scaffold_1726000001	ENSLOCP00000004631
fgenesh2_pg.scaffold_1748000001	ENSLOCP00000022315
fgenesh2_pg.scaffold_1757000001	ENSLOCP00000006652
fgenesh2_pg.scaffold_1837000001	ENSLOCP00000004080
fgenesh2_pg.scaffold_1837000001	ENSLOCP00000015718
fgenesh2_pg.scaffold_1837000002	ENSLOCP00000015836
fgenesh2_pg.scaffold_1911000001	ENSLOCP00000022329
fgenesh2_pg.scaffold_1997000001	ENSLOCP00000012642
fgenesh2_pg.scaffold_2088000002	ENSLOCP00000000276
fgenesh2_pg.scaffold_2220000001	ENSLOCP00000012076
fgenesh2_pg.scaffold_2220000001	ENSLOCP00000008351
fgenesh2_pg.scaffold_2229000001	ENSLOCP00000009526
fgenesh2_pg.scaffold_2238000001	ENSLOCP00000002426
fgenesh2_pg.scaffold_2244000002	ENSLOCP00000015219
fgenesh2_pg.scaffold_2270000001	ENSLOCP00000016306
fgenesh2_pg.scaffold_2400000001	ENSLOCP00000009765
fgenesh2_pg.scaffold_2487000001	ENSLOCP00000007692
fgenesh2_pg.scaffold_2905000001	ENSLOCP00000016861
fgenesh2_pg.scaffold_2913000001	ENSLOCP00000019774
fgenesh2_pg.scaffold_2926000001	ENSLOCP00000000935
estExt_fgenesh2_pm.C_10008	ENSLOCP00000001832
estExt_fgenesh2_pm.C_10013	ENSLOCP00000022025
estExt_fgenesh2_pm.C_10048	ENSLOCP00000011414
estExt_fgenesh2_pm.C_20002	ENSLOCP00000014015
estExt_fgenesh2_pm.C_20027	ENSLOCP00000016749
estExt_fgenesh2_pm.C_30005	ENSLOCP00000012876
estExt_fgenesh2_pm.C_30022	ENSLOCP00000011780
estExt_fgenesh2_pm.C_40019	ENSLOCP00000016046
estExt_fgenesh2_pm.C_40040	ENSLOCP00000013465
estExt_fgenesh2_pm.C_40040	ENSLOCP00000014258
estExt_fgenesh2_pm.C_40040	ENSLOCP00000013970
estExt_fgenesh2_pm.C_40040	ENSLOCP00000018471
estExt_fgenesh2_pm.C_50068	ENSLOCP00000009878
estExt_fgenesh2_pm.C_50068	ENSLOCP00000012480
estExt_fgenesh2_pm.C_60011	ENSLOCP00000008690
estExt_fgenesh2_pm.C_60012	ENSLOCP00000011726
estExt_fgenesh2_pm.C_60020	ENSLOCP00000009017
estExt_fgenesh2_pm.C_80046	ENSLOCP00000013739
estExt_fgenesh2_pm.C_90006	ENSLOCP00000013493
estExt_fgenesh2_pm.C_90008	ENSLOCP00000014394
estExt_fgenesh2_pm.C_90018	ENSLOCP00000012502
estExt_fgenesh2_pm.C_90023	ENSLOCP00000011241
estExt_fgenesh2_pm.C_90024	ENSLOCP00000018153
estExt_fgenesh2_pm.C_100022	ENSLOCP00000019866
estExt_fgenesh2_pm.C_110028	ENSLOCP00000012543
estExt_fgenesh2_pm.C_120011	ENSLOCP00000002565
estExt_fgenesh2_pm.C_120013	ENSLOCP00000014263
estExt_fgenesh2_pm.C_120025	ENSLOCP00000016901
estExt_fgenesh2_pm.C_140002	ENSLOCP00000017143
estExt_fgenesh2_pm.C_140009	ENSLOCP00000003952
estExt_fgenesh2_pm.C_140010	ENSLOCP00000006310
estExt_fgenesh2_pm.C_150008	ENSLOCP00000001206
estExt_fgenesh2_pm.C_160003	ENSLOCP00000013574
estExt_fgenesh2_pm.C_170015	ENSLOCP00000016117
estExt_fgenesh2_pm.C_180005	ENSLOCP00000019152
estExt_fgenesh2_pm.C_190022	ENSLOCP00000022483
estExt_fgenesh2_pm.C_200002	ENSLOCP00000005407
estExt_fgenesh2_pm.C_200002	ENSLOCP00000015306
estExt_fgenesh2_pm.C_200004	ENSLOCP00000014793
estExt_fgenesh2_pm.C_200006	ENSLOCP00000007931
estExt_fgenesh2_pm.C_200006	ENSLOCP00000014300
estExt_fgenesh2_pm.C_200008	ENSLOCP00000002193
estExt_fgenesh2_pm.C_200012	ENSLOCP00000012323
estExt_fgenesh2_pm.C_200017	ENSLOCP00000007376
estExt_fgenesh2_pm.C_200017	ENSLOCP00000004518
estExt_fgenesh2_pm.C_200017	ENSLOCP00000007546
estExt_fgenesh2_pm.C_200018	ENSLOCP00000005603
estExt_fgenesh2_pm.C_200020	ENSLOCP00000005999
estExt_fgenesh2_pm.C_200029	ENSLOCP00000012708
estExt_fgenesh2_pm.C_210009	ENSLOCP00000008995
estExt_fgenesh2_pm.C_210020	ENSLOCP00000006833
estExt_fgenesh2_pm.C_210021	ENSLOCP00000013085
estExt_fgenesh2_pm.C_220008	ENSLOCP00000010388
estExt_fgenesh2_pm.C_220009	ENSLOCP00000016782
estExt_fgenesh2_pm.C_230002	ENSLOCP00000019172
estExt_fgenesh2_pm.C_230007	ENSLOCP00000003696
estExt_fgenesh2_pm.C_240022	ENSLOCP00000011797
estExt_fgenesh2_pm.C_240024	ENSLOCP00000022246
estExt_fgenesh2_pm.C_240024	ENSLOCP00000022245
estExt_fgenesh2_pm.C_250003	ENSLOCP00000016199
estExt_fgenesh2_pm.C_270006	ENSLOCP00000020680
estExt_fgenesh2_pm.C_270011	ENSLOCP00000017259
estExt_fgenesh2_pm.C_270021	ENSLOCP00000016537
estExt_fgenesh2_pm.C_270021	ENSLOCP00000020666
estExt_fgenesh2_pm.C_290006	ENSLOCP00000006059
estExt_fgenesh2_pm.C_300001	ENSLOCP00000008011
estExt_fgenesh2_pm.C_330016	ENSLOCP00000009953
estExt_fgenesh2_pm.C_340001	ENSLOCP00000020613
estExt_fgenesh2_pm.C_340001	ENSLOCP00000009052
estExt_fgenesh2_pm.C_340003	ENSLOCP00000019955
estExt_fgenesh2_pm.C_350010	ENSLOCP00000019639
estExt_fgenesh2_pm.C_360006	ENSLOCP00000009726
