SINCAM000003	ENSGACP00000025229
SINCAM000921	ENSGACP00000010208
SINCAM000922	ENSGACP00000021035
SINCAM000923	ENSGACP00000024165
SINCAM000927	ENSGACP00000020382
SINCAM000929	ENSGACP00000014611
SINCAM000929	ENSGACP00000017963
SINCAM000930	ENSGACP00000020369
SINCAM000930	ENSGACP00000018724
SINCAM000931	ENSGACP00000021091
SINCAM000934	ENSGACP00000023501
SINCAM000935	ENSGACP00000025320
SINCAM000936	ENSGACP00000025303
SINCAM000936	ENSGACP00000025309
SINCAM000938	ENSGACP00000023228
SINCAM000939	ENSGACP00000023221
SINCAM000939	ENSGACP00000023753
SINCAM000941	ENSGACP00000002197
SINCAM000941	ENSGACP00000019394
SINCAM000943	ENSGACP00000022178
SINCAM000943	ENSGACP00000023621
SINCAM000944	ENSGACP00000023632
SINCAM000944	ENSGACP00000017001
SINCAM000945	ENSGACP00000023635
SINCAM000945	ENSGACP00000007829
SINCAM000948	ENSGACP00000022186
SINCAM000951	ENSGACP00000022953
SINCAM000951	ENSGACP00000022381
SINCAM000954	ENSGACP00000014149
SINCAM000954	ENSGACP00000009965
SINCAM000955	ENSGACP00000010032
SINCAM000957	ENSGACP00000014132
SINCAM000957	ENSGACP00000013790
SINCAM000958	ENSGACP00000010884
SINCAM000960	ENSGACP00000006743
SINCAM000960	ENSGACP00000023733
SINCAM000962	ENSGACP00000006750
SINCAM000963	ENSGACP00000011142
SINCAM000964	ENSGACP00000000058
SINCAM000965	ENSGACP00000023602
SINCAM000965	ENSGACP00000024379
SINCAM000967	ENSGACP00000023725
SINCAM000967	ENSGACP00000017486
SINCAM000969	ENSGACP00000005775
SINCAM000969	ENSGACP00000023714
SINCAM000971	ENSGACP00000009412
SINCAM000971	ENSGACP00000021407
SINCAM000972	ENSGACP00000009397
SINCAM000975	ENSGACP00000009354
SINCAM000975	ENSGACP00000010512
SINCAM000976	ENSGACP00000019159
SINCAM000976	ENSGACP00000020932
SINCAM000977	ENSGACP00000019148
SINCAM000977	ENSGACP00000012875
SINCAM000979	ENSGACP00000023636
SINCAM000982	ENSGACP00000001182
SINCAM000984	ENSGACP00000025994
SINCAM000985	ENSGACP00000025762
SINCAM000986	ENSGACP00000025756
SINCAM000989	ENSGACP00000018971
SINCAM000990	ENSGACP00000022977
SINCAM000991	ENSGACP00000022986
SINCAM000993	ENSGACP00000022991
SINCAM001000	ENSGACP00000021844
SINCAM001000	ENSGACP00000007667
SINCAM001001	ENSGACP00000021849
SINCAM001001	ENSGACP00000018170
SINCAM001002	ENSGACP00000021853
SINCAM001004	ENSGACP00000020447
SINCAM001005	ENSGACP00000022967
SINCAM001006	ENSGACP00000022955
SINCAM001008	ENSGACP00000024684
SINCAM001011	ENSGACP00000021815
SINCAM001011	ENSGACP00000015982
SINCAM001012	ENSGACP00000021496
SINCAM001013	ENSGACP00000024164
SINCAM001015	ENSGACP00000022364
SINCAM001015	ENSGACP00000001393
SINCAM001016	ENSGACP00000002628
SINCAM001017	ENSGACP00000001389
SINCAM001017	ENSGACP00000017787
SINCAM001020	ENSGACP00000008978
SINCAM001021	ENSGACP00000008937
SINCAM001021	ENSGACP00000017855
SINCAM001022	ENSGACP00000008892
SINCAM001024	ENSGACP00000009280
SINCAM001026	ENSGACP00000009307
SINCAM001027	ENSGACP00000009314
SINCAM001028	ENSGACP00000009327
SINCAM001029	ENSGACP00000009331
SINCAM001030	ENSGACP00000020930
SINCAM001030	ENSGACP00000019224
SINCAM001032	ENSGACP00000019249
SINCAM001032	ENSGACP00000012715
SINCAM001033	ENSGACP00000019260
SINCAM001035	ENSGACP00000010166
SINCAM001037	ENSGACP00000010114
SINCAM001037	ENSGACP00000021397
SINCAM001039	ENSGACP00000010103
SINCAM001043	ENSGACP00000006549
SINCAM001043	ENSGACP00000017493
SINCAM001046	ENSGACP00000009985
SINCAM001050	ENSGACP00000006375
SINCAM001051	ENSGACP00000008130
SINCAM001051	ENSGACP00000008122
SINCAM001052	ENSGACP00000010461
SINCAM001052	ENSGACP00000015188
SINCAM001054	ENSGACP00000010547
SINCAM001054	ENSGACP00000000258
SINCAM001056	ENSGACP00000010572
SINCAM001056	ENSGACP00000021347
SINCAM001058	ENSGACP00000010610
SINCAM001059	ENSGACP00000010639
SINCAM001059	ENSGACP00000019130
SINCAM001060	ENSGACP00000008402
SINCAM001065	ENSGACP00000015266
SINCAM001065	ENSGACP00000023251
SINCAM001067	ENSGACP00000015246
SINCAM001067	ENSGACP00000019391
SINCAM001068	ENSGACP00000018544
SINCAM001070	ENSGACP00000015204
SINCAM001070	ENSGACP00000023797
SINCAM001072	ENSGACP00000013292
SINCAM001073	ENSGACP00000025696
SINCAM001075	ENSGACP00000013120
SINCAM001076	ENSGACP00000020854
SINCAM001076	ENSGACP00000019459
SINCAM001077	ENSGACP00000017864
SINCAM001079	ENSGACP00000017856
SINCAM001083	ENSGACP00000002436
SINCAM001085	ENSGACP00000008294
SINCAM001086	ENSGACP00000022100
SINCAM001089	ENSGACP00000020844
SINCAM001090	ENSGACP00000016249
SINCAM001090	ENSGACP00000020242
SINCAM001091	ENSGACP00000008209
SINCAM001092	ENSGACP00000018084
SINCAM001096	ENSGACP00000009929
SINCAM001096	ENSGACP00000021742
SINCAM001098	ENSGACP00000009835
SINCAM001098	ENSGACP00000020268
SINCAM001099	ENSGACP00000009793
SINCAM001099	ENSGACP00000005995
SINCAM001102	ENSGACP00000024550
SINCAM001103	ENSGACP00000010303
SINCAM001104	ENSGACP00000024543
SINCAM001105	ENSGACP00000024642
SINCAM001110	ENSGACP00000017983
SINCAM001111	ENSGACP00000020397
SINCAM001112	ENSGACP00000020401
SINCAM001114	ENSGACP00000020387
SINCAM001114	ENSGACP00000000296
SINCAM001117	ENSGACP00000008988
SINCAM001118	ENSGACP00000008992
SINCAM001118	ENSGACP00000023708
SINCAM001119	ENSGACP00000019432
SINCAM001122	ENSGACP00000024312
SINCAM001124	ENSGACP00000024299
SINCAM001129	ENSGACP00000014218
SINCAM001132	ENSGACP00000012891
SINCAM001135	ENSGACP00000012877
SINCAM001136	ENSGACP00000005005
SINCAM001136	ENSGACP00000012864
SINCAM001138	ENSGACP00000012916
SINCAM001138	ENSGACP00000018077
SINCAM001141	ENSGACP00000011805
SINCAM001142	ENSGACP00000011783
SINCAM001142	ENSGACP00000002973
SINCAM001143	ENSGACP00000011771
SINCAM001143	ENSGACP00000021767
SINCAM001144	ENSGACP00000011753
SINCAM001145	ENSGACP00000011752
SINCAM001146	ENSGACP00000013833
SINCAM001148	ENSGACP00000013819
SINCAM001150	ENSGACP00000013771
SINCAM001150	ENSGACP00000020523
SINCAM001151	ENSGACP00000013759
SINCAM001152	ENSGACP00000013751
SINCAM001154	ENSGACP00000013739
SINCAM001159	ENSGACP00000013838
SINCAM001159	ENSGACP00000020513
SINCAM001162	ENSGACP00000013929
SINCAM001162	ENSGACP00000024687
SINCAM001163	ENSGACP00000013967
SINCAM001164	ENSGACP00000013974
SINCAM001166	ENSGACP00000013979
SINCAM001170	ENSGACP00000013560
SINCAM001171	ENSGACP00000013545
SINCAM001172	ENSGACP00000013526
SINCAM001173	ENSGACP00000013495
SINCAM001173	ENSGACP00000022269
SINCAM001174	ENSGACP00000020502
SINCAM001174	ENSGACP00000013484
SINCAM001175	ENSGACP00000013480
SINCAM001175	ENSGACP00000020501
SINCAM001176	ENSGACP00000018918
SINCAM001177	ENSGACP00000020497
SINCAM001177	ENSGACP00000001219
SINCAM001180	ENSGACP00000019482
SINCAM001181	ENSGACP00000020383
SINCAM001181	ENSGACP00000020629
SINCAM001182	ENSGACP00000007871
SINCAM001182	ENSGACP00000000474
SINCAM001183	ENSGACP00000007837
SINCAM001183	ENSGACP00000012176
SINCAM001184	ENSGACP00000004925
SINCAM001186	ENSGACP00000006685
SINCAM001188	ENSGACP00000006725
SINCAM001189	ENSGACP00000006697
SINCAM001190	ENSGACP00000004984
SINCAM001190	ENSGACP00000000463
SINCAM001192	ENSGACP00000020922
SINCAM001193	ENSGACP00000006446
SINCAM001193	ENSGACP00000007859
SINCAM001195	ENSGACP00000012909
SINCAM001196	ENSGACP00000021029
SINCAM001196	ENSGACP00000017743
SINCAM001197	ENSGACP00000008675
SINCAM001198	ENSGACP00000021032
SINCAM001199	ENSGACP00000008681
SINCAM001203	ENSGACP00000020903
SINCAM001204	ENSGACP00000020901
SINCAM001204	ENSGACP00000005664
SINCAM001206	ENSGACP00000020897
SINCAM001206	ENSGACP00000017336
SINCAM001207	ENSGACP00000005765
SINCAM001209	ENSGACP00000005787
SINCAM001209	ENSGACP00000013837
SINCAM001210	ENSGACP00000020964
SINCAM001210	ENSGACP00000013800
SINCAM001211	ENSGACP00000020965
SINCAM001211	ENSGACP00000006288
SINCAM001216	ENSGACP00000020976
SINCAM001217	ENSGACP00000003067
SINCAM001217	ENSGACP00000001608
SINCAM001219	ENSGACP00000001641
SINCAM001219	ENSGACP00000020779
SINCAM001220	ENSGACP00000013224
SINCAM001220	ENSGACP00000020786
SINCAM001221	ENSGACP00000013233
SINCAM001223	ENSGACP00000013249
SINCAM001224	ENSGACP00000013293
SINCAM001224	ENSGACP00000020789
SINCAM001227	ENSGACP00000020792
SINCAM001227	ENSGACP00000020793
SINCAM001229	ENSGACP00000020794
SINCAM001230	ENSGACP00000020795
SINCAM001230	ENSGACP00000002267
SINCAM001231	ENSGACP00000007933
SINCAM001231	ENSGACP00000020797
SINCAM001232	ENSGACP00000011099
SINCAM001233	ENSGACP00000015375
SINCAM001233	ENSGACP00000019843
SINCAM001234	ENSGACP00000019838
SINCAM001234	ENSGACP00000020798
SINCAM001235	ENSGACP00000020807
SINCAM001236	ENSGACP00000020808
SINCAM001236	ENSGACP00000007938
SINCAM001237	ENSGACP00000020813
SINCAM001239	ENSGACP00000007958
SINCAM001239	ENSGACP00000009476
SINCAM001240	ENSGACP00000007964
SINCAM001242	ENSGACP00000008015
SINCAM001242	ENSGACP00000020823
SINCAM001245	ENSGACP00000020827
SINCAM001245	ENSGACP00000013116
SINCAM001246	ENSGACP00000013091
SINCAM001246	ENSGACP00000020834
SINCAM001247	ENSGACP00000013067
SINCAM001248	ENSGACP00000013065
SINCAM001248	ENSGACP00000020837
SINCAM001249	ENSGACP00000013057
SINCAM001249	ENSGACP00000004128
SINCAM001250	ENSGACP00000021331
SINCAM001250	ENSGACP00000011322
SINCAM001251	ENSGACP00000013038
SINCAM001252	ENSGACP00000013014
SINCAM001255	ENSGACP00000023800
SINCAM001255	ENSGACP00000023101
SINCAM001256	ENSGACP00000023759
SINCAM001257	ENSGACP00000020881
SINCAM001257	ENSGACP00000001371
SINCAM001261	ENSGACP00000020948
SINCAM001262	ENSGACP00000020766
SINCAM001263	ENSGACP00000020752
SINCAM001265	ENSGACP00000020738
SINCAM001266	ENSGACP00000011832
SINCAM001267	ENSGACP00000009177
SINCAM001267	ENSGACP00000023656
SINCAM001269	ENSGACP00000023648
SINCAM001269	ENSGACP00000008969
SINCAM001271	ENSGACP00000023645
SINCAM001272	ENSGACP00000009236
SINCAM001272	ENSGACP00000023478
SINCAM001273	ENSGACP00000013155
SINCAM001274	ENSGACP00000013171
SINCAM001274	ENSGACP00000020632
SINCAM001278	ENSGACP00000009433
SINCAM001280	ENSGACP00000007310
SINCAM001280	ENSGACP00000016138
SINCAM001281	ENSGACP00000009526
SINCAM001281	ENSGACP00000020467
SINCAM001283	ENSGACP00000009595
SINCAM001283	ENSGACP00000018222
SINCAM001286	ENSGACP00000009629
SINCAM001286	ENSGACP00000021311
SINCAM001287	ENSGACP00000021179
SINCAM001290	ENSGACP00000024618
SINCAM001292	ENSGACP00000018219
SINCAM001292	ENSGACP00000019430
SINCAM001293	ENSGACP00000020209
SINCAM001293	ENSGACP00000009235
SINCAM001294	ENSGACP00000024625
SINCAM001295	ENSGACP00000021484
SINCAM001295	ENSGACP00000008485
SINCAM001296	ENSGACP00000021460
SINCAM001296	ENSGACP00000003834
SINCAM001299	ENSGACP00000021447
SINCAM001300	ENSGACP00000006235
SINCAM001303	ENSGACP00000006232
SINCAM001303	ENSGACP00000006986
SINCAM001305	ENSGACP00000006218
SINCAM001305	ENSGACP00000014970
SINCAM001309	ENSGACP00000006111
SINCAM001309	ENSGACP00000023493
SINCAM001310	ENSGACP00000006104
SINCAM001310	ENSGACP00000023497
SINCAM001312	ENSGACP00000006101
SINCAM001313	ENSGACP00000006094
SINCAM001315	ENSGACP00000006082
SINCAM001317	ENSGACP00000020384
SINCAM001318	ENSGACP00000006039
SINCAM001319	ENSGACP00000021414
SINCAM001319	ENSGACP00000010642
SINCAM001320	ENSGACP00000005080
SINCAM001320	ENSGACP00000021666
SINCAM001321	ENSGACP00000011290
SINCAM001321	ENSGACP00000000812
SINCAM001323	ENSGACP00000018207
SINCAM001324	ENSGACP00000017139
SINCAM001324	ENSGACP00000020085
SINCAM001325	ENSGACP00000018212
SINCAM001327	ENSGACP00000018884
SINCAM001329	ENSGACP00000024092
SINCAM001329	ENSGACP00000020179
SINCAM001334	ENSGACP00000012840
SINCAM001334	ENSGACP00000021316
SINCAM001336	ENSGACP00000012993
SINCAM001336	ENSGACP00000000708
SINCAM001338	ENSGACP00000026267
SINCAM001338	ENSGACP00000004108
SINCAM001342	ENSGACP00000025276
SINCAM001343	ENSGACP00000005124
SINCAM001343	ENSGACP00000016512
SINCAM001344	ENSGACP00000023806
SINCAM001344	ENSGACP00000001206
SINCAM001347	ENSGACP00000007659
SINCAM001348	ENSGACP00000021680
SINCAM001352	ENSGACP00000025255
SINCAM001353	ENSGACP00000025265
SINCAM001357	ENSGACP00000022298
SINCAM001357	ENSGACP00000014935
SINCAM001359	ENSGACP00000009028
SINCAM001359	ENSGACP00000016997
SINCAM001362	ENSGACP00000005118
SINCAM001362	ENSGACP00000005105
SINCAM001363	ENSGACP00000013614
SINCAM001364	ENSGACP00000013701
SINCAM001364	ENSGACP00000018675
SINCAM001365	ENSGACP00000011739
SINCAM001367	ENSGACP00000011719
SINCAM001368	ENSGACP00000011700
SINCAM001369	ENSGACP00000010677
SINCAM001369	ENSGACP00000011675
SINCAM001370	ENSGACP00000013694
SINCAM001371	ENSGACP00000011571
SINCAM001372	ENSGACP00000011564
SINCAM001372	ENSGACP00000011560
SINCAM001375	ENSGACP00000014110
SINCAM001375	ENSGACP00000011494
SINCAM001376	ENSGACP00000011466
SINCAM001377	ENSGACP00000002249
SINCAM001381	ENSGACP00000023601
SINCAM001381	ENSGACP00000005652
SINCAM001382	ENSGACP00000024114
SINCAM001382	ENSGACP00000013158
SINCAM001385	ENSGACP00000021509
SINCAM001389	ENSGACP00000021685
SINCAM001389	ENSGACP00000019396
SINCAM001390	ENSGACP00000021709
SINCAM001392	ENSGACP00000021721
SINCAM001394	ENSGACP00000002342
SINCAM001395	ENSGACP00000021732
SINCAM001396	ENSGACP00000021728
SINCAM001396	ENSGACP00000005792
SINCAM001398	ENSGACP00000020328
SINCAM001402	ENSGACP00000000836
SINCAM001403	ENSGACP00000000840
SINCAM001405	ENSGACP00000024121
SINCAM001405	ENSGACP00000018289
SINCAM001409	ENSGACP00000000829
SINCAM001412	ENSGACP00000023614
SINCAM001412	ENSGACP00000020929
SINCAM001416	ENSGACP00000018312
SINCAM001417	ENSGACP00000024170
SINCAM001419	ENSGACP00000009949
SINCAM001419	ENSGACP00000022267
SINCAM001420	ENSGACP00000009635
SINCAM001423	ENSGACP00000002630
SINCAM001426	ENSGACP00000005308
SINCAM001429	ENSGACP00000017752
SINCAM001430	ENSGACP00000021762
SINCAM001431	ENSGACP00000021795
SINCAM001432	ENSGACP00000014540
SINCAM001432	ENSGACP00000019108
SINCAM001433	ENSGACP00000021801
SINCAM001434	ENSGACP00000021806
SINCAM001436	ENSGACP00000021807
SINCAM001436	ENSGACP00000015382
SINCAM001437	ENSGACP00000017618
SINCAM001437	ENSGACP00000006754
SINCAM001439	ENSGACP00000023559
SINCAM001439	ENSGACP00000012126
SINCAM001440	ENSGACP00000023563
SINCAM001442	ENSGACP00000021278
SINCAM001443	ENSGACP00000008645
SINCAM001443	ENSGACP00000021287
SINCAM001446	ENSGACP00000021291
SINCAM001447	ENSGACP00000027210
SINCAM001448	ENSGACP00000009684
SINCAM001450	ENSGACP00000012915
SINCAM001450	ENSGACP00000016098
SINCAM001456	ENSGACP00000000520
SINCAM001458	ENSGACP00000003977
SINCAM001459	ENSGACP00000005542
SINCAM001459	ENSGACP00000015462
SINCAM001461	ENSGACP00000006487
SINCAM001461	ENSGACP00000021583
SINCAM001462	ENSGACP00000024563
SINCAM001463	ENSGACP00000009051
SINCAM001465	ENSGACP00000024062
SINCAM001466	ENSGACP00000008117
SINCAM001466	ENSGACP00000005801
SINCAM001467	ENSGACP00000016447
SINCAM001469	ENSGACP00000015654
SINCAM001474	ENSGACP00000009079
SINCAM001474	ENSGACP00000023686
SINCAM001476	ENSGACP00000023692
SINCAM001477	ENSGACP00000009054
SINCAM001478	ENSGACP00000010243
SINCAM001478	ENSGACP00000022240
SINCAM001479	ENSGACP00000024468
SINCAM001479	ENSGACP00000010201
SINCAM001480	ENSGACP00000023031
SINCAM001483	ENSGACP00000023029
SINCAM001484	ENSGACP00000023025
SINCAM001488	ENSGACP00000016689
SINCAM001489	ENSGACP00000017946
SINCAM001492	ENSGACP00000004643
SINCAM001495	ENSGACP00000004510
SINCAM001500	ENSGACP00000004597
SINCAM001503	ENSGACP00000016715
SINCAM001511	ENSGACP00000023080
SINCAM001511	ENSGACP00000013442
SINCAM001513	ENSGACP00000023020
SINCAM001514	ENSGACP00000023012
SINCAM001515	ENSGACP00000023011
SINCAM001517	ENSGACP00000023008
SINCAM001519	ENSGACP00000016947
SINCAM001519	ENSGACP00000004442
SINCAM001521	ENSGACP00000004413
SINCAM001521	ENSGACP00000012088
SINCAM001524	ENSGACP00000004400
SINCAM001525	ENSGACP00000004382
SINCAM001525	ENSGACP00000016961
SINCAM001527	ENSGACP00000013384
SINCAM001529	ENSGACP00000019033
SINCAM001532	ENSGACP00000019020
SINCAM001533	ENSGACP00000005099
SINCAM001533	ENSGACP00000005103
SINCAM001534	ENSGACP00000005121
SINCAM001534	ENSGACP00000020527
SINCAM001537	ENSGACP00000005154
SINCAM001538	ENSGACP00000005157
SINCAM001538	ENSGACP00000019990
SINCAM001539	ENSGACP00000005172
SINCAM001541	ENSGACP00000005180
SINCAM001541	ENSGACP00000019589
SINCAM001542	ENSGACP00000008467
SINCAM001542	ENSGACP00000005186
SINCAM001543	ENSGACP00000005196
SINCAM001545	ENSGACP00000011725
SINCAM001548	ENSGACP00000004669
SINCAM001548	ENSGACP00000004803
SINCAM001550	ENSGACP00000005305
SINCAM001550	ENSGACP00000014099
SINCAM001551	ENSGACP00000005295
SINCAM001554	ENSGACP00000005342
SINCAM001555	ENSGACP00000011860
SINCAM001557	ENSGACP00000011604
SINCAM001558	ENSGACP00000011483
SINCAM001560	ENSGACP00000001938
SINCAM001560	ENSGACP00000006224
SINCAM001564	ENSGACP00000003347
SINCAM001564	ENSGACP00000027666
SINCAM001565	ENSGACP00000003353
SINCAM001570	ENSGACP00000023093
SINCAM001570	ENSGACP00000002353
SINCAM001572	ENSGACP00000002378
SINCAM001573	ENSGACP00000023149
SINCAM001576	ENSGACP00000002393
SINCAM001577	ENSGACP00000023180
SINCAM001579	ENSGACP00000005229
SINCAM001579	ENSGACP00000003845
SINCAM001580	ENSGACP00000007039
SINCAM001580	ENSGACP00000019633
SINCAM001581	ENSGACP00000007071
SINCAM001581	ENSGACP00000021410
SINCAM001582	ENSGACP00000007062
SINCAM001584	ENSGACP00000005211
SINCAM001584	ENSGACP00000023196
SINCAM001587	ENSGACP00000021672
SINCAM001588	ENSGACP00000021670
SINCAM001588	ENSGACP00000006789
SINCAM001590	ENSGACP00000006783
SINCAM001592	ENSGACP00000006773
SINCAM001592	ENSGACP00000015726
SINCAM001593	ENSGACP00000021667
SINCAM001594	ENSGACP00000006742
SINCAM001594	ENSGACP00000021660
SINCAM001596	ENSGACP00000006718
SINCAM001596	ENSGACP00000001394
SINCAM001597	ENSGACP00000021653
SINCAM001601	ENSGACP00000006694
SINCAM001601	ENSGACP00000006708
SINCAM001608	ENSGACP00000002213
SINCAM001608	ENSGACP00000021646
SINCAM001609	ENSGACP00000002207
SINCAM001610	ENSGACP00000002204
SINCAM001612	ENSGACP00000002195
SINCAM001612	ENSGACP00000021645
SINCAM001614	ENSGACP00000002185
SINCAM001614	ENSGACP00000021641
SINCAM001615	ENSGACP00000002174
SINCAM001616	ENSGACP00000002163
SINCAM001617	ENSGACP00000002168
SINCAM001617	ENSGACP00000013160
SINCAM001619	ENSGACP00000001286
SINCAM001619	ENSGACP00000023340
SINCAM001620	ENSGACP00000001294
SINCAM001620	ENSGACP00000020365
SINCAM001621	ENSGACP00000001301
SINCAM001621	ENSGACP00000023321
SINCAM001622	ENSGACP00000023263
SINCAM001622	ENSGACP00000001316
SINCAM001623	ENSGACP00000023279
SINCAM001623	ENSGACP00000001322
SINCAM001624	ENSGACP00000000746
SINCAM001624	ENSGACP00000002113
SINCAM001625	ENSGACP00000002100
SINCAM001625	ENSGACP00000002228
SINCAM001627	ENSGACP00000002234
SINCAM001627	ENSGACP00000002068
SINCAM001630	ENSGACP00000002241
SINCAM001631	ENSGACP00000002274
SINCAM001632	ENSGACP00000019431
SINCAM001632	ENSGACP00000002755
SINCAM001633	ENSGACP00000002304
SINCAM001633	ENSGACP00000023243
SINCAM001635	ENSGACP00000002308
SINCAM001636	ENSGACP00000002315
SINCAM001636	ENSGACP00000023237
SINCAM001637	ENSGACP00000023234
SINCAM001637	ENSGACP00000008732
SINCAM001641	ENSGACP00000023915
SINCAM001643	ENSGACP00000023913
SINCAM001644	ENSGACP00000001518
SINCAM001645	ENSGACP00000001522
SINCAM001647	ENSGACP00000017696
SINCAM001647	ENSGACP00000011950
SINCAM001648	ENSGACP00000007408
SINCAM001652	ENSGACP00000006486
SINCAM001655	ENSGACP00000003060
SINCAM001655	ENSGACP00000014873
SINCAM001659	ENSGACP00000003049
SINCAM001659	ENSGACP00000025375
SINCAM001661	ENSGACP00000001327
SINCAM001662	ENSGACP00000006443
SINCAM001662	ENSGACP00000017260
SINCAM001664	ENSGACP00000002542
SINCAM001664	ENSGACP00000004302
SINCAM001665	ENSGACP00000007085
SINCAM001666	ENSGACP00000002667
SINCAM001668	ENSGACP00000007108
SINCAM001669	ENSGACP00000004761
SINCAM001669	ENSGACP00000002133
SINCAM001670	ENSGACP00000004797
SINCAM001673	ENSGACP00000012191
SINCAM001673	ENSGACP00000008009
SINCAM001675	ENSGACP00000007368
SINCAM001676	ENSGACP00000007285
SINCAM001677	ENSGACP00000007333
SINCAM001677	ENSGACP00000014466
SINCAM001678	ENSGACP00000000929
SINCAM001679	ENSGACP00000002018
SINCAM001679	ENSGACP00000006391
SINCAM001680	ENSGACP00000003350
SINCAM001680	ENSGACP00000023897
SINCAM001682	ENSGACP00000023900
SINCAM001683	ENSGACP00000006587
SINCAM001683	ENSGACP00000024480
SINCAM001684	ENSGACP00000006577
SINCAM001685	ENSGACP00000006547
SINCAM001686	ENSGACP00000005842
SINCAM001687	ENSGACP00000005822
SINCAM001688	ENSGACP00000003366
SINCAM001688	ENSGACP00000008419
SINCAM001689	ENSGACP00000003341
SINCAM001692	ENSGACP00000007598
SINCAM001693	ENSGACP00000007705
SINCAM001695	ENSGACP00000019110
SINCAM001696	ENSGACP00000001253
SINCAM001696	ENSGACP00000011925
SINCAM001697	ENSGACP00000007677
SINCAM001697	ENSGACP00000013226
SINCAM001698	ENSGACP00000001248
SINCAM001699	ENSGACP00000024777
SINCAM001700	ENSGACP00000010938
SINCAM001702	ENSGACP00000012248
SINCAM001702	ENSGACP00000012232
SINCAM001703	ENSGACP00000012286
SINCAM001703	ENSGACP00000018402
SINCAM001704	ENSGACP00000012327
SINCAM001704	ENSGACP00000012836
SINCAM001705	ENSGACP00000019283
SINCAM001705	ENSGACP00000016304
SINCAM001706	ENSGACP00000016274
SINCAM001707	ENSGACP00000016261
SINCAM001707	ENSGACP00000008413
SINCAM001708	ENSGACP00000016244
SINCAM001709	ENSGACP00000002922
SINCAM001710	ENSGACP00000000127
SINCAM001713	ENSGACP00000022823
SINCAM001713	ENSGACP00000022827
SINCAM001714	ENSGACP00000022818
SINCAM001714	ENSGACP00000011254
SINCAM001717	ENSGACP00000022678
SINCAM001720	ENSGACP00000012203
SINCAM001722	ENSGACP00000022529
SINCAM001724	ENSGACP00000005369
SINCAM001724	ENSGACP00000022522
SINCAM001725	ENSGACP00000021581
SINCAM001725	ENSGACP00000012838
SINCAM001726	ENSGACP00000005349
SINCAM001726	ENSGACP00000005357
SINCAM001727	ENSGACP00000005344
SINCAM001728	ENSGACP00000005330
SINCAM001730	ENSGACP00000005245
SINCAM001730	ENSGACP00000022509
SINCAM001732	ENSGACP00000005267
SINCAM001732	ENSGACP00000022482
SINCAM001733	ENSGACP00000002186
SINCAM001733	ENSGACP00000002189
SINCAM001735	ENSGACP00000003327
SINCAM001736	ENSGACP00000003253
SINCAM001736	ENSGACP00000023960
SINCAM001737	ENSGACP00000003248
SINCAM001739	ENSGACP00000003243
SINCAM001739	ENSGACP00000017958
SINCAM001740	ENSGACP00000003236
SINCAM001740	ENSGACP00000012168
SINCAM001741	ENSGACP00000019497
SINCAM001743	ENSGACP00000005041
