ENSMODP00000000002	SINCAM921321
ENSMODP00000001770	SINCAM001192
ENSMODP00000001775	SINCAM004715
ENSMODP00000001776	SINCAM920466
ENSMODP00000001778	SINCAM002051
ENSMODP00000001780	SINCAM012161
ENSMODP00000001783	SINCAM007518
ENSMODP00000001785	SINCAM005018
ENSMODP00000001786	SINCAM005621
ENSMODP00000001787	SINCAM000565
ENSMODP00000001798	SINCAM004717
ENSMODP00000001800	SINCAM012388
ENSMODP00000001801	SINCAM921324
ENSMODP00000001803	SINCAM005086
ENSMODP00000001808	SINCAM016472
ENSMODP00000001813	SINCAM011856
ENSMODP00000001820	SINCAM005019
ENSMODP00000001825	SINCAM006501
ENSMODP00000001828	SINCAM012391
ENSMODP00000001830	SINCAM005020
ENSMODP00000001833	SINCAM012710
ENSMODP00000001834	SINCAM004515
ENSMODP00000001840	SINCAM010933
ENSMODP00000001842	SINCAM012122
ENSMODP00000001843	SINCAM005088
ENSMODP00000001845	SINCAM000265
ENSMODP00000001848	SINCAM012392
ENSMODP00000001852	SINCAM012355
ENSMODP00000001853	SINCAM002300
ENSMODP00000001854	SINCAM002007
ENSMODP00000001855	SINCAM004513
ENSMODP00000001856	SINCAM000120
ENSMODP00000001858	SINCAM921776
ENSMODP00000001866	SINCAM011824
ENSMODP00000001867	SINCAM000268
ENSMODP00000001870	SINCAM002053
ENSMODP00000001876	SINCAM920468
ENSMODP00000001877	SINCAM002006
ENSMODP00000001886	SINCAM012397
ENSMODP00000001887	SINCAM012353
ENSMODP00000001892	SINCAM922746
ENSMODP00000001893	SINCAM012608
ENSMODP00000001898	SINCAM005624
ENSMODP00000001901	SINCAM011802
ENSMODP00000001903	SINCAM012121
ENSMODP00000001909	SINCAM012346
ENSMODP00000001913	SINCAM012607
ENSMODP00000001915	SINCAM921820
ENSMODP00000001919	SINCAM004512
ENSMODP00000001925	SINCAM012609
ENSMODP00000001926	SINCAM005625
ENSMODP00000001929	SINCAM002055
ENSMODP00000001932	SINCAM012120
ENSMODP00000001935	SINCAM011800
ENSMODP00000001942	SINCAM920955
ENSMODP00000001944	SINCAM011762
ENSMODP00000001945	SINCAM921334
ENSMODP00000001947	SINCAM003837
ENSMODP00000001948	SINCAM005628
ENSMODP00000001949	SINCAM002302
ENSMODP00000001957	SINCAM002056
ENSMODP00000001961	SINCAM920455
ENSMODP00000001962	SINCAM012613
ENSMODP00000001963	SINCAM002058
ENSMODP00000001964	SINCAM012143
ENSMODP00000001969	SINCAM006922
ENSMODP00000001989	SINCAM005233
ENSMODP00000001993	SINCAM922929
ENSMODP00000001994	SINCAM005630
ENSMODP00000001995	SINCAM921210
ENSMODP00000002001	SINCAM013730
ENSMODP00000002002	SINCAM008259
ENSMODP00000002003	SINCAM012261
ENSMODP00000002004	SINCAM012616
ENSMODP00000002007	SINCAM001193
ENSMODP00000002008	SINCAM013361
ENSMODP00000002009	SINCAM008258
ENSMODP00000002011	SINCAM001195
ENSMODP00000002013	SINCAM002059
ENSMODP00000002014	SINCAM008256
ENSMODP00000002021	SINCAM012620
ENSMODP00000002025	SINCAM002060
ENSMODP00000002026	SINCAM008255
ENSMODP00000002032	SINCAM005631
ENSMODP00000002034	SINCAM012115
ENSMODP00000002047	SINCAM003835
ENSMODP00000002053	SINCAM005740
ENSMODP00000002057	SINCAM001196
ENSMODP00000002064	SINCAM922492
ENSMODP00000002065	SINCAM001197
ENSMODP00000002066	SINCAM008842
ENSMODP00000002068	SINCAM000191
ENSMODP00000002070	SINCAM012113
ENSMODP00000002071	SINCAM006965
ENSMODP00000002073	SINCAM001198
ENSMODP00000002075	SINCAM004719
ENSMODP00000002083	SINCAM002062
ENSMODP00000002086	SINCAM012092
ENSMODP00000002087	SINCAM001199
ENSMODP00000002090	SINCAM004720
ENSMODP00000002093	SINCAM922496
ENSMODP00000002100	SINCAM007033
ENSMODP00000002103	SINCAM000270
ENSMODP00000002105	SINCAM007034
ENSMODP00000002108	SINCAM012094
ENSMODP00000002110	SINCAM001200
ENSMODP00000002111	SINCAM000192
ENSMODP00000002112	SINCAM004721
ENSMODP00000002115	SINCAM007035
ENSMODP00000002119	SINCAM000271
ENSMODP00000002121	SINCAM011782
ENSMODP00000002126	SINCAM013004
ENSMODP00000002127	SINCAM003832
ENSMODP00000002128	SINCAM004722
ENSMODP00000002131	SINCAM000193
ENSMODP00000002132	SINCAM002304
ENSMODP00000002135	SINCAM920605
ENSMODP00000002136	SINCAM012095
ENSMODP00000002139	SINCAM920606
ENSMODP00000002141	SINCAM004191
ENSMODP00000002143	SINCAM004723
ENSMODP00000002147	SINCAM012097
ENSMODP00000002148	SINCAM002099
ENSMODP00000002150	SINCAM012110
ENSMODP00000002152	SINCAM004724
ENSMODP00000002157	SINCAM001204
ENSMODP00000002159	SINCAM001205
ENSMODP00000002162	SINCAM011768
ENSMODP00000002167	SINCAM014149
ENSMODP00000002170	SINCAM001212
ENSMODP00000002174	SINCAM001206
ENSMODP00000002175	SINCAM922493
ENSMODP00000002177	SINCAM900265
ENSMODP00000002179	SINCAM900081
ENSMODP00000002182	SINCAM003830
ENSMODP00000002187	SINCAM001207
ENSMODP00000002190	SINCAM011793
ENSMODP00000002197	SINCAM012098
ENSMODP00000002199	SINCAM002306
ENSMODP00000002202	SINCAM003829
ENSMODP00000002203	SINCAM012107
ENSMODP00000002204	SINCAM922186
ENSMODP00000002205	SINCAM002164
ENSMODP00000002206	SINCAM011515
ENSMODP00000002212	SINCAM002307
ENSMODP00000002213	SINCAM003828
ENSMODP00000002215	SINCAM900038
ENSMODP00000002217	SINCAM012106
ENSMODP00000002218	SINCAM004190
ENSMODP00000002220	SINCAM009469
ENSMODP00000002221	SINCAM922386
ENSMODP00000002224	SINCAM011547
ENSMODP00000002225	SINCAM900037
ENSMODP00000002228	SINCAM012160
ENSMODP00000002230	SINCAM002162
ENSMODP00000002234	SINCAM002294
ENSMODP00000002236	SINCAM002293
ENSMODP00000002239	SINCAM003827
ENSMODP00000002244	SINCAM001209
ENSMODP00000002245	SINCAM008825
ENSMODP00000002250	SINCAM002482
ENSMODP00000002252	SINCAM012119
ENSMODP00000002253	SINCAM012158
ENSMODP00000002254	SINCAM010631
ENSMODP00000002256	SINCAM002481
ENSMODP00000002266	SINCAM012518
ENSMODP00000002268	SINCAM017852
ENSMODP00000002270	SINCAM012157
ENSMODP00000002271	SINCAM012519
ENSMODP00000002274	SINCAM002160
ENSMODP00000002275	SINCAM011826
ENSMODP00000002276	SINCAM008271
ENSMODP00000002280	SINCAM012156
ENSMODP00000002281	SINCAM012520
ENSMODP00000002282	SINCAM001211
ENSMODP00000002285	SINCAM921259
ENSMODP00000002287	SINCAM922502
ENSMODP00000002288	SINCAM011780
ENSMODP00000002290	SINCAM013231
ENSMODP00000002295	SINCAM012523
ENSMODP00000002302	SINCAM004187
ENSMODP00000002305	SINCAM005632
ENSMODP00000002307	SINCAM012845
ENSMODP00000002308	SINCAM004180
ENSMODP00000002311	SINCAM001213
ENSMODP00000002312	SINCAM013232
ENSMODP00000002313	SINCAM002109
ENSMODP00000002316	SINCAM014489
ENSMODP00000002320	SINCAM001216
ENSMODP00000002321	SINCAM013278
ENSMODP00000002324	SINCAM001058
ENSMODP00000002325	SINCAM004178
ENSMODP00000002329	SINCAM005048
ENSMODP00000002338	SINCAM922669
ENSMODP00000002339	SINCAM001217
ENSMODP00000002340	SINCAM012153
ENSMODP00000002341	SINCAM012846
ENSMODP00000002342	SINCAM006037
ENSMODP00000002343	SINCAM004177
ENSMODP00000002344	SINCAM005427
ENSMODP00000002346	SINCAM002337
ENSMODP00000002347	SINCAM012136
ENSMODP00000002350	SINCAM008050
ENSMODP00000002351	SINCAM920936
ENSMODP00000002352	SINCAM004176
ENSMODP00000002353	SINCAM920907
ENSMODP00000002355	SINCAM002336
ENSMODP00000002357	SINCAM001059
ENSMODP00000002358	SINCAM013187
ENSMODP00000002359	SINCAM003822
ENSMODP00000002362	SINCAM008051
ENSMODP00000002370	SINCAM002335
ENSMODP00000002371	SINCAM004175
ENSMODP00000002372	SINCAM000195
ENSMODP00000002373	SINCAM921258
ENSMODP00000002374	SINCAM900032
ENSMODP00000002376	SINCAM013188
ENSMODP00000002378	SINCAM920908
ENSMODP00000002383	SINCAM000395
ENSMODP00000002384	SINCAM001060
ENSMODP00000002386	SINCAM012525
ENSMODP00000002388	SINCAM009651
ENSMODP00000002390	SINCAM900030
ENSMODP00000002391	SINCAM005429
ENSMODP00000002395	SINCAM004173
ENSMODP00000002401	SINCAM922490
ENSMODP00000002404	SINCAM002334
ENSMODP00000002406	SINCAM000196
ENSMODP00000002413	SINCAM005521
ENSMODP00000002414	SINCAM900029
ENSMODP00000002416	SINCAM002332
ENSMODP00000002419	SINCAM922623
ENSMODP00000002420	SINCAM003821
ENSMODP00000002423	SINCAM005431
ENSMODP00000002424	SINCAM922487
ENSMODP00000002425	SINCAM012527
ENSMODP00000002427	SINCAM920581
ENSMODP00000002430	SINCAM922668
ENSMODP00000002432	SINCAM922489
ENSMODP00000002433	SINCAM008052
ENSMODP00000002434	SINCAM005432
ENSMODP00000002438	SINCAM012529
ENSMODP00000002440	SINCAM014113
ENSMODP00000002441	SINCAM922622
ENSMODP00000002445	SINCAM003820
ENSMODP00000002446	SINCAM008084
ENSMODP00000002447	SINCAM922667
ENSMODP00000002450	SINCAM000197
ENSMODP00000002452	SINCAM013267
ENSMODP00000002455	SINCAM012531
ENSMODP00000002457	SINCAM920607
ENSMODP00000002458	SINCAM920971
ENSMODP00000002461	SINCAM005426
ENSMODP00000002463	SINCAM006034
ENSMODP00000002464	SINCAM920608
ENSMODP00000002465	SINCAM012532
ENSMODP00000002466	SINCAM002005
ENSMODP00000002467	SINCAM900027
ENSMODP00000002469	SINCAM005520
ENSMODP00000002474	SINCAM922194
ENSMODP00000002476	SINCAM002330
ENSMODP00000002477	SINCAM005425
ENSMODP00000002479	SINCAM005456
ENSMODP00000002480	SINCAM012164
ENSMODP00000002481	SINCAM002328
ENSMODP00000002483	SINCAM922195
ENSMODP00000002484	SINCAM922506
ENSMODP00000002486	SINCAM002002
ENSMODP00000002488	SINCAM002327
ENSMODP00000002489	SINCAM003819
ENSMODP00000002490	SINCAM008083
ENSMODP00000002493	SINCAM922478
ENSMODP00000002498	SINCAM002326
ENSMODP00000002501	SINCAM002000
ENSMODP00000002502	SINCAM000199
ENSMODP00000002509	SINCAM900021
ENSMODP00000002510	SINCAM001219
ENSMODP00000002515	SINCAM012163
ENSMODP00000002517	SINCAM001996
ENSMODP00000002521	SINCAM006939
ENSMODP00000002522	SINCAM012166
ENSMODP00000002524	SINCAM005519
ENSMODP00000002532	SINCAM005518
ENSMODP00000002533	SINCAM005792
ENSMODP00000002537	SINCAM004170
ENSMODP00000002540	SINCAM006936
ENSMODP00000002547	SINCAM012604
ENSMODP00000002550	SINCAM004169
ENSMODP00000002551	SINCAM002118
ENSMODP00000002552	SINCAM003818
ENSMODP00000002554	SINCAM012169
ENSMODP00000002559	SINCAM900023
ENSMODP00000002560	SINCAM003817
ENSMODP00000002561	SINCAM005709
ENSMODP00000002562	SINCAM003666
ENSMODP00000002564	SINCAM005457
ENSMODP00000002565	SINCAM001220
ENSMODP00000002568	SINCAM002119
ENSMODP00000002569	SINCAM005458
ENSMODP00000002572	SINCAM012170
ENSMODP00000002577	SINCAM005708
ENSMODP00000002583	SINCAM012201
ENSMODP00000002585	SINCAM012605
ENSMODP00000002590	SINCAM922666
ENSMODP00000002596	SINCAM900082
ENSMODP00000002597	SINCAM012565
ENSMODP00000002598	SINCAM002120
ENSMODP00000002601	SINCAM003021
ENSMODP00000002602	SINCAM012564
ENSMODP00000002603	SINCAM922499
ENSMODP00000002604	SINCAM003020
ENSMODP00000002608	SINCAM003116
ENSMODP00000002609	SINCAM013131
ENSMODP00000002613	SINCAM920895
ENSMODP00000002615	SINCAM012183
ENSMODP00000002617	SINCAM000203
ENSMODP00000002618	SINCAM012200
ENSMODP00000002621	SINCAM003117
ENSMODP00000002623	SINCAM012184
ENSMODP00000002624	SINCAM004159
ENSMODP00000002626	SINCAM012563
ENSMODP00000002628	SINCAM005706
ENSMODP00000002629	SINCAM003816
ENSMODP00000002630	SINCAM002325
ENSMODP00000002631	SINCAM010553
ENSMODP00000002633	SINCAM920459
ENSMODP00000002637	SINCAM008079
ENSMODP00000002639	SINCAM012562
ENSMODP00000002640	SINCAM010554
ENSMODP00000002642	SINCAM921256
ENSMODP00000002643	SINCAM010427
ENSMODP00000002644	SINCAM003815
ENSMODP00000002646	SINCAM000204
ENSMODP00000002647	SINCAM008078
ENSMODP00000002648	SINCAM014561
ENSMODP00000002650	SINCAM002322
ENSMODP00000002653	SINCAM010426
ENSMODP00000002654	SINCAM012561
ENSMODP00000002655	SINCAM012198
ENSMODP00000002656	SINCAM001065
ENSMODP00000002660	SINCAM010425
ENSMODP00000002662	SINCAM003636
ENSMODP00000002663	SINCAM012185
ENSMODP00000002664	SINCAM002320
ENSMODP00000002667	SINCAM005704
ENSMODP00000002668	SINCAM006934
ENSMODP00000002675	SINCAM013130
ENSMODP00000002676	SINCAM922512
ENSMODP00000002677	SINCAM008077
ENSMODP00000002679	SINCAM010424
ENSMODP00000002680	SINCAM003814
ENSMODP00000002683	SINCAM004251
ENSMODP00000002685	SINCAM005703
ENSMODP00000002686	SINCAM008076
ENSMODP00000002689	SINCAM005462
ENSMODP00000002690	SINCAM008075
ENSMODP00000002692	SINCAM920919
ENSMODP00000002694	SINCAM012560
ENSMODP00000002697	SINCAM010423
ENSMODP00000002701	SINCAM003812
ENSMODP00000002702	SINCAM921257
ENSMODP00000002705	SINCAM013128
ENSMODP00000002706	SINCAM920868
ENSMODP00000002707	SINCAM012494
ENSMODP00000002708	SINCAM008074
ENSMODP00000002709	SINCAM004163
ENSMODP00000002711	SINCAM001672
ENSMODP00000002721	SINCAM005701
ENSMODP00000002722	SINCAM923104
ENSMODP00000002723	SINCAM010731
ENSMODP00000002729	SINCAM005463
ENSMODP00000002731	SINCAM008073
ENSMODP00000002733	SINCAM001067
ENSMODP00000002740	SINCAM922170
ENSMODP00000002741	SINCAM010697
ENSMODP00000002743	SINCAM004728
ENSMODP00000002745	SINCAM003810
ENSMODP00000002747	SINCAM013127
ENSMODP00000002749	SINCAM922181
ENSMODP00000002755	SINCAM000177
ENSMODP00000002757	SINCAM005464
ENSMODP00000002763	SINCAM922851
ENSMODP00000002765	SINCAM006932
ENSMODP00000002766	SINCAM010303
ENSMODP00000002767	SINCAM921883
ENSMODP00000002770	SINCAM005294
ENSMODP00000002771	SINCAM011363
ENSMODP00000002775	SINCAM002319
ENSMODP00000002778	SINCAM004162
ENSMODP00000002780	SINCAM006929
ENSMODP00000002782	SINCAM010696
ENSMODP00000002784	SINCAM922060
ENSMODP00000002787	SINCAM016171
ENSMODP00000002789	SINCAM005700
ENSMODP00000002792	SINCAM007782
ENSMODP00000002793	SINCAM920920
ENSMODP00000002795	SINCAM002317
ENSMODP00000002798	SINCAM004730
ENSMODP00000002800	SINCAM008070
ENSMODP00000002801	SINCAM002175
ENSMODP00000002803	SINCAM002316
ENSMODP00000002804	SINCAM010479
ENSMODP00000002806	SINCAM009314
ENSMODP00000002810	SINCAM004165
ENSMODP00000002813	SINCAM920680
ENSMODP00000002815	SINCAM001674
ENSMODP00000002816	SINCAM005296
ENSMODP00000002817	SINCAM010728
ENSMODP00000002824	SINCAM921629
ENSMODP00000002826	SINCAM013126
ENSMODP00000002833	SINCAM006928
ENSMODP00000002834	SINCAM005297
ENSMODP00000002842	SINCAM004732
ENSMODP00000002847	SINCAM006927
ENSMODP00000002848	SINCAM922134
ENSMODP00000002849	SINCAM000176
ENSMODP00000002853	SINCAM002121
ENSMODP00000002854	SINCAM005698
ENSMODP00000002855	SINCAM006926
ENSMODP00000002857	SINCAM922133
ENSMODP00000002858	SINCAM010898
ENSMODP00000002860	SINCAM005665
ENSMODP00000002862	SINCAM009955
ENSMODP00000002863	SINCAM005298
ENSMODP00000002869	SINCAM920921
ENSMODP00000002870	SINCAM002122
ENSMODP00000002873	SINCAM012512
ENSMODP00000002874	SINCAM005299
ENSMODP00000002875	SINCAM004164
ENSMODP00000002876	SINCAM922310
ENSMODP00000002877	SINCAM001929
ENSMODP00000002878	SINCAM014427
ENSMODP00000002880	SINCAM900043
ENSMODP00000002881	SINCAM008067
ENSMODP00000002886	SINCAM012511
ENSMODP00000002887	SINCAM009169
ENSMODP00000002889	SINCAM000174
ENSMODP00000002892	SINCAM004167
ENSMODP00000002894	SINCAM005300
ENSMODP00000002895	SINCAM008066
ENSMODP00000002896	SINCAM009703
ENSMODP00000002898	SINCAM005664
ENSMODP00000002900	SINCAM921938
ENSMODP00000002901	SINCAM014476
ENSMODP00000002903	SINCAM004733
ENSMODP00000002905	SINCAM922671
ENSMODP00000002910	SINCAM005472
ENSMODP00000002914	SINCAM900045
ENSMODP00000002917	SINCAM005471
ENSMODP00000002918	SINCAM012510
ENSMODP00000002919	SINCAM009702
ENSMODP00000002922	SINCAM009701
ENSMODP00000002923	SINCAM004736
ENSMODP00000002924	SINCAM900048
ENSMODP00000002934	SINCAM010478
ENSMODP00000002937	SINCAM005469
ENSMODP00000002941	SINCAM016869
ENSMODP00000002945	SINCAM009697
ENSMODP00000002946	SINCAM009170
ENSMODP00000002948	SINCAM900050
ENSMODP00000002952	SINCAM010435
ENSMODP00000002955	SINCAM920962
ENSMODP00000002956	SINCAM005468
ENSMODP00000002957	SINCAM014473
ENSMODP00000002960	SINCAM004737
ENSMODP00000002962	SINCAM000172
ENSMODP00000002963	SINCAM012509
ENSMODP00000002965	SINCAM920684
ENSMODP00000002968	SINCAM921370
ENSMODP00000002970	SINCAM010805
ENSMODP00000002971	SINCAM010429
ENSMODP00000002972	SINCAM004738
ENSMODP00000002973	SINCAM922869
ENSMODP00000002975	SINCAM009171
ENSMODP00000002978	SINCAM005022
ENSMODP00000002979	SINCAM920683
ENSMODP00000002985	SINCAM920682
ENSMODP00000002986	SINCAM012507
ENSMODP00000002988	SINCAM005467
ENSMODP00000002989	SINCAM009173
ENSMODP00000002994	SINCAM005489
ENSMODP00000002996	SINCAM921271
ENSMODP00000002997	SINCAM922672
ENSMODP00000002999	SINCAM005023
ENSMODP00000003000	SINCAM009177
ENSMODP00000003002	SINCAM001675
ENSMODP00000003004	SINCAM000171
ENSMODP00000003005	SINCAM005024
ENSMODP00000003008	SINCAM015917
ENSMODP00000003010	SINCAM013118
ENSMODP00000003011	SINCAM010430
ENSMODP00000003013	SINCAM004741
ENSMODP00000003014	SINCAM004208
ENSMODP00000003015	SINCAM005488
ENSMODP00000003016	SINCAM922962
ENSMODP00000003017	SINCAM012181
ENSMODP00000003018	SINCAM009570
ENSMODP00000003021	SINCAM001765
ENSMODP00000003023	SINCAM004209
ENSMODP00000003025	SINCAM920837
ENSMODP00000003026	SINCAM017915
ENSMODP00000003030	SINCAM004742
ENSMODP00000003037	SINCAM920961
ENSMODP00000003039	SINCAM920927
ENSMODP00000003041	SINCAM004743
ENSMODP00000003046	SINCAM006925
ENSMODP00000003053	SINCAM922673
ENSMODP00000003054	SINCAM009181
ENSMODP00000003055	SINCAM004210
ENSMODP00000003057	SINCAM012179
ENSMODP00000003060	SINCAM007037
ENSMODP00000003063	SINCAM002768
ENSMODP00000003064	SINCAM012506
ENSMODP00000003066	SINCAM920926
ENSMODP00000003069	SINCAM920960
ENSMODP00000003070	SINCAM002766
ENSMODP00000003075	SINCAM008658
ENSMODP00000003077	SINCAM008501
ENSMODP00000003079	SINCAM920881
ENSMODP00000003085	SINCAM922508
ENSMODP00000003088	SINCAM920828
ENSMODP00000003089	SINCAM003330
ENSMODP00000003093	SINCAM005662
ENSMODP00000003094	SINCAM004746
ENSMODP00000003096	SINCAM005333
ENSMODP00000003097	SINCAM007038
ENSMODP00000003098	SINCAM010414
ENSMODP00000003102	SINCAM013590
ENSMODP00000003103	SINCAM900053
ENSMODP00000003104	SINCAM011567
ENSMODP00000003105	SINCAM005661
ENSMODP00000003109	SINCAM003770
ENSMODP00000003111	SINCAM012505
ENSMODP00000003112	SINCAM009175
ENSMODP00000003113	SINCAM921716
ENSMODP00000003119	SINCAM003858
ENSMODP00000003122	SINCAM008500
ENSMODP00000003127	SINCAM009198
ENSMODP00000003128	SINCAM014468
ENSMODP00000003129	SINCAM004212
ENSMODP00000003134	SINCAM005660
ENSMODP00000003136	SINCAM009176
ENSMODP00000003138	SINCAM900054
ENSMODP00000003139	SINCAM017594
ENSMODP00000003141	SINCAM004213
ENSMODP00000003142	SINCAM004747
ENSMODP00000003143	SINCAM008499
ENSMODP00000003144	SINCAM922183
ENSMODP00000003145	SINCAM005388
ENSMODP00000003148	SINCAM005659
ENSMODP00000003149	SINCAM920584
ENSMODP00000003150	SINCAM009183
ENSMODP00000003152	SINCAM004205
ENSMODP00000003153	SINCAM014474
ENSMODP00000003154	SINCAM001698
ENSMODP00000003155	SINCAM011815
ENSMODP00000003157	SINCAM010412
ENSMODP00000003158	SINCAM002133
ENSMODP00000003162	SINCAM003859
ENSMODP00000003163	SINCAM900122
ENSMODP00000003164	SINCAM001070
ENSMODP00000003165	SINCAM003860
ENSMODP00000003166	SINCAM920554
ENSMODP00000003167	SINCAM001677
ENSMODP00000003168	SINCAM004748
ENSMODP00000003171	SINCAM010026
ENSMODP00000003174	SINCAM011846
ENSMODP00000003179	SINCAM004750
ENSMODP00000003182	SINCAM003861
ENSMODP00000003185	SINCAM013853
ENSMODP00000003187	SINCAM921916
ENSMODP00000003190	SINCAM005452
ENSMODP00000003191	SINCAM003826
ENSMODP00000003192	SINCAM012583
ENSMODP00000003193	SINCAM012035
ENSMODP00000003194	SINCAM010415
ENSMODP00000003196	SINCAM000804
ENSMODP00000003199	SINCAM012585
ENSMODP00000003203	SINCAM007042
ENSMODP00000003204	SINCAM920553
ENSMODP00000003205	SINCAM005475
ENSMODP00000003212	SINCAM000169
ENSMODP00000003213	SINCAM011433
ENSMODP00000003215	SINCAM920915
ENSMODP00000003217	SINCAM004751
ENSMODP00000003218	SINCAM012034
ENSMODP00000003221	SINCAM013593
ENSMODP00000003222	SINCAM006459
ENSMODP00000003223	SINCAM010416
ENSMODP00000003226	SINCAM006458
ENSMODP00000003227	SINCAM013850
ENSMODP00000003228	SINCAM006986
ENSMODP00000003230	SINCAM012587
ENSMODP00000003236	SINCAM000055
ENSMODP00000003239	SINCAM013847
ENSMODP00000003240	SINCAM012588
ENSMODP00000003245	SINCAM010433
ENSMODP00000003246	SINCAM013283
ENSMODP00000003247	SINCAM921843
ENSMODP00000003248	SINCAM008497
ENSMODP00000003252	SINCAM006987
ENSMODP00000003253	SINCAM011828
ENSMODP00000003255	SINCAM013281
ENSMODP00000003256	SINCAM920924
ENSMODP00000003262	SINCAM002123
ENSMODP00000003263	SINCAM012590
ENSMODP00000003264	SINCAM006985
ENSMODP00000003265	SINCAM003863
ENSMODP00000003267	SINCAM011827
ENSMODP00000003270	SINCAM008126
ENSMODP00000003272	SINCAM006984
ENSMODP00000003274	SINCAM922190
ENSMODP00000003275	SINCAM010370
ENSMODP00000003278	SINCAM009336
ENSMODP00000003280	SINCAM005474
ENSMODP00000003284	SINCAM012551
ENSMODP00000003285	SINCAM923014
ENSMODP00000003288	SINCAM008495
ENSMODP00000003290	SINCAM000954
ENSMODP00000003292	SINCAM012516
ENSMODP00000003293	SINCAM923013
ENSMODP00000003294	SINCAM001679
ENSMODP00000003296	SINCAM006982
ENSMODP00000003297	SINCAM001024
ENSMODP00000003299	SINCAM013279
ENSMODP00000003302	SINCAM001680
ENSMODP00000003304	SINCAM000049
ENSMODP00000003305	SINCAM921215
ENSMODP00000003308	SINCAM006981
ENSMODP00000003309	SINCAM009695
ENSMODP00000003311	SINCAM008494
ENSMODP00000003317	SINCAM003982
ENSMODP00000003320	SINCAM003983
ENSMODP00000003323	SINCAM011816
ENSMODP00000003325	SINCAM000048
ENSMODP00000003329	SINCAM009693
ENSMODP00000003331	SINCAM004673
ENSMODP00000003334	SINCAM004111
ENSMODP00000003336	SINCAM010422
ENSMODP00000003337	SINCAM900017
ENSMODP00000003339	SINCAM003809
ENSMODP00000003351	SINCAM000957
ENSMODP00000003352	SINCAM011783
ENSMODP00000003353	SINCAM005301
ENSMODP00000003354	SINCAM922180
ENSMODP00000003356	SINCAM004674
ENSMODP00000003358	SINCAM013745
ENSMODP00000003364	SINCAM900018
ENSMODP00000003365	SINCAM005122
ENSMODP00000003368	SINCAM007664
ENSMODP00000003369	SINCAM001026
ENSMODP00000003371	SINCAM013744
ENSMODP00000003372	SINCAM010418
ENSMODP00000003376	SINCAM004675
ENSMODP00000003384	SINCAM006805
ENSMODP00000003385	SINCAM010460
ENSMODP00000003387	SINCAM010432
ENSMODP00000003388	SINCAM010304
ENSMODP00000003389	SINCAM007663
ENSMODP00000003391	SINCAM004642
ENSMODP00000003392	SINCAM003984
ENSMODP00000003393	SINCAM004676
ENSMODP00000003395	SINCAM001029
ENSMODP00000003396	SINCAM922570
ENSMODP00000003398	SINCAM004677
ENSMODP00000003400	SINCAM005304
ENSMODP00000003401	SINCAM921236
ENSMODP00000003405	SINCAM922179
ENSMODP00000003406	SINCAM000958
ENSMODP00000003407	SINCAM013846
ENSMODP00000003411	SINCAM011784
ENSMODP00000003412	SINCAM001030
ENSMODP00000003416	SINCAM000652
