SINLEJ016576	ENSLOCP00000000004
SINLEJ002771	ENSLOCP00000001614
SINLEJ017857	ENSLOCP00000001616
SINLEJ013826	ENSLOCP00000001616
SINLEJ016376	ENSLOCP00000001617
SINLEJ006358	ENSLOCP00000001619
SINLEJ011865	ENSLOCP00000001621
SINLEJ000389	ENSLOCP00000001622
SINLEJ014262	ENSLOCP00000001622
SINLEJ013252	ENSLOCP00000001626
SINLEJ009262	ENSLOCP00000001634
SINLEJ009264	ENSLOCP00000001634
SINLEJ003944	ENSLOCP00000001637
SINLEJ018987	ENSLOCP00000001638
SINLEJ019295	ENSLOCP00000001638
SINLEJ008483	ENSLOCP00000001639
SINLEJ002888	ENSLOCP00000001647
SINLEJ012874	ENSLOCP00000001649
SINLEJ017553	ENSLOCP00000001651
SINLEJ017555	ENSLOCP00000001651
SINLEJ013018	ENSLOCP00000001652
SINLEJ013651	ENSLOCP00000001653
SINLEJ001250	ENSLOCP00000001653
SINLEJ600482	ENSLOCP00000001657
SINLEJ004148	ENSLOCP00000001660
SINLEJ019116	ENSLOCP00000001660
SINLEJ005701	ENSLOCP00000001662
SINLEJ005702	ENSLOCP00000001662
SINLEJ000732	ENSLOCP00000001672
SINLEJ018278	ENSLOCP00000001673
SINLEJ006678	ENSLOCP00000001676
SINLEJ016338	ENSLOCP00000001676
SINLEJ006210	ENSLOCP00000001679
SINLEJ014811	ENSLOCP00000001680
SINLEJ018647	ENSLOCP00000001680
SINLEJ018312	ENSLOCP00000001681
SINLEJ009272	ENSLOCP00000001683
SINLEJ016832	ENSLOCP00000001686
SINLEJ017392	ENSLOCP00000001686
SINLEJ015249	ENSLOCP00000001687
SINLEJ006887	ENSLOCP00000001687
SINLEJ018792	ENSLOCP00000001689
SINLEJ007265	ENSLOCP00000001689
SINLEJ018053	ENSLOCP00000001692
SINLEJ003804	ENSLOCP00000001693
SINLEJ003805	ENSLOCP00000001693
SINLEJ011169	ENSLOCP00000001698
SINLEJ010953	ENSLOCP00000001699
SINLEJ006084	ENSLOCP00000001700
SINLEJ006362	ENSLOCP00000001701
SINLEJ007637	ENSLOCP00000001702
SINLEJ007638	ENSLOCP00000001702
SINLEJ005135	ENSLOCP00000001703
SINLEJ016265	ENSLOCP00000001710
SINLEJ007636	ENSLOCP00000001712
SINLEJ014015	ENSLOCP00000001714
SINLEJ009355	ENSLOCP00000001714
SINLEJ011788	ENSLOCP00000001716
SINLEJ016811	ENSLOCP00000001719
SINLEJ006365	ENSLOCP00000001722
SINLEJ005670	ENSLOCP00000001723
SINLEJ003689	ENSLOCP00000001726
SINLEJ007635	ENSLOCP00000001730
SINLEJ007634	ENSLOCP00000001730
SINLEJ013478	ENSLOCP00000001733
SINLEJ015329	ENSLOCP00000001736
SINLEJ003212	ENSLOCP00000001736
SINLEJ015044	ENSLOCP00000001740
SINLEJ016006	ENSLOCP00000001744
SINLEJ007633	ENSLOCP00000001745
SINLEJ012965	ENSLOCP00000001747
SINLEJ005671	ENSLOCP00000001751
SINLEJ002958	ENSLOCP00000001755
SINLEJ014596	ENSLOCP00000001755
SINLEJ011170	ENSLOCP00000001756
SINLEJ017111	ENSLOCP00000001756
SINLEJ009986	ENSLOCP00000001757
SINLEJ003881	ENSLOCP00000001761
SINLEJ000824	ENSLOCP00000001763
SINLEJ008162	ENSLOCP00000001764
SINLEJ010375	ENSLOCP00000001768
SINLEJ003442	ENSLOCP00000001768
SINLEJ010959	ENSLOCP00000001770
SINLEJ009029	ENSLOCP00000001770
SINLEJ004288	ENSLOCP00000001772
SINLEJ010007	ENSLOCP00000001777
SINLEJ011579	ENSLOCP00000001778
SINLEJ011174	ENSLOCP00000001779
SINLEJ017118	ENSLOCP00000001779
SINLEJ013248	ENSLOCP00000001781
SINLEJ007572	ENSLOCP00000001781
SINLEJ017066	ENSLOCP00000001783
SINLEJ003058	ENSLOCP00000001783
SINLEJ010374	ENSLOCP00000001785
SINLEJ600104	ENSLOCP00000001787
SINLEJ007630	ENSLOCP00000001792
SINLEJ012739	ENSLOCP00000001794
SINLEJ002094	ENSLOCP00000001795
SINLEJ002093	ENSLOCP00000001795
SINLEJ015875	ENSLOCP00000001796
SINLEJ010600	ENSLOCP00000001796
SINLEJ001476	ENSLOCP00000001797
SINLEJ010373	ENSLOCP00000001797
SINLEJ011752	ENSLOCP00000001799
SINLEJ003476	ENSLOCP00000001799
SINLEJ013641	ENSLOCP00000001802
SINLEJ010137	ENSLOCP00000001802
SINLEJ017105	ENSLOCP00000001805
SINLEJ003669	ENSLOCP00000001806
SINLEJ014559	ENSLOCP00000001807
SINLEJ600126	ENSLOCP00000001809
SINLEJ600125	ENSLOCP00000001809
SINLEJ017065	ENSLOCP00000001810
SINLEJ014700	ENSLOCP00000001810
SINLEJ009908	ENSLOCP00000001811
SINLEJ000720	ENSLOCP00000001811
SINLEJ000795	ENSLOCP00000001814
SINLEJ014586	ENSLOCP00000001815
SINLEJ005552	ENSLOCP00000001818
SINLEJ008715	ENSLOCP00000001823
SINLEJ008717	ENSLOCP00000001823
SINLEJ004417	ENSLOCP00000001829
SINLEJ004418	ENSLOCP00000001829
SINLEJ012656	ENSLOCP00000001830
SINLEJ010130	ENSLOCP00000001831
SINLEJ010131	ENSLOCP00000001831
SINLEJ001062	ENSLOCP00000001834
SINLEJ003642	ENSLOCP00000001836
SINLEJ014923	ENSLOCP00000001836
SINLEJ006683	ENSLOCP00000001838
SINLEJ015874	ENSLOCP00000001841
SINLEJ014374	ENSLOCP00000001845
SINLEJ005549	ENSLOCP00000001845
SINLEJ016203	ENSLOCP00000001847
SINLEJ014562	ENSLOCP00000001848
SINLEJ003063	ENSLOCP00000001852
SINLEJ003062	ENSLOCP00000001852
SINLEJ001216	ENSLOCP00000001854
SINLEJ015872	ENSLOCP00000001861
SINLEJ015873	ENSLOCP00000001861
SINLEJ003644	ENSLOCP00000001865
SINLEJ014920	ENSLOCP00000001865
SINLEJ007348	ENSLOCP00000001866
SINLEJ015023	ENSLOCP00000001867
SINLEJ002166	ENSLOCP00000001868
SINLEJ007076	ENSLOCP00000001869
SINLEJ017108	ENSLOCP00000001869
SINLEJ008723	ENSLOCP00000001871
SINLEJ008725	ENSLOCP00000001871
SINLEJ005548	ENSLOCP00000001873
SINLEJ004606	ENSLOCP00000001875
SINLEJ004605	ENSLOCP00000001875
SINLEJ006795	ENSLOCP00000001880
SINLEJ008558	ENSLOCP00000001880
SINLEJ012731	ENSLOCP00000001882
SINLEJ012736	ENSLOCP00000001882
SINLEJ012589	ENSLOCP00000001883
SINLEJ003064	ENSLOCP00000001883
SINLEJ012114	ENSLOCP00000001885
SINLEJ010504	ENSLOCP00000001886
SINLEJ011511	ENSLOCP00000001889
SINLEJ016675	ENSLOCP00000001890
SINLEJ005497	ENSLOCP00000001893
SINLEJ600303	ENSLOCP00000001896
SINLEJ001646	ENSLOCP00000001896
SINLEJ012995	ENSLOCP00000001898
SINLEJ012869	ENSLOCP00000001899
SINLEJ011510	ENSLOCP00000001903
SINLEJ011450	ENSLOCP00000001904
SINLEJ008224	ENSLOCP00000001904
SINLEJ016293	ENSLOCP00000001906
SINLEJ003869	ENSLOCP00000001906
SINLEJ011299	ENSLOCP00000001907
SINLEJ011300	ENSLOCP00000001907
SINLEJ003771	ENSLOCP00000001908
SINLEJ005120	ENSLOCP00000001909
SINLEJ005454	ENSLOCP00000001915
SINLEJ006784	ENSLOCP00000001915
SINLEJ015871	ENSLOCP00000001918
SINLEJ004120	ENSLOCP00000001918
SINLEJ016603	ENSLOCP00000001923
SINLEJ011792	ENSLOCP00000001924
SINLEJ004899	ENSLOCP00000001925
SINLEJ005318	ENSLOCP00000001927
SINLEJ015135	ENSLOCP00000001934
SINLEJ003647	ENSLOCP00000001937
SINLEJ014917	ENSLOCP00000001937
SINLEJ005556	ENSLOCP00000001939
SINLEJ005557	ENSLOCP00000001939
SINLEJ002806	ENSLOCP00000001940
SINLEJ012877	ENSLOCP00000001942
SINLEJ008235	ENSLOCP00000001944
SINLEJ017363	ENSLOCP00000001945
SINLEJ600301	ENSLOCP00000001946
SINLEJ600302	ENSLOCP00000001946
SINLEJ007131	ENSLOCP00000001950
SINLEJ014932	ENSLOCP00000001951
SINLEJ003633	ENSLOCP00000001951
SINLEJ008653	ENSLOCP00000001952
SINLEJ005157	ENSLOCP00000001953
SINLEJ016213	ENSLOCP00000001953
SINLEJ014423	ENSLOCP00000001954
SINLEJ000079	ENSLOCP00000001955
SINLEJ000065	ENSLOCP00000001955
SINLEJ008104	ENSLOCP00000001957
SINLEJ014824	ENSLOCP00000001959
SINLEJ013982	ENSLOCP00000001959
SINLEJ009809	ENSLOCP00000001960
SINLEJ013959	ENSLOCP00000001961
SINLEJ015870	ENSLOCP00000001962
SINLEJ010765	ENSLOCP00000001962
SINLEJ009666	ENSLOCP00000001964
SINLEJ009664	ENSLOCP00000001964
SINLEJ003034	ENSLOCP00000001966
SINLEJ009864	ENSLOCP00000001969
SINLEJ003761	ENSLOCP00000001970
SINLEJ010992	ENSLOCP00000001972
SINLEJ007367	ENSLOCP00000001972
SINLEJ013709	ENSLOCP00000001974
SINLEJ006694	ENSLOCP00000001974
SINLEJ016759	ENSLOCP00000001976
SINLEJ001215	ENSLOCP00000001976
SINLEJ005774	ENSLOCP00000001978
SINLEJ014387	ENSLOCP00000001978
SINLEJ013939	ENSLOCP00000001981
SINLEJ008869	ENSLOCP00000001981
SINLEJ012206	ENSLOCP00000001982
SINLEJ004612	ENSLOCP00000001983
SINLEJ004613	ENSLOCP00000001983
SINLEJ014568	ENSLOCP00000001984
SINLEJ008234	ENSLOCP00000001985
SINLEJ016981	ENSLOCP00000001985
SINLEJ017765	ENSLOCP00000001986
SINLEJ019311	ENSLOCP00000001988
SINLEJ018533	ENSLOCP00000001988
SINLEJ019401	ENSLOCP00000001990
SINLEJ012574	ENSLOCP00000001993
SINLEJ003066	ENSLOCP00000001993
SINLEJ009663	ENSLOCP00000001994
SINLEJ013215	ENSLOCP00000001995
SINLEJ011855	ENSLOCP00000001998
SINLEJ013981	ENSLOCP00000001998
SINLEJ014367	ENSLOCP00000001999
SINLEJ001371	ENSLOCP00000002003
SINLEJ017860	ENSLOCP00000002004
SINLEJ017679	ENSLOCP00000002004
SINLEJ012456	ENSLOCP00000002006
SINLEJ016985	ENSLOCP00000002008
SINLEJ011527	ENSLOCP00000002010
SINLEJ012576	ENSLOCP00000002011
SINLEJ011224	ENSLOCP00000002014
SINLEJ009308	ENSLOCP00000002014
SINLEJ017046	ENSLOCP00000002015
SINLEJ600314	ENSLOCP00000002020
SINLEJ009853	ENSLOCP00000002022
SINLEJ006029	ENSLOCP00000002023
SINLEJ600128	ENSLOCP00000002024
SINLEJ013931	ENSLOCP00000002032
SINLEJ004119	ENSLOCP00000002034
SINLEJ004116	ENSLOCP00000002034
SINLEJ019367	ENSLOCP00000002037
SINLEJ019384	ENSLOCP00000002039
SINLEJ019057	ENSLOCP00000002039
SINLEJ001706	ENSLOCP00000002040
SINLEJ010390	ENSLOCP00000002040
SINLEJ001874	ENSLOCP00000002045
SINLEJ008081	ENSLOCP00000002046
SINLEJ008080	ENSLOCP00000002046
SINLEJ018302	ENSLOCP00000002047
SINLEJ008208	ENSLOCP00000002048
SINLEJ017433	ENSLOCP00000002048
SINLEJ001765	ENSLOCP00000002053
SINLEJ001766	ENSLOCP00000002053
SINLEJ011526	ENSLOCP00000002054
SINLEJ006538	ENSLOCP00000002057
SINLEJ006540	ENSLOCP00000002057
SINLEJ006861	ENSLOCP00000002058
SINLEJ015220	ENSLOCP00000002058
SINLEJ004429	ENSLOCP00000002059
SINLEJ004430	ENSLOCP00000002059
SINLEJ016794	ENSLOCP00000002060
SINLEJ011869	ENSLOCP00000002061
SINLEJ014827	ENSLOCP00000002061
SINLEJ005801	ENSLOCP00000002063
SINLEJ019246	ENSLOCP00000002063
SINLEJ012872	ENSLOCP00000002064
SINLEJ014343	ENSLOCP00000002065
SINLEJ005712	ENSLOCP00000002065
SINLEJ011194	ENSLOCP00000002068
SINLEJ011193	ENSLOCP00000002068
SINLEJ013363	ENSLOCP00000002069
SINLEJ013362	ENSLOCP00000002069
SINLEJ008511	ENSLOCP00000002075
SINLEJ001704	ENSLOCP00000002077
SINLEJ013469	ENSLOCP00000002078
SINLEJ017802	ENSLOCP00000002078
SINLEJ016044	ENSLOCP00000002080
SINLEJ011524	ENSLOCP00000002082
SINLEJ600012	ENSLOCP00000002084
SINLEJ600013	ENSLOCP00000002084
SINLEJ011509	ENSLOCP00000002086
SINLEJ014888	ENSLOCP00000002087
SINLEJ017714	ENSLOCP00000002090
SINLEJ017600	ENSLOCP00000002091
SINLEJ000707	ENSLOCP00000002092
SINLEJ019141	ENSLOCP00000002093
SINLEJ000100	ENSLOCP00000002093
SINLEJ013265	ENSLOCP00000002094
SINLEJ018444	ENSLOCP00000002094
SINLEJ016449	ENSLOCP00000002095
SINLEJ001703	ENSLOCP00000002096
SINLEJ010389	ENSLOCP00000002096
SINLEJ008535	ENSLOCP00000002099
SINLEJ000206	ENSLOCP00000002101
SINLEJ000201	ENSLOCP00000002101
SINLEJ012864	ENSLOCP00000002105
SINLEJ004287	ENSLOCP00000002107
SINLEJ006472	ENSLOCP00000002107
SINLEJ008121	ENSLOCP00000002109
SINLEJ010316	ENSLOCP00000002110
SINLEJ003846	ENSLOCP00000002112
SINLEJ008621	ENSLOCP00000002113
SINLEJ016909	ENSLOCP00000002115
SINLEJ004299	ENSLOCP00000002119
SINLEJ013408	ENSLOCP00000002120
SINLEJ013407	ENSLOCP00000002120
SINLEJ003113	ENSLOCP00000002129
SINLEJ017576	ENSLOCP00000002129
SINLEJ009653	ENSLOCP00000002132
SINLEJ009654	ENSLOCP00000002132
SINLEJ007458	ENSLOCP00000002134
SINLEJ016430	ENSLOCP00000002135
SINLEJ001702	ENSLOCP00000002136
SINLEJ009032	ENSLOCP00000002136
SINLEJ000508	ENSLOCP00000002141
SINLEJ012837	ENSLOCP00000002141
SINLEJ017138	ENSLOCP00000002142
SINLEJ005542	ENSLOCP00000002144
SINLEJ003120	ENSLOCP00000002145
SINLEJ014506	ENSLOCP00000002146
SINLEJ006541	ENSLOCP00000002147
SINLEJ600033	ENSLOCP00000002148
SINLEJ000212	ENSLOCP00000002153
SINLEJ011070	ENSLOCP00000002157
SINLEJ009135	ENSLOCP00000002157
SINLEJ011577	ENSLOCP00000002158
SINLEJ005543	ENSLOCP00000002159
SINLEJ007576	ENSLOCP00000002160
SINLEJ007583	ENSLOCP00000002160
SINLEJ016919	ENSLOCP00000002162
SINLEJ016916	ENSLOCP00000002162
SINLEJ014505	ENSLOCP00000002163
SINLEJ010491	ENSLOCP00000002167
SINLEJ015909	ENSLOCP00000002169
SINLEJ017471	ENSLOCP00000002172
SINLEJ011679	ENSLOCP00000002176
SINLEJ011331	ENSLOCP00000002177
SINLEJ009208	ENSLOCP00000002178
SINLEJ001937	ENSLOCP00000002179
SINLEJ014273	ENSLOCP00000002183
SINLEJ600322	ENSLOCP00000002184
SINLEJ003412	ENSLOCP00000002184
SINLEJ019447	ENSLOCP00000002185
SINLEJ010961	ENSLOCP00000002186
SINLEJ008744	ENSLOCP00000002188
SINLEJ013042	ENSLOCP00000002188
SINLEJ005523	ENSLOCP00000002190
SINLEJ005524	ENSLOCP00000002190
SINLEJ017719	ENSLOCP00000002191
SINLEJ017718	ENSLOCP00000002191
SINLEJ004400	ENSLOCP00000002192
SINLEJ013079	ENSLOCP00000002195
SINLEJ009456	ENSLOCP00000002197
SINLEJ008616	ENSLOCP00000002198
SINLEJ008617	ENSLOCP00000002198
SINLEJ002972	ENSLOCP00000002201
SINLEJ006836	ENSLOCP00000002202
SINLEJ019360	ENSLOCP00000002206
SINLEJ004395	ENSLOCP00000002207
SINLEJ004398	ENSLOCP00000002207
SINLEJ014455	ENSLOCP00000002211
SINLEJ012836	ENSLOCP00000002213
SINLEJ009136	ENSLOCP00000002214
SINLEJ016942	ENSLOCP00000002215
SINLEJ016941	ENSLOCP00000002215
SINLEJ011337	ENSLOCP00000002216
SINLEJ017602	ENSLOCP00000002218
SINLEJ017601	ENSLOCP00000002218
SINLEJ013381	ENSLOCP00000002219
SINLEJ013379	ENSLOCP00000002219
SINLEJ013374	ENSLOCP00000002223
SINLEJ013373	ENSLOCP00000002223
SINLEJ004796	ENSLOCP00000002224
SINLEJ003413	ENSLOCP00000002224
SINLEJ011893	ENSLOCP00000002226
SINLEJ004393	ENSLOCP00000002226
SINLEJ018905	ENSLOCP00000002227
SINLEJ018906	ENSLOCP00000002227
SINLEJ005782	ENSLOCP00000002229
SINLEJ005783	ENSLOCP00000002229
SINLEJ008126	ENSLOCP00000002232
SINLEJ016873	ENSLOCP00000002232
SINLEJ008508	ENSLOCP00000002233
SINLEJ010729	ENSLOCP00000002242
SINLEJ010730	ENSLOCP00000002242
SINLEJ012073	ENSLOCP00000002244
SINLEJ006741	ENSLOCP00000002245
SINLEJ008507	ENSLOCP00000002245
SINLEJ011864	ENSLOCP00000002246
SINLEJ015625	ENSLOCP00000002247
SINLEJ005299	ENSLOCP00000002247
SINLEJ017394	ENSLOCP00000002249
SINLEJ016814	ENSLOCP00000002250
SINLEJ017970	ENSLOCP00000002250
SINLEJ011565	ENSLOCP00000002252
SINLEJ011564	ENSLOCP00000002252
SINLEJ009217	ENSLOCP00000002254
SINLEJ014786	ENSLOCP00000002254
SINLEJ005949	ENSLOCP00000002262
SINLEJ005944	ENSLOCP00000002262
SINLEJ009999	ENSLOCP00000002265
SINLEJ000143	ENSLOCP00000002265
SINLEJ008885	ENSLOCP00000002274
SINLEJ008886	ENSLOCP00000002274
SINLEJ004154	ENSLOCP00000002279
SINLEJ012903	ENSLOCP00000002279
SINLEJ600321	ENSLOCP00000002280
SINLEJ001381	ENSLOCP00000002280
SINLEJ014705	ENSLOCP00000002281
SINLEJ016850	ENSLOCP00000002283
SINLEJ004699	ENSLOCP00000002286
SINLEJ014185	ENSLOCP00000002294
SINLEJ019222	ENSLOCP00000002298
SINLEJ014338	ENSLOCP00000002301
SINLEJ005651	ENSLOCP00000002303
SINLEJ009133	ENSLOCP00000002304
SINLEJ005302	ENSLOCP00000002304
SINLEJ011755	ENSLOCP00000002305
SINLEJ013477	ENSLOCP00000002305
SINLEJ001387	ENSLOCP00000002306
SINLEJ013050	ENSLOCP00000002308
SINLEJ017122	ENSLOCP00000002308
SINLEJ008440	ENSLOCP00000002309
SINLEJ011208	ENSLOCP00000002309
SINLEJ009352	ENSLOCP00000002311
SINLEJ002726	ENSLOCP00000002316
SINLEJ004290	ENSLOCP00000002317
SINLEJ003779	ENSLOCP00000002320
SINLEJ001390	ENSLOCP00000002323
SINLEJ600408	ENSLOCP00000002323
SINLEJ003730	ENSLOCP00000002327
SINLEJ012884	ENSLOCP00000002328
SINLEJ014186	ENSLOCP00000002328
SINLEJ009923	ENSLOCP00000002329
SINLEJ011529	ENSLOCP00000002331
SINLEJ003778	ENSLOCP00000002331
SINLEJ015148	ENSLOCP00000002334
SINLEJ017158	ENSLOCP00000002337
SINLEJ017584	ENSLOCP00000002337
SINLEJ016247	ENSLOCP00000002338
SINLEJ017376	ENSLOCP00000002338
SINLEJ009351	ENSLOCP00000002339
SINLEJ009349	ENSLOCP00000002339
SINLEJ012678	ENSLOCP00000002340
SINLEJ600268	ENSLOCP00000002341
SINLEJ600407	ENSLOCP00000002341
SINLEJ011279	ENSLOCP00000002344
SINLEJ019415	ENSLOCP00000002347
SINLEJ016504	ENSLOCP00000002349
SINLEJ016047	ENSLOCP00000002350
SINLEJ014558	ENSLOCP00000002350
SINLEJ009626	ENSLOCP00000002351
SINLEJ013072	ENSLOCP00000002353
SINLEJ009381	ENSLOCP00000002353
SINLEJ008238	ENSLOCP00000002354
SINLEJ008620	ENSLOCP00000002354
SINLEJ006015	ENSLOCP00000002355
SINLEJ014547	ENSLOCP00000002355
SINLEJ003365	ENSLOCP00000002357
SINLEJ003366	ENSLOCP00000002357
SINLEJ005650	ENSLOCP00000002359
SINLEJ016446	ENSLOCP00000002359
SINLEJ003627	ENSLOCP00000002360
SINLEJ014939	ENSLOCP00000002360
SINLEJ011117	ENSLOCP00000002363
SINLEJ010885	ENSLOCP00000002364
SINLEJ007795	ENSLOCP00000002366
SINLEJ007802	ENSLOCP00000002366
SINLEJ004090	ENSLOCP00000002369
SINLEJ005687	ENSLOCP00000002371
SINLEJ009633	ENSLOCP00000002372
SINLEJ011508	ENSLOCP00000002376
SINLEJ014757	ENSLOCP00000002378
SINLEJ013272	ENSLOCP00000002380
SINLEJ016248	ENSLOCP00000002380
SINLEJ015141	ENSLOCP00000002381
SINLEJ600131	ENSLOCP00000002382
SINLEJ010788	ENSLOCP00000002382
SINLEJ011563	ENSLOCP00000002387
SINLEJ018311	ENSLOCP00000002387
SINLEJ007804	ENSLOCP00000002389
SINLEJ008657	ENSLOCP00000002391
SINLEJ008656	ENSLOCP00000002391
SINLEJ016659	ENSLOCP00000002393
SINLEJ016609	ENSLOCP00000002393
SINLEJ014758	ENSLOCP00000002394
SINLEJ008156	ENSLOCP00000002395
SINLEJ005683	ENSLOCP00000002396
SINLEJ004369	ENSLOCP00000002401
SINLEJ003359	ENSLOCP00000002403
SINLEJ011278	ENSLOCP00000002404
SINLEJ018205	ENSLOCP00000002407
SINLEJ018206	ENSLOCP00000002407
SINLEJ019336	ENSLOCP00000002410
SINLEJ008654	ENSLOCP00000002410
SINLEJ018577	ENSLOCP00000002414
SINLEJ018692	ENSLOCP00000002414
SINLEJ010541	ENSLOCP00000002416
SINLEJ009082	ENSLOCP00000002417
SINLEJ008243	ENSLOCP00000002419
SINLEJ012666	ENSLOCP00000002420
SINLEJ016041	ENSLOCP00000002421
SINLEJ011866	ENSLOCP00000002422
SINLEJ015551	ENSLOCP00000002423
SINLEJ013134	ENSLOCP00000002423
SINLEJ013997	ENSLOCP00000002425
SINLEJ004137	ENSLOCP00000002426
SINLEJ004136	ENSLOCP00000002426
SINLEJ013518	ENSLOCP00000002429
SINLEJ005711	ENSLOCP00000002431
SINLEJ005709	ENSLOCP00000002431
SINLEJ017472	ENSLOCP00000002432
SINLEJ017475	ENSLOCP00000002432
SINLEJ009219	ENSLOCP00000002433
SINLEJ013955	ENSLOCP00000002433
SINLEJ015111	ENSLOCP00000002434
SINLEJ011642	ENSLOCP00000002440
SINLEJ008708	ENSLOCP00000002441
SINLEJ008341	ENSLOCP00000002442
SINLEJ008595	ENSLOCP00000002442
SINLEJ012104	ENSLOCP00000002443
SINLEJ007730	ENSLOCP00000002443
SINLEJ004034	ENSLOCP00000002447
SINLEJ016422	ENSLOCP00000002447
SINLEJ016272	ENSLOCP00000002448
SINLEJ016271	ENSLOCP00000002448
SINLEJ015109	ENSLOCP00000002450
SINLEJ012680	ENSLOCP00000002450
SINLEJ008710	ENSLOCP00000002451
SINLEJ011116	ENSLOCP00000002451
SINLEJ005653	ENSLOCP00000002459
SINLEJ014395	ENSLOCP00000002459
SINLEJ600307	ENSLOCP00000002460
SINLEJ013785	ENSLOCP00000002460
SINLEJ011641	ENSLOCP00000002461
SINLEJ008707	ENSLOCP00000002462
SINLEJ014613	ENSLOCP00000002467
SINLEJ014363	ENSLOCP00000002467
SINLEJ007745	ENSLOCP00000002469
SINLEJ007744	ENSLOCP00000002469
SINLEJ004135	ENSLOCP00000002471
SINLEJ002876	ENSLOCP00000002471
SINLEJ005501	ENSLOCP00000002472
SINLEJ011147	ENSLOCP00000002474
SINLEJ018909	ENSLOCP00000002481
SINLEJ004348	ENSLOCP00000002482
SINLEJ011242	ENSLOCP00000002485
SINLEJ014625	ENSLOCP00000002487
SINLEJ014624	ENSLOCP00000002487
SINLEJ005134	ENSLOCP00000002488
SINLEJ008529	ENSLOCP00000002490
SINLEJ005335	ENSLOCP00000002491
SINLEJ004031	ENSLOCP00000002492
SINLEJ004032	ENSLOCP00000002492
SINLEJ003635	ENSLOCP00000002496
SINLEJ014930	ENSLOCP00000002496
SINLEJ007729	ENSLOCP00000002501
SINLEJ007728	ENSLOCP00000002501
SINLEJ001192	ENSLOCP00000002505
SINLEJ004518	ENSLOCP00000002505
SINLEJ017113	ENSLOCP00000002507
SINLEJ017120	ENSLOCP00000002507
SINLEJ004030	ENSLOCP00000002508
SINLEJ016714	ENSLOCP00000002511
SINLEJ003363	ENSLOCP00000002512
SINLEJ012145	ENSLOCP00000002512
SINLEJ019260	ENSLOCP00000002515
SINLEJ007816	ENSLOCP00000002516
SINLEJ008701	ENSLOCP00000002516
SINLEJ003025	ENSLOCP00000002520
SINLEJ003024	ENSLOCP00000002520
SINLEJ016380	ENSLOCP00000002521
SINLEJ009338	ENSLOCP00000002523
SINLEJ018828	ENSLOCP00000002523
SINLEJ019427	ENSLOCP00000002524
SINLEJ016147	ENSLOCP00000002524
SINLEJ015022	ENSLOCP00000002525
SINLEJ018166	ENSLOCP00000002525
SINLEJ000662	ENSLOCP00000002528
SINLEJ000659	ENSLOCP00000002528
SINLEJ017978	ENSLOCP00000002529
SINLEJ017979	ENSLOCP00000002529
SINLEJ012101	ENSLOCP00000002530
SINLEJ008057	ENSLOCP00000002533
SINLEJ018017	ENSLOCP00000002533
SINLEJ012119	ENSLOCP00000002537
SINLEJ012118	ENSLOCP00000002537
SINLEJ012078	ENSLOCP00000002538
SINLEJ014269	ENSLOCP00000002538
SINLEJ013812	ENSLOCP00000002541
SINLEJ006334	ENSLOCP00000002541
SINLEJ012045	ENSLOCP00000002549
SINLEJ011248	ENSLOCP00000002550
SINLEJ011247	ENSLOCP00000002550
SINLEJ600032	ENSLOCP00000002552
SINLEJ018616	ENSLOCP00000002553
SINLEJ013376	ENSLOCP00000002553
SINLEJ012197	ENSLOCP00000002556
SINLEJ012879	ENSLOCP00000002558
SINLEJ012878	ENSLOCP00000002558
SINLEJ012989	ENSLOCP00000002560
SINLEJ009343	ENSLOCP00000002560
SINLEJ013926	ENSLOCP00000002561
SINLEJ011134	ENSLOCP00000002562
SINLEJ013925	ENSLOCP00000002562
SINLEJ014326	ENSLOCP00000002563
SINLEJ001644	ENSLOCP00000002565
SINLEJ016290	ENSLOCP00000002568
SINLEJ005528	ENSLOCP00000002568
SINLEJ011775	ENSLOCP00000002569
SINLEJ016134	ENSLOCP00000002572
SINLEJ016135	ENSLOCP00000002572
SINLEJ008059	ENSLOCP00000002574
SINLEJ008058	ENSLOCP00000002574
SINLEJ005254	ENSLOCP00000002575
SINLEJ005249	ENSLOCP00000002575
SINLEJ016574	ENSLOCP00000002580
SINLEJ004259	ENSLOCP00000002581
SINLEJ001643	ENSLOCP00000002585
SINLEJ003466	ENSLOCP00000002585
SINLEJ012605	ENSLOCP00000002589
SINLEJ012623	ENSLOCP00000002589
SINLEJ003837	ENSLOCP00000002590
SINLEJ004101	ENSLOCP00000002591
SINLEJ012937	ENSLOCP00000002593
SINLEJ013803	ENSLOCP00000002595
SINLEJ009214	ENSLOCP00000002598
SINLEJ018556	ENSLOCP00000002598
SINLEJ012115	ENSLOCP00000002603
SINLEJ016737	ENSLOCP00000002603
SINLEJ008666	ENSLOCP00000002604
SINLEJ017143	ENSLOCP00000002607
SINLEJ003135	ENSLOCP00000002609
SINLEJ009847	ENSLOCP00000002610
SINLEJ018224	ENSLOCP00000002614
SINLEJ018225	ENSLOCP00000002614
SINLEJ018326	ENSLOCP00000002621
SINLEJ004099	ENSLOCP00000002622
SINLEJ600034	ENSLOCP00000002632
SINLEJ003464	ENSLOCP00000002634
SINLEJ003599	ENSLOCP00000002641
SINLEJ014964	ENSLOCP00000002641
SINLEJ004901	ENSLOCP00000002643
SINLEJ012897	ENSLOCP00000002644
SINLEJ011163	ENSLOCP00000002645
SINLEJ018892	ENSLOCP00000002647
