e_gw.1.149.1	PMZ_0010867-RA
e_gw.277.92.1	PMZ_0028759-RA
e_gw.277.92.1	PMZ_0038934-RA
e_gw.278.1.1	PMZ_0029334-RA
e_gw.278.1.1	PMZ_0047397-RA
e_gw.278.13.1	PMZ_0045465-RA
e_gw.278.38.1	PMZ_0011413-RA
e_gw.278.46.1	PMZ_0016815-RA
e_gw.278.46.1	PMZ_0044857-RA
e_gw.278.46.1	PMZ_0041272-RA
e_gw.278.51.1	PMZ_0039378-RA
e_gw.278.63.1	PMZ_0011370-RA
e_gw.278.63.1	PMZ_0034030-RA
e_gw.278.63.1	PMZ_0041879-RA
e_gw.278.63.1	PMZ_0035719-RA
e_gw.278.70.1	PMZ_0048253-RA
e_gw.278.92.1	PMZ_0042821-RA
e_gw.279.30.1	PMZ_0019623-RA
e_gw.279.39.1	PMZ_0037780-RA
e_gw.279.39.1	PMZ_0039286-RA
e_gw.279.39.1	PMZ_0034953-RA
e_gw.279.64.1	PMZ_0048891-RA
e_gw.279.77.1	PMZ_0014470-RA
e_gw.279.79.1	PMZ_0018946-RA
e_gw.28.111.1	PMZ_0043947-RA
e_gw.28.120.1	PMZ_0043935-RA
e_gw.28.181.1	PMZ_0043914-RA
e_gw.28.248.1	PMZ_0048752-RA
e_gw.28.263.1	PMZ_0045789-RA
e_gw.28.263.1	PMZ_0002494-RA
e_gw.28.266.1	PMZ_0044187-RA
e_gw.28.266.1	PMZ_0033621-RA
e_gw.28.266.1	PMZ_0036945-RA
e_gw.28.3.1	PMZ_0045614-RA
e_gw.28.3.1	PMZ_0031512-RA
e_gw.28.3.1	PMZ_0018882-RA
e_gw.28.3.1	PMZ_0043877-RA
e_gw.28.36.1	PMZ_0015016-RA
e_gw.28.4.1	PMZ_0001334-RA
e_gw.28.71.1	PMZ_0037373-RA
e_gw.28.94.1	PMZ_0042202-RA
e_gw.280.15.1	PMZ_0042543-RA
e_gw.280.20.1	PMZ_0017081-RA
e_gw.280.20.1	PMZ_0005970-RA
e_gw.280.7.1	PMZ_0045971-RA
e_gw.280.7.1	PMZ_0045970-RA
e_gw.281.10.1	PMZ_0015176-RA
e_gw.281.10.1	PMZ_0001144-RA
e_gw.281.100.1	PMZ_0038703-RA
e_gw.281.110.1	PMZ_0040310-RA
e_gw.281.16.1	PMZ_0030406-RA
e_gw.281.27.1	PMZ_0047378-RA
e_gw.281.32.1	PMZ_0041251-RA
e_gw.281.41.1	PMZ_0042615-RA
e_gw.281.57.1	PMZ_0041071-RA
e_gw.281.57.1	PMZ_0043731-RA
e_gw.281.66.1	PMZ_0048226-RA
e_gw.281.66.1	PMZ_0048924-RA
e_gw.281.88.1	PMZ_0029055-RA
e_gw.282.10.1	PMZ_0045760-RA
e_gw.282.27.1	PMZ_0032059-RA
e_gw.282.4.1	PMZ_0004640-RA
e_gw.282.47.1	PMZ_0044291-RA
e_gw.282.47.1	PMZ_0033575-RA
e_gw.282.62.1	PMZ_0022143-RA
e_gw.283.17.1	PMZ_0048964-RA
e_gw.283.26.1	PMZ_0042763-RA
e_gw.283.26.1	PMZ_0020259-RA
e_gw.283.65.1	PMZ_0045520-RA
e_gw.283.92.1	PMZ_0048368-RA
e_gw.284.67.1	PMZ_0001436-RA
e_gw.284.67.1	PMZ_0048282-RA
e_gw.284.72.1	PMZ_0044239-RA
e_gw.285.40.1	PMZ_0020416-RA
e_gw.285.40.1	PMZ_0009841-RA
e_gw.286.1.1	PMZ_0035348-RA
e_gw.286.1.1	PMZ_0042392-RA
e_gw.286.11.1	PMZ_0041944-RA
e_gw.286.22.1	PMZ_0047502-RA
e_gw.286.33.1	PMZ_0027582-RA
e_gw.286.43.1	PMZ_0041986-RA
e_gw.286.5.1	PMZ_0034596-RA
e_gw.286.5.1	PMZ_0045766-RA
e_gw.286.5.1	PMZ_0035527-RA
e_gw.287.27.1	PMZ_0041906-RA
e_gw.287.64.1	PMZ_0045438-RA
e_gw.287.80.1	PMZ_0034169-RA
e_gw.287.85.1	PMZ_0000716-RA
e_gw.287.85.1	PMZ_0040918-RA
e_gw.287.85.1	PMZ_0038757-RA
e_gw.287.85.1	PMZ_0043220-RA
e_gw.287.94.1	PMZ_0048184-RA
e_gw.288.19.1	PMZ_0042765-RA
e_gw.288.26.1	PMZ_0045715-RA
e_gw.288.39.1	PMZ_0048706-RA
e_gw.288.65.1	PMZ_0018326-RA
e_gw.288.65.1	PMZ_0040992-RA
e_gw.288.65.1	PMZ_0040993-RA
e_gw.288.65.1	PMZ_0046331-RA
e_gw.288.71.1	PMZ_0031650-RA
e_gw.289.20.1	PMZ_0031862-RA
e_gw.289.26.1	PMZ_0044195-RA
e_gw.289.26.1	PMZ_0045833-RA
e_gw.289.37.1	PMZ_0043364-RA
e_gw.289.38.1	PMZ_0044911-RA
e_gw.289.38.1	PMZ_0047631-RA
e_gw.289.38.1	PMZ_0047680-RA
e_gw.29.159.1	PMZ_0040664-RA
e_gw.29.213.1	PMZ_0030056-RA
e_gw.29.216.1	PMZ_0046365-RA
e_gw.29.27.1	PMZ_0046374-RA
e_gw.29.51.1	PMZ_0041913-RA
e_gw.29.65.1	PMZ_0010425-RA
e_gw.29.65.1	PMZ_0040919-RA
e_gw.29.80.1	PMZ_0019667-RA
e_gw.290.17.1	PMZ_0032171-RA
e_gw.290.43.1	PMZ_0038839-RA
e_gw.291.15.1	PMZ_0041912-RA
e_gw.291.15.1	PMZ_0022361-RA
e_gw.291.22.1	PMZ_0036837-RA
e_gw.291.29.1	PMZ_0041432-RA
e_gw.291.29.1	PMZ_0045434-RA
e_gw.291.69.1	PMZ_0034045-RA
e_gw.291.69.1	PMZ_0027823-RA
e_gw.291.69.1	PMZ_0029558-RA
e_gw.291.72.1	PMZ_0034623-RA
e_gw.291.79.1	PMZ_0030703-RA
e_gw.292.11.1	PMZ_0040022-RA
e_gw.292.11.1	PMZ_0009237-RA
e_gw.292.22.1	PMZ_0003192-RA
e_gw.292.22.1	PMZ_0008979-RA
e_gw.292.43.1	PMZ_0045694-RA
e_gw.292.46.1	PMZ_0041612-RA
e_gw.292.64.1	PMZ_0030435-RA
e_gw.292.8.1	PMZ_0018425-RA
e_gw.293.12.1	PMZ_0043098-RA
e_gw.293.34.1	PMZ_0042933-RA
e_gw.294.39.1	PMZ_0033626-RA
e_gw.294.39.1	PMZ_0038279-RA
e_gw.294.39.1	PMZ_0031617-RA
e_gw.294.45.1	PMZ_0034517-RA
e_gw.294.48.1	PMZ_0029962-RA
e_gw.294.8.1	PMZ_0031871-RA
e_gw.295.11.1	PMZ_0048242-RA
e_gw.295.11.1	PMZ_0018911-RA
e_gw.295.38.1	PMZ_0007560-RA
e_gw.295.38.1	PMZ_0043127-RA
e_gw.295.51.1	PMZ_0038877-RA
e_gw.296.14.1	PMZ_0035127-RA
e_gw.296.18.1	PMZ_0046151-RA
e_gw.296.33.1	PMZ_0010353-RA
e_gw.296.54.1	PMZ_0048459-RA
e_gw.296.54.1	PMZ_0048160-RA
e_gw.296.72.1	PMZ_0043659-RA
e_gw.296.76.1	PMZ_0040689-RA
e_gw.296.98.1	PMZ_0042806-RA
e_gw.296.98.1	PMZ_0042600-RA
e_gw.296.98.1	PMZ_0043059-RA
e_gw.297.117.1	PMZ_0030289-RA
e_gw.297.138.1	PMZ_0012447-RA
e_gw.297.59.1	PMZ_0002549-RA
e_gw.297.62.1	PMZ_0016414-RA
e_gw.297.75.1	PMZ_0040936-RA
e_gw.298.51.1	PMZ_0005155-RA
e_gw.298.93.1	PMZ_0038138-RA
e_gw.298.98.1	PMZ_0039348-RA
e_gw.299.23.1	PMZ_0011723-RA
e_gw.299.23.1	PMZ_0027765-RA
e_gw.299.23.1	PMZ_0045738-RA
e_gw.299.32.1	PMZ_0040262-RA
e_gw.299.54.1	PMZ_0040549-RA
e_gw.299.54.1	PMZ_0040548-RA
e_gw.299.66.1	PMZ_0010728-RA
e_gw.299.81.1	PMZ_0043951-RA
e_gw.299.89.1	PMZ_0027366-RA
e_gw.299.89.1	PMZ_0029279-RA
e_gw.299.89.1	PMZ_0040263-RA
e_gw.3.1.1	PMZ_0019863-RA
e_gw.3.1.1	PMZ_0040970-RA
e_gw.3.120.1	PMZ_0032472-RA
e_gw.3.120.1	PMZ_0042420-RA
e_gw.3.123.1	PMZ_0040032-RA
e_gw.3.123.1	PMZ_0015973-RA
e_gw.3.131.1	PMZ_0029373-RA
e_gw.3.139.1	PMZ_0001652-RA
e_gw.3.147.1	PMZ_0017172-RA
e_gw.3.147.1	PMZ_0036914-RA
e_gw.3.147.1	PMZ_0033009-RA
e_gw.3.148.1	PMZ_0022917-RA
e_gw.3.155.1	PMZ_0004442-RA
e_gw.3.187.1	PMZ_0010856-RA
e_gw.3.199.1	PMZ_0040967-RA
e_gw.3.217.1	PMZ_0041922-RA
e_gw.3.219.1	PMZ_0014630-RA
e_gw.3.235.1	PMZ_0041947-RA
e_gw.3.241.1	PMZ_0034621-RA
e_gw.3.30.1	PMZ_0016470-RA
e_gw.3.34.1	PMZ_0020503-RA
e_gw.3.34.1	PMZ_0036903-RA
e_gw.3.359.1	PMZ_0026302-RA
e_gw.3.359.1	PMZ_0004655-RA
e_gw.3.371.1	PMZ_0029542-RA
e_gw.3.371.1	PMZ_0048836-RA
e_gw.3.371.1	PMZ_0037690-RA
e_gw.3.51.1	PMZ_0020822-RA
e_gw.3.51.1	PMZ_0036570-RA
e_gw.3.52.1	PMZ_0044545-RA
e_gw.3.52.1	PMZ_0036800-RA
e_gw.3.52.1	PMZ_0032366-RA
e_gw.3.59.1	PMZ_0041971-RA
e_gw.3.59.1	PMZ_0035416-RA
e_gw.3.65.1	PMZ_0041008-RA
e_gw.3.91.1	PMZ_0010859-RA
e_gw.3.91.1	PMZ_0040067-RA
e_gw.3.94.1	PMZ_0040893-RA
e_gw.3.94.1	PMZ_0047400-RA
e_gw.30.115.1	PMZ_0047526-RA
e_gw.30.117.1	PMZ_0040643-RA
e_gw.30.147.1	PMZ_0045186-RA
e_gw.30.16.1	PMZ_0034371-RA
e_gw.30.163.1	PMZ_0022371-RA
e_gw.30.187.1	PMZ_0038072-RA
e_gw.30.189.1	PMZ_0039109-RA
e_gw.30.216.1	PMZ_0034727-RA
e_gw.30.227.1	PMZ_0033538-RA
e_gw.30.227.1	PMZ_0014247-RA
e_gw.30.227.1	PMZ_0033923-RA
e_gw.30.227.1	PMZ_0036093-RA
e_gw.30.237.1	PMZ_0045283-RA
e_gw.30.280.1	PMZ_0048348-RA
e_gw.30.312.1	PMZ_0044123-RA
e_gw.30.321.1	PMZ_0045611-RA
e_gw.30.321.1	PMZ_0000524-RA
e_gw.30.364.1	PMZ_0026801-RA
e_gw.30.364.1	PMZ_0034213-RA
e_gw.30.364.1	PMZ_0038051-RA
e_gw.30.364.1	PMZ_0036456-RA
e_gw.30.78.1	PMZ_0032147-RA
e_gw.300.22.1	PMZ_0039056-RA
e_gw.301.105.1	PMZ_0033284-RA
e_gw.301.105.1	PMZ_0001575-RA
e_gw.301.78.1	PMZ_0032430-RA
e_gw.301.8.1	PMZ_0028218-RA
e_gw.301.8.1	PMZ_0002709-RA
e_gw.301.8.1	PMZ_0033188-RA
e_gw.301.8.1	PMZ_0036340-RA
e_gw.302.1.1	PMZ_0003423-RA
e_gw.302.11.1	PMZ_0048565-RA
e_gw.302.21.1	PMZ_0022306-RA
e_gw.302.22.1	PMZ_0029257-RA
e_gw.302.22.1	PMZ_0040037-RA
e_gw.302.22.1	PMZ_0040930-RA
e_gw.302.54.1	PMZ_0041130-RA
e_gw.302.54.1	PMZ_0029869-RA
e_gw.303.33.1	PMZ_0001743-RA
e_gw.303.33.1	PMZ_0028216-RA
e_gw.303.33.1	PMZ_0036699-RA
e_gw.303.33.1	PMZ_0037341-RA
e_gw.303.43.1	PMZ_0036131-RA
e_gw.303.55.1	PMZ_0040926-RA
e_gw.303.60.1	PMZ_0014487-RA
e_gw.304.29.1	PMZ_0016742-RA
e_gw.304.34.1	PMZ_0034840-RA
e_gw.304.6.1	PMZ_0037179-RA
e_gw.304.92.1	PMZ_0044998-RA
e_gw.305.25.1	PMZ_0020322-RA
e_gw.305.48.1	PMZ_0006617-RA
e_gw.305.54.1	PMZ_0029526-RA
e_gw.305.7.1	PMZ_0001336-RA
e_gw.306.26.1	PMZ_0029081-RA
e_gw.306.26.1	PMZ_0014308-RA
e_gw.306.5.1	PMZ_0038429-RA
e_gw.306.5.1	PMZ_0044196-RA
e_gw.306.5.1	PMZ_0002229-RA
e_gw.306.50.1	PMZ_0042455-RA
e_gw.306.59.1	PMZ_0026976-RA
e_gw.307.27.1	PMZ_0014786-RA
e_gw.307.27.1	PMZ_0036329-RA
e_gw.307.27.1	PMZ_0048612-RA
e_gw.307.27.1	PMZ_0014785-RA
e_gw.307.37.1	PMZ_0021265-RA
e_gw.307.53.1	PMZ_0034738-RA
e_gw.307.80.1	PMZ_0019710-RA
e_gw.308.12.1	PMZ_0040164-RA
e_gw.31.189.1	PMZ_0043270-RA
e_gw.31.189.1	PMZ_0040328-RA
e_gw.31.279.1	PMZ_0030876-RA
e_gw.31.279.1	PMZ_0033934-RA
e_gw.31.279.1	PMZ_0033234-RA
e_gw.31.289.1	PMZ_0017946-RA
e_gw.31.316.1	PMZ_0048355-RA
e_gw.31.316.1	PMZ_0033802-RA
e_gw.31.46.1	PMZ_0026215-RA
e_gw.31.50.1	PMZ_0013569-RA
e_gw.31.78.1	PMZ_0035371-RA
e_gw.31.83.1	PMZ_0027898-RA
e_gw.31.83.1	PMZ_0035696-RA
e_gw.31.85.1	PMZ_0002284-RA
e_gw.31.85.1	PMZ_0016587-RA
e_gw.310.16.1	PMZ_0046645-RA
e_gw.310.18.1	PMZ_0042893-RA
e_gw.310.18.1	PMZ_0043114-RA
e_gw.310.18.1	PMZ_0008574-RA
e_gw.310.18.1	PMZ_0026756-RA
e_gw.311.37.1	PMZ_0043198-RA
e_gw.311.43.1	PMZ_0019005-RA
e_gw.311.66.1	PMZ_0044102-RA
e_gw.311.76.1	PMZ_0029159-RA
e_gw.311.76.1	PMZ_0029158-RA
e_gw.311.76.1	PMZ_0020941-RA
e_gw.311.93.1	PMZ_0031721-RA
e_gw.312.31.1	PMZ_0040305-RA
e_gw.312.31.1	PMZ_0044988-RA
e_gw.312.31.1	PMZ_0006735-RA
e_gw.312.38.1	PMZ_0046079-RA
e_gw.312.66.1	PMZ_0014341-RA
e_gw.313.20.1	PMZ_0033751-RA
e_gw.313.20.1	PMZ_0037994-RA
e_gw.313.20.1	PMZ_0038899-RA
e_gw.313.27.1	PMZ_0032244-RA
e_gw.313.40.1	PMZ_0043652-RA
e_gw.313.40.1	PMZ_0011960-RA
e_gw.313.40.1	PMZ_0033973-RA
e_gw.313.53.1	PMZ_0044765-RA
e_gw.313.54.1	PMZ_0032845-RA
e_gw.314.21.1	PMZ_0037154-RA
e_gw.314.21.1	PMZ_0036741-RA
e_gw.314.21.1	PMZ_0038450-RA
e_gw.314.22.1	PMZ_0041615-RA
e_gw.314.28.1	PMZ_0048208-RA
e_gw.314.28.1	PMZ_0048735-RA
e_gw.314.28.1	PMZ_0037986-RA
e_gw.314.28.1	PMZ_0037657-RA
e_gw.314.35.1	PMZ_0034967-RA
e_gw.315.15.1	PMZ_0044394-RA
e_gw.315.25.1	PMZ_0014949-RA
e_gw.315.45.1	PMZ_0005816-RA
e_gw.316.13.1	PMZ_0041828-RA
e_gw.317.25.1	PMZ_0027232-RA
e_gw.317.25.1	PMZ_0014256-RA
e_gw.317.25.1	PMZ_0032576-RA
e_gw.317.25.1	PMZ_0029460-RA
e_gw.317.3.1	PMZ_0004676-RA
e_gw.317.3.1	PMZ_0043408-RA
e_gw.317.41.1	PMZ_0035856-RA
e_gw.317.42.1	PMZ_0000638-RA
e_gw.317.55.1	PMZ_0043767-RA
e_gw.317.62.1	PMZ_0001415-RA
e_gw.317.72.1	PMZ_0032087-RA
e_gw.317.88.1	PMZ_0047842-RA
e_gw.318.18.1	PMZ_0032529-RA
e_gw.318.18.1	PMZ_0021650-RA
e_gw.318.18.1	PMZ_0044362-RA
e_gw.318.18.1	PMZ_0029942-RA
e_gw.318.25.1	PMZ_0037145-RA
e_gw.318.40.1	PMZ_0044344-RA
e_gw.318.45.1	PMZ_0043948-RA
e_gw.318.45.1	PMZ_0042566-RA
e_gw.318.45.1	PMZ_0042571-RA
e_gw.319.19.1	PMZ_0031574-RA
e_gw.319.24.1	PMZ_0015004-RA
e_gw.319.45.1	PMZ_0042745-RA
e_gw.32.130.1	PMZ_0038518-RA
e_gw.32.130.1	PMZ_0044541-RA
e_gw.32.146.1	PMZ_0036414-RA
e_gw.32.178.1	PMZ_0000485-RA
e_gw.32.23.1	PMZ_0020860-RA
e_gw.32.348.1	PMZ_0043891-RA
e_gw.32.355.1	PMZ_0046087-RA
e_gw.32.510.1	PMZ_0040616-RA
e_gw.32.52.1	PMZ_0041233-RA
e_gw.32.57.1	PMZ_0043491-RA
e_gw.32.65.1	PMZ_0036003-RA
e_gw.32.685.1	PMZ_0013922-RA
e_gw.32.78.1	PMZ_0047986-RA
e_gw.320.110.1	PMZ_0009507-RA
e_gw.320.110.1	PMZ_0045236-RA
e_gw.320.110.1	PMZ_0035620-RA
e_gw.320.112.1	PMZ_0041533-RA
e_gw.320.36.1	PMZ_0029167-RA
e_gw.320.40.1	PMZ_0046587-RA
e_gw.320.40.1	PMZ_0028966-RA
e_gw.320.40.1	PMZ_0045803-RA
e_gw.320.40.1	PMZ_0036481-RA
e_gw.320.52.1	PMZ_0033995-RA
e_gw.320.52.1	PMZ_0045731-RA
e_gw.320.52.1	PMZ_0038788-RA
e_gw.320.52.1	PMZ_0036746-RA
e_gw.320.59.1	PMZ_0027123-RA
e_gw.320.60.1	PMZ_0046371-RA
e_gw.320.89.1	PMZ_0029008-RA
e_gw.321.129.1	PMZ_0002305-RA
e_gw.321.5.1	PMZ_0047215-RA
e_gw.321.5.1	PMZ_0043534-RA
e_gw.321.90.1	PMZ_0029759-RA
e_gw.322.3.1	PMZ_0046470-RA
e_gw.322.32.1	PMZ_0030262-RA
e_gw.322.34.1	PMZ_0035429-RA
e_gw.323.57.1	PMZ_0034161-RA
e_gw.323.57.1	PMZ_0032290-RA
e_gw.324.15.1	PMZ_0046055-RA
e_gw.324.15.1	PMZ_0024112-RA
e_gw.324.15.1	PMZ_0045131-RA
e_gw.324.15.1	PMZ_0045130-RA
e_gw.324.28.1	PMZ_0037284-RA
e_gw.324.44.1	PMZ_0032092-RA
e_gw.324.44.1	PMZ_0040747-RA
e_gw.324.44.1	PMZ_0016725-RA
e_gw.324.50.1	PMZ_0044932-RA
e_gw.324.72.1	PMZ_0045535-RA
e_gw.324.72.1	PMZ_0048008-RA
e_gw.325.12.1	PMZ_0042147-RA
e_gw.325.12.1	PMZ_0047118-RA
e_gw.325.12.1	PMZ_0047162-RA
e_gw.325.13.1	PMZ_0002624-RA
e_gw.325.38.1	PMZ_0028100-RA
e_gw.325.38.1	PMZ_0026226-RA
e_gw.325.38.1	PMZ_0046123-RA
e_gw.325.5.1	PMZ_0026050-RA
e_gw.325.5.1	PMZ_0047292-RA
e_gw.325.55.1	PMZ_0012984-RA
e_gw.325.55.1	PMZ_0006050-RA
e_gw.325.55.1	PMZ_0017584-RA
e_gw.325.55.1	PMZ_0012983-RA
e_gw.325.59.1	PMZ_0030456-RA
e_gw.325.65.1	PMZ_0007413-RA
e_gw.325.68.1	PMZ_0026582-RA
e_gw.326.24.1	PMZ_0012376-RA
e_gw.326.51.1	PMZ_0029589-RA
e_gw.326.70.1	PMZ_0045850-RA
e_gw.326.79.1	PMZ_0026596-RA
e_gw.327.54.1	PMZ_0045952-RA
e_gw.327.54.1	PMZ_0045951-RA
e_gw.327.54.1	PMZ_0031262-RA
e_gw.327.57.1	PMZ_0043739-RA
e_gw.327.57.1	PMZ_0043740-RA
e_gw.327.57.1	PMZ_0034712-RA
e_gw.327.57.1	PMZ_0038592-RA
e_gw.327.7.1	PMZ_0031197-RA
e_gw.328.38.1	PMZ_0021529-RA
e_gw.328.38.1	PMZ_0002962-RA
e_gw.328.38.1	PMZ_0028257-RA
e_gw.328.38.1	PMZ_0007966-RA
e_gw.328.53.1	PMZ_0034435-RA
e_gw.328.53.1	PMZ_0045661-RA
e_gw.328.53.1	PMZ_0041882-RA
e_gw.328.53.1	PMZ_0033177-RA
e_gw.328.58.1	PMZ_0004697-RA
e_gw.328.6.1	PMZ_0043670-RA
e_gw.329.27.1	PMZ_0045788-RA
e_gw.329.54.1	PMZ_0046001-RA
e_gw.33.11.1	PMZ_0031417-RA
e_gw.33.15.1	PMZ_0041147-RA
e_gw.33.15.1	PMZ_0047281-RA
e_gw.33.195.1	PMZ_0026954-RA
e_gw.33.197.1	PMZ_0034908-RA
e_gw.33.276.1	PMZ_0047632-RA
e_gw.33.30.1	PMZ_0041094-RA
e_gw.33.40.1	PMZ_0009292-RA
e_gw.33.6.1	PMZ_0035308-RA
e_gw.330.10.1	PMZ_0045584-RA
e_gw.330.18.1	PMZ_0041186-RA
e_gw.330.22.1	PMZ_0045406-RA
e_gw.330.23.1	PMZ_0010637-RA
e_gw.330.23.1	PMZ_0030347-RA
e_gw.330.23.1	PMZ_0048043-RA
e_gw.330.23.1	PMZ_0048044-RA
e_gw.330.30.1	PMZ_0045066-RA
e_gw.331.10.1	PMZ_0045371-RA
e_gw.331.20.1	PMZ_0027832-RA
e_gw.331.20.1	PMZ_0045299-RA
e_gw.331.20.1	PMZ_0048380-RA
e_gw.331.20.1	PMZ_0038458-RA
e_gw.331.26.1	PMZ_0026305-RA
e_gw.331.31.1	PMZ_0046438-RA
e_gw.331.68.1	PMZ_0047196-RA
e_gw.331.68.1	PMZ_0047197-RA
e_gw.332.19.1	PMZ_0011412-RA
e_gw.332.24.1	PMZ_0046270-RA
e_gw.332.24.1	PMZ_0008762-RA
e_gw.332.24.1	PMZ_0017768-RA
e_gw.332.50.1	PMZ_0047088-RA
e_gw.332.64.1	PMZ_0019223-RA
e_gw.332.64.1	PMZ_0039212-RA
e_gw.332.89.1	PMZ_0040550-RA
e_gw.333.119.1	PMZ_0013063-RA
e_gw.333.133.1	PMZ_0046161-RA
e_gw.333.24.1	PMZ_0030263-RA
e_gw.333.24.1	PMZ_0042479-RA
e_gw.333.24.1	PMZ_0043255-RA
e_gw.333.24.1	PMZ_0038438-RA
e_gw.333.34.1	PMZ_0013182-RA
e_gw.333.48.1	PMZ_0014286-RA
e_gw.334.115.1	PMZ_0032630-RA
e_gw.334.115.1	PMZ_0031773-RA
e_gw.334.115.1	PMZ_0033470-RA
e_gw.334.115.1	PMZ_0047515-RA
e_gw.334.17.1	PMZ_0046135-RA
e_gw.334.68.1	PMZ_0022122-RA
e_gw.334.83.1	PMZ_0044942-RA
e_gw.334.83.1	PMZ_0044941-RA
e_gw.334.84.1	PMZ_0045774-RA
e_gw.334.95.1	PMZ_0037268-RA
e_gw.335.15.1	PMZ_0026763-RA
e_gw.335.17.1	PMZ_0046090-RA
e_gw.335.4.1	PMZ_0040121-RA
e_gw.335.42.1	PMZ_0034432-RA
e_gw.335.5.1	PMZ_0029608-RA
e_gw.336.11.1	PMZ_0048470-RA
e_gw.336.15.1	PMZ_0043680-RA
e_gw.336.18.1	PMZ_0030566-RA
e_gw.336.19.1	PMZ_0046412-RA
e_gw.336.33.1	PMZ_0029038-RA
e_gw.336.33.1	PMZ_0042251-RA
e_gw.336.48.1	PMZ_0040467-RA
e_gw.337.19.1	PMZ_0035646-RA
e_gw.337.19.1	PMZ_0015614-RA
e_gw.337.19.1	PMZ_0046770-RA
e_gw.337.81.1	PMZ_0032156-RA
e_gw.337.92.1	PMZ_0031142-RA
e_gw.337.92.1	PMZ_0013659-RA
e_gw.337.92.1	PMZ_0047603-RA
e_gw.338.72.1	PMZ_0034558-RA
e_gw.338.72.1	PMZ_0037484-RA
e_gw.339.60.1	PMZ_0043922-RA
e_gw.339.60.1	PMZ_0032153-RA
e_gw.339.60.1	PMZ_0027294-RA
e_gw.339.60.1	PMZ_0027290-RA
e_gw.34.1.1	PMZ_0045424-RA
e_gw.34.1.1	PMZ_0045423-RA
e_gw.34.1.1	PMZ_0027927-RA
e_gw.34.1.1	PMZ_0031168-RA
e_gw.34.108.1	PMZ_0047773-RA
e_gw.34.37.1	PMZ_0027847-RA
e_gw.34.37.1	PMZ_0046829-RA
e_gw.34.37.1	PMZ_0047485-RA
e_gw.34.37.1	PMZ_0047734-RA
e_gw.340.1.1	PMZ_0028918-RA
e_gw.340.1.1	PMZ_0040876-RA
e_gw.340.1.1	PMZ_0037641-RA
e_gw.340.1.1	PMZ_0042286-RA
e_gw.340.30.1	PMZ_0036739-RA
e_gw.340.5.1	PMZ_0001875-RA
e_gw.340.77.1	PMZ_0033821-RA
e_gw.340.82.1	PMZ_0026062-RA
e_gw.341.13.1	PMZ_0047008-RA
e_gw.341.13.1	PMZ_0019233-RA
e_gw.341.21.1	PMZ_0026647-RA
e_gw.341.21.1	PMZ_0047245-RA
e_gw.341.65.1	PMZ_0017492-RA
e_gw.341.65.1	PMZ_0046232-RA
e_gw.341.74.1	PMZ_0027659-RA
e_gw.341.77.1	PMZ_0008218-RA
e_gw.342.20.1	PMZ_0009436-RA
e_gw.342.20.1	PMZ_0048352-RA
e_gw.342.20.1	PMZ_0042639-RA
e_gw.342.24.1	PMZ_0042635-RA
e_gw.342.32.1	PMZ_0020195-RA
e_gw.342.44.1	PMZ_0043081-RA
e_gw.342.44.1	PMZ_0033898-RA
e_gw.342.58.1	PMZ_0009469-RA
e_gw.342.65.1	PMZ_0012727-RA
e_gw.343.4.1	PMZ_0009503-RA
e_gw.343.4.1	PMZ_0043519-RA
e_gw.343.45.1	PMZ_0040331-RA
e_gw.343.49.1	PMZ_0046264-RA
e_gw.343.49.1	PMZ_0009330-RA
e_gw.343.54.1	PMZ_0043517-RA
e_gw.343.63.1	PMZ_0032069-RA
e_gw.343.69.1	PMZ_0046661-RA
e_gw.344.3.1	PMZ_0038070-RA
e_gw.344.3.1	PMZ_0037433-RA
e_gw.344.3.1	PMZ_0039440-RA
e_gw.344.3.1	PMZ_0048795-RA
e_gw.345.34.1	PMZ_0043869-RA
e_gw.346.3.1	PMZ_0037258-RA
e_gw.346.47.1	PMZ_0026386-RA
e_gw.346.47.1	PMZ_0046637-RA
e_gw.346.50.1	PMZ_0045514-RA
e_gw.346.53.1	PMZ_0046921-RA
e_gw.346.56.1	PMZ_0003771-RA
e_gw.346.56.1	PMZ_0033599-RA
e_gw.346.56.1	PMZ_0044963-RA
e_gw.346.68.1	PMZ_0048452-RA
e_gw.346.70.1	PMZ_0040675-RA
e_gw.346.70.1	PMZ_0029733-RA
e_gw.346.70.1	PMZ_0034064-RA
e_gw.346.70.1	PMZ_0045012-RA
e_gw.347.103.1	PMZ_0036523-RA
e_gw.347.109.1	PMZ_0035264-RA
e_gw.347.109.1	PMZ_0042067-RA
e_gw.347.116.1	PMZ_0005753-RA
e_gw.347.116.1	PMZ_0033033-RA
e_gw.347.116.1	PMZ_0032621-RA
e_gw.347.116.1	PMZ_0046924-RA
e_gw.347.12.1	PMZ_0037573-RA
e_gw.347.124.1	PMZ_0046714-RA
e_gw.347.127.1	PMZ_0030163-RA
e_gw.347.38.1	PMZ_0018175-RA
e_gw.347.58.1	PMZ_0045946-RA
e_gw.347.75.1	PMZ_0020763-RA
e_gw.347.75.1	PMZ_0019409-RA
e_gw.347.75.1	PMZ_0020764-RA
e_gw.347.75.1	PMZ_0022018-RA
e_gw.347.82.1	PMZ_0026512-RA
e_gw.347.82.1	PMZ_0014237-RA
e_gw.347.82.1	PMZ_0049023-RA
e_gw.347.90.1	PMZ_0044146-RA
