ENSMGAP00000004051	fgenesh2_pg.scaffold_351000043
ENSMGAP00000018477	fgenesh2_pg.scaffold_632000019
ENSMGAP00000007806	fgenesh2_pg.scaffold_634000009
ENSMGAP00000018466	fgenesh2_pg.scaffold_634000013
ENSMGAP00000008288	fgenesh2_pg.scaffold_636000004
ENSMGAP00000013643	fgenesh2_pg.scaffold_637000004
ENSMGAP00000016184	fgenesh2_pg.scaffold_639000005
ENSMGAP00000011263	fgenesh2_pg.scaffold_639000015
ENSMGAP00000016110	fgenesh2_pg.scaffold_642000009
ENSMGAP00000007023	fgenesh2_pg.scaffold_643000007
ENSMGAP00000001524	fgenesh2_pg.scaffold_643000012
ENSMGAP00000012904	fgenesh2_pg.scaffold_646000003
ENSMGAP00000005487	fgenesh2_pg.scaffold_649000006
ENSMGAP00000006497	fgenesh2_pg.scaffold_651000006
ENSMGAP00000002670	fgenesh2_pg.scaffold_651000010
ENSMGAP00000002909	fgenesh2_pg.scaffold_652000015
ENSMGAP00000005035	fgenesh2_pg.scaffold_652000015
ENSMGAP00000002697	fgenesh2_pg.scaffold_652000015
ENSMGAP00000000510	fgenesh2_pg.scaffold_652000021
ENSMGAP00000001881	fgenesh2_pg.scaffold_652000021
ENSMGAP00000003092	fgenesh2_pg.scaffold_652000021
ENSMGAP00000016794	fgenesh2_pg.scaffold_652000021
ENSMGAP00000017037	fgenesh2_pg.scaffold_652000021
ENSMGAP00000019500	fgenesh2_pg.scaffold_653000006
ENSMGAP00000010191	fgenesh2_pg.scaffold_655000003
ENSMGAP00000002003	fgenesh2_pg.scaffold_655000007
ENSMGAP00000015668	fgenesh2_pg.scaffold_655000012
ENSMGAP00000008760	fgenesh2_pg.scaffold_656000011
ENSMGAP00000018169	fgenesh2_pg.scaffold_657000007
ENSMGAP00000018612	fgenesh2_pg.scaffold_657000008
ENSMGAP00000016346	fgenesh2_pg.scaffold_657000008
ENSMGAP00000007310	fgenesh2_pg.scaffold_659000012
ENSMGAP00000013855	fgenesh2_pg.scaffold_660000001
ENSMGAP00000012584	fgenesh2_pg.scaffold_660000001
ENSMGAP00000013241	fgenesh2_pg.scaffold_662000010
ENSMGAP00000009948	fgenesh2_pg.scaffold_670000003
ENSMGAP00000014988	fgenesh2_pg.scaffold_675000019
ENSMGAP00000018741	fgenesh2_pg.scaffold_676000007
ENSMGAP00000014280	fgenesh2_pg.scaffold_676000014
ENSMGAP00000013389	fgenesh2_pg.scaffold_677000005
ENSMGAP00000011300	fgenesh2_pg.scaffold_678000002
ENSMGAP00000002062	fgenesh2_pg.scaffold_678000012
ENSMGAP00000012036	fgenesh2_pg.scaffold_679000003
ENSMGAP00000014665	fgenesh2_pg.scaffold_680000011
ENSMGAP00000013714	fgenesh2_pg.scaffold_681000003
ENSMGAP00000015211	fgenesh2_pg.scaffold_681000011
ENSMGAP00000013681	fgenesh2_pg.scaffold_681000013
ENSMGAP00000014998	fgenesh2_pg.scaffold_681000014
ENSMGAP00000017763	fgenesh2_pg.scaffold_682000011
ENSMGAP00000004799	fgenesh2_pg.scaffold_683000010
ENSMGAP00000006494	fgenesh2_pg.scaffold_683000018
ENSMGAP00000006700	fgenesh2_pg.scaffold_684000002
ENSMGAP00000006528	fgenesh2_pg.scaffold_684000006
ENSMGAP00000019697	fgenesh2_pg.scaffold_688000001
ENSMGAP00000010563	fgenesh2_pg.scaffold_690000004
ENSMGAP00000017583	fgenesh2_pg.scaffold_695000006
ENSMGAP00000005938	fgenesh2_pg.scaffold_695000022
ENSMGAP00000005394	fgenesh2_pg.scaffold_696000002
ENSMGAP00000014770	fgenesh2_pg.scaffold_697000010
ENSMGAP00000015990	fgenesh2_pg.scaffold_698000010
ENSMGAP00000004060	fgenesh2_pg.scaffold_698000011
ENSMGAP00000011901	fgenesh2_pg.scaffold_699000003
ENSMGAP00000005379	fgenesh2_pg.scaffold_699000013
ENSMGAP00000013156	fgenesh2_pg.scaffold_704000006
ENSMGAP00000007653	fgenesh2_pg.scaffold_705000002
ENSMGAP00000006073	fgenesh2_pg.scaffold_705000004
ENSMGAP00000011724	fgenesh2_pg.scaffold_708000004
ENSMGAP00000012912	fgenesh2_pg.scaffold_709000007
ENSMGAP00000012729	fgenesh2_pg.scaffold_711000009
ENSMGAP00000019363	fgenesh2_pg.scaffold_711000017
ENSMGAP00000007181	fgenesh2_pg.scaffold_712000013
ENSMGAP00000013417	fgenesh2_pg.scaffold_712000013
ENSMGAP00000011352	fgenesh2_pg.scaffold_712000013
ENSMGAP00000014265	fgenesh2_pg.scaffold_712000013
ENSMGAP00000018049	fgenesh2_pg.scaffold_715000021
ENSMGAP00000004431	fgenesh2_pg.scaffold_716000005
ENSMGAP00000007414	fgenesh2_pg.scaffold_721000008
ENSMGAP00000001591	fgenesh2_pg.scaffold_723000005
ENSMGAP00000018632	fgenesh2_pg.scaffold_730000007
ENSMGAP00000007435	fgenesh2_pg.scaffold_733000001
ENSMGAP00000003671	fgenesh2_pg.scaffold_734000005
ENSMGAP00000018342	fgenesh2_pg.scaffold_735000007
ENSMGAP00000005479	fgenesh2_pg.scaffold_735000010
ENSMGAP00000009644	fgenesh2_pg.scaffold_741000002
ENSMGAP00000004530	fgenesh2_pg.scaffold_741000002
ENSMGAP00000004207	fgenesh2_pg.scaffold_744000002
ENSMGAP00000008203	fgenesh2_pg.scaffold_745000002
ENSMGAP00000001371	fgenesh2_pg.scaffold_751000002
ENSMGAP00000009252	fgenesh2_pg.scaffold_753000006
ENSMGAP00000009476	fgenesh2_pg.scaffold_755000001
ENSMGAP00000019266	fgenesh2_pg.scaffold_755000009
ENSMGAP00000004914	fgenesh2_pg.scaffold_755000011
ENSMGAP00000009445	fgenesh2_pg.scaffold_757000006
ENSMGAP00000013927	fgenesh2_pg.scaffold_758000003
ENSMGAP00000013732	fgenesh2_pg.scaffold_758000022
ENSMGAP00000017744	fgenesh2_pg.scaffold_759000005
ENSMGAP00000005525	fgenesh2_pg.scaffold_760000004
ENSMGAP00000001564	fgenesh2_pg.scaffold_764000003
ENSMGAP00000001167	fgenesh2_pg.scaffold_765000006
ENSMGAP00000012775	fgenesh2_pg.scaffold_767000002
ENSMGAP00000017072	fgenesh2_pg.scaffold_768000006
ENSMGAP00000007392	fgenesh2_pg.scaffold_775000001
ENSMGAP00000011705	fgenesh2_pg.scaffold_776000011
ENSMGAP00000003312	fgenesh2_pg.scaffold_780000001
ENSMGAP00000003174	fgenesh2_pg.scaffold_780000018
ENSMGAP00000004080	fgenesh2_pg.scaffold_781000006
ENSMGAP00000008963	fgenesh2_pg.scaffold_782000007
ENSMGAP00000012672	fgenesh2_pg.scaffold_782000011
ENSMGAP00000012096	fgenesh2_pg.scaffold_783000003
ENSMGAP00000012483	fgenesh2_pg.scaffold_783000010
ENSMGAP00000014525	fgenesh2_pg.scaffold_786000007
ENSMGAP00000013501	fgenesh2_pg.scaffold_786000008
ENSMGAP00000000945	fgenesh2_pg.scaffold_787000001
ENSMGAP00000006511	fgenesh2_pg.scaffold_787000002
ENSMGAP00000005391	fgenesh2_pg.scaffold_792000016
ENSMGAP00000012971	fgenesh2_pg.scaffold_800000003
ENSMGAP00000001952	fgenesh2_pg.scaffold_800000018
ENSMGAP00000007606	fgenesh2_pg.scaffold_802000003
ENSMGAP00000010570	fgenesh2_pg.scaffold_802000004
ENSMGAP00000003045	fgenesh2_pg.scaffold_803000004
ENSMGAP00000011108	fgenesh2_pg.scaffold_803000008
ENSMGAP00000016933	fgenesh2_pg.scaffold_803000013
ENSMGAP00000009647	fgenesh2_pg.scaffold_805000007
ENSMGAP00000004105	fgenesh2_pg.scaffold_810000008
ENSMGAP00000005836	fgenesh2_pg.scaffold_811000009
ENSMGAP00000014879	fgenesh2_pg.scaffold_813000008
ENSMGAP00000005070	fgenesh2_pg.scaffold_814000014
ENSMGAP00000003573	fgenesh2_pg.scaffold_814000014
ENSMGAP00000007354	fgenesh2_pg.scaffold_816000007
ENSMGAP00000013503	fgenesh2_pg.scaffold_816000008
ENSMGAP00000005152	fgenesh2_pg.scaffold_819000004
ENSMGAP00000000049	fgenesh2_pg.scaffold_820000007
ENSMGAP00000012786	fgenesh2_pg.scaffold_824000003
ENSMGAP00000009067	fgenesh2_pg.scaffold_824000005
ENSMGAP00000009345	fgenesh2_pg.scaffold_824000007
ENSMGAP00000014669	fgenesh2_pg.scaffold_846000004
ENSMGAP00000009515	fgenesh2_pg.scaffold_848000003
ENSMGAP00000003038	fgenesh2_pg.scaffold_853000003
ENSMGAP00000016072	fgenesh2_pg.scaffold_854000005
ENSMGAP00000005716	fgenesh2_pg.scaffold_861000001
ENSMGAP00000008188	fgenesh2_pg.scaffold_869000003
ENSMGAP00000012665	fgenesh2_pg.scaffold_872000006
ENSMGAP00000012661	fgenesh2_pg.scaffold_872000007
ENSMGAP00000011201	fgenesh2_pg.scaffold_873000002
ENSMGAP00000017461	fgenesh2_pg.scaffold_873000003
ENSMGAP00000010418	fgenesh2_pg.scaffold_879000005
ENSMGAP00000000824	fgenesh2_pg.scaffold_880000001
ENSMGAP00000014878	fgenesh2_pg.scaffold_881000006
ENSMGAP00000012910	fgenesh2_pg.scaffold_882000007
ENSMGAP00000006336	fgenesh2_pg.scaffold_884000004
ENSMGAP00000012817	fgenesh2_pg.scaffold_897000004
ENSMGAP00000008377	fgenesh2_pg.scaffold_905000006
ENSMGAP00000014923	fgenesh2_pg.scaffold_905000006
ENSMGAP00000008503	fgenesh2_pg.scaffold_905000009
ENSMGAP00000000537	fgenesh2_pg.scaffold_911000003
ENSMGAP00000007496	fgenesh2_pg.scaffold_917000001
ENSMGAP00000006357	fgenesh2_pg.scaffold_929000001
ENSMGAP00000001292	fgenesh2_pg.scaffold_937000007
ENSMGAP00000014873	fgenesh2_pg.scaffold_945000008
ENSMGAP00000014691	fgenesh2_pg.scaffold_958000002
ENSMGAP00000007028	fgenesh2_pg.scaffold_960000001
ENSMGAP00000013252	fgenesh2_pg.scaffold_980000005
ENSMGAP00000013239	fgenesh2_pg.scaffold_980000006
ENSMGAP00000008892	fgenesh2_pg.scaffold_981000005
ENSMGAP00000004832	fgenesh2_pg.scaffold_992000001
ENSMGAP00000013382	fgenesh2_pg.scaffold_994000002
ENSMGAP00000019334	fgenesh2_pg.scaffold_1012000001
ENSMGAP00000004038	fgenesh2_pg.scaffold_1013000002
ENSMGAP00000013932	fgenesh2_pg.scaffold_1013000002
ENSMGAP00000000330	fgenesh2_pg.scaffold_1013000002
ENSMGAP00000012712	fgenesh2_pg.scaffold_1013000002
ENSMGAP00000010798	fgenesh2_pg.scaffold_1015000001
ENSMGAP00000006857	fgenesh2_pg.scaffold_1022000007
ENSMGAP00000002306	fgenesh2_pg.scaffold_1022000007
ENSMGAP00000008356	fgenesh2_pg.scaffold_1036000002
ENSMGAP00000003467	fgenesh2_pg.scaffold_1050000002
ENSMGAP00000015614	fgenesh2_pg.scaffold_1075000005
ENSMGAP00000012883	fgenesh2_pg.scaffold_1084000001
ENSMGAP00000013694	fgenesh2_pg.scaffold_1098000001
ENSMGAP00000014448	fgenesh2_pg.scaffold_1110000002
ENSMGAP00000014885	fgenesh2_pg.scaffold_1139000001
ENSMGAP00000013787	fgenesh2_pg.scaffold_1139000001
ENSMGAP00000017537	fgenesh2_pg.scaffold_1161000001
ENSMGAP00000004027	fgenesh2_pg.scaffold_1176000001
ENSMGAP00000016167	fgenesh2_pg.scaffold_1176000001
ENSMGAP00000013583	fgenesh2_pg.scaffold_1176000001
ENSMGAP00000005125	fgenesh2_pg.scaffold_1176000001
ENSMGAP00000016817	fgenesh2_pg.scaffold_1184000002
ENSMGAP00000007230	fgenesh2_pg.scaffold_1186000002
ENSMGAP00000003659	fgenesh2_pg.scaffold_1234000001
ENSMGAP00000012771	fgenesh2_pg.scaffold_1248000001
ENSMGAP00000015731	fgenesh2_pg.scaffold_1248000001
ENSMGAP00000002852	fgenesh2_pg.scaffold_1253000001
ENSMGAP00000011618	fgenesh2_pg.scaffold_1255000001
ENSMGAP00000003305	fgenesh2_pg.scaffold_1279000001
ENSMGAP00000013440	fgenesh2_pg.scaffold_1280000001
ENSMGAP00000011203	fgenesh2_pg.scaffold_1300000001
ENSMGAP00000000687	fgenesh2_pg.scaffold_1305000001
ENSMGAP00000009188	fgenesh2_pg.scaffold_1308000003
ENSMGAP00000011684	fgenesh2_pg.scaffold_1314000001
ENSMGAP00000009699	fgenesh2_pg.scaffold_1317000001
ENSMGAP00000002903	fgenesh2_pg.scaffold_1317000001
ENSMGAP00000018597	fgenesh2_pg.scaffold_1317000001
ENSMGAP00000016330	fgenesh2_pg.scaffold_1319000001
ENSMGAP00000006051	fgenesh2_pg.scaffold_1350000002
ENSMGAP00000016891	fgenesh2_pg.scaffold_1366000001
ENSMGAP00000011975	fgenesh2_pg.scaffold_1379000001
ENSMGAP00000014038	fgenesh2_pg.scaffold_1381000004
ENSMGAP00000005278	fgenesh2_pg.scaffold_1406000001
ENSMGAP00000014927	fgenesh2_pg.scaffold_1433000001
ENSMGAP00000014464	fgenesh2_pg.scaffold_1447000001
ENSMGAP00000011455	fgenesh2_pg.scaffold_1473000001
ENSMGAP00000004823	fgenesh2_pg.scaffold_1475000001
ENSMGAP00000019841	fgenesh2_pg.scaffold_1506000002
ENSMGAP00000017147	fgenesh2_pg.scaffold_1534000001
ENSMGAP00000013838	fgenesh2_pg.scaffold_1538000001
ENSMGAP00000000342	fgenesh2_pg.scaffold_1594000001
ENSMGAP00000000853	fgenesh2_pg.scaffold_1596000002
ENSMGAP00000007892	fgenesh2_pg.scaffold_1610000001
ENSMGAP00000014852	fgenesh2_pg.scaffold_1636000001
ENSMGAP00000012743	fgenesh2_pg.scaffold_1636000001
ENSMGAP00000000087	fgenesh2_pg.scaffold_1636000001
ENSMGAP00000000289	fgenesh2_pg.scaffold_1690000001
ENSMGAP00000012979	fgenesh2_pg.scaffold_1756000002
ENSMGAP00000003935	fgenesh2_pg.scaffold_1757000001
ENSMGAP00000011311	fgenesh2_pg.scaffold_1837000001
ENSMGAP00000004949	fgenesh2_pg.scaffold_1837000002
ENSMGAP00000019825	fgenesh2_pg.scaffold_1989000001
ENSMGAP00000008938	fgenesh2_pg.scaffold_1994000001
ENSMGAP00000013588	fgenesh2_pg.scaffold_1997000001
ENSMGAP00000016811	fgenesh2_pg.scaffold_2004000001
ENSMGAP00000001110	fgenesh2_pg.scaffold_2220000001
ENSMGAP00000008549	fgenesh2_pg.scaffold_2229000001
ENSMGAP00000004600	fgenesh2_pg.scaffold_2238000001
ENSMGAP00000013839	fgenesh2_pg.scaffold_2270000001
ENSMGAP00000015227	fgenesh2_pg.scaffold_2293000001
ENSMGAP00000006716	fgenesh2_pg.scaffold_2342000001
ENSMGAP00000012379	fgenesh2_pg.scaffold_2487000001
ENSMGAP00000001376	fgenesh2_pg.scaffold_2713000001
ENSMGAP00000019397	fgenesh2_pg.scaffold_2783000001
ENSMGAP00000007380	fgenesh2_pg.scaffold_2905000001
ENSMGAP00000014252	fgenesh2_pg.scaffold_2983000001
ENSMGAP00000002862	estExt_fgenesh2_pm.C_10013
ENSMGAP00000007046	estExt_fgenesh2_pm.C_10048
ENSMGAP00000015837	estExt_fgenesh2_pm.C_20002
ENSMGAP00000012823	estExt_fgenesh2_pm.C_20002
ENSMGAP00000012927	estExt_fgenesh2_pm.C_20037
ENSMGAP00000005272	estExt_fgenesh2_pm.C_20038
ENSMGAP00000002353	estExt_fgenesh2_pm.C_30005
ENSMGAP00000002099	estExt_fgenesh2_pm.C_30022
ENSMGAP00000008868	estExt_fgenesh2_pm.C_40040
ENSMGAP00000006427	estExt_fgenesh2_pm.C_40040
ENSMGAP00000016637	estExt_fgenesh2_pm.C_40040
ENSMGAP00000004440	estExt_fgenesh2_pm.C_50003
ENSMGAP00000004167	estExt_fgenesh2_pm.C_50053
ENSMGAP00000001694	estExt_fgenesh2_pm.C_60011
ENSMGAP00000016174	estExt_fgenesh2_pm.C_60012
ENSMGAP00000015012	estExt_fgenesh2_pm.C_60020
ENSMGAP00000014677	estExt_fgenesh2_pm.C_80008
ENSMGAP00000006237	estExt_fgenesh2_pm.C_80046
ENSMGAP00000006604	estExt_fgenesh2_pm.C_90006
ENSMGAP00000011527	estExt_fgenesh2_pm.C_90008
ENSMGAP00000008472	estExt_fgenesh2_pm.C_90018
ENSMGAP00000013972	estExt_fgenesh2_pm.C_100022
ENSMGAP00000004610	estExt_fgenesh2_pm.C_110028
ENSMGAP00000011088	estExt_fgenesh2_pm.C_140009
ENSMGAP00000000660	estExt_fgenesh2_pm.C_140019
ENSMGAP00000017547	estExt_fgenesh2_pm.C_150008
ENSMGAP00000010086	estExt_fgenesh2_pm.C_160003
ENSMGAP00000004096	estExt_fgenesh2_pm.C_170015
ENSMGAP00000001798	estExt_fgenesh2_pm.C_180005
ENSMGAP00000019211	estExt_fgenesh2_pm.C_190004
ENSMGAP00000003602	estExt_fgenesh2_pm.C_200002
ENSMGAP00000007129	estExt_fgenesh2_pm.C_200002
ENSMGAP00000012745	estExt_fgenesh2_pm.C_200006
ENSMGAP00000008776	estExt_fgenesh2_pm.C_200006
ENSMGAP00000004225	estExt_fgenesh2_pm.C_200008
ENSMGAP00000000997	estExt_fgenesh2_pm.C_200012
ENSMGAP00000009055	estExt_fgenesh2_pm.C_200012
ENSMGAP00000006199	estExt_fgenesh2_pm.C_200017
ENSMGAP00000008297	estExt_fgenesh2_pm.C_200018
ENSMGAP00000008735	estExt_fgenesh2_pm.C_200020
ENSMGAP00000004245	estExt_fgenesh2_pm.C_200029
ENSMGAP00000003836	estExt_fgenesh2_pm.C_200029
ENSMGAP00000011137	estExt_fgenesh2_pm.C_210007
ENSMGAP00000005363	estExt_fgenesh2_pm.C_210009
ENSMGAP00000006043	estExt_fgenesh2_pm.C_210020
ENSMGAP00000001604	estExt_fgenesh2_pm.C_210021
ENSMGAP00000000935	estExt_fgenesh2_pm.C_220008
ENSMGAP00000007604	estExt_fgenesh2_pm.C_220009
ENSMGAP00000018830	estExt_fgenesh2_pm.C_230007
ENSMGAP00000007984	estExt_fgenesh2_pm.C_240022
ENSMGAP00000016417	estExt_fgenesh2_pm.C_240024
ENSMGAP00000007348	estExt_fgenesh2_pm.C_250003
ENSMGAP00000004907	estExt_fgenesh2_pm.C_270006
ENSMGAP00000005021	estExt_fgenesh2_pm.C_270011
ENSMGAP00000001774	estExt_fgenesh2_pm.C_270021
ENSMGAP00000001996	estExt_fgenesh2_pm.C_290006
ENSMGAP00000002900	estExt_fgenesh2_pm.C_300001
ENSMGAP00000011445	estExt_fgenesh2_pm.C_330006
ENSMGAP00000015640	estExt_fgenesh2_pm.C_330016
ENSMGAP00000014958	estExt_fgenesh2_pm.C_340001
ENSMGAP00000013171	estExt_fgenesh2_pm.C_340003
ENSMGAP00000011885	estExt_fgenesh2_pm.C_350010
ENSMGAP00000007660	estExt_fgenesh2_pm.C_360006
ENSMGAP00000018273	estExt_fgenesh2_pm.C_370031
ENSMGAP00000007816	estExt_fgenesh2_pm.C_370047
ENSMGAP00000010319	estExt_fgenesh2_pm.C_380013
ENSMGAP00000002782	estExt_fgenesh2_pm.C_420009
ENSMGAP00000005367	estExt_fgenesh2_pm.C_420010
ENSMGAP00000012686	estExt_fgenesh2_pm.C_420010
ENSMGAP00000000463	estExt_fgenesh2_pm.C_450023
ENSMGAP00000004414	estExt_fgenesh2_pm.C_460018
ENSMGAP00000001700	estExt_fgenesh2_pm.C_460024
ENSMGAP00000004891	estExt_fgenesh2_pm.C_470005
ENSMGAP00000015933	estExt_fgenesh2_pm.C_510015
ENSMGAP00000010631	estExt_fgenesh2_pm.C_550013
ENSMGAP00000008977	estExt_fgenesh2_pm.C_570012
ENSMGAP00000008441	estExt_fgenesh2_pm.C_620017
ENSMGAP00000012263	estExt_fgenesh2_pm.C_630008
ENSMGAP00000012402	estExt_fgenesh2_pm.C_640003
ENSMGAP00000003953	estExt_fgenesh2_pm.C_660005
ENSMGAP00000019749	estExt_fgenesh2_pm.C_660005
ENSMGAP00000004343	estExt_fgenesh2_pm.C_660019
ENSMGAP00000004222	estExt_fgenesh2_pm.C_670016
ENSMGAP00000014168	estExt_fgenesh2_pm.C_680004
ENSMGAP00000002002	estExt_fgenesh2_pm.C_690014
ENSMGAP00000012419	estExt_fgenesh2_pm.C_690014
ENSMGAP00000000267	estExt_fgenesh2_pm.C_690014
ENSMGAP00000001399	estExt_fgenesh2_pm.C_700001
ENSMGAP00000004318	estExt_fgenesh2_pm.C_700001
ENSMGAP00000019273	estExt_fgenesh2_pm.C_700001
ENSMGAP00000009113	estExt_fgenesh2_pm.C_700005
ENSMGAP00000012231	estExt_fgenesh2_pm.C_700005
ENSMGAP00000003229	estExt_fgenesh2_pm.C_720002
ENSMGAP00000000601	estExt_fgenesh2_pm.C_730008
ENSMGAP00000002847	estExt_fgenesh2_pm.C_740007
ENSMGAP00000007695	estExt_fgenesh2_pm.C_740025
ENSMGAP00000016241	estExt_fgenesh2_pm.C_750012
ENSMGAP00000018468	estExt_fgenesh2_pm.C_750019
ENSMGAP00000012390	estExt_fgenesh2_pm.C_760011
ENSMGAP00000019074	estExt_fgenesh2_pm.C_760026
ENSMGAP00000015298	estExt_fgenesh2_pm.C_770004
ENSMGAP00000004257	estExt_fgenesh2_pm.C_770026
ENSMGAP00000013066	estExt_fgenesh2_pm.C_780006
ENSMGAP00000003970	estExt_fgenesh2_pm.C_780022
ENSMGAP00000009803	estExt_fgenesh2_pm.C_820008
ENSMGAP00000015221	estExt_fgenesh2_pm.C_840004
ENSMGAP00000014916	estExt_fgenesh2_pm.C_850002
ENSMGAP00000003065	estExt_fgenesh2_pm.C_850002
ENSMGAP00000001846	estExt_fgenesh2_pm.C_860004
ENSMGAP00000015629	estExt_fgenesh2_pm.C_900007
ENSMGAP00000016701	estExt_fgenesh2_pm.C_920001
ENSMGAP00000006482	estExt_fgenesh2_pm.C_920010
ENSMGAP00000000026	estExt_fgenesh2_pm.C_920016
ENSMGAP00000008531	estExt_fgenesh2_pm.C_960008
ENSMGAP00000012551	estExt_fgenesh2_pm.C_1000005
ENSMGAP00000013388	estExt_fgenesh2_pm.C_1010014
ENSMGAP00000006871	estExt_fgenesh2_pm.C_1040001
ENSMGAP00000016760	estExt_fgenesh2_pm.C_1050011
ENSMGAP00000000972	estExt_fgenesh2_pm.C_1080002
ENSMGAP00000010391	estExt_fgenesh2_pm.C_1100001
ENSMGAP00000015679	estExt_fgenesh2_pm.C_1100001
ENSMGAP00000008283	estExt_fgenesh2_pm.C_1120016
ENSMGAP00000004464	estExt_fgenesh2_pm.C_1120019
ENSMGAP00000002915	estExt_fgenesh2_pm.C_1160003
ENSMGAP00000013272	estExt_fgenesh2_pm.C_1170007
ENSMGAP00000019084	estExt_fgenesh2_pm.C_1180001
ENSMGAP00000012922	estExt_fgenesh2_pm.C_1200015
ENSMGAP00000015445	estExt_fgenesh2_pm.C_1200015
ENSMGAP00000016845	estExt_fgenesh2_pm.C_1200015
ENSMGAP00000012722	estExt_fgenesh2_pm.C_1210012
ENSMGAP00000008170	estExt_fgenesh2_pm.C_1230011
ENSMGAP00000008167	estExt_fgenesh2_pm.C_1230012
ENSMGAP00000007209	estExt_fgenesh2_pm.C_1240007
ENSMGAP00000015356	estExt_fgenesh2_pm.C_1240012
ENSMGAP00000002063	estExt_fgenesh2_pm.C_1240013
ENSMGAP00000005847	estExt_fgenesh2_pm.C_1260005
ENSMGAP00000012765	estExt_fgenesh2_pm.C_1290003
ENSMGAP00000014024	estExt_fgenesh2_pm.C_1290004
ENSMGAP00000008777	estExt_fgenesh2_pm.C_1290007
ENSMGAP00000001149	estExt_fgenesh2_pm.C_1290010
ENSMGAP00000001965	estExt_fgenesh2_pm.C_1310003
ENSMGAP00000002614	estExt_fgenesh2_pm.C_1310006
ENSMGAP00000015197	estExt_fgenesh2_pm.C_1320010
ENSMGAP00000014511	estExt_fgenesh2_pm.C_1350003
ENSMGAP00000016516	estExt_fgenesh2_pm.C_1350003
ENSMGAP00000002940	estExt_fgenesh2_pm.C_1350003
ENSMGAP00000019552	estExt_fgenesh2_pm.C_1350013
ENSMGAP00000009966	estExt_fgenesh2_pm.C_1370002
ENSMGAP00000013002	estExt_fgenesh2_pm.C_1370008
ENSMGAP00000014519	estExt_fgenesh2_pm.C_1380002
ENSMGAP00000011786	estExt_fgenesh2_pm.C_1380012
ENSMGAP00000014538	estExt_fgenesh2_pm.C_1410011
ENSMGAP00000013125	estExt_fgenesh2_pm.C_1420004
ENSMGAP00000010485	estExt_fgenesh2_pm.C_1420005
ENSMGAP00000003821	estExt_fgenesh2_pm.C_1440005
ENSMGAP00000001627	estExt_fgenesh2_pm.C_1460013
ENSMGAP00000014765	estExt_fgenesh2_pm.C_1480003
ENSMGAP00000009984	estExt_fgenesh2_pm.C_1530006
ENSMGAP00000008886	estExt_fgenesh2_pm.C_1570003
ENSMGAP00000011207	estExt_fgenesh2_pm.C_1580005
ENSMGAP00000012682	estExt_fgenesh2_pm.C_1580006
ENSMGAP00000013092	estExt_fgenesh2_pm.C_1590001
ENSMGAP00000015742	estExt_fgenesh2_pm.C_1590011
ENSMGAP00000004849	estExt_fgenesh2_pm.C_1620006
ENSMGAP00000009841	estExt_fgenesh2_pm.C_1650015
ENSMGAP00000003808	estExt_fgenesh2_pm.C_1650016
ENSMGAP00000002286	estExt_fgenesh2_pm.C_1650016
ENSMGAP00000006981	estExt_fgenesh2_pm.C_1650016
ENSMGAP00000008574	estExt_fgenesh2_pm.C_1660002
ENSMGAP00000012478	estExt_fgenesh2_pm.C_1660005
ENSMGAP00000008926	estExt_fgenesh2_pm.C_1660006
ENSMGAP00000014914	estExt_fgenesh2_pm.C_1660016
ENSMGAP00000010594	estExt_fgenesh2_pm.C_1670001
ENSMGAP00000008804	estExt_fgenesh2_pm.C_1670007
ENSMGAP00000012454	estExt_fgenesh2_pm.C_1690001
ENSMGAP00000013357	estExt_fgenesh2_pm.C_1700006
ENSMGAP00000000740	estExt_fgenesh2_pm.C_1720006
ENSMGAP00000014439	estExt_fgenesh2_pm.C_1760004
ENSMGAP00000013169	estExt_fgenesh2_pm.C_1760008
ENSMGAP00000015085	estExt_fgenesh2_pm.C_1760012
ENSMGAP00000003535	estExt_fgenesh2_pm.C_1770004
ENSMGAP00000008209	estExt_fgenesh2_pm.C_1880004
ENSMGAP00000018033	estExt_fgenesh2_pm.C_1880005
ENSMGAP00000005942	estExt_fgenesh2_pm.C_1880007
ENSMGAP00000006707	estExt_fgenesh2_pm.C_1910009
ENSMGAP00000009154	estExt_fgenesh2_pm.C_1910011
ENSMGAP00000001835	estExt_fgenesh2_pm.C_1920005
ENSMGAP00000016570	estExt_fgenesh2_pm.C_1920005
ENSMGAP00000017867	estExt_fgenesh2_pm.C_1930005
ENSMGAP00000015248	estExt_fgenesh2_pm.C_1930006
ENSMGAP00000007187	estExt_fgenesh2_pm.C_1950013
ENSMGAP00000000958	estExt_fgenesh2_pm.C_1950018
ENSMGAP00000006739	estExt_fgenesh2_pm.C_1960004
ENSMGAP00000014485	estExt_fgenesh2_pm.C_1960017
ENSMGAP00000006934	estExt_fgenesh2_pm.C_1970003
ENSMGAP00000015374	estExt_fgenesh2_pm.C_1980001
ENSMGAP00000015123	estExt_fgenesh2_pm.C_1980001
ENSMGAP00000014292	estExt_fgenesh2_pm.C_1980009
ENSMGAP00000014521	estExt_fgenesh2_pm.C_1980010
ENSMGAP00000016157	estExt_fgenesh2_pm.C_1980010
ENSMGAP00000007200	estExt_fgenesh2_pm.C_1980010
ENSMGAP00000018124	estExt_fgenesh2_pm.C_2010007
ENSMGAP00000016428	estExt_fgenesh2_pm.C_2020005
ENSMGAP00000005216	estExt_fgenesh2_pm.C_2030002
