e_gw.1.149.1	SINLEJ018774
e_gw.292.11.1	SINLEJ016140
e_gw.292.22.1	SINLEJ014369
e_gw.292.22.1	SINLEJ005663
e_gw.292.43.1	SINLEJ017830
e_gw.292.43.1	SINLEJ017828
e_gw.292.46.1	SINLEJ009992
e_gw.292.46.1	SINLEJ018588
e_gw.292.64.1	SINLEJ013357
e_gw.293.12.1	SINLEJ006995
e_gw.293.16.1	SINLEJ006267
e_gw.293.34.1	SINLEJ006349
e_gw.294.34.1	SINLEJ011874
e_gw.294.39.1	SINLEJ006875
e_gw.294.39.1	SINLEJ015237
e_gw.294.39.1	SINLEJ013023
e_gw.294.39.1	SINLEJ008106
e_gw.294.48.1	SINLEJ007324
e_gw.294.48.1	SINLEJ011909
e_gw.294.8.1	SINLEJ004400
e_gw.295.38.1	SINLEJ007063
e_gw.295.38.1	SINLEJ009085
e_gw.295.41.1	SINLEJ011098
e_gw.296.14.1	SINLEJ008263
e_gw.296.14.1	SINLEJ008220
e_gw.296.16.1	SINLEJ006781
e_gw.296.18.1	SINLEJ006808
e_gw.296.18.1	SINLEJ016977
e_gw.296.33.1	SINLEJ002852
e_gw.296.33.1	SINLEJ004407
e_gw.296.43.1	SINLEJ008595
e_gw.296.72.1	SINLEJ008243
e_gw.296.76.1	SINLEJ015761
e_gw.297.117.1	SINLEJ011602
e_gw.297.138.1	SINLEJ009524
e_gw.297.62.1	SINLEJ003690
e_gw.297.62.1	SINLEJ011596
e_gw.297.76.1	SINLEJ013182
e_gw.297.83.1	SINLEJ005578
e_gw.298.103.1	SINLEJ008122
e_gw.298.104.1	SINLEJ003526
e_gw.298.35.1	SINLEJ008205
e_gw.298.51.1	SINLEJ003266
e_gw.298.93.1	SINLEJ016453
e_gw.299.23.1	SINLEJ004833
e_gw.299.23.1	SINLEJ600451
e_gw.299.23.1	SINLEJ600444
e_gw.299.32.1	SINLEJ001348
e_gw.299.54.1	SINLEJ600453
e_gw.299.54.1	SINLEJ001349
e_gw.299.66.1	SINLEJ600241
e_gw.299.89.1	SINLEJ600442
e_gw.299.89.1	SINLEJ600441
e_gw.299.89.1	SINLEJ001352
e_gw.299.89.1	SINLEJ001353
e_gw.3.1.1	SINLEJ013261
e_gw.3.1.1	SINLEJ013262
e_gw.3.10.1	SINLEJ012105
e_gw.3.103.1	SINLEJ018057
e_gw.3.120.1	SINLEJ005539
e_gw.3.120.1	SINLEJ016443
e_gw.3.120.1	SINLEJ016444
e_gw.3.120.1	SINLEJ019400
e_gw.3.123.1	SINLEJ002705
e_gw.3.123.1	SINLEJ002703
e_gw.3.123.1	SINLEJ016126
e_gw.3.123.1	SINLEJ002702
e_gw.3.131.1	SINLEJ000454
e_gw.3.139.1	SINLEJ013179
e_gw.3.140.1	SINLEJ011295
e_gw.3.147.1	SINLEJ005720
e_gw.3.147.1	SINLEJ000913
e_gw.3.148.1	SINLEJ011342
e_gw.3.155.1	SINLEJ002969
e_gw.3.187.1	SINLEJ016583
e_gw.3.217.1	SINLEJ007629
e_gw.3.219.1	SINLEJ007628
e_gw.3.25.1	SINLEJ600231
e_gw.3.25.1	SINLEJ600347
e_gw.3.285.1	SINLEJ013115
e_gw.3.30.1	SINLEJ002725
e_gw.3.34.1	SINLEJ002964
e_gw.3.359.1	SINLEJ013249
e_gw.3.359.1	SINLEJ007560
e_gw.3.371.1	SINLEJ016156
e_gw.3.51.1	SINLEJ006671
e_gw.3.52.1	SINLEJ002730
e_gw.3.52.1	SINLEJ012977
e_gw.3.91.1	SINLEJ016581
e_gw.3.91.1	SINLEJ002783
e_gw.3.97.1	SINLEJ014402
e_gw.30.115.1	SINLEJ012962
e_gw.30.117.1	SINLEJ600182
e_gw.30.12.1	SINLEJ019168
e_gw.30.154.1	SINLEJ015470
e_gw.30.163.1	SINLEJ017124
e_gw.30.216.1	SINLEJ017694
e_gw.30.223.1	SINLEJ014315
e_gw.30.227.1	SINLEJ013390
e_gw.30.227.1	SINLEJ014866
e_gw.30.227.1	SINLEJ011782
e_gw.30.237.1	SINLEJ008140
e_gw.30.266.1	SINLEJ009644
e_gw.30.280.1	SINLEJ001737
e_gw.30.293.1	SINLEJ014875
e_gw.30.312.1	SINLEJ012073
e_gw.30.321.1	SINLEJ014865
e_gw.30.328.1	SINLEJ015987
e_gw.30.332.1	SINLEJ600373
e_gw.30.364.1	SINLEJ013387
e_gw.30.364.1	SINLEJ014864
e_gw.30.364.1	SINLEJ014863
e_gw.30.364.1	SINLEJ014862
e_gw.30.404.1	SINLEJ005781
e_gw.30.65.1	SINLEJ015897
e_gw.30.9.1	SINLEJ017930
e_gw.300.5.1	SINLEJ006785
e_gw.301.26.1	SINLEJ004154
e_gw.301.40.1	SINLEJ011695
e_gw.301.63.1	SINLEJ019347
e_gw.301.8.1	SINLEJ010822
e_gw.301.8.1	SINLEJ017949
e_gw.301.8.1	SINLEJ000314
e_gw.302.1.1	SINLEJ007458
e_gw.302.21.1	SINLEJ008607
e_gw.302.22.1	SINLEJ016587
e_gw.302.22.1	SINLEJ007460
e_gw.302.22.1	SINLEJ013263
e_gw.303.33.1	SINLEJ016153
e_gw.303.33.1	SINLEJ007663
e_gw.303.33.1	SINLEJ008097
e_gw.303.33.1	SINLEJ007662
e_gw.303.55.1	SINLEJ015737
e_gw.303.60.1	SINLEJ007878
e_gw.304.29.1	SINLEJ000475
e_gw.304.29.1	SINLEJ000474
e_gw.304.29.1	SINLEJ000473
e_gw.304.34.1	SINLEJ011334
e_gw.304.34.1	SINLEJ600343
e_gw.304.74.1	SINLEJ000001
e_gw.304.78.1	SINLEJ009392
e_gw.304.92.1	SINLEJ013900
e_gw.305.25.1	SINLEJ012581
e_gw.305.48.1	SINLEJ001774
e_gw.305.54.1	SINLEJ005829
e_gw.306.26.1	SINLEJ012001
e_gw.306.26.1	SINLEJ004574
e_gw.306.43.1	SINLEJ000337
e_gw.306.5.1	SINLEJ000953
e_gw.306.50.1	SINLEJ015545
e_gw.306.59.1	SINLEJ004589
e_gw.307.27.1	SINLEJ018266
e_gw.307.27.1	SINLEJ019126
e_gw.307.27.1	SINLEJ018527
e_gw.307.27.1	SINLEJ010914
e_gw.307.37.1	SINLEJ014185
e_gw.307.53.1	SINLEJ014201
e_gw.307.80.1	SINLEJ017840
e_gw.307.80.1	SINLEJ015353
e_gw.309.128.1	SINLEJ004365
e_gw.31.189.1	SINLEJ010729
e_gw.31.197.1	SINLEJ007201
e_gw.31.197.1	SINLEJ017166
e_gw.31.279.1	SINLEJ005879
e_gw.31.279.1	SINLEJ008047
e_gw.31.279.1	SINLEJ008048
e_gw.31.298.1	SINLEJ011601
e_gw.31.46.1	SINLEJ000422
e_gw.31.50.1	SINLEJ016100
e_gw.31.50.1	SINLEJ011302
e_gw.31.75.1	SINLEJ014136
e_gw.31.83.1	SINLEJ003945
e_gw.31.93.1	SINLEJ010747
e_gw.310.16.1	SINLEJ018394
e_gw.310.16.1	SINLEJ018392
e_gw.310.18.1	SINLEJ007025
e_gw.310.18.1	SINLEJ014121
e_gw.310.18.1	SINLEJ014122
e_gw.311.43.1	SINLEJ000303
e_gw.311.66.1	SINLEJ011154
e_gw.311.76.1	SINLEJ000484
e_gw.311.76.1	SINLEJ000486
e_gw.311.76.1	SINLEJ000487
e_gw.311.93.1	SINLEJ000358
e_gw.312.16.1	SINLEJ012763
e_gw.312.31.1	SINLEJ001511
e_gw.312.31.1	SINLEJ013875
e_gw.312.38.1	SINLEJ003236
e_gw.312.55.1	SINLEJ003387
e_gw.312.63.1	SINLEJ019374
e_gw.312.66.1	SINLEJ001637
e_gw.313.12.1	SINLEJ010779
e_gw.313.20.1	SINLEJ009819
e_gw.313.20.1	SINLEJ008610
e_gw.313.20.1	SINLEJ008292
e_gw.313.20.1	SINLEJ009817
e_gw.313.27.1	SINLEJ011500
e_gw.313.40.1	SINLEJ008256
e_gw.313.40.1	SINLEJ008585
e_gw.313.54.1	SINLEJ008622
e_gw.313.54.1	SINLEJ017927
e_gw.314.10.1	SINLEJ011615
e_gw.314.10.1	SINLEJ012172
e_gw.314.21.1	SINLEJ007826
e_gw.314.22.1	SINLEJ003823
e_gw.314.28.1	SINLEJ018491
e_gw.314.28.1	SINLEJ017780
e_gw.314.28.1	SINLEJ019358
e_gw.314.28.1	SINLEJ007827
e_gw.315.15.1	SINLEJ015807
e_gw.315.25.1	SINLEJ011359
e_gw.315.45.1	SINLEJ011348
e_gw.317.25.1	SINLEJ008773
e_gw.317.25.1	SINLEJ011267
e_gw.317.25.1	SINLEJ011262
e_gw.317.25.1	SINLEJ011268
e_gw.317.28.1	SINLEJ008777
e_gw.317.28.1	SINLEJ008774
e_gw.317.28.1	SINLEJ011260
e_gw.317.3.1	SINLEJ009227
e_gw.317.3.1	SINLEJ010000
e_gw.317.41.1	SINLEJ008850
e_gw.317.42.1	SINLEJ007604
e_gw.317.55.1	SINLEJ008899
e_gw.317.55.1	SINLEJ016325
e_gw.317.62.1	SINLEJ008826
e_gw.317.88.1	SINLEJ013047
e_gw.317.97.1	SINLEJ016900
e_gw.318.18.1	SINLEJ012470
e_gw.318.18.1	SINLEJ003186
e_gw.318.18.1	SINLEJ012447
e_gw.318.18.1	SINLEJ012472
e_gw.318.3.1	SINLEJ009856
e_gw.318.45.1	SINLEJ000881
e_gw.318.62.1	SINLEJ016801
e_gw.318.73.1	SINLEJ009162
e_gw.319.19.1	SINLEJ012939
e_gw.319.19.1	SINLEJ012938
e_gw.319.24.1	SINLEJ017889
e_gw.319.24.1	SINLEJ018237
e_gw.319.45.1	SINLEJ011653
e_gw.32.130.1	SINLEJ002819
e_gw.32.131.1	SINLEJ007179
e_gw.32.131.1	SINLEJ019432
e_gw.32.172.1	SINLEJ006263
e_gw.32.172.1	SINLEJ007308
e_gw.32.178.1	SINLEJ006220
e_gw.32.23.1	SINLEJ006353
e_gw.32.23.1	SINLEJ006956
e_gw.32.355.1	SINLEJ006154
e_gw.32.685.1	SINLEJ006232
e_gw.32.78.1	SINLEJ014696
e_gw.32.78.1	SINLEJ014779
e_gw.320.106.1	SINLEJ007513
e_gw.320.110.1	SINLEJ018435
e_gw.320.110.1	SINLEJ018639
e_gw.320.110.1	SINLEJ013733
e_gw.320.110.1	SINLEJ017607
e_gw.320.36.1	SINLEJ013577
e_gw.320.38.1	SINLEJ012406
e_gw.320.40.1	SINLEJ015662
e_gw.320.40.1	SINLEJ007248
e_gw.320.40.1	SINLEJ005513
e_gw.320.40.1	SINLEJ009550
e_gw.320.52.1	SINLEJ009463
e_gw.320.52.1	SINLEJ007208
e_gw.320.52.1	SINLEJ015703
e_gw.320.52.1	SINLEJ017174
e_gw.320.60.1	SINLEJ014267
e_gw.320.65.1	SINLEJ004835
e_gw.320.89.1	SINLEJ009570
e_gw.321.129.1	SINLEJ013879
e_gw.321.129.1	SINLEJ001615
e_gw.321.5.1	SINLEJ010457
e_gw.321.5.1	SINLEJ002862
e_gw.321.90.1	SINLEJ013839
e_gw.322.3.1	SINLEJ004890
e_gw.322.32.1	SINLEJ600047
e_gw.322.34.1	SINLEJ017935
e_gw.323.46.1	SINLEJ015281
e_gw.323.46.1	SINLEJ006919
e_gw.324.15.1	SINLEJ000057
e_gw.324.15.1	SINLEJ012797
e_gw.324.15.1	SINLEJ012798
e_gw.324.15.1	SINLEJ014289
e_gw.324.16.1	SINLEJ004182
e_gw.324.25.1	SINLEJ000935
e_gw.324.28.1	SINLEJ012867
e_gw.324.28.1	SINLEJ013504
e_gw.324.28.1	SINLEJ010786
e_gw.324.44.1	SINLEJ012228
e_gw.324.44.1	SINLEJ002031
e_gw.324.72.1	SINLEJ012841
e_gw.325.12.1	SINLEJ015810
e_gw.325.13.1	SINLEJ007343
e_gw.325.13.1	SINLEJ004347
e_gw.325.15.1	SINLEJ004288
e_gw.325.38.1	SINLEJ007341
e_gw.325.5.1	SINLEJ004403
e_gw.325.55.1	SINLEJ600295
e_gw.325.55.1	SINLEJ600297
e_gw.325.55.1	SINLEJ600294
e_gw.325.59.1	SINLEJ011904
e_gw.325.59.1	SINLEJ000218
e_gw.325.63.1	SINLEJ011996
e_gw.325.65.1	SINLEJ004364
e_gw.326.12.1	SINLEJ002834
e_gw.326.31.1	SINLEJ005379
e_gw.326.4.1	SINLEJ006289
e_gw.326.51.1	SINLEJ002095
e_gw.326.55.1	SINLEJ018013
e_gw.326.78.1	SINLEJ006373
e_gw.326.79.1	SINLEJ006988
e_gw.327.20.1	SINLEJ011953
e_gw.327.37.1	SINLEJ004439
e_gw.327.52.1	SINLEJ008470
e_gw.327.54.1	SINLEJ008322
e_gw.327.54.1	SINLEJ010383
e_gw.327.54.1	SINLEJ008488
e_gw.327.57.1	SINLEJ008594
e_gw.327.57.1	SINLEJ006854
e_gw.327.57.1	SINLEJ006855
e_gw.327.57.1	SINLEJ008445
e_gw.327.7.1	SINLEJ008468
e_gw.327.7.1	SINLEJ013668
e_gw.328.38.1	SINLEJ013288
e_gw.328.38.1	SINLEJ007284
e_gw.328.53.1	SINLEJ007684
e_gw.328.53.1	SINLEJ015754
e_gw.328.53.1	SINLEJ007683
e_gw.328.53.1	SINLEJ018541
e_gw.328.54.1	SINLEJ015234
e_gw.328.54.1	SINLEJ006872
e_gw.328.58.1	SINLEJ002808
e_gw.329.27.1	SINLEJ017612
e_gw.329.29.1	SINLEJ006589
e_gw.329.29.1	SINLEJ010534
e_gw.329.54.1	SINLEJ011386
e_gw.329.54.1	SINLEJ011393
e_gw.329.65.1	SINLEJ018051
e_gw.329.65.1	SINLEJ018707
e_gw.33.148.1	SINLEJ014903
e_gw.33.15.1	SINLEJ014848
e_gw.33.15.1	SINLEJ014896
e_gw.33.15.1	SINLEJ013325
e_gw.33.166.1	SINLEJ018353
e_gw.33.18.1	SINLEJ003811
e_gw.33.195.1	SINLEJ003202
e_gw.33.195.1	SINLEJ010370
e_gw.33.197.1	SINLEJ014861
e_gw.33.40.1	SINLEJ006350
e_gw.33.40.1	SINLEJ006351
e_gw.33.89.1	SINLEJ017855
e_gw.330.18.1	SINLEJ012722
e_gw.330.21.1	SINLEJ013759
e_gw.330.22.1	SINLEJ015051
e_gw.330.22.1	SINLEJ015054
e_gw.330.23.1	SINLEJ003449
e_gw.330.23.1	SINLEJ600463
e_gw.330.23.1	SINLEJ001633
e_gw.330.23.1	SINLEJ012772
e_gw.330.29.1	SINLEJ015015
e_gw.331.10.1	SINLEJ015107
e_gw.331.20.1	SINLEJ008112
e_gw.331.26.1	SINLEJ013245
e_gw.331.31.1	SINLEJ016194
e_gw.331.68.1	SINLEJ013178
e_gw.331.68.1	SINLEJ016603
e_gw.332.22.1	SINLEJ015342
e_gw.332.24.1	SINLEJ600203
e_gw.332.24.1	SINLEJ013835
e_gw.332.64.1	SINLEJ000380
e_gw.332.89.1	SINLEJ600452
e_gw.333.24.1	SINLEJ015871
e_gw.333.24.1	SINLEJ016267
e_gw.333.24.1	SINLEJ016266
e_gw.333.24.1	SINLEJ012866
e_gw.333.34.1	SINLEJ014662
e_gw.333.48.1	SINLEJ015983
e_gw.334.115.1	SINLEJ015116
e_gw.334.115.1	SINLEJ014300
e_gw.334.115.1	SINLEJ014304
e_gw.334.115.1	SINLEJ010803
e_gw.334.17.1	SINLEJ017982
e_gw.335.15.1	SINLEJ006261
e_gw.335.4.1	SINLEJ003034
e_gw.335.5.1	SINLEJ012074
e_gw.336.11.1	SINLEJ015982
e_gw.336.11.1	SINLEJ018498
e_gw.336.15.1	SINLEJ013629
e_gw.336.15.1	SINLEJ019431
e_gw.336.15.1	SINLEJ019434
e_gw.336.19.1	SINLEJ013992
e_gw.336.33.1	SINLEJ009269
e_gw.337.19.1	SINLEJ015014
e_gw.337.19.1	SINLEJ017962
e_gw.337.19.1	SINLEJ015016
e_gw.337.81.1	SINLEJ012033
e_gw.337.92.1	SINLEJ005721
e_gw.337.92.1	SINLEJ014382
e_gw.338.72.1	SINLEJ004593
e_gw.338.72.1	SINLEJ018633
e_gw.339.17.1	SINLEJ008754
e_gw.339.60.1	SINLEJ010658
e_gw.339.60.1	SINLEJ001433
e_gw.339.60.1	SINLEJ010581
e_gw.339.60.1	SINLEJ007231
e_gw.34.1.1	SINLEJ004907
e_gw.34.1.1	SINLEJ004909
e_gw.34.1.1	SINLEJ016742
e_gw.34.1.1	SINLEJ016483
e_gw.34.15.1	SINLEJ009831
e_gw.34.37.1	SINLEJ004646
e_gw.34.37.1	SINLEJ018807
e_gw.340.1.1	SINLEJ001451
e_gw.340.1.1	SINLEJ004850
e_gw.340.1.1	SINLEJ600254
e_gw.340.1.1	SINLEJ010340
e_gw.340.5.1	SINLEJ001403
e_gw.340.82.1	SINLEJ004853
e_gw.340.85.1	SINLEJ016021
e_gw.341.13.1	SINLEJ008828
e_gw.341.21.1	SINLEJ008690
e_gw.341.21.1	SINLEJ017298
e_gw.341.65.1	SINLEJ008770
e_gw.341.65.1	SINLEJ009368
e_gw.341.65.1	SINLEJ017816
e_gw.341.74.1	SINLEJ001748
e_gw.341.74.1	SINLEJ010860
e_gw.341.77.1	SINLEJ011187
e_gw.341.77.1	SINLEJ017128
e_gw.342.20.1	SINLEJ012557
e_gw.342.20.1	SINLEJ016351
e_gw.342.20.1	SINLEJ017634
e_gw.342.44.1	SINLEJ000189
e_gw.342.44.1	SINLEJ000185
e_gw.342.58.1	SINLEJ007547
e_gw.342.58.1	SINLEJ009242
e_gw.342.6.1	SINLEJ018859
e_gw.342.6.1	SINLEJ003160
e_gw.342.6.1	SINLEJ018614
e_gw.342.6.1	SINLEJ003055
e_gw.343.23.1	SINLEJ013318
e_gw.343.23.1	SINLEJ015934
e_gw.343.23.1	SINLEJ015931
e_gw.343.23.1	SINLEJ013097
e_gw.343.4.1	SINLEJ600486
e_gw.343.4.1	SINLEJ003313
e_gw.343.45.1	SINLEJ001609
e_gw.343.47.1	SINLEJ002984
e_gw.343.49.1	SINLEJ010411
e_gw.343.49.1	SINLEJ013849
e_gw.343.49.1	SINLEJ001611
e_gw.343.54.1	SINLEJ010407
e_gw.343.60.1	SINLEJ016236
e_gw.343.63.1	SINLEJ005743
e_gw.343.63.1	SINLEJ006618
e_gw.344.3.1	SINLEJ000044
e_gw.344.3.1	SINLEJ000051
e_gw.344.3.1	SINLEJ017710
e_gw.344.3.1	SINLEJ017708
e_gw.344.44.1	SINLEJ001721
e_gw.344.59.1	SINLEJ011088
e_gw.345.34.1	SINLEJ009973
e_gw.346.47.1	SINLEJ003904
e_gw.346.47.1	SINLEJ003903
e_gw.346.50.1	SINLEJ012936
e_gw.346.56.1	SINLEJ000384
e_gw.346.56.1	SINLEJ000385
e_gw.346.70.1	SINLEJ010767
e_gw.346.70.1	SINLEJ015911
e_gw.346.70.1	SINLEJ010422
e_gw.346.70.1	SINLEJ010423
e_gw.347.103.1	SINLEJ001079
e_gw.347.109.1	SINLEJ014501
e_gw.347.116.1	SINLEJ017337
e_gw.347.116.1	SINLEJ002189
e_gw.347.116.1	SINLEJ005978
e_gw.347.116.1	SINLEJ005977
e_gw.347.38.1	SINLEJ001750
e_gw.347.59.1	SINLEJ010016
e_gw.347.75.1	SINLEJ001241
e_gw.347.75.1	SINLEJ001248
e_gw.347.75.1	SINLEJ001250
e_gw.347.75.1	SINLEJ018472
e_gw.347.82.1	SINLEJ000780
e_gw.347.82.1	SINLEJ005894
e_gw.347.82.1	SINLEJ005893
e_gw.347.90.1	SINLEJ001128
e_gw.347.99.1	SINLEJ001034
e_gw.347.99.1	SINLEJ016845
e_gw.347.99.1	SINLEJ005189
e_gw.348.51.1	SINLEJ010010
e_gw.348.51.1	SINLEJ000061
e_gw.348.59.1	SINLEJ018893
e_gw.348.59.1	SINLEJ009864
e_gw.348.59.1	SINLEJ009863
e_gw.348.6.1	SINLEJ009932
e_gw.348.75.1	SINLEJ005930
e_gw.349.27.1	SINLEJ014061
e_gw.349.37.1	SINLEJ009289
e_gw.349.37.1	SINLEJ009288
e_gw.349.86.1	SINLEJ017632
e_gw.349.86.1	SINLEJ011103
e_gw.35.103.1	SINLEJ005118
e_gw.35.103.1	SINLEJ002007
e_gw.35.145.1	SINLEJ019338
e_gw.35.145.1	SINLEJ001884
e_gw.35.145.1	SINLEJ009694
e_gw.35.145.1	SINLEJ016988
e_gw.35.150.1	SINLEJ000741
e_gw.35.241.1	SINLEJ001991
e_gw.35.25.1	SINLEJ017752
e_gw.35.313.1	SINLEJ005098
e_gw.35.313.1	SINLEJ006034
e_gw.35.313.1	SINLEJ001964
e_gw.35.313.1	SINLEJ001963
e_gw.35.318.1	SINLEJ004451
e_gw.35.343.1	SINLEJ000169
e_gw.35.343.1	SINLEJ019224
e_gw.35.343.1	SINLEJ011778
e_gw.35.346.1	SINLEJ018284
e_gw.35.357.1	SINLEJ001036
e_gw.35.42.1	SINLEJ001966
e_gw.35.42.1	SINLEJ001136
e_gw.35.42.1	SINLEJ000740
e_gw.35.55.1	SINLEJ011535
e_gw.35.60.1	SINLEJ001895
e_gw.35.83.1	SINLEJ009706
e_gw.351.112.1	SINLEJ002150
e_gw.351.112.1	SINLEJ000713
e_gw.351.40.1	SINLEJ002000
e_gw.351.40.1	SINLEJ002001
e_gw.351.40.1	SINLEJ013479
e_gw.351.41.1	SINLEJ018078
e_gw.351.62.1	SINLEJ014505
e_gw.351.62.1	SINLEJ014506
e_gw.351.88.1	SINLEJ000859
e_gw.351.88.1	SINLEJ017000
e_gw.351.88.1	SINLEJ005119
e_gw.353.1.1	SINLEJ007794
e_gw.353.1.1	SINLEJ007799
e_gw.353.1.1	SINLEJ007800
e_gw.354.101.1	SINLEJ015956
e_gw.354.7.1	SINLEJ016078
e_gw.355.1.1	SINLEJ008683
e_gw.355.103.1	SINLEJ009049
e_gw.355.27.1	SINLEJ009377
e_gw.355.3.1	SINLEJ012978
e_gw.355.61.1	SINLEJ012995
e_gw.355.7.1	SINLEJ018426
e_gw.355.72.1	SINLEJ003572
e_gw.355.72.1	SINLEJ014990
e_gw.356.11.1	SINLEJ010717
e_gw.356.3.1	SINLEJ012171
e_gw.356.32.1	SINLEJ015101
e_gw.356.32.1	SINLEJ019302
e_gw.356.50.1	SINLEJ004999
e_gw.356.59.1	SINLEJ015772
e_gw.356.59.1	SINLEJ010129
e_gw.356.61.1	SINLEJ002109
e_gw.357.114.1	SINLEJ006787
e_gw.357.41.1	SINLEJ007394
e_gw.358.52.1	SINLEJ011016
e_gw.359.27.1	SINLEJ014827
e_gw.359.28.1	SINLEJ013453
e_gw.359.3.1	SINLEJ018404
e_gw.359.3.1	SINLEJ018405
e_gw.359.53.1	SINLEJ013419
e_gw.359.53.1	SINLEJ008180
e_gw.36.169.1	SINLEJ007736
e_gw.36.169.1	SINLEJ012184
e_gw.36.218.1	SINLEJ011478
e_gw.36.4.1	SINLEJ007825
e_gw.36.4.1	SINLEJ015769
e_gw.36.4.1	SINLEJ015768
e_gw.36.4.1	SINLEJ012125
e_gw.36.85.1	SINLEJ019397
e_gw.36.99.1	SINLEJ007859
e_gw.36.99.1	SINLEJ007860
e_gw.360.23.1	SINLEJ017718
e_gw.360.25.1	SINLEJ011748
e_gw.360.4.1	SINLEJ011749
e_gw.360.4.1	SINLEJ010262
e_gw.361.2.1	SINLEJ008186
e_gw.361.55.1	SINLEJ013441
e_gw.361.68.1	SINLEJ001193
e_gw.363.26.1	SINLEJ001309
e_gw.363.26.1	SINLEJ001310
e_gw.363.48.1	SINLEJ000426
e_gw.363.48.1	SINLEJ004150
e_gw.363.53.1	SINLEJ015894
e_gw.363.53.1	SINLEJ015893
e_gw.363.59.1	SINLEJ018077
e_gw.364.20.1	SINLEJ005614
e_gw.364.29.1	SINLEJ011519
e_gw.364.40.1	SINLEJ007578
e_gw.364.69.1	SINLEJ003729
e_gw.364.77.1	SINLEJ012368
e_gw.364.95.1	SINLEJ015389
e_gw.366.16.1	SINLEJ016195
e_gw.366.16.1	SINLEJ002789
e_gw.366.16.1	SINLEJ017543
e_gw.366.16.1	SINLEJ017481
e_gw.368.2.1	SINLEJ012903
e_gw.368.37.1	SINLEJ004204
e_gw.368.40.1	SINLEJ017136
e_gw.37.11.1	SINLEJ011476
e_gw.37.12.1	SINLEJ011472
e_gw.37.12.1	SINLEJ015061
e_gw.37.12.1	SINLEJ015064
e_gw.37.139.1	SINLEJ015891
e_gw.37.139.1	SINLEJ004167
e_gw.37.139.1	SINLEJ012900
e_gw.37.158.1	SINLEJ009517
e_gw.37.158.1	SINLEJ007283
e_gw.37.158.1	SINLEJ009519
e_gw.37.158.1	SINLEJ007285
e_gw.37.162.1	SINLEJ012359
e_gw.37.162.1	SINLEJ012357
e_gw.37.180.1	SINLEJ013687
e_gw.37.188.1	SINLEJ013669
e_gw.37.226.1	SINLEJ011325
e_gw.37.226.1	SINLEJ013164
e_gw.37.272.1	SINLEJ007360
e_gw.37.272.1	SINLEJ010263
e_gw.37.321.1	SINLEJ012281
e_gw.37.321.1	SINLEJ012280
e_gw.37.34.1	SINLEJ010256
e_gw.37.34.1	SINLEJ010255
e_gw.37.359.1	SINLEJ013699
e_gw.37.359.1	SINLEJ013700
e_gw.37.410.1	SINLEJ012363
e_gw.37.415.1	SINLEJ011351
e_gw.37.429.1	SINLEJ011353
e_gw.37.51.1	SINLEJ019417
e_gw.370.14.1	SINLEJ018947
e_gw.371.27.1	SINLEJ600404
e_gw.371.27.1	SINLEJ600405
e_gw.371.37.1	SINLEJ009981
e_gw.371.37.1	SINLEJ000028
e_gw.371.37.1	SINLEJ000029
e_gw.371.54.1	SINLEJ010961
e_gw.371.77.1	SINLEJ016028
e_gw.371.84.1	SINLEJ009984
e_gw.372.6.1	SINLEJ001374
e_gw.373.1.1	SINLEJ000431
e_gw.373.23.1	SINLEJ000592
e_gw.373.23.1	SINLEJ000591
e_gw.373.32.1	SINLEJ015495
e_gw.373.32.1	SINLEJ015483
e_gw.373.4.1	SINLEJ010870
e_gw.373.51.1	SINLEJ010738
e_gw.373.51.1	SINLEJ000472
e_gw.374.41.1	SINLEJ001643
e_gw.374.48.1	SINLEJ006009
e_gw.374.48.1	SINLEJ014511
e_gw.374.48.1	SINLEJ002107
e_gw.375.14.1	SINLEJ002741
e_gw.375.23.1	SINLEJ016150
e_gw.375.23.1	SINLEJ007659
e_gw.375.45.1	SINLEJ016151
e_gw.375.46.1	SINLEJ007660
e_gw.376.43.1	SINLEJ016526
e_gw.376.43.1	SINLEJ016509
e_gw.376.47.1	SINLEJ001943
e_gw.376.9.1	SINLEJ013997
e_gw.377.22.1	SINLEJ013569
e_gw.377.23.1	SINLEJ011870
e_gw.378.29.1	SINLEJ001393
e_gw.378.33.1	SINLEJ014785
e_gw.378.33.1	SINLEJ600211
e_gw.378.33.1	SINLEJ014787
e_gw.378.53.1	SINLEJ012751
e_gw.378.55.1	SINLEJ009774
e_gw.378.55.1	SINLEJ009773
e_gw.378.55.1	SINLEJ009776
e_gw.379.34.1	SINLEJ600371
e_gw.379.54.1	SINLEJ011527
e_gw.379.55.1	SINLEJ014870
e_gw.379.55.1	SINLEJ019298
e_gw.379.66.1	SINLEJ016832
e_gw.379.74.1	SINLEJ003542
e_gw.38.140.1	SINLEJ010543
e_gw.38.140.1	SINLEJ006626
e_gw.38.168.1	SINLEJ006840
e_gw.38.180.1	SINLEJ014559
e_gw.38.184.1	SINLEJ010642
e_gw.38.26.1	SINLEJ010601
e_gw.38.26.1	SINLEJ004829
e_gw.38.37.1	SINLEJ009801
e_gw.38.46.1	SINLEJ006602
e_gw.38.47.1	SINLEJ006510
e_gw.38.47.1	SINLEJ006505
e_gw.38.47.1	SINLEJ006504
e_gw.38.47.1	SINLEJ006507
e_gw.38.80.1	SINLEJ003492
e_gw.38.94.1	SINLEJ005681
e_gw.38.94.1	SINLEJ010602
e_gw.38.96.1	SINLEJ008216
