SINCAM006004	ENSP00000001008
SINCAM003816	ENSP00000238714
SINCAM003116	ENSP00000238721
SINCAM003971	ENSP00000238738
SINCAM921089	ENSP00000238788
SINCAM003026	ENSP00000238789
SINCAM003488	ENSP00000238823
SINCAM003493	ENSP00000238831
SINCAM921206	ENSP00000238855
SINCAM003793	ENSP00000238875
SINCAM003973	ENSP00000238892
SINCAM006813	ENSP00000238936
SINCAM007152	ENSP00000238994
SINCAM006906	ENSP00000239027
SINCAM006866	ENSP00000239032
SINCAM013317	ENSP00000239144
SINCAM013314	ENSP00000239151
SINCAM013316	ENSP00000239165
SINCAM010008	ENSP00000239223
SINCAM010065	ENSP00000239231
SINCAM007007	ENSP00000239243
SINCAM003604	ENSP00000239367
SINCAM003613	ENSP00000239374
SINCAM010224	ENSP00000239440
SINCAM004899	ENSP00000239451
SINCAM005191	ENSP00000239461
SINCAM003555	ENSP00000239587
SINCAM013881	ENSP00000239614
SINCAM922327	ENSP00000239666
SINCAM002357	ENSP00000239690
SINCAM016254	ENSP00000239761
SINCAM005989	ENSP00000239830
SINCAM007692	ENSP00000239849
SINCAM004464	ENSP00000239882
SINCAM004885	ENSP00000239891
SINCAM010131	ENSP00000239906
SINCAM922336	ENSP00000239926
SINCAM010179	ENSP00000239938
SINCAM009222	ENSP00000239940
SINCAM005706	ENSP00000240055
SINCAM005660	ENSP00000240079
SINCAM015429	ENSP00000240093
SINCAM000829	ENSP00000240100
SINCAM922828	ENSP00000240123
SINCAM013616	ENSP00000240185
SINCAM002614	ENSP00000240285
SINCAM012700	ENSP00000240316
SINCAM008759	ENSP00000240328
SINCAM013404	ENSP00000240333
SINCAM008757	ENSP00000240335
SINCAM008604	ENSP00000240361
SINCAM014379	ENSP00000240423
SINCAM000244	ENSP00000240488
SINCAM010488	ENSP00000240587
SINCAM005579	ENSP00000240651
SINCAM005572	ENSP00000240662
SINCAM004170	ENSP00000240851
SINCAM004440	ENSP00000240922
SINCAM921314	ENSP00000240986
SINCAM011735	ENSP00000241014
SINCAM922258	ENSP00000241051
SINCAM011474	ENSP00000241052
SINCAM004802	ENSP00000241125
SINCAM015546	ENSP00000241256
SINCAM921909	ENSP00000241261
SINCAM007233	ENSP00000241305
SINCAM015765	ENSP00000241312
SINCAM006382	ENSP00000241416
SINCAM001221	ENSP00000241436
SINCAM004841	ENSP00000241453
SINCAM004833	ENSP00000241463
SINCAM009325	ENSP00000241502
SINCAM922531	ENSP00000241651
SINCAM002052	ENSP00000242057
SINCAM002269	ENSP00000242067
SINCAM014770	ENSP00000242104
SINCAM001750	ENSP00000242108
SINCAM001974	ENSP00000242159
SINCAM001680	ENSP00000242208
SINCAM002267	ENSP00000242209
SINCAM002268	ENSP00000242210
SINCAM014365	ENSP00000242248
SINCAM920747	ENSP00000242249
SINCAM011157	ENSP00000242257
SINCAM010026	ENSP00000242285
SINCAM001465	ENSP00000242315
SINCAM001376	ENSP00000242317
SINCAM006028	ENSP00000242375
SINCAM921849	ENSP00000242462
SINCAM007112	ENSP00000242480
SINCAM006990	ENSP00000242505
SINCAM007681	ENSP00000242576
SINCAM007539	ENSP00000242591
SINCAM007448	ENSP00000242592
SINCAM005510	ENSP00000242719
SINCAM005549	ENSP00000242728
SINCAM005548	ENSP00000242729
SINCAM014462	ENSP00000242786
SINCAM921290	ENSP00000242827
SINCAM004906	ENSP00000242839
SINCAM014086	ENSP00000243056
SINCAM014095	ENSP00000243077
SINCAM014082	ENSP00000243108
SINCAM005431	ENSP00000243167
SINCAM009805	ENSP00000243253
SINCAM006366	ENSP00000243326
SINCAM921614	ENSP00000243344
SINCAM006372	ENSP00000243346
SINCAM006367	ENSP00000243347
SINCAM010208	ENSP00000243389
SINCAM003991	ENSP00000243440
SINCAM012538	ENSP00000243457
SINCAM922277	ENSP00000243501
SINCAM016150	ENSP00000243563
SINCAM017211	ENSP00000243578
SINCAM004677	ENSP00000243662
SINCAM004662	ENSP00000243673
SINCAM000673	ENSP00000243706
SINCAM006289	ENSP00000243776
SINCAM006271	ENSP00000243786
SINCAM014292	ENSP00000243878
SINCAM012041	ENSP00000243903
SINCAM011954	ENSP00000243911
SINCAM011894	ENSP00000243918
SINCAM011898	ENSP00000244040
SINCAM012009	ENSP00000244043
SINCAM003504	ENSP00000244051
SINCAM011977	ENSP00000244061
SINCAM010330	ENSP00000244137
SINCAM922532	ENSP00000244217
SINCAM920535	ENSP00000244221
SINCAM014311	ENSP00000244227
SINCAM922616	ENSP00000244230
SINCAM010316	ENSP00000244241
SINCAM010705	ENSP00000244314
SINCAM015995	ENSP00000244336
SINCAM002919	ENSP00000244364
SINCAM002936	ENSP00000244426
SINCAM003750	ENSP00000244496
SINCAM014590	ENSP00000244513
SINCAM014620	ENSP00000244519
SINCAM921735	ENSP00000244520
SINCAM003737	ENSP00000244571
SINCAM003850	ENSP00000244625
SINCAM012277	ENSP00000244669
SINCAM003730	ENSP00000244711
SINCAM002920	ENSP00000244728
SINCAM001837	ENSP00000244745
SINCAM012205	ENSP00000244751
SINCAM001889	ENSP00000244763
SINCAM920703	ENSP00000244766
SINCAM001869	ENSP00000244769
SINCAM920547	ENSP00000244869
SINCAM009767	ENSP00000245046
SINCAM921532	ENSP00000245105
SINCAM001440	ENSP00000245121
SINCAM010645	ENSP00000245157
SINCAM010680	ENSP00000245206
SINCAM007601	ENSP00000245255
SINCAM004592	ENSP00000245304
SINCAM004310	ENSP00000245312
SINCAM004461	ENSP00000245323
SINCAM010001	ENSP00000245407
SINCAM010000	ENSP00000245414
SINCAM008221	ENSP00000245451
SINCAM008210	ENSP00000245457
SINCAM012539	ENSP00000245479
SINCAM012389	ENSP00000245503
SINCAM012426	ENSP00000245539
SINCAM012432	ENSP00000245541
SINCAM011550	ENSP00000245543
SINCAM012430	ENSP00000245544
SINCAM012427	ENSP00000245552
SINCAM016064	ENSP00000245564
SINCAM012028	ENSP00000245663
SINCAM006420	ENSP00000245680
SINCAM006429	ENSP00000245787
SINCAM015445	ENSP00000245816
SINCAM010949	ENSP00000245838
SINCAM014563	ENSP00000245907
SINCAM014484	ENSP00000245908
SINCAM016154	ENSP00000245934
SINCAM003669	ENSP00000245957
SINCAM920526	ENSP00000245983
SINCAM003561	ENSP00000246006
SINCAM921205	ENSP00000246024
SINCAM000737	ENSP00000246041
SINCAM003913	ENSP00000246062
SINCAM003919	ENSP00000246070
SINCAM011811	ENSP00000246080
SINCAM003771	ENSP00000246081
SINCAM922462	ENSP00000246115
SINCAM012904	ENSP00000246117
SINCAM008935	ENSP00000246151
SINCAM008240	ENSP00000246166
SINCAM011777	ENSP00000246186
SINCAM011785	ENSP00000246194
SINCAM005488	ENSP00000246337
SINCAM004523	ENSP00000246505
SINCAM010344	ENSP00000246535
SINCAM010343	ENSP00000246548
SINCAM007952	ENSP00000246635
SINCAM013354	ENSP00000246657
SINCAM013378	ENSP00000246672
SINCAM011496	ENSP00000246801
SINCAM011045	ENSP00000246802
SINCAM014977	ENSP00000246841
SINCAM008551	ENSP00000246868
SINCAM922638	ENSP00000246912
SINCAM013498	ENSP00000246914
SINCAM011363	ENSP00000246949
SINCAM011271	ENSP00000246957
SINCAM012970	ENSP00000247001
SINCAM012996	ENSP00000247003
SINCAM008707	ENSP00000247020
SINCAM008681	ENSP00000247026
SINCAM009772	ENSP00000247161
SINCAM008345	ENSP00000247178
SINCAM014978	ENSP00000247182
SINCAM014726	ENSP00000247191
SINCAM008324	ENSP00000247194
SINCAM003790	ENSP00000247219
SINCAM008085	ENSP00000247225
SINCAM008390	ENSP00000247226
SINCAM922373	ENSP00000247461
SINCAM006666	ENSP00000247470
SINCAM921493	ENSP00000247665
SINCAM007852	ENSP00000247668
SINCAM012934	ENSP00000247706
SINCAM005787	ENSP00000247815
SINCAM005737	ENSP00000247843
SINCAM000328	ENSP00000247933
SINCAM014472	ENSP00000247970
SINCAM013623	ENSP00000247986
SINCAM012813	ENSP00000248071
SINCAM016133	ENSP00000248073
SINCAM012428	ENSP00000248098
SINCAM011412	ENSP00000248121
SINCAM922033	ENSP00000248150
SINCAM012782	ENSP00000248244
SINCAM005763	ENSP00000248306
SINCAM015124	ENSP00000248342
SINCAM006313	ENSP00000248437
SINCAM006274	ENSP00000248444
SINCAM007459	ENSP00000248553
SINCAM002103	ENSP00000248564
SINCAM006111	ENSP00000248594
SINCAM006114	ENSP00000248598
SINCAM002025	ENSP00000248633
SINCAM002214	ENSP00000248643
SINCAM922346	ENSP00000248701
SINCAM000543	ENSP00000248706
SINCAM006091	ENSP00000248846
SINCAM921458	ENSP00000248879
SINCAM007691	ENSP00000248933
SINCAM007611	ENSP00000248935
SINCAM015862	ENSP00000248948
SINCAM007700	ENSP00000248958
SINCAM007364	ENSP00000248975
SINCAM007368	ENSP00000248996
SINCAM014833	ENSP00000249016
SINCAM000089	ENSP00000249044
SINCAM007425	ENSP00000249064
SINCAM011244	ENSP00000249071
SINCAM014804	ENSP00000249079
SINCAM009833	ENSP00000249269
SINCAM015264	ENSP00000249330
SINCAM006140	ENSP00000249344
SINCAM006022	ENSP00000249356
SINCAM921055	ENSP00000249363
SINCAM921038	ENSP00000249373
SINCAM923065	ENSP00000249389
SINCAM015114	ENSP00000249396
SINCAM006701	ENSP00000249442
SINCAM006709	ENSP00000249501
SINCAM013076	ENSP00000249636
SINCAM016768	ENSP00000249647
SINCAM001068	ENSP00000249750
SINCAM008416	ENSP00000249776
SINCAM922595	ENSP00000249806
SINCAM920704	ENSP00000249887
SINCAM009881	ENSP00000249910
SINCAM922234	ENSP00000249923
SINCAM011592	ENSP00000250003
SINCAM011541	ENSP00000250018
SINCAM008712	ENSP00000250056
SINCAM008715	ENSP00000250101
SINCAM008698	ENSP00000250156
SINCAM002800	ENSP00000250160
SINCAM920784	ENSP00000250173
SINCAM014531	ENSP00000250237
SINCAM008298	ENSP00000250448
SINCAM922397	ENSP00000250454
SINCAM008286	ENSP00000250457
SINCAM921224	ENSP00000250498
SINCAM012785	ENSP00000250535
SINCAM005795	ENSP00000250559
SINCAM011387	ENSP00000250615
SINCAM010869	ENSP00000250617
SINCAM002182	ENSP00000250863
SINCAM011111	ENSP00000250894
SINCAM012870	ENSP00000250896
SINCAM920555	ENSP00000250916
SINCAM010526	ENSP00000251020
SINCAM008108	ENSP00000251038
SINCAM001390	ENSP00000251047
SINCAM010634	ENSP00000251102
SINCAM004300	ENSP00000251108
SINCAM008248	ENSP00000251119
SINCAM004573	ENSP00000251127
SINCAM011293	ENSP00000251166
SINCAM008598	ENSP00000251241
SINCAM900045	ENSP00000251250
SINCAM013016	ENSP00000251287
SINCAM012737	ENSP00000251289
SINCAM013590	ENSP00000251296
SINCAM008735	ENSP00000251312
SINCAM012128	ENSP00000251337
SINCAM013429	ENSP00000251413
SINCAM014479	ENSP00000251472
SINCAM000451	ENSP00000251496
SINCAM005130	ENSP00000251507
SINCAM001584	ENSP00000251527
SINCAM010063	ENSP00000251582
SINCAM900285	ENSP00000251588
SINCAM009652	ENSP00000251607
SINCAM001299	ENSP00000251636
SINCAM013486	ENSP00000251642
SINCAM922629	ENSP00000251643
SINCAM006450	ENSP00000251775
SINCAM002443	ENSP00000251808
SINCAM009613	ENSP00000251849
SINCAM921892	ENSP00000251864
SINCAM921361	ENSP00000251871
SINCAM004365	ENSP00000251900
SINCAM922225	ENSP00000251968
SINCAM005876	ENSP00000251993
SINCAM922435	ENSP00000252011
SINCAM011780	ENSP00000252015
SINCAM000740	ENSP00000252032
SINCAM015318	ENSP00000252037
SINCAM003719	ENSP00000252050
SINCAM010254	ENSP00000252087
SINCAM922370	ENSP00000252102
SINCAM015900	ENSP00000252115
SINCAM007718	ENSP00000252136
SINCAM007345	ENSP00000252137
SINCAM005608	ENSP00000252321
SINCAM004463	ENSP00000252338
SINCAM922864	ENSP00000252445
SINCAM017279	ENSP00000252455
SINCAM014533	ENSP00000252456
SINCAM921075	ENSP00000252505
SINCAM900192	ENSP00000252506
SINCAM014249	ENSP00000252512
SINCAM012826	ENSP00000252542
SINCAM012929	ENSP00000252575
SINCAM014422	ENSP00000252599
SINCAM012935	ENSP00000252602
SINCAM003424	ENSP00000252655
SINCAM012845	ENSP00000252674
SINCAM010719	ENSP00000252677
SINCAM008792	ENSP00000252699
SINCAM006466	ENSP00000252711
SINCAM922915	ENSP00000252723
SINCAM001277	ENSP00000252744
SINCAM004628	ENSP00000252799
SINCAM922433	ENSP00000252804
SINCAM014886	ENSP00000252826
SINCAM007895	ENSP00000252854
SINCAM005888	ENSP00000252934
SINCAM006315	ENSP00000252971
SINCAM009019	ENSP00000252992
SINCAM012059	ENSP00000252996
SINCAM011870	ENSP00000252997
SINCAM011871	ENSP00000252998
SINCAM012068	ENSP00000252999
SINCAM012066	ENSP00000253003
SINCAM014880	ENSP00000253023
SINCAM014868	ENSP00000253024
SINCAM004555	ENSP00000253039
SINCAM008538	ENSP00000253048
SINCAM000812	ENSP00000253063
SINCAM921440	ENSP00000253079
SINCAM921441	ENSP00000253083
SINCAM921149	ENSP00000253099
SINCAM922867	ENSP00000253108
SINCAM014482	ENSP00000253110
SINCAM009828	ENSP00000253122
SINCAM002345	ENSP00000253159
SINCAM010325	ENSP00000253193
SINCAM921442	ENSP00000253233
SINCAM014671	ENSP00000253237
SINCAM012470	ENSP00000253247
SINCAM005886	ENSP00000253255
SINCAM011802	ENSP00000253363
SINCAM011846	ENSP00000253382
SINCAM010938	ENSP00000253401
SINCAM005805	ENSP00000253413
SINCAM010379	ENSP00000253457
SINCAM010377	ENSP00000253458
SINCAM010378	ENSP00000253462
SINCAM010962	ENSP00000253577
SINCAM012903	ENSP00000253669
SINCAM014416	ENSP00000253673
SINCAM009857	ENSP00000253686
SINCAM001777	ENSP00000253693
SINCAM005532	ENSP00000253697
SINCAM009858	ENSP00000253699
SINCAM010002	ENSP00000253754
SINCAM922331	ENSP00000253778
SINCAM013298	ENSP00000253792
SINCAM013497	ENSP00000253794
SINCAM013503	ENSP00000253799
SINCAM013504	ENSP00000253801
SINCAM010213	ENSP00000253814
SINCAM006158	ENSP00000253861
SINCAM011708	ENSP00000253925
SINCAM009626	ENSP00000253968
SINCAM922296	ENSP00000254029
SINCAM001177	ENSP00000254037
SINCAM014155	ENSP00000254066
SINCAM013435	ENSP00000254079
SINCAM920862	ENSP00000254090
SINCAM005189	ENSP00000254101
SINCAM900131	ENSP00000254190
SINCAM900133	ENSP00000254193
SINCAM003258	ENSP00000254227
SINCAM920544	ENSP00000254250
SINCAM010320	ENSP00000254260
SINCAM008333	ENSP00000254286
SINCAM008347	ENSP00000254301
SINCAM014501	ENSP00000254325
SINCAM922923	ENSP00000254337
SINCAM014695	ENSP00000254436
SINCAM001408	ENSP00000254442
SINCAM008697	ENSP00000254457
SINCAM900282	ENSP00000254466
SINCAM002780	ENSP00000254480
SINCAM009604	ENSP00000254488
SINCAM009620	ENSP00000254508
SINCAM005255	ENSP00000254521
SINCAM002494	ENSP00000254528
SINCAM002479	ENSP00000254624
SINCAM002478	ENSP00000254627
SINCAM000705	ENSP00000254630
SINCAM921945	ENSP00000254654
SINCAM921965	ENSP00000254657
SINCAM922640	ENSP00000254661
SINCAM921947	ENSP00000254663
SINCAM007209	ENSP00000254667
SINCAM004452	ENSP00000254691
SINCAM008643	ENSP00000254695
SINCAM921725	ENSP00000254722
SINCAM009807	ENSP00000254730
SINCAM000263	ENSP00000254742
SINCAM921128	ENSP00000254759
SINCAM003236	ENSP00000254765
SINCAM002171	ENSP00000254770
SINCAM000852	ENSP00000254799
SINCAM000006	ENSP00000254801
SINCAM013572	ENSP00000254803
SINCAM017522	ENSP00000254816
SINCAM018072	ENSP00000254846
SINCAM011115	ENSP00000254900
SINCAM010120	ENSP00000254901
SINCAM008766	ENSP00000254928
SINCAM010460	ENSP00000254940
SINCAM010305	ENSP00000254950
SINCAM003910	ENSP00000254958
SINCAM000782	ENSP00000254963
SINCAM008462	ENSP00000254976
SINCAM003672	ENSP00000255006
SINCAM015057	ENSP00000255030
SINCAM015503	ENSP00000255040
SINCAM011499	ENSP00000255078
SINCAM005445	ENSP00000255108
SINCAM920920	ENSP00000255120
SINCAM006831	ENSP00000255136
SINCAM920610	ENSP00000255189
SINCAM001238	ENSP00000255194
SINCAM001338	ENSP00000255224
SINCAM920630	ENSP00000255226
SINCAM010012	ENSP00000255266
SINCAM004855	ENSP00000255304
SINCAM004807	ENSP00000255305
SINCAM004796	ENSP00000255324
SINCAM003414	ENSP00000255380
SINCAM012383	ENSP00000255381
SINCAM012382	ENSP00000255390
SINCAM012356	ENSP00000255416
SINCAM004878	ENSP00000255448
SINCAM004883	ENSP00000255465
SINCAM004884	ENSP00000255476
SINCAM922310	ENSP00000255499
SINCAM013035	ENSP00000255608
SINCAM014793	ENSP00000255613
SINCAM014792	ENSP00000255631
SINCAM922480	ENSP00000255641
SINCAM002417	ENSP00000255674
SINCAM011333	ENSP00000255759
SINCAM002005	ENSP00000255764
SINCAM014708	ENSP00000255784
SINCAM007705	ENSP00000255882
SINCAM005907	ENSP00000255977
SINCAM005695	ENSP00000256015
SINCAM920948	ENSP00000256078
SINCAM005978	ENSP00000256079
SINCAM005764	ENSP00000256151
SINCAM011524	ENSP00000256178
SINCAM922262	ENSP00000256186
SINCAM011635	ENSP00000256190
SINCAM922263	ENSP00000256194
SINCAM011617	ENSP00000256196
SINCAM000118	ENSP00000256246
SINCAM920541	ENSP00000256255
SINCAM922836	ENSP00000256257
SINCAM014343	ENSP00000256261
SINCAM015216	ENSP00000256319
SINCAM008072	ENSP00000256339
SINCAM008050	ENSP00000256343
SINCAM016122	ENSP00000256362
SINCAM008355	ENSP00000256366
SINCAM921668	ENSP00000256367
SINCAM008357	ENSP00000256379
SINCAM008246	ENSP00000256383
SINCAM002837	ENSP00000256398
SINCAM014300	ENSP00000256404
SINCAM920611	ENSP00000256441
SINCAM001255	ENSP00000256442
SINCAM001252	ENSP00000256443
SINCAM009878	ENSP00000256458
SINCAM009716	ENSP00000256460
SINCAM009842	ENSP00000256474
SINCAM009642	ENSP00000256496
SINCAM009640	ENSP00000256497
SINCAM009653	ENSP00000256509
SINCAM008268	ENSP00000256538
SINCAM008255	ENSP00000256544
SINCAM008256	ENSP00000256545
SINCAM012136	ENSP00000256578
SINCAM920959	ENSP00000256592
SINCAM012163	ENSP00000256637
SINCAM005150	ENSP00000256646
SINCAM004227	ENSP00000256649
SINCAM013441	ENSP00000256682
SINCAM002977	ENSP00000256707
SINCAM002973	ENSP00000256722
SINCAM011675	ENSP00000256737
SINCAM001315	ENSP00000256759
SINCAM005278	ENSP00000256785
SINCAM001402	ENSP00000256854
SINCAM001393	ENSP00000256857
SINCAM006183	ENSP00000256861
SINCAM001171	ENSP00000256897
SINCAM002475	ENSP00000256925
SINCAM010156	ENSP00000256935
SINCAM005597	ENSP00000256953
SINCAM922270	ENSP00000257017
SINCAM013691	ENSP00000257118
SINCAM005497	ENSP00000257177
SINCAM005498	ENSP00000257181
SINCAM001809	ENSP00000257209
SINCAM011573	ENSP00000257215
SINCAM921002	ENSP00000257245
SINCAM000559	ENSP00000257287
SINCAM000552	ENSP00000257290
SINCAM004499	ENSP00000257312
SINCAM004422	ENSP00000257347
SINCAM013913	ENSP00000257359
SINCAM000491	ENSP00000257408
SINCAM000964	ENSP00000257515
SINCAM010152	ENSP00000257527
SINCAM921429	ENSP00000257549
SINCAM007436	ENSP00000257552
SINCAM007451	ENSP00000257555
SINCAM007472	ENSP00000257566
SINCAM921428	ENSP00000257575
SINCAM007504	ENSP00000257600
SINCAM007644	ENSP00000257604
SINCAM006112	ENSP00000257626
SINCAM921033	ENSP00000257663
SINCAM921036	ENSP00000257700
SINCAM922127	ENSP00000257724
SINCAM003337	ENSP00000257749
SINCAM921170	ENSP00000257770
SINCAM003244	ENSP00000257776
SINCAM003269	ENSP00000257787
SINCAM003268	ENSP00000257789
SINCAM922240	ENSP00000257818
SINCAM011650	ENSP00000257829
SINCAM011719	ENSP00000257836
SINCAM014146	ENSP00000257860
SINCAM014063	ENSP00000257861
SINCAM014170	ENSP00000257868
SINCAM922755	ENSP00000257894
SINCAM014040	ENSP00000257904
SINCAM922766	ENSP00000257905
SINCAM922746	ENSP00000257910
SINCAM014186	ENSP00000257915
SINCAM017969	ENSP00000257934
SINCAM014051	ENSP00000257940
SINCAM002863	ENSP00000258042
SINCAM012325	ENSP00000258052
SINCAM002859	ENSP00000258062
SINCAM920537	ENSP00000258091
SINCAM000772	ENSP00000258098
SINCAM002586	ENSP00000258105
SINCAM010114	ENSP00000258106
SINCAM005745	ENSP00000258111
SINCAM922830	ENSP00000258145
SINCAM010406	ENSP00000258168
SINCAM010400	ENSP00000258169
SINCAM010353	ENSP00000258198
SINCAM922101	ENSP00000258200
SINCAM010688	ENSP00000258214
SINCAM015023	ENSP00000258229
SINCAM003578	ENSP00000258243
SINCAM003579	ENSP00000258281
SINCAM005140	ENSP00000258301
SINCAM014510	ENSP00000258302
SINCAM007825	ENSP00000258341
SINCAM009284	ENSP00000258383
SINCAM009333	ENSP00000258385
SINCAM009507	ENSP00000258390
SINCAM921537	ENSP00000258399
SINCAM921927	ENSP00000258403
SINCAM006322	ENSP00000258411
SINCAM006327	ENSP00000258415
SINCAM009335	ENSP00000258416
SINCAM921915	ENSP00000258417
SINCAM009476	ENSP00000258418
SINCAM007104	ENSP00000258424
SINCAM004713	ENSP00000258428
SINCAM921370	ENSP00000258436
SINCAM014380	ENSP00000258439
SINCAM004760	ENSP00000258443
SINCAM004741	ENSP00000258455
SINCAM921372	ENSP00000258456
SINCAM004743	ENSP00000258457
SINCAM006379	ENSP00000258484
SINCAM005519	ENSP00000258494
SINCAM005529	ENSP00000258499
SINCAM005540	ENSP00000258526
SINCAM005659	ENSP00000258534
SINCAM005709	ENSP00000258538
SINCAM004902	ENSP00000258613
SINCAM004613	ENSP00000258648
SINCAM004401	ENSP00000258654
SINCAM922028	ENSP00000258711
SINCAM920733	ENSP00000258729
SINCAM011246	ENSP00000258739
SINCAM920736	ENSP00000258742
SINCAM014388	ENSP00000258772
SINCAM002153	ENSP00000258774
SINCAM922029	ENSP00000258796
SINCAM900123	ENSP00000258874
SINCAM922684	ENSP00000258884
SINCAM922695	ENSP00000258886
SINCAM013259	ENSP00000258888
SINCAM900162	ENSP00000258930
SINCAM012435	ENSP00000258955
SINCAM008655	ENSP00000258962
SINCAM013482	ENSP00000258975
SINCAM012455	ENSP00000258991
SINCAM922658	ENSP00000259006
SINCAM008756	ENSP00000259008
SINCAM013393	ENSP00000259021
SINCAM009567	ENSP00000259037
SINCAM921627	ENSP00000259050
SINCAM006770	ENSP00000259056
SINCAM003096	ENSP00000259089
SINCAM003878	ENSP00000259154
SINCAM921952	ENSP00000259216
SINCAM009439	ENSP00000259241
SINCAM009440	ENSP00000259253
SINCAM007962	ENSP00000259324
SINCAM000920	ENSP00000259335
SINCAM007996	ENSP00000259351
SINCAM920433	ENSP00000259365
SINCAM007991	ENSP00000259371
SINCAM007748	ENSP00000259392
SINCAM002129	ENSP00000259400
SINCAM002109	ENSP00000259455
SINCAM008030	ENSP00000259457
SINCAM007944	ENSP00000259467
SINCAM008016	ENSP00000259469
SINCAM012792	ENSP00000259470
SINCAM002312	ENSP00000259486
SINCAM002322	ENSP00000259512
SINCAM920767	ENSP00000259526
SINCAM016738	ENSP00000259555
SINCAM000055	ENSP00000259605
SINCAM001378	ENSP00000259632
SINCAM920632	ENSP00000259667
SINCAM001863	ENSP00000259698
SINCAM001846	ENSP00000259711
SINCAM001868	ENSP00000259727
SINCAM003652	ENSP00000259746
SINCAM921201	ENSP00000259750
SINCAM002935	ENSP00000259803
SINCAM001822	ENSP00000259808
SINCAM923170	ENSP00000259895
SINCAM007774	ENSP00000259915
SINCAM012195	ENSP00000259938
SINCAM001841	ENSP00000259939
SINCAM015764	ENSP00000259953
SINCAM001848	ENSP00000259963
SINCAM920463	ENSP00000260010
SINCAM004995	ENSP00000260045
SINCAM002533	ENSP00000260102
SINCAM920814	ENSP00000260113
SINCAM002563	ENSP00000260116
SINCAM002562	ENSP00000260118
SINCAM002629	ENSP00000260126
SINCAM002538	ENSP00000260129
SINCAM920802	ENSP00000260130
SINCAM017782	ENSP00000260187
SINCAM013946	ENSP00000260191
SINCAM013937	ENSP00000260197
SINCAM013997	ENSP00000260210
SINCAM004314	ENSP00000260228
SINCAM004766	ENSP00000260247
SINCAM013991	ENSP00000260257
SINCAM922744	ENSP00000260264
SINCAM900251	ENSP00000260270
SINCAM004795	ENSP00000260283
SINCAM004315	ENSP00000260302
SINCAM900081	ENSP00000260323
SINCAM013133	ENSP00000260324
SINCAM013096	ENSP00000260327
